"plj0589","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","Single parent ","vocational + Abi","25","","",""
"Sometimes","2013","Single parent ","higher vocational","11","","",""
"Sometimes","2013","Single parent ","higher education","41","0.102851612486161","0.0720658451548584","0.133637379817464"
"Sometimes","2013","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2013","Couple + C. LE 16 ","inadequately","22","","",""
"Sometimes","2013","Couple + C. LE 16 ","general elemantary","73","0.145793052915759","0.113752124082242","0.177833981749277"
"Sometimes","2013","Couple + C. LE 16 ","middle vocational","322","0.100866477079344","0.0900266772240356","0.111706276934652"
"Sometimes","2013","Couple + C. LE 16 ","vocational + Abi","59","0.049940599708827","0.0336878891195772","0.0661933102980767"
"Sometimes","2013","Couple + C. LE 16 ","higher vocational","24","","",""
"Sometimes","2013","Couple + C. LE 16 ","higher education","102","0.0544587797113624","0.0438057390793261","0.0651118203433988"
"Sometimes","2013","Couple + C. GT 16 ","in school","8","","",""
"Sometimes","2013","Couple + C. GT 16 ","inadequately","6","","",""
"Sometimes","2013","Couple + C. GT 16 ","general elemantary","41","0.122289082516804","0.083138201042335","0.161439963991273"
"Sometimes","2013","Couple + C. GT 16 ","middle vocational","145","0.0993701024682402","0.0837828015452628","0.114957403391218"
"Sometimes","2013","Couple + C. GT 16 ","vocational + Abi","10","","",""
"Sometimes","2013","Couple + C. GT 16 ","higher vocational","13","","",""
"Sometimes","2013","Couple + C. GT 16 ","higher education","28","","",""
"Sometimes","2013","Couple + C. LE and GT 16","in school","8","","",""
"Sometimes","2013","Couple + C. LE and GT 16","inadequately","9","","",""
"Sometimes","2013","Couple + C. LE and GT 16","general elemantary","41","0.178326645871","0.133963452849613","0.222689838892387"
"Sometimes","2013","Couple + C. LE and GT 16","middle vocational","77","0.0797591352116692","0.0612273401776095","0.0982909302457288"
"Sometimes","2013","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Sometimes","2013","Couple + C. LE and GT 16","higher vocational","11","","",""
"Sometimes","2013","Couple + C. LE and GT 16","higher education","19","","",""
"Rarely ","2013","1-pers.-HH","in school","1","","",""
"Rarely ","2013","1-pers.-HH","inadequately","14","","",""
"Rarely ","2013","1-pers.-HH","general elemantary","105","0.24463397895684","0.204916749480279","0.284351208433401"
"Rarely ","2013","1-pers.-HH","middle vocational","489","0.273422638544592","0.252843420736528","0.294001856352656"
"Rarely ","2013","1-pers.-HH","vocational + Abi","63","0.327234941608287","0.264075001493084","0.390394881723491"
"Rarely ","2013","1-pers.-HH","higher vocational","65","0.323577035030676","0.259534402163878","0.387619667897474"
"Rarely ","2013","1-pers.-HH","higher education","222","0.261179969529243","0.23094726998711","0.291412669071375"
"Rarely ","2013","(Married) couple without C. ","in school","1","","",""
"Rarely ","2013","(Married) couple without C. ","inadequately","18","","",""
"Rarely ","2013","(Married) couple without C. ","general elemantary","156","0.29772276834838","0.26187448192408","0.33357105477268"
"Rarely ","2013","(Married) couple without C. ","middle vocational","1055","0.278041795287754","0.26404668085746","0.292036909718048"
"Rarely ","2013","(Married) couple without C. ","vocational + Abi","90","0.25163633173559","0.206042983210362","0.297229680260818"
"Rarely ","2013","(Married) couple without C. ","higher vocational","182","0.321673545112614","0.284420938019678","0.35892615220555"
"Rarely ","2013","(Married) couple without C. ","higher education","571","0.280816056575564","0.261285996631569","0.300346116519559"
"Rarely ","2013","Single parent ","in school","29","","",""
"Rarely ","2013","Single parent ","inadequately","10","","",""
"Rarely ","2013","Single parent ","general elemantary","127","0.274926895297043","0.231172910937665","0.318680879656422"
"Rarely ","2013","Single parent ","middle vocational","321","0.274194023365652","0.249620326291885","0.298767720439419"
"Rarely ","2013","Single parent ","vocational + Abi","64","0.27578223693812","0.215337822459413","0.336226651416827"
"Rarely ","2013","Single parent ","higher vocational","19","","",""
"Rarely ","2013","Single parent ","higher education","81","0.185644946794596","0.146239091891551","0.22505080169764"
"Rarely ","2013","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2013","Couple + C. LE 16 ","inadequately","31","0.28685972152993","0.201950059657889","0.37176938340197"
"Rarely ","2013","Couple + C. LE 16 ","general elemantary","131","0.261275003460611","0.221386709560136","0.301163297361086"
"Rarely ","2013","Couple + C. LE 16 ","middle vocational","867","0.303670211506638","0.2871184459848","0.320221977028476"
"Rarely ","2013","Couple + C. LE 16 ","vocational + Abi","186","0.215221167722968","0.184556400129528","0.245885935316409"
"Rarely ","2013","Couple + C. LE 16 ","higher vocational","138","0.282594837515993","0.241039751962253","0.324149923069733"
"Rarely ","2013","Couple + C. LE 16 ","higher education","418","0.23687680541692","0.216916922331747","0.256836688502094"
"Rarely ","2013","Couple + C. GT 16 ","in school","40","0.249853308753695","0.173653672185506","0.326052945321883"
"Rarely ","2013","Couple + C. GT 16 ","inadequately","7","","",""
"Rarely ","2013","Couple + C. GT 16 ","general elemantary","75","0.272331069996845","0.219134030576579","0.32552810941711"
"Rarely ","2013","Couple + C. GT 16 ","middle vocational","383","0.303295950058445","0.279344746365584","0.327247153751306"
"Rarely ","2013","Couple + C. GT 16 ","vocational + Abi","45","0.304180574375584","0.23128244435672","0.377078704394448"
"Rarely ","2013","Couple + C. GT 16 ","higher vocational","62","0.387450696305411","0.315681149151702","0.459220243459121"
"Rarely ","2013","Couple + C. GT 16 ","higher education","140","0.335738989691766","0.29491299244216","0.376564986941373"
"Rarely ","2013","Couple + C. LE and GT 16","in school","55","0.296973139237701","0.230407003265452","0.363539275209951"
"Rarely ","2013","Couple + C. LE and GT 16","inadequately","11","","",""
"Rarely ","2013","Couple + C. LE and GT 16","general elemantary","80","0.235622273461603","0.186437887114429","0.284806659808777"
"Rarely ","2013","Couple + C. LE and GT 16","middle vocational","250","0.278332154581534","0.247675350327266","0.308988958835802"
"Rarely ","2013","Couple + C. LE and GT 16","vocational + Abi","34","0.225145893039528","0.155710215892993","0.294581570186064"
"Rarely ","2013","Couple + C. LE and GT 16","higher vocational","39","0.375860675664061","0.294756722003174","0.456964629324948"
"Rarely ","2013","Couple + C. LE and GT 16","higher education","71","0.268036603990657","0.218808894204201","0.317264313777113"
"Never","2013","1-pers.-HH","in school","","","",""
"Never","2013","1-pers.-HH","inadequately","12","","",""
"Never","2013","1-pers.-HH","general elemantary","210","0.456494974100597","0.410473384361947","0.502516563839248"
"Never","2013","1-pers.-HH","middle vocational","928","0.511330781303659","0.488251134508688","0.53441042809863"
"Never","2013","1-pers.-HH","vocational + Abi","98","0.444052632289444","0.377169866495767","0.510935398083121"
"Never","2013","1-pers.-HH","higher vocational","110","0.48887609717063","0.420448126909036","0.557304067432224"
"Never","2013","1-pers.-HH","higher education","470","0.593146225455239","0.559336805169448","0.62695564574103"
"Never","2013","(Married) couple without C. ","in school","2","","",""
"Never","2013","(Married) couple without C. ","inadequately","26","","",""
"Never","2013","(Married) couple without C. ","general elemantary","377","0.559340022213603","0.52041778150748","0.598262262919727"
"Never","2013","(Married) couple without C. ","middle vocational","2414","0.599810148892907","0.584506135965864","0.615114161819951"
"Never","2013","(Married) couple without C. ","vocational + Abi","210","0.625523023105695","0.574672821438856","0.676373224772534"
"Never","2013","(Married) couple without C. ","higher vocational","342","0.544161640036621","0.504442574886673","0.58388070518657"
"Never","2013","(Married) couple without C. ","higher education","1297","0.622581877378319","0.601515870138965","0.643647884617673"
"Never","2013","Single parent ","in school","79","0.627276795272977","0.541476061395498","0.713077529150455"
"Never","2013","Single parent ","inadequately","12","","",""
"Never","2013","Single parent ","general elemantary","164","0.435188915282487","0.386603198582656","0.483774631982318"
"Never","2013","Single parent ","middle vocational","654","0.521216881646812","0.493699323713505","0.54873443958012"
"Never","2013","Single parent ","vocational + Abi","101","0.574950376592055","0.50808928805095","0.641811465133161"
"Never","2013","Single parent ","higher vocational","50","0.567398428086178","0.462688713422047","0.672108142750308"
"Never","2013","Single parent ","higher education","229","0.623701047970088","0.574602682847587","0.67279941309259"
"Never","2013","Couple + C. LE 16 ","in school","1","","",""
"Never","2013","Couple + C. LE 16 ","inadequately","34","0.406541200916719","0.314330268905894","0.498752132927545"
"Never","2013","Couple + C. LE 16 ","general elemantary","225","0.49117378214716","0.445784066550625","0.536563497743696"
"Never","2013","Couple + C. LE 16 ","middle vocational","1662","0.558634382112295","0.540761325853197","0.576507438371392"
"Never","2013","Couple + C. LE 16 ","vocational + Abi","428","0.715474421573991","0.681809216897818","0.749139626250165"
"Never","2013","Couple + C. LE 16 ","higher vocational","281","0.648688258923304","0.604630320561499","0.692746197285109"
"Never","2013","Couple + C. LE 16 ","higher education","1190","0.690913524131232","0.669218944179856","0.712608104082609"
"Never","2013","Couple + C. GT 16 ","in school","69","0.617485125217888","0.531944058322095","0.703026192113682"
"Never","2013","Couple + C. GT 16 ","inadequately","4","","",""
"Never","2013","Couple + C. GT 16 ","general elemantary","136","0.535503257387174","0.475903520036434","0.595102994737914"
"Never","2013","Couple + C. GT 16 ","middle vocational","847","0.571707347802526","0.545924726487102","0.597489969117949"
"Never","2013","Couple + C. GT 16 ","vocational + Abi","94","0.599001858055289","0.521343600747134","0.676660115363444"
"Never","2013","Couple + C. GT 16 ","higher vocational","89","0.466226873196779","0.392735144745409","0.53971860164815"
"Never","2013","Couple + C. GT 16 ","higher education","332","0.560580738321589","0.517674033540948","0.60348744310223"
"Never","2013","Couple + C. LE and GT 16","in school","113","0.623874754015195","0.553304163453384","0.694445344577007"
"Never","2013","Couple + C. LE and GT 16","inadequately","8","","",""
"Never","2013","Couple + C. LE and GT 16","general elemantary","154","0.562084765337126","0.504585670401445","0.619583860272808"
"Never","2013","Couple + C. LE and GT 16","middle vocational","459","0.606220614130835","0.572799697949666","0.639641530312005"
"Never","2013","Couple + C. LE and GT 16","vocational + Abi","89","0.664308224300556","0.585803488539508","0.742812960061604"
"Never","2013","Couple + C. LE and GT 16","higher vocational","85","0.566793327192072","0.48381823558153","0.649768418802614"
"Never","2013","Couple + C. LE and GT 16","higher education","214","0.645086576762493","0.591907828372999","0.698265325151987"
"Very often","2014","1-pers.-HH","in school","","","",""
"Very often","2014","1-pers.-HH","inadequately","","","",""
"Very often","2014","1-pers.-HH","general elemantary","","","",""
"Very often","2014","1-pers.-HH","middle vocational","","","",""
"Very often","2014","1-pers.-HH","vocational + Abi","","","",""
"Very often","2014","1-pers.-HH","higher vocational","","","",""
"Very often","2014","1-pers.-HH","higher education","","","",""
"Very often","2014","(Married) couple without C. ","in school","","","",""
"Very often","2014","(Married) couple without C. ","inadequately","","","",""
"Very often","2014","(Married) couple without C. ","general elemantary","","","",""
"Very often","2014","(Married) couple without C. ","middle vocational","","","",""
"Very often","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2014","(Married) couple without C. ","higher vocational","","","",""
"Very often","2014","(Married) couple without C. ","higher education","","","",""
"Very often","2014","Single parent ","in school","","","",""
"Very often","2014","Single parent ","inadequately","","","",""
"Very often","2014","Single parent ","general elemantary","","","",""
"Very often","2014","Single parent ","middle vocational","","","",""
"Very often","2014","Single parent ","vocational + Abi","","","",""
"Very often","2014","Single parent ","higher vocational","","","",""
"Very often","2014","Single parent ","higher education","","","",""
"Very often","2014","Couple + C. LE 16 ","in school","","","",""
"Very often","2014","Couple + C. LE 16 ","inadequately","","","",""
"Very often","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Very often","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Very often","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very often","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2014","Couple + C. LE 16 ","higher education","","","",""
"Very often","2014","Couple + C. GT 16 ","in school","","","",""
"Very often","2014","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Very often","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2014","Couple + C. GT 16 ","higher education","","","",""
"Very often","2014","Couple + C. LE and GT 16","in school","","","",""
"Very often","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Very often","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Very often","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Very often","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2014","Couple + C. LE and GT 16","higher education","","","",""
"Often","2014","1-pers.-HH","in school","","","",""
"Often","2014","1-pers.-HH","inadequately","","","",""
"Often","2014","1-pers.-HH","general elemantary","","","",""
"Often","2014","1-pers.-HH","middle vocational","","","",""
"Often","2014","1-pers.-HH","vocational + Abi","","","",""
"Often","2014","1-pers.-HH","higher vocational","","","",""
"Often","2014","1-pers.-HH","higher education","","","",""
"Often","2014","(Married) couple without C. ","in school","","","",""
"Often","2014","(Married) couple without C. ","inadequately","","","",""
"Often","2014","(Married) couple without C. ","general elemantary","","","",""
"Often","2014","(Married) couple without C. ","middle vocational","","","",""
"Often","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2014","(Married) couple without C. ","higher vocational","","","",""
"Often","2014","(Married) couple without C. ","higher education","","","",""
"Often","2014","Single parent ","in school","","","",""
"Often","2014","Single parent ","inadequately","","","",""
"Often","2014","Single parent ","general elemantary","","","",""
"Often","2014","Single parent ","middle vocational","","","",""
"Often","2014","Single parent ","vocational + Abi","","","",""
"Often","2014","Single parent ","higher vocational","","","",""
"Often","2014","Single parent ","higher education","","","",""
"Often","2014","Couple + C. LE 16 ","in school","","","",""
"Often","2014","Couple + C. LE 16 ","inadequately","","","",""
"Often","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Often","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Often","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Often","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2014","Couple + C. LE 16 ","higher education","","","",""
"Often","2014","Couple + C. GT 16 ","in school","","","",""
"Often","2014","Couple + C. GT 16 ","inadequately","","","",""
"Often","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Often","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Often","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2014","Couple + C. GT 16 ","higher education","","","",""
"Often","2014","Couple + C. LE and GT 16","in school","","","",""
"Often","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Often","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Often","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Often","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Often","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2014","Couple + C. LE and GT 16","higher education","","","",""
"Sometimes","2014","1-pers.-HH","in school","","","",""
"Sometimes","2014","1-pers.-HH","inadequately","","","",""
"Sometimes","2014","1-pers.-HH","general elemantary","","","",""
"Sometimes","2014","1-pers.-HH","middle vocational","","","",""
"Sometimes","2014","1-pers.-HH","vocational + Abi","","","",""
"Sometimes","2014","1-pers.-HH","higher vocational","","","",""
"Sometimes","2014","1-pers.-HH","higher education","","","",""
"Sometimes","2014","(Married) couple without C. ","in school","","","",""
"Sometimes","2014","(Married) couple without C. ","inadequately","","","",""
"Sometimes","2014","(Married) couple without C. ","general elemantary","","","",""
"Sometimes","2014","(Married) couple without C. ","middle vocational","","","",""
"Sometimes","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Sometimes","2014","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2014","(Married) couple without C. ","higher education","","","",""
"Sometimes","2014","Single parent ","in school","","","",""
"Sometimes","2014","Single parent ","inadequately","","","",""
"Sometimes","2014","Single parent ","general elemantary","","","",""
"Sometimes","2014","Single parent ","middle vocational","","","",""
"Sometimes","2014","Single parent ","vocational + Abi","","","",""
"Sometimes","2014","Single parent ","higher vocational","","","",""
"Sometimes","2014","Single parent ","higher education","","","",""
"Sometimes","2014","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2014","Couple + C. LE 16 ","inadequately","","","",""
"Sometimes","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Sometimes","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Sometimes","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2014","Couple + C. LE 16 ","higher education","","","",""
"Sometimes","2014","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2014","Couple + C. GT 16 ","inadequately","","","",""
"Sometimes","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Sometimes","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Sometimes","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2014","Couple + C. GT 16 ","higher education","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","in school","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","higher education","","","",""
"Rarely ","2014","1-pers.-HH","in school","","","",""
"Rarely ","2014","1-pers.-HH","inadequately","","","",""
"Rarely ","2014","1-pers.-HH","general elemantary","","","",""
"Rarely ","2014","1-pers.-HH","middle vocational","","","",""
"Rarely ","2014","1-pers.-HH","vocational + Abi","","","",""
"Rarely ","2014","1-pers.-HH","higher vocational","","","",""
"Rarely ","2014","1-pers.-HH","higher education","","","",""
"Rarely ","2014","(Married) couple without C. ","in school","","","",""
"Rarely ","2014","(Married) couple without C. ","inadequately","","","",""
"Rarely ","2014","(Married) couple without C. ","general elemantary","","","",""
"Rarely ","2014","(Married) couple without C. ","middle vocational","","","",""
"Rarely ","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely ","2014","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2014","(Married) couple without C. ","higher education","","","",""
"Rarely ","2014","Single parent ","in school","","","",""
"Rarely ","2014","Single parent ","inadequately","","","",""
"Rarely ","2014","Single parent ","general elemantary","","","",""
"Rarely ","2014","Single parent ","middle vocational","","","",""
"Rarely ","2014","Single parent ","vocational + Abi","","","",""
"Rarely ","2014","Single parent ","higher vocational","","","",""
"Rarely ","2014","Single parent ","higher education","","","",""
"Rarely ","2014","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2014","Couple + C. LE 16 ","inadequately","","","",""
"Rarely ","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely ","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely ","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2014","Couple + C. LE 16 ","higher education","","","",""
"Rarely ","2014","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2014","Couple + C. GT 16 ","inadequately","","","",""
"Rarely ","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely ","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely ","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2014","Couple + C. GT 16 ","higher education","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","higher education","","","",""
"Never","2014","1-pers.-HH","in school","","","",""
"Never","2014","1-pers.-HH","inadequately","","","",""
"Never","2014","1-pers.-HH","general elemantary","","","",""
"Never","2014","1-pers.-HH","middle vocational","","","",""
"Never","2014","1-pers.-HH","vocational + Abi","","","",""
"Never","2014","1-pers.-HH","higher vocational","","","",""
"Never","2014","1-pers.-HH","higher education","","","",""
"Never","2014","(Married) couple without C. ","in school","","","",""
"Never","2014","(Married) couple without C. ","inadequately","","","",""
"Never","2014","(Married) couple without C. ","general elemantary","","","",""
"Never","2014","(Married) couple without C. ","middle vocational","","","",""
