"plj0014_v3","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1997","direct migration background","in school","10","","","","2"
"No","1997","direct migration background","inadequately","370","0.889098573713971","0.858210106324251","0.91998704110369","2"
"No","1997","direct migration background","middle vocational","494","0.447436876055889","0.414951816109493","0.479921936002285","2"
"No","1997","direct migration background","higher vocational","10","","","","2"
"No","1997","direct migration background","higher education","70","0.445886369379442","0.373671951971022","0.518100786787862","2"
"No","1997","indirect migration background","inadequately","13","","","","2"
"No","1997","indirect migration background","middle vocational","132","0.491512491164762","0.422227284413704","0.56079769791582","2"
"No","1997","indirect migration background","vocational + Abi","11","","","","2"
"No","1997","indirect migration background","higher vocational","6","","","","2"
"No","1997","no migration background","inadequately","","","","","2"
"No","1997","no migration background","higher education","2","","","","2"
"No","1997","direct migration background","vocational + Abi","82","0.665837336048757","0.585971925939928","0.745702746157587","2"
"No","1997","indirect migration background","general elemantary","135","0.505721489196163","0.43608176142885","0.575361216963476","2"
"No","1997","no migration background","vocational + Abi","","","","","2"
"No","1997","direct migration background","general elemantary","496","0.527679922932734","0.490564092894068","0.564795752971401","2"
"No","1997","indirect migration background","in school","44","0.576754681228981","0.454751975595244","0.698757386862719","2"
"Yes","1997","no migration background","in school","222","0.998240072538314","0.992751126442869","1.00372901863376","1"
"Yes","1997","no migration background","inadequately","56","1","1","1","1"
"Yes","1997","no migration background","general elemantary","1456","0.999261271071669","0.997866186949296","1.00065635519404","1"
"Yes","1997","no migration background","middle vocational","5415","0.998844954409348","0.997940352778174","0.999749556040522","1"
"Yes","1997","no migration background","vocational + Abi","309","1","1","1","1"
"Yes","1997","no migration background","higher vocational","693","1","1","1","1"
"Yes","1997","no migration background","higher education","1572","0.995258623028998","0.991864981666189","0.998652264391808","1"
"Yes","1997","direct migration background","in school","19","","","","1"
"Yes","1997","direct migration background","inadequately","27","","","","1"
"Yes","1997","direct migration background","general elemantary","199","0.472320077067266","0.435204247028599","0.509435907105932","1"
"Yes","1997","direct migration background","middle vocational","406","0.552563123944111","0.520078063997715","0.585048183890507","1"
"Yes","1997","direct migration background","vocational + Abi","52","0.334162663951243","0.254297253842413","0.414028074060073","1"
"Yes","1997","direct migration background","higher vocational","48","0.887191050902739","0.805774172487604","0.968607929317875","1"
"Yes","1997","direct migration background","higher education","112","0.554113630620558","0.481899213212138","0.626328048028978","1"
"Yes","1997","indirect migration background","in school","19","","","","1"
"Yes","1997","indirect migration background","inadequately","2","","","","1"
"Yes","1997","indirect migration background","general elemantary","63","0.494278510803837","0.424638783036524","0.563918238571151","1"
"Yes","1997","indirect migration background","middle vocational","68","0.508487508835238","0.43920230208418","0.577772715586296","1"
"Yes","1997","indirect migration background","vocational + Abi","4","","","","1"
"Yes","1997","indirect migration background","higher vocational","6","","","","1"
"Yes","1997","indirect migration background","higher education","6","","","","1"
"No","1998","indirect migration background","higher education","17","","","","2"
"No","1998","no migration background","in school","2","","","","2"
"No","1998","no migration background","inadequately","","","","","2"
"No","1998","no migration background","general elemantary","2","","","","2"
"No","1998","no migration background","middle vocational","","","","","2"
"No","1998","no migration background","higher vocational","","","","","2"
"No","1998","no migration background","higher education","3","","","","2"
"No","1998","direct migration background","in school","10","","","","2"
"No","1998","direct migration background","inadequately","324","0.826704593299561","0.787874327808116","0.865534858791006","2"
"No","1998","direct migration background","middle vocational","437","0.452184268622944","0.41868578569113","0.485682751554757","2"
"No","1998","direct migration background","vocational + Abi","78","0.617579776349478","0.536789768671016","0.698369784027939","2"
"No","1998","direct migration background","higher vocational","10","","","","2"
"No","1998","direct migration background","higher education","69","0.426734029150244","0.356773321099463","0.496694737201026","2"
"No","1998","indirect migration background","inadequately","13","","","","2"
"No","1998","indirect migration background","general elemantary","130","0.492350182091055","0.42253752836835","0.56216283581376","2"
"No","1998","indirect migration background","middle vocational","128","0.444837078394493","0.377784176239421","0.511889980549564","2"
"No","1998","indirect migration background","vocational + Abi","11","","","","2"
"No","1998","indirect migration background","higher vocational","11","","","","2"
"No","1998","no migration background","vocational + Abi","1","","","","2"
"No","1998","direct migration background","general elemantary","465","0.557443311569245","0.51960742584117","0.59527919729732","2"
"No","1998","indirect migration background","in school","44","0.592985724422311","0.475350433804673","0.710621015039949","2"
"Yes","1998","no migration background","in school","235","0.997835267167153","0.991918213683504","1.0037523206508","1"
"Yes","1998","no migration background","inadequately","66","1","1","1","1"
"Yes","1998","no migration background","general elemantary","1700","0.999242298461408","0.997935066063949","1.00054953085887","1"
"Yes","1998","no migration background","middle vocational","5999","1","1","1","1"
"Yes","1998","no migration background","vocational + Abi","353","0.989242992745038","0.978497070789404","0.999988914700672","1"
"Yes","1998","no migration background","higher vocational","757","1","1","1","1"
"Yes","1998","no migration background","higher education","1760","0.995265572019506","0.992061330948443","0.998469813090569","1"
"Yes","1998","direct migration background","in school","20","","","","1"
"Yes","1998","direct migration background","inadequately","41","0.173295406700439","0.134465141208994","0.212125672191884","1"
"Yes","1998","direct migration background","general elemantary","197","0.442556688430755","0.40472080270268","0.48039257415883","1"
"Yes","1998","direct migration background","middle vocational","411","0.547815731377056","0.514317248445243","0.58131421430887","1"
"Yes","1998","direct migration background","vocational + Abi","61","0.382420223650522","0.301630215972061","0.463210231328984","1"
"Yes","1998","direct migration background","higher vocational","44","0.794204921253397","0.686376067005056","0.902033775501738","1"
"Yes","1998","direct migration background","higher education","123","0.573265970849756","0.503305262798974","0.643226678900537","1"
"Yes","1998","indirect migration background","in school","23","","","","1"
"Yes","1998","indirect migration background","inadequately","4","","","","1"
"Yes","1998","indirect migration background","general elemantary","67","0.507649817908945","0.437837164186239","0.57746247163165","1"
"Yes","1998","indirect migration background","middle vocational","83","0.555162921605507","0.488110019450436","0.622215823760579","1"
"Yes","1998","indirect migration background","vocational + Abi","8","","","","1"
"Yes","1998","indirect migration background","higher vocational","6","","","","1"
"Yes","1998","indirect migration background","higher education","7","","","","1"
"No","1999","indirect migration background","higher education","17","","","","2"
"No","1999","indirect migration background","inadequately","12","","","","2"
"No","1999","indirect migration background","general elemantary","125","0.481725168551347","0.411594090717806","0.551856246384888","2"
"No","1999","indirect migration background","middle vocational","131","0.456493740143707","0.390372721941597","0.522614758345818","2"
"No","1999","indirect migration background","vocational + Abi","11","","","","2"
"No","1999","indirect migration background","higher vocational","11","","","","2"
"No","1999","no migration background","in school","1","","","","2"
"No","1999","no migration background","inadequately","","","","","2"
"No","1999","no migration background","general elemantary","1","","","","2"
"No","1999","no migration background","middle vocational","3","","","","2"
"No","1999","no migration background","higher vocational","","","","","2"
"No","1999","no migration background","higher education","3","","","","2"
"No","1999","direct migration background","in school","7","","","","2"
"No","1999","direct migration background","inadequately","299","0.822741224492215","0.782208443386056","0.863274005598375","2"
"No","1999","direct migration background","middle vocational","410","0.474281111696451","0.439505065408892","0.509057157984011","2"
"No","1999","direct migration background","vocational + Abi","66","0.56863062142574","0.48316469317424","0.65409654967724","2"
"No","1999","direct migration background","higher vocational","9","","","","2"
"No","1999","direct migration background","higher education","61","0.422005255328772","0.350055440907146","0.493955069750398","2"
"No","1999","indirect migration background","in school","36","0.468250529050097","0.345999992008676","0.590501066091517","2"
"No","1999","no migration background","vocational + Abi","1","","","","2"
"No","1999","direct migration background","general elemantary","418","0.521841347705795","0.482362380196626","0.561320315214965","2"
"Yes","1999","indirect migration background","general elemantary","70","0.518274831448653","0.448143753615112","0.588405909282194","1"
"Yes","1999","indirect migration background","middle vocational","87","0.543506259856293","0.477385241654182","0.609627278058403","1"
"Yes","1999","indirect migration background","vocational + Abi","12","","","","1"
"Yes","1999","indirect migration background","higher vocational","6","","","","1"
"Yes","1999","indirect migration background","higher education","9","","","","1"
"Yes","1999","no migration background","in school","231","0.999155094280235","0.995416359335919","1.00289382922455","1"
"Yes","1999","no migration background","inadequately","70","1","1","1","1"
"Yes","1999","no migration background","general elemantary","1650","0.999316631483358","0.998056100295521","1.0005771626712","1"
"Yes","1999","no migration background","middle vocational","5955","0.998537949556261","0.997567749473105","0.999508149639417","1"
"Yes","1999","no migration background","vocational + Abi","357","0.988239005983788","0.977071412722163","0.999406599245413","1"
"Yes","1999","no migration background","higher vocational","753","1","1","1","1"
"Yes","1999","no migration background","higher education","1761","0.996819061604599","0.994191308264108","0.999446814945089","1"
"Yes","1999","direct migration background","in school","18","","","","1"
"Yes","1999","direct migration background","inadequately","42","0.177258775507785","0.136725994401625","0.217791556613944","1"
"Yes","1999","direct migration background","general elemantary","197","0.478158652294205","0.438679684785035","0.517637619803374","1"
"Yes","1999","direct migration background","middle vocational","382","0.525718888303549","0.490942842015989","0.560494934591108","1"
"Yes","1999","direct migration background","vocational + Abi","63","0.43136937857426","0.34590345032276","0.51683530682576","1"
"Yes","1999","direct migration background","higher vocational","44","0.816062535573089","0.711757092041804","0.920367979104375","1"
"Yes","1999","direct migration background","higher education","120","0.577994744671228","0.506044930249602","0.649944559092854","1"
"Yes","1999","indirect migration background","in school","28","","","","1"
"Yes","1999","indirect migration background","inadequately","5","","","","1"
"No","2000","indirect migration background","higher education","27","","","","2"
"No","2000","indirect migration background","inadequately","8","","","","2"
"No","2000","indirect migration background","general elemantary","169","0.551094799312532","0.490868258437342","0.611321340187722","2"
"No","2000","indirect migration background","middle vocational","188","0.482775039670217","0.430273672769829","0.535276406570605","2"
"No","2000","indirect migration background","vocational + Abi","19","","","","2"
"No","2000","indirect migration background","higher vocational","24","","","","2"
"No","2000","no migration background","in school","1","","","","2"
"No","2000","no migration background","inadequately","1","","","","2"
"No","2000","no migration background","general elemantary","1","","","","2"
"No","2000","no migration background","middle vocational","5","","","","2"
"No","2000","no migration background","higher vocational","","","","","2"
"No","2000","no migration background","higher education","3","","","","2"
"No","2000","direct migration background","in school","24","","","","2"
"No","2000","direct migration background","inadequately","241","0.793810883849124","0.746923449665401","0.840698318032847","2"
"No","2000","direct migration background","middle vocational","620","0.489030554395053","0.461196408404212","0.516864700385894","2"
"No","2000","direct migration background","vocational + Abi","136","0.513236440519767","0.454375665281104","0.572097215758431","2"
"No","2000","direct migration background","higher vocational","67","0.396659273537367","0.327996567953931","0.465321979120803","2"
"No","2000","direct migration background","higher education","179","0.50360244139598","0.455027798302658","0.552177084489302","2"
"No","2000","indirect migration background","in school","30","0.36361956427454","0.248435414609406","0.478803713939674","2"
"No","2000","no migration background","vocational + Abi","1","","","","2"
"No","2000","direct migration background","general elemantary","567","0.578552986783196","0.545531656181679","0.611574317384713","2"
"Yes","2000","indirect migration background","general elemantary","93","0.448905200687468","0.388678659812278","0.509131741562658","1"
"Yes","2000","indirect migration background","middle vocational","160","0.517224960329783","0.464723593429395","0.569726327230172","1"
"Yes","2000","indirect migration background","vocational + Abi","24","","","","1"
"Yes","2000","indirect migration background","higher vocational","17","","","","1"
"Yes","2000","indirect migration background","higher education","27","","","","1"
"Yes","2000","no migration background","in school","371","0.999153238335589","0.99619745044762","1.00210902622356","1"
"Yes","2000","no migration background","inadequately","103","0.987961825990415","0.967002282860865","1.00892136911997","1"
"Yes","2000","no migration background","general elemantary","2457","0.999460488598965","0.99854249367441","1.00037848352352","1"
"Yes","2000","no migration background","middle vocational","11286","0.999163323908585","0.99863001503627","0.999696632780899","1"
"Yes","2000","no migration background","vocational + Abi","809","0.993745874357079","0.98831679047464","0.999174958239517","1"
"Yes","2000","no migration background","higher vocational","1658","1","1","1","1"
"Yes","2000","no migration background","higher education","3376","0.997930475184092","0.996398190512461","0.999462759855724","1"
"Yes","2000","direct migration background","in school","35","0.617135970706486","0.493103670368385","0.741168271044588","1"
"Yes","2000","direct migration background","inadequately","45","0.206189116150876","0.159301681967153","0.253076550334599","1"
"Yes","2000","direct migration background","general elemantary","292","0.421447013216804","0.388425682615287","0.454468343818321","1"
"Yes","2000","direct migration background","middle vocational","619","0.510969445604947","0.483135299614106","0.538803591595788","1"
"Yes","2000","direct migration background","vocational + Abi","141","0.486763559480233","0.427902784241569","0.545624334718896","1"
"Yes","2000","direct migration background","higher vocational","128","0.603340726462633","0.534678020879197","0.672003432046069","1"
"Yes","2000","direct migration background","higher education","228","0.49639755860402","0.447822915510698","0.544972201697343","1"
"Yes","2000","indirect migration background","in school","37","0.63638043572546","0.521196286060326","0.751564585390594","1"
"Yes","2000","indirect migration background","inadequately","8","","","","1"
"No","2001","indirect migration background","higher education","27","","","","2"
"No","2001","indirect migration background","inadequately","7","","","","2"
"No","2001","indirect migration background","general elemantary","149","0.533116054114798","0.469464730322191","0.596767377907404","2"
"No","2001","indirect migration background","middle vocational","163","0.495935088471083","0.440808616195136","0.551061560747029","2"
"No","2001","indirect migration background","vocational + Abi","17","","","","2"
"No","2001","indirect migration background","higher vocational","19","","","","2"
"No","2001","no migration background","in school","1","","","","2"
"No","2001","no migration background","inadequately","1","","","","2"
"No","2001","no migration background","general elemantary","2","","","","2"
"No","2001","no migration background","middle vocational","5","","","","2"
"No","2001","no migration background","higher vocational","","","","","2"
"No","2001","no migration background","higher education","2","","","","2"
"No","2001","direct migration background","in school","23","","","","2"
"No","2001","direct migration background","inadequately","174","0.765968085184032","0.708704132263749","0.823232038104316","2"
"No","2001","direct migration background","middle vocational","547","0.49258139378616","0.462969701542043","0.522193086030278","2"
"No","2001","direct migration background","vocational + Abi","117","0.485545500432701","0.424441452557315","0.546649548308087","2"
"No","2001","direct migration background","higher vocational","56","0.397855943879362","0.323173375339565","0.47253851241916","2"
"No","2001","direct migration background","higher education","158","0.526671307141665","0.475449734997649","0.577892879285682","2"
"No","2001","indirect migration background","in school","29","","","","2"
"No","2001","no migration background","vocational + Abi","","","","","2"
"No","2001","direct migration background","general elemantary","523","0.600927889080945","0.566583211533759","0.635272566628131","2"
"Yes","2001","indirect migration background","general elemantary","87","0.466883945885202","0.403232622092596","0.530535269677809","1"
"Yes","2001","indirect migration background","middle vocational","153","0.504064911528917","0.448938439252971","0.559191383804864","1"
"Yes","2001","indirect migration background","vocational + Abi","24","","","","1"
"Yes","2001","indirect migration background","higher vocational","19","","","","1"
"Yes","2001","indirect migration background","higher education","29","","","","1"
"Yes","2001","no migration background","in school","436","0.999310645469053","0.996849830574946","1.00177146036316","1"
"Yes","2001","no migration background","inadequately","87","0.987077741667679","0.963481021418595","1.01067446191676","1"
"Yes","2001","no migration background","general elemantary","2103","0.998717166543431","0.997188092777305","1.00024624030956","1"
"Yes","2001","no migration background","middle vocational","10238","0.999107791166632","0.998529596692389","0.999685985640876","1"
"Yes","2001","no migration background","vocational + Abi","781","1","1","1","1"
"Yes","2001","no migration background","higher vocational","1479","1","1","1","1"
"Yes","2001","no migration background","higher education","3145","0.99782737128038","0.996200623645308","0.999454118915451","1"
"Yes","2001","direct migration background","in school","24","","","","1"
"Yes","2001","direct migration background","inadequately","36","0.234031914815968","0.176767961895684","0.291295867736251","1"
"Yes","2001","direct migration background","general elemantary","258","0.399072110919055","0.364727433371869","0.433416788466241","1"
"Yes","2001","direct migration background","middle vocational","548","0.50741860621384","0.477806913969722","0.537030298457957","1"
"Yes","2001","direct migration background","vocational + Abi","140","0.514454499567299","0.453350451691913","0.575558547442685","1"
"Yes","2001","direct migration background","higher vocational","109","0.602144056120638","0.52746148758084","0.676826624660435","1"
"Yes","2001","direct migration background","higher education","207","0.473328692858335","0.422107120714318","0.524550265002351","1"
"Yes","2001","indirect migration background","in school","38","0.703829447908629","0.594505490596748","0.81315340522051","1"
"Yes","2001","indirect migration background","inadequately","7","","","","1"
"No","2002","indirect migration background","higher education","30","0.373613144570081","0.256903024812338","0.490323264327824","2"
"No","2002","indirect migration background","inadequately","6","","","","2"
"No","2002","indirect migration background","general elemantary","117","0.483103888066774","0.414191975184488","0.55201580094906","2"
"No","2002","indirect migration background","middle vocational","157","0.489484280280321","0.435136683482004","0.543831877078637","2"
"No","2002","indirect migration background","vocational + Abi","15","","","","2"
"No","2002","indirect migration background","higher vocational","19","","","","2"
"No","2002","direct migration background","middle vocational","500","0.478186130532955","0.4476355711875","0.50873668987841","2"
"No","2002","direct migration background","vocational + Abi","113","0.466800543360394","0.404833761411888","0.528767325308899","2"
"No","2002","direct migration background","higher vocational","55","0.407220592259416","0.331091698410918","0.483349486107914","2"
"No","2002","direct migration background","higher education","175","0.522943389910314","0.47381131159301","0.572075468227618","2"
"No","2002","indirect migration background","in school","28","","","","2"
"No","2002","no migration background","in school","1","","","","2"
"No","2002","no migration background","inadequately","","","","","2"
"No","2002","no migration background","general elemantary","2","","","","2"
"No","2002","no migration background","middle vocational","4","","","","2"
"No","2002","no migration background","higher vocational","","","","","2"
"No","2002","no migration background","higher education","3","","","","2"
"No","2002","direct migration background","in school","19","","","","2"
"No","2002","direct migration background","inadequately","155","0.789869640683729","0.731787943084688","0.847951338282769","2"
"No","2002","direct migration background","general elemantary","472","0.595342588543326","0.559340623126659","0.631344553959993","2"
"No","2002","no migration background","vocational + Abi","","","","","2"
"Yes","2002","indirect migration background","general elemantary","85","0.516896111933226","0.44798419905094","0.585808024815512","1"
"Yes","2002","indirect migration background","middle vocational","168","0.510515719719679","0.456168122921363","0.564863316517996","1"
"Yes","2002","indirect migration background","vocational + Abi","24","","","","1"
"Yes","2002","indirect migration background","higher vocational","22","","","","1"
"Yes","2002","indirect migration background","higher education","36","0.626386855429919","0.509676735672176","0.743096975187662","1"
"Yes","2002","direct migration background","vocational + Abi","136","0.533199456639606","0.4712326746911","0.595166238588112","1"
"Yes","2002","direct migration background","higher vocational","105","0.592779407740584","0.516650513892086","0.668908301589082","1"
"Yes","2002","direct migration background","higher education","222","0.477056610089686","0.427924531772382","0.52618868840699","1"
"Yes","2002","indirect migration background","in school","52","0.636753118835804","0.531365501702782","0.742140735968825","1"
"Yes","2002","indirect migration background","inadequately","5","","","","1"
"Yes","2002","no migration background","in school","483","0.999062666378487","0.996336396326286","1.00178893643069","1"
"Yes","2002","no migration background","inadequately","85","1","1","1","1"
"Yes","2002","no migration background","general elemantary","2006","0.998663717609266","0.997065908122465","1.00026152709607","1"
"Yes","2002","no migration background","middle vocational","10298","0.999285957924969","0.99877014275282","0.999801773097118","1"
"Yes","2002","no migration background","vocational + Abi","892","1","1","1","1"
"Yes","2002","no migration background","higher vocational","1549","1","1","1","1"
"Yes","2002","no migration background","higher education","4108","0.997793355729896","0.996358986963346","0.999227724496447","1"
"Yes","2002","direct migration background","in school","34","0.568849786216726","0.435521204688212","0.70217836774524","1"
"Yes","2002","direct migration background","inadequately","34","0.210130359316271","0.152048661717231","0.268212056915312","1"
"Yes","2002","direct migration background","general elemantary","242","0.404657411456674","0.368655446040007","0.440659376873341","1"
"Yes","2002","direct migration background","middle vocational","527","0.521813869467045","0.49126331012159","0.5523644288125","1"
"No","2003","indirect migration background","higher education","27","","","","2"
"No","2003","indirect migration background","inadequately","5","","","","2"
"No","2003","indirect migration background","general elemantary","105","0.462217331458006","0.391137939699135","0.533296723216877","2"
"No","2003","indirect migration background","middle vocational","151","0.502709476820662","0.448764035695343","0.55665491794598","2"
"No","2003","indirect migration background","vocational + Abi","16","","","","2"
"No","2003","indirect migration background","higher vocational","20","","","","2"
"No","2003","direct migration background","middle vocational","457","0.474349208548376","0.443022055151194","0.505676361945559","2"
"No","2003","direct migration background","vocational + Abi","100","0.459378391861362","0.395252106965715","0.52350467675701","2"
"No","2003","direct migration background","higher vocational","47","0.407183273765903","0.326937524917543","0.487429022614264","2"
"No","2003","direct migration background","higher education","159","0.513349637567385","0.462626182222513","0.564073092912257","2"
"No","2003","indirect migration background","in school","16","","","","2"
"No","2003","no migration background","in school","2","","","","2"
"No","2003","no migration background","inadequately","","","","","2"
"No","2003","no migration background","general elemantary","2","","","","2"
"No","2003","no migration background","middle vocational","5","","","","2"
"No","2003","no migration background","higher vocational","","","","","2"
"No","2003","no migration background","higher education","3","","","","2"
"No","2003","direct migration background","in school","17","","","","2"
"No","2003","direct migration background","inadequately","135","0.757783305093239","0.693191221798123","0.822375388388355","2"
"No","2003","direct migration background","general elemantary","437","0.596490819151999","0.559203096432227","0.633778541871771","2"
"No","2003","no migration background","vocational + Abi","","","","","2"
"Yes","2003","indirect migration background","general elemantary","84","0.537782668541994","0.466703276783123","0.608862060300865","1"
"Yes","2003","indirect migration background","middle vocational","179","0.497290523179338","0.44334508205402","0.551235964304657","1"
"Yes","2003","indirect migration background","vocational + Abi","29","","","","1"
"Yes","2003","indirect migration background","higher vocational","21","","","","1"
"Yes","2003","indirect migration background","higher education","37","0.611857094985663","0.492464077029203","0.731250112942124","1"
"Yes","2003","direct migration background","vocational + Abi","132","0.540621608138638","0.47649532324299","0.604747893034285","1"
"Yes","2003","direct migration background","higher vocational","97","0.592816726234097","0.512570977385736","0.673062475082457","1"
"Yes","2003","direct migration background","higher education","214","0.486650362432615","0.435926907087743","0.537373817777487","1"
"Yes","2003","indirect migration background","in school","55","0.768088251686577","0.669916655384203","0.866259847988951","1"
"Yes","2003","indirect migration background","inadequately","7","","","","1"
"Yes","2003","no migration background","in school","494","0.998152664812349","0.994373650041839","1.00193167958286","1"
"Yes","2003","no migration background","inadequately","90","1","1","1","1"
"Yes","2003","no migration background","general elemantary","1911","0.998393949795274","0.996599542051301","1.00018835753925","1"
"Yes","2003","no migration background","middle vocational","9866","0.999058253914581","0.998453150180493","0.999663357648669","1"
"Yes","2003","no migration background","vocational + Abi","887","1","1","1","1"
"Yes","2003","no migration background","higher vocational","1509","1","1","1","1"
"Yes","2003","no migration background","higher education","3929","0.997770894523262","0.996296811103027","0.999244977943496","1"
"Yes","2003","direct migration background","in school","34","0.455474510962799","0.318794769402294","0.592154252523304","1"
"Yes","2003","direct migration background","inadequately","34","0.242216694906761","0.177624611611645","0.306808778201877","1"
"Yes","2003","direct migration background","general elemantary","228","0.403509180848001","0.366221458128229","0.440796903567773","1"
"Yes","2003","direct migration background","middle vocational","519","0.525650791451624","0.494323638054441","0.556977944848806","1"
"No","2004","indirect migration background","higher education","25","","","","2"
"No","2004","indirect migration background","inadequately","6","","","","2"
"No","2004","indirect migration background","general elemantary","95","0.442897301306982","0.372452239333187","0.513342363280776","2"
"No","2004","indirect migration background","middle vocational","135","0.436604388656696","0.382766245958862","0.490442531354529","2"
"No","2004","indirect migration background","vocational + Abi","18","","","","2"
"No","2004","indirect migration background","higher vocational","21","","","","2"
"No","2004","direct migration background","middle vocational","433","0.472651504737979","0.44093765276017","0.504365356715788","2"
"No","2004","direct migration background","vocational + Abi","94","0.44493065260414","0.380139805635759","0.509721499572521","2"
"No","2004","direct migration background","higher vocational","47","0.432357280018514","0.350295109943916","0.514419450093112","2"
"No","2004","direct migration background","higher education","148","0.504844712810339","0.453197551401757","0.556491874218921","2"
"No","2004","indirect migration background","in school","18","","","","2"
"No","2004","no migration background","in school","1","","","","2"
"No","2004","no migration background","inadequately","","","","","2"
"No","2004","no migration background","general elemantary","1","","","","2"
"No","2004","no migration background","middle vocational","4","","","","2"
"No","2004","no migration background","higher vocational","","","","","2"
"No","2004","no migration background","higher education","3","","","","2"
"No","2004","direct migration background","in school","15","","","","2"
"No","2004","direct migration background","inadequately","125","0.771313929722749","0.705618719305449","0.837009140140049","2"
"No","2004","direct migration background","general elemantary","400","0.606540822936597","0.568087656829242","0.644993989043952","2"
"No","2004","no migration background","vocational + Abi","","","","","2"
"Yes","2004","indirect migration background","general elemantary","96","0.557102698693018","0.486657636719224","0.627547760666813","1"
"Yes","2004","indirect migration background","middle vocational","191","0.563395611343304","0.50955746864547","0.617233754041138","1"
"Yes","2004","indirect migration background","vocational + Abi","30","0.644932203968029","0.509556681334782","0.780307726601276","1"
"Yes","2004","indirect migration background","higher vocational","22","","","","1"
"Yes","2004","indirect migration background","higher education","36","0.617763560264727","0.495819581568931","0.739707538960522","1"
"Yes","2004","direct migration background","vocational + Abi","132","0.55506934739586","0.490278500427479","0.619860194364241","1"
"Yes","2004","direct migration background","higher vocational","93","0.567642719981486","0.485580549906888","0.649704890056084","1"
"Yes","2004","direct migration background","higher education","212","0.495155287189661","0.443508125781079","0.546802448598243","1"
"Yes","2004","indirect migration background","in school","64","0.767869918980021","0.676490013685979","0.859249824274062","1"
"Yes","2004","indirect migration background","inadequately","7","","","","1"
"Yes","2004","no migration background","in school","494","0.999173756208491","0.996642593255259","1.00170491916172","1"
"Yes","2004","no migration background","inadequately","86","1","1","1","1"
"Yes","2004","no migration background","general elemantary","1790","0.999320114485316","0.998112938723736","1.0005272902469","1"
"Yes","2004","no migration background","middle vocational","9564","0.999177332696454","0.998602857988974","0.999751807403935","1"
