"plj0014_v3","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","1998","35-65 y.","Full Time","375","0.0765308868482476","0.0679099827258138","0.0851517909706814","2"
"No","1998","35-65 y.","Part Time","228","0.097779762215251","0.0836274082450514","0.111932116185451","2"
"No","1998","66 and older","Full Time","2","","","","2"
"No","1998","66 and older","Part Time","3","","","","2"
"No","1998","66 and older","Not Working","74","0.0236541752601567","0.0166971656964967","0.0306111848238166","2"
"Yes","1998","16-34 y.","Full Time","1992","0.897336938136373","0.885036577091412","0.909637299181334","1"
"Yes","1998","16-34 y.","Part Time","944","0.868840525771466","0.849295976893862","0.888385074649071","1"
"Yes","1998","16-34 y.","Not Working","1099","0.834169034833791","0.814686569166738","0.853651500500844","1"
"Yes","1998","35-65 y.","Full Time","3278","0.923469113151752","0.914848209029318","0.932090017274186","1"
"Yes","1998","35-65 y.","Part Time","1464","0.902220237784749","0.888067883814549","0.916372591754949","1"
"Yes","1998","35-65 y.","Not Working","1849","0.90241542101523","0.890032041373765","0.914798800656694","1"
"Yes","1998","66 and older","Full Time","13","","","","1"
"Yes","1998","66 and older","Part Time","40","0.97859228319803","0.935330946714703","1.02185361968136","1"
"Yes","1998","66 and older","Not Working","1759","0.976345824739843","0.969388815176183","0.983302834303503","1"
"No","1999","66 and older","Full Time","1","","","","2"
"No","1999","66 and older","Not Working","85","0.0262327181669371","0.0187679272339559","0.0336975090999182","2"
"No","1999","16-34 y.","Full Time","318","0.100299751067928","0.0878037673201334","0.112795734815722","2"
"No","1999","35-65 y.","Not Working","328","0.103035329859831","0.0897186240349673","0.116352035684695","2"
"No","1999","66 and older","Part Time","4","","","","2"
"No","1999","16-34 y.","Part Time","196","0.122811253824054","0.104178563261588","0.141443944386521","2"
"No","1999","16-34 y.","Not Working","256","0.156822882288118","0.136291476367127","0.177354288209108","2"
"No","1999","35-65 y.","Full Time","369","0.082617991376761","0.0736510102847242","0.0915849724687978","2"
"No","1999","35-65 y.","Part Time","178","0.0917879032283072","0.0780346329572779","0.105541173499336","2"
"Yes","1999","16-34 y.","Full Time","1902","0.899700248932072","0.887204265184278","0.912196232679867","1"
"Yes","1999","16-34 y.","Part Time","996","0.877188746175946","0.858556055613479","0.895821436738412","1"
"Yes","1999","16-34 y.","Not Working","949","0.843177117711882","0.822645711790892","0.863708523632873","1"
"Yes","1999","35-65 y.","Full Time","3252","0.917382008623239","0.908415027531202","0.926348989715276","1"
"Yes","1999","35-65 y.","Part Time","1515","0.908212096771693","0.894458826500664","0.921965367042722","1"
"Yes","1999","35-65 y.","Not Working","1674","0.896964670140169","0.883647964315305","0.910281375965033","1"
"Yes","1999","66 and older","Full Time","9","","","","1"
"Yes","1999","66 and older","Part Time","60","0.928421249539651","0.86526407447595","0.991578424603352","1"
"Yes","1999","66 and older","Not Working","1676","0.973767281833063","0.966302490900082","0.981232072766044","1"
"No","2000","66 and older","Not Working","110","0.0235808850779846","0.0185516902280732","0.0286100799278961","2"
"No","2000","66 and older","Full Time","2","","","","2"
"No","2000","66 and older","Part Time","7","","","","2"
"No","2000","16-34 y.","Full Time","390","0.0979416485803061","0.0879240803259771","0.107959216834635","2"
"No","2000","35-65 y.","Not Working","443","0.101942487983304","0.0922453856386778","0.111639590327931","2"
"No","2000","16-34 y.","Part Time","274","0.135049853650945","0.119805832196594","0.150293875105297","2"
"No","2000","16-34 y.","Not Working","334","0.168411028810468","0.1512744161174","0.185547641503537","2"
"No","2000","35-65 y.","Full Time","519","0.0782259442800527","0.0717855488827953","0.0846663396773102","2"
"No","2000","35-65 y.","Part Time","252","0.0782233483506678","0.068710786821317","0.0877359098800186","2"
"Yes","2000","16-34 y.","Full Time","2992","0.902058351419694","0.892040783165365","0.912075919674023","1"
"Yes","2000","16-34 y.","Part Time","1657","0.864950146349055","0.849706124894704","0.880194167803406","1"
"Yes","2000","16-34 y.","Not Working","1498","0.831588971189532","0.814452358496463","0.8487255838826","1"
"Yes","2000","35-65 y.","Full Time","6159","0.921774055719947","0.91533366032269","0.928214451117205","1"
"Yes","2000","35-65 y.","Part Time","2809","0.921776651649332","0.912264090119981","0.931289213178683","1"
"Yes","2000","35-65 y.","Not Working","3297","0.898057512016696","0.888360409672069","0.907754614361322","1"
"Yes","2000","66 and older","Full Time","37","0.973470655346334","0.923034673387596","1.02390663730507","1"
"Yes","2000","66 and older","Part Time","97","0.923211379730457","0.872039611045188","0.974383148415726","1"
"Yes","2000","66 and older","Not Working","3387","0.976419114922015","0.971389920072104","0.981448309771927","1"
"No","2001","66 and older","Full Time","1","","","","2"
"No","2001","66 and older","Part Time","8","","","","2"
"No","2001","66 and older","Not Working","115","0.0242635032846071","0.0190074324924063","0.0295195740768078","2"
"No","2001","16-34 y.","Full Time","331","0.0971456168096355","0.0864074920446243","0.107883741574647","2"
"No","2001","35-65 y.","Not Working","362","0.0981993027619179","0.087957318546926","0.10844128697691","2"
"No","2001","16-34 y.","Part Time","243","0.130205832431177","0.114545724603498","0.145865940258856","2"
"No","2001","16-34 y.","Not Working","263","0.169371168462656","0.151015544516019","0.187726792409294","2"
"No","2001","35-65 y.","Full Time","482","0.0755775109119936","0.068963386633607","0.0821916351903802","2"
"No","2001","35-65 y.","Part Time","239","0.0833971258586466","0.0734030975562455","0.0933911541610477","2"
"Yes","2001","16-34 y.","Full Time","2591","0.902854383190364","0.892116258425353","0.913592507955376","1"
"Yes","2001","16-34 y.","Part Time","1531","0.869794167568823","0.854134059741144","0.885454275396502","1"
"Yes","2001","16-34 y.","Not Working","1341","0.830628831537344","0.812273207590706","0.848984455483981","1"
"Yes","2001","35-65 y.","Full Time","5653","0.924422489088007","0.91780836480962","0.931036613366393","1"
"Yes","2001","35-65 y.","Part Time","2701","0.916602874141353","0.906608845838952","0.926596902443755","1"
"Yes","2001","35-65 y.","Not Working","2881","0.901800697238082","0.89155871302309","0.912042681453074","1"
"Yes","2001","66 and older","Full Time","27","","","","1"
"Yes","2001","66 and older","Part Time","117","0.895447739636495","0.841808832592638","0.949086646680352","1"
"Yes","2001","66 and older","Not Working","3177","0.975736496715393","0.970480425923192","0.980992567507594","1"
"No","2002","66 and older","Full Time","2","","","","2"
"No","2002","66 and older","Part Time","9","","","","2"
"No","2002","66 and older","Not Working","124","0.0303946690334716","0.0246554271115076","0.0361339109554357","2"
"No","2002","16-34 y.","Full Time","278","0.0998275629866088","0.0886114047539901","0.111043721219227","2"
"No","2002","35-65 y.","Not Working","343","0.101693083481569","0.0912438788423935","0.112142288120744","2"
"No","2002","16-34 y.","Part Time","203","0.116862323338951","0.101954915582682","0.13176973109522","2"
"No","2002","16-34 y.","Not Working","232","0.152792242646779","0.135474094819161","0.170110390474397","2"
"No","2002","35-65 y.","Full Time","473","0.074706789095997","0.0684614209950372","0.0809521571969568","2"
"No","2002","35-65 y.","Part Time","236","0.0810224745997886","0.0717238109781239","0.0903211382214534","2"
"Yes","2002","16-34 y.","Full Time","2466","0.900172437013391","0.888956278780772","0.91138859524601","1"
"Yes","2002","16-34 y.","Part Time","1581","0.883137676661049","0.86823026890478","0.898045084417319","1"
"Yes","2002","16-34 y.","Not Working","1426","0.847207757353221","0.829889609525603","0.864525905180839","1"
"Yes","2002","35-65 y.","Full Time","6335","0.925293210904003","0.919047842803043","0.931538579004963","1"
"Yes","2002","35-65 y.","Part Time","3072","0.918977525400211","0.909678861778547","0.928276189021876","1"
"Yes","2002","35-65 y.","Not Working","2871","0.898306916518431","0.887857711879256","0.908756121157606","1"
"Yes","2002","66 and older","Full Time","41","0.961416513731755","0.903849939542172","1.01898308792134","1"
"Yes","2002","66 and older","Part Time","152","0.919395218672454","0.877345153281244","0.961445284063664","1"
"Yes","2002","66 and older","Not Working","3313","0.969605330966528","0.963866089044564","0.975344572888492","1"
"No","2003","66 and older","Full Time","3","","","","2"
"No","2003","66 and older","Part Time","9","","","","2"
"No","2003","66 and older","Not Working","132","0.0324955192257059","0.0266170705083535","0.0383739679430583","2"
"No","2003","16-34 y.","Full Time","247","0.104306589171797","0.0923441460260282","0.116269032317566","2"
"No","2003","35-65 y.","Not Working","323","0.106683372468432","0.0957649659596525","0.117601778977211","2"
"No","2003","16-34 y.","Part Time","168","0.0980288160089891","0.0839965841698981","0.11206104784808","2"
"No","2003","16-34 y.","Not Working","220","0.159999909249938","0.142326871753444","0.177672946746433","2"
"No","2003","35-65 y.","Full Time","405","0.0736287098609309","0.0672192420255495","0.0800381776963123","2"
"No","2003","35-65 y.","Part Time","234","0.0839099469599449","0.0743896968486207","0.0934301970712691","2"
"Yes","2003","35-65 y.","Part Time","3024","0.916090053040055","0.906569802928731","0.925610303151379","1"
"Yes","2003","35-65 y.","Not Working","2748","0.893316627531568","0.882398221022789","0.904235034040348","1"
"Yes","2003","66 and older","Full Time","44","0.969504472125617","0.920346704974859","1.01866223927638","1"
"Yes","2003","66 and older","Part Time","153","0.91280724509985","0.869364193628243","0.956250296571458","1"
"Yes","2003","66 and older","Not Working","3363","0.967504480774294","0.961626032056942","0.973382929491647","1"
"Yes","2003","16-34 y.","Full Time","2261","0.895693410828203","0.883730967682434","0.907655853973972","1"
"Yes","2003","16-34 y.","Part Time","1557","0.901971183991011","0.88793895215192","0.916003415830102","1"
"Yes","2003","16-34 y.","Not Working","1433","0.840000090750062","0.822327053253567","0.857673128246556","1"
"Yes","2003","35-65 y.","Full Time","5973","0.926371290139069","0.919961822303688","0.932780757974451","1"
"No","2004","16-34 y.","Full Time","219","0.094560106035413","0.082632920795794","0.106487291275032","2"
"No","2004","35-65 y.","Not Working","323","0.117009679512976","0.105386871567837","0.128632487458114","2"
"No","2004","66 and older","Full Time","3","","","","2"
"No","2004","66 and older","Part Time","6","","","","2"
"No","2004","66 and older","Not Working","138","0.0358460456664673","0.0297647700504027","0.0419273212825318","2"
"No","2004","16-34 y.","Part Time","146","0.100120164662503","0.0855930553434363","0.11464727398157","2"
"No","2004","16-34 y.","Not Working","185","0.13677794529177","0.120415029718955","0.153140860864584","2"
"No","2004","35-65 y.","Full Time","380","0.0741283333022696","0.0675658389411903","0.0806908276633489","2"
"No","2004","35-65 y.","Part Time","228","0.0943154656720913","0.0842048987683285","0.104426032575854","2"
"Yes","2004","35-65 y.","Part Time","2982","0.905684534327909","0.895573967424146","0.915795101231672","1"
"Yes","2004","35-65 y.","Not Working","2615","0.882990320487024","0.871367512541886","0.894613128432163","1"
"Yes","2004","66 and older","Full Time","42","0.97212427438545","0.924027514707533","1.02022103406337","1"
"Yes","2004","66 and older","Part Time","176","0.96329074033593","0.935970853076704","0.990610627595156","1"
"Yes","2004","66 and older","Not Working","3452","0.964153954333533","0.958072678717468","0.970235229949597","1"
"Yes","2004","16-34 y.","Full Time","2093","0.905439893964587","0.893512708724968","0.917367079204206","1"
"Yes","2004","16-34 y.","Part Time","1494","0.899879835337497","0.88535272601843","0.914406944656564","1"
"Yes","2004","16-34 y.","Not Working","1509","0.863222054708231","0.846859139135416","0.879584970281045","1"
"Yes","2004","35-65 y.","Full Time","5742","0.92587166669773","0.919309172336651","0.93243416105881","1"
"No","2005","16-34 y.","Full Time","191","0.093970851441733","0.0815118427409641","0.106429860142502","2"
"No","2005","35-65 y.","Not Working","309","0.128211155556149","0.115628514451939","0.14079379666036","2"
"No","2005","66 and older","Full Time","1","","","","2"
"No","2005","66 and older","Part Time","9","","","","2"
"No","2005","66 and older","Not Working","132","0.0354366591596257","0.0293906097946721","0.0414827085245792","2"
"No","2005","16-34 y.","Part Time","148","0.115114116633483","0.099533899774234","0.130694333492731","2"
"No","2005","16-34 y.","Not Working","166","0.124241530536389","0.108203649864848","0.14027941120793","2"
"No","2005","35-65 y.","Full Time","373","0.0768933650071351","0.0700997924611374","0.0836869375531328","2"
"No","2005","35-65 y.","Part Time","215","0.100651258842737","0.0899367535086545","0.111365764176819","2"
"Yes","2005","35-65 y.","Part Time","2814","0.899348741157263","0.888634235823181","0.910063246491346","1"
"Yes","2005","35-65 y.","Not Working","2403","0.871788844443851","0.85920620333964","0.884371485548061","1"
"Yes","2005","66 and older","Full Time","37","0.993352970694592","0.967517172301549","1.01918876908763","1"
"Yes","2005","66 and older","Part Time","180","0.939422179854471","0.905412353501693","0.97343200620725","1"
"Yes","2005","66 and older","Not Working","3460","0.964563340840374","0.958517291475421","0.970609390205328","1"
"Yes","2005","16-34 y.","Full Time","1916","0.906029148558267","0.893570139857498","0.918488157259036","1"
"Yes","2005","16-34 y.","Part Time","1464","0.884885883366518","0.869305666507269","0.900466100225766","1"
"Yes","2005","16-34 y.","Not Working","1459","0.875758469463611","0.85972058879207","0.891796350135152","1"
"Yes","2005","35-65 y.","Full Time","5535","0.923106634992865","0.916313062446867","0.929900207538863","1"
"No","2006","35-65 y.","Not Working","310","0.145594378796914","0.132759889888816","0.158428867705012","2"
"No","2006","66 and older","Part Time","6","","","","2"
"No","2006","66 and older","Not Working","151","0.040708440833412","0.0347327338172226","0.0466841478496015","2"
"No","2006","66 and older","Full Time","3","","","","2"
"No","2006","16-34 y.","Full Time","168","0.102386846125562","0.0895336090895867","0.115240083161538","2"
"No","2006","16-34 y.","Part Time","122","0.0989399177551676","0.0839098430872429","0.113969992423092","2"
"No","2006","16-34 y.","Not Working","156","0.14300674203791","0.125260988165785","0.160752495910035","2"
"No","2006","35-65 y.","Full Time","348","0.0747390707000786","0.0682206173020727","0.0812575240980844","2"
"No","2006","35-65 y.","Part Time","206","0.0860100410045027","0.0764235514995839","0.0955965305094215","2"
"Yes","2006","35-65 y.","Part Time","3080","0.913989958995497","0.904403469490579","0.923576448500416","1"
"Yes","2006","35-65 y.","Not Working","2591","0.854405621203086","0.841571132294987","0.867240110111184","1"
"Yes","2006","66 and older","Full Time","57","0.93885129941002","0.878224521453384","0.999478077366655","1"
"Yes","2006","66 and older","Part Time","225","0.974074537765984","0.953581730725779","0.994567344806189","1"
"Yes","2006","66 and older","Not Working","4050","0.959291559166588","0.953315852150399","0.965267266182777","1"
"Yes","2006","35-65 y.","Full Time","5904","0.925260929299922","0.918742475901916","0.931779382697927","1"
"Yes","2006","16-34 y.","Full Time","1969","0.897613153874438","0.884759916838462","0.910466390910413","1"
"Yes","2006","16-34 y.","Part Time","1394","0.901060082244832","0.886030007576908","0.916090156912757","1"
"Yes","2006","16-34 y.","Not Working","1339","0.85699325796209","0.839247504089965","0.874739011834215","1"
"No","2007","66 and older","Part Time","10","","","","2"
"No","2007","66 and older","Not Working","144","0.0441667790681391","0.0379019841396079","0.0504315739966704","2"
"No","2007","66 and older","Full Time","","","","","2"
"No","2007","35-65 y.","Not Working","263","0.14322770307068","0.12961794456568","0.156837461575679","2"
"No","2007","16-34 y.","Full Time","143","0.0902930589174816","0.0776275149072466","0.102958602927716","2"
"No","2007","16-34 y.","Part Time","103","0.102424044229239","0.0866979616299752","0.118150126828503","2"
"No","2007","16-34 y.","Not Working","110","0.128015029914036","0.110086067494742","0.145943992333331","2"
"No","2007","35-65 y.","Full Time","306","0.071728488550226","0.0651229453855786","0.0783340317148733","2"
"No","2007","35-65 y.","Part Time","207","0.107611658358218","0.0966711278913114","0.118552188825125","2"
"Yes","2007","35-65 y.","Part Time","2875","0.892388341641782","0.881447811174875","0.903328872108689","1"
"Yes","2007","35-65 y.","Not Working","2282","0.85677229692932","0.843162538424321","0.87038205543432","1"
"Yes","2007","66 and older","Full Time","54","1","1","1","1"
"Yes","2007","66 and older","Part Time","209","0.932180402450931","0.898879682575732","0.965481122326129","1"
"Yes","2007","66 and older","Not Working","3988","0.955833220931861","0.94956842600333","0.962098015860392","1"
"Yes","2007","35-65 y.","Full Time","5556","0.928271511449774","0.921665968285127","0.934877054614421","1"
"Yes","2007","16-34 y.","Full Time","1824","0.909706941082518","0.897041397072284","0.922372485092753","1"
"Yes","2007","16-34 y.","Part Time","1325","0.897575955770761","0.881849873171497","0.913302038370025","1"
"Yes","2007","16-34 y.","Not Working","1224","0.871984970085964","0.854056007666669","0.889913932505258","1"
"No","2008","66 and older","Full Time","2","","","","2"
"No","2008","66 and older","Part Time","9","","","","2"
"No","2008","66 and older","Not Working","140","0.0466245998327987","0.0401489443426542","0.0531002553229432","2"
"No","2008","35-65 y.","Not Working","224","0.149927912418061","0.135107435413394","0.164748389422728","2"
"No","2008","16-34 y.","Full Time","110","0.0751841349809121","0.0632038915196027","0.0871643784422214","2"
"No","2008","16-34 y.","Part Time","94","0.122312520843117","0.104603660028596","0.140021381657639","2"
"No","2008","16-34 y.","Not Working","91","0.113644383838173","0.0956947920234203","0.131593975652926","2"
"No","2008","35-65 y.","Full Time","281","0.0781360001811469","0.0710972505453254","0.0851747498169683","2"
"No","2008","35-65 y.","Part Time","181","0.0992355491216559","0.0883163419790391","0.110154756264273","2"
"Yes","2008","35-65 y.","Part Time","2699","0.900764450878344","0.889845243735727","0.911683658020961","1"
"Yes","2008","35-65 y.","Not Working","2005","0.850072087581939","0.835251610577272","0.864892564586606","1"
"Yes","2008","66 and older","Full Time","56","0.948358585578004","0.891405212712372","1.00531195844364","1"
"Yes","2008","66 and older","Part Time","221","0.937358407756694","0.906042254719895","0.968674560793493","1"
"Yes","2008","66 and older","Not Working","3932","0.953375400167201","0.946899744677057","0.959851055657346","1"
"Yes","2008","35-65 y.","Full Time","5304","0.921863999818853","0.914825250183032","0.928902749454675","1"
"Yes","2008","16-34 y.","Not Working","1110","0.886355616161827","0.868406024347074","0.90430520797658","1"
"Yes","2008","16-34 y.","Full Time","1751","0.924815865019088","0.912835621557779","0.936796108480397","1"
"Yes","2008","16-34 y.","Part Time","1221","0.877687479156883","0.859978618342361","0.895396339971404","1"
"No","2009","66 and older","Full Time","","","","","2"
"No","2009","66 and older","Part Time","7","","","","2"
"No","2009","66 and older","Not Working","128","0.046161266780813","0.039579090293319","0.0527434432683071","2"
"No","2009","35-65 y.","Not Working","184","0.152970869271483","0.136940747505004","0.169000991037962","2"
"No","2009","16-34 y.","Full Time","101","0.0859413446558866","0.0727531163611623","0.0991295729506108","2"
"No","2009","16-34 y.","Part Time","77","0.112934648366468","0.0952606769937896","0.130608619739146","2"
"No","2009","16-34 y.","Not Working","76","0.114403686368261","0.0950493525823662","0.133758020154157","2"
"No","2009","35-65 y.","Full Time","229","0.0734842713092418","0.066401098740701","0.0805674438777825","2"
"No","2009","35-65 y.","Part Time","187","0.116603616623354","0.104610374133148","0.128596859113561","2"
"Yes","2009","35-65 y.","Part Time","2564","0.883396383376645","0.871403140886439","0.895389625866852","1"
"Yes","2009","35-65 y.","Not Working","1753","0.847029130728517","0.830999008962038","0.863059252494996","1"
"Yes","2009","66 and older","Full Time","66","1","1","1","1"
"Yes","2009","66 and older","Part Time","242","0.961986010632026","0.938233773513093","0.98573824775096","1"
"Yes","2009","66 and older","Not Working","3776","0.953838733219187","0.947256556731693","0.960420909706681","1"
"Yes","2009","16-34 y.","Not Working","963","0.885596313631739","0.866241979845843","0.904950647417634","1"
"Yes","2009","16-34 y.","Full Time","1634","0.914058655344113","0.900870427049389","0.927246883638838","1"
"Yes","2009","16-34 y.","Part Time","1155","0.887065351633532","0.869391380260854","0.90473932300621","1"
"Yes","2009","35-65 y.","Full Time","4984","0.926515728690758","0.919432556122218","0.933598901259299","1"
"No","2010","35-65 y.","Not Working","323","0.183197982061073","0.168388723205915","0.198007240916231","2"
"No","2010","66 and older","Full Time","3","","","","2"
"No","2010","66 and older","Part Time","8","","","","2"
"No","2010","66 and older","Not Working","116","0.0450679124101825","0.0384449088811748","0.0516909159391903","2"
"No","2010","16-34 y.","Full Time","171","0.0637173002876452","0.0541486683669252","0.0732859322083651","2"
"No","2010","16-34 y.","Part Time","148","0.124843490149589","0.110425466084797","0.139261514214381","2"
"No","2010","16-34 y.","Not Working","282","0.123393449910673","0.109215081340533","0.137571818480814","2"
"No","2010","35-65 y.","Full Time","333","0.0653273086467096","0.0594047470034685","0.0712498702899508","2"
"No","2010","35-65 y.","Part Time","272","0.119738831783684","0.109798854445754","0.129678809121615","2"
"Yes","2010","35-65 y.","Part Time","3826","0.880261168216316","0.870321190878385","0.890201145554246","1"
"Yes","2010","35-65 y.","Not Working","2298","0.816802017938927","0.801992759083769","0.831611276794085","1"
"Yes","2010","66 and older","Full Time","62","0.864086122874952","0.780775222388564","0.947397023361341","1"
"Yes","2010","66 and older","Part Time","234","0.94283736111882","0.913588097641516","0.972086624596124","1"
"Yes","2010","16-34 y.","Full Time","2332","0.936282699712355","0.926714067791635","0.945851331633075","1"
"Yes","2010","16-34 y.","Part Time","1871","0.875156509850411","0.860738485785619","0.889574533915203","1"
"Yes","2010","16-34 y.","Not Working","1785","0.876606550089327","0.862428181519186","0.890784918659467","1"
"Yes","2010","35-65 y.","Full Time","6354","0.93467269135329","0.928750129710049","0.940595252996531","1"
"Yes","2010","66 and older","Not Working","3653","0.954932087589818","0.94830908406081","0.961555091118825","1"
"No","2011","35-65 y.","Not Working","229","0.146037591511629","0.132016816056811","0.160058366966446","2"
"No","2011","66 and older","Full Time","2","","","","2"
"No","2011","66 and older","Part Time","11","","","","2"
"No","2011","66 and older","Not Working","139","0.0439839696115682","0.0381895464113084","0.049778392811828","2"
"No","2011","16-34 y.","Full Time","90","0.0550908631554988","0.0448399274515051","0.0653417988594925","2"
"No","2011","16-34 y.","Part Time","78","0.0977481802821216","0.0823290853344285","0.113167275229815","2"
"No","2011","16-34 y.","Not Working","80","0.0740851502325462","0.0595192141216844","0.0886510863434079","2"
"No","2011","35-65 y.","Full Time","269","0.0596221468970009","0.0538160183303248","0.065428275463677","2"
"No","2011","35-65 y.","Part Time","206","0.10480194806378","0.0948855182256403","0.11471837790192","2"
"Yes","2011","35-65 y.","Part Time","3459","0.89519805193622","0.88528162209808","0.90511448177436","1"
"Yes","2011","35-65 y.","Not Working","2208","0.853962408488371","0.839941633033554","0.867983183943189","1"
"Yes","2011","66 and older","Full Time","61","0.951082023448284","0.897819585027334","1.00434446186923","1"
"Yes","2011","66 and older","Part Time","310","0.951958319753886","0.928563826851928","0.975352812655844","1"
"Yes","2011","16-34 y.","Full Time","1813","0.944909136844501","0.934658201140507","0.955160072548495","1"
"Yes","2011","16-34 y.","Part Time","1347","0.902251819717878","0.886832724770185","0.917670914665572","1"
"Yes","2011","16-34 y.","Not Working","1162","0.925914849767454","0.911348913656592","0.940480785878316","1"
"Yes","2011","35-65 y.","Full Time","6120","0.940377853102999","0.934571724536323","0.946183981669675","1"
"Yes","2011","66 and older","Not Working","4672","0.956016030388432","0.950221607188172","0.961810453588692","1"
"No","2012","35-65 y.","Not Working","279","0.132327221264658","0.120387600871748","0.144266841657568","2"
"No","2012","66 and older","Full Time","1","","","","2"
"No","2012","66 and older","Part Time","13","","","","2"
"No","2012","66 and older","Not Working","139","0.0507341224044749","0.0445534622039471","0.0569147826050026","2"
"No","2012","16-34 y.","Full Time","119","0.0612720366812883","0.0517462764906384","0.0707977968719382","2"
"No","2012","16-34 y.","Part Time","134","0.10928269627641","0.095733977701823","0.122831414850997","2"
"No","2012","16-34 y.","Not Working","191","0.122111703388732","0.107342897908607","0.136880508868858","2"
"No","2012","35-65 y.","Full Time","413","0.0743391305759288","0.0685695374932883","0.0801087236585694","2"
"No","2012","35-65 y.","Part Time","295","0.104431800381414","0.0960270343601542","0.112836566402674","2"
"Yes","2012","35-65 y.","Part Time","4791","0.895568199618586","0.887163433597326","0.903972965639846","1"
"Yes","2012","35-65 y.","Not Working","2815","0.867672778735342","0.855733158342432","0.879612399128252","1"
"Yes","2012","66 and older","Full Time","66","0.929679161848963","0.868455506262296","0.990902817435631","1"
"Yes","2012","66 and older","Part Time","338","0.937694871926279","0.912408460506433","0.962981283346125","1"
"Yes","2012","35-65 y.","Full Time","7528","0.925660869424071","0.919891276341431","0.931430462506712","1"
"Yes","2012","66 and older","Not Working","4704","0.949265877595525","0.943085217394997","0.955446537796053","1"
"Yes","2012","16-34 y.","Full Time","2316","0.938727963318712","0.929202203128062","0.948253723509362","1"
"Yes","2012","16-34 y.","Part Time","1903","0.89071730372359","0.877168585149003","0.904266022298177","1"
"Yes","2012","16-34 y.","Not Working","1697","0.877888296611268","0.863119491131142","0.892657102091393","1"
