"plh0173","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1984","Thuringia","higher education","","","","","1"
"10 Completely satisfied","1984","Lower Saxony","inadequately","11","","","","10"
"10 Completely satisfied","1984","Lower Saxony","general elemantary","46","0.347285372224538","0.26869968542342","0.425871059025656","10"
"10 Completely satisfied","1984","Lower Saxony","middle vocational","112","0.308133687312472","0.260438174379878","0.355829200245066","10"
"10 Completely satisfied","1984","Hesse","in school","","","","","10"
"10 Completely satisfied","1984","Hesse","inadequately","23","","","","10"
"10 Completely satisfied","1984","Hesse","general elemantary","51","0.321722776819577","0.250660590006097","0.392784963633056","10"
"10 Completely satisfied","1984","Hesse","middle vocational","92","0.246370805085164","0.202104744133162","0.290636866037167","10"
"10 Completely satisfied","1984","Hesse","vocational + Abi","6","","","","10"
"10 Completely satisfied","1984","Hesse","higher vocational","9","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","10"
"10 Completely satisfied","1984","Baden-Württemberg","higher education","23","","","","10"
"10 Completely satisfied","1984","Bavaria","in school","","","","","10"
"10 Completely satisfied","1984","Bavaria","inadequately","23","","","","10"
"10 Completely satisfied","1984","Lower Saxony","vocational + Abi","3","","","","10"
"10 Completely satisfied","1984","Lower Saxony","higher vocational","13","","","","10"
"10 Completely satisfied","1984","Bremen","in school","","","","","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","vocational + Abi","16","","","","10"
"10 Completely satisfied","1984","Hesse","higher education","11","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","in school","","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","inadequately","12","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","general elemantary","22","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","middle vocational","65","0.272598183960385","0.215786094904629","0.329410273016141","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","higher vocational","13","","","","10"
"10 Completely satisfied","1984","Baden-Württemberg","in school","","","","","10"
"10 Completely satisfied","1984","Baden-Württemberg","inadequately","42","0.210429092877519","0.151692238119027","0.269165947636012","10"
"10 Completely satisfied","1984","Baden-Württemberg","general elemantary","92","0.2431900722221","0.199417583547014","0.286962560897185","10"
"10 Completely satisfied","1984","Baden-Württemberg","higher vocational","29","","","","10"
"10 Completely satisfied","1984","Lower Saxony","higher education","15","","","","10"
"10 Completely satisfied","1984","Bremen","inadequately","","","","","10"
"10 Completely satisfied","1984","Bremen","general elemantary","6","","","","10"
"10 Completely satisfied","1984","Bremen","middle vocational","11","","","","10"
"10 Completely satisfied","1984","Bremen","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Bremen","higher vocational","2","","","","10"
"10 Completely satisfied","1984","Bremen","higher education","","","","","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","in school","","","","","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","inadequately","35","0.188138045085972","0.127004768508333","0.249271321663611","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","middle vocational","225","0.265388062940299","0.235963520367247","0.29481260551335","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","higher vocational","28","","","","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","higher education","45","0.2454002069704","0.183390735454435","0.307409678486364","10"
"10 Completely satisfied","1984","Schleswig-Holstein","in school","","","","","10"
"10 Completely satisfied","1984","Schleswig-Holstein","inadequately","","","","","10"
"10 Completely satisfied","1984","Hamburg","in school","","","","","10"
"10 Completely satisfied","1984","Rhineland-Palatinate,Saarland","higher education","9","","","","10"
"10 Completely satisfied","1984","Baden-Württemberg","middle vocational","180","0.261780535113943","0.22788103815389","0.295680032073997","10"
"10 Completely satisfied","1984","Baden-Württemberg","vocational + Abi","13","","","","10"
"10 Completely satisfied","1984","North Rhine-Westphalia","general elemantary","111","0.258573334434166","0.215718297532558","0.301428371335774","10"
"10 Completely satisfied","1984","Schleswig-Holstein","general elemantary","13","","","","10"
"10 Completely satisfied","1984","Schleswig-Holstein","middle vocational","46","0.323405094603791","0.246736436425957","0.400073752781625","10"
"10 Completely satisfied","1984","Schleswig-Holstein","vocational + Abi","1","","","","10"
"10 Completely satisfied","1984","Schleswig-Holstein","higher vocational","7","","","","10"
"10 Completely satisfied","1984","Schleswig-Holstein","higher education","7","","","","10"
"10 Completely satisfied","1984","Hamburg","inadequately","5","","","","10"
"10 Completely satisfied","1984","Hamburg","general elemantary","9","","","","10"
"10 Completely satisfied","1984","Hamburg","middle vocational","20","","","","10"
"10 Completely satisfied","1984","Hamburg","vocational + Abi","4","","","","10"
"10 Completely satisfied","1984","Hamburg","higher vocational","4","","","","10"
"10 Completely satisfied","1984","Hamburg","higher education","1","","","","10"
"10 Completely satisfied","1984","Lower Saxony","in school","","","","","10"
"10 Completely satisfied","1984","Bavaria","general elemantary","63","0.212285493536059","0.165139613122056","0.259431373950061","10"
"10 Completely satisfied","1984","Bavaria","middle vocational","165","0.263578966685852","0.2297093812973","0.297448552074403","10"
"10 Completely satisfied","1984","Bavaria","vocational + Abi","10","","","","10"
"10 Completely satisfied","1984","Bavaria","higher vocational","26","","","","10"
"10 Completely satisfied","1984","Bavaria","higher education","34","0.323651099461852","0.237386460941347","0.409915737982358","10"
"10 Completely satisfied","1984","Berlin","in school","","","","","10"
"10 Completely satisfied","1984","Berlin","inadequately","2","","","","10"
"10 Completely satisfied","1984","Berlin","general elemantary","17","","","","10"
"10 Completely satisfied","1984","Berlin","middle vocational","39","0.306354655883346","0.226181826456099","0.386527485310592","10"
"10 Completely satisfied","1984","Berlin","vocational + Abi","2","","","","10"
"10 Completely satisfied","1984","Berlin","higher vocational","7","","","","10"
"10 Completely satisfied","1984","Berlin","higher education","4","","","","10"
"10 Completely satisfied","1984","Brandenburg","in school","","","","","10"
"10 Completely satisfied","1984","Brandenburg","inadequately","","","","","10"
"10 Completely satisfied","1984","Brandenburg","general elemantary","","","","","10"
"10 Completely satisfied","1984","Brandenburg","middle vocational","","","","","10"
"10 Completely satisfied","1984","Brandenburg","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Brandenburg","higher vocational","","","","","10"
"10 Completely satisfied","1984","Brandenburg","higher education","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","in school","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","inadequately","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","10"
"10 Completely satisfied","1984","Mecklenburg-Western Pomerania","higher education","","","","","10"
"10 Completely satisfied","1984","Saxony","in school","","","","","10"
"10 Completely satisfied","1984","Saxony","inadequately","","","","","10"
"10 Completely satisfied","1984","Saxony","general elemantary","","","","","10"
"10 Completely satisfied","1984","Saxony","middle vocational","","","","","10"
"10 Completely satisfied","1984","Saxony","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Saxony","higher vocational","","","","","10"
"10 Completely satisfied","1984","Saxony","higher education","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","in school","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","inadequately","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","general elemantary","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","middle vocational","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","higher vocational","","","","","10"
"10 Completely satisfied","1984","Saxony-Anhalt","higher education","","","","","10"
"10 Completely satisfied","1984","Thuringia","in school","","","","","10"
"10 Completely satisfied","1984","Thuringia","inadequately","","","","","10"
"10 Completely satisfied","1984","Thuringia","general elemantary","","","","","10"
"10 Completely satisfied","1984","Thuringia","middle vocational","","","","","10"
"10 Completely satisfied","1984","Thuringia","vocational + Abi","","","","","10"
"10 Completely satisfied","1984","Thuringia","higher vocational","","","","","10"
"10 Completely satisfied","1984","Thuringia","higher education","","","","","10"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","inadequately","1","","","","2"
"2 on Scale 1 to 10","1984","Bremen","higher education","","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","in school","","","","","2"
"2 on Scale 1 to 10","1984","Bremen","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","in school","","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","middle vocational","9","","","","2"
"2 on Scale 1 to 10","1984","Saxony","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","Saxony","in school","","","","","2"
"2 on Scale 1 to 10","1984","Bremen","middle vocational","1","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","general elemantary","2","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","higher education","2","","","","2"
"2 on Scale 1 to 10","1984","Saxony","higher education","","","","","2"
"2 on Scale 1 to 10","1984","Hesse","inadequately","1","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","Bremen","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","North Rhine-Westphalia","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1984","Saxony","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","Hesse","in school","1","","","","2"
"2 on Scale 1 to 10","1984","Bremen","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","Bremen","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","Saxony","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","Saxony","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","Hesse","general elemantary","1","","","","2"
"2 on Scale 1 to 10","1984","Saxony-Anhalt","higher education","","","","","2"
"2 on Scale 1 to 10","1984","Thuringia","in school","","","","","2"
"2 on Scale 1 to 10","1984","Saxony","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","Thuringia","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","higher education","1","","","","2"
"2 on Scale 1 to 10","1984","Bremen","in school","","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","middle vocational","2","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher education","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","general elemantary","3","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","in school","","","","","2"
"2 on Scale 1 to 10","1984","Lower Saxony","inadequately","1","","","","2"
"2 on Scale 1 to 10","1984","Brandenburg","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","Brandenburg","vocational + Abi","","","","","2"
