"plh0173","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1984","direct migration background","inadequately","148","0.24568565481834","0.20999880030807","0.281372509328611","10"
"10 Completely satisfied","1984","direct migration background","general elemantary","175","0.25122451392873","0.219094871878768","0.283354155978692","10"
"10 Completely satisfied","1984","direct migration background","middle vocational","218","0.307596889728434","0.27461240943847","0.340581370018398","10"
"10 Completely satisfied","1984","direct migration background","vocational + Abi","29","","","","10"
"10 Completely satisfied","1984","direct migration background","higher vocational","12","","","","10"
"10 Completely satisfied","1984","direct migration background","higher education","25","","","","10"
"10 Completely satisfied","1984","indirect migration background","in school","","","","","10"
"10 Completely satisfied","1984","indirect migration background","inadequately","1","","","","10"
"10 Completely satisfied","1984","indirect migration background","general elemantary","14","","","","10"
"2 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","middle vocational","30","0.0109868635750456","0.00708018823043971","0.0148935389196516","2"
"2 on Scale 1 to 10","1984","no migration background","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher vocational","4","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","middle vocational","","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","in school","1","","","","2"
"2 on Scale 1 to 10","1984","no migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1984","no migration background","general elemantary","8","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","in school","","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","middle vocational","13","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","general elemantary","1","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","higher education","2","","","","2"
"2 on Scale 1 to 10","1984","no migration background","higher education","3","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","inadequately","7","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","general elemantary","14","","","","2"
"2 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","2"
"3 on Scale 1 to 10","1984","no migration background","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1984","no migration background","middle vocational","68","0.0246408995555262","0.0188308481473566","0.0304509509636957","3"
"3 on Scale 1 to 10","1984","no migration background","in school","","","","","3"
"3 on Scale 1 to 10","1984","no migration background","inadequately","1","","","","3"
"3 on Scale 1 to 10","1984","no migration background","general elemantary","20","","","","3"
"3 on Scale 1 to 10","1984","no migration background","higher vocational","9","","","","3"
"3 on Scale 1 to 10","1984","no migration background","higher education","11","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","general elemantary","23","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","middle vocational","26","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","higher education","2","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","in school","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","middle vocational","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","inadequately","20","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","vocational + Abi","4","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","higher vocational","1","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1984","direct migration background","in school","","","","","3"
"3 on Scale 1 to 10","1984","indirect migration background","general elemantary","","","","","3"
"4 on Scale 1 to 10","1984","no migration background","middle vocational","60","0.0214601723972132","0.0160292289281261","0.0268911158663002","4"
"4 on Scale 1 to 10","1984","no migration background","general elemantary","28","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","middle vocational","1","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","4"
"4 on Scale 1 to 10","1984","no migration background","in school","","","","","4"
"4 on Scale 1 to 10","1984","no migration background","inadequately","5","","","","4"
"4 on Scale 1 to 10","1984","no migration background","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1984","no migration background","higher vocational","4","","","","4"
"4 on Scale 1 to 10","1984","no migration background","higher education","16","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","in school","","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","inadequately","16","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","general elemantary","22","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","middle vocational","18","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","vocational + Abi","1","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","higher vocational","1","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","higher education","6","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","in school","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","4"
"4 on Scale 1 to 10","1984","indirect migration background","general elemantary","1","","","","4"
"5 on Scale 1 to 10","1984","no migration background","in school","","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","inadequately","60","0.112427492474183","0.086240816761111","0.138614168187255","5"
"5 on Scale 1 to 10","1984","direct migration background","general elemantary","93","0.165763553589474","0.13821567406578","0.193311433113167","5"
"5 on Scale 1 to 10","1984","indirect migration background","middle vocational","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1984","no migration background","inadequately","2","","","","5"
"5 on Scale 1 to 10","1984","no migration background","general elemantary","98","0.114910067692009","0.0938273596732425","0.135992775710776","5"
"5 on Scale 1 to 10","1984","no migration background","middle vocational","261","0.0970143253909779","0.0859218674681177","0.108106783313838","5"
"5 on Scale 1 to 10","1984","no migration background","vocational + Abi","13","","","","5"
"5 on Scale 1 to 10","1984","no migration background","higher vocational","31","0.0748668901869815","0.0493925366498002","0.100341243724163","5"
"5 on Scale 1 to 10","1984","no migration background","higher education","33","0.0611074869464283","0.0405398508766847","0.0816751230161718","5"
"5 on Scale 1 to 10","1984","direct migration background","in school","","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","middle vocational","61","0.0818021122299801","0.0622141357295413","0.101390088730419","5"
"5 on Scale 1 to 10","1984","direct migration background","vocational + Abi","7","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","higher vocational","2","","","","5"
"5 on Scale 1 to 10","1984","direct migration background","higher education","3","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","in school","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","general elemantary","6","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","5"
"5 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","5"
"6 on Scale 1 to 10","1984","direct migration background","general elemantary","39","0.0542800091255337","0.0374958220423305","0.0710641962087369","6"
"6 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","inadequately","36","0.0595879627355691","0.0399642785666183","0.07921164690452","6"
"6 on Scale 1 to 10","1984","direct migration background","middle vocational","45","0.0617715306508395","0.044565224117585","0.0789778371840941","6"
"6 on Scale 1 to 10","1984","direct migration background","vocational + Abi","8","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","higher vocational","1","","","","6"
"6 on Scale 1 to 10","1984","direct migration background","higher education","6","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","in school","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","middle vocational","1","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","higher vocational","1","","","","6"
"6 on Scale 1 to 10","1984","no migration background","in school","","","","","6"
"6 on Scale 1 to 10","1984","no migration background","inadequately","4","","","","6"
"6 on Scale 1 to 10","1984","no migration background","general elemantary","63","0.0699935172881745","0.0531269947708905","0.0868600398054585","6"
"6 on Scale 1 to 10","1984","no migration background","middle vocational","200","0.0714437007589719","0.0617908516524111","0.0810965498655328","6"
"6 on Scale 1 to 10","1984","no migration background","vocational + Abi","10","","","","6"
"6 on Scale 1 to 10","1984","no migration background","higher vocational","18","","","","6"
"6 on Scale 1 to 10","1984","no migration background","higher education","39","0.0736982475338564","0.051262835356889","0.0961336597108238","6"
"6 on Scale 1 to 10","1984","direct migration background","in school","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","6"
"6 on Scale 1 to 10","1984","indirect migration background","general elemantary","2","","","","6"
"7 on Scale 1 to 10","1984","no migration background","general elemantary","95","0.112863891478382","0.0919455960664647","0.1337821868903","7"
"7 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","middle vocational","2","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","general elemantary","3","","","","7"
"7 on Scale 1 to 10","1984","no migration background","in school","","","","","7"
"7 on Scale 1 to 10","1984","no migration background","inadequately","4","","","","7"
"7 on Scale 1 to 10","1984","no migration background","middle vocational","380","0.138443812506327","0.125500423500426","0.151387201512228","7"
"7 on Scale 1 to 10","1984","no migration background","vocational + Abi","19","","","","7"
"7 on Scale 1 to 10","1984","no migration background","higher vocational","45","0.109146247271243","0.0789631520635718","0.139329342478914","7"
"7 on Scale 1 to 10","1984","no migration background","higher education","75","0.141336423797251","0.111422884623779","0.171249962970722","7"
"7 on Scale 1 to 10","1984","direct migration background","in school","","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","inadequately","68","0.118124341374643","0.0913686877609574","0.144879994988329","7"
"7 on Scale 1 to 10","1984","direct migration background","general elemantary","73","0.0891038750217507","0.0679990481444666","0.110208701899035","7"
"7 on Scale 1 to 10","1984","direct migration background","middle vocational","68","0.0904804631951046","0.0699772185151817","0.110983707875028","7"
"7 on Scale 1 to 10","1984","direct migration background","vocational + Abi","14","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","higher vocational","3","","","","7"
"7 on Scale 1 to 10","1984","direct migration background","higher education","12","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","in school","","","","","7"
"7 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","7"
"8 on Scale 1 to 10","1984","direct migration background","inadequately","128","0.220854802842832","0.186466969754045","0.25524263593162","8"
"8 on Scale 1 to 10","1984","indirect migration background","middle vocational","3","","","","8"
"8 on Scale 1 to 10","1984","no migration background","in school","","","","","8"
"8 on Scale 1 to 10","1984","no migration background","general elemantary","183","0.207088588028898","0.180300354811833","0.233876821245962","8"
"8 on Scale 1 to 10","1984","no migration background","middle vocational","587","0.21366743756407","0.198305651000461","0.229029224127679","8"
"8 on Scale 1 to 10","1984","direct migration background","vocational + Abi","22","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","in school","","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","general elemantary","1","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","higher education","1","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","middle vocational","167","0.201673942622086","0.172995588874254","0.230352296369918","8"
"8 on Scale 1 to 10","1984","direct migration background","higher education","24","","","","8"
"8 on Scale 1 to 10","1984","no migration background","inadequately","7","","","","8"
"8 on Scale 1 to 10","1984","no migration background","vocational + Abi","21","","","","8"
"8 on Scale 1 to 10","1984","no migration background","higher vocational","96","0.238504310521714","0.197252975942964","0.279755645100464","8"
"8 on Scale 1 to 10","1984","no migration background","higher education","136","0.262446671294894","0.224668017562967","0.30022532502682","8"
"8 on Scale 1 to 10","1984","direct migration background","in school","","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","general elemantary","140","0.212502896079665","0.182198475811174","0.242807316348155","8"
"8 on Scale 1 to 10","1984","direct migration background","higher vocational","9","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","inadequately","2","","","","8"
"9 on Scale 1 to 10","1984","no migration background","middle vocational","384","0.138692938738289","0.125739782475165","0.151646095001413","9"
"9 on Scale 1 to 10","1984","no migration background","higher vocational","74","0.181723285326088","0.144397276971831","0.219049293680344","9"
"9 on Scale 1 to 10","1984","direct migration background","general elemantary","94","0.120094246326661","0.0960130393589556","0.144175453294366","9"
"9 on Scale 1 to 10","1984","direct migration background","middle vocational","111","0.148536246238255","0.123118415961771","0.173954076514738","9"
"9 on Scale 1 to 10","1984","indirect migration background","middle vocational","3","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","higher education","","","","","9"
"9 on Scale 1 to 10","1984","no migration background","general elemantary","119","0.134252419586691","0.111714679948188","0.156790159225194","9"
"9 on Scale 1 to 10","1984","no migration background","vocational + Abi","17","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","inadequately","56","0.0963111305845623","0.0718548789552884","0.120767382213836","9"
"9 on Scale 1 to 10","1984","direct migration background","vocational + Abi","10","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","higher vocational","2","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","higher education","11","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","higher vocational","","","","","9"
"9 on Scale 1 to 10","1984","no migration background","in school","1","","","","9"
"9 on Scale 1 to 10","1984","no migration background","inadequately","3","","","","9"
"9 on Scale 1 to 10","1984","no migration background","higher education","83","0.16113285870582","0.12956334609377","0.19270237131787","9"
"9 on Scale 1 to 10","1984","direct migration background","in school","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","inadequately","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","in school","","","","","9"
"9 on Scale 1 to 10","1984","indirect migration background","general elemantary","2","","","","9"
"0 Completely dissatisfied","1985","no migration background","in school","","","","","0"
"0 Completely dissatisfied","1985","no migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1985","no migration background","general elemantary","7","","","","0"
"0 Completely dissatisfied","1985","no migration background","middle vocational","20","","","","0"
"0 Completely dissatisfied","1985","no migration background","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1985","no migration background","higher vocational","5","","","","0"
"0 Completely dissatisfied","1985","no migration background","higher education","4","","","","0"
"0 Completely dissatisfied","1985","direct migration background","in school","","","","","0"
"0 Completely dissatisfied","1985","direct migration background","inadequately","3","","","","0"
"0 Completely dissatisfied","1985","direct migration background","general elemantary","7","","","","0"
"0 Completely dissatisfied","1985","direct migration background","middle vocational","7","","","","0"
"0 Completely dissatisfied","1985","direct migration background","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1985","direct migration background","higher vocational","1","","","","0"
"0 Completely dissatisfied","1985","direct migration background","higher education","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","in school","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","inadequately","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","general elemantary","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","middle vocational","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","higher vocational","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","higher education","","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","middle vocational","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","general elemantary","7","","","","1"
"1 on Scale 1 to 10","1985","no migration background","middle vocational","9","","","","1"
"1 on Scale 1 to 10","1985","no migration background","vocational + Abi","2","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","general elemantary","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","in school","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","in school","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","inadequately","3","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","middle vocational","7","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","higher vocational","","","","","1"
"1 on Scale 1 to 10","1985","no migration background","inadequately","1","","","","1"
"1 on Scale 1 to 10","1985","no migration background","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1985","no migration background","higher education","1","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","higher education","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","in school","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","1"
"10 Completely satisfied","1985","indirect migration background","vocational + Abi","","","","","10"
"10 Completely satisfied","1985","indirect migration background","higher education","","","","","10"
"10 Completely satisfied","1985","indirect migration background","higher vocational","1","","","","10"
"10 Completely satisfied","1985","indirect migration background","middle vocational","13","","","","10"
"10 Completely satisfied","1985","no migration background","in school","","","","","10"
"10 Completely satisfied","1985","no migration background","inadequately","5","","","","10"
"10 Completely satisfied","1985","no migration background","general elemantary","190","0.231536623032185","0.202523698303466","0.260549547760903","10"
"10 Completely satisfied","1985","no migration background","middle vocational","533","0.213045371460434","0.196975560602299","0.229115182318569","10"
"10 Completely satisfied","1985","no migration background","vocational + Abi","14","","","","10"
"10 Completely satisfied","1985","no migration background","higher vocational","84","0.215762111954636","0.174565622787296","0.256958601121976","10"
"10 Completely satisfied","1985","no migration background","higher education","88","0.186169243846757","0.152186860127689","0.220151627565825","10"
"10 Completely satisfied","1985","direct migration background","in school","","","","","10"
"10 Completely satisfied","1985","direct migration background","inadequately","88","0.204656840575898","0.166699687264153","0.242613993887644","10"
"10 Completely satisfied","1985","direct migration background","general elemantary","127","0.187479603038916","0.156353570267594","0.218605635810237","10"
"10 Completely satisfied","1985","direct migration background","middle vocational","146","0.208442813747495","0.177382916276905","0.239502711218086","10"
"10 Completely satisfied","1985","direct migration background","vocational + Abi","21","","","","10"
"10 Completely satisfied","1985","direct migration background","higher vocational","6","","","","10"
"10 Completely satisfied","1985","direct migration background","higher education","13","","","","10"
"10 Completely satisfied","1985","indirect migration background","in school","","","","","10"
"10 Completely satisfied","1985","indirect migration background","inadequately","1","","","","10"
"10 Completely satisfied","1985","indirect migration background","general elemantary","7","","","","10"
"2 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","middle vocational","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","no migration background","in school","","","","","2"
"2 on Scale 1 to 10","1985","no migration background","inadequately","2","","","","2"
"2 on Scale 1 to 10","1985","no migration background","general elemantary","9","","","","2"
"2 on Scale 1 to 10","1985","no migration background","middle vocational","24","","","","2"
"2 on Scale 1 to 10","1985","no migration background","higher education","11","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","general elemantary","9","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","middle vocational","14","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","higher education","1","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","in school","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","general elemantary","","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","2"
"2 on Scale 1 to 10","1985","no migration background","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1985","no migration background","higher vocational","4","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","in school","","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","inadequately","9","","","","2"
"3 on Scale 1 to 10","1985","no migration background","in school","","","","","3"
"3 on Scale 1 to 10","1985","no migration background","inadequately","","","","","3"
"3 on Scale 1 to 10","1985","no migration background","general elemantary","20","","","","3"
"3 on Scale 1 to 10","1985","no migration background","middle vocational","69","0.0289028423778731","0.0223277556583221","0.0354779290974242","3"
"3 on Scale 1 to 10","1985","no migration background","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1985","no migration background","higher vocational","8","","","","3"
"3 on Scale 1 to 10","1985","no migration background","higher education","10","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","in school","","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","inadequately","18","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","general elemantary","17","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","middle vocational","19","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","vocational + Abi","1","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1985","direct migration background","higher education","2","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","in school","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","middle vocational","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","general elemantary","1","","","","3"
"4 on Scale 1 to 10","1985","indirect migration background","higher education","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","middle vocational","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","","","4"
"4 on Scale 1 to 10","1985","no migration background","general elemantary","31","0.0378248247511427","0.0247032604656442","0.0509463890366412","4"
"4 on Scale 1 to 10","1985","no migration background","middle vocational","77","0.0302352197540574","0.0235149046802557","0.0369555348278592","4"
"4 on Scale 1 to 10","1985","direct migration background","vocational + Abi","3","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","higher vocational","1","","","","4"
"4 on Scale 1 to 10","1985","no migration background","in school","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","general elemantary","1","","","","4"
"4 on Scale 1 to 10","1985","no migration background","inadequately","4","","","","4"
"4 on Scale 1 to 10","1985","no migration background","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1985","no migration background","higher vocational","8","","","","4"
"4 on Scale 1 to 10","1985","no migration background","higher education","9","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","in school","","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","inadequately","18","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","general elemantary","21","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","middle vocational","20","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","higher education","2","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","in school","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","inadequately","","","","","4"
