"plj0588","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Very often","2013","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Very often","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"Very often","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Very often","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","3","","",""
"Very often","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Very often","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Very often","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Very often","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Often","2013","1-pers.-HH","(0) in school","","","",""
"Often","2013","1-pers.-HH","(1a) inadequately completed","7","","",""
"Often","2013","1-pers.-HH","(1b) general elementary school","45","0.126901151165973","0.0935651737892315","0.160237128542715"
"Often","2013","1-pers.-HH","(1c) basic vocational qualification","79","0.0750039409475357","0.058236920067125","0.0917709618279465"
"Often","2013","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Often","2013","1-pers.-HH","(2a) intermediate vocational","61","0.0962222144665682","0.0753659758975404","0.117078453035596"
"Often","2013","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Often","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","27","","",""
"Often","2013","1-pers.-HH","(3a) lower tertiary education","20","","",""
"Often","2013","1-pers.-HH","(3b) higher tertiary education","27","","",""
"Often","2013","(Married) couple without C. ","(0) in school","1","","",""
"Often","2013","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"Often","2013","(Married) couple without C. ","(1b) general elementary school","26","","",""
"Often","2013","(Married) couple without C. ","(1c) basic vocational qualification","97","0.0389764338130045","0.0311779748733947","0.0467748927526143"
"Often","2013","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"Often","2013","(Married) couple without C. ","(2a) intermediate vocational","82","0.0407433970621482","0.0315927045304885","0.049894089593808"
"Often","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Often","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","19","","",""
"Often","2013","(Married) couple without C. ","(3a) lower tertiary education","27","","",""
"Often","2013","(Married) couple without C. ","(3b) higher tertiary education","30","0.0283096270711738","0.0191950701913432","0.0374241839510045"
"Often","2013","Single parent ","(0) in school","6","","",""
"Often","2013","Single parent ","(1a) inadequately completed","8","","",""
"Often","2013","Single parent ","(1b) general elementary school","29","","",""
"Often","2013","Single parent ","(1c) basic vocational qualification","35","0.0678268628414528","0.0433981804356484","0.0922555452472572"
"Often","2013","Single parent ","(2b) intermediate general qualification","7","","",""
"Often","2013","Single parent ","(2a) intermediate vocational","62","0.0878509652957089","0.0677386562859146","0.107963274305503"
"Often","2013","Single parent ","(2c_gen) general maturity certificate","7","","",""
"Often","2013","Single parent ","(2c_voc) vocational maturity certificate","23","","",""
"Often","2013","Single parent ","(3a) lower tertiary education","9","","",""
"Often","2013","Single parent ","(3b) higher tertiary education","13","","",""
"Often","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2013","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"Often","2013","Couple + C. LE 16 ","(1b) general elementary school","20","","",""
"Often","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","55","0.0522410346296053","0.0388331553020387","0.065648913957172"
"Often","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"Often","2013","Couple + C. LE 16 ","(2a) intermediate vocational","85","0.0457628912189546","0.0365091840740953","0.0550165983638139"
"Often","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"Often","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","37","0.034916660440377","0.0225541934556771","0.047279127425077"
"Often","2013","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"Often","2013","Couple + C. LE 16 ","(3b) higher tertiary education","35","0.0188016364267821","0.0111007561578208","0.0265025166957433"
"Often","2013","Couple + C. GT 16 ","(0) in school","5","","",""
"Often","2013","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Often","2013","Couple + C. GT 16 ","(1b) general elementary school","9","","",""
"Often","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","27","","",""
"Often","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"Often","2013","Couple + C. GT 16 ","(2a) intermediate vocational","34","0.0440735882700988","0.0286461054903446","0.0595010710498529"
"Often","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","7","","",""
"Often","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","6","","",""
"Often","2013","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"Often","2013","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Often","2013","Couple + C. LE and GT 16","(0) in school","8","","",""
"Often","2013","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Often","2013","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Often","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","15","","",""
"Often","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Often","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","17","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Often","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Often","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Often","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Sometimes","2013","1-pers.-HH","(0) in school","1","","",""
"Sometimes","2013","1-pers.-HH","(1a) inadequately completed","13","","",""
"Sometimes","2013","1-pers.-HH","(1b) general elementary school","95","0.23884969389528","0.196147886068136","0.281551501722424"
"Sometimes","2013","1-pers.-HH","(1c) basic vocational qualification","205","0.225798649972654","0.199183338376775","0.252413961568534"
"Sometimes","2013","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"Sometimes","2013","1-pers.-HH","(2a) intermediate vocational","178","0.245799740889114","0.215348742941338","0.276250738836891"
"Sometimes","2013","1-pers.-HH","(2c_gen) general maturity certificate","34","0.216360310669558","0.155178760450051","0.277541860889065"
"Sometimes","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","64","0.293602673792964","0.238667480859972","0.348537866725956"
"Sometimes","2013","1-pers.-HH","(3a) lower tertiary education","67","0.203666419481622","0.158979746352484","0.24835309261076"
"Sometimes","2013","1-pers.-HH","(3b) higher tertiary education","101","0.183662577515366","0.149586276720294","0.217738878310438"
"Sometimes","2013","(Married) couple without C. ","(0) in school","","","",""
"Sometimes","2013","(Married) couple without C. ","(1a) inadequately completed","17","","",""
"Sometimes","2013","(Married) couple without C. ","(1b) general elementary school","114","0.231209193108859","0.195006917601326","0.267411468616391"
"Sometimes","2013","(Married) couple without C. ","(1c) basic vocational qualification","433","0.186955301027573","0.171245639642993","0.202664962412153"
"Sometimes","2013","(Married) couple without C. ","(2b) intermediate general qualification","19","","",""
"Sometimes","2013","(Married) couple without C. ","(2a) intermediate vocational","342","0.195227810414868","0.176880801667364","0.213574819162371"
"Sometimes","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","35","0.179180714556336","0.117602886756305","0.240758542356368"
"Sometimes","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","94","0.199880532211674","0.164792381035442","0.234968683387906"
"Sometimes","2013","(Married) couple without C. ","(3a) lower tertiary education","118","0.154832534183637","0.129147916726883","0.180517151640391"
"Sometimes","2013","(Married) couple without C. ","(3b) higher tertiary education","189","0.161307306057573","0.141094203274449","0.181520408840697"
"Sometimes","2013","Single parent ","(0) in school","29","","",""
"Sometimes","2013","Single parent ","(1a) inadequately completed","17","","",""
"Sometimes","2013","Single parent ","(1b) general elementary school","53","0.229933417236715","0.177350373289513","0.282516461183917"
"Sometimes","2013","Single parent ","(1c) basic vocational qualification","94","0.280409821542257","0.236769282080434","0.324050361004081"
"Sometimes","2013","Single parent ","(2b) intermediate general qualification","41","0.331548043393696","0.259054568475789","0.404041518311604"
"Sometimes","2013","Single parent ","(2a) intermediate vocational","177","0.172399938074306","0.1455629005994","0.199236975549211"
"Sometimes","2013","Single parent ","(2c_gen) general maturity certificate","23","","",""
"Sometimes","2013","Single parent ","(2c_voc) vocational maturity certificate","58","0.234196685792756","0.180165925001097","0.288227446584414"
"Sometimes","2013","Single parent ","(3a) lower tertiary education","36","0.205286675177969","0.137896873901083","0.272676476454855"
"Sometimes","2013","Single parent ","(3b) higher tertiary education","35","0.116083906068402","0.0751290232984216","0.157038788838381"
"Sometimes","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2013","Couple + C. LE 16 ","(1a) inadequately completed","32","0.29805895121907","0.215177649243374","0.380940253194766"
"Sometimes","2013","Couple + C. LE 16 ","(1b) general elementary school","82","0.24900453181944","0.204272033891341","0.293737029747539"
"Sometimes","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","215","0.21196054212624","0.187333812079256","0.236587272173224"
"Sometimes","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","23","","",""
"Sometimes","2013","Couple + C. LE 16 ","(2a) intermediate vocational","380","0.215032462960599","0.196839277951534","0.233225647969663"
"Sometimes","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","47","0.168493828087719","0.114556806114671","0.222430850060767"
"Sometimes","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","159","0.194841931264405","0.168167929632115","0.221515932896695"
"Sometimes","2013","Couple + C. LE 16 ","(3a) lower tertiary education","84","0.204759649077093","0.170881378498931","0.238637919655254"
"Sometimes","2013","Couple + C. LE 16 ","(3b) higher tertiary education","222","0.182685824997946","0.160777403925514","0.204594246070379"
"Sometimes","2013","Couple + C. GT 16 ","(0) in school","24","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Sometimes","2013","Couple + C. GT 16 ","(1b) general elementary school","38","0.247769151678445","0.180665104280554","0.314873199076336"
"Sometimes","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","139","0.210542831509418","0.177921102042648","0.243164560976188"
"Sometimes","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","27","","",""
"Sometimes","2013","Couple + C. GT 16 ","(2a) intermediate vocational","140","0.236951772835876","0.20499229981078","0.268911245860972"
"Sometimes","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","52","0.201908483834259","0.1492219909489","0.254594976719618"
"Sometimes","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","45","0.255168196647283","0.193179333902759","0.317157059391806"
"Sometimes","2013","Couple + C. GT 16 ","(3a) lower tertiary education","27","","",""
"Sometimes","2013","Couple + C. GT 16 ","(3b) higher tertiary education","55","0.181645592957256","0.138932692084316","0.224358493830197"
"Sometimes","2013","Couple + C. LE and GT 16","(0) in school","20","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(1b) general elementary school","48","0.306974713317116","0.237843229645074","0.376106196989157"
"Sometimes","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","61","0.174375531707359","0.1334376684369","0.215313394977819"
"Sometimes","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","23","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","85","0.211708931529171","0.172499282340148","0.250918580718195"
"Sometimes","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","33","0.182487030533152","0.119619352881978","0.245354708184326"
"Sometimes","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","29","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","12","","",""
"Sometimes","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","42","0.22528530080374","0.166648791069833","0.283921810537647"
"Rarely ","2013","1-pers.-HH","(0) in school","2","","",""
"Rarely ","2013","1-pers.-HH","(1a) inadequately completed","19","","",""
"Rarely ","2013","1-pers.-HH","(1b) general elementary school","122","0.330665046264578","0.283549459810275","0.377780632718881"
"Rarely ","2013","1-pers.-HH","(1c) basic vocational qualification","323","0.349475370091011","0.319123595990036","0.379827144191986"
"Rarely ","2013","1-pers.-HH","(2b) intermediate general qualification","21","","",""
"Rarely ","2013","1-pers.-HH","(2a) intermediate vocational","329","0.40672221171127","0.371980959280362","0.441463464142178"
"Rarely ","2013","1-pers.-HH","(2c_gen) general maturity certificate","89","0.44907285281662","0.375166979307013","0.522978726326227"
"Rarely ","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","106","0.392113103322219","0.333220168609164","0.451006038035274"
"Rarely ","2013","1-pers.-HH","(3a) lower tertiary education","134","0.453059569514556","0.397824047586605","0.508295091442507"
"Rarely ","2013","1-pers.-HH","(3b) higher tertiary education","237","0.521778212546733","0.477817481866816","0.565738943226649"
"Rarely ","2013","(Married) couple without C. ","(0) in school","2","","",""
"Rarely ","2013","(Married) couple without C. ","(1a) inadequately completed","20","","",""
"Rarely ","2013","(Married) couple without C. ","(1b) general elementary school","167","0.328203607654158","0.287883680547221","0.368523534761096"
"Rarely ","2013","(Married) couple without C. ","(1c) basic vocational qualification","967","0.42111472671307","0.40122003626117","0.44100941716497"
"Rarely ","2013","(Married) couple without C. ","(2b) intermediate general qualification","45","0.463067787265415","0.369458948579033","0.556676625951796"
"Rarely ","2013","(Married) couple without C. ","(2a) intermediate vocational","835","0.481362334468189","0.458234976342207","0.504489692594171"
"Rarely ","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","61","0.365255710785938","0.287942650312586","0.442568771259291"
"Rarely ","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","241","0.523748650254177","0.479928144430573","0.567569156077782"
"Rarely ","2013","(Married) couple without C. ","(3a) lower tertiary education","421","0.565882985629057","0.53069152220297","0.601074449055145"
"Rarely ","2013","(Married) couple without C. ","(3b) higher tertiary education","634","0.510633140873326","0.483162024313661","0.538104257432991"
"Rarely ","2013","Single parent ","(0) in school","53","0.424823630402712","0.337108800342126","0.512538460463299"
"Rarely ","2013","Single parent ","(1a) inadequately completed","7","","",""
"Rarely ","2013","Single parent ","(1b) general elementary school","87","0.349561631044083","0.289975458198538","0.409147803889627"
"Rarely ","2013","Single parent ","(1c) basic vocational qualification","165","0.382497305731061","0.335281815308958","0.429712796153164"
"Rarely ","2013","Single parent ","(2b) intermediate general qualification","70","0.327545056659961","0.255275115070851","0.399814998249071"
"Rarely ","2013","Single parent ","(2a) intermediate vocational","316","0.428330441255009","0.393172958992939","0.46348792351708"
"Rarely ","2013","Single parent ","(2c_gen) general maturity certificate","60","0.495721296690246","0.409774337267287","0.581668256113205"
"Rarely ","2013","Single parent ","(2c_voc) vocational maturity certificate","100","0.463822983947101","0.400198786233808","0.527447181660394"
"Rarely ","2013","Single parent ","(3a) lower tertiary education","54","0.349222222588429","0.269684007459429","0.428760437717429"
"Rarely ","2013","Single parent ","(3b) higher tertiary education","111","0.481900947153572","0.418015866267497","0.545786028039647"
"Rarely ","2013","Couple + C. LE 16 ","(0) in school","1","","",""
"Rarely ","2013","Couple + C. LE 16 ","(1a) inadequately completed","37","0.384709048742625","0.296551069852782","0.472867027632468"
"Rarely ","2013","Couple + C. LE 16 ","(1b) general elementary school","146","0.393956122210088","0.343411282003632","0.444500962416543"
"Rarely ","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","476","0.462753172500891","0.432708540470195","0.492797804531588"
"Rarely ","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","41","0.337525258315026","0.253270738604426","0.421779778025627"
"Rarely ","2013","Couple + C. LE 16 ","(2a) intermediate vocational","955","0.47543040201058","0.453315964041111","0.49754483998005"
"Rarely ","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","79","0.437153838738669","0.365675536386837","0.508632141090501"
"Rarely ","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","414","0.481099201160923","0.447450688408193","0.514747713913652"
"Rarely ","2013","Couple + C. LE 16 ","(3a) lower tertiary education","295","0.51930215877657","0.477355633621573","0.561248683931567"
"Rarely ","2013","Couple + C. LE 16 ","(3b) higher tertiary education","555","0.45021376540991","0.422005884976147","0.478421645843674"
"Rarely ","2013","Couple + C. GT 16 ","(0) in school","63","0.487665828604392","0.400388661223962","0.574942995984823"
"Rarely ","2013","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Rarely ","2013","Couple + C. GT 16 ","(1b) general elementary school","62","0.397611575903507","0.321540887305735","0.473682264501279"
"Rarely ","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","238","0.408507875369013","0.369175772543511","0.447839978194514"
"Rarely ","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","51","0.557107395645651","0.465924298095873","0.64829049319543"
"Rarely ","2013","Couple + C. GT 16 ","(2a) intermediate vocational","323","0.489460663468689","0.451888419233094","0.527032907704284"
"Rarely ","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","96","0.438553782306641","0.373426767785863","0.50368079682742"
"Rarely ","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","90","0.478156353358178","0.407128865251034","0.549183841465323"
"Rarely ","2013","Couple + C. GT 16 ","(3a) lower tertiary education","99","0.511907013615266","0.442804016194151","0.581010011036382"
"Rarely ","2013","Couple + C. GT 16 ","(3b) higher tertiary education","148","0.475980039231302","0.420652136559652","0.531307941902952"
"Rarely ","2013","Couple + C. LE and GT 16","(0) in school","104","0.608836347352442","0.538131029577158","0.679541665127725"
"Rarely ","2013","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"Rarely ","2013","Couple + C. LE and GT 16","(1b) general elementary school","64","0.330358471559374","0.259862556954576","0.400854386164171"
"Rarely ","2013","Couple + C. LE and GT 16","(1c) basic vocational qualification","151","0.372130292223108","0.319978000377477","0.424282584068739"
"Rarely ","2013","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.362814400940191","0.276787812116962","0.44884098976342"
"Rarely ","2013","Couple + C. LE and GT 16","(2a) intermediate vocational","190","0.481190103855838","0.433234150088987","0.529146057622689"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","71","0.571307411750095","0.490756213249937","0.651858610250253"
"Rarely ","2013","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","94","0.434394503794068","0.362182769591185","0.50660623799695"
"Rarely ","2013","Couple + C. LE and GT 16","(3a) lower tertiary education","74","0.590015016198793","0.500512632069498","0.679517400328088"
"Rarely ","2013","Couple + C. LE and GT 16","(3b) higher tertiary education","90","0.489610523685295","0.419447707416161","0.559773339954429"
"Never","2013","1-pers.-HH","(0) in school","","","",""
"Never","2013","1-pers.-HH","(1a) inadequately completed","17","","",""
"Never","2013","1-pers.-HH","(1b) general elementary school","108","0.273145661988304","0.228521553661058","0.31776977031555"
"Never","2013","1-pers.-HH","(1c) basic vocational qualification","309","0.322218279938267","0.292469857797428","0.351966702079106"
"Never","2013","1-pers.-HH","(2b) intermediate general qualification","24","","",""
"Never","2013","1-pers.-HH","(2a) intermediate vocational","188","0.238240901468598","0.208111918774529","0.268369884162668"
"Never","2013","1-pers.-HH","(2c_gen) general maturity certificate","41","0.266461496893271","0.200771059153817","0.332151934632726"
"Never","2013","1-pers.-HH","(2c_voc) vocational maturity certificate","64","0.205536170700397","0.1567914795836","0.254280861817195"
"Never","2013","1-pers.-HH","(3a) lower tertiary education","88","0.260801120910111","0.21208124531598","0.309520996504241"
"Never","2013","1-pers.-HH","(3b) higher tertiary education","127","0.230807271606239","0.193726430103321","0.267888113109156"
"Never","2013","(Married) couple without C. ","(0) in school","1","","",""
"Never","2013","(Married) couple without C. ","(1a) inadequately completed","27","","",""
"Never","2013","(Married) couple without C. ","(1b) general elementary school","208","0.38167833818656","0.339964013570044","0.423392662803076"
"Never","2013","(Married) couple without C. ","(1c) basic vocational qualification","852","0.344712706061954","0.325561980166313","0.363863431957595"
"Never","2013","(Married) couple without C. ","(2b) intermediate general qualification","36","0.264515698877544","0.181712470088448","0.34731892766664"
"Never","2013","(Married) couple without C. ","(2a) intermediate vocational","528","0.279217067019507","0.258452103427275","0.29998203061174"
"Never","2013","(Married) couple without C. ","(2c_gen) general maturity certificate","46","0.401750292913444","0.323032246911401","0.480468338915488"
"Never","2013","(Married) couple without C. ","(2c_voc) vocational maturity certificate","142","0.239413649267198","0.201972727246658","0.276854571287737"
"Never","2013","(Married) couple without C. ","(3a) lower tertiary education","193","0.235680374220251","0.20554546964716","0.265815278793341"
"Never","2013","(Married) couple without C. ","(3b) higher tertiary education","414","0.295582915243079","0.270506864512418","0.32065896597374"
"Never","2013","Single parent ","(0) in school","34","0.315184423452039","0.232744540995867","0.397624305908212"
"Never","2013","Single parent ","(1a) inadequately completed","5","","",""
"Never","2013","Single parent ","(1b) general elementary school","68","0.313724275793775","0.255740843634379","0.371707707953171"
"Never","2013","Single parent ","(1c) basic vocational qualification","105","0.257922724070763","0.215419658381487","0.300425789760039"
"Never","2013","Single parent ","(2b) intermediate general qualification","40","0.26276559971927","0.194989334457801","0.33054186498074"
"Never","2013","Single parent ","(2a) intermediate vocational","185","0.287824369387766","0.255657181339206","0.319991557436325"
"Never","2013","Single parent ","(2c_gen) general maturity certificate","39","0.332838080617096","0.251833692835183","0.413842468399009"
"Never","2013","Single parent ","(2c_voc) vocational maturity certificate","49","0.21528506438084","0.162845992137995","0.267724136623685"
"Never","2013","Single parent ","(3a) lower tertiary education","37","0.324667365588192","0.246542958424728","0.402791772751657"
"Never","2013","Single parent ","(3b) higher tertiary education","74","0.337175640582614","0.276733270467846","0.397618010697382"
"Never","2013","Couple + C. LE 16 ","(0) in school","","","",""
"Never","2013","Couple + C. LE 16 ","(1a) inadequately completed","30","0.238968278424534","0.161695475214542","0.316241081634525"
"Never","2013","Couple + C. LE 16 ","(1b) general elementary school","104","0.284161280118017","0.237507062596114","0.330815497639919"
"Never","2013","Couple + C. LE 16 ","(1c) basic vocational qualification","298","0.261256332244426","0.234784405302016","0.287728259186836"
"Never","2013","Couple + C. LE 16 ","(2b) intermediate general qualification","42","0.323571165631958","0.240212382028954","0.406929949234962"
"Never","2013","Couple + C. LE 16 ","(2a) intermediate vocational","529","0.260969987681102","0.24152278263218","0.280417192730025"
"Never","2013","Couple + C. LE 16 ","(2c_gen) general maturity certificate","54","0.37808125439456","0.308206286222091","0.447956222567029"
"Never","2013","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","234","0.287372042408445","0.256895894588733","0.317848190228158"
"Never","2013","Couple + C. LE 16 ","(3a) lower tertiary education","155","0.245999221024654","0.209841370664461","0.282157071384848"
"Never","2013","Couple + C. LE 16 ","(3b) higher tertiary education","377","0.345096030195047","0.318142048345711","0.372050012044383"
"Never","2013","Couple + C. GT 16 ","(0) in school","34","0.289752114772364","0.210541916517277","0.368962313027452"
"Never","2013","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Never","2013","Couple + C. GT 16 ","(1b) general elementary school","49","0.306151193574239","0.234512125094384","0.377790262054093"
"Never","2013","Couple + C. GT 16 ","(1c) basic vocational qualification","190","0.327120485142089","0.289580422751844","0.364660547532334"
"Never","2013","Couple + C. GT 16 ","(2b) intermediate general qualification","28","","",""
"Never","2013","Couple + C. GT 16 ","(2a) intermediate vocational","178","0.222541277379207","0.191277777610686","0.253804777147728"
"Never","2013","Couple + C. GT 16 ","(2c_gen) general maturity certificate","67","0.316001684398656","0.254982292623541","0.377021076173771"
"Never","2013","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.218819096260866","0.160030957622822","0.277607234898909"
"Never","2013","Couple + C. GT 16 ","(3a) lower tertiary education","68","0.282369915129577","0.220138512084613","0.344601318174541"
