"plj0588","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Often","2013","1-pers.-HH","in school","","","",""
"Often","2013","1-pers.-HH","inadequately","7","","",""
"Often","2013","1-pers.-HH","general elemantary","54","0.126509010078812","0.0956924418883395","0.157325578269284"
"Often","2013","1-pers.-HH","middle vocational","136","0.0771835474361396","0.0648510071903038","0.0895160876819755"
"Often","2013","1-pers.-HH","vocational + Abi","24","","",""
"Often","2013","1-pers.-HH","higher vocational","16","","",""
"Often","2013","1-pers.-HH","higher education","47","0.0633627524847602","0.0465652335127371","0.0801602714567834"
"Often","2013","(Married) couple without C. ","in school","1","","",""
"Often","2013","(Married) couple without C. ","inadequately","7","","",""
"Often","2013","(Married) couple without C. ","general elemantary","33","0.0596578697891316","0.0410442980796285","0.0782714414986348"
"Often","2013","(Married) couple without C. ","middle vocational","172","0.0415472092438686","0.0353027443451089","0.0477916741426282"
"Often","2013","(Married) couple without C. ","vocational + Abi","14","","",""
"Often","2013","(Married) couple without C. ","higher vocational","22","","",""
"Often","2013","(Married) couple without C. ","higher education","57","0.0321981101487887","0.0245265968803577","0.0398696234172198"
"Often","2013","Single parent ","in school","6","","",""
"Often","2013","Single parent ","inadequately","7","","",""
"Often","2013","Single parent ","general elemantary","35","0.0637699263385006","0.0397344856649987","0.0878053670120024"
"Often","2013","Single parent ","middle vocational","103","0.0708640611287575","0.0567182712672643","0.0850098509902507"
"Often","2013","Single parent ","vocational + Abi","22","","",""
"Often","2013","Single parent ","higher vocational","5","","",""
"Often","2013","Single parent ","higher education","22","","",""
"Often","2013","Couple + C. LE 16 ","in school","","","",""
"Often","2013","Couple + C. LE 16 ","inadequately","18","","",""
"Often","2013","Couple + C. LE 16 ","general elemantary","29","","",""
"Often","2013","Couple + C. LE 16 ","middle vocational","139","0.0496328104821864","0.0418140277970593","0.0574515931673136"
"Often","2013","Couple + C. LE 16 ","vocational + Abi","28","","",""
"Often","2013","Couple + C. LE 16 ","higher vocational","17","","",""
"Often","2013","Couple + C. LE 16 ","higher education","46","0.0227838655326992","0.0157728248738118","0.0297949061915867"
"Often","2013","Couple + C. GT 16 ","in school","5","","",""
"Often","2013","Couple + C. GT 16 ","inadequately","1","","",""
"Often","2013","Couple + C. GT 16 ","general elemantary","15","","",""
"Often","2013","Couple + C. GT 16 ","middle vocational","60","0.0441453639745185","0.0334385104169616","0.0548522175320754"
"Often","2013","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Often","2013","Couple + C. GT 16 ","higher vocational","11","","",""
"Often","2013","Couple + C. GT 16 ","higher education","18","","",""
"Often","2013","Couple + C. LE and GT 16","in school","8","","",""
"Often","2013","Couple + C. LE and GT 16","inadequately","7","","",""
"Often","2013","Couple + C. LE and GT 16","general elemantary","10","","",""
"Often","2013","Couple + C. LE and GT 16","middle vocational","36","0.0360765751221391","0.0232973253883946","0.0488558248558835"
"Often","2013","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"Often","2013","Couple + C. LE and GT 16","higher vocational","5","","",""
"Often","2013","Couple + C. LE and GT 16","higher education","8","","",""
"Sometimes","2013","1-pers.-HH","in school","1","","",""
"Sometimes","2013","1-pers.-HH","inadequately","16","","",""
"Sometimes","2013","1-pers.-HH","general elemantary","104","0.221971383464075","0.18344656425026","0.260496202677891"
"Sometimes","2013","1-pers.-HH","middle vocational","396","0.232288467277484","0.212774509278972","0.251802425275996"
"Sometimes","2013","1-pers.-HH","vocational + Abi","52","0.290123772924168","0.228744545433679","0.351503000414657"
"Sometimes","2013","1-pers.-HH","higher vocational","47","0.245734423263884","0.18694358889919","0.304525257628578"
"Sometimes","2013","1-pers.-HH","higher education","168","0.191607965574792","0.164471067513471","0.218744863636113"
"Sometimes","2013","(Married) couple without C. ","in school","","","",""
"Sometimes","2013","(Married) couple without C. ","inadequately","11","","",""
"Sometimes","2013","(Married) couple without C. ","general elemantary","133","0.221277782021102","0.188655594004727","0.253899970037476"
"Sometimes","2013","(Married) couple without C. ","middle vocational","729","0.190060118898199","0.177782593894914","0.202337643901483"
"Sometimes","2013","(Married) couple without C. ","vocational + Abi","68","0.210341482727735","0.167522080849664","0.253160884605805"
"Sometimes","2013","(Married) couple without C. ","higher vocational","125","0.194957044489298","0.163336566677558","0.226577522301037"
"Sometimes","2013","(Married) couple without C. ","higher education","307","0.158780977183291","0.142898201787643","0.174663752578939"
"Sometimes","2013","Single parent ","in school","29","","",""
"Sometimes","2013","Single parent ","inadequately","18","","",""
"Sometimes","2013","Single parent ","general elemantary","92","0.274958380488143","0.23103782879344","0.318878932182847"
"Sometimes","2013","Single parent ","middle vocational","291","0.211508353223784","0.188995172150109","0.234021534297459"
"Sometimes","2013","Single parent ","vocational + Abi","53","0.230709621173049","0.173730408079095","0.287688834267002"
"Sometimes","2013","Single parent ","higher vocational","14","","",""
"Sometimes","2013","Single parent ","higher education","71","0.150749974540406","0.114438817886501","0.187061131194312"
"Sometimes","2013","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2013","Couple + C. LE 16 ","inadequately","29","","",""
"Sometimes","2013","Couple + C. LE 16 ","general elemantary","102","0.224842574368644","0.186856594723579","0.262828554013709"
"Sometimes","2013","Couple + C. LE 16 ","middle vocational","603","0.213603014416541","0.198848205141859","0.228357823691222"
"Sometimes","2013","Couple + C. LE 16 ","vocational + Abi","130","0.188084571909572","0.158905567909932","0.217263575909212"
"Sometimes","2013","Couple + C. LE 16 ","higher vocational","78","0.197261867978503","0.160536315522552","0.233987420434454"
"Sometimes","2013","Couple + C. LE 16 ","higher education","306","0.190578469614895","0.172124161786567","0.209032777443223"
"Sometimes","2013","Couple + C. GT 16 ","in school","24","","",""
"Sometimes","2013","Couple + C. GT 16 ","inadequately","6","","",""
"Sometimes","2013","Couple + C. GT 16 ","general elemantary","63","0.224258781357689","0.174322769210679","0.274194793504698"
"Sometimes","2013","Couple + C. GT 16 ","middle vocational","310","0.220394855993015","0.198789498276918","0.242000213709113"
"Sometimes","2013","Couple + C. GT 16 ","vocational + Abi","35","0.255277515503296","0.185962102963891","0.324592928042701"
"Sometimes","2013","Couple + C. GT 16 ","higher vocational","41","0.216891909646242","0.156177190628644","0.277606628663841"
"Sometimes","2013","Couple + C. GT 16 ","higher education","82","0.178681386485447","0.14556354515665","0.211799227814244"
"Sometimes","2013","Couple + C. LE and GT 16","in school","20","","",""
"Sometimes","2013","Couple + C. LE and GT 16","inadequately","12","","",""
"Sometimes","2013","Couple + C. LE and GT 16","general elemantary","69","0.237514791843404","0.188107994450607","0.2869215892362"
"Sometimes","2013","Couple + C. LE and GT 16","middle vocational","165","0.185828007717713","0.159172613871541","0.212483401563886"
"Sometimes","2013","Couple + C. LE and GT 16","vocational + Abi","21","","",""
"Sometimes","2013","Couple + C. LE and GT 16","higher vocational","26","","",""
"Sometimes","2013","Couple + C. LE and GT 16","higher education","54","0.171590877076892","0.129688618740969","0.213493135412816"
"Rarely ","2013","1-pers.-HH","in school","2","","",""
"Rarely ","2013","1-pers.-HH","inadequately","12","","",""
"Rarely ","2013","1-pers.-HH","general elemantary","143","0.339228293207037","0.295338242505849","0.383118343908225"
"Rarely ","2013","1-pers.-HH","middle vocational","694","0.377949826448572","0.355543931662863","0.400355721234282"
"Rarely ","2013","1-pers.-HH","vocational + Abi","79","0.363564733854871","0.298505875684909","0.428623592024834"
"Rarely ","2013","1-pers.-HH","higher vocational","93","0.423520020727592","0.356044915886727","0.490995125568456"
"Rarely ","2013","1-pers.-HH","higher education","371","0.494483641497389","0.460010093581571","0.528957189413207"
"Rarely ","2013","(Married) couple without C. ","in school","2","","",""
"Rarely ","2013","(Married) couple without C. ","inadequately","18","","",""
"Rarely ","2013","(Married) couple without C. ","general elemantary","207","0.350518198776448","0.313021617111471","0.388014780441426"
"Rarely ","2013","(Married) couple without C. ","middle vocational","1699","0.441914005016887","0.426373741399275","0.457454268634499"
"Rarely ","2013","(Married) couple without C. ","vocational + Abi","164","0.502404547067727","0.449872605650117","0.554936488485337"
"Rarely ","2013","(Married) couple without C. ","higher vocational","260","0.468529641742879","0.428700816711502","0.508358466774255"
"Rarely ","2013","(Married) couple without C. ","higher education","1055","0.532190545647364","0.510506481091954","0.553874610202775"
"Rarely ","2013","Single parent ","in school","53","0.424823630402712","0.337108800342126","0.512538460463299"
"Rarely ","2013","Single parent ","inadequately","8","","",""
"Rarely ","2013","Single parent ","general elemantary","153","0.336500885402635","0.290020885646077","0.382980885159194"
"Rarely ","2013","Single parent ","middle vocational","519","0.414012599506653","0.386859121047853","0.441166077965454"
"Rarely ","2013","Single parent ","vocational + Abi","84","0.437377010152884","0.37028432759846","0.504469692707308"
"Rarely ","2013","Single parent ","higher vocational","50","0.662901351732409","0.562992993307869","0.76280971015695"
"Rarely ","2013","Single parent ","higher education","165","0.430339209816651","0.380092538300646","0.480585881332656"
"Rarely ","2013","Couple + C. LE 16 ","in school","1","","",""
"Rarely ","2013","Couple + C. LE 16 ","inadequately","36","0.291104940387288","0.205824270151543","0.376385610623033"
"Rarely ","2013","Couple + C. LE 16 ","general elemantary","179","0.372501756116862","0.328511193099415","0.416492319134309"
"Rarely ","2013","Couple + C. LE 16 ","middle vocational","1374","0.470362130321555","0.452393512125462","0.488330748517648"
"Rarely ","2013","Couple + C. LE 16 ","vocational + Abi","333","0.491547570480903","0.454218564928493","0.528876576033313"
"Rarely ","2013","Couple + C. LE 16 ","higher vocational","240","0.470392080571801","0.424327506899306","0.516456654244296"
"Rarely ","2013","Couple + C. LE 16 ","higher education","850","0.474916786238737","0.451453097200673","0.498380475276801"
"Rarely ","2013","Couple + C. GT 16 ","in school","62","0.485170466692901","0.397204201598678","0.573136731787124"
"Rarely ","2013","Couple + C. GT 16 ","inadequately","5","","",""
"Rarely ","2013","Couple + C. GT 16 ","general elemantary","112","0.46554004749781","0.405820459669353","0.525259635326267"
"Rarely ","2013","Couple + C. GT 16 ","middle vocational","622","0.44662449368379","0.420712273765265","0.472536713602316"
"Rarely ","2013","Couple + C. GT 16 ","vocational + Abi","72","0.475414192986994","0.396023309178365","0.554805076795623"
"Rarely ","2013","Couple + C. GT 16 ","higher vocational","75","0.472725481151911","0.399175196790591","0.54627576551323"
"Rarely ","2013","Couple + C. GT 16 ","higher education","247","0.491562356342298","0.448343358839502","0.534781353845094"
"Rarely ","2013","Couple + C. LE and GT 16","in school","103","0.608699493619774","0.537795765300809","0.679603221938738"
"Rarely ","2013","Couple + C. LE and GT 16","inadequately","13","","",""
"Rarely ","2013","Couple + C. LE and GT 16","general elemantary","114","0.337783484568811","0.282874315628046","0.392692653509576"
"Rarely ","2013","Couple + C. LE and GT 16","middle vocational","379","0.445172568952329","0.411114925118734","0.479230212785925"
"Rarely ","2013","Couple + C. LE and GT 16","vocational + Abi","70","0.416694979653214","0.334735785036725","0.498654174269703"
"Rarely ","2013","Couple + C. LE and GT 16","higher vocational","68","0.494108991865407","0.410082062040202","0.578135921690611"
"Rarely ","2013","Couple + C. LE and GT 16","higher education","164","0.531442556151099","0.475982860549124","0.586902251753074"
"Never","2013","1-pers.-HH","in school","","","",""
"Never","2013","1-pers.-HH","inadequately","9","","",""
"Never","2013","1-pers.-HH","general elemantary","132","0.283718051989626","0.241927335492253","0.325508768486999"
"Never","2013","1-pers.-HH","middle vocational","523","0.288746588660926","0.26780531358409","0.309687863737762"
"Never","2013","1-pers.-HH","vocational + Abi","52","0.221993470039192","0.165785207026612","0.278201733051773"
"Never","2013","1-pers.-HH","higher vocational","50","0.237547067992512","0.17943105162146","0.295663084363563"
"Never","2013","1-pers.-HH","higher education","215","0.24272062167755","0.213159302280197","0.272281941074904"
"Never","2013","(Married) couple without C. ","in school","1","","",""
"Never","2013","(Married) couple without C. ","inadequately","20","","",""
"Never","2013","(Married) couple without C. ","general elemantary","243","0.362281417026705","0.324507635533176","0.400055198520235"
"Never","2013","(Married) couple without C. ","middle vocational","1299","0.319221580192818","0.304633842391838","0.333809317993799"
"Never","2013","(Married) couple without C. ","vocational + Abi","100","0.251567729631277","0.205978507023915","0.297156952238639"
"Never","2013","(Married) couple without C. ","higher vocational","192","0.294373022639932","0.257996094118161","0.330749951161704"
"Never","2013","(Married) couple without C. ","higher education","607","0.272210119726064","0.252866944933866","0.291553294518261"
"Never","2013","Single parent ","in school","34","0.315184423452039","0.232744540995867","0.397624305908212"
"Never","2013","Single parent ","inadequately","7","","",""
"Never","2013","Single parent ","general elemantary","105","0.290851034278508","0.246176824336208","0.335525244220807"
"Never","2013","Single parent ","middle vocational","322","0.288530283176595","0.263552812100186","0.313507754253003"
"Never","2013","Single parent ","vocational + Abi","45","0.237249240735416","0.179714231971425","0.294784249499406"
"Never","2013","Single parent ","higher vocational","15","","",""
"Never","2013","Single parent ","higher education","111","0.332314662366897","0.28451175110479","0.380117573629003"
"Never","2013","Couple + C. LE 16 ","in school","","","",""
"Never","2013","Couple + C. LE 16 ","inadequately","24","","",""
"Never","2013","Couple + C. LE 16 ","general elemantary","144","0.298899838346594","0.257247251895585","0.340552424797602"
"Never","2013","Couple + C. LE 16 ","middle vocational","822","0.260115558029419","0.244322213720693","0.275908902338144"
"Never","2013","Couple + C. LE 16 ","vocational + Abi","196","0.284837620617305","0.25113687690794","0.31853836432667"
"Never","2013","Couple + C. LE 16 ","higher vocational","115","0.302394509931386","0.260005651964079","0.344783367898694"
"Never","2013","Couple + C. LE 16 ","higher education","532","0.309663297984663","0.287938846693167","0.331387749276159"
"Never","2013","Couple + C. GT 16 ","in school","33","0.288373655092261","0.208640114724146","0.368107195460376"
"Never","2013","Couple + C. GT 16 ","inadequately","6","","",""
"Never","2013","Couple + C. GT 16 ","general elemantary","76","0.261813945244415","0.209180718010185","0.314447172478645"
"Never","2013","Couple + C. GT 16 ","middle vocational","414","0.285296741521884","0.261760632174977","0.308832850868791"
"Never","2013","Couple + C. GT 16 ","vocational + Abi","38","0.224234590376239","0.15793012060948","0.290539060142998"
"Never","2013","Couple + C. GT 16 ","higher vocational","46","0.232042661617278","0.169853611358945","0.294231711875612"
"Never","2013","Couple + C. GT 16 ","higher education","164","0.282403597643911","0.243486381142659","0.321320814145162"
"Never","2013","Couple + C. LE and GT 16","in school","50","0.228858483273258","0.167825732059888","0.289891234486628"
"Never","2013","Couple + C. LE and GT 16","inadequately","5","","",""
"Never","2013","Couple + C. LE and GT 16","general elemantary","88","0.381668423243649","0.325268373226979","0.43806847326032"
"Never","2013","Couple + C. LE and GT 16","middle vocational","233","0.330788522615993","0.298546049545922","0.363030995686063"
"Never","2013","Couple + C. LE and GT 16","vocational + Abi","41","0.364086814349122","0.284095638389135","0.444077990309109"
"Never","2013","Couple + C. LE and GT 16","higher vocational","36","0.247404141601489","0.174883267237802","0.319925015965177"
"Never","2013","Couple + C. LE and GT 16","higher education","84","0.254778831588777","0.206351319445382","0.303206343732172"
"Very often","2014","1-pers.-HH","in school","","","",""
"Very often","2014","1-pers.-HH","inadequately","","","",""
"Very often","2014","1-pers.-HH","general elemantary","","","",""
"Very often","2014","1-pers.-HH","middle vocational","","","",""
"Very often","2014","1-pers.-HH","vocational + Abi","","","",""
"Very often","2014","1-pers.-HH","higher vocational","","","",""
"Very often","2014","1-pers.-HH","higher education","","","",""
"Very often","2014","(Married) couple without C. ","in school","","","",""
"Very often","2014","(Married) couple without C. ","inadequately","","","",""
"Very often","2014","(Married) couple without C. ","general elemantary","","","",""
"Very often","2014","(Married) couple without C. ","middle vocational","","","",""
"Very often","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Very often","2014","(Married) couple without C. ","higher vocational","","","",""
"Very often","2014","(Married) couple without C. ","higher education","","","",""
"Very often","2014","Single parent ","in school","","","",""
"Very often","2014","Single parent ","inadequately","","","",""
"Very often","2014","Single parent ","general elemantary","","","",""
"Very often","2014","Single parent ","middle vocational","","","",""
"Very often","2014","Single parent ","vocational + Abi","","","",""
"Very often","2014","Single parent ","higher vocational","","","",""
"Very often","2014","Single parent ","higher education","","","",""
"Very often","2014","Couple + C. LE 16 ","in school","","","",""
"Very often","2014","Couple + C. LE 16 ","inadequately","","","",""
"Very often","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Very often","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Very often","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Very often","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Very often","2014","Couple + C. LE 16 ","higher education","","","",""
"Very often","2014","Couple + C. GT 16 ","in school","","","",""
"Very often","2014","Couple + C. GT 16 ","inadequately","","","",""
"Very often","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Very often","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Very often","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Very often","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Very often","2014","Couple + C. GT 16 ","higher education","","","",""
"Very often","2014","Couple + C. LE and GT 16","in school","","","",""
"Very often","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Very often","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Very often","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Very often","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very often","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Very often","2014","Couple + C. LE and GT 16","higher education","","","",""
"Often","2014","1-pers.-HH","in school","","","",""
"Often","2014","1-pers.-HH","inadequately","","","",""
"Often","2014","1-pers.-HH","general elemantary","","","",""
"Often","2014","1-pers.-HH","middle vocational","","","",""
"Often","2014","1-pers.-HH","vocational + Abi","","","",""
"Often","2014","1-pers.-HH","higher vocational","","","",""
"Often","2014","1-pers.-HH","higher education","","","",""
"Often","2014","(Married) couple without C. ","in school","","","",""
"Often","2014","(Married) couple without C. ","inadequately","","","",""
"Often","2014","(Married) couple without C. ","general elemantary","","","",""
"Often","2014","(Married) couple without C. ","middle vocational","","","",""
"Often","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Often","2014","(Married) couple without C. ","higher vocational","","","",""
"Often","2014","(Married) couple without C. ","higher education","","","",""
"Often","2014","Single parent ","in school","","","",""
"Often","2014","Single parent ","inadequately","","","",""
"Often","2014","Single parent ","general elemantary","","","",""
"Often","2014","Single parent ","middle vocational","","","",""
"Often","2014","Single parent ","vocational + Abi","","","",""
"Often","2014","Single parent ","higher vocational","","","",""
"Often","2014","Single parent ","higher education","","","",""
"Often","2014","Couple + C. LE 16 ","in school","","","",""
"Often","2014","Couple + C. LE 16 ","inadequately","","","",""
"Often","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Often","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Often","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Often","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Often","2014","Couple + C. LE 16 ","higher education","","","",""
"Often","2014","Couple + C. GT 16 ","in school","","","",""
"Often","2014","Couple + C. GT 16 ","inadequately","","","",""
"Often","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Often","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Often","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Often","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Often","2014","Couple + C. GT 16 ","higher education","","","",""
"Often","2014","Couple + C. LE and GT 16","in school","","","",""
"Often","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Often","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Often","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Often","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Often","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Often","2014","Couple + C. LE and GT 16","higher education","","","",""
"Sometimes","2014","1-pers.-HH","in school","","","",""
"Sometimes","2014","1-pers.-HH","inadequately","","","",""
"Sometimes","2014","1-pers.-HH","general elemantary","","","",""
"Sometimes","2014","1-pers.-HH","middle vocational","","","",""
"Sometimes","2014","1-pers.-HH","vocational + Abi","","","",""
"Sometimes","2014","1-pers.-HH","higher vocational","","","",""
"Sometimes","2014","1-pers.-HH","higher education","","","",""
"Sometimes","2014","(Married) couple without C. ","in school","","","",""
"Sometimes","2014","(Married) couple without C. ","inadequately","","","",""
"Sometimes","2014","(Married) couple without C. ","general elemantary","","","",""
"Sometimes","2014","(Married) couple without C. ","middle vocational","","","",""
"Sometimes","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Sometimes","2014","(Married) couple without C. ","higher vocational","","","",""
"Sometimes","2014","(Married) couple without C. ","higher education","","","",""
"Sometimes","2014","Single parent ","in school","","","",""
"Sometimes","2014","Single parent ","inadequately","","","",""
"Sometimes","2014","Single parent ","general elemantary","","","",""
"Sometimes","2014","Single parent ","middle vocational","","","",""
"Sometimes","2014","Single parent ","vocational + Abi","","","",""
"Sometimes","2014","Single parent ","higher vocational","","","",""
"Sometimes","2014","Single parent ","higher education","","","",""
"Sometimes","2014","Couple + C. LE 16 ","in school","","","",""
"Sometimes","2014","Couple + C. LE 16 ","inadequately","","","",""
"Sometimes","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Sometimes","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Sometimes","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Sometimes","2014","Couple + C. LE 16 ","higher education","","","",""
"Sometimes","2014","Couple + C. GT 16 ","in school","","","",""
"Sometimes","2014","Couple + C. GT 16 ","inadequately","","","",""
"Sometimes","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Sometimes","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Sometimes","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Sometimes","2014","Couple + C. GT 16 ","higher education","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","in school","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","higher education","","","",""
"Rarely ","2014","1-pers.-HH","in school","","","",""
"Rarely ","2014","1-pers.-HH","inadequately","","","",""
"Rarely ","2014","1-pers.-HH","general elemantary","","","",""
"Rarely ","2014","1-pers.-HH","middle vocational","","","",""
"Rarely ","2014","1-pers.-HH","vocational + Abi","","","",""
"Rarely ","2014","1-pers.-HH","higher vocational","","","",""
"Rarely ","2014","1-pers.-HH","higher education","","","",""
"Rarely ","2014","(Married) couple without C. ","in school","","","",""
"Rarely ","2014","(Married) couple without C. ","inadequately","","","",""
"Rarely ","2014","(Married) couple without C. ","general elemantary","","","",""
"Rarely ","2014","(Married) couple without C. ","middle vocational","","","",""
"Rarely ","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Rarely ","2014","(Married) couple without C. ","higher vocational","","","",""
"Rarely ","2014","(Married) couple without C. ","higher education","","","",""
"Rarely ","2014","Single parent ","in school","","","",""
"Rarely ","2014","Single parent ","inadequately","","","",""
"Rarely ","2014","Single parent ","general elemantary","","","",""
"Rarely ","2014","Single parent ","middle vocational","","","",""
"Rarely ","2014","Single parent ","vocational + Abi","","","",""
"Rarely ","2014","Single parent ","higher vocational","","","",""
"Rarely ","2014","Single parent ","higher education","","","",""
"Rarely ","2014","Couple + C. LE 16 ","in school","","","",""
"Rarely ","2014","Couple + C. LE 16 ","inadequately","","","",""
"Rarely ","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Rarely ","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Rarely ","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. LE 16 ","higher vocational","","","",""
"Rarely ","2014","Couple + C. LE 16 ","higher education","","","",""
"Rarely ","2014","Couple + C. GT 16 ","in school","","","",""
"Rarely ","2014","Couple + C. GT 16 ","inadequately","","","",""
"Rarely ","2014","Couple + C. GT 16 ","general elemantary","","","",""
"Rarely ","2014","Couple + C. GT 16 ","middle vocational","","","",""
"Rarely ","2014","Couple + C. GT 16 ","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. GT 16 ","higher vocational","","","",""
"Rarely ","2014","Couple + C. GT 16 ","higher education","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","in school","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","inadequately","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","general elemantary","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","middle vocational","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","higher vocational","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","higher education","","","",""
"Never","2014","1-pers.-HH","in school","","","",""
"Never","2014","1-pers.-HH","inadequately","","","",""
"Never","2014","1-pers.-HH","general elemantary","","","",""
"Never","2014","1-pers.-HH","middle vocational","","","",""
