"plj0588","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very often","2013","no migration background","Urban Area","136","0.00994915310562755","0.00826929846855172","0.0116290077427034","1"
"Very often","2013","no migration background","Rural Area","74","0.00785733262768499","0.00595430002836178","0.0097603652270082","1"
"Very often","2013","direct migration background","Urban Area","36","0.0179924540947137","0.0121508339453314","0.0238340742440959","1"
"Very often","2013","direct migration background","Rural Area","10","","","","1"
"Very often","2013","indirect migration background","Urban Area","6","","","","1"
"Very often","2013","indirect migration background","Rural Area","5","","","","1"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Often","2014","no migration background","Rural Area","","","","","2"
"Often","2014","direct migration background","Urban Area","","","","","2"
"Often","2014","direct migration background","Rural Area","","","","","2"
"Often","2014","no migration background","Urban Area","","","","","2"
"Often","2014","indirect migration background","Urban Area","","","","","2"
"Often","2014","indirect migration background","Rural Area","","","","","2"
"Rarely ","2014","no migration background","Rural Area","","","","","4"
"Rarely ","2014","indirect migration background","Urban Area","","","","","4"
"Rarely ","2014","indirect migration background","Rural Area","","","","","4"
"Rarely ","2014","no migration background","Urban Area","","","","","4"
"Rarely ","2014","direct migration background","Urban Area","","","","","4"
"Rarely ","2014","direct migration background","Rural Area","","","","","4"
"Sometimes","2014","no migration background","Rural Area","","","","","3"
"Sometimes","2014","direct migration background","Urban Area","","","","","3"
"Sometimes","2014","no migration background","Urban Area","","","","","3"
"Sometimes","2014","direct migration background","Rural Area","","","","","3"
"Sometimes","2014","indirect migration background","Urban Area","","","","","3"
"Sometimes","2014","indirect migration background","Rural Area","","","","","3"
"Very often","2014","direct migration background","Urban Area","","","","","1"
"Very often","2014","no migration background","Urban Area","","","","","1"
"Very often","2014","no migration background","Rural Area","","","","","1"
"Very often","2014","direct migration background","Rural Area","","","","","1"
"Very often","2014","indirect migration background","Urban Area","","","","","1"
"Very often","2014","indirect migration background","Rural Area","","","","","1"
"Never","2015","no migration background","Rural Area","","","","","5"
"Never","2015","direct migration background","Urban Area","","","","","5"
"Never","2015","indirect migration background","Urban Area","","","","","5"
"Never","2015","indirect migration background","Rural Area","","","","","5"
"Never","2015","no migration background","Urban Area","","","","","5"
"Never","2015","direct migration background","Rural Area","","","","","5"
"Often","2015","direct migration background","Rural Area","","","","","2"
"Often","2015","no migration background","Urban Area","","","","","2"
"Often","2015","direct migration background","Urban Area","","","","","2"
"Often","2015","no migration background","Rural Area","","","","","2"
"Often","2015","indirect migration background","Urban Area","","","","","2"
"Often","2015","indirect migration background","Rural Area","","","","","2"
"Rarely ","2015","no migration background","Rural Area","","","","","4"
"Rarely ","2015","direct migration background","Urban Area","","","","","4"
"Rarely ","2015","no migration background","Urban Area","","","","","4"
"Rarely ","2015","indirect migration background","Urban Area","","","","","4"
"Rarely ","2015","direct migration background","Rural Area","","","","","4"
"Rarely ","2015","indirect migration background","Rural Area","","","","","4"
"Sometimes","2015","direct migration background","Urban Area","","","","","3"
"Sometimes","2015","direct migration background","Rural Area","","","","","3"
"Sometimes","2015","no migration background","Urban Area","","","","","3"
"Sometimes","2015","no migration background","Rural Area","","","","","3"
"Sometimes","2015","indirect migration background","Urban Area","","","","","3"
"Sometimes","2015","indirect migration background","Rural Area","","","","","3"
"Very often","2015","no migration background","Urban Area","","","","","1"
"Very often","2015","no migration background","Rural Area","","","","","1"
"Very often","2015","direct migration background","Urban Area","","","","","1"
"Very often","2015","direct migration background","Rural Area","","","","","1"
"Very often","2015","indirect migration background","Urban Area","","","","","1"
"Very often","2015","indirect migration background","Rural Area","","","","","1"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","993","0.276607433307285","0.260324114435285","0.292890752179285","5"
"Never","2016","direct migration background","Rural Area","367","0.243510302368499","0.220347778909996","0.266672825827002","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Often","2016","no migration background","Urban Area","","","","","2"
"Often","2016","no migration background","Rural Area","","","","","2"
"Often","2016","direct migration background","Urban Area","363","0.170234744290029","0.156553496534843","0.183915992045215","2"
"Often","2016","direct migration background","Rural Area","203","0.174991213812421","0.154486056668145","0.195496370956698","2"
"Often","2016","indirect migration background","Urban Area","","","","","2"
"Often","2016","indirect migration background","Rural Area","","","","","2"
"Rarely ","2016","no migration background","Urban Area","","","","","4"
"Rarely ","2016","no migration background","Rural Area","","","","","4"
"Rarely ","2016","direct migration background","Urban Area","593","0.179001095238891","0.165046311311722","0.19295587916606","4"
"Rarely ","2016","direct migration background","Rural Area","259","0.190695177631633","0.169494408700631","0.211895946562634","4"
"Rarely ","2016","indirect migration background","Urban Area","","","","","4"
"Rarely ","2016","indirect migration background","Rural Area","","","","","4"
"Sometimes","2016","no migration background","Urban Area","","","","","3"
"Sometimes","2016","no migration background","Rural Area","","","","","3"
"Sometimes","2016","direct migration background","Urban Area","728","0.282551679636513","0.26616208389466","0.298941275378367","3"
"Sometimes","2016","direct migration background","Rural Area","388","0.292907385510806","0.268347349176571","0.317467421845041","3"
"Sometimes","2016","indirect migration background","Urban Area","","","","","3"
"Sometimes","2016","indirect migration background","Rural Area","","","","","3"
"Very often","2016","no migration background","Urban Area","","","","","1"
"Very often","2016","no migration background","Rural Area","","","","","1"
"Very often","2016","direct migration background","Urban Area","222","0.0916050475272818","0.0811042800525872","0.102105815001976","1"
"Very often","2016","direct migration background","Rural Area","102","0.0978959206766409","0.0818584337940225","0.113933407559259","1"
"Very often","2016","indirect migration background","Urban Area","","","","","1"
"Very often","2016","indirect migration background","Rural Area","","","","","1"
"Never","2017","no migration background","Urban Area","3880","0.314055344997119","0.305878127044344","0.322232562949893","5"
"Never","2017","no migration background","Rural Area","2309","0.282637461747737","0.2727163185758","0.292558604919675","5"
"Never","2017","direct migration background","Urban Area","1716","0.295593490595052","0.283499956240691","0.307687024949413","5"
"Never","2017","direct migration background","Rural Area","576","0.292275820691469","0.272197229382057","0.312354412000882","5"
"Never","2017","indirect migration background","Urban Area","459","0.299585500294746","0.275607550680424","0.323563449909067","5"
"Never","2017","indirect migration background","Rural Area","99","0.282990655319523","0.232437691013341","0.333543619625705","5"
"Often","2017","no migration background","Urban Area","591","0.0463463294647792","0.0426424149451067","0.0500502439844518","2"
"Often","2017","direct migration background","Urban Area","482","0.0792026918932901","0.0720454429842933","0.0863599408022869","2"
"Often","2017","no migration background","Rural Area","412","0.0559046942629447","0.0508428408334219","0.0609665476924675","2"
"Often","2017","indirect migration background","Rural Area","18","","","","2"
"Often","2017","direct migration background","Rural Area","221","0.0646562187610877","0.0537995756465376","0.0755128618756377","2"
"Often","2017","indirect migration background","Urban Area","77","0.0460039679198281","0.0350380494067208","0.0569698864329354","2"
"Rarely ","2017","no migration background","Urban Area","5507","0.438960676170623","0.430217536827128","0.447703815514117","4"
"Rarely ","2017","no migration background","Rural Area","3652","0.458879655109881","0.447900375608339","0.469858934611424","4"
"Rarely ","2017","indirect migration background","Urban Area","565","0.422720233230382","0.396862302362845","0.448578164097919","4"
"Rarely ","2017","direct migration background","Rural Area","580","0.41070919724666","0.388990347313754","0.432428047179566","4"
"Rarely ","2017","indirect migration background","Rural Area","123","0.392194434129903","0.33740065929574","0.446988208964065","4"
"Rarely ","2017","direct migration background","Urban Area","1558","0.33432218835488","0.321819345564725","0.346825031145035","4"
"Sometimes","2017","no migration background","Urban Area","2293","0.19118382664027","0.184255817864274","0.198111835416266","3"
"Sometimes","2017","no migration background","Rural Area","1458","0.191413319375593","0.182745160214659","0.200081478536527","3"
"Sometimes","2017","indirect migration background","Urban Area","280","0.21962814189148","0.197957644598878","0.241298639184082","3"
"Sometimes","2017","indirect migration background","Rural Area","57","0.241618996889829","0.193578506420237","0.28965948735942","3"
"Sometimes","2017","direct migration background","Urban Area","1464","0.265693472905379","0.253987075417384","0.277399870393374","3"
"Sometimes","2017","direct migration background","Rural Area","512","0.212276374198963","0.194223658406793","0.230329089991134","3"
"Very often","2017","direct migration background","Urban Area","249","0.0251881562513998","0.0210352443591603","0.0293410681436392","1"
"Very often","2017","indirect migration background","Rural Area","8","","","","1"
"Very often","2017","no migration background","Urban Area","105","0.00945382272720969","0.00774892225514846","0.0111587231992709","1"
"Very often","2017","no migration background","Rural Area","82","0.0111648695038438","0.00884978804133931","0.0134799509663482","1"
"Very often","2017","direct migration background","Rural Area","82","0.0200823891018195","0.0138893011322553","0.0262754770713837","1"
"Very often","2017","indirect migration background","Urban Area","21","","","","1"
"Never","2018","no migration background","Urban Area","","","","","5"
"Never","2018","no migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Urban Area","102","0.387781910138064","0.329117865041717","0.446445955234412","5"
"Never","2018","indirect migration background","Urban Area","","","","","5"
"Never","2018","indirect migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Rural Area","58","0.367267041110223","0.291377234057301","0.443156848163146","5"
"Often","2018","direct migration background","Urban Area","27","","","","2"
"Often","2018","direct migration background","Rural Area","15","","","","2"
"Often","2018","indirect migration background","Rural Area","","","","","2"
"Often","2018","no migration background","Urban Area","","","","","2"
"Often","2018","no migration background","Rural Area","","","","","2"
"Often","2018","indirect migration background","Urban Area","","","","","2"
"Rarely ","2018","no migration background","Urban Area","","","","","4"
"Rarely ","2018","no migration background","Rural Area","","","","","4"
"Rarely ","2018","indirect migration background","Rural Area","","","","","4"
"Rarely ","2018","direct migration background","Urban Area","37","0.118784843728177","0.0798313291079091","0.157738358348444","4"
"Rarely ","2018","direct migration background","Rural Area","31","0.148511275900653","0.0925288895468479","0.204493662254458","4"
"Rarely ","2018","indirect migration background","Urban Area","","","","","4"
"Sometimes","2018","no migration background","Urban Area","","","","","3"
"Sometimes","2018","no migration background","Rural Area","","","","","3"
"Sometimes","2018","direct migration background","Urban Area","74","0.298088068928025","0.243015065296795","0.353161072559255","3"
"Sometimes","2018","indirect migration background","Rural Area","","","","","3"
"Sometimes","2018","direct migration background","Rural Area","41","0.326074243094945","0.252275916032539","0.399872570157351","3"
"Sometimes","2018","indirect migration background","Urban Area","","","","","3"
"Very often","2018","direct migration background","Urban Area","25","","","","1"
"Very often","2018","no migration background","Rural Area","","","","","1"
"Very often","2018","indirect migration background","Rural Area","","","","","1"
"Very often","2018","direct migration background","Rural Area","10","","","","1"
"Very often","2018","no migration background","Urban Area","","","","","1"
"Very often","2018","indirect migration background","Urban Area","","","","","1"
"Never","2019","no migration background","Urban Area","","","","","5"
"Never","2019","no migration background","Rural Area","","","","","5"
"Never","2019","direct migration background","Urban Area","87","0.522085444016718","0.446997614308338","0.597173273725098","5"
"Never","2019","direct migration background","Rural Area","38","0.401537692964523","0.30593525551481","0.497140130414236","5"
"Never","2019","indirect migration background","Urban Area","","","","","5"
"Never","2019","indirect migration background","Rural Area","","","","","5"
"Often","2019","no migration background","Urban Area","","","","","2"
"Often","2019","no migration background","Rural Area","","","","","2"
"Often","2019","direct migration background","Urban Area","14","","","","2"
"Often","2019","direct migration background","Rural Area","8","","","","2"
"Often","2019","indirect migration background","Rural Area","","","","","2"
"Often","2019","indirect migration background","Urban Area","","","","","2"
"Rarely ","2019","no migration background","Urban Area","","","","","4"
"Rarely ","2019","no migration background","Rural Area","","","","","4"
"Rarely ","2019","direct migration background","Urban Area","36","0.155494230768533","0.101021132062932","0.209967329474135","4"
"Rarely ","2019","direct migration background","Rural Area","24","","","","4"
"Rarely ","2019","indirect migration background","Rural Area","","","","","4"
"Rarely ","2019","indirect migration background","Urban Area","","","","","4"
"Sometimes","2019","direct migration background","Urban Area","29","","","","3"
"Sometimes","2019","indirect migration background","Rural Area","","","","","3"
"Sometimes","2019","no migration background","Rural Area","","","","","3"
"Sometimes","2019","no migration background","Urban Area","","","","","3"
"Sometimes","2019","direct migration background","Rural Area","27","","","","3"
"Sometimes","2019","indirect migration background","Urban Area","","","","","3"
"Very often","2019","indirect migration background","Rural Area","","","","","1"
"Very often","2019","direct migration background","Rural Area","4","","","","1"
"Very often","2019","no migration background","Urban Area","","","","","1"
"Very often","2019","no migration background","Rural Area","","","","","1"
"Very often","2019","direct migration background","Urban Area","4","","","","1"
"Very often","2019","indirect migration background","Urban Area","","","","","1"
