"plj0588","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2015","in school","Rural Area","","","",""
"Often","2015","inadequately","Urban Area","","","",""
"Often","2015","inadequately","Rural Area","","","",""
"Often","2015","general elemantary","Urban Area","","","",""
"Often","2015","general elemantary","Rural Area","","","",""
"Often","2015","middle vocational","Urban Area","","","",""
"Often","2015","middle vocational","Rural Area","","","",""
"Often","2015","vocational + Abi","Urban Area","","","",""
"Often","2015","vocational + Abi","Rural Area","","","",""
"Often","2015","higher vocational","Urban Area","","","",""
"Often","2015","higher vocational","Rural Area","","","",""
"Often","2015","higher education","Urban Area","","","",""
"Often","2015","higher education","Rural Area","","","",""
"Sometimes","2015","in school","Urban Area","","","",""
"Sometimes","2015","in school","Rural Area","","","",""
"Sometimes","2015","inadequately","Urban Area","","","",""
"Sometimes","2015","inadequately","Rural Area","","","",""
"Sometimes","2015","general elemantary","Urban Area","","","",""
"Sometimes","2015","general elemantary","Rural Area","","","",""
"Sometimes","2015","middle vocational","Urban Area","","","",""
"Sometimes","2015","middle vocational","Rural Area","","","",""
"Sometimes","2015","vocational + Abi","Urban Area","","","",""
"Sometimes","2015","vocational + Abi","Rural Area","","","",""
"Sometimes","2015","higher vocational","Urban Area","","","",""
"Sometimes","2015","higher vocational","Rural Area","","","",""
"Sometimes","2015","higher education","Urban Area","","","",""
"Sometimes","2015","higher education","Rural Area","","","",""
"Rarely ","2015","in school","Urban Area","","","",""
"Rarely ","2015","in school","Rural Area","","","",""
"Rarely ","2015","inadequately","Urban Area","","","",""
"Rarely ","2015","inadequately","Rural Area","","","",""
"Rarely ","2015","general elemantary","Urban Area","","","",""
"Rarely ","2015","general elemantary","Rural Area","","","",""
"Rarely ","2015","middle vocational","Urban Area","","","",""
"Rarely ","2015","middle vocational","Rural Area","","","",""
"Rarely ","2015","vocational + Abi","Urban Area","","","",""
"Rarely ","2015","vocational + Abi","Rural Area","","","",""
"Rarely ","2015","higher vocational","Urban Area","","","",""
"Rarely ","2015","higher vocational","Rural Area","","","",""
"Rarely ","2015","higher education","Urban Area","","","",""
"Rarely ","2015","higher education","Rural Area","","","",""
"Never","2015","in school","Urban Area","","","",""
"Never","2015","in school","Rural Area","","","",""
"Never","2015","inadequately","Urban Area","","","",""
"Never","2015","inadequately","Rural Area","","","",""
"Never","2015","general elemantary","Urban Area","","","",""
"Never","2015","general elemantary","Rural Area","","","",""
"Never","2015","middle vocational","Urban Area","","","",""
"Never","2015","middle vocational","Rural Area","","","",""
"Never","2015","vocational + Abi","Urban Area","","","",""
"Never","2015","vocational + Abi","Rural Area","","","",""
"Never","2015","higher vocational","Urban Area","","","",""
"Never","2015","higher vocational","Rural Area","","","",""
"Never","2015","higher education","Urban Area","","","",""
"Never","2015","higher education","Rural Area","","","",""
"Very often","2016","in school","Urban Area","","","",""
"Very often","2016","in school","Rural Area","1","","",""
"Very often","2016","inadequately","Urban Area","91","0.109367148478115","0.0898568401964051","0.128877456759824"
"Very often","2016","inadequately","Rural Area","44","0.139931040631619","0.109969223751162","0.169892857512076"
"Very often","2016","general elemantary","Urban Area","42","0.0964925733524011","0.0721460656146334","0.120839081090169"
"Very often","2016","general elemantary","Rural Area","13","","",""
"Very often","2016","middle vocational","Urban Area","35","0.0671092167743868","0.0457872755771068","0.0884311579716667"
"Very often","2016","middle vocational","Rural Area","16","","",""
"Very often","2016","vocational + Abi","Urban Area","2","","",""
"Very often","2016","vocational + Abi","Rural Area","1","","",""
"Very often","2016","higher vocational","Urban Area","","","",""
"Very often","2016","higher vocational","Rural Area","","","",""
"Very often","2016","higher education","Urban Area","34","0.0861710169864195","0.0619587020944773","0.110383331878362"
"Very often","2016","higher education","Rural Area","17","","",""
"Often","2016","in school","Urban Area","2","","",""
"Often","2016","in school","Rural Area","1","","",""
"Often","2016","inadequately","Urban Area","146","0.21372318607164","0.188096946223668","0.239349425919612"
"Often","2016","inadequately","Rural Area","85","0.187237830704172","0.153546123538785","0.22092953786956"
"Often","2016","general elemantary","Urban Area","72","0.163129865064642","0.132663570244594","0.193596159884689"
"Often","2016","general elemantary","Rural Area","31","0.115041734529032","0.0750065086299593","0.155076960428104"
"Often","2016","middle vocational","Urban Area","54","0.113299299747289","0.0862894359877916","0.140309163506787"
"Often","2016","middle vocational","Rural Area","39","0.19622954267881","0.14386947854431","0.24858960681331"
"Often","2016","vocational + Abi","Urban Area","13","","",""
"Often","2016","vocational + Abi","Rural Area","5","","",""
"Often","2016","higher vocational","Urban Area","","","",""
"Often","2016","higher vocational","Rural Area","","","",""
"Often","2016","higher education","Urban Area","49","0.103592769822815","0.0772997397462797","0.12988579989935"
"Often","2016","higher education","Rural Area","28","","",""
"Sometimes","2016","in school","Urban Area","7","","",""
"Sometimes","2016","in school","Rural Area","1","","",""
"Sometimes","2016","inadequately","Urban Area","236","0.283414242319219","0.255242334825161","0.311586149813276"
"Sometimes","2016","inadequately","Rural Area","151","0.276494142470384","0.237865586819454","0.315122698121313"
"Sometimes","2016","general elemantary","Urban Area","145","0.292299739751398","0.254797020468406","0.329802459034389"
"Sometimes","2016","general elemantary","Rural Area","74","0.366196550544418","0.305747761992444","0.426645339096392"
"Sometimes","2016","middle vocational","Urban Area","136","0.282169177285098","0.243817347236439","0.320521007333756"
"Sometimes","2016","middle vocational","Rural Area","62","0.251636417300113","0.194423377428794","0.308849457171432"
"Sometimes","2016","vocational + Abi","Urban Area","16","","",""
"Sometimes","2016","vocational + Abi","Rural Area","7","","",""
"Sometimes","2016","higher vocational","Urban Area","","","",""
"Sometimes","2016","higher vocational","Rural Area","","","",""
"Sometimes","2016","higher education","Urban Area","130","0.266496462468097","0.22834861207239","0.304644312863804"
"Sometimes","2016","higher education","Rural Area","68","0.258335431434016","0.201393667580376","0.315277195287657"
"Rarely ","2016","in school","Urban Area","3","","",""
"Rarely ","2016","in school","Rural Area","","","",""
"Rarely ","2016","inadequately","Urban Area","192","0.155597480173697","0.132938134111248","0.178256826236145"
"Rarely ","2016","inadequately","Rural Area","95","0.185763064227883","0.152173872045196","0.21935225641057"
"Rarely ","2016","general elemantary","Urban Area","88","0.123997209898322","0.0968213954645791","0.151173024332064"
"Rarely ","2016","general elemantary","Rural Area","49","0.182824580244027","0.134326101335752","0.231323059152302"
"Rarely ","2016","middle vocational","Urban Area","112","0.214182516700792","0.179222381204824","0.249142652196759"
"Rarely ","2016","middle vocational","Rural Area","54","0.236466777644116","0.180445760467665","0.292487794820568"
"Rarely ","2016","vocational + Abi","Urban Area","16","","",""
"Rarely ","2016","vocational + Abi","Rural Area","11","","",""
"Rarely ","2016","higher vocational","Urban Area","","","",""
"Rarely ","2016","higher vocational","Rural Area","","","",""
"Rarely ","2016","higher education","Urban Area","143","0.273379670430308","0.234924023634847","0.311835317225769"
"Rarely ","2016","higher education","Rural Area","41","0.156709725984318","0.109419467942505","0.203999984026132"
"Never","2016","in school","Urban Area","6","","",""
"Never","2016","in school","Rural Area","2","","",""
"Never","2016","inadequately","Urban Area","318","0.23789794295733","0.211280076464242","0.264515809450418"
"Never","2016","inadequately","Rural Area","140","0.210573921965941","0.175360964354304","0.245786879577579"
"Never","2016","general elemantary","Urban Area","218","0.324080611933238","0.285488562343613","0.362672661522863"
"Never","2016","general elemantary","Rural Area","77","0.295079697825895","0.237853768754965","0.352305626896824"
"Never","2016","middle vocational","Urban Area","192","0.323239789492435","0.28338320574034","0.363096373244529"
"Never","2016","middle vocational","Rural Area","50","0.236701612214337","0.180661404709827","0.292741819718847"
"Never","2016","vocational + Abi","Urban Area","26","","",""
"Never","2016","vocational + Abi","Rural Area","9","","",""
"Never","2016","higher vocational","Urban Area","","","",""
"Never","2016","higher vocational","Rural Area","","","",""
"Never","2016","higher education","Urban Area","160","0.270360080292361","0.232038022894173","0.308682137690548"
"Never","2016","higher education","Rural Area","73","0.2949364379465","0.235614748195728","0.354258127697271"
"Very often","2017","in school","Urban Area","3","","",""
"Very often","2017","in school","Rural Area","2","","",""
"Very often","2017","inadequately","Urban Area","104","0.0544376410861274","0.0415633712961861","0.0673119108760686"
"Very often","2017","inadequately","Rural Area","30","0.0266895372600785","0.0115434769938086","0.0418355975263483"
"Very often","2017","general elemantary","Urban Area","64","0.0204692040596397","0.0144274034535423","0.0265110046657371"
"Very often","2017","general elemantary","Rural Area","41","0.0301314526063175","0.0203693825931262","0.0398935226195089"
"Very often","2017","middle vocational","Urban Area","102","0.0121031747168571","0.00963602709211181","0.0145703223416023"
"Very often","2017","middle vocational","Rural Area","63","0.0103191957817077","0.00751722297701661","0.0131211685863988"
"Very often","2017","vocational + Abi","Urban Area","23","","",""
"Very often","2017","vocational + Abi","Rural Area","6","","",""
"Very often","2017","higher vocational","Urban Area","4","","",""
"Very often","2017","higher vocational","Rural Area","3","","",""
"Very often","2017","higher education","Urban Area","63","0.00685092918907347","0.00457478659785312","0.00912707178029382"
"Very often","2017","higher education","Rural Area","20","","",""
"Often","2017","in school","Urban Area","17","","",""
"Often","2017","in school","Rural Area","12","","",""
"Often","2017","inadequately","Urban Area","138","0.112018452105449","0.0941216834803575","0.12991522073054"
"Often","2017","inadequately","Rural Area","73","0.0996542658998911","0.0715057134968526","0.12780281830293"
"Often","2017","general elemantary","Urban Area","162","0.0689269807373108","0.0581177854838562","0.0797361759907654"
"Often","2017","general elemantary","Rural Area","93","0.0618764083849349","0.0481180054844296","0.0756348112854403"
"Often","2017","middle vocational","Urban Area","438","0.0529332978655412","0.0478815176172523","0.0579850781138301"
"Often","2017","middle vocational","Rural Area","288","0.0549337835848283","0.0486162975332458","0.0612512696364108"
"Often","2017","vocational + Abi","Urban Area","87","0.0566681434650638","0.045508777865913","0.0678275090642147"
"Often","2017","vocational + Abi","Rural Area","34","0.0629860734878324","0.0441055155556647","0.0818666314200002"
"Often","2017","higher vocational","Urban Area","31","0.0317660954826985","0.0203337342815893","0.0431984566838076"
"Often","2017","higher vocational","Rural Area","18","","",""
"Often","2017","higher education","Urban Area","233","0.0366915447984939","0.031503745210716","0.0418793443862717"
"Often","2017","higher education","Rural Area","111","0.0569888378598614","0.046667772656217","0.0673099030635058"
"Sometimes","2017","in school","Urban Area","51","0.229100614126101","0.182013794898658","0.276187433353543"
"Sometimes","2017","in school","Rural Area","21","","",""
"Sometimes","2017","inadequately","Urban Area","340","0.349686220734655","0.322626169969711","0.376746271499598"
"Sometimes","2017","inadequately","Rural Area","107","0.197579922798064","0.160162337141857","0.234997508454271"
"Sometimes","2017","general elemantary","Urban Area","508","0.214306935438863","0.196798334827211","0.231815536050514"
"Sometimes","2017","general elemantary","Rural Area","265","0.217285488094688","0.193735401969514","0.240835574219863"
"Sometimes","2017","middle vocational","Urban Area","1547","0.206562444356215","0.19742821843159","0.215696670280841"
"Sometimes","2017","middle vocational","Rural Area","981","0.1966782469821","0.185657365188551","0.207699128775649"
"Sometimes","2017","vocational + Abi","Urban Area","320","0.202974416026969","0.183561331542137","0.222387500511801"
"Sometimes","2017","vocational + Abi","Rural Area","126","0.173314527610607","0.143896932250929","0.202732122970285"
"Sometimes","2017","higher vocational","Urban Area","186","0.188470985460888","0.162976975430997","0.213964995490779"
"Sometimes","2017","higher vocational","Rural Area","116","0.186721912889722","0.156507452577928","0.216936373201517"
"Sometimes","2017","higher education","Urban Area","969","0.191656804732674","0.180795611988992","0.202517997476356"
"Sometimes","2017","higher education","Rural Area","348","0.181355327227918","0.164200589474136","0.1985100649817"
"Rarely ","2017","in school","Urban Area","145","0.42143803274532","0.366112044342135","0.476764021148506"
"Rarely ","2017","in school","Rural Area","57","0.448682088973478","0.361492726510451","0.535871451436505"
"Rarely ","2017","inadequately","Urban Area","246","0.244959609832578","0.220555655579574","0.269363564085582"
"Rarely ","2017","inadequately","Rural Area","88","0.333515390357956","0.28921001044264","0.377820770273272"
"Rarely ","2017","general elemantary","Urban Area","718","0.378041052000556","0.357351208528588","0.398730895472523"
"Rarely ","2017","general elemantary","Rural Area","447","0.408013003106218","0.37994777789956","0.436078228312876"
"Rarely ","2017","middle vocational","Urban Area","3032","0.414591560688139","0.403476050301877","0.425707071074402"
"Rarely ","2017","middle vocational","Rural Area","2182","0.454980798574357","0.441173908977401","0.468787688171313"
"Rarely ","2017","vocational + Abi","Urban Area","711","0.422820638316617","0.398977070092079","0.446664206541155"
"Rarely ","2017","vocational + Abi","Rural Area","279","0.434100221876879","0.395580397451157","0.472620046302601"
"Rarely ","2017","higher vocational","Urban Area","424","0.462141534991378","0.429641383818352","0.494641686164405"
"Rarely ","2017","higher vocational","Rural Area","328","0.526327452645455","0.487613743676053","0.565041161614856"
"Rarely ","2017","higher education","Urban Area","2183","0.452219454232474","0.438485505284911","0.465953403180036"
"Rarely ","2017","higher education","Rural Area","902","0.474872884806942","0.45264018967818","0.497105579935704"
"Never","2017","in school","Urban Area","90","0.292843758195272","0.241856336285619","0.343831180104924"
"Never","2017","in school","Rural Area","33","0.295553867133294","0.215563939793116","0.375543794473472"
"Never","2017","inadequately","Urban Area","365","0.238898076241191","0.214701406030607","0.263094746451775"
"Never","2017","inadequately","Rural Area","137","0.342560883684011","0.297964451273091","0.38715731609493"
"Never","2017","general elemantary","Urban Area","658","0.318255827763631","0.298380890660463","0.3381307648668"
"Never","2017","general elemantary","Rural Area","332","0.282693647807841","0.256978690410841","0.308408605204841"
"Never","2017","middle vocational","Urban Area","2427","0.313809522373247","0.303339560672708","0.324279484073786"
"Never","2017","middle vocational","Rural Area","1483","0.283087975077007","0.270597266963807","0.295578683190207"
"Never","2017","vocational + Abi","Urban Area","508","0.302924851576783","0.280745695605806","0.325104007547761"
"Never","2017","vocational + Abi","Rural Area","191","0.316917874764937","0.280757796555687","0.353077952974187"
"Never","2017","higher vocational","Urban Area","259","0.311967307658738","0.281766194157557","0.342168421159918"
"Never","2017","higher vocational","Rural Area","174","0.24595722866613","0.212566534492498","0.279347922839762"
"Never","2017","higher education","Urban Area","1597","0.312581267047285","0.29979011501566","0.32537241907891"
"Never","2017","higher education","Rural Area","557","0.278220275633007","0.258269125718509","0.298171425547505"
"Very often","2018","in school","Urban Area","","","",""
"Very often","2018","in school","Rural Area","","","",""
"Very often","2018","inadequately","Urban Area","11","","",""
"Very often","2018","inadequately","Rural Area","3","","",""
"Very often","2018","general elemantary","Urban Area","8","","",""
"Very often","2018","general elemantary","Rural Area","4","","",""
"Very often","2018","middle vocational","Urban Area","1","","",""
"Very often","2018","middle vocational","Rural Area","","","",""
"Very often","2018","vocational + Abi","Urban Area","","","",""
"Very often","2018","vocational + Abi","Rural Area","","","",""
"Very often","2018","higher vocational","Urban Area","","","",""
"Very often","2018","higher vocational","Rural Area","","","",""
"Very often","2018","higher education","Urban Area","3","","",""
"Very often","2018","higher education","Rural Area","1","","",""
"Often","2018","in school","Urban Area","","","",""
"Often","2018","in school","Rural Area","","","",""
"Often","2018","inadequately","Urban Area","12","","",""
"Often","2018","inadequately","Rural Area","3","","",""
"Often","2018","general elemantary","Urban Area","5","","",""
"Often","2018","general elemantary","Rural Area","4","","",""
"Often","2018","middle vocational","Urban Area","2","","",""
"Often","2018","middle vocational","Rural Area","6","","",""
"Often","2018","vocational + Abi","Urban Area","1","","",""
"Often","2018","vocational + Abi","Rural Area","","","",""
"Often","2018","higher vocational","Urban Area","","","",""
"Often","2018","higher vocational","Rural Area","","","",""
"Often","2018","higher education","Urban Area","5","","",""
"Often","2018","higher education","Rural Area","1","","",""
"Sometimes","2018","in school","Urban Area","2","","",""
"Sometimes","2018","in school","Rural Area","","","",""
"Sometimes","2018","inadequately","Urban Area","30","0.277492924145639","0.193434382486122","0.361551465805157"
"Sometimes","2018","inadequately","Rural Area","21","","",""
"Sometimes","2018","general elemantary","Urban Area","16","","",""
"Sometimes","2018","general elemantary","Rural Area","6","","",""
"Sometimes","2018","middle vocational","Urban Area","14","","",""
"Sometimes","2018","middle vocational","Rural Area","7","","",""
"Sometimes","2018","vocational + Abi","Urban Area","1","","",""
"Sometimes","2018","vocational + Abi","Rural Area","1","","",""
"Sometimes","2018","higher vocational","Urban Area","","","",""
"Sometimes","2018","higher vocational","Rural Area","","","",""
"Sometimes","2018","higher education","Urban Area","5","","",""
"Sometimes","2018","higher education","Rural Area","3","","",""
"Rarely ","2018","in school","Urban Area","","","",""
"Rarely ","2018","in school","Rural Area","2","","",""
"Rarely ","2018","inadequately","Urban Area","16","","",""
"Rarely ","2018","inadequately","Rural Area","7","","",""
"Rarely ","2018","general elemantary","Urban Area","8","","",""
"Rarely ","2018","general elemantary","Rural Area","8","","",""
"Rarely ","2018","middle vocational","Urban Area","4","","",""
"Rarely ","2018","middle vocational","Rural Area","7","","",""
"Rarely ","2018","vocational + Abi","Urban Area","1","","",""
"Rarely ","2018","vocational + Abi","Rural Area","","","",""
"Rarely ","2018","higher vocational","Urban Area","","","",""
"Rarely ","2018","higher vocational","Rural Area","","","",""
"Rarely ","2018","higher education","Urban Area","5","","",""
"Rarely ","2018","higher education","Rural Area","5","","",""
"Never","2018","in school","Urban Area","1","","",""
"Never","2018","in school","Rural Area","3","","",""
"Never","2018","inadequately","Urban Area","40","0.36772884604984","0.277207630796994","0.458250061302687"
"Never","2018","inadequately","Rural Area","20","","",""
"Never","2018","general elemantary","Urban Area","26","","",""
"Never","2018","general elemantary","Rural Area","14","","",""
"Never","2018","middle vocational","Urban Area","10","","",""
"Never","2018","middle vocational","Rural Area","7","","",""
"Never","2018","vocational + Abi","Urban Area","2","","",""
"Never","2018","vocational + Abi","Rural Area","1","","",""
"Never","2018","higher vocational","Urban Area","","","",""
"Never","2018","higher vocational","Rural Area","","","",""
"Never","2018","higher education","Urban Area","12","","",""
"Never","2018","higher education","Rural Area","8","","",""
"Very often","2019","in school","Urban Area","","","",""
