"plj0588","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Rarely ","2013","(1a) inadequately completed","Female","56","0.288084789980854","0.224521687620754","0.351647892340955"
"Rarely ","2013","(1b) general elementary school","Male","230","0.337194918564065","0.300102152419254","0.374287684708876"
"Rarely ","2013","(1b) general elementary school","Female","442","0.342156524328728","0.31626682930153","0.368046219355926"
"Rarely ","2013","(1c) basic vocational qualification","Male","1289","0.413230585557022","0.395882652896654","0.43057851821739"
"Rarely ","2013","(1c) basic vocational qualification","Female","1065","0.381059815759225","0.362822309418202","0.399297322100249"
"Rarely ","2013","(2b) intermediate general qualification","Male","120","0.499113749552873","0.43902729279693","0.559200206308815"
"Rarely ","2013","(2b) intermediate general qualification","Female","169","0.37330017028456","0.328808465493076","0.417791875076043"
"Rarely ","2013","(2a) intermediate vocational","Male","1233","0.486613062755761","0.467125399849731","0.506100725661791"
"Rarely ","2013","(2a) intermediate vocational","Female","1761","0.442495747554943","0.427002653338145","0.457988841771741"
"Rarely ","2013","(2c_gen) general maturity certificate","Male","198","0.449307621722558","0.402882267931498","0.495732975513617"
"Rarely ","2013","(2c_gen) general maturity certificate","Female","265","0.43446646675305","0.394333007501523","0.474599926004577"
"Rarely ","2013","(2c_voc) vocational maturity certificate","Male","450","0.50986010350896","0.476943366902695","0.542776840115226"
"Rarely ","2013","(2c_voc) vocational maturity certificate","Female","605","0.435981549298869","0.409617077584034","0.462346021013703"
"Rarely ","2013","(3a) lower tertiary education","Male","596","0.540404589484755","0.510886490321618","0.569922688647892"
"Rarely ","2013","(3a) lower tertiary education","Female","487","0.483795053708857","0.452696939965054","0.514893167452659"
"Rarely ","2013","(3b) higher tertiary education","Male","927","0.487717487054629","0.465110680067328","0.51032429404193"
"Rarely ","2013","(3b) higher tertiary education","Female","858","0.505617963353758","0.482896609382148","0.528339317325368"
"Never","2013","(0) in school","Male","63","0.354560725196737","0.290467192129169","0.418654258264306"
"Never","2013","(0) in school","Female","58","0.204380267391925","0.152602611502297","0.256157923281553"
"Never","2013","(1a) inadequately completed","Male","54","0.340479022781162","0.267732242669679","0.413225802892646"
"Never","2013","(1a) inadequately completed","Female","40","0.253403975040892","0.192354724948145","0.314453225133638"
"Never","2013","(1b) general elementary school","Male","204","0.313254641074093","0.276862934697296","0.34964634745089"
"Never","2013","(1b) general elementary school","Female","404","0.323613597173456","0.298082819094874","0.349144375252037"
"Never","2013","(1c) basic vocational qualification","Male","1029","0.327736011331782","0.311199276205206","0.344272746458358"
"Never","2013","(1c) basic vocational qualification","Female","863","0.329212174062277","0.311565004085857","0.346859344038696"
"Never","2013","(2b) intermediate general qualification","Male","80","0.275161344893382","0.221492573003242","0.328830116783522"
"Never","2013","(2b) intermediate general qualification","Female","137","0.281490391310111","0.240122037214036","0.322858745406185"
"Never","2013","(2a) intermediate vocational","Male","729","0.2669165565281","0.249669700724798","0.284163412331401"
"Never","2013","(2a) intermediate vocational","Female","1028","0.250007931681065","0.236500749801669","0.263515113560461"
"Never","2013","(2c_gen) general maturity certificate","Male","131","0.311314152954768","0.268098726023765","0.354529579885772"
"Never","2013","(2c_gen) general maturity certificate","Female","156","0.314790122505821","0.277187196620357","0.352393048391285"
"Never","2013","(2c_voc) vocational maturity certificate","Male","241","0.218457981352208","0.19125031116883","0.245665651535585"
"Never","2013","(2c_voc) vocational maturity certificate","Female","354","0.260854875256681","0.237509401051594","0.284200349461768"
"Never","2013","(3a) lower tertiary education","Male","310","0.26253520307327","0.236473340444905","0.288597065701635"
"Never","2013","(3a) lower tertiary education","Female","260","0.240124443313162","0.213542809081205","0.266706077545119"
"Never","2013","(3b) higher tertiary education","Male","586","0.305374012497331","0.284543888824754","0.326204136169909"
"Never","2013","(3b) higher tertiary education","Female","568","0.269497417059614","0.249333272587305","0.289661561531923"
"Very often","2014","(0) in school","Male","","","",""
"Very often","2014","(0) in school","Female","","","",""
"Very often","2014","(1a) inadequately completed","Male","","","",""
"Very often","2014","(1a) inadequately completed","Female","","","",""
"Very often","2014","(1b) general elementary school","Male","","","",""
"Very often","2014","(1b) general elementary school","Female","","","",""
"Very often","2014","(1c) basic vocational qualification","Male","","","",""
"Very often","2014","(1c) basic vocational qualification","Female","","","",""
"Very often","2014","(2b) intermediate general qualification","Male","","","",""
"Very often","2014","(2b) intermediate general qualification","Female","","","",""
"Very often","2014","(2a) intermediate vocational","Male","","","",""
"Very often","2014","(2a) intermediate vocational","Female","","","",""
"Very often","2014","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2014","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2014","(3a) lower tertiary education","Male","","","",""
"Very often","2014","(3a) lower tertiary education","Female","","","",""
"Very often","2014","(3b) higher tertiary education","Male","","","",""
"Very often","2014","(3b) higher tertiary education","Female","","","",""
"Often","2014","(0) in school","Male","","","",""
"Often","2014","(0) in school","Female","","","",""
"Often","2014","(1a) inadequately completed","Male","","","",""
"Often","2014","(1a) inadequately completed","Female","","","",""
"Often","2014","(1b) general elementary school","Male","","","",""
"Often","2014","(1b) general elementary school","Female","","","",""
"Often","2014","(1c) basic vocational qualification","Male","","","",""
"Often","2014","(1c) basic vocational qualification","Female","","","",""
"Often","2014","(2b) intermediate general qualification","Male","","","",""
"Often","2014","(2b) intermediate general qualification","Female","","","",""
"Often","2014","(2a) intermediate vocational","Male","","","",""
"Often","2014","(2a) intermediate vocational","Female","","","",""
"Often","2014","(2c_gen) general maturity certificate","Male","","","",""
"Often","2014","(2c_gen) general maturity certificate","Female","","","",""
"Often","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2014","(3a) lower tertiary education","Male","","","",""
"Often","2014","(3a) lower tertiary education","Female","","","",""
"Often","2014","(3b) higher tertiary education","Male","","","",""
"Often","2014","(3b) higher tertiary education","Female","","","",""
"Sometimes","2014","(0) in school","Male","","","",""
"Sometimes","2014","(0) in school","Female","","","",""
"Sometimes","2014","(1a) inadequately completed","Male","","","",""
"Sometimes","2014","(1a) inadequately completed","Female","","","",""
"Sometimes","2014","(1b) general elementary school","Male","","","",""
"Sometimes","2014","(1b) general elementary school","Female","","","",""
"Sometimes","2014","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2014","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2014","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2014","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2014","(2a) intermediate vocational","Male","","","",""
"Sometimes","2014","(2a) intermediate vocational","Female","","","",""
"Sometimes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2014","(3a) lower tertiary education","Male","","","",""
"Sometimes","2014","(3a) lower tertiary education","Female","","","",""
"Sometimes","2014","(3b) higher tertiary education","Male","","","",""
"Sometimes","2014","(3b) higher tertiary education","Female","","","",""
"Rarely ","2014","(0) in school","Male","","","",""
"Rarely ","2014","(0) in school","Female","","","",""
"Rarely ","2014","(1a) inadequately completed","Male","","","",""
"Rarely ","2014","(1a) inadequately completed","Female","","","",""
"Rarely ","2014","(1b) general elementary school","Male","","","",""
"Rarely ","2014","(1b) general elementary school","Female","","","",""
"Rarely ","2014","(1c) basic vocational qualification","Male","","","",""
"Rarely ","2014","(1c) basic vocational qualification","Female","","","",""
"Rarely ","2014","(2b) intermediate general qualification","Male","","","",""
"Rarely ","2014","(2b) intermediate general qualification","Female","","","",""
"Rarely ","2014","(2a) intermediate vocational","Male","","","",""
"Rarely ","2014","(2a) intermediate vocational","Female","","","",""
"Rarely ","2014","(2c_gen) general maturity certificate","Male","","","",""
"Rarely ","2014","(2c_gen) general maturity certificate","Female","","","",""
"Rarely ","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely ","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely ","2014","(3a) lower tertiary education","Male","","","",""
"Rarely ","2014","(3a) lower tertiary education","Female","","","",""
"Rarely ","2014","(3b) higher tertiary education","Male","","","",""
"Rarely ","2014","(3b) higher tertiary education","Female","","","",""
"Never","2014","(0) in school","Male","","","",""
"Never","2014","(0) in school","Female","","","",""
"Never","2014","(1a) inadequately completed","Male","","","",""
"Never","2014","(1a) inadequately completed","Female","","","",""
"Never","2014","(1b) general elementary school","Male","","","",""
"Never","2014","(1b) general elementary school","Female","","","",""
"Never","2014","(1c) basic vocational qualification","Male","","","",""
"Never","2014","(1c) basic vocational qualification","Female","","","",""
"Never","2014","(2b) intermediate general qualification","Male","","","",""
"Never","2014","(2b) intermediate general qualification","Female","","","",""
"Never","2014","(2a) intermediate vocational","Male","","","",""
"Never","2014","(2a) intermediate vocational","Female","","","",""
"Never","2014","(2c_gen) general maturity certificate","Male","","","",""
"Never","2014","(2c_gen) general maturity certificate","Female","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2014","(3a) lower tertiary education","Male","","","",""
"Never","2014","(3a) lower tertiary education","Female","","","",""
"Never","2014","(3b) higher tertiary education","Male","","","",""
"Never","2014","(3b) higher tertiary education","Female","","","",""
"Very often","2015","(0) in school","Male","","","",""
"Very often","2015","(0) in school","Female","","","",""
"Very often","2015","(1a) inadequately completed","Male","","","",""
"Very often","2015","(1a) inadequately completed","Female","","","",""
"Very often","2015","(1b) general elementary school","Male","","","",""
"Very often","2015","(1b) general elementary school","Female","","","",""
"Very often","2015","(1c) basic vocational qualification","Male","","","",""
"Very often","2015","(1c) basic vocational qualification","Female","","","",""
"Very often","2015","(2b) intermediate general qualification","Male","","","",""
"Very often","2015","(2b) intermediate general qualification","Female","","","",""
"Very often","2015","(2a) intermediate vocational","Male","","","",""
"Very often","2015","(2a) intermediate vocational","Female","","","",""
"Very often","2015","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2015","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2015","(3a) lower tertiary education","Male","","","",""
"Very often","2015","(3a) lower tertiary education","Female","","","",""
"Very often","2015","(3b) higher tertiary education","Male","","","",""
"Very often","2015","(3b) higher tertiary education","Female","","","",""
"Often","2015","(0) in school","Male","","","",""
"Often","2015","(0) in school","Female","","","",""
"Often","2015","(1a) inadequately completed","Male","","","",""
"Often","2015","(1a) inadequately completed","Female","","","",""
"Often","2015","(1b) general elementary school","Male","","","",""
"Often","2015","(1b) general elementary school","Female","","","",""
"Often","2015","(1c) basic vocational qualification","Male","","","",""
"Often","2015","(1c) basic vocational qualification","Female","","","",""
"Often","2015","(2b) intermediate general qualification","Male","","","",""
"Often","2015","(2b) intermediate general qualification","Female","","","",""
"Often","2015","(2a) intermediate vocational","Male","","","",""
"Often","2015","(2a) intermediate vocational","Female","","","",""
"Often","2015","(2c_gen) general maturity certificate","Male","","","",""
"Often","2015","(2c_gen) general maturity certificate","Female","","","",""
"Often","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2015","(3a) lower tertiary education","Male","","","",""
"Often","2015","(3a) lower tertiary education","Female","","","",""
"Often","2015","(3b) higher tertiary education","Male","","","",""
"Often","2015","(3b) higher tertiary education","Female","","","",""
"Sometimes","2015","(0) in school","Male","","","",""
"Sometimes","2015","(0) in school","Female","","","",""
"Sometimes","2015","(1a) inadequately completed","Male","","","",""
"Sometimes","2015","(1a) inadequately completed","Female","","","",""
"Sometimes","2015","(1b) general elementary school","Male","","","",""
"Sometimes","2015","(1b) general elementary school","Female","","","",""
"Sometimes","2015","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2015","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2015","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2015","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2015","(2a) intermediate vocational","Male","","","",""
"Sometimes","2015","(2a) intermediate vocational","Female","","","",""
"Sometimes","2015","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2015","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2015","(3a) lower tertiary education","Male","","","",""
"Sometimes","2015","(3a) lower tertiary education","Female","","","",""
"Sometimes","2015","(3b) higher tertiary education","Male","","","",""
"Sometimes","2015","(3b) higher tertiary education","Female","","","",""
"Rarely ","2015","(0) in school","Male","","","",""
"Rarely ","2015","(0) in school","Female","","","",""
"Rarely ","2015","(1a) inadequately completed","Male","","","",""
"Rarely ","2015","(1a) inadequately completed","Female","","","",""
"Rarely ","2015","(1b) general elementary school","Male","","","",""
"Rarely ","2015","(1b) general elementary school","Female","","","",""
"Rarely ","2015","(1c) basic vocational qualification","Male","","","",""
"Rarely ","2015","(1c) basic vocational qualification","Female","","","",""
"Rarely ","2015","(2b) intermediate general qualification","Male","","","",""
"Rarely ","2015","(2b) intermediate general qualification","Female","","","",""
"Rarely ","2015","(2a) intermediate vocational","Male","","","",""
"Rarely ","2015","(2a) intermediate vocational","Female","","","",""
"Rarely ","2015","(2c_gen) general maturity certificate","Male","","","",""
"Rarely ","2015","(2c_gen) general maturity certificate","Female","","","",""
"Rarely ","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely ","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely ","2015","(3a) lower tertiary education","Male","","","",""
"Rarely ","2015","(3a) lower tertiary education","Female","","","",""
"Rarely ","2015","(3b) higher tertiary education","Male","","","",""
"Rarely ","2015","(3b) higher tertiary education","Female","","","",""
"Never","2015","(0) in school","Male","","","",""
"Never","2015","(0) in school","Female","","","",""
"Never","2015","(1a) inadequately completed","Male","","","",""
"Never","2015","(1a) inadequately completed","Female","","","",""
"Never","2015","(1b) general elementary school","Male","","","",""
"Never","2015","(1b) general elementary school","Female","","","",""
"Never","2015","(1c) basic vocational qualification","Male","","","",""
"Never","2015","(1c) basic vocational qualification","Female","","","",""
"Never","2015","(2b) intermediate general qualification","Male","","","",""
"Never","2015","(2b) intermediate general qualification","Female","","","",""
"Never","2015","(2a) intermediate vocational","Male","","","",""
"Never","2015","(2a) intermediate vocational","Female","","","",""
"Never","2015","(2c_gen) general maturity certificate","Male","","","",""
"Never","2015","(2c_gen) general maturity certificate","Female","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2015","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2015","(3a) lower tertiary education","Male","","","",""
"Never","2015","(3a) lower tertiary education","Female","","","",""
"Never","2015","(3b) higher tertiary education","Male","","","",""
"Never","2015","(3b) higher tertiary education","Female","","","",""
"Very often","2016","(0) in school","Male","1","","",""
"Very often","2016","(0) in school","Female","","","",""
"Very often","2016","(1a) inadequately completed","Male","86","0.127352181543332","0.105413578041195","0.149290785045469"
"Very often","2016","(1a) inadequately completed","Female","50","0.100157218716293","0.0766587930236685","0.123655644408917"
"Very often","2016","(1b) general elementary school","Male","38","0.0892975771586493","0.0645961984354602","0.113998955881838"
"Very often","2016","(1b) general elementary school","Female","16","","",""
"Very often","2016","(1c) basic vocational qualification","Male","4","","",""
"Very often","2016","(1c) basic vocational qualification","Female","2","","",""
"Very often","2016","(2b) intermediate general qualification","Male","","","",""
"Very often","2016","(2b) intermediate general qualification","Female","1","","",""
"Very often","2016","(2a) intermediate vocational","Male","","","",""
"Very often","2016","(2a) intermediate vocational","Female","","","",""
"Very often","2016","(2c_gen) general maturity certificate","Male","32","0.0971245267551465","0.067659243946642","0.126589809563651"
"Very often","2016","(2c_gen) general maturity certificate","Female","9","","",""
"Very often","2016","(2c_voc) vocational maturity certificate","Male","2","","",""
"Very often","2016","(2c_voc) vocational maturity certificate","Female","1","","",""
"Very often","2016","(3a) lower tertiary education","Male","","","",""
"Very often","2016","(3a) lower tertiary education","Female","","","",""
"Very often","2016","(3b) higher tertiary education","Male","38","0.0977783980085912","0.0713448602582063","0.124211935758976"
"Very often","2016","(3b) higher tertiary education","Female","13","","",""
"Often","2016","(0) in school","Male","1","","",""
"Often","2016","(0) in school","Female","2","","",""
"Often","2016","(1a) inadequately completed","Male","142","0.228701191389242","0.201061586855801","0.256340795922683"
"Often","2016","(1a) inadequately completed","Female","92","0.141874807372193","0.114563512634801","0.169186102109586"
"Often","2016","(1b) general elementary school","Male","73","0.161200605200174","0.129349427229528","0.193051783170819"
"Often","2016","(1b) general elementary school","Female","29","","",""
"Often","2016","(1c) basic vocational qualification","Male","13","","",""
"Often","2016","(1c) basic vocational qualification","Female","4","","",""
"Often","2016","(2b) intermediate general qualification","Male","1","","",""
"Often","2016","(2b) intermediate general qualification","Female","","","",""
"Often","2016","(2a) intermediate vocational","Male","","","",""
"Often","2016","(2a) intermediate vocational","Female","","","",""
"Often","2016","(2c_gen) general maturity certificate","Male","37","0.103289359033366","0.0730072456562592","0.133571472410473"
"Often","2016","(2c_gen) general maturity certificate","Female","34","0.159810023127215","0.112759886833201","0.20686015942123"
"Often","2016","(2c_voc) vocational maturity certificate","Male","12","","",""
"Often","2016","(2c_voc) vocational maturity certificate","Female","6","","",""
"Often","2016","(3a) lower tertiary education","Male","","","",""
"Often","2016","(3a) lower tertiary education","Female","","","",""
"Often","2016","(3b) higher tertiary education","Male","45","0.126551064400653","0.0969621601259421","0.156139968675363"
"Often","2016","(3b) higher tertiary education","Female","32","0.134299958331054","0.0926935816889473","0.175906334973161"
"Sometimes","2016","(0) in school","Male","7","","",""
"Sometimes","2016","(0) in school","Female","1","","",""
"Sometimes","2016","(1a) inadequately completed","Male","209","0.25790335668838","0.229113134801207","0.286693578575553"
"Sometimes","2016","(1a) inadequately completed","Female","184","0.340784839745442","0.303685340559439","0.377884338931445"
"Sometimes","2016","(1b) general elementary school","Male","139","0.298858923641579","0.259208399739153","0.338509447544005"
"Sometimes","2016","(1b) general elementary school","Female","79","0.385657228039637","0.329441484233587","0.441872971845688"
"Sometimes","2016","(1c) basic vocational qualification","Male","17","","",""
"Sometimes","2016","(1c) basic vocational qualification","Female","10","","",""
"Sometimes","2016","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2016","(2b) intermediate general qualification","Female","1","","",""
"Sometimes","2016","(2a) intermediate vocational","Male","","","",""
"Sometimes","2016","(2a) intermediate vocational","Female","","","",""
"Sometimes","2016","(2c_gen) general maturity certificate","Male","106","0.292987713789993","0.247701041117415","0.338274386462571"
"Sometimes","2016","(2c_gen) general maturity certificate","Female","57","0.264956141181414","0.208291290030261","0.321620992332567"
"Sometimes","2016","(2c_voc) vocational maturity certificate","Male","18","","",""
"Sometimes","2016","(2c_voc) vocational maturity certificate","Female","5","","",""
"Sometimes","2016","(3a) lower tertiary education","Male","","","",""
"Sometimes","2016","(3a) lower tertiary education","Female","","","",""
"Sometimes","2016","(3b) higher tertiary education","Male","128","0.258514017546294","0.219549370836431","0.297478664256157"
"Sometimes","2016","(3b) higher tertiary education","Female","70","0.277854204612759","0.223195520995121","0.332512888230397"
"Rarely ","2016","(0) in school","Male","2","","",""
"Rarely ","2016","(0) in school","Female","1","","",""
"Rarely ","2016","(1a) inadequately completed","Male","160","0.155931578564785","0.132056646464123","0.179806510665446"
"Rarely ","2016","(1a) inadequately completed","Female","127","0.189778228659466","0.159085219470968","0.220471237847964"
"Rarely ","2016","(1b) general elementary school","Male","81","0.141930635197812","0.111702428573147","0.172158841822478"
"Rarely ","2016","(1b) general elementary school","Female","55","0.152291599384747","0.11079494683551","0.193788251933983"
"Rarely ","2016","(1c) basic vocational qualification","Male","13","","",""
"Rarely ","2016","(1c) basic vocational qualification","Female","4","","",""
"Rarely ","2016","(2b) intermediate general qualification","Male","2","","",""
"Rarely ","2016","(2b) intermediate general qualification","Female","","","",""
"Rarely ","2016","(2a) intermediate vocational","Male","","","",""
"Rarely ","2016","(2a) intermediate vocational","Female","","","",""
"Rarely ","2016","(2c_gen) general maturity certificate","Male","94","0.236505069371655","0.194223068175616","0.278787070567693"
"Rarely ","2016","(2c_gen) general maturity certificate","Female","53","0.253990989925566","0.198098774760243","0.30988320509089"
"Rarely ","2016","(2c_voc) vocational maturity certificate","Male","21","","",""
"Rarely ","2016","(2c_voc) vocational maturity certificate","Female","6","","",""
"Rarely ","2016","(3a) lower tertiary education","Male","","","",""
"Rarely ","2016","(3a) lower tertiary education","Female","","","",""
"Rarely ","2016","(3b) higher tertiary education","Male","112","0.239631588295345","0.20164228856638","0.27762088802431"
"Rarely ","2016","(3b) higher tertiary education","Female","72","0.234669440994544","0.182957476712763","0.286381405276325"
"Never","2016","(0) in school","Male","6","","",""
"Never","2016","(0) in school","Female","3","","",""
"Never","2016","(1a) inadequately completed","Male","290","0.230111691814261","0.202412347678272","0.257811035950251"
"Never","2016","(1a) inadequately completed","Female","174","0.227404905506605","0.194596115924004","0.260213695089205"
"Never","2016","(1b) general elementary school","Male","181","0.308712258801785","0.268697567024206","0.348726950579364"
"Never","2016","(1b) general elementary school","Female","109","0.324526015979798","0.270452959392263","0.378599072567334"
"Never","2016","(1c) basic vocational qualification","Male","24","","",""
"Never","2016","(1c) basic vocational qualification","Female","5","","",""
"Never","2016","(2b) intermediate general qualification","Male","5","","",""
"Never","2016","(2b) intermediate general qualification","Female","2","","",""
"Never","2016","(2a) intermediate vocational","Male","","","",""
"Never","2016","(2a) intermediate vocational","Female","","","",""
"Never","2016","(2c_gen) general maturity certificate","Male","119","0.270093331049839","0.225913624732999","0.31427303736668"
"Never","2016","(2c_gen) general maturity certificate","Female","80","0.303587130077992","0.244547285840873","0.362626974315111"
"Never","2016","(2c_voc) vocational maturity certificate","Male","22","","",""
"Never","2016","(2c_voc) vocational maturity certificate","Female","13","","",""
"Never","2016","(3a) lower tertiary education","Male","","","",""
"Never","2016","(3a) lower tertiary education","Female","","","",""
