"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1985","secondary school degree","general elemantary","38.15","40","210","20","40","42","45","36.67","39.63","40","40"
"1985","secondary school degree","higher education","42.11","42","49","25","40","50","56","37.97","46.25","40","46"
"1985","secondary school degree","higher vocational","41.76","41","124","24","40","50","60","39.12","44.4","40","44"
"1985","secondary school degree","in school","","","","","","","","","","",""
"1985","secondary school degree","inadequately","","","","","","","","","","",""
"1985","secondary school degree","middle vocational","40.11","40","739","20","40","45","50","39.22","41","40","40"
"1985","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1986","college entrance qualification","general elemantary","","","","","","","","","","",""
"1986","college entrance qualification","higher education","43.73","44","450","28","40","50","60","42.58","44.88","42","45"
"1986","college entrance qualification","higher vocational","42.44","40","76","30","40","46","60","39.59","45.29","40","44"
"1986","college entrance qualification","in school","","","","","","","","","","",""
"1986","college entrance qualification","inadequately","","","","","","","","","","",""
"1986","college entrance qualification","middle vocational","35.41","40","112","12","35","40","45","32.78","38.04","39","40"
"1986","college entrance qualification","vocational + Abi","37.5","40","107","10","38","45","50","34.83","40.17","40","42"
"1986","lower secondary degree","general elemantary","36.62","40","724","17","30","41","50","35.68","37.56","40","40"
"1986","lower secondary degree","higher education","","","","","","","","","","",""
"1986","lower secondary degree","higher vocational","42.94","43","173","24","40","50","60","41.22","44.66","42","45"
"1986","lower secondary degree","in school","","","","","","","","","","",""
"1986","lower secondary degree","inadequately","","","","","","","","","","",""
"1986","lower secondary degree","middle vocational","40.22","40","1752","20","39","45","55","39.64","40.8","40","40"
"1986","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1986","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1986","no degree/no degree yet","higher education","","","","","","","","","","",""
"1986","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1986","no degree/no degree yet","in school","","","","","","","","","","",""
"1986","no degree/no degree yet","inadequately","39.63","40","378","35","39","42","50","38.66","40.6","40","40"
"1986","no degree/no degree yet","middle vocational","41.18","40","58","30","40","48","50","38.44","43.92","40","40"
"1986","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1986","Other degree","general elemantary","39.68","40","382","32","39","42","50","38.64","40.72","40","40"
"1986","Other degree","higher education","39.77","40","39","28","35","43","52","34.52","45.02","35","42"
"1986","Other degree","higher vocational","","","","","","","","","","",""
"1986","Other degree","in school","","","","","","","","","","",""
"1986","Other degree","inadequately","","","","","","","","","","",""
"1986","Other degree","middle vocational","41.09","40","300","38","40","43","49","40.01","42.17","40","40"
"1986","Other degree","vocational + Abi","43.25","40","60","38","39","45","50","40.72","45.78","40","40"
"1986","secondary school degree","general elemantary","38.75","40","218","30","40","41","45","37.46","40.04","40","40"
"1986","secondary school degree","higher education","42.17","43","40","28","40","50","58","38.05","46.29","40","47"
"1986","secondary school degree","higher vocational","40.25","40.31","106","20","40","45","60","37.39","43.11","40","43"
"1986","secondary school degree","in school","","","","","","","","","","",""
"1986","secondary school degree","inadequately","","","","","","","","","","",""
"1986","secondary school degree","middle vocational","40.75","40","720","24","40","45","50","39.92","41.58","40","40"
"1986","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1987","college entrance qualification","general elemantary","","","","","","","","","","",""
"1987","college entrance qualification","higher education","41.96","42","457","24","40","50","58","40.77","43.15","41","44"
"1987","college entrance qualification","higher vocational","41.01","40","76","20","40","46","55","38.29","43.73","40","43"
"1987","college entrance qualification","in school","","","","","","","","","","",""
"1987","college entrance qualification","inadequately","","","","","","","","","","",""
"1987","college entrance qualification","middle vocational","35.73","40","115","10","37","41","50","33.02","38.44","39","40"
"1987","college entrance qualification","vocational + Abi","37.52","40","120","10","38","45","50","35.13","39.91","40","41"
"1987","lower secondary degree","general elemantary","35.77","40","747","15","27","42","50","34.88","36.66","40","40"
"1987","lower secondary degree","higher education","","","","","","","","","","",""
"1987","lower secondary degree","higher vocational","42.63","42","157","24","40","48","55","40.8","44.46","41","44"
"1987","lower secondary degree","in school","","","","","","","","","","",""
"1987","lower secondary degree","inadequately","","","","","","","","","","",""
"1987","lower secondary degree","middle vocational","40.08","40","1763","24","39","45","50","39.54","40.62","40","40"
"1987","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1987","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1987","no degree/no degree yet","higher education","","","","","","","","","","",""
"1987","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1987","no degree/no degree yet","in school","","","","","","","","","","",""
"1987","no degree/no degree yet","inadequately","39.25","40","382","26","38","40","50","38.35","40.15","40","40"
"1987","no degree/no degree yet","middle vocational","41.69","40","60","38","40","43","50","39.07","44.31","40","40"
"1987","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1987","Other degree","general elemantary","39.45","40","375","38","39","40","45","38.62","40.28","40","40"
"1987","Other degree","higher education","41.24","40","34","28","40","42","50","36.58","45.9","37","42"
"1987","Other degree","higher vocational","","","","","","","","","","",""
"1987","Other degree","in school","","","","","","","","","","",""
"1987","Other degree","inadequately","","","","","","","","","","",""
"1987","Other degree","middle vocational","41.53","40","306","38","39","40","49","40.67","42.39","40","40"
"1987","Other degree","vocational + Abi","42.26","40","52","38","40","44","50","40.11","44.41","40","40"
"1987","secondary school degree","general elemantary","38.44","40","216","25","39","41","47","37.17","39.71","40","40"
"1987","secondary school degree","higher education","43.9","45","42","20","40","50","60","39.69","48.11","40","50"
"1987","secondary school degree","higher vocational","39.26","40","116","20","36","45","60","36.59","41.93","40","42"
"1987","secondary school degree","in school","","","","","","","","","","",""
"1987","secondary school degree","inadequately","","","","","","","","","","",""
"1987","secondary school degree","middle vocational","40.09","40","740","24","39","44","50","39.27","40.91","40","40"
"1987","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1988","college entrance qualification","general elemantary","","","","","","","","","","",""
"1988","college entrance qualification","higher education","42.18","42","453","25","40","50","56","41.06","43.3","42","44"
"1988","college entrance qualification","higher vocational","41.3","41.01","80","20","40","48","53","38.5","44.1","40","44"
"1988","college entrance qualification","in school","","","","","","","","","","",""
"1988","college entrance qualification","inadequately","","","","","","","","","","",""
"1988","college entrance qualification","middle vocational","31.86","39","100","10","15","40","45","28.95","34.77","38","40"
"1988","college entrance qualification","vocational + Abi","39.06","40","117","25","38","45","50","37.05","41.07","40","40"
"1988","lower secondary degree","general elemantary","35.41","40","711","12","25","40","50","34.44","36.38","40","40"
"1988","lower secondary degree","higher education","","","","","","","","","","",""
"1988","lower secondary degree","higher vocational","42.31","42","158","25","40","48","55","40.5","44.12","40","44"
"1988","lower secondary degree","in school","","","","","","","","","","",""
"1988","lower secondary degree","inadequately","","","","","","","","","","",""
"1988","lower secondary degree","middle vocational","39.49","40","1642","20","38","45","50","38.88","40.1","40","40"
"1988","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1988","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1988","no degree/no degree yet","higher education","","","","","","","","","","",""
"1988","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1988","no degree/no degree yet","in school","","","","","","","","","","",""
"1988","no degree/no degree yet","inadequately","38.11","40","335","25","38","42","48","37.07","39.15","40","40"
"1988","no degree/no degree yet","middle vocational","40.96","40","51","38","40","42","45","38.42","43.5","40","40"
"1988","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1988","Other degree","general elemantary","38.31","40","362","25","38","40","48","37.16","39.46","40","40"
"1988","Other degree","higher education","","","","","","","","","","",""
"1988","Other degree","higher vocational","","","","","","","","","","",""
"1988","Other degree","in school","","","","","","","","","","",""
"1988","Other degree","inadequately","","","","","","","","","","",""
"1988","Other degree","middle vocational","39.9","40","282","35","38","40","50","38.83","40.97","40","40"
"1988","Other degree","vocational + Abi","40.51","40","48","37","39","45","50","37.87","43.15","39","40"
"1988","secondary school degree","general elemantary","37.52","40","237","20","38","41","45","36.1","38.94","40","40"
"1988","secondary school degree","higher education","42.92","42","39","35","39","48","60","38.94","46.9","40","45"
"1988","secondary school degree","higher vocational","38.64","40","105","15","30","45","55","35.71","41.57","40","42"
"1988","secondary school degree","in school","","","","","","","","","","",""
"1988","secondary school degree","inadequately","","","","","","","","","","",""
"1988","secondary school degree","middle vocational","39.34","40","720","20","39","44","50","38.48","40.2","40","40"
"1988","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1989","college entrance qualification","general elemantary","","","","","","","","","","",""
"1989","college entrance qualification","higher education","42.86","43","449","30","40","50","55","41.81","43.91","42","44"
"1989","college entrance qualification","higher vocational","41.13","40","74","36","40","45","55","38.44","43.82","40","42"
"1989","college entrance qualification","in school","","","","","","","","","","",""
"1989","college entrance qualification","inadequately","","","","","","","","","","",""
"1989","college entrance qualification","middle vocational","32.6","39","109","10","18","42","50","29.58","35.62","37","40"
"1989","college entrance qualification","vocational + Abi","40.02","40","126","28","39","45","50","38.11","41.93","40","41"
"1989","lower secondary degree","general elemantary","36.87","40","692","18","30","40","50","35.96","37.78","40","40"
"1989","lower secondary degree","higher education","","","","","","","","","","",""
"1989","lower secondary degree","higher vocational","42.36","41.33","146","25","39","48","54","40.4","44.32","40","45"
"1989","lower secondary degree","in school","","","","","","","","","","",""
"1989","lower secondary degree","inadequately","","","","","","","","","","",""
"1989","lower secondary degree","middle vocational","40.41","40","1629","25","38","45","52","39.85","40.97","40","40"
"1989","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1989","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1989","no degree/no degree yet","higher education","","","","","","","","","","",""
"1989","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1989","no degree/no degree yet","in school","","","","","","","","","","",""
"1989","no degree/no degree yet","inadequately","37.91","40","314","30","38","40","45","36.87","38.95","39","40"
"1989","no degree/no degree yet","middle vocational","40.21","40","57","21","38","43","45","37.86","42.56","40","40"
"1989","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1989","Other degree","general elemantary","39.03","40","339","35","38","40","45","38.15","39.91","39","40"
"1989","Other degree","higher education","45.24","41.63","30","28","40","50","60","40.44","50.04","40","50"
"1989","Other degree","higher vocational","","","","","","","","","","",""
"1989","Other degree","in school","","","","","","","","","","",""
"1989","Other degree","inadequately","","","","","","","","","","",""
"1989","Other degree","middle vocational","40.22","40","277","35","38","43","50","39.09","41.35","40","40"
"1989","Other degree","vocational + Abi","37.33","39.6","44","20","37","42","46","34.61","40.05","38","40"
"1989","secondary school degree","general elemantary","38.58","40","227","23","38","42","47","37.34","39.82","40","40"
"1989","secondary school degree","higher education","43.7","44.74","38","28","40","50","55","39.95","47.45","40","50"
"1989","secondary school degree","higher vocational","38.36","40","105","15","35","45","55","35.62","41.1","40","42"
"1989","secondary school degree","in school","","","","","","","","","","",""
"1989","secondary school degree","inadequately","","","","","","","","","","",""
"1989","secondary school degree","middle vocational","40.15","40","712","25","39","44","50","39.41","40.89","40","40"
"1989","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1990","college entrance qualification","general elemantary","","","","","","","","","","",""
"1990","college entrance qualification","higher education","42.37","44","799","27","39","50","52","41.61","43.13","45","45"
"1990","college entrance qualification","higher vocational","42.57","42.13","77","31","39","48","55","40.18","44.96","39","43"
"1990","college entrance qualification","in school","","","","","","","","","","",""
"1990","college entrance qualification","inadequately","","","","","","","","","","",""
"1990","college entrance qualification","middle vocational","33.35","39","123","10","20","40","45","30.87","35.83","38.5","39.5"
"1990","college entrance qualification","vocational + Abi","39.35","40","189","20","38.5","45","50","37.76","40.94","40","42.5"
"1990","lower secondary degree","general elemantary","36.88","39","772","17","30","42","50","36.02","37.74","39","40"
"1990","lower secondary degree","higher education","45.09","46.46","83","30","40","51","55","42.9","47.28","45","48"
"1990","lower secondary degree","higher vocational","43.71","42","206","35","39","50","60","42.15","45.27","42","45"
"1990","lower secondary degree","in school","","","","","","","","","","",""
"1990","lower secondary degree","inadequately","","","","","","","","","","",""
"1990","lower secondary degree","middle vocational","40.28","40","2420","24","37.5","45.5","51","39.82","40.74","40","40"
"1990","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1990","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1990","no degree/no degree yet","higher education","","","","","","","","","","",""
"1990","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1990","no degree/no degree yet","in school","","","","","","","","","","",""
"1990","no degree/no degree yet","inadequately","38.35","39","314","30","37.5","40","46","37.32","39.38","38.5","39"
"1990","no degree/no degree yet","middle vocational","39.13","40","45","25","37.5","43","45","37.19","41.07","38","40"
"1990","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1990","Other degree","general elemantary","38.62","39","359","30","37.5","40","47","37.7","39.54","38.5","40"
"1990","Other degree","higher education","","","","","","","","","","",""
"1990","Other degree","higher vocational","","","","","","","","","","",""
"1990","Other degree","in school","","","","","","","","","","",""
"1990","Other degree","inadequately","","","","","","","","","","",""
"1990","Other degree","middle vocational","41.27","40","273","36.5","37.5","44","50","40.17","42.37","40","40"
"1990","Other degree","vocational + Abi","40.8","40","42","37","37.5","45","46","39.19","42.41","38.5","40"
"1990","secondary school degree","general elemantary","39.46","40","323","29","38","43","50","38.49","40.43","40","40"
"1990","secondary school degree","higher education","44.96","46","408","33","40","51","54","43.99","45.93","45","48"
"1990","secondary school degree","higher vocational","42.18","42","240","25","39","50","56","40.64","43.72","43","45"
"1990","secondary school degree","in school","","","","","","","","","","",""
"1990","secondary school degree","inadequately","","","","","","","","","","",""
"1990","secondary school degree","middle vocational","41.84","41","1742","29","38.5","48","51","41.35","42.33","42","43"
"1990","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1991","college entrance qualification","general elemantary","","","","","","","","","","",""
"1991","college entrance qualification","higher education","41.56","42","757","23","38.5","50","55","40.71","42.41","41","42.5"
"1991","college entrance qualification","higher vocational","40.74","40","82","20","38.5","49.5","55","38.38","43.1","38.5","40.5"
"1991","college entrance qualification","in school","","","","","","","","","","",""
"1991","college entrance qualification","inadequately","","","","","","","","","","",""
"1991","college entrance qualification","middle vocational","36.89","39.37","128","12","35","45","50","34.19","39.59","38","40"
"1991","college entrance qualification","vocational + Abi","38","40","198","18","38","43","48","36.44","39.56","40","40"
"1991","lower secondary degree","general elemantary","35.99","38.5","718","15","30","40","50","35.06","36.92","38.5","39.5"
"1991","lower secondary degree","higher education","41.88","40","60","25","40","45","55","39.16","44.6","40","45"
"1991","lower secondary degree","higher vocational","43.25","42","208","36","39","48","60","41.66","44.84","40","42"
"1991","lower secondary degree","in school","","","","","","","","","","",""
"1991","lower secondary degree","inadequately","","","","","","","","","","",""
"1991","lower secondary degree","middle vocational","39.32","40","2172","22.5","37.5","44.5","50","38.84","39.8","40","40"
"1991","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1991","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1991","no degree/no degree yet","higher education","","","","","","","","","","",""
"1991","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1991","no degree/no degree yet","in school","","","","","","","","","","",""
"1991","no degree/no degree yet","inadequately","37.84","38.68","319","21","37.5","40","46","36.67","39.01","38","39"
"1991","no degree/no degree yet","middle vocational","38.21","38.92","43","21","37.5","40","45","36.21","40.21","37.5","40"
"1991","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1991","Other degree","general elemantary","39.67","40","345","36","37.5","40","50","38.75","40.59","38.5","40"
"1991","Other degree","higher education","","","","","","","","","","",""
"1991","Other degree","higher vocational","","","","","","","","","","",""
"1991","Other degree","in school","","","","","","","","","","",""
"1991","Other degree","inadequately","","","","","","","","","","",""
"1991","Other degree","middle vocational","39.15","39","266","32","37.5","40","47","38.03","40.27","39","40"
"1991","Other degree","vocational + Abi","40.35","39.75","47","36","37.5","42","50","37.52","43.18","38","40"
"1991","secondary school degree","general elemantary","37.6","39.4","290","22","37.5","40","44","36.62","38.58","39","40"
"1991","secondary school degree","higher education","42.3","42","375","30","40","48","50","41.35","43.25","40","42"
"1991","secondary school degree","higher vocational","39.07","40","225","19.5","37","45","55","37.23","40.91","40","42"
"1991","secondary school degree","in school","","","","","","","","","","",""
"1991","secondary school degree","inadequately","","","","","","","","","","",""
"1991","secondary school degree","middle vocational","39.9","40","1579","25","38","44","50","39.38","40.42","40","40"
"1991","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1992","college entrance qualification","general elemantary","","","","","","","","","","",""
"1992","college entrance qualification","higher education","41.26","42","738","24","38.5","50","55","40.42","42.1","42","44"
"1992","college entrance qualification","higher vocational","38.93","40","89","25","37.5","45","47","36.86","41","38.5","40"
"1992","college entrance qualification","in school","","","","","","","","","","",""
"1992","college entrance qualification","inadequately","","","","","","","","","","",""
"1992","college entrance qualification","middle vocational","35.94","39.5","130","10","37","43","50","33.42","38.46","38.5","40"
"1992","college entrance qualification","vocational + Abi","38.63","40","190","20","38","45","50","36.98","40.28","40","41"
"1992","lower secondary degree","general elemantary","35.47","38.5","662","15","30","40","49","34.56","36.38","38.5","39"
"1992","lower secondary degree","higher education","44.04","42.17","45","35","38.5","50","60","41.02","47.06","40","45"
"1992","lower secondary degree","higher vocational","44.44","42","196","37.5","40","50","60","42.93","45.95","41","45"
"1992","lower secondary degree","in school","","","","","","","","","","",""
"1992","lower secondary degree","inadequately","","","","","","","","","","",""
"1992","lower secondary degree","middle vocational","39.79","40","2006","24","38","44","50","39.3","40.28","40","40"
"1992","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1992","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1992","no degree/no degree yet","higher education","","","","","","","","","","",""
"1992","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1992","no degree/no degree yet","in school","","","","","","","","","","",""
"1992","no degree/no degree yet","inadequately","39.01","38.5","281","30","37.5","40","50","37.95","40.07","38","39"
"1992","no degree/no degree yet","middle vocational","38.68","38.5","42","37.2999992370605","37.5","40","45","36.1","41.26","38","40"
"1992","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1992","Other degree","general elemantary","39.12","38.5","325","35","37.5","40","48","38.17","40.07","38","38.5"
"1992","Other degree","higher education","","","","","","","","","","",""
"1992","Other degree","higher vocational","","","","","","","","","","",""
"1992","Other degree","in school","","","","","","","","","","",""
"1992","Other degree","inadequately","","","","","","","","","","",""
"1992","Other degree","middle vocational","40.08","40","248","37","37.5","42","50","38.99","41.17","39","40"
"1992","Other degree","vocational + Abi","40.19","38.5","39","37","37.5","40","48","38.39","41.99","37.5","40"
"1992","secondary school degree","general elemantary","37.45","39.74","292","23","38","40","44","36.51","38.39","39.5","40"
"1992","secondary school degree","higher education","43.78","42","373","35","40","50","60","42.82","44.74","40","42"
"1992","secondary school degree","higher vocational","39.69","40","225","20","37.5","45","55","37.96","41.42","40","43"
"1992","secondary school degree","in school","","","","","","","","","","",""
"1992","secondary school degree","inadequately","","","","","","","","","","",""
"1992","secondary school degree","middle vocational","40.11","40","1537","25","38.5","45","50","39.62","40.6","40","40"
"1992","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1993","college entrance qualification","general elemantary","","","","","","","","","","",""
"1993","college entrance qualification","higher education","41.11","42","717","25","38.5","48","53","40.26","41.96","42","43"
"1993","college entrance qualification","higher vocational","41.29","40","85","30","38.5","45","56","39.22","43.36","38.5","40"
"1993","college entrance qualification","in school","","","","","","","","","","",""
"1993","college entrance qualification","inadequately","","","","","","","","","","",""
"1993","college entrance qualification","middle vocational","36.23","38.89","131","15","32","42","48","33.89","38.57","38","40"
"1993","college entrance qualification","vocational + Abi","36.3","40","199","18","30","43.5","50","34.53","38.07","40","40"
"1993","lower secondary degree","general elemantary","35.15","38.07","640","15","30","40","48","34.22","36.08","38","39"
"1993","lower secondary degree","higher education","43.84","43.74","39","35","40","50","60","39.83","47.85","40","50"
"1993","lower secondary degree","higher vocational","40.51","40","179","20","38","47","57.5","38.62","42.4","40","42"
"1993","lower secondary degree","in school","","","","","","","","","","",""
"1993","lower secondary degree","inadequately","","","","","","","","","","",""
"1993","lower secondary degree","middle vocational","39.32","40","1871","23","37.5","43","50","38.81","39.83","40","40"
"1993","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1993","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"1993","no degree/no degree yet","higher education","","","","","","","","","","",""
"1993","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"1993","no degree/no degree yet","in school","","","","","","","","","","",""
"1993","no degree/no degree yet","inadequately","38.67","39","276","33","37.5","40","45","37.46","39.88","38","38.5"
"1993","no degree/no degree yet","middle vocational","37.86","38.48","36","23","37.5","40","46","35.32","40.4","37.5","40"
"1993","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"1993","Other degree","general elemantary","38.81","38.18","310","32","37.5","40","45","37.87","39.75","38","38.5"
"1993","Other degree","higher education","","","","","","","","","","",""
"1993","Other degree","higher vocational","","","","","","","","","","",""
"1993","Other degree","in school","","","","","","","","","","",""
"1993","Other degree","inadequately","","","","","","","","","","",""
"1993","Other degree","middle vocational","39.12","38.8","232","36","37.5","40","48","37.99","40.25","38","40"
"1993","Other degree","vocational + Abi","39.03","40","36","20","37.5","48","50","35.46","42.6","37.5","40"
"1993","secondary school degree","general elemantary","36.94","39.46","281","21.5","37.5","40","45","35.85","38.03","39","40"
"1993","secondary school degree","higher education","43.72","42","369","35","40","48","55","42.7","44.74","42","43"
"1993","secondary school degree","higher vocational","41.25","40","214","22.5","37.5","45","60","39.37","43.13","40","42"
"1993","secondary school degree","in school","","","","","","","","","","",""
"1993","secondary school degree","inadequately","","","","","","","","","","",""
"1993","secondary school degree","middle vocational","40.15","40","1563","24","38","45","50","39.62","40.68","40","40"
"1993","secondary school degree","vocational + Abi","","","","","","","","","","",""
"1994","college entrance qualification","general elemantary","","","","","","","","","","",""
"1994","college entrance qualification","higher education","41.06","41.19","769","20","38.5","48.5","55","40.22","41.9","42","44"
"1994","college entrance qualification","higher vocational","39.41","39","86","20","38","44","50","37.13","41.69","38.5","40"
"1994","college entrance qualification","in school","","","","","","","","","","",""
"1994","college entrance qualification","inadequately","","","","","","","","","","",""
"1994","college entrance qualification","middle vocational","36.19","38.5","148","15","35","42","48","33.85","38.53","37.5","39.5"
"1994","college entrance qualification","vocational + Abi","37.7","40","205","17","37","42","50","36.11","39.29","40","40"
"1994","lower secondary degree","general elemantary","35.12","38.5","540","13","25","40","47.5","34.03","36.21","38","39"
"1994","lower secondary degree","higher education","45.93","44.57","39","38.5","40","50","60","42.96","48.9","40","50"
"1994","lower secondary degree","higher vocational","39.89","40","170","20","38","43","55","38.03","41.75","40","42"
"1994","lower secondary degree","in school","","","","","","","","","","",""
"1994","lower secondary degree","inadequately","","","","","","","","","","",""
"1994","lower secondary degree","middle vocational","39.29","40","1774","24","37.5","44","50","38.77","39.81","40","40"
"1994","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"1994","no degree/no degree yet","general elemantary","","","","","","","","","","",""
