"plh0213","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","35-65 y.","Male","873","0.151930734736697","0.142548581315211","0.161312888158183"
"4 on scale 1-7","2005","35-65 y.","Female","644","0.111406614317229","0.103434760528417","0.119378468106041"
"4 on scale 1-7","2005","66 and older","Male","266","0.151750650382835","0.134809905570179","0.16869139519549"
"4 on scale 1-7","2005","66 and older","Female","281","0.129824223740237","0.115267471951662","0.144380975528812"
"5 on scale 1-7","2005","16-34 y.","Male","604","0.227843622807611","0.211560629539471","0.24412661607575"
"5 on scale 1-7","2005","16-34 y.","Female","592","0.218318261292024","0.202942622378569","0.233693900205479"
"5 on scale 1-7","2005","35-65 y.","Male","1410","0.238288740580917","0.2271532078739","0.249424273287933"
"5 on scale 1-7","2005","35-65 y.","Female","1324","0.232106359598002","0.221409744859416","0.242802974336588"
"5 on scale 1-7","2005","66 and older","Male","417","0.236068855357194","0.216017122617498","0.25612058809689"
"5 on scale 1-7","2005","66 and older","Female","459","0.230396200159044","0.212159159237613","0.248633241080476"
"6 on scale 1-7","2005","16-34 y.","Male","730","0.300629836242375","0.282829313193443","0.318430359291306"
"6 on scale 1-7","2005","16-34 y.","Female","826","0.280023077770849","0.263311041998997","0.296735113542702"
"6 on scale 1-7","2005","35-65 y.","Male","1461","0.257456671547271","0.246028492797376","0.268884850297165"
"6 on scale 1-7","2005","35-65 y.","Female","1806","0.288376516679267","0.276898750320132","0.299854283038401"
"6 on scale 1-7","2005","66 and older","Male","366","0.214665391955727","0.195278247900007","0.234052536011447"
"6 on scale 1-7","2005","66 and older","Female","509","0.239064595093886","0.220592564378721","0.257536625809052"
"7 Strongly agree","2005","16-34 y.","Male","614","0.246482488249448","0.229752220826455","0.263212755672441"
"7 Strongly agree","2005","16-34 y.","Female","894","0.320364996665125","0.302997646741218","0.337732346589032"
"7 Strongly agree","2005","35-65 y.","Male","1322","0.247859449622194","0.236574066910062","0.259144832334327"
"7 Strongly agree","2005","35-65 y.","Female","1869","0.306831815397461","0.295147001390204","0.318516629404717"
"7 Strongly agree","2005","66 and older","Male","431","0.250718301767503","0.230252864258558","0.271183739276449"
"7 Strongly agree","2005","66 and older","Female","620","0.314232835337964","0.294128151850926","0.334337518825002"
"1 Strongly disagree","2006","16-34 y.","Male","","","",""
"1 Strongly disagree","2006","16-34 y.","Female","","","",""
"1 Strongly disagree","2006","35-65 y.","Male","","","",""
"1 Strongly disagree","2006","35-65 y.","Female","","","",""
"1 Strongly disagree","2006","66 and older","Male","","","",""
"1 Strongly disagree","2006","66 and older","Female","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2006","66 and older","Male","","","",""
"2 on scale 1-7 ","2006","66 and older","Female","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2006","66 and older","Male","","","",""
"3 on scale 1-7 ","2006","66 and older","Female","","","",""
"4 on scale 1-7","2006","16-34 y.","Male","","","",""
"4 on scale 1-7","2006","16-34 y.","Female","","","",""
"4 on scale 1-7","2006","35-65 y.","Male","","","",""
"4 on scale 1-7","2006","35-65 y.","Female","","","",""
"4 on scale 1-7","2006","66 and older","Male","","","",""
"4 on scale 1-7","2006","66 and older","Female","","","",""
"5 on scale 1-7","2006","16-34 y.","Male","","","",""
"5 on scale 1-7","2006","16-34 y.","Female","","","",""
"5 on scale 1-7","2006","35-65 y.","Male","","","",""
"5 on scale 1-7","2006","35-65 y.","Female","","","",""
"5 on scale 1-7","2006","66 and older","Male","","","",""
"5 on scale 1-7","2006","66 and older","Female","","","",""
"6 on scale 1-7","2006","16-34 y.","Male","","","",""
"6 on scale 1-7","2006","16-34 y.","Female","","","",""
"6 on scale 1-7","2006","35-65 y.","Male","","","",""
"6 on scale 1-7","2006","35-65 y.","Female","","","",""
"6 on scale 1-7","2006","66 and older","Male","","","",""
"6 on scale 1-7","2006","66 and older","Female","","","",""
"7 Strongly agree","2006","16-34 y.","Male","","","",""
"7 Strongly agree","2006","16-34 y.","Female","","","",""
"7 Strongly agree","2006","35-65 y.","Male","","","",""
"7 Strongly agree","2006","35-65 y.","Female","","","",""
"7 Strongly agree","2006","66 and older","Male","","","",""
"7 Strongly agree","2006","66 and older","Female","","","",""
"1 Strongly disagree","2007","16-34 y.","Male","","","",""
"1 Strongly disagree","2007","16-34 y.","Female","","","",""
"1 Strongly disagree","2007","35-65 y.","Male","","","",""
"1 Strongly disagree","2007","35-65 y.","Female","","","",""
"1 Strongly disagree","2007","66 and older","Male","","","",""
"1 Strongly disagree","2007","66 and older","Female","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2007","66 and older","Male","","","",""
"2 on scale 1-7 ","2007","66 and older","Female","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2007","66 and older","Male","","","",""
"3 on scale 1-7 ","2007","66 and older","Female","","","",""
"4 on scale 1-7","2007","16-34 y.","Male","","","",""
"4 on scale 1-7","2007","16-34 y.","Female","","","",""
"4 on scale 1-7","2007","35-65 y.","Male","","","",""
"4 on scale 1-7","2007","35-65 y.","Female","","","",""
"4 on scale 1-7","2007","66 and older","Male","","","",""
"4 on scale 1-7","2007","66 and older","Female","","","",""
"5 on scale 1-7","2007","16-34 y.","Male","","","",""
"5 on scale 1-7","2007","16-34 y.","Female","","","",""
"5 on scale 1-7","2007","35-65 y.","Male","","","",""
"5 on scale 1-7","2007","35-65 y.","Female","","","",""
"5 on scale 1-7","2007","66 and older","Male","","","",""
"5 on scale 1-7","2007","66 and older","Female","","","",""
"6 on scale 1-7","2007","16-34 y.","Male","","","",""
"6 on scale 1-7","2007","16-34 y.","Female","","","",""
"6 on scale 1-7","2007","35-65 y.","Male","","","",""
"6 on scale 1-7","2007","35-65 y.","Female","","","",""
"6 on scale 1-7","2007","66 and older","Male","","","",""
"6 on scale 1-7","2007","66 and older","Female","","","",""
"7 Strongly agree","2007","16-34 y.","Male","","","",""
"7 Strongly agree","2007","16-34 y.","Female","","","",""
"7 Strongly agree","2007","35-65 y.","Male","","","",""
"7 Strongly agree","2007","35-65 y.","Female","","","",""
"7 Strongly agree","2007","66 and older","Male","","","",""
"7 Strongly agree","2007","66 and older","Female","","","",""
"1 Strongly disagree","2008","16-34 y.","Male","","","",""
"1 Strongly disagree","2008","16-34 y.","Female","","","",""
"1 Strongly disagree","2008","35-65 y.","Male","","","",""
"1 Strongly disagree","2008","35-65 y.","Female","","","",""
"1 Strongly disagree","2008","66 and older","Male","","","",""
"1 Strongly disagree","2008","66 and older","Female","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2008","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2008","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2008","66 and older","Male","","","",""
"2 on scale 1-7 ","2008","66 and older","Female","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2008","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2008","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2008","66 and older","Male","","","",""
"3 on scale 1-7 ","2008","66 and older","Female","","","",""
"4 on scale 1-7","2008","16-34 y.","Male","","","",""
"4 on scale 1-7","2008","16-34 y.","Female","","","",""
"4 on scale 1-7","2008","35-65 y.","Male","","","",""
"4 on scale 1-7","2008","35-65 y.","Female","","","",""
"4 on scale 1-7","2008","66 and older","Male","","","",""
"4 on scale 1-7","2008","66 and older","Female","","","",""
"5 on scale 1-7","2008","16-34 y.","Male","","","",""
"5 on scale 1-7","2008","16-34 y.","Female","","","",""
"5 on scale 1-7","2008","35-65 y.","Male","","","",""
"5 on scale 1-7","2008","35-65 y.","Female","","","",""
"5 on scale 1-7","2008","66 and older","Male","","","",""
"5 on scale 1-7","2008","66 and older","Female","","","",""
"6 on scale 1-7","2008","16-34 y.","Male","","","",""
"6 on scale 1-7","2008","16-34 y.","Female","","","",""
"6 on scale 1-7","2008","35-65 y.","Male","","","",""
"6 on scale 1-7","2008","35-65 y.","Female","","","",""
"6 on scale 1-7","2008","66 and older","Male","","","",""
"6 on scale 1-7","2008","66 and older","Female","","","",""
"7 Strongly agree","2008","16-34 y.","Male","","","",""
"7 Strongly agree","2008","16-34 y.","Female","","","",""
"7 Strongly agree","2008","35-65 y.","Male","","","",""
"7 Strongly agree","2008","35-65 y.","Female","","","",""
"7 Strongly agree","2008","66 and older","Male","","","",""
"7 Strongly agree","2008","66 and older","Female","","","",""
"1 Strongly disagree","2009","16-34 y.","Male","","","",""
"1 Strongly disagree","2009","16-34 y.","Female","","","",""
"1 Strongly disagree","2009","35-65 y.","Male","38","0.0100331212607524","0.00718691741988285","0.012879325101622"
"1 Strongly disagree","2009","35-65 y.","Female","","","",""
"1 Strongly disagree","2009","66 and older","Male","","","",""
"1 Strongly disagree","2009","66 and older","Female","","","",""
"2 on scale 1-7 ","2009","16-34 y.","Male","64","0.0354791533150821","0.0272025329252292","0.043755773704935"
"2 on scale 1-7 ","2009","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2009","35-65 y.","Male","163","0.040147568544521","0.0345413568078901","0.0457537802811519"
"2 on scale 1-7 ","2009","35-65 y.","Female","73","0.0150101935054044","0.0116896335236409","0.0183307534871679"
"2 on scale 1-7 ","2009","66 and older","Male","54","0.0337862316370156","0.0257955498183407","0.0417769134556904"
"2 on scale 1-7 ","2009","66 and older","Female","60","0.0282753661999558","0.0213219704380281","0.0352287619618835"
"3 on scale 1-7 ","2009","16-34 y.","Male","165","0.0745492248895728","0.0627973047491536","0.086301145029992"
"3 on scale 1-7 ","2009","16-34 y.","Female","92","0.0507049199443911","0.0412559665417349","0.0601538733470473"
"3 on scale 1-7 ","2009","35-65 y.","Male","397","0.0806998128196591","0.0729211924702699","0.0884784331690484"
"3 on scale 1-7 ","2009","35-65 y.","Female","244","0.0551170119740941","0.0488849155569071","0.0613491083912811"
"3 on scale 1-7 ","2009","66 and older","Male","173","0.0869558467576923","0.0744942804286362","0.0994174130867483"
"3 on scale 1-7 ","2009","66 and older","Female","119","0.0584460916646683","0.0486054921898579","0.0682866911394786"
"4 on scale 1-7","2009","16-34 y.","Male","295","0.173230638962497","0.15629837055435","0.190162907370644"
"4 on scale 1-7","2009","16-34 y.","Female","245","0.125289689157923","0.111032043062881","0.139547335252966"
"4 on scale 1-7","2009","35-65 y.","Male","784","0.166566519803008","0.155925899047221","0.177207140558796"
"4 on scale 1-7","2009","35-65 y.","Female","621","0.130957658776437","0.121744931064823","0.140170386488051"
"4 on scale 1-7","2009","66 and older","Male","336","0.189639811155873","0.1723025235032","0.206977098808547"
"4 on scale 1-7","2009","66 and older","Female","315","0.14588711520692","0.131079424717757","0.160694805696082"
"5 on scale 1-7","2009","16-34 y.","Male","442","0.230479996277569","0.211637554599667","0.249322437955472"
"5 on scale 1-7","2009","16-34 y.","Female","415","0.200938734497832","0.183681153821018","0.218196315174646"
"5 on scale 1-7","2009","35-65 y.","Male","1184","0.250514383938864","0.238139657067401","0.262889110810326"
"5 on scale 1-7","2009","35-65 y.","Female","1146","0.228407492404013","0.216943088193779","0.239871896614248"
"5 on scale 1-7","2009","66 and older","Male","495","0.241830528576304","0.222893315821445","0.260767741331163"
"5 on scale 1-7","2009","66 and older","Female","503","0.221513878376824","0.204093919277439","0.238933837476209"
"6 on scale 1-7","2009","16-34 y.","Male","510","0.254263007167388","0.234780491383608","0.273745522951168"
"6 on scale 1-7","2009","16-34 y.","Female","646","0.286434368022384","0.266963398955741","0.305905337089028"
"6 on scale 1-7","2009","35-65 y.","Male","1171","0.248283299780185","0.235945478040491","0.260621121519878"
"6 on scale 1-7","2009","35-65 y.","Female","1457","0.263774312567537","0.251739923467933","0.275808701667142"
"6 on scale 1-7","2009","66 and older","Male","459","0.215899926755868","0.197703364652121","0.234096488859615"
"6 on scale 1-7","2009","66 and older","Female","557","0.252927378509945","0.234692597377883","0.271162159642008"
"7 Strongly agree","2009","16-34 y.","Male","432","0.226810822428659","0.20807445590285","0.245547188954468"
"7 Strongly agree","2009","16-34 y.","Female","645","0.318230491638035","0.298169715879204","0.338291267396866"
"7 Strongly agree","2009","35-65 y.","Male","973","0.203755293853011","0.192252181358257","0.215258406347765"
"7 Strongly agree","2009","35-65 y.","Female","1591","0.303185624392723","0.290633559679702","0.315737689105744"
"7 Strongly agree","2009","66 and older","Male","425","0.218125257163091","0.199861130113233","0.23638938421295"
"7 Strongly agree","2009","66 and older","Female","605","0.280333352235907","0.261491469506363","0.299175234965451"
"1 Strongly disagree","2010","16-34 y.","Male","","","",""
"1 Strongly disagree","2010","16-34 y.","Female","","","",""
"1 Strongly disagree","2010","35-65 y.","Male","","","",""
"1 Strongly disagree","2010","35-65 y.","Female","","","",""
"1 Strongly disagree","2010","66 and older","Male","","","",""
"1 Strongly disagree","2010","66 and older","Female","","","",""
"2 on scale 1-7 ","2010","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2010","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2010","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2010","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2010","66 and older","Male","","","",""
"2 on scale 1-7 ","2010","66 and older","Female","","","",""
"3 on scale 1-7 ","2010","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2010","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2010","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2010","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2010","66 and older","Male","","","",""
"3 on scale 1-7 ","2010","66 and older","Female","","","",""
"4 on scale 1-7","2010","16-34 y.","Male","","","",""
"4 on scale 1-7","2010","16-34 y.","Female","","","",""
"4 on scale 1-7","2010","35-65 y.","Male","","","",""
"4 on scale 1-7","2010","35-65 y.","Female","","","",""
"4 on scale 1-7","2010","66 and older","Male","","","",""
"4 on scale 1-7","2010","66 and older","Female","","","",""
"5 on scale 1-7","2010","16-34 y.","Male","","","",""
"5 on scale 1-7","2010","16-34 y.","Female","","","",""
"5 on scale 1-7","2010","35-65 y.","Male","","","",""
"5 on scale 1-7","2010","35-65 y.","Female","","","",""
"5 on scale 1-7","2010","66 and older","Male","","","",""
"5 on scale 1-7","2010","66 and older","Female","","","",""
"6 on scale 1-7","2010","16-34 y.","Male","","","",""
"6 on scale 1-7","2010","16-34 y.","Female","","","",""
"6 on scale 1-7","2010","35-65 y.","Male","","","",""
"6 on scale 1-7","2010","35-65 y.","Female","","","",""
"6 on scale 1-7","2010","66 and older","Male","","","",""
"6 on scale 1-7","2010","66 and older","Female","","","",""
"7 Strongly agree","2010","16-34 y.","Male","","","",""
"7 Strongly agree","2010","16-34 y.","Female","","","",""
"7 Strongly agree","2010","35-65 y.","Male","","","",""
"7 Strongly agree","2010","35-65 y.","Female","","","",""
"7 Strongly agree","2010","66 and older","Male","","","",""
"7 Strongly agree","2010","66 and older","Female","","","",""
"1 Strongly disagree","2011","16-34 y.","Male","","","",""
"1 Strongly disagree","2011","16-34 y.","Female","","","",""
"1 Strongly disagree","2011","35-65 y.","Male","","","",""
"1 Strongly disagree","2011","35-65 y.","Female","","","",""
"1 Strongly disagree","2011","66 and older","Male","","","",""
"1 Strongly disagree","2011","66 and older","Female","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2011","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Male","","","",""
"2 on scale 1-7 ","2011","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2011","66 and older","Male","","","",""
"2 on scale 1-7 ","2011","66 and older","Female","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Male","","","",""
"3 on scale 1-7 ","2011","16-34 y.","Female","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Male","","","",""
"3 on scale 1-7 ","2011","35-65 y.","Female","","","",""
"3 on scale 1-7 ","2011","66 and older","Male","","","",""
"3 on scale 1-7 ","2011","66 and older","Female","","","",""
"4 on scale 1-7","2011","16-34 y.","Male","","","",""
"4 on scale 1-7","2011","16-34 y.","Female","","","",""
"4 on scale 1-7","2011","35-65 y.","Male","","","",""
"4 on scale 1-7","2011","35-65 y.","Female","","","",""
"4 on scale 1-7","2011","66 and older","Male","","","",""
"4 on scale 1-7","2011","66 and older","Female","","","",""
"5 on scale 1-7","2011","16-34 y.","Male","","","",""
"5 on scale 1-7","2011","16-34 y.","Female","","","",""
"5 on scale 1-7","2011","35-65 y.","Male","","","",""
"5 on scale 1-7","2011","35-65 y.","Female","","","",""
"5 on scale 1-7","2011","66 and older","Male","","","",""
"5 on scale 1-7","2011","66 and older","Female","","","",""
"6 on scale 1-7","2011","16-34 y.","Male","","","",""
"6 on scale 1-7","2011","16-34 y.","Female","","","",""
"6 on scale 1-7","2011","35-65 y.","Male","","","",""
"6 on scale 1-7","2011","35-65 y.","Female","","","",""
"6 on scale 1-7","2011","66 and older","Male","","","",""
"6 on scale 1-7","2011","66 and older","Female","","","",""
"7 Strongly agree","2011","16-34 y.","Male","","","",""
"7 Strongly agree","2011","16-34 y.","Female","","","",""
"7 Strongly agree","2011","35-65 y.","Male","","","",""
"7 Strongly agree","2011","35-65 y.","Female","","","",""
"7 Strongly agree","2011","66 and older","Male","","","",""
"7 Strongly agree","2011","66 and older","Female","","","",""
"1 Strongly disagree","2012","16-34 y.","Male","","","",""
"1 Strongly disagree","2012","16-34 y.","Female","","","",""
"1 Strongly disagree","2012","35-65 y.","Male","","","",""
"1 Strongly disagree","2012","35-65 y.","Female","","","",""
"1 Strongly disagree","2012","66 and older","Male","","","",""
"1 Strongly disagree","2012","66 and older","Female","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Male","","","",""
"2 on scale 1-7 ","2012","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2012","35-65 y.","Male","46","0.0199125959322905","0.0139104245016901","0.0259147673628909"
"2 on scale 1-7 ","2012","35-65 y.","Female","","","",""
"2 on scale 1-7 ","2012","66 and older","Male","","","",""
"2 on scale 1-7 ","2012","66 and older","Female","","","",""
"3 on scale 1-7 ","2012","16-34 y.","Male","41","0.0411390765593393","0.0273416962056915","0.0549364569129871"
"3 on scale 1-7 ","2012","16-34 y.","Female","47","0.0294141596661119","0.0205760428903123","0.0382522764419115"
"3 on scale 1-7 ","2012","35-65 y.","Male","105","0.0453268051519649","0.0363892863228248","0.054264323981105"
"3 on scale 1-7 ","2012","35-65 y.","Female","82","0.0309179749440823","0.0245315858321515","0.0373043640560131"
"3 on scale 1-7 ","2012","66 and older","Male","","","",""
"3 on scale 1-7 ","2012","66 and older","Female","","","",""
"4 on scale 1-7","2012","16-34 y.","Male","94","0.113783874688186","0.091724066060552","0.135843683315819"
"4 on scale 1-7","2012","16-34 y.","Female","118","0.0842350331718119","0.0697071303759287","0.0987629359676952"
"4 on scale 1-7","2012","35-65 y.","Male","276","0.135442192118487","0.120739865835598","0.150144518401376"
"4 on scale 1-7","2012","35-65 y.","Female","221","0.0754184081497262","0.0656756731871122","0.0851611431123401"
"4 on scale 1-7","2012","66 and older","Male","","","",""
"4 on scale 1-7","2012","66 and older","Female","","","",""
"5 on scale 1-7","2012","16-34 y.","Male","208","0.266120772417019","0.235420428375092","0.296821116458946"
"5 on scale 1-7","2012","16-34 y.","Female","253","0.184398003361169","0.164112687036052","0.204683319686287"
"5 on scale 1-7","2012","35-65 y.","Male","506","0.240899109619115","0.222526138230192","0.259272081008038"
"5 on scale 1-7","2012","35-65 y.","Female","529","0.186191129400527","0.171829282619582","0.200552976181473"
"5 on scale 1-7","2012","66 and older","Male","","","",""
"5 on scale 1-7","2012","66 and older","Female","","","",""
"6 on scale 1-7","2012","16-34 y.","Male","218","0.273766036761001","0.242790444477454","0.304741629044547"
"6 on scale 1-7","2012","16-34 y.","Female","452","0.315240897921392","0.290938186948853","0.339543608893931"
"6 on scale 1-7","2012","35-65 y.","Male","574","0.268743067775729","0.24969654570826","0.287789589843199"
"6 on scale 1-7","2012","35-65 y.","Female","861","0.29402478525838","0.277215227640589","0.310834342876171"
"6 on scale 1-7","2012","66 and older","Male","","","",""
"6 on scale 1-7","2012","66 and older","Female","","","",""
"7 Strongly agree","2012","16-34 y.","Male","220","0.287564927534736","0.256121334901059","0.319008520168413"
"7 Strongly agree","2012","16-34 y.","Female","514","0.375068996223785","0.349744771669952","0.400393220777617"
"7 Strongly agree","2012","35-65 y.","Male","556","0.281657110765083","0.262331273889109","0.300982947641057"
"7 Strongly agree","2012","35-65 y.","Female","1107","0.405107902163357","0.386995583779977","0.423220220546736"
"7 Strongly agree","2012","66 and older","Male","","","",""
"7 Strongly agree","2012","66 and older","Female","","","",""
"1 Strongly disagree","2013","16-34 y.","Male","","","",""
"1 Strongly disagree","2013","16-34 y.","Female","","","",""
"1 Strongly disagree","2013","35-65 y.","Male","31","0.00795093965402715","0.00541402610682135","0.010487853201233"
"1 Strongly disagree","2013","35-65 y.","Female","","","",""
"1 Strongly disagree","2013","66 and older","Male","","","",""
"1 Strongly disagree","2013","66 and older","Female","","","",""
"2 on scale 1-7 ","2013","16-34 y.","Male","48","0.0252826372385065","0.0178959639737631","0.0326693105032498"
"2 on scale 1-7 ","2013","16-34 y.","Female","","","",""
"2 on scale 1-7 ","2013","35-65 y.","Male","122","0.0258385548032522","0.0213066639452359","0.0303704456612684"
"2 on scale 1-7 ","2013","35-65 y.","Female","78","0.0161985274229346","0.0128671221857755","0.0195299326600936"
"2 on scale 1-7 ","2013","66 and older","Male","60","0.0255081207527946","0.0191912049832407","0.0318250365223486"
"2 on scale 1-7 ","2013","66 and older","Female","","","",""
"3 on scale 1-7 ","2013","16-34 y.","Male","126","0.0763841575051405","0.0638860088857219","0.0888823061245591"
"3 on scale 1-7 ","2013","16-34 y.","Female","70","0.0301698833697495","0.0225990455490602","0.0377407211904388"
"3 on scale 1-7 ","2013","35-65 y.","Male","363","0.0774927635513318","0.0698553672027936","0.0851301598998701"
"3 on scale 1-7 ","2013","35-65 y.","Female","184","0.0331474962126598","0.0284231530040237","0.0378718394212959"
"3 on scale 1-7 ","2013","66 and older","Male","136","0.0677067771383913","0.0576404955208936","0.077773058755889"
"3 on scale 1-7 ","2013","66 and older","Female","92","0.040688035482457","0.0330228786120797","0.0483531923528344"
"4 on scale 1-7","2013","16-34 y.","Male","267","0.169903493304037","0.152232384589832","0.187574602018243"
"4 on scale 1-7","2013","16-34 y.","Female","192","0.0954812152661071","0.0824742177154625","0.108488212816752"
"4 on scale 1-7","2013","35-65 y.","Male","717","0.149939527967804","0.139741578761457","0.160137477174152"
"4 on scale 1-7","2013","35-65 y.","Female","556","0.111659012175558","0.103347640510417","0.119970383840699"
"4 on scale 1-7","2013","66 and older","Male","363","0.152123447713033","0.137734099110095","0.16651279631597"
"4 on scale 1-7","2013","66 and older","Female","271","0.107756325319719","0.0957261797839255","0.119786470855513"
"5 on scale 1-7","2013","16-34 y.","Male","438","0.233009271340522","0.213117199937822","0.252901342743222"
"5 on scale 1-7","2013","16-34 y.","Female","429","0.209252449955092","0.191248678243441","0.227256221666743"
"5 on scale 1-7","2013","35-65 y.","Male","1204","0.253291846754226","0.240869149087581","0.26571454442087"
"5 on scale 1-7","2013","35-65 y.","Female","1161","0.219393249402815","0.208472215788344","0.230314283017285"
"5 on scale 1-7","2013","66 and older","Male","589","0.241815842369714","0.224660220336823","0.258971464402604"
"5 on scale 1-7","2013","66 and older","Female","545","0.224123573167685","0.20794471739824","0.24030242893713"
"6 on scale 1-7","2013","16-34 y.","Male","465","0.273177723279633","0.252210780646983","0.294144665912283"
"6 on scale 1-7","2013","16-34 y.","Female","598","0.324717562473342","0.303992067526305","0.345443057420379"
"6 on scale 1-7","2013","35-65 y.","Male","1207","0.262958162461544","0.250382836169468","0.27553348875362"
"6 on scale 1-7","2013","35-65 y.","Female","1664","0.290094487853771","0.278118648137547","0.302070327569995"
"6 on scale 1-7","2013","66 and older","Male","658","0.26275160684313","0.245117382997081","0.28038583068918"
"6 on scale 1-7","2013","66 and older","Female","734","0.267384087494736","0.250212371037843","0.28455580395163"
"7 Strongly agree","2013","16-34 y.","Male","384","0.214855108066513","0.195528924607992","0.234181291525034"
"7 Strongly agree","2013","16-34 y.","Female","644","0.322807464078141","0.302113811213031","0.343501116943251"
"7 Strongly agree","2013","35-65 y.","Male","1064","0.222528204807815","0.210646884134024","0.234409525481606"
"7 Strongly agree","2013","35-65 y.","Female","1853","0.326863187936014","0.314484613312283","0.339241762559745"
"7 Strongly agree","2013","66 and older","Male","573","0.244449254454316","0.227230452954585","0.261668055954047"
"7 Strongly agree","2013","66 and older","Female","877","0.345607405265563","0.327156466659533","0.364058343871593"
"1 Strongly disagree","2014","16-34 y.","Male","","","",""
