"plh0213","year","migback","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2006","direct migration background","","","",""
"7 Strongly agree","2006","indirect migration background","","","",""
"1 Strongly disagree","2007","no migration background","","","",""
"1 Strongly disagree","2007","direct migration background","","","",""
"1 Strongly disagree","2007","indirect migration background","","","",""
"2 on scale 1-7 ","2007","no migration background","","","",""
"2 on scale 1-7 ","2007","direct migration background","","","",""
"2 on scale 1-7 ","2007","indirect migration background","","","",""
"3 on scale 1-7 ","2007","no migration background","","","",""
"3 on scale 1-7 ","2007","direct migration background","","","",""
"3 on scale 1-7 ","2007","indirect migration background","","","",""
"4 on scale 1-7","2007","no migration background","","","",""
"4 on scale 1-7","2007","direct migration background","","","",""
"4 on scale 1-7","2007","indirect migration background","","","",""
"5 on scale 1-7","2007","no migration background","","","",""
"5 on scale 1-7","2007","direct migration background","","","",""
"5 on scale 1-7","2007","indirect migration background","","","",""
"6 on scale 1-7","2007","no migration background","","","",""
"6 on scale 1-7","2007","direct migration background","","","",""
"6 on scale 1-7","2007","indirect migration background","","","",""
"7 Strongly agree","2007","no migration background","","","",""
"7 Strongly agree","2007","direct migration background","","","",""
"7 Strongly agree","2007","indirect migration background","","","",""
"1 Strongly disagree","2008","no migration background","","","",""
"1 Strongly disagree","2008","direct migration background","","","",""
"1 Strongly disagree","2008","indirect migration background","","","",""
"2 on scale 1-7 ","2008","no migration background","","","",""
"2 on scale 1-7 ","2008","direct migration background","","","",""
"2 on scale 1-7 ","2008","indirect migration background","","","",""
"3 on scale 1-7 ","2008","no migration background","","","",""
"3 on scale 1-7 ","2008","direct migration background","","","",""
"3 on scale 1-7 ","2008","indirect migration background","","","",""
"4 on scale 1-7","2008","no migration background","","","",""
"4 on scale 1-7","2008","direct migration background","","","",""
"4 on scale 1-7","2008","indirect migration background","","","",""
"5 on scale 1-7","2008","no migration background","","","",""
"5 on scale 1-7","2008","direct migration background","","","",""
"5 on scale 1-7","2008","indirect migration background","","","",""
"6 on scale 1-7","2008","no migration background","","","",""
"6 on scale 1-7","2008","direct migration background","","","",""
"6 on scale 1-7","2008","indirect migration background","","","",""
"7 Strongly agree","2008","no migration background","","","",""
"7 Strongly agree","2008","direct migration background","","","",""
"7 Strongly agree","2008","indirect migration background","","","",""
"1 Strongly disagree","2009","no migration background","99","0.00713225733232061","0.0058135534918081","0.00845096117283312"
"1 Strongly disagree","2009","direct migration background","15","","",""
"1 Strongly disagree","2009","indirect migration background","3","","",""
"2 on scale 1-7 ","2009","no migration background","372","0.0269622904250932","0.024424058540525","0.0295005223096614"
"2 on scale 1-7 ","2009","direct migration background","52","0.0391385394055509","0.0297701298144904","0.0485069489966113"
"2 on scale 1-7 ","2009","indirect migration background","15","","",""
"3 on scale 1-7 ","2009","no migration background","1036","0.0673456990636697","0.0634183152154962","0.0712730829118432"
"3 on scale 1-7 ","2009","direct migration background","122","0.0771190727790027","0.0642310317322851","0.0900071138257203"
"3 on scale 1-7 ","2009","indirect migration background","32","0.0447378867109743","0.0295210639246559","0.0599547094972926"
"4 on scale 1-7","2009","no migration background","2284","0.154882139029671","0.149212604854837","0.160551673204506"
"4 on scale 1-7","2009","direct migration background","249","0.163514638652444","0.145648089946608","0.181381187358281"
"4 on scale 1-7","2009","indirect migration background","63","0.0929869294236292","0.0716101291481605","0.114363729699098"
"5 on scale 1-7","2009","no migration background","3688","0.239193112899383","0.232508140454631","0.245878085344136"
"5 on scale 1-7","2009","direct migration background","357","0.19894520326702","0.179659697871992","0.218230708662049"
"5 on scale 1-7","2009","indirect migration background","140","0.186691173796447","0.158008831838732","0.215373515754163"
"6 on scale 1-7","2009","no migration background","4179","0.253600884909736","0.246783010316845","0.260418759502627"
"6 on scale 1-7","2009","direct migration background","408","0.249287182210687","0.228388444015632","0.270185920405742"
"6 on scale 1-7","2009","indirect migration background","213","0.290004998496066","0.256604314489109","0.323405682503023"
"7 Strongly agree","2009","no migration background","3985","0.250883616340126","0.244090033638031","0.25767719904222"
"7 Strongly agree","2009","direct migration background","443","0.262524726794507","0.241268214176201","0.283781239412814"
"7 Strongly agree","2009","indirect migration background","243","0.358344742852582","0.323048671347475","0.393640814357689"
"1 Strongly disagree","2010","no migration background","","","",""
"1 Strongly disagree","2010","direct migration background","","","",""
"1 Strongly disagree","2010","indirect migration background","","","",""
"2 on scale 1-7 ","2010","no migration background","","","",""
"2 on scale 1-7 ","2010","direct migration background","","","",""
"2 on scale 1-7 ","2010","indirect migration background","","","",""
"3 on scale 1-7 ","2010","no migration background","","","",""
"3 on scale 1-7 ","2010","direct migration background","","","",""
"3 on scale 1-7 ","2010","indirect migration background","","","",""
"4 on scale 1-7","2010","no migration background","","","",""
"4 on scale 1-7","2010","direct migration background","","","",""
"4 on scale 1-7","2010","indirect migration background","","","",""
"5 on scale 1-7","2010","no migration background","","","",""
"5 on scale 1-7","2010","direct migration background","","","",""
"5 on scale 1-7","2010","indirect migration background","","","",""
"6 on scale 1-7","2010","no migration background","","","",""
"6 on scale 1-7","2010","direct migration background","","","",""
"6 on scale 1-7","2010","indirect migration background","","","",""
"7 Strongly agree","2010","no migration background","","","",""
"7 Strongly agree","2010","direct migration background","","","",""
"7 Strongly agree","2010","indirect migration background","","","",""
"1 Strongly disagree","2011","no migration background","","","",""
"1 Strongly disagree","2011","direct migration background","","","",""
"1 Strongly disagree","2011","indirect migration background","","","",""
"2 on scale 1-7 ","2011","no migration background","","","",""
"2 on scale 1-7 ","2011","direct migration background","","","",""
"2 on scale 1-7 ","2011","indirect migration background","","","",""
"3 on scale 1-7 ","2011","no migration background","","","",""
"3 on scale 1-7 ","2011","direct migration background","","","",""
"3 on scale 1-7 ","2011","indirect migration background","","","",""
"4 on scale 1-7","2011","no migration background","","","",""
"4 on scale 1-7","2011","direct migration background","","","",""
"4 on scale 1-7","2011","indirect migration background","","","",""
"5 on scale 1-7","2011","no migration background","","","",""
"5 on scale 1-7","2011","direct migration background","","","",""
"5 on scale 1-7","2011","indirect migration background","","","",""
"6 on scale 1-7","2011","no migration background","","","",""
"6 on scale 1-7","2011","direct migration background","","","",""
"6 on scale 1-7","2011","indirect migration background","","","",""
"7 Strongly agree","2011","no migration background","","","",""
"7 Strongly agree","2011","direct migration background","","","",""
"7 Strongly agree","2011","indirect migration background","","","",""
"1 Strongly disagree","2012","no migration background","22","","",""
"1 Strongly disagree","2012","direct migration background","12","","",""
"1 Strongly disagree","2012","indirect migration background","1","","",""
"2 on scale 1-7 ","2012","no migration background","68","0.0121671217319678","0.00928414110273716","0.0150501023611984"
"2 on scale 1-7 ","2012","direct migration background","14","","",""
"2 on scale 1-7 ","2012","indirect migration background","5","","",""
"3 on scale 1-7 ","2012","no migration background","205","0.0349873659553208","0.0301553519679057","0.0398193799427359"
"3 on scale 1-7 ","2012","direct migration background","53","0.0398983784961975","0.0282686421821143","0.0515281148102807"
"3 on scale 1-7 ","2012","indirect migration background","19","","",""
"4 on scale 1-7","2012","no migration background","551","0.102147627540501","0.0941837849242902","0.110111470156711"
"4 on scale 1-7","2012","direct migration background","112","0.0923127850488141","0.0751126174244731","0.109512952673155"
"4 on scale 1-7","2012","indirect migration background","47","0.107201826448217","0.0796403074535337","0.1347633454429"
"5 on scale 1-7","2012","no migration background","1189","0.215406725697602","0.204595922050371","0.226217529344834"
"5 on scale 1-7","2012","direct migration background","224","0.219180881711256","0.194599278882023","0.243762484540489"
"5 on scale 1-7","2012","indirect migration background","91","0.180834625233666","0.146545847939381","0.215123402527951"
"6 on scale 1-7","2012","no migration background","1676","0.295779555840464","0.283777809322409","0.30778130235852"
"6 on scale 1-7","2012","direct migration background","295","0.269253911590126","0.24289679463938","0.295611028540871"
"6 on scale 1-7","2012","indirect migration background","141","0.27009127422626","0.230535037723284","0.309647510729235"
"7 Strongly agree","2012","no migration background","1844","0.335199684834806","0.322785921296817","0.347613448372795"
"7 Strongly agree","2012","direct migration background","378","0.363146660465518","0.334571124425712","0.391722196505324"
"7 Strongly agree","2012","indirect migration background","180","0.388483220982953","0.345060630173949","0.431905811791958"
"1 Strongly disagree","2013","no migration background","69","0.00470018839320399","0.00365552724786254","0.00574484953854545"
"1 Strongly disagree","2013","direct migration background","14","","",""
"1 Strongly disagree","2013","indirect migration background","1","","",""
"2 on scale 1-7 ","2013","no migration background","295","0.018928074924632","0.0168467279053244","0.0210094219439396"
"2 on scale 1-7 ","2013","direct migration background","50","0.0297270547902651","0.0216155776211594","0.0378385319593707"
"2 on scale 1-7 ","2013","indirect migration background","12","","",""
"3 on scale 1-7 ","2013","no migration background","848","0.0534107428113748","0.0499764608957835","0.0568450247269661"
"3 on scale 1-7 ","2013","direct migration background","100","0.0669899459443727","0.0550493769337803","0.0789305149549651"
"3 on scale 1-7 ","2013","indirect migration background","23","","",""
"4 on scale 1-7","2013","no migration background","2063","0.129523324107044","0.124394788105577","0.134651860108511"
"4 on scale 1-7","2013","direct migration background","215","0.132104719700337","0.115932490872895","0.148276948527778"
"4 on scale 1-7","2013","indirect migration background","88","0.156688900370713","0.130025716367498","0.183352084373927"
"5 on scale 1-7","2013","no migration background","3922","0.237860529026956","0.231357446497496","0.244363611556417"
"5 on scale 1-7","2013","direct migration background","314","0.193713404996904","0.174837768523108","0.2125890414707"
"5 on scale 1-7","2013","indirect migration background","130","0.176900542571459","0.148911391560349","0.20488969358257"
"6 on scale 1-7","2013","no migration background","4666","0.280216482851931","0.273357043261407","0.287075922442455"
"6 on scale 1-7","2013","direct migration background","437","0.247606069598795","0.226991212324139","0.268220926873451"
"6 on scale 1-7","2013","indirect migration background","223","0.295881451555962","0.262401813985792","0.329361089126131"
"7 Strongly agree","2013","no migration background","4604","0.275360657884858","0.268538013298075","0.28218330247164"
"7 Strongly agree","2013","direct migration background","554","0.322114848360448","0.2997965807665","0.344433115954396"
"7 Strongly agree","2013","indirect migration background","237","0.305100373903433","0.271326459834452","0.338874287972413"
"1 Strongly disagree","2014","no migration background","","","",""
"1 Strongly disagree","2014","direct migration background","","","",""
"1 Strongly disagree","2014","indirect migration background","","","",""
"2 on scale 1-7 ","2014","no migration background","","","",""
"2 on scale 1-7 ","2014","direct migration background","","","",""
"2 on scale 1-7 ","2014","indirect migration background","","","",""
"3 on scale 1-7 ","2014","no migration background","","","",""
"3 on scale 1-7 ","2014","direct migration background","","","",""
"3 on scale 1-7 ","2014","indirect migration background","","","",""
"4 on scale 1-7","2014","no migration background","","","",""
"4 on scale 1-7","2014","direct migration background","","","",""
"4 on scale 1-7","2014","indirect migration background","","","",""
"5 on scale 1-7","2014","no migration background","","","",""
"5 on scale 1-7","2014","direct migration background","","","",""
"5 on scale 1-7","2014","indirect migration background","","","",""
"6 on scale 1-7","2014","no migration background","","","",""
"6 on scale 1-7","2014","direct migration background","","","",""
"6 on scale 1-7","2014","indirect migration background","","","",""
"7 Strongly agree","2014","no migration background","","","",""
"7 Strongly agree","2014","direct migration background","","","",""
"7 Strongly agree","2014","indirect migration background","","","",""
"1 Strongly disagree","2015","no migration background","","","",""
"1 Strongly disagree","2015","direct migration background","","","",""
"1 Strongly disagree","2015","indirect migration background","","","",""
"2 on scale 1-7 ","2015","no migration background","","","",""
"2 on scale 1-7 ","2015","direct migration background","","","",""
"2 on scale 1-7 ","2015","indirect migration background","","","",""
"3 on scale 1-7 ","2015","no migration background","","","",""
"3 on scale 1-7 ","2015","direct migration background","","","",""
"3 on scale 1-7 ","2015","indirect migration background","","","",""
"4 on scale 1-7","2015","no migration background","","","",""
"4 on scale 1-7","2015","direct migration background","","","",""
"4 on scale 1-7","2015","indirect migration background","","","",""
"5 on scale 1-7","2015","no migration background","","","",""
"5 on scale 1-7","2015","direct migration background","","","",""
"5 on scale 1-7","2015","indirect migration background","","","",""
"6 on scale 1-7","2015","no migration background","","","",""
"6 on scale 1-7","2015","direct migration background","","","",""
"6 on scale 1-7","2015","indirect migration background","","","",""
"7 Strongly agree","2015","no migration background","","","",""
"7 Strongly agree","2015","direct migration background","","","",""
"7 Strongly agree","2015","indirect migration background","","","",""
"1 Strongly disagree","2016","no migration background","","","",""
"1 Strongly disagree","2016","direct migration background","","","",""
"1 Strongly disagree","2016","indirect migration background","","","",""
"2 on scale 1-7 ","2016","no migration background","","","",""
"2 on scale 1-7 ","2016","direct migration background","","","",""
"2 on scale 1-7 ","2016","indirect migration background","","","",""
"3 on scale 1-7 ","2016","no migration background","","","",""
"3 on scale 1-7 ","2016","direct migration background","","","",""
"3 on scale 1-7 ","2016","indirect migration background","","","",""
"4 on scale 1-7","2016","no migration background","","","",""
"4 on scale 1-7","2016","direct migration background","","","",""
"4 on scale 1-7","2016","indirect migration background","","","",""
"5 on scale 1-7","2016","no migration background","","","",""
"5 on scale 1-7","2016","direct migration background","","","",""
"5 on scale 1-7","2016","indirect migration background","","","",""
"6 on scale 1-7","2016","no migration background","","","",""
"6 on scale 1-7","2016","direct migration background","","","",""
"6 on scale 1-7","2016","indirect migration background","","","",""
"7 Strongly agree","2016","no migration background","","","",""
"7 Strongly agree","2016","direct migration background","","","",""
"7 Strongly agree","2016","indirect migration background","","","",""
"1 Strongly disagree","2017","no migration background","70","0.0037490246272807","0.002908568063002","0.00458948119155941"
"1 Strongly disagree","2017","direct migration background","60","0.00706270505793743","0.00513838175556589","0.00898702836030897"
"1 Strongly disagree","2017","indirect migration background","9","","",""
"2 on scale 1-7 ","2017","no migration background","420","0.0205526681012836","0.0186014923261343","0.0225038438764329"
"2 on scale 1-7 ","2017","direct migration background","146","0.028814858979587","0.0249707927990114","0.0326589251601625"
"2 on scale 1-7 ","2017","indirect migration background","37","0.0202464839459703","0.0135787862038236","0.026914181688117"
"3 on scale 1-7 ","2017","no migration background","1159","0.0598474494072877","0.056585375964923","0.0631095228496524"
"3 on scale 1-7 ","2017","direct migration background","289","0.0512175026450086","0.0461519816036031","0.0562830236864142"
"3 on scale 1-7 ","2017","indirect migration background","107","0.0669972147273385","0.055161008418929","0.0788334210357479"
"4 on scale 1-7","2017","no migration background","2515","0.130154628916434","0.125527382960026","0.134781874872842"
"4 on scale 1-7","2017","direct migration background","645","0.106674225670135","0.0995806325545654","0.113767818785704"
"4 on scale 1-7","2017","indirect migration background","185","0.118341195108085","0.10304931331767","0.1336330768985"
"5 on scale 1-7","2017","no migration background","4426","0.223707387628777","0.217976463791183","0.229438311466372"
"5 on scale 1-7","2017","direct migration background","1148","0.188254458440297","0.179271607701734","0.197237309178861"
"5 on scale 1-7","2017","indirect migration background","323","0.183089288722988","0.164780422718818","0.201398154727159"
"6 on scale 1-7","2017","no migration background","6014","0.285511822507422","0.279300539484654","0.291723105530189"
"6 on scale 1-7","2017","direct migration background","1705","0.283467622910029","0.273111403745269","0.293823842074789"
"6 on scale 1-7","2017","indirect migration background","453","0.307797108464793","0.2859450851802","0.329649131749387"
"7 Strongly agree","2017","no migration background","5708","0.276477018811515","0.270326277934709","0.282627759688322"
"7 Strongly agree","2017","direct migration background","3282","0.334508626297006","0.323666699559132","0.34535055303488"
"7 Strongly agree","2017","indirect migration background","600","0.296942494991321","0.275311610252184","0.318573379730457"
"1 Strongly disagree","2018","no migration background","","","",""
"1 Strongly disagree","2018","direct migration background","","","",""
"1 Strongly disagree","2018","indirect migration background","","","",""
"2 on scale 1-7 ","2018","no migration background","","","",""
"2 on scale 1-7 ","2018","direct migration background","","","",""
"2 on scale 1-7 ","2018","indirect migration background","","","",""
"3 on scale 1-7 ","2018","no migration background","","","",""
"3 on scale 1-7 ","2018","direct migration background","","","",""
"3 on scale 1-7 ","2018","indirect migration background","","","",""
"4 on scale 1-7","2018","no migration background","","","",""
"4 on scale 1-7","2018","direct migration background","","","",""
"4 on scale 1-7","2018","indirect migration background","","","",""
"5 on scale 1-7","2018","no migration background","","","",""
"5 on scale 1-7","2018","direct migration background","","","",""
"5 on scale 1-7","2018","indirect migration background","","","",""
"6 on scale 1-7","2018","no migration background","","","",""
"6 on scale 1-7","2018","direct migration background","","","",""
"6 on scale 1-7","2018","indirect migration background","","","",""
"7 Strongly agree","2018","no migration background","","","",""
"7 Strongly agree","2018","direct migration background","","","",""
"7 Strongly agree","2018","indirect migration background","","","",""
"1 Strongly disagree","2019","no migration background","95","0.00507190449160675","0.004093479174464","0.0060503298087495"
"1 Strongly disagree","2019","direct migration background","39","0.00819199306186029","0.00533805900705789","0.0110459271166627"
"1 Strongly disagree","2019","indirect migration background","8","","",""
"2 on scale 1-7 ","2019","no migration background","404","0.0208027642470949","0.0188369525545413","0.0227685759396485"
"2 on scale 1-7 ","2019","direct migration background","85","0.0246578073590043","0.0197476990232997","0.0295679156947089"
"2 on scale 1-7 ","2019","indirect migration background","29","","",""
"3 on scale 1-7 ","2019","no migration background","1111","0.0585577075760309","0.0553237435378138","0.0617916716142481"
"3 on scale 1-7 ","2019","direct migration background","196","0.0461664625433266","0.039522381300747","0.0528105437859062"
"3 on scale 1-7 ","2019","indirect migration background","97","0.0651198895567516","0.0533805961409454","0.0768591829725579"
"4 on scale 1-7","2019","no migration background","2513","0.132843272643222","0.128168452758259","0.137518092528185"
"4 on scale 1-7","2019","direct migration background","474","0.131684217319554","0.120977876812361","0.142390557826747"
"4 on scale 1-7","2019","indirect migration background","183","0.124695859527838","0.108977302398969","0.140414416656707"
"5 on scale 1-7","2019","no migration background","4499","0.231888325765036","0.226075357844877","0.237701293685195"
"5 on scale 1-7","2019","direct migration background","726","0.19703730009435","0.184443486800334","0.209631113388366"
"5 on scale 1-7","2019","indirect migration background","316","0.19348700030849","0.174692155170741","0.212281845446239"
"6 on scale 1-7","2019","no migration background","5967","0.285303956740591","0.279084379193663","0.291523534287519"
"6 on scale 1-7","2019","direct migration background","1014","0.278407668943314","0.264216378376394","0.292598959510234"
"6 on scale 1-7","2019","indirect migration background","450","0.2839460659862","0.26249257533374","0.30539955663866"
"7 Strongly agree","2019","no migration background","5660","0.265532068536418","0.259449441201411","0.271614695871426"
"7 Strongly agree","2019","direct migration background","1298","0.313854550678591","0.299161646392206","0.328547454964976"
"7 Strongly agree","2019","indirect migration background","614","0.314346748496351","0.292258365398302","0.3364351315944"
