"plh0213","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","Part Time","indirect migration background","67","0.317749476877922","0.256084241381623","0.379414712374222"
"6 on scale 1-7","2005","Not Working","no migration background","1716","0.24907171052501","0.238615031146809","0.259528389903211"
"6 on scale 1-7","2005","Not Working","direct migration background","209","0.209441381311914","0.184221306145313","0.234661456478515"
"6 on scale 1-7","2005","Not Working","indirect migration background","72","0.261456334023136","0.210349780587225","0.312562887459047"
"7 Strongly agree","2005","Full Time","no migration background","1860","0.262174395211494","0.251790807033739","0.272557983389248"
"7 Strongly agree","2005","Full Time","direct migration background","228","0.293623820841905","0.262202460073234","0.325045181610575"
"7 Strongly agree","2005","Full Time","indirect migration background","108","0.349783408349734","0.298251198304797","0.401315618394671"
"7 Strongly agree","2005","Part Time","no migration background","1245","0.310160397825409","0.295895180305733","0.324425615345085"
"7 Strongly agree","2005","Part Time","direct migration background","146","0.272710182250992","0.235791463757864","0.309628900744119"
"7 Strongly agree","2005","Part Time","indirect migration background","79","0.370675271336123","0.306707644447438","0.434642898224808"
"7 Strongly agree","2005","Not Working","no migration background","1760","0.277649848335183","0.266821680918638","0.288478015751728"
"7 Strongly agree","2005","Not Working","direct migration background","234","0.261677751229092","0.234434780211633","0.288920722246551"
"7 Strongly agree","2005","Not Working","indirect migration background","90","0.315978881303263","0.261909337565702","0.370048425040824"
"1 Strongly disagree","2006","Full Time","no migration background","","","",""
"1 Strongly disagree","2006","Full Time","direct migration background","","","",""
"1 Strongly disagree","2006","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2006","Part Time","no migration background","","","",""
"1 Strongly disagree","2006","Part Time","direct migration background","","","",""
"1 Strongly disagree","2006","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2006","Not Working","no migration background","","","",""
"1 Strongly disagree","2006","Not Working","direct migration background","","","",""
"1 Strongly disagree","2006","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2006","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2006","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2006","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2006","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2006","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2006","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2006","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2006","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2006","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2006","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2006","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2006","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2006","Full Time","no migration background","","","",""
"4 on scale 1-7","2006","Full Time","direct migration background","","","",""
"4 on scale 1-7","2006","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2006","Part Time","no migration background","","","",""
"4 on scale 1-7","2006","Part Time","direct migration background","","","",""
"4 on scale 1-7","2006","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2006","Not Working","no migration background","","","",""
"4 on scale 1-7","2006","Not Working","direct migration background","","","",""
"4 on scale 1-7","2006","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2006","Full Time","no migration background","","","",""
"5 on scale 1-7","2006","Full Time","direct migration background","","","",""
"5 on scale 1-7","2006","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2006","Part Time","no migration background","","","",""
"5 on scale 1-7","2006","Part Time","direct migration background","","","",""
"5 on scale 1-7","2006","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2006","Not Working","no migration background","","","",""
"5 on scale 1-7","2006","Not Working","direct migration background","","","",""
"5 on scale 1-7","2006","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2006","Full Time","no migration background","","","",""
"6 on scale 1-7","2006","Full Time","direct migration background","","","",""
"6 on scale 1-7","2006","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2006","Part Time","no migration background","","","",""
"6 on scale 1-7","2006","Part Time","direct migration background","","","",""
"6 on scale 1-7","2006","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2006","Not Working","no migration background","","","",""
"6 on scale 1-7","2006","Not Working","direct migration background","","","",""
"6 on scale 1-7","2006","Not Working","indirect migration background","","","",""
"7 Strongly agree","2006","Full Time","no migration background","","","",""
"7 Strongly agree","2006","Full Time","direct migration background","","","",""
"7 Strongly agree","2006","Full Time","indirect migration background","","","",""
"7 Strongly agree","2006","Part Time","no migration background","","","",""
"7 Strongly agree","2006","Part Time","direct migration background","","","",""
"7 Strongly agree","2006","Part Time","indirect migration background","","","",""
"7 Strongly agree","2006","Not Working","no migration background","","","",""
"7 Strongly agree","2006","Not Working","direct migration background","","","",""
"7 Strongly agree","2006","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2007","Full Time","no migration background","","","",""
"1 Strongly disagree","2007","Full Time","direct migration background","","","",""
"1 Strongly disagree","2007","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2007","Part Time","no migration background","","","",""
"1 Strongly disagree","2007","Part Time","direct migration background","","","",""
"1 Strongly disagree","2007","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2007","Not Working","no migration background","","","",""
"1 Strongly disagree","2007","Not Working","direct migration background","","","",""
"1 Strongly disagree","2007","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2007","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2007","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2007","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2007","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2007","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2007","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2007","Full Time","no migration background","","","",""
"4 on scale 1-7","2007","Full Time","direct migration background","","","",""
"4 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2007","Part Time","no migration background","","","",""
"4 on scale 1-7","2007","Part Time","direct migration background","","","",""
"4 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2007","Not Working","no migration background","","","",""
"4 on scale 1-7","2007","Not Working","direct migration background","","","",""
"4 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2007","Full Time","no migration background","","","",""
"5 on scale 1-7","2007","Full Time","direct migration background","","","",""
"5 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2007","Part Time","no migration background","","","",""
"5 on scale 1-7","2007","Part Time","direct migration background","","","",""
"5 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2007","Not Working","no migration background","","","",""
"5 on scale 1-7","2007","Not Working","direct migration background","","","",""
"5 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2007","Full Time","no migration background","","","",""
"6 on scale 1-7","2007","Full Time","direct migration background","","","",""
"6 on scale 1-7","2007","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2007","Part Time","no migration background","","","",""
"6 on scale 1-7","2007","Part Time","direct migration background","","","",""
"6 on scale 1-7","2007","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2007","Not Working","no migration background","","","",""
"6 on scale 1-7","2007","Not Working","direct migration background","","","",""
"6 on scale 1-7","2007","Not Working","indirect migration background","","","",""
"7 Strongly agree","2007","Full Time","no migration background","","","",""
"7 Strongly agree","2007","Full Time","direct migration background","","","",""
"7 Strongly agree","2007","Full Time","indirect migration background","","","",""
"7 Strongly agree","2007","Part Time","no migration background","","","",""
"7 Strongly agree","2007","Part Time","direct migration background","","","",""
"7 Strongly agree","2007","Part Time","indirect migration background","","","",""
"7 Strongly agree","2007","Not Working","no migration background","","","",""
"7 Strongly agree","2007","Not Working","direct migration background","","","",""
"7 Strongly agree","2007","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2008","Full Time","no migration background","","","",""
"1 Strongly disagree","2008","Full Time","direct migration background","","","",""
"1 Strongly disagree","2008","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2008","Part Time","no migration background","","","",""
"1 Strongly disagree","2008","Part Time","direct migration background","","","",""
"1 Strongly disagree","2008","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2008","Not Working","no migration background","","","",""
"1 Strongly disagree","2008","Not Working","direct migration background","","","",""
"1 Strongly disagree","2008","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2008","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2008","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2008","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2008","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2008","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2008","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2008","Full Time","no migration background","","","",""
"4 on scale 1-7","2008","Full Time","direct migration background","","","",""
"4 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2008","Part Time","no migration background","","","",""
"4 on scale 1-7","2008","Part Time","direct migration background","","","",""
"4 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2008","Not Working","no migration background","","","",""
"4 on scale 1-7","2008","Not Working","direct migration background","","","",""
"4 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2008","Full Time","no migration background","","","",""
"5 on scale 1-7","2008","Full Time","direct migration background","","","",""
"5 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2008","Part Time","no migration background","","","",""
"5 on scale 1-7","2008","Part Time","direct migration background","","","",""
"5 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2008","Not Working","no migration background","","","",""
"5 on scale 1-7","2008","Not Working","direct migration background","","","",""
"5 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2008","Full Time","no migration background","","","",""
"6 on scale 1-7","2008","Full Time","direct migration background","","","",""
"6 on scale 1-7","2008","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2008","Part Time","no migration background","","","",""
"6 on scale 1-7","2008","Part Time","direct migration background","","","",""
"6 on scale 1-7","2008","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2008","Not Working","no migration background","","","",""
"6 on scale 1-7","2008","Not Working","direct migration background","","","",""
"6 on scale 1-7","2008","Not Working","indirect migration background","","","",""
"7 Strongly agree","2008","Full Time","no migration background","","","",""
"7 Strongly agree","2008","Full Time","direct migration background","","","",""
"7 Strongly agree","2008","Full Time","indirect migration background","","","",""
"7 Strongly agree","2008","Part Time","no migration background","","","",""
"7 Strongly agree","2008","Part Time","direct migration background","","","",""
"7 Strongly agree","2008","Part Time","indirect migration background","","","",""
"7 Strongly agree","2008","Not Working","no migration background","","","",""
"7 Strongly agree","2008","Not Working","direct migration background","","","",""
"7 Strongly agree","2008","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2009","Full Time","no migration background","30","0.00420565190805155","0.00258919174952031","0.00582211206658279"
"1 Strongly disagree","2009","Full Time","direct migration background","4","","",""
"1 Strongly disagree","2009","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2009","Part Time","no migration background","19","","",""
"1 Strongly disagree","2009","Part Time","direct migration background","1","","",""
"1 Strongly disagree","2009","Part Time","indirect migration background","2","","",""
"1 Strongly disagree","2009","Not Working","no migration background","50","0.010240273541658","0.0076774738587166","0.0128030732245993"
"1 Strongly disagree","2009","Not Working","direct migration background","10","","",""
"1 Strongly disagree","2009","Not Working","indirect migration background","1","","",""
"2 on scale 1-7 ","2009","Full Time","no migration background","154","0.0307299902297005","0.0264190985241774","0.0350408819352237"
"2 on scale 1-7 ","2009","Full Time","direct migration background","14","","",""
"2 on scale 1-7 ","2009","Full Time","indirect migration background","9","","",""
"2 on scale 1-7 ","2009","Part Time","no migration background","60","0.0174876206318526","0.0131805747685582","0.0217946664951471"
"2 on scale 1-7 ","2009","Part Time","direct migration background","13","","",""
"2 on scale 1-7 ","2009","Part Time","indirect migration background","2","","",""
"2 on scale 1-7 ","2009","Not Working","no migration background","158","0.0285951782828162","0.024352495855361","0.0328378607102713"
"2 on scale 1-7 ","2009","Not Working","direct migration background","25","","",""
"2 on scale 1-7 ","2009","Not Working","indirect migration background","4","","",""
"3 on scale 1-7 ","2009","Full Time","no migration background","424","0.0656129121483347","0.0594281701795593","0.0717976541171102"
"3 on scale 1-7 ","2009","Full Time","direct migration background","39","0.0891063327077102","0.0648743496376254","0.113338315777795"
"3 on scale 1-7 ","2009","Full Time","indirect migration background","13","","",""
"3 on scale 1-7 ","2009","Part Time","no migration background","191","0.062357560185806","0.0544122966921146","0.0703028236794974"
"3 on scale 1-7 ","2009","Part Time","direct migration background","28","","",""
"3 on scale 1-7 ","2009","Part Time","indirect migration background","9","","",""
"3 on scale 1-7 ","2009","Not Working","no migration background","421","0.071997352764318","0.0654173380428275","0.0785773674858084"
"3 on scale 1-7 ","2009","Not Working","direct migration background","55","0.0810690672312228","0.0603555334214165","0.101782601041029"
"3 on scale 1-7 ","2009","Not Working","indirect migration background","10","","",""
"4 on scale 1-7","2009","Full Time","no migration background","939","0.160918162645757","0.151739736724915","0.170096588566599"
"4 on scale 1-7","2009","Full Time","direct migration background","73","0.133539213359491","0.104607130940124","0.162471295778857"
"4 on scale 1-7","2009","Full Time","indirect migration background","29","","",""
"4 on scale 1-7","2009","Part Time","no migration background","451","0.1358340818152","0.12457642352991","0.147091740100491"
"4 on scale 1-7","2009","Part Time","direct migration background","54","0.151188234792778","0.118016072800599","0.184360396784957"
"4 on scale 1-7","2009","Part Time","indirect migration background","20","","",""
"4 on scale 1-7","2009","Not Working","no migration background","894","0.159734865355141","0.150408723320688","0.169061007389593"
"4 on scale 1-7","2009","Not Working","direct migration background","122","0.196848314042697","0.166673138066856","0.227023490018538"
"4 on scale 1-7","2009","Not Working","indirect migration background","14","","",""
"5 on scale 1-7","2009","Full Time","no migration background","1452","0.246741944388202","0.235973402591737","0.257510486184666"
"5 on scale 1-7","2009","Full Time","direct migration background","122","0.195272191900285","0.161555455113622","0.228988928686948"
"5 on scale 1-7","2009","Full Time","indirect migration background","61","0.20728675188806","0.162089432012004","0.252484071764115"
"5 on scale 1-7","2009","Part Time","no migration background","818","0.234087423661829","0.220174328344722","0.248000518978937"
"5 on scale 1-7","2009","Part Time","direct migration background","106","0.218512688803606","0.180247101791559","0.256778275815653"
"5 on scale 1-7","2009","Part Time","indirect migration background","40","0.151468927811862","0.102748389933296","0.200189465690429"
"5 on scale 1-7","2009","Not Working","no migration background","1418","0.234442257742447","0.223657735324177","0.245226780160716"
"5 on scale 1-7","2009","Not Working","direct migration background","129","0.187596120479656","0.157969433102092","0.217222807857219"
"5 on scale 1-7","2009","Not Working","indirect migration background","39","0.193234181131796","0.137385464589064","0.249082897674528"
"6 on scale 1-7","2009","Full Time","no migration background","1664","0.265235722492988","0.254208819885485","0.27626262510049"
"6 on scale 1-7","2009","Full Time","direct migration background","131","0.270910429151637","0.233109355460256","0.308711502843017"
"6 on scale 1-7","2009","Full Time","indirect migration background","82","0.248670942323221","0.200476554945677","0.296865329700766"
"6 on scale 1-7","2009","Part Time","no migration background","1009","0.260947752626166","0.246517980573602","0.275377524678731"
"6 on scale 1-7","2009","Part Time","direct migration background","112","0.250493268044096","0.210370130886589","0.290616405201604"
"6 on scale 1-7","2009","Part Time","indirect migration background","74","0.344981482676522","0.280380205439613","0.40958275991343"
"6 on scale 1-7","2009","Not Working","no migration background","1506","0.237482145492401","0.226649501163717","0.248314789821085"
"6 on scale 1-7","2009","Not Working","direct migration background","165","0.23086905467434","0.198889811681864","0.262848297666815"
"6 on scale 1-7","2009","Not Working","indirect migration background","57","0.296200969354375","0.231618440512731","0.360783498196018"
"7 Strongly agree","2009","Full Time","no migration background","1494","0.226555616186967","0.216099618568714","0.237011613805219"
"7 Strongly agree","2009","Full Time","direct migration background","148","0.281032631633677","0.24280003495693","0.319265228310425"
"7 Strongly agree","2009","Full Time","indirect migration background","115","0.393975696110505","0.339494254872413","0.448457137348597"
"7 Strongly agree","2009","Part Time","no migration background","1010","0.282364109603768","0.267572959600383","0.297155259607154"
"7 Strongly agree","2009","Part Time","direct migration background","134","0.282935069314638","0.241225883142869","0.324644255486407"
"7 Strongly agree","2009","Part Time","indirect migration background","61","0.328968252080789","0.265117656706073","0.392818847455505"
"7 Strongly agree","2009","Not Working","no migration background","1481","0.257507926821219","0.24637690060853","0.268638953033909"
"7 Strongly agree","2009","Not Working","direct migration background","161","0.232571246321431","0.200509865862727","0.264632626780135"
"7 Strongly agree","2009","Not Working","indirect migration background","67","0.330844445495039","0.264290632179272","0.397398258810805"
"1 Strongly disagree","2010","Full Time","no migration background","","","",""
"1 Strongly disagree","2010","Full Time","direct migration background","","","",""
"1 Strongly disagree","2010","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2010","Part Time","no migration background","","","",""
"1 Strongly disagree","2010","Part Time","direct migration background","","","",""
"1 Strongly disagree","2010","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2010","Not Working","no migration background","","","",""
"1 Strongly disagree","2010","Not Working","direct migration background","","","",""
"1 Strongly disagree","2010","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2010","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2010","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2010","Full Time","indirect migration background","","","",""
"2 on scale 1-7 ","2010","Part Time","no migration background","","","",""
"2 on scale 1-7 ","2010","Part Time","direct migration background","","","",""
"2 on scale 1-7 ","2010","Part Time","indirect migration background","","","",""
"2 on scale 1-7 ","2010","Not Working","no migration background","","","",""
"2 on scale 1-7 ","2010","Not Working","direct migration background","","","",""
"2 on scale 1-7 ","2010","Not Working","indirect migration background","","","",""
"3 on scale 1-7 ","2010","Full Time","no migration background","","","",""
"3 on scale 1-7 ","2010","Full Time","direct migration background","","","",""
"3 on scale 1-7 ","2010","Full Time","indirect migration background","","","",""
"3 on scale 1-7 ","2010","Part Time","no migration background","","","",""
"3 on scale 1-7 ","2010","Part Time","direct migration background","","","",""
"3 on scale 1-7 ","2010","Part Time","indirect migration background","","","",""
"3 on scale 1-7 ","2010","Not Working","no migration background","","","",""
"3 on scale 1-7 ","2010","Not Working","direct migration background","","","",""
"3 on scale 1-7 ","2010","Not Working","indirect migration background","","","",""
"4 on scale 1-7","2010","Full Time","no migration background","","","",""
"4 on scale 1-7","2010","Full Time","direct migration background","","","",""
"4 on scale 1-7","2010","Full Time","indirect migration background","","","",""
"4 on scale 1-7","2010","Part Time","no migration background","","","",""
"4 on scale 1-7","2010","Part Time","direct migration background","","","",""
"4 on scale 1-7","2010","Part Time","indirect migration background","","","",""
"4 on scale 1-7","2010","Not Working","no migration background","","","",""
"4 on scale 1-7","2010","Not Working","direct migration background","","","",""
"4 on scale 1-7","2010","Not Working","indirect migration background","","","",""
"5 on scale 1-7","2010","Full Time","no migration background","","","",""
"5 on scale 1-7","2010","Full Time","direct migration background","","","",""
"5 on scale 1-7","2010","Full Time","indirect migration background","","","",""
"5 on scale 1-7","2010","Part Time","no migration background","","","",""
"5 on scale 1-7","2010","Part Time","direct migration background","","","",""
"5 on scale 1-7","2010","Part Time","indirect migration background","","","",""
"5 on scale 1-7","2010","Not Working","no migration background","","","",""
"5 on scale 1-7","2010","Not Working","direct migration background","","","",""
"5 on scale 1-7","2010","Not Working","indirect migration background","","","",""
"6 on scale 1-7","2010","Full Time","no migration background","","","",""
"6 on scale 1-7","2010","Full Time","direct migration background","","","",""
"6 on scale 1-7","2010","Full Time","indirect migration background","","","",""
"6 on scale 1-7","2010","Part Time","no migration background","","","",""
"6 on scale 1-7","2010","Part Time","direct migration background","","","",""
"6 on scale 1-7","2010","Part Time","indirect migration background","","","",""
"6 on scale 1-7","2010","Not Working","no migration background","","","",""
"6 on scale 1-7","2010","Not Working","direct migration background","","","",""
"6 on scale 1-7","2010","Not Working","indirect migration background","","","",""
"7 Strongly agree","2010","Full Time","no migration background","","","",""
"7 Strongly agree","2010","Full Time","direct migration background","","","",""
"7 Strongly agree","2010","Full Time","indirect migration background","","","",""
"7 Strongly agree","2010","Part Time","no migration background","","","",""
"7 Strongly agree","2010","Part Time","direct migration background","","","",""
"7 Strongly agree","2010","Part Time","indirect migration background","","","",""
"7 Strongly agree","2010","Not Working","no migration background","","","",""
"7 Strongly agree","2010","Not Working","direct migration background","","","",""
"7 Strongly agree","2010","Not Working","indirect migration background","","","",""
"1 Strongly disagree","2011","Full Time","no migration background","","","",""
"1 Strongly disagree","2011","Full Time","direct migration background","","","",""
"1 Strongly disagree","2011","Full Time","indirect migration background","","","",""
"1 Strongly disagree","2011","Part Time","no migration background","","","",""
"1 Strongly disagree","2011","Part Time","direct migration background","","","",""
"1 Strongly disagree","2011","Part Time","indirect migration background","","","",""
"1 Strongly disagree","2011","Not Working","no migration background","","","",""
"1 Strongly disagree","2011","Not Working","direct migration background","","","",""
"1 Strongly disagree","2011","Not Working","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Full Time","no migration background","","","",""
"2 on scale 1-7 ","2011","Full Time","direct migration background","","","",""
"2 on scale 1-7 ","2011","Full Time","indirect migration background","","","",""
