"pld0044","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","16-34 y.","(1c) basic vocational qualification","159","0.190454336066625","0.162519681143036","0.218388990990214"
"Sometimes","2003","16-34 y.","(2b) intermediate general qualification","143","0.276654869669334","0.237522317489319","0.315787421849348"
"Sometimes","2003","16-34 y.","(2a) intermediate vocational","266","0.205999780739088","0.184685008750938","0.227314552727238"
"Sometimes","2003","16-34 y.","(2c_gen) general maturity certificate","234","0.340401863407031","0.30600490816439","0.374798818649672"
"Sometimes","2003","16-34 y.","(2c_voc) vocational maturity certificate","131","0.26905338126446","0.231615111758836","0.306491650770084"
"Sometimes","2003","16-34 y.","(3a) lower tertiary education","47","0.206978058047832","0.154732802598864","0.259223313496801"
"Sometimes","2003","16-34 y.","(3b) higher tertiary education","75","0.213331757375863","0.169397992418616","0.25726552233311"
"Sometimes","2003","35-65 y.","(0) in school","","","",""
"Sometimes","2003","35-65 y.","(1a) inadequately completed","23","","",""
"Sometimes","2003","35-65 y.","(1b) general elementary school","97","0.105609766405853","0.0854522080056363","0.12576732480607"
"Sometimes","2003","35-65 y.","(1c) basic vocational qualification","395","0.118604717941478","0.108402295014527","0.128807140868428"
"Sometimes","2003","35-65 y.","(2b) intermediate general qualification","7","","",""
"Sometimes","2003","35-65 y.","(2a) intermediate vocational","300","0.098707847109367","0.0886195844762757","0.108796109742458"
"Sometimes","2003","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"Sometimes","2003","35-65 y.","(2c_voc) vocational maturity certificate","127","0.159171219861707","0.135163455468184","0.18317898425523"
"Sometimes","2003","35-65 y.","(3a) lower tertiary education","144","0.126288412653138","0.107754960927057","0.144821864379218"
"Sometimes","2003","35-65 y.","(3b) higher tertiary education","262","0.153961719133408","0.138028403413108","0.169895034853708"
"Sometimes","2003","66 and older","(0) in school","","","",""
"Sometimes","2003","66 and older","(1a) inadequately completed","7","","",""
"Sometimes","2003","66 and older","(1b) general elementary school","23","","",""
"Sometimes","2003","66 and older","(1c) basic vocational qualification","70","0.0414671428329155","0.0319137930507191","0.0510204926151119"
"Sometimes","2003","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2003","66 and older","(2a) intermediate vocational","16","","",""
"Sometimes","2003","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2003","66 and older","(2c_voc) vocational maturity certificate","6","","",""
"Sometimes","2003","66 and older","(3a) lower tertiary education","15","","",""
"Sometimes","2003","66 and older","(3b) higher tertiary education","31","0.0834588959793783","0.0530128603782426","0.113904931580514"
"Rarely","2003","16-34 y.","(0) in school","179","0.284826708181615","0.249185391966494","0.320468024396735"
"Rarely","2003","16-34 y.","(1a) inadequately completed","13","","",""
"Rarely","2003","16-34 y.","(1b) general elementary school","166","0.335328501026145","0.293696874518515","0.376960127533774"
"Rarely","2003","16-34 y.","(1c) basic vocational qualification","272","0.395404842947596","0.360620762467154","0.430188923428037"
"Rarely","2003","16-34 y.","(2b) intermediate general qualification","166","0.326990844336006","0.285953947261272","0.36802774141074"
"Rarely","2003","16-34 y.","(2a) intermediate vocational","565","0.408828238564279","0.382918425222352","0.434738051906207"
"Rarely","2003","16-34 y.","(2c_gen) general maturity certificate","267","0.316561599707023","0.28279688136909","0.350326318044956"
"Rarely","2003","16-34 y.","(2c_voc) vocational maturity certificate","232","0.402137510710386","0.360743104793795","0.443531916626976"
"Rarely","2003","16-34 y.","(3a) lower tertiary education","90","0.406171642549027","0.342839035314977","0.469504249783076"
"Rarely","2003","16-34 y.","(3b) higher tertiary education","147","0.428629390997302","0.375556251394986","0.481702530599619"
"Rarely","2003","35-65 y.","(0) in school","","","",""
"Rarely","2003","35-65 y.","(1a) inadequately completed","36","0.208748556691158","0.1455774439155","0.271919669466815"
"Rarely","2003","35-65 y.","(1b) general elementary school","192","0.221834708043659","0.194584298229028","0.249085117858291"
"Rarely","2003","35-65 y.","(1c) basic vocational qualification","1125","0.286778559453359","0.272507621631467","0.301049497275251"
"Rarely","2003","35-65 y.","(2b) intermediate general qualification","29","","",""
"Rarely","2003","35-65 y.","(2a) intermediate vocational","1195","0.35605426366272","0.339858908500391","0.372249618825049"
"Rarely","2003","35-65 y.","(2c_gen) general maturity certificate","47","0.370167837157425","0.285522148540931","0.454813525773918"
"Rarely","2003","35-65 y.","(2c_voc) vocational maturity certificate","342","0.377500107598281","0.345687897350235","0.409312317846327"
"Rarely","2003","35-65 y.","(3a) lower tertiary education","445","0.366264498617017","0.339383713934556","0.393145283299478"
"Rarely","2003","35-65 y.","(3b) higher tertiary education","784","0.414994262669299","0.393241927428227","0.436746597910372"
"Rarely","2003","66 and older","(0) in school","","","",""
"Rarely","2003","66 and older","(1a) inadequately completed","8","","",""
"Rarely","2003","66 and older","(1b) general elementary school","125","0.147307563049341","0.121909182850778","0.172705943247904"
"Rarely","2003","66 and older","(1c) basic vocational qualification","274","0.160978919782903","0.143368445146322","0.178589394419484"
"Rarely","2003","66 and older","(2b) intermediate general qualification","7","","",""
"Rarely","2003","66 and older","(2a) intermediate vocational","93","0.270579844143899","0.22643196027787","0.314727728009929"
"Rarely","2003","66 and older","(2c_gen) general maturity certificate","3","","",""
"Rarely","2003","66 and older","(2c_voc) vocational maturity certificate","24","","",""
"Rarely","2003","66 and older","(3a) lower tertiary education","66","0.288165016293299","0.232246181606454","0.344083850980145"
"Rarely","2003","66 and older","(3b) higher tertiary education","89","0.277943819134656","0.228628429901876","0.327259208367436"
"Never","2003","16-34 y.","(0) in school","108","0.197641126540963","0.166194017595593","0.229088235486334"
"Never","2003","16-34 y.","(1a) inadequately completed","21","","",""
"Never","2003","16-34 y.","(1b) general elementary school","171","0.335393434423571","0.293759811107654","0.377027057739489"
"Never","2003","16-34 y.","(1c) basic vocational qualification","289","0.360759653130314","0.326595687785243","0.394923618475385"
"Never","2003","16-34 y.","(2b) intermediate general qualification","121","0.240085459035149","0.202720755686766","0.277450162383533"
"Never","2003","16-34 y.","(2a) intermediate vocational","499","0.333577303964083","0.308728234065194","0.358426373862973"
"Never","2003","16-34 y.","(2c_gen) general maturity certificate","132","0.188565542807339","0.160170520277613","0.216960565337065"
"Never","2003","16-34 y.","(2c_voc) vocational maturity certificate","155","0.278801127394512","0.24094567062607","0.316656584162955"
"Never","2003","16-34 y.","(3a) lower tertiary education","81","0.349710334668016","0.288213925095806","0.411206744240226"
"Never","2003","16-34 y.","(3b) higher tertiary education","98","0.289316485124049","0.240687011517204","0.337945958730894"
"Never","2003","35-65 y.","(0) in school","","","",""
"Never","2003","35-65 y.","(1a) inadequately completed","97","0.617265277648187","0.541715292253651","0.692815263042723"
"Never","2003","35-65 y.","(1b) general elementary school","579","0.644755102763847","0.61336565467116","0.676144550856534"
"Never","2003","35-65 y.","(1c) basic vocational qualification","2284","0.576538489521593","0.560946982181822","0.592129996861364"
"Never","2003","35-65 y.","(2b) intermediate general qualification","57","0.603310422251862","0.504414138267883","0.70220670623584"
"Never","2003","35-65 y.","(2a) intermediate vocational","1831","0.534285027077733","0.517413501783958","0.551156552371508"
"Never","2003","35-65 y.","(2c_gen) general maturity certificate","46","0.409313207368252","0.323114730102796","0.495511684633707"
"Never","2003","35-65 y.","(2c_voc) vocational maturity certificate","405","0.443005985332717","0.410407627330139","0.475604343335295"
"Never","2003","35-65 y.","(3a) lower tertiary education","631","0.492338642907755","0.464444724482976","0.520232561332533"
"Never","2003","35-65 y.","(3b) higher tertiary education","867","0.3956788955696","0.374091010222281","0.417266780916919"
"Never","2003","66 and older","(0) in school","","","",""
"Never","2003","66 and older","(1a) inadequately completed","47","0.867393954867848","0.782974585567728","0.951813324167968"
"Never","2003","66 and older","(1b) general elementary school","595","0.808650764180814","0.780461018435707","0.836840509925921"
"Never","2003","66 and older","(1c) basic vocational qualification","1317","0.79098093553093","0.771497027164854","0.810464843897006"
"Never","2003","66 and older","(2b) intermediate general qualification","27","","",""
"Never","2003","66 and older","(2a) intermediate vocational","279","0.690858498293344","0.644933780251287","0.736783216335402"
"Never","2003","66 and older","(2c_gen) general maturity certificate","10","","",""
"Never","2003","66 and older","(2c_voc) vocational maturity certificate","108","0.734722730241024","0.661064665310492","0.808380795171557"
"Never","2003","66 and older","(3a) lower tertiary education","170","0.649372644341017","0.590458752438813","0.70828653624322"
"Never","2003","66 and older","(3b) higher tertiary education","197","0.638597284885966","0.585712870538008","0.691481699233923"
"Very often","2004","16-34 y.","(0) in school","","","",""
"Very often","2004","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2004","16-34 y.","(1b) general elementary school","","","",""
"Very often","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2004","35-65 y.","(0) in school","","","",""
"Very often","2004","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2004","35-65 y.","(1b) general elementary school","","","",""
"Very often","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2004","66 and older","(0) in school","","","",""
"Very often","2004","66 and older","(1a) inadequately completed","","","",""
"Very often","2004","66 and older","(1b) general elementary school","","","",""
"Very often","2004","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2004","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2004","66 and older","(2a) intermediate vocational","","","",""
"Very often","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","66 and older","(3a) lower tertiary education","","","",""
"Very often","2004","66 and older","(3b) higher tertiary education","","","",""
"Often","2004","16-34 y.","(0) in school","","","",""
"Often","2004","16-34 y.","(1a) inadequately completed","","","",""
"Often","2004","16-34 y.","(1b) general elementary school","","","",""
"Often","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2004","35-65 y.","(0) in school","","","",""
"Often","2004","35-65 y.","(1a) inadequately completed","","","",""
"Often","2004","35-65 y.","(1b) general elementary school","","","",""
"Often","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2004","66 and older","(0) in school","","","",""
"Often","2004","66 and older","(1a) inadequately completed","","","",""
"Often","2004","66 and older","(1b) general elementary school","","","",""
"Often","2004","66 and older","(1c) basic vocational qualification","","","",""
"Often","2004","66 and older","(2b) intermediate general qualification","","","",""
"Often","2004","66 and older","(2a) intermediate vocational","","","",""
"Often","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","66 and older","(3a) lower tertiary education","","","",""
"Often","2004","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2004","16-34 y.","(0) in school","","","",""
"Sometimes","2004","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2004","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2004","35-65 y.","(0) in school","","","",""
"Sometimes","2004","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2004","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2004","66 and older","(0) in school","","","",""
"Sometimes","2004","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2004","66 and older","(1b) general elementary school","","","",""
"Sometimes","2004","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2004","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2004","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2004","66 and older","(3b) higher tertiary education","","","",""
"Rarely","2004","16-34 y.","(0) in school","","","",""
"Rarely","2004","16-34 y.","(1a) inadequately completed","","","",""
"Rarely","2004","16-34 y.","(1b) general elementary school","","","",""
"Rarely","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Rarely","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Rarely","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Rarely","2004","35-65 y.","(0) in school","","","",""
"Rarely","2004","35-65 y.","(1a) inadequately completed","","","",""
"Rarely","2004","35-65 y.","(1b) general elementary school","","","",""
"Rarely","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Rarely","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Rarely","2004","66 and older","(0) in school","","","",""
"Rarely","2004","66 and older","(1a) inadequately completed","","","",""
"Rarely","2004","66 and older","(1b) general elementary school","","","",""
"Rarely","2004","66 and older","(1c) basic vocational qualification","","","",""
"Rarely","2004","66 and older","(2b) intermediate general qualification","","","",""
"Rarely","2004","66 and older","(2a) intermediate vocational","","","",""
"Rarely","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2004","66 and older","(3a) lower tertiary education","","","",""
"Rarely","2004","66 and older","(3b) higher tertiary education","","","",""
"Never","2004","16-34 y.","(0) in school","","","",""
"Never","2004","16-34 y.","(1a) inadequately completed","","","",""
"Never","2004","16-34 y.","(1b) general elementary school","","","",""
"Never","2004","16-34 y.","(1c) basic vocational qualification","","","",""
"Never","2004","16-34 y.","(2b) intermediate general qualification","","","",""
"Never","2004","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2004","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2004","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2004","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2004","35-65 y.","(0) in school","","","",""
"Never","2004","35-65 y.","(1a) inadequately completed","","","",""
"Never","2004","35-65 y.","(1b) general elementary school","","","",""
"Never","2004","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2004","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2004","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2004","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2004","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2004","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2004","66 and older","(0) in school","","","",""
"Never","2004","66 and older","(1a) inadequately completed","","","",""
"Never","2004","66 and older","(1b) general elementary school","","","",""
"Never","2004","66 and older","(1c) basic vocational qualification","","","",""
"Never","2004","66 and older","(2b) intermediate general qualification","","","",""
"Never","2004","66 and older","(2a) intermediate vocational","","","",""
"Never","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2004","66 and older","(3a) lower tertiary education","","","",""
"Never","2004","66 and older","(3b) higher tertiary education","","","",""
"Very often","2005","16-34 y.","(0) in school","","","",""
"Very often","2005","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2005","16-34 y.","(1b) general elementary school","","","",""
"Very often","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2005","35-65 y.","(0) in school","","","",""
"Very often","2005","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2005","35-65 y.","(1b) general elementary school","","","",""
"Very often","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2005","66 and older","(0) in school","","","",""
"Very often","2005","66 and older","(1a) inadequately completed","","","",""
"Very often","2005","66 and older","(1b) general elementary school","","","",""
"Very often","2005","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2005","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2005","66 and older","(2a) intermediate vocational","","","",""
"Very often","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2005","66 and older","(3a) lower tertiary education","","","",""
"Very often","2005","66 and older","(3b) higher tertiary education","","","",""
"Often","2005","16-34 y.","(0) in school","","","",""
"Often","2005","16-34 y.","(1a) inadequately completed","","","",""
"Often","2005","16-34 y.","(1b) general elementary school","","","",""
"Often","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2005","35-65 y.","(0) in school","","","",""
"Often","2005","35-65 y.","(1a) inadequately completed","","","",""
"Often","2005","35-65 y.","(1b) general elementary school","","","",""
"Often","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2005","66 and older","(0) in school","","","",""
"Often","2005","66 and older","(1a) inadequately completed","","","",""
"Often","2005","66 and older","(1b) general elementary school","","","",""
"Often","2005","66 and older","(1c) basic vocational qualification","","","",""
"Often","2005","66 and older","(2b) intermediate general qualification","","","",""
"Often","2005","66 and older","(2a) intermediate vocational","","","",""
"Often","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2005","66 and older","(3a) lower tertiary education","","","",""
"Often","2005","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2005","16-34 y.","(0) in school","","","",""
"Sometimes","2005","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2005","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2005","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2005","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2005","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2005","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2005","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2005","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2005","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2005","35-65 y.","(0) in school","","","",""
"Sometimes","2005","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2005","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2005","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2005","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2005","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2005","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2005","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2005","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2005","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2005","66 and older","(0) in school","","","",""
"Sometimes","2005","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2005","66 and older","(1b) general elementary school","","","",""
"Sometimes","2005","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2005","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2005","66 and older","(2a) intermediate vocational","","","",""
