"pld0044","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Couple + C. LE 16 ","no migration background","401","0.113784317505325","0.103302952215272","0.124265682795379"
"Sometimes","2003","Couple + C. LE 16 ","direct migration background","140","0.238956644588772","0.206496116439652","0.271417172737892"
"Sometimes","2003","Couple + C. LE 16 ","indirect migration background","35","0.219838998287099","0.158127011815801","0.281550984758398"
"Sometimes","2003","Couple + C. GT 16 ","no migration background","532","0.157567066514011","0.145187025494048","0.169947107533975"
"Sometimes","2003","Couple + C. GT 16 ","direct migration background","67","0.176995629764705","0.140879451562063","0.213111807967347"
"Sometimes","2003","Couple + C. GT 16 ","indirect migration background","52","0.275708901647026","0.211660358504988","0.339757444789064"
"Sometimes","2003","Couple + C. LE and GT 16","no migration background","215","0.149082838975202","0.130498716772387","0.167666961178018"
"Sometimes","2003","Couple + C. LE and GT 16","direct migration background","65","0.232330461744592","0.184056309307031","0.280604614182152"
"Sometimes","2003","Couple + C. LE and GT 16","indirect migration background","31","0.268067228491193","0.191628985759853","0.344505471222532"
"Rarely","2003","1-pers.-HH","no migration background","780","0.29240557741142","0.27510339625096","0.30970775857188"
"Rarely","2003","1-pers.-HH","direct migration background","56","0.269243450488957","0.21228881685631","0.326198084121605"
"Rarely","2003","1-pers.-HH","indirect migration background","28","","",""
"Rarely","2003","(Married) couple without C. ","no migration background","1874","0.278304673898132","0.267329995053431","0.289279352742833"
"Rarely","2003","(Married) couple without C. ","direct migration background","175","0.244875508945625","0.213681685138224","0.276069332753025"
"Rarely","2003","(Married) couple without C. ","indirect migration background","40","0.392284916751498","0.305287527754018","0.479282305748979"
"Rarely","2003","Single parent ","no migration background","308","0.335994017308642","0.30528839399655","0.366699640620734"
"Rarely","2003","Single parent ","direct migration background","34","0.207158298596016","0.140734381565699","0.273582215626334"
"Rarely","2003","Single parent ","indirect migration background","19","","",""
"Rarely","2003","Couple + C. LE 16 ","no migration background","1364","0.391942207059206","0.375828688509427","0.408055725608986"
"Rarely","2003","Couple + C. LE 16 ","direct migration background","200","0.301209180655463","0.266287187370145","0.336131173940781"
"Rarely","2003","Couple + C. LE 16 ","indirect migration background","67","0.332790316620051","0.262573433057494","0.403007200182608"
"Rarely","2003","Couple + C. GT 16 ","no migration background","1111","0.307883252595002","0.29219753460566","0.323568970584345"
"Rarely","2003","Couple + C. GT 16 ","direct migration background","130","0.271452652175202","0.229370748270907","0.313534556079497"
"Rarely","2003","Couple + C. GT 16 ","indirect migration background","64","0.301212898419188","0.235456728304623","0.366969068533754"
"Rarely","2003","Couple + C. LE and GT 16","no migration background","502","0.354573014982467","0.3296120722537","0.379533957711234"
"Rarely","2003","Couple + C. LE and GT 16","direct migration background","88","0.287692773579473","0.235947274792428","0.339438272366518"
"Rarely","2003","Couple + C. LE and GT 16","indirect migration background","46","0.341373782564412","0.259548441311033","0.423199123817791"
"Never","2003","1-pers.-HH","no migration background","1403","0.536392132238901","0.517423656796264","0.555360607681538"
"Never","2003","1-pers.-HH","direct migration background","127","0.485440241799265","0.421266712047815","0.549613771550714"
"Never","2003","1-pers.-HH","indirect migration background","25","","",""
"Never","2003","(Married) couple without C. ","no migration background","3901","0.628898970079828","0.617068795723255","0.640729144436401"
"Never","2003","(Married) couple without C. ","direct migration background","421","0.555504012143092","0.519457422412242","0.591550601873942"
"Never","2003","(Married) couple without C. ","indirect migration background","44","0.337896281895743","0.253619076580809","0.422173487210678"
"Never","2003","Single parent ","no migration background","401","0.419051660103159","0.386976510574296","0.451126809632023"
"Never","2003","Single parent ","direct migration background","73","0.537483764111912","0.455764162915959","0.619203365307865"
"Never","2003","Single parent ","indirect migration background","21","","",""
"Never","2003","Couple + C. LE 16 ","no migration background","1706","0.477031771508126","0.460545659648739","0.493517883367512"
"Never","2003","Couple + C. LE 16 ","direct migration background","278","0.37833857260068","0.341423085956193","0.415254059245166"
"Never","2003","Couple + C. LE 16 ","indirect migration background","61","0.390351136749389","0.317658127455986","0.463044146042793"
"Never","2003","Couple + C. GT 16 ","no migration background","1508","0.48119127431033","0.464213365438965","0.498169183181695"
"Never","2003","Couple + C. GT 16 ","direct migration background","208","0.492579233383621","0.445270468183671","0.539887998583571"
"Never","2003","Couple + C. GT 16 ","indirect migration background","50","0.316284256502013","0.249633686899736","0.382934826104289"
"Never","2003","Couple + C. LE and GT 16","no migration background","589","0.426351417268332","0.400547157685438","0.452155676851227"
"Never","2003","Couple + C. LE and GT 16","direct migration background","128","0.448679921473683","0.391828065377116","0.505531777570249"
"Never","2003","Couple + C. LE and GT 16","indirect migration background","28","","",""
"Very often","2004","1-pers.-HH","no migration background","","","",""
"Very often","2004","1-pers.-HH","direct migration background","","","",""
"Very often","2004","1-pers.-HH","indirect migration background","","","",""
"Very often","2004","(Married) couple without C. ","no migration background","","","",""
"Very often","2004","(Married) couple without C. ","direct migration background","","","",""
"Very often","2004","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2004","Single parent ","no migration background","","","",""
"Very often","2004","Single parent ","direct migration background","","","",""
"Very often","2004","Single parent ","indirect migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2004","1-pers.-HH","no migration background","","","",""
"Often","2004","1-pers.-HH","direct migration background","","","",""
"Often","2004","1-pers.-HH","indirect migration background","","","",""
"Often","2004","(Married) couple without C. ","no migration background","","","",""
"Often","2004","(Married) couple without C. ","direct migration background","","","",""
"Often","2004","(Married) couple without C. ","indirect migration background","","","",""
"Often","2004","Single parent ","no migration background","","","",""
"Often","2004","Single parent ","direct migration background","","","",""
"Often","2004","Single parent ","indirect migration background","","","",""
"Often","2004","Couple + C. LE 16 ","no migration background","","","",""
"Often","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2004","Couple + C. GT 16 ","no migration background","","","",""
"Often","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2004","1-pers.-HH","no migration background","","","",""
"Sometimes","2004","1-pers.-HH","direct migration background","","","",""
"Sometimes","2004","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2004","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2004","Single parent ","no migration background","","","",""
"Sometimes","2004","Single parent ","direct migration background","","","",""
"Sometimes","2004","Single parent ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2004","1-pers.-HH","no migration background","","","",""
"Rarely","2004","1-pers.-HH","direct migration background","","","",""
"Rarely","2004","1-pers.-HH","indirect migration background","","","",""
"Rarely","2004","(Married) couple without C. ","no migration background","","","",""
"Rarely","2004","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2004","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2004","Single parent ","no migration background","","","",""
"Rarely","2004","Single parent ","direct migration background","","","",""
"Rarely","2004","Single parent ","indirect migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2004","1-pers.-HH","no migration background","","","",""
"Never","2004","1-pers.-HH","direct migration background","","","",""
"Never","2004","1-pers.-HH","indirect migration background","","","",""
"Never","2004","(Married) couple without C. ","no migration background","","","",""
"Never","2004","(Married) couple without C. ","direct migration background","","","",""
"Never","2004","(Married) couple without C. ","indirect migration background","","","",""
"Never","2004","Single parent ","no migration background","","","",""
"Never","2004","Single parent ","direct migration background","","","",""
"Never","2004","Single parent ","indirect migration background","","","",""
"Never","2004","Couple + C. LE 16 ","no migration background","","","",""
"Never","2004","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2004","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2004","Couple + C. GT 16 ","no migration background","","","",""
"Never","2004","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2004","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2004","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2005","1-pers.-HH","no migration background","","","",""
"Very often","2005","1-pers.-HH","direct migration background","","","",""
"Very often","2005","1-pers.-HH","indirect migration background","","","",""
"Very often","2005","(Married) couple without C. ","no migration background","","","",""
"Very often","2005","(Married) couple without C. ","direct migration background","","","",""
"Very often","2005","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2005","Single parent ","no migration background","","","",""
"Very often","2005","Single parent ","direct migration background","","","",""
"Very often","2005","Single parent ","indirect migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2005","1-pers.-HH","no migration background","","","",""
"Often","2005","1-pers.-HH","direct migration background","","","",""
"Often","2005","1-pers.-HH","indirect migration background","","","",""
"Often","2005","(Married) couple without C. ","no migration background","","","",""
"Often","2005","(Married) couple without C. ","direct migration background","","","",""
"Often","2005","(Married) couple without C. ","indirect migration background","","","",""
"Often","2005","Single parent ","no migration background","","","",""
"Often","2005","Single parent ","direct migration background","","","",""
"Often","2005","Single parent ","indirect migration background","","","",""
"Often","2005","Couple + C. LE 16 ","no migration background","","","",""
"Often","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2005","Couple + C. GT 16 ","no migration background","","","",""
"Often","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2005","1-pers.-HH","no migration background","","","",""
"Sometimes","2005","1-pers.-HH","direct migration background","","","",""
"Sometimes","2005","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2005","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2005","Single parent ","no migration background","","","",""
"Sometimes","2005","Single parent ","direct migration background","","","",""
"Sometimes","2005","Single parent ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2005","1-pers.-HH","no migration background","","","",""
"Rarely","2005","1-pers.-HH","direct migration background","","","",""
"Rarely","2005","1-pers.-HH","indirect migration background","","","",""
"Rarely","2005","(Married) couple without C. ","no migration background","","","",""
"Rarely","2005","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2005","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2005","Single parent ","no migration background","","","",""
"Rarely","2005","Single parent ","direct migration background","","","",""
"Rarely","2005","Single parent ","indirect migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2005","1-pers.-HH","no migration background","","","",""
"Never","2005","1-pers.-HH","direct migration background","","","",""
"Never","2005","1-pers.-HH","indirect migration background","","","",""
"Never","2005","(Married) couple without C. ","no migration background","","","",""
"Never","2005","(Married) couple without C. ","direct migration background","","","",""
"Never","2005","(Married) couple without C. ","indirect migration background","","","",""
"Never","2005","Single parent ","no migration background","","","",""
"Never","2005","Single parent ","direct migration background","","","",""
"Never","2005","Single parent ","indirect migration background","","","",""
"Never","2005","Couple + C. LE 16 ","no migration background","","","",""
"Never","2005","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2005","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2005","Couple + C. GT 16 ","no migration background","","","",""
"Never","2005","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2005","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2005","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2006","1-pers.-HH","no migration background","","","",""
"Very often","2006","1-pers.-HH","direct migration background","","","",""
"Very often","2006","1-pers.-HH","indirect migration background","","","",""
"Very often","2006","(Married) couple without C. ","no migration background","","","",""
"Very often","2006","(Married) couple without C. ","direct migration background","","","",""
"Very often","2006","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2006","Single parent ","no migration background","","","",""
"Very often","2006","Single parent ","direct migration background","","","",""
"Very often","2006","Single parent ","indirect migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2006","1-pers.-HH","no migration background","","","",""
"Often","2006","1-pers.-HH","direct migration background","","","",""
"Often","2006","1-pers.-HH","indirect migration background","","","",""
"Often","2006","(Married) couple without C. ","no migration background","","","",""
"Often","2006","(Married) couple without C. ","direct migration background","","","",""
"Often","2006","(Married) couple without C. ","indirect migration background","","","",""
"Often","2006","Single parent ","no migration background","","","",""
"Often","2006","Single parent ","direct migration background","","","",""
"Often","2006","Single parent ","indirect migration background","","","",""
"Often","2006","Couple + C. LE 16 ","no migration background","","","",""
"Often","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2006","Couple + C. GT 16 ","no migration background","","","",""
"Often","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2006","1-pers.-HH","no migration background","","","",""
"Sometimes","2006","1-pers.-HH","direct migration background","","","",""
"Sometimes","2006","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2006","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2006","Single parent ","no migration background","","","",""
"Sometimes","2006","Single parent ","direct migration background","","","",""
"Sometimes","2006","Single parent ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2006","1-pers.-HH","no migration background","","","",""
"Rarely","2006","1-pers.-HH","direct migration background","","","",""
"Rarely","2006","1-pers.-HH","indirect migration background","","","",""
"Rarely","2006","(Married) couple without C. ","no migration background","","","",""
"Rarely","2006","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2006","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2006","Single parent ","no migration background","","","",""
"Rarely","2006","Single parent ","direct migration background","","","",""
"Rarely","2006","Single parent ","indirect migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2006","1-pers.-HH","no migration background","","","",""
"Never","2006","1-pers.-HH","direct migration background","","","",""
"Never","2006","1-pers.-HH","indirect migration background","","","",""
"Never","2006","(Married) couple without C. ","no migration background","","","",""
"Never","2006","(Married) couple without C. ","direct migration background","","","",""
"Never","2006","(Married) couple without C. ","indirect migration background","","","",""
"Never","2006","Single parent ","no migration background","","","",""
"Never","2006","Single parent ","direct migration background","","","",""
"Never","2006","Single parent ","indirect migration background","","","",""
"Never","2006","Couple + C. LE 16 ","no migration background","","","",""
"Never","2006","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2006","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2006","Couple + C. GT 16 ","no migration background","","","",""
"Never","2006","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2006","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2006","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2007","1-pers.-HH","no migration background","","","",""
"Very often","2007","1-pers.-HH","direct migration background","","","",""
"Very often","2007","1-pers.-HH","indirect migration background","","","",""
"Very often","2007","(Married) couple without C. ","no migration background","","","",""
"Very often","2007","(Married) couple without C. ","direct migration background","","","",""
"Very often","2007","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2007","Single parent ","no migration background","","","",""
"Very often","2007","Single parent ","direct migration background","","","",""
"Very often","2007","Single parent ","indirect migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2007","1-pers.-HH","no migration background","","","",""
"Often","2007","1-pers.-HH","direct migration background","","","",""
"Often","2007","1-pers.-HH","indirect migration background","","","",""
"Often","2007","(Married) couple without C. ","no migration background","","","",""
"Often","2007","(Married) couple without C. ","direct migration background","","","",""
"Often","2007","(Married) couple without C. ","indirect migration background","","","",""
"Often","2007","Single parent ","no migration background","","","",""
"Often","2007","Single parent ","direct migration background","","","",""
"Often","2007","Single parent ","indirect migration background","","","",""
"Often","2007","Couple + C. LE 16 ","no migration background","","","",""
"Often","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2007","Couple + C. GT 16 ","no migration background","","","",""
"Often","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2007","1-pers.-HH","no migration background","","","",""
"Sometimes","2007","1-pers.-HH","direct migration background","","","",""
"Sometimes","2007","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2007","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2007","Single parent ","no migration background","","","",""
"Sometimes","2007","Single parent ","direct migration background","","","",""
"Sometimes","2007","Single parent ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2007","1-pers.-HH","no migration background","","","",""
"Rarely","2007","1-pers.-HH","direct migration background","","","",""
"Rarely","2007","1-pers.-HH","indirect migration background","","","",""
"Rarely","2007","(Married) couple without C. ","no migration background","","","",""
"Rarely","2007","(Married) couple without C. ","direct migration background","","","",""
