"pld0044","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Sometimes","2004","lower secondary degree","Male","","","",""
"Sometimes","2004","lower secondary degree","Female","","","",""
"Sometimes","2004","secondary school degree","Male","","","",""
"Sometimes","2004","secondary school degree","Female","","","",""
"Sometimes","2004","college entrance qualification","Male","","","",""
"Sometimes","2004","college entrance qualification","Female","","","",""
"Sometimes","2004","Other degree","Male","","","",""
"Sometimes","2004","Other degree","Female","","","",""
"Sometimes","2004","no degree/no degree yet","Male","","","",""
"Sometimes","2004","no degree/no degree yet","Female","","","",""
"Rarely","2004","lower secondary degree","Male","","","",""
"Rarely","2004","lower secondary degree","Female","","","",""
"Rarely","2004","secondary school degree","Male","","","",""
"Rarely","2004","secondary school degree","Female","","","",""
"Rarely","2004","college entrance qualification","Male","","","",""
"Rarely","2004","college entrance qualification","Female","","","",""
"Rarely","2004","Other degree","Male","","","",""
"Rarely","2004","Other degree","Female","","","",""
"Rarely","2004","no degree/no degree yet","Male","","","",""
"Rarely","2004","no degree/no degree yet","Female","","","",""
"Never","2004","lower secondary degree","Male","","","",""
"Never","2004","lower secondary degree","Female","","","",""
"Never","2004","secondary school degree","Male","","","",""
"Never","2004","secondary school degree","Female","","","",""
"Never","2004","college entrance qualification","Male","","","",""
"Never","2004","college entrance qualification","Female","","","",""
"Never","2004","Other degree","Male","","","",""
"Never","2004","Other degree","Female","","","",""
"Never","2004","no degree/no degree yet","Male","","","",""
"Never","2004","no degree/no degree yet","Female","","","",""
"Very often","2005","lower secondary degree","Male","","","",""
"Very often","2005","lower secondary degree","Female","","","",""
"Very often","2005","secondary school degree","Male","","","",""
"Very often","2005","secondary school degree","Female","","","",""
"Very often","2005","college entrance qualification","Male","","","",""
"Very often","2005","college entrance qualification","Female","","","",""
"Very often","2005","Other degree","Male","","","",""
"Very often","2005","Other degree","Female","","","",""
"Very often","2005","no degree/no degree yet","Male","","","",""
"Very often","2005","no degree/no degree yet","Female","","","",""
"Often","2005","lower secondary degree","Male","","","",""
"Often","2005","lower secondary degree","Female","","","",""
"Often","2005","secondary school degree","Male","","","",""
"Often","2005","secondary school degree","Female","","","",""
"Often","2005","college entrance qualification","Male","","","",""
"Often","2005","college entrance qualification","Female","","","",""
"Often","2005","Other degree","Male","","","",""
"Often","2005","Other degree","Female","","","",""
"Often","2005","no degree/no degree yet","Male","","","",""
"Often","2005","no degree/no degree yet","Female","","","",""
"Sometimes","2005","lower secondary degree","Male","","","",""
"Sometimes","2005","lower secondary degree","Female","","","",""
"Sometimes","2005","secondary school degree","Male","","","",""
"Sometimes","2005","secondary school degree","Female","","","",""
"Sometimes","2005","college entrance qualification","Male","","","",""
"Sometimes","2005","college entrance qualification","Female","","","",""
"Sometimes","2005","Other degree","Male","","","",""
"Sometimes","2005","Other degree","Female","","","",""
"Sometimes","2005","no degree/no degree yet","Male","","","",""
"Sometimes","2005","no degree/no degree yet","Female","","","",""
"Rarely","2005","lower secondary degree","Male","","","",""
"Rarely","2005","lower secondary degree","Female","","","",""
"Rarely","2005","secondary school degree","Male","","","",""
"Rarely","2005","secondary school degree","Female","","","",""
"Rarely","2005","college entrance qualification","Male","","","",""
"Rarely","2005","college entrance qualification","Female","","","",""
"Rarely","2005","Other degree","Male","","","",""
"Rarely","2005","Other degree","Female","","","",""
"Rarely","2005","no degree/no degree yet","Male","","","",""
"Rarely","2005","no degree/no degree yet","Female","","","",""
"Never","2005","lower secondary degree","Male","","","",""
"Never","2005","lower secondary degree","Female","","","",""
"Never","2005","secondary school degree","Male","","","",""
"Never","2005","secondary school degree","Female","","","",""
"Never","2005","college entrance qualification","Male","","","",""
"Never","2005","college entrance qualification","Female","","","",""
"Never","2005","Other degree","Male","","","",""
"Never","2005","Other degree","Female","","","",""
"Never","2005","no degree/no degree yet","Male","","","",""
"Never","2005","no degree/no degree yet","Female","","","",""
"Very often","2006","lower secondary degree","Male","","","",""
"Very often","2006","lower secondary degree","Female","","","",""
"Very often","2006","secondary school degree","Male","","","",""
"Very often","2006","secondary school degree","Female","","","",""
"Very often","2006","college entrance qualification","Male","","","",""
"Very often","2006","college entrance qualification","Female","","","",""
"Very often","2006","Other degree","Male","","","",""
"Very often","2006","Other degree","Female","","","",""
"Very often","2006","no degree/no degree yet","Male","","","",""
"Very often","2006","no degree/no degree yet","Female","","","",""
"Often","2006","lower secondary degree","Male","","","",""
"Often","2006","lower secondary degree","Female","","","",""
"Often","2006","secondary school degree","Male","","","",""
"Often","2006","secondary school degree","Female","","","",""
"Often","2006","college entrance qualification","Male","","","",""
"Often","2006","college entrance qualification","Female","","","",""
"Often","2006","Other degree","Male","","","",""
"Often","2006","Other degree","Female","","","",""
"Often","2006","no degree/no degree yet","Male","","","",""
"Often","2006","no degree/no degree yet","Female","","","",""
"Sometimes","2006","lower secondary degree","Male","","","",""
"Sometimes","2006","lower secondary degree","Female","","","",""
"Sometimes","2006","secondary school degree","Male","","","",""
"Sometimes","2006","secondary school degree","Female","","","",""
"Sometimes","2006","college entrance qualification","Male","","","",""
"Sometimes","2006","college entrance qualification","Female","","","",""
"Sometimes","2006","Other degree","Male","","","",""
"Sometimes","2006","Other degree","Female","","","",""
"Sometimes","2006","no degree/no degree yet","Male","","","",""
"Sometimes","2006","no degree/no degree yet","Female","","","",""
"Rarely","2006","lower secondary degree","Male","","","",""
"Rarely","2006","lower secondary degree","Female","","","",""
"Rarely","2006","secondary school degree","Male","","","",""
"Rarely","2006","secondary school degree","Female","","","",""
"Rarely","2006","college entrance qualification","Male","","","",""
"Rarely","2006","college entrance qualification","Female","","","",""
"Rarely","2006","Other degree","Male","","","",""
"Rarely","2006","Other degree","Female","","","",""
"Rarely","2006","no degree/no degree yet","Male","","","",""
"Rarely","2006","no degree/no degree yet","Female","","","",""
"Never","2006","lower secondary degree","Male","","","",""
"Never","2006","lower secondary degree","Female","","","",""
"Never","2006","secondary school degree","Male","","","",""
"Never","2006","secondary school degree","Female","","","",""
"Never","2006","college entrance qualification","Male","","","",""
"Never","2006","college entrance qualification","Female","","","",""
"Never","2006","Other degree","Male","","","",""
"Never","2006","Other degree","Female","","","",""
"Never","2006","no degree/no degree yet","Male","","","",""
"Never","2006","no degree/no degree yet","Female","","","",""
"Very often","2007","lower secondary degree","Male","","","",""
"Very often","2007","lower secondary degree","Female","","","",""
"Very often","2007","secondary school degree","Male","","","",""
"Very often","2007","secondary school degree","Female","","","",""
"Very often","2007","college entrance qualification","Male","","","",""
"Very often","2007","college entrance qualification","Female","","","",""
"Very often","2007","Other degree","Male","","","",""
"Very often","2007","Other degree","Female","","","",""
"Very often","2007","no degree/no degree yet","Male","","","",""
"Very often","2007","no degree/no degree yet","Female","","","",""
"Often","2007","lower secondary degree","Male","","","",""
"Often","2007","lower secondary degree","Female","","","",""
"Often","2007","secondary school degree","Male","","","",""
"Often","2007","secondary school degree","Female","","","",""
"Often","2007","college entrance qualification","Male","","","",""
"Often","2007","college entrance qualification","Female","","","",""
"Often","2007","Other degree","Male","","","",""
"Often","2007","Other degree","Female","","","",""
"Often","2007","no degree/no degree yet","Male","","","",""
"Often","2007","no degree/no degree yet","Female","","","",""
"Sometimes","2007","lower secondary degree","Male","","","",""
"Sometimes","2007","lower secondary degree","Female","","","",""
"Sometimes","2007","secondary school degree","Male","","","",""
"Sometimes","2007","secondary school degree","Female","","","",""
"Sometimes","2007","college entrance qualification","Male","","","",""
"Sometimes","2007","college entrance qualification","Female","","","",""
"Sometimes","2007","Other degree","Male","","","",""
"Sometimes","2007","Other degree","Female","","","",""
"Sometimes","2007","no degree/no degree yet","Male","","","",""
"Sometimes","2007","no degree/no degree yet","Female","","","",""
"Rarely","2007","lower secondary degree","Male","","","",""
"Rarely","2007","lower secondary degree","Female","","","",""
"Rarely","2007","secondary school degree","Male","","","",""
"Rarely","2007","secondary school degree","Female","","","",""
"Rarely","2007","college entrance qualification","Male","","","",""
"Rarely","2007","college entrance qualification","Female","","","",""
"Rarely","2007","Other degree","Male","","","",""
"Rarely","2007","Other degree","Female","","","",""
"Rarely","2007","no degree/no degree yet","Male","","","",""
"Rarely","2007","no degree/no degree yet","Female","","","",""
"Never","2007","lower secondary degree","Male","","","",""
"Never","2007","lower secondary degree","Female","","","",""
"Never","2007","secondary school degree","Male","","","",""
"Never","2007","secondary school degree","Female","","","",""
"Never","2007","college entrance qualification","Male","","","",""
"Never","2007","college entrance qualification","Female","","","",""
"Never","2007","Other degree","Male","","","",""
"Never","2007","Other degree","Female","","","",""
"Never","2007","no degree/no degree yet","Male","","","",""
"Never","2007","no degree/no degree yet","Female","","","",""
"Very often","2008","lower secondary degree","Male","15","","",""
"Very often","2008","lower secondary degree","Female","9","","",""
"Very often","2008","secondary school degree","Male","9","","",""
"Very often","2008","secondary school degree","Female","5","","",""
"Very often","2008","college entrance qualification","Male","12","","",""
"Very often","2008","college entrance qualification","Female","12","","",""
"Very often","2008","Other degree","Male","1","","",""
"Very often","2008","Other degree","Female","2","","",""
"Very often","2008","no degree/no degree yet","Male","8","","",""
"Very often","2008","no degree/no degree yet","Female","10","","",""
"Often","2008","lower secondary degree","Male","53","0.0284229418682969","0.0226234441011367","0.0342224396354571"
"Often","2008","lower secondary degree","Female","35","0.0167952249813193","0.0124015369822233","0.0211889129804154"
"Often","2008","secondary school degree","Male","45","0.022474792306057","0.0166020231168559","0.0283475614952582"
"Often","2008","secondary school degree","Female","41","0.0138574252390109","0.00986414945627601","0.0178507010217457"
"Often","2008","college entrance qualification","Male","77","0.029180990061222","0.0227799108287942","0.0355820692936499"
"Often","2008","college entrance qualification","Female","63","0.0273667652262418","0.0209339955154524","0.0337995349370313"
"Often","2008","Other degree","Male","12","","",""
"Often","2008","Other degree","Female","11","","",""
"Often","2008","no degree/no degree yet","Male","42","0.133379301193537","0.0914027679381814","0.175355834448892"
"Often","2008","no degree/no degree yet","Female","34","0.0896684039833075","0.0568984226888055","0.12243838527781"
"Sometimes","2008","lower secondary degree","Male","251","0.0859395563032906","0.0761581509348805","0.0957209616717007"
"Sometimes","2008","lower secondary degree","Female","251","0.0768939365877161","0.0677846123450359","0.0860032608303964"
"Sometimes","2008","secondary school degree","Male","316","0.144910298234896","0.130963112979943","0.158857483489848"
"Sometimes","2008","secondary school degree","Female","306","0.0967631561274184","0.0866642575021769","0.10686205475266"
"Sometimes","2008","college entrance qualification","Male","389","0.158761183301794","0.14486274923419","0.172659617369399"
"Sometimes","2008","college entrance qualification","Female","382","0.165208038545804","0.150565498008307","0.179850579083301"
"Sometimes","2008","Other degree","Male","70","0.168544544016505","0.133446394839866","0.203642693193144"
"Sometimes","2008","Other degree","Female","69","0.143230031464733","0.112616512077789","0.173843550851677"
"Sometimes","2008","no degree/no degree yet","Male","73","0.278959920514286","0.223586872632664","0.334332968395908"
"Sometimes","2008","no degree/no degree yet","Female","75","0.238826698515313","0.189923205974438","0.287730191056189"
"Rarely","2008","lower secondary degree","Male","904","0.288874560321966","0.273056799552585","0.304692321091346"
"Rarely","2008","lower secondary degree","Female","734","0.215798303620535","0.201732899540246","0.229863707700823"
"Rarely","2008","secondary school degree","Male","827","0.334344971078994","0.315653085550232","0.353036856607757"
"Rarely","2008","secondary school degree","Female","1045","0.329541182015059","0.31348437902353","0.345597985006587"
"Rarely","2008","college entrance qualification","Male","1046","0.403923846540556","0.385262856704512","0.422584836376599"
"Rarely","2008","college entrance qualification","Female","940","0.393088351567186","0.373829980868372","0.412346722266"
"Rarely","2008","Other degree","Male","130","0.292077687512225","0.249444346924746","0.334711028099704"
"Rarely","2008","Other degree","Female","140","0.307015374481782","0.266706009138732","0.347324739824831"
"Rarely","2008","no degree/no degree yet","Male","56","0.242035945858787","0.189153435814244","0.294918455903329"
"Rarely","2008","no degree/no degree yet","Female","71","0.194008813035329","0.148653043366144","0.239364582704514"
"Never","2008","lower secondary degree","Male","1931","0.592329923307643","0.575180342832774","0.609479503782512"
"Never","2008","lower secondary degree","Female","2257","0.687006372646284","0.6711515115373","0.702861233755268"
"Never","2008","secondary school degree","Male","1250","0.494449600768387","0.474640062609986","0.514259138926788"
"Never","2008","secondary school degree","Female","1895","0.559166016409012","0.542206006737116","0.576126026080907"
"Never","2008","college entrance qualification","Male","1132","0.402461915618201","0.383811898021664","0.421111933214738"
"Never","2008","college entrance qualification","Female","1074","0.40525720544379","0.385900043404758","0.424614367482822"
"Never","2008","Other degree","Male","224","0.493587642208156","0.446712601380283","0.540462683036029"
"Never","2008","Other degree","Female","281","0.517730635466172","0.474062880169352","0.561398390762991"
"Never","2008","no degree/no degree yet","Male","73","0.316810227857959","0.259369743210078","0.37425071250584"
"Never","2008","no degree/no degree yet","Female","102","0.452111658823658","0.395026193165639","0.509197124481678"
"Very often","2009","lower secondary degree","Male","","","",""
"Very often","2009","lower secondary degree","Female","","","",""
"Very often","2009","secondary school degree","Male","","","",""
"Very often","2009","secondary school degree","Female","","","",""
"Very often","2009","college entrance qualification","Male","","","",""
"Very often","2009","college entrance qualification","Female","","","",""
"Very often","2009","Other degree","Male","","","",""
"Very often","2009","Other degree","Female","","","",""
"Very often","2009","no degree/no degree yet","Male","","","",""
"Very often","2009","no degree/no degree yet","Female","","","",""
"Often","2009","lower secondary degree","Male","","","",""
"Often","2009","lower secondary degree","Female","","","",""
"Often","2009","secondary school degree","Male","","","",""
"Often","2009","secondary school degree","Female","","","",""
"Often","2009","college entrance qualification","Male","","","",""
"Often","2009","college entrance qualification","Female","","","",""
"Often","2009","Other degree","Male","","","",""
"Often","2009","Other degree","Female","","","",""
"Often","2009","no degree/no degree yet","Male","","","",""
"Often","2009","no degree/no degree yet","Female","","","",""
"Sometimes","2009","lower secondary degree","Male","","","",""
"Sometimes","2009","lower secondary degree","Female","","","",""
"Sometimes","2009","secondary school degree","Male","","","",""
"Sometimes","2009","secondary school degree","Female","","","",""
"Sometimes","2009","college entrance qualification","Male","","","",""
"Sometimes","2009","college entrance qualification","Female","","","",""
"Sometimes","2009","Other degree","Male","","","",""
"Sometimes","2009","Other degree","Female","","","",""
"Sometimes","2009","no degree/no degree yet","Male","","","",""
"Sometimes","2009","no degree/no degree yet","Female","","","",""
"Rarely","2009","lower secondary degree","Male","","","",""
"Rarely","2009","lower secondary degree","Female","","","",""
"Rarely","2009","secondary school degree","Male","","","",""
"Rarely","2009","secondary school degree","Female","","","",""
"Rarely","2009","college entrance qualification","Male","","","",""
"Rarely","2009","college entrance qualification","Female","","","",""
"Rarely","2009","Other degree","Male","","","",""
"Rarely","2009","Other degree","Female","","","",""
"Rarely","2009","no degree/no degree yet","Male","","","",""
"Rarely","2009","no degree/no degree yet","Female","","","",""
"Never","2009","lower secondary degree","Male","","","",""
"Never","2009","lower secondary degree","Female","","","",""
"Never","2009","secondary school degree","Male","","","",""
"Never","2009","secondary school degree","Female","","","",""
"Never","2009","college entrance qualification","Male","","","",""
"Never","2009","college entrance qualification","Female","","","",""
"Never","2009","Other degree","Male","","","",""
"Never","2009","Other degree","Female","","","",""
"Never","2009","no degree/no degree yet","Male","","","",""
"Never","2009","no degree/no degree yet","Female","","","",""
"Very often","2010","lower secondary degree","Male","","","",""
"Very often","2010","lower secondary degree","Female","","","",""
"Very often","2010","secondary school degree","Male","","","",""
"Very often","2010","secondary school degree","Female","","","",""
"Very often","2010","college entrance qualification","Male","","","",""
"Very often","2010","college entrance qualification","Female","","","",""
"Very often","2010","Other degree","Male","","","",""
"Very often","2010","Other degree","Female","","","",""
"Very often","2010","no degree/no degree yet","Male","","","",""
"Very often","2010","no degree/no degree yet","Female","","","",""
"Often","2010","lower secondary degree","Male","","","",""
"Often","2010","lower secondary degree","Female","","","",""
"Often","2010","secondary school degree","Male","","","",""
"Often","2010","secondary school degree","Female","","","",""
"Often","2010","college entrance qualification","Male","","","",""
"Often","2010","college entrance qualification","Female","","","",""
"Often","2010","Other degree","Male","","","",""
"Often","2010","Other degree","Female","","","",""
"Often","2010","no degree/no degree yet","Male","","","",""
"Often","2010","no degree/no degree yet","Female","","","",""
"Sometimes","2010","lower secondary degree","Male","","","",""
"Sometimes","2010","lower secondary degree","Female","","","",""
"Sometimes","2010","secondary school degree","Male","","","",""
"Sometimes","2010","secondary school degree","Female","","","",""
"Sometimes","2010","college entrance qualification","Male","","","",""
"Sometimes","2010","college entrance qualification","Female","","","",""
"Sometimes","2010","Other degree","Male","","","",""
"Sometimes","2010","Other degree","Female","","","",""
"Sometimes","2010","no degree/no degree yet","Male","","","",""
"Sometimes","2010","no degree/no degree yet","Female","","","",""
"Rarely","2010","lower secondary degree","Male","","","",""
"Rarely","2010","lower secondary degree","Female","","","",""
"Rarely","2010","secondary school degree","Male","","","",""
"Rarely","2010","secondary school degree","Female","","","",""
"Rarely","2010","college entrance qualification","Male","","","",""
"Rarely","2010","college entrance qualification","Female","","","",""
"Rarely","2010","Other degree","Male","","","",""
"Rarely","2010","Other degree","Female","","","",""
"Rarely","2010","no degree/no degree yet","Male","","","",""
"Rarely","2010","no degree/no degree yet","Female","","","",""
"Never","2010","lower secondary degree","Male","","","",""
"Never","2010","lower secondary degree","Female","","","",""
"Never","2010","secondary school degree","Male","","","",""
"Never","2010","secondary school degree","Female","","","",""
"Never","2010","college entrance qualification","Male","","","",""
"Never","2010","college entrance qualification","Female","","","",""
"Never","2010","Other degree","Male","","","",""
"Never","2010","Other degree","Female","","","",""
"Never","2010","no degree/no degree yet","Male","","","",""
"Never","2010","no degree/no degree yet","Female","","","",""
"Very often","2011","lower secondary degree","Male","","","",""
"Very often","2011","lower secondary degree","Female","","","",""
"Very often","2011","secondary school degree","Male","","","",""
"Very often","2011","secondary school degree","Female","","","",""
"Very often","2011","college entrance qualification","Male","","","",""
"Very often","2011","college entrance qualification","Female","","","",""
"Very often","2011","Other degree","Male","","","",""
"Very often","2011","Other degree","Female","","","",""
"Very often","2011","no degree/no degree yet","Male","","","",""
"Very often","2011","no degree/no degree yet","Female","","","",""
"Often","2011","lower secondary degree","Male","","","",""
"Often","2011","lower secondary degree","Female","","","",""
"Often","2011","secondary school degree","Male","","","",""
"Often","2011","secondary school degree","Female","","","",""
"Often","2011","college entrance qualification","Male","","","",""
"Often","2011","college entrance qualification","Female","","","",""
"Often","2011","Other degree","Male","","","",""
"Often","2011","Other degree","Female","","","",""
"Often","2011","no degree/no degree yet","Male","","","",""
"Often","2011","no degree/no degree yet","Female","","","",""
"Sometimes","2011","lower secondary degree","Male","","","",""
"Sometimes","2011","lower secondary degree","Female","","","",""
"Sometimes","2011","secondary school degree","Male","","","",""
"Sometimes","2011","secondary school degree","Female","","","",""
"Sometimes","2011","college entrance qualification","Male","","","",""
"Sometimes","2011","college entrance qualification","Female","","","",""
"Sometimes","2011","Other degree","Male","","","",""
"Sometimes","2011","Other degree","Female","","","",""
"Sometimes","2011","no degree/no degree yet","Male","","","",""
"Sometimes","2011","no degree/no degree yet","Female","","","",""
"Rarely","2011","lower secondary degree","Male","","","",""
"Rarely","2011","lower secondary degree","Female","","","",""
"Rarely","2011","secondary school degree","Male","","","",""
"Rarely","2011","secondary school degree","Female","","","",""
"Rarely","2011","college entrance qualification","Male","","","",""
"Rarely","2011","college entrance qualification","Female","","","",""
"Rarely","2011","Other degree","Male","","","",""
"Rarely","2011","Other degree","Female","","","",""
"Rarely","2011","no degree/no degree yet","Male","","","",""
"Rarely","2011","no degree/no degree yet","Female","","","",""
"Never","2011","lower secondary degree","Male","","","",""
"Never","2011","lower secondary degree","Female","","","",""
"Never","2011","secondary school degree","Male","","","",""
"Never","2011","secondary school degree","Female","","","",""
"Never","2011","college entrance qualification","Male","","","",""
"Never","2011","college entrance qualification","Female","","","",""
"Never","2011","Other degree","Male","","","",""
"Never","2011","Other degree","Female","","","",""
"Never","2011","no degree/no degree yet","Male","","","",""
"Never","2011","no degree/no degree yet","Female","","","",""
"Very often","2012","lower secondary degree","Male","","","",""
"Very often","2012","lower secondary degree","Female","","","",""
"Very often","2012","secondary school degree","Male","","","",""
"Very often","2012","secondary school degree","Female","","","",""
"Very often","2012","college entrance qualification","Male","","","",""
"Very often","2012","college entrance qualification","Female","","","",""
"Very often","2012","Other degree","Male","","","",""
"Very often","2012","Other degree","Female","","","",""
"Very often","2012","no degree/no degree yet","Male","","","",""
"Very often","2012","no degree/no degree yet","Female","","","",""
"Often","2012","lower secondary degree","Male","","","",""
"Often","2012","lower secondary degree","Female","","","",""
"Often","2012","secondary school degree","Male","","","",""
"Often","2012","secondary school degree","Female","","","",""
"Often","2012","college entrance qualification","Male","","","",""
"Often","2012","college entrance qualification","Female","","","",""
"Often","2012","Other degree","Male","","","",""
"Often","2012","Other degree","Female","","","",""
"Often","2012","no degree/no degree yet","Male","","","",""
"Often","2012","no degree/no degree yet","Female","","","",""
"Sometimes","2012","lower secondary degree","Male","","","",""
"Sometimes","2012","lower secondary degree","Female","","","",""
"Sometimes","2012","secondary school degree","Male","","","",""
"Sometimes","2012","secondary school degree","Female","","","",""
"Sometimes","2012","college entrance qualification","Male","","","",""
"Sometimes","2012","college entrance qualification","Female","","","",""
"Sometimes","2012","Other degree","Male","","","",""
"Sometimes","2012","Other degree","Female","","","",""
"Sometimes","2012","no degree/no degree yet","Male","","","",""
"Sometimes","2012","no degree/no degree yet","Female","","","",""
"Rarely","2012","lower secondary degree","Male","","","",""
"Rarely","2012","lower secondary degree","Female","","","",""
"Rarely","2012","secondary school degree","Male","","","",""
"Rarely","2012","secondary school degree","Female","","","",""
"Rarely","2012","college entrance qualification","Male","","","",""
"Rarely","2012","college entrance qualification","Female","","","",""
"Rarely","2012","Other degree","Male","","","",""
"Rarely","2012","Other degree","Female","","","",""
"Rarely","2012","no degree/no degree yet","Male","","","",""
"Rarely","2012","no degree/no degree yet","Female","","","",""
"Never","2012","lower secondary degree","Male","","","",""
"Never","2012","lower secondary degree","Female","","","",""
"Never","2012","secondary school degree","Male","","","",""
"Never","2012","secondary school degree","Female","","","",""
"Never","2012","college entrance qualification","Male","","","",""
"Never","2012","college entrance qualification","Female","","","",""
"Never","2012","Other degree","Male","","","",""
"Never","2012","Other degree","Female","","","",""
"Never","2012","no degree/no degree yet","Male","","","",""
"Never","2012","no degree/no degree yet","Female","","","",""
"Very often","2013","lower secondary degree","Male","13","","",""
"Very often","2013","lower secondary degree","Female","11","","",""
"Very often","2013","secondary school degree","Male","13","","",""
"Very often","2013","secondary school degree","Female","12","","",""
"Very often","2013","college entrance qualification","Male","4","","",""
"Very often","2013","college entrance qualification","Female","8","","",""
"Very often","2013","Other degree","Male","7","","",""
"Very often","2013","Other degree","Female","6","","",""
"Very often","2013","no degree/no degree yet","Male","8","","",""
"Very often","2013","no degree/no degree yet","Female","7","","",""
