"pld0044","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","16-34 y.","indirect migration background","198","0.342724604346627","0.303726967805607","0.381722240887648"
"Rarely","2008","35-65 y.","no migration background","3071","0.329396192548949","0.319831742223457","0.338960642874441"
"Rarely","2008","35-65 y.","direct migration background","354","0.310285039678285","0.28360586808299","0.33696421127358"
"Rarely","2008","35-65 y.","indirect migration background","71","0.311828786847699","0.246132963361447","0.377524610333952"
"Rarely","2008","66 and older","no migration background","801","0.201034034008416","0.18848967127821","0.213578396738621"
"Rarely","2008","66 and older","direct migration background","76","0.221694196327955","0.179311634485713","0.264076758170198"
"Rarely","2008","66 and older","indirect migration background","","","",""
"Never","2008","16-34 y.","no migration background","1028","0.281316232799447","0.266268629086346","0.296363836512547"
"Never","2008","16-34 y.","direct migration background","128","0.317121604495698","0.269640642495147","0.364602566496248"
"Never","2008","16-34 y.","indirect migration background","174","0.309736186451809","0.271743895322372","0.347728477581246"
"Never","2008","35-65 y.","no migration background","5211","0.55101234296858","0.540890360382913","0.561134325554247"
"Never","2008","35-65 y.","direct migration background","579","0.509184040632652","0.480353430829485","0.53801465043582"
"Never","2008","35-65 y.","indirect migration background","80","0.517648727654496","0.446783906230704","0.588513549078287"
"Never","2008","66 and older","no migration background","2911","0.74449340041772","0.730841875783618","0.758144925051822"
"Never","2008","66 and older","direct migration background","257","0.677755277862167","0.630072201322358","0.725438354401976"
"Never","2008","66 and older","indirect migration background","11","","",""
"Very often","2009","16-34 y.","no migration background","","","",""
"Very often","2009","16-34 y.","direct migration background","","","",""
"Very often","2009","16-34 y.","indirect migration background","","","",""
"Very often","2009","35-65 y.","no migration background","","","",""
"Very often","2009","35-65 y.","direct migration background","","","",""
"Very often","2009","35-65 y.","indirect migration background","","","",""
"Very often","2009","66 and older","no migration background","","","",""
"Very often","2009","66 and older","direct migration background","","","",""
"Very often","2009","66 and older","indirect migration background","","","",""
"Often","2009","16-34 y.","no migration background","","","",""
"Often","2009","16-34 y.","direct migration background","","","",""
"Often","2009","16-34 y.","indirect migration background","","","",""
"Often","2009","35-65 y.","no migration background","","","",""
"Often","2009","35-65 y.","direct migration background","","","",""
"Often","2009","35-65 y.","indirect migration background","","","",""
"Often","2009","66 and older","no migration background","","","",""
"Often","2009","66 and older","direct migration background","","","",""
"Often","2009","66 and older","indirect migration background","","","",""
"Sometimes","2009","16-34 y.","no migration background","","","",""
"Sometimes","2009","16-34 y.","direct migration background","","","",""
"Sometimes","2009","16-34 y.","indirect migration background","","","",""
"Sometimes","2009","35-65 y.","no migration background","","","",""
"Sometimes","2009","35-65 y.","direct migration background","","","",""
"Sometimes","2009","35-65 y.","indirect migration background","","","",""
"Sometimes","2009","66 and older","no migration background","","","",""
"Sometimes","2009","66 and older","direct migration background","","","",""
"Sometimes","2009","66 and older","indirect migration background","","","",""
"Rarely","2009","16-34 y.","no migration background","","","",""
"Rarely","2009","16-34 y.","direct migration background","","","",""
"Rarely","2009","16-34 y.","indirect migration background","","","",""
"Rarely","2009","35-65 y.","no migration background","","","",""
"Rarely","2009","35-65 y.","direct migration background","","","",""
"Rarely","2009","35-65 y.","indirect migration background","","","",""
"Rarely","2009","66 and older","no migration background","","","",""
"Rarely","2009","66 and older","direct migration background","","","",""
"Rarely","2009","66 and older","indirect migration background","","","",""
"Never","2009","16-34 y.","no migration background","","","",""
"Never","2009","16-34 y.","direct migration background","","","",""
"Never","2009","16-34 y.","indirect migration background","","","",""
"Never","2009","35-65 y.","no migration background","","","",""
"Never","2009","35-65 y.","direct migration background","","","",""
"Never","2009","35-65 y.","indirect migration background","","","",""
"Never","2009","66 and older","no migration background","","","",""
"Never","2009","66 and older","direct migration background","","","",""
"Never","2009","66 and older","indirect migration background","","","",""
"Very often","2010","16-34 y.","no migration background","","","",""
"Very often","2010","16-34 y.","direct migration background","","","",""
"Very often","2010","16-34 y.","indirect migration background","","","",""
"Very often","2010","35-65 y.","no migration background","","","",""
"Very often","2010","35-65 y.","direct migration background","","","",""
"Very often","2010","35-65 y.","indirect migration background","","","",""
"Very often","2010","66 and older","no migration background","","","",""
"Very often","2010","66 and older","direct migration background","","","",""
"Very often","2010","66 and older","indirect migration background","","","",""
"Often","2010","16-34 y.","no migration background","","","",""
"Often","2010","16-34 y.","direct migration background","","","",""
"Often","2010","16-34 y.","indirect migration background","","","",""
"Often","2010","35-65 y.","no migration background","","","",""
"Often","2010","35-65 y.","direct migration background","","","",""
"Often","2010","35-65 y.","indirect migration background","","","",""
"Often","2010","66 and older","no migration background","","","",""
"Often","2010","66 and older","direct migration background","","","",""
"Often","2010","66 and older","indirect migration background","","","",""
"Sometimes","2010","16-34 y.","no migration background","","","",""
"Sometimes","2010","16-34 y.","direct migration background","","","",""
"Sometimes","2010","16-34 y.","indirect migration background","","","",""
"Sometimes","2010","35-65 y.","no migration background","","","",""
"Sometimes","2010","35-65 y.","direct migration background","","","",""
"Sometimes","2010","35-65 y.","indirect migration background","","","",""
"Sometimes","2010","66 and older","no migration background","","","",""
"Sometimes","2010","66 and older","direct migration background","","","",""
"Sometimes","2010","66 and older","indirect migration background","","","",""
"Rarely","2010","16-34 y.","no migration background","","","",""
"Rarely","2010","16-34 y.","direct migration background","","","",""
"Rarely","2010","16-34 y.","indirect migration background","","","",""
"Rarely","2010","35-65 y.","no migration background","","","",""
"Rarely","2010","35-65 y.","direct migration background","","","",""
"Rarely","2010","35-65 y.","indirect migration background","","","",""
"Rarely","2010","66 and older","no migration background","","","",""
"Rarely","2010","66 and older","direct migration background","","","",""
"Rarely","2010","66 and older","indirect migration background","","","",""
"Never","2010","16-34 y.","no migration background","","","",""
"Never","2010","16-34 y.","direct migration background","","","",""
"Never","2010","16-34 y.","indirect migration background","","","",""
"Never","2010","35-65 y.","no migration background","","","",""
"Never","2010","35-65 y.","direct migration background","","","",""
"Never","2010","35-65 y.","indirect migration background","","","",""
"Never","2010","66 and older","no migration background","","","",""
"Never","2010","66 and older","direct migration background","","","",""
"Never","2010","66 and older","indirect migration background","","","",""
"Very often","2011","16-34 y.","no migration background","","","",""
"Very often","2011","16-34 y.","direct migration background","","","",""
"Very often","2011","16-34 y.","indirect migration background","","","",""
"Very often","2011","35-65 y.","no migration background","","","",""
"Very often","2011","35-65 y.","direct migration background","","","",""
"Very often","2011","35-65 y.","indirect migration background","","","",""
"Very often","2011","66 and older","no migration background","","","",""
"Very often","2011","66 and older","direct migration background","","","",""
"Very often","2011","66 and older","indirect migration background","","","",""
"Often","2011","16-34 y.","no migration background","","","",""
"Often","2011","16-34 y.","direct migration background","","","",""
"Often","2011","16-34 y.","indirect migration background","","","",""
"Often","2011","35-65 y.","no migration background","","","",""
"Often","2011","35-65 y.","direct migration background","","","",""
"Often","2011","35-65 y.","indirect migration background","","","",""
"Often","2011","66 and older","no migration background","","","",""
"Often","2011","66 and older","direct migration background","","","",""
"Often","2011","66 and older","indirect migration background","","","",""
"Sometimes","2011","16-34 y.","no migration background","","","",""
"Sometimes","2011","16-34 y.","direct migration background","","","",""
"Sometimes","2011","16-34 y.","indirect migration background","","","",""
"Sometimes","2011","35-65 y.","no migration background","","","",""
"Sometimes","2011","35-65 y.","direct migration background","","","",""
"Sometimes","2011","35-65 y.","indirect migration background","","","",""
"Sometimes","2011","66 and older","no migration background","","","",""
"Sometimes","2011","66 and older","direct migration background","","","",""
"Sometimes","2011","66 and older","indirect migration background","","","",""
"Rarely","2011","16-34 y.","no migration background","","","",""
"Rarely","2011","16-34 y.","direct migration background","","","",""
"Rarely","2011","16-34 y.","indirect migration background","","","",""
"Rarely","2011","35-65 y.","no migration background","","","",""
"Rarely","2011","35-65 y.","direct migration background","","","",""
"Rarely","2011","35-65 y.","indirect migration background","","","",""
"Rarely","2011","66 and older","no migration background","","","",""
"Rarely","2011","66 and older","direct migration background","","","",""
"Rarely","2011","66 and older","indirect migration background","","","",""
"Never","2011","16-34 y.","no migration background","","","",""
"Never","2011","16-34 y.","direct migration background","","","",""
"Never","2011","16-34 y.","indirect migration background","","","",""
"Never","2011","35-65 y.","no migration background","","","",""
"Never","2011","35-65 y.","direct migration background","","","",""
"Never","2011","35-65 y.","indirect migration background","","","",""
"Never","2011","66 and older","no migration background","","","",""
"Never","2011","66 and older","direct migration background","","","",""
"Never","2011","66 and older","indirect migration background","","","",""
"Very often","2012","16-34 y.","no migration background","","","",""
"Very often","2012","16-34 y.","direct migration background","","","",""
"Very often","2012","16-34 y.","indirect migration background","","","",""
"Very often","2012","35-65 y.","no migration background","","","",""
"Very often","2012","35-65 y.","direct migration background","","","",""
"Very often","2012","35-65 y.","indirect migration background","","","",""
"Very often","2012","66 and older","no migration background","","","",""
"Very often","2012","66 and older","direct migration background","","","",""
"Very often","2012","66 and older","indirect migration background","","","",""
"Often","2012","16-34 y.","no migration background","","","",""
"Often","2012","16-34 y.","direct migration background","","","",""
"Often","2012","16-34 y.","indirect migration background","","","",""
"Often","2012","35-65 y.","no migration background","","","",""
"Often","2012","35-65 y.","direct migration background","","","",""
"Often","2012","35-65 y.","indirect migration background","","","",""
"Often","2012","66 and older","no migration background","","","",""
"Often","2012","66 and older","direct migration background","","","",""
"Often","2012","66 and older","indirect migration background","","","",""
"Sometimes","2012","16-34 y.","no migration background","","","",""
"Sometimes","2012","16-34 y.","direct migration background","","","",""
"Sometimes","2012","16-34 y.","indirect migration background","","","",""
"Sometimes","2012","35-65 y.","no migration background","","","",""
"Sometimes","2012","35-65 y.","direct migration background","","","",""
"Sometimes","2012","35-65 y.","indirect migration background","","","",""
"Sometimes","2012","66 and older","no migration background","","","",""
"Sometimes","2012","66 and older","direct migration background","","","",""
"Sometimes","2012","66 and older","indirect migration background","","","",""
"Rarely","2012","16-34 y.","no migration background","","","",""
"Rarely","2012","16-34 y.","direct migration background","","","",""
"Rarely","2012","16-34 y.","indirect migration background","","","",""
"Rarely","2012","35-65 y.","no migration background","","","",""
"Rarely","2012","35-65 y.","direct migration background","","","",""
"Rarely","2012","35-65 y.","indirect migration background","","","",""
"Rarely","2012","66 and older","no migration background","","","",""
"Rarely","2012","66 and older","direct migration background","","","",""
"Rarely","2012","66 and older","indirect migration background","","","",""
"Never","2012","16-34 y.","no migration background","","","",""
"Never","2012","16-34 y.","direct migration background","","","",""
"Never","2012","16-34 y.","indirect migration background","","","",""
"Never","2012","35-65 y.","no migration background","","","",""
"Never","2012","35-65 y.","direct migration background","","","",""
"Never","2012","35-65 y.","indirect migration background","","","",""
"Never","2012","66 and older","no migration background","","","",""
"Never","2012","66 and older","direct migration background","","","",""
"Never","2012","66 and older","indirect migration background","","","",""
"Very often","2013","16-34 y.","no migration background","35","0.00578662688526278","0.0035400920413332","0.00803316172919237"
"Very often","2013","16-34 y.","direct migration background","2","","",""
"Very often","2013","16-34 y.","indirect migration background","9","","",""
"Very often","2013","35-65 y.","no migration background","26","","",""
"Very often","2013","35-65 y.","direct migration background","14","","",""
"Very often","2013","35-65 y.","indirect migration background","4","","",""
"Very often","2013","66 and older","no migration background","8","","",""
"Very often","2013","66 and older","direct migration background","","","",""
"Very often","2013","66 and older","indirect migration background","","","",""
"Often","2013","16-34 y.","no migration background","305","0.0705453708517298","0.0629611848372871","0.0781295568661725"
"Often","2013","16-34 y.","direct migration background","31","0.0710165133369532","0.0504300772076961","0.0916029494662102"
"Often","2013","16-34 y.","indirect migration background","69","0.0788778087898514","0.058250991926323","0.0995046256533798"
"Often","2013","35-65 y.","no migration background","186","0.0150190657865591","0.012902885560995","0.0171352460121233"
"Often","2013","35-65 y.","direct migration background","79","0.0394148976985398","0.0301187255320124","0.0487110698650673"
"Often","2013","35-65 y.","indirect migration background","19","","",""
"Often","2013","66 and older","no migration background","31","0.00919258530509167","0.00643315905418325","0.0119520115560001"
"Often","2013","66 and older","direct migration background","5","","",""
"Often","2013","66 and older","indirect migration background","","","",""
"Sometimes","2013","16-34 y.","no migration background","1026","0.244649650025519","0.231917342043772","0.257381958007267"
"Sometimes","2013","16-34 y.","direct migration background","133","0.260031138418606","0.224873726284745","0.295188550552468"
"Sometimes","2013","16-34 y.","indirect migration background","163","0.221120323453739","0.189362868718358","0.252877778189121"
"Sometimes","2013","35-65 y.","no migration background","1252","0.10020996490041","0.0949854818497878","0.105434447951032"
"Sometimes","2013","35-65 y.","direct migration background","306","0.177462392728117","0.159209273895588","0.195715511560645"
"Sometimes","2013","35-65 y.","indirect migration background","77","0.167552807409663","0.135545330004529","0.199560284814797"
"Sometimes","2013","66 and older","no migration background","236","0.0554697130093295","0.0488514924433895","0.0620879335752696"
"Sometimes","2013","66 and older","direct migration background","29","","",""
"Sometimes","2013","66 and older","indirect migration background","","","",""
"Rarely","2013","16-34 y.","no migration background","1630","0.388813583842905","0.374375213416699","0.403251954269112"
