"pld0044","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Part Time","secondary school degree","212","0.130732116783065","0.114758949133822","0.146705284432308"
"Sometimes","2003","Part Time","college entrance qualification","281","0.209232520016391","0.187740468774169","0.230724571258613"
"Sometimes","2003","Part Time","Other degree","57","0.190680382570618","0.146808550186944","0.234552214954292"
"Sometimes","2003","Part Time","no degree/no degree yet","52","0.298023718099313","0.227151710817609","0.368895725381017"
"Sometimes","2003","Not Working","lower secondary degree","231","0.0589362874467838","0.0516885906092788","0.0661839842842888"
"Sometimes","2003","Not Working","secondary school degree","144","0.0952292180723054","0.0806445117856148","0.109813924358996"
"Sometimes","2003","Not Working","college entrance qualification","189","0.153093835653723","0.133044086803596","0.173143584503851"
"Sometimes","2003","Not Working","Other degree","63","0.128053668139418","0.0986764420319567","0.157430894246879"
"Sometimes","2003","Not Working","no degree/no degree yet","173","0.26264970270801","0.229126578751441","0.29617282666458"
"Rarely","2003","Full Time","lower secondary degree","817","0.355945150281028","0.336537238695635","0.375353061866421"
"Rarely","2003","Full Time","secondary school degree","1218","0.387504515438747","0.370513010047762","0.404496020829732"
"Rarely","2003","Full Time","college entrance qualification","1161","0.411421189627017","0.393210462055766","0.429631917198269"
"Rarely","2003","Full Time","Other degree","116","0.261830128057057","0.220082552597049","0.303577703517064"
"Rarely","2003","Full Time","no degree/no degree yet","19","","",""
"Rarely","2003","Part Time","lower secondary degree","443","0.283799794871637","0.260838635082033","0.306760954661241"
"Rarely","2003","Part Time","secondary school degree","615","0.355930102547403","0.333243370225158","0.378616834869647"
"Rarely","2003","Part Time","college entrance qualification","546","0.412804465426141","0.386790746738956","0.438818184113325"
"Rarely","2003","Part Time","Other degree","90","0.278699535110197","0.228627071343522","0.328771998876872"
"Rarely","2003","Part Time","no degree/no degree yet","39","0.272327472026915","0.203350866738049","0.341304077315781"
"Rarely","2003","Not Working","lower secondary degree","789","0.186271169414458","0.17428965291607","0.198252685912847"
"Rarely","2003","Not Working","secondary school degree","457","0.299496559964699","0.276738022468723","0.322255097460675"
"Rarely","2003","Not Working","college entrance qualification","398","0.321851192098537","0.295837469774512","0.347864914422562"
"Rarely","2003","Not Working","Other degree","91","0.185374128658622","0.151209747596201","0.219538509721044"
"Rarely","2003","Not Working","no degree/no degree yet","179","0.228528470927925","0.196543261049074","0.260513680806777"
"Never","2003","Full Time","lower secondary degree","1122","0.468315916691953","0.448089352063921","0.488542481319985"
"Never","2003","Full Time","secondary school degree","1430","0.437968792811623","0.420664899583313","0.455272686039933"
"Never","2003","Full Time","college entrance qualification","1090","0.356213218021323","0.338491423307672","0.373935012734973"
"Never","2003","Full Time","Other degree","201","0.458554635446994","0.411237749428047","0.50587152146594"
"Never","2003","Full Time","no degree/no degree yet","35","0.428103031733431","0.310497788756873","0.545708274709988"
"Never","2003","Part Time","lower secondary degree","813","0.549486088776408","0.524146298526248","0.574825879026567"
"Never","2003","Part Time","secondary school degree","827","0.47303735438418","0.449380297171174","0.496694411597186"
"Never","2003","Part Time","college entrance qualification","466","0.316294846591216","0.291724043090797","0.340865650091635"
"Never","2003","Part Time","Other degree","150","0.487521795746907","0.431699531168073","0.543344060325742"
"Never","2003","Part Time","no degree/no degree yet","32","0.264810558156028","0.19644216407808","0.333178952233976"
"Never","2003","Not Working","lower secondary degree","2986","0.743065399443098","0.72961844498584","0.756512353900355"
"Never","2003","Not Working","secondary school degree","926","0.590438104999167","0.566004347715767","0.614871862282567"
"Never","2003","Not Working","college entrance qualification","608","0.492800072764774","0.464962112489951","0.520638033039597"
"Never","2003","Not Working","Other degree","326","0.650143989748623","0.608214522700337","0.692073456796909"
"Never","2003","Not Working","no degree/no degree yet","207","0.397678190024391","0.360396183540491","0.434960196508291"
"Very often","2004","Full Time","lower secondary degree","","","",""
"Very often","2004","Full Time","secondary school degree","","","",""
"Very often","2004","Full Time","college entrance qualification","","","",""
"Very often","2004","Full Time","Other degree","","","",""
"Very often","2004","Full Time","no degree/no degree yet","","","",""
"Very often","2004","Part Time","lower secondary degree","","","",""
"Very often","2004","Part Time","secondary school degree","","","",""
"Very often","2004","Part Time","college entrance qualification","","","",""
"Very often","2004","Part Time","Other degree","","","",""
"Very often","2004","Part Time","no degree/no degree yet","","","",""
"Very often","2004","Not Working","lower secondary degree","","","",""
"Very often","2004","Not Working","secondary school degree","","","",""
"Very often","2004","Not Working","college entrance qualification","","","",""
"Very often","2004","Not Working","Other degree","","","",""
"Very often","2004","Not Working","no degree/no degree yet","","","",""
"Often","2004","Full Time","lower secondary degree","","","",""
"Often","2004","Full Time","secondary school degree","","","",""
"Often","2004","Full Time","college entrance qualification","","","",""
"Often","2004","Full Time","Other degree","","","",""
"Often","2004","Full Time","no degree/no degree yet","","","",""
"Often","2004","Part Time","lower secondary degree","","","",""
"Often","2004","Part Time","secondary school degree","","","",""
"Often","2004","Part Time","college entrance qualification","","","",""
"Often","2004","Part Time","Other degree","","","",""
"Often","2004","Part Time","no degree/no degree yet","","","",""
"Often","2004","Not Working","lower secondary degree","","","",""
"Often","2004","Not Working","secondary school degree","","","",""
"Often","2004","Not Working","college entrance qualification","","","",""
"Often","2004","Not Working","Other degree","","","",""
"Often","2004","Not Working","no degree/no degree yet","","","",""
"Sometimes","2004","Full Time","lower secondary degree","","","",""
"Sometimes","2004","Full Time","secondary school degree","","","",""
"Sometimes","2004","Full Time","college entrance qualification","","","",""
"Sometimes","2004","Full Time","Other degree","","","",""
"Sometimes","2004","Full Time","no degree/no degree yet","","","",""
"Sometimes","2004","Part Time","lower secondary degree","","","",""
"Sometimes","2004","Part Time","secondary school degree","","","",""
"Sometimes","2004","Part Time","college entrance qualification","","","",""
"Sometimes","2004","Part Time","Other degree","","","",""
"Sometimes","2004","Part Time","no degree/no degree yet","","","",""
"Sometimes","2004","Not Working","lower secondary degree","","","",""
"Sometimes","2004","Not Working","secondary school degree","","","",""
"Sometimes","2004","Not Working","college entrance qualification","","","",""
"Sometimes","2004","Not Working","Other degree","","","",""
"Sometimes","2004","Not Working","no degree/no degree yet","","","",""
"Rarely","2004","Full Time","lower secondary degree","","","",""
"Rarely","2004","Full Time","secondary school degree","","","",""
"Rarely","2004","Full Time","college entrance qualification","","","",""
"Rarely","2004","Full Time","Other degree","","","",""
"Rarely","2004","Full Time","no degree/no degree yet","","","",""
"Rarely","2004","Part Time","lower secondary degree","","","",""
"Rarely","2004","Part Time","secondary school degree","","","",""
"Rarely","2004","Part Time","college entrance qualification","","","",""
"Rarely","2004","Part Time","Other degree","","","",""
"Rarely","2004","Part Time","no degree/no degree yet","","","",""
"Rarely","2004","Not Working","lower secondary degree","","","",""
"Rarely","2004","Not Working","secondary school degree","","","",""
"Rarely","2004","Not Working","college entrance qualification","","","",""
"Rarely","2004","Not Working","Other degree","","","",""
"Rarely","2004","Not Working","no degree/no degree yet","","","",""
"Never","2004","Full Time","lower secondary degree","","","",""
"Never","2004","Full Time","secondary school degree","","","",""
"Never","2004","Full Time","college entrance qualification","","","",""
"Never","2004","Full Time","Other degree","","","",""
"Never","2004","Full Time","no degree/no degree yet","","","",""
"Never","2004","Part Time","lower secondary degree","","","",""
"Never","2004","Part Time","secondary school degree","","","",""
"Never","2004","Part Time","college entrance qualification","","","",""
"Never","2004","Part Time","Other degree","","","",""
"Never","2004","Part Time","no degree/no degree yet","","","",""
"Never","2004","Not Working","lower secondary degree","","","",""
"Never","2004","Not Working","secondary school degree","","","",""
"Never","2004","Not Working","college entrance qualification","","","",""
"Never","2004","Not Working","Other degree","","","",""
"Never","2004","Not Working","no degree/no degree yet","","","",""
"Very often","2005","Full Time","lower secondary degree","","","",""
"Very often","2005","Full Time","secondary school degree","","","",""
"Very often","2005","Full Time","college entrance qualification","","","",""
"Very often","2005","Full Time","Other degree","","","",""
"Very often","2005","Full Time","no degree/no degree yet","","","",""
"Very often","2005","Part Time","lower secondary degree","","","",""
"Very often","2005","Part Time","secondary school degree","","","",""
"Very often","2005","Part Time","college entrance qualification","","","",""
"Very often","2005","Part Time","Other degree","","","",""
"Very often","2005","Part Time","no degree/no degree yet","","","",""
"Very often","2005","Not Working","lower secondary degree","","","",""
"Very often","2005","Not Working","secondary school degree","","","",""
"Very often","2005","Not Working","college entrance qualification","","","",""
"Very often","2005","Not Working","Other degree","","","",""
"Very often","2005","Not Working","no degree/no degree yet","","","",""
"Often","2005","Full Time","lower secondary degree","","","",""
"Often","2005","Full Time","secondary school degree","","","",""
"Often","2005","Full Time","college entrance qualification","","","",""
"Often","2005","Full Time","Other degree","","","",""
"Often","2005","Full Time","no degree/no degree yet","","","",""
"Often","2005","Part Time","lower secondary degree","","","",""
"Often","2005","Part Time","secondary school degree","","","",""
"Often","2005","Part Time","college entrance qualification","","","",""
"Often","2005","Part Time","Other degree","","","",""
"Often","2005","Part Time","no degree/no degree yet","","","",""
"Often","2005","Not Working","lower secondary degree","","","",""
"Often","2005","Not Working","secondary school degree","","","",""
"Often","2005","Not Working","college entrance qualification","","","",""
"Often","2005","Not Working","Other degree","","","",""
"Often","2005","Not Working","no degree/no degree yet","","","",""
"Sometimes","2005","Full Time","lower secondary degree","","","",""
"Sometimes","2005","Full Time","secondary school degree","","","",""
"Sometimes","2005","Full Time","college entrance qualification","","","",""
"Sometimes","2005","Full Time","Other degree","","","",""
"Sometimes","2005","Full Time","no degree/no degree yet","","","",""
"Sometimes","2005","Part Time","lower secondary degree","","","",""
"Sometimes","2005","Part Time","secondary school degree","","","",""
"Sometimes","2005","Part Time","college entrance qualification","","","",""
"Sometimes","2005","Part Time","Other degree","","","",""
"Sometimes","2005","Part Time","no degree/no degree yet","","","",""
"Sometimes","2005","Not Working","lower secondary degree","","","",""
"Sometimes","2005","Not Working","secondary school degree","","","",""
"Sometimes","2005","Not Working","college entrance qualification","","","",""
"Sometimes","2005","Not Working","Other degree","","","",""
"Sometimes","2005","Not Working","no degree/no degree yet","","","",""
"Rarely","2005","Full Time","lower secondary degree","","","",""
"Rarely","2005","Full Time","secondary school degree","","","",""
"Rarely","2005","Full Time","college entrance qualification","","","",""
"Rarely","2005","Full Time","Other degree","","","",""
"Rarely","2005","Full Time","no degree/no degree yet","","","",""
"Rarely","2005","Part Time","lower secondary degree","","","",""
"Rarely","2005","Part Time","secondary school degree","","","",""
"Rarely","2005","Part Time","college entrance qualification","","","",""
"Rarely","2005","Part Time","Other degree","","","",""
"Rarely","2005","Part Time","no degree/no degree yet","","","",""
"Rarely","2005","Not Working","lower secondary degree","","","",""
"Rarely","2005","Not Working","secondary school degree","","","",""
"Rarely","2005","Not Working","college entrance qualification","","","",""
"Rarely","2005","Not Working","Other degree","","","",""
"Rarely","2005","Not Working","no degree/no degree yet","","","",""
"Never","2005","Full Time","lower secondary degree","","","",""
"Never","2005","Full Time","secondary school degree","","","",""
"Never","2005","Full Time","college entrance qualification","","","",""
"Never","2005","Full Time","Other degree","","","",""
"Never","2005","Full Time","no degree/no degree yet","","","",""
"Never","2005","Part Time","lower secondary degree","","","",""
"Never","2005","Part Time","secondary school degree","","","",""
"Never","2005","Part Time","college entrance qualification","","","",""
"Never","2005","Part Time","Other degree","","","",""
"Never","2005","Part Time","no degree/no degree yet","","","",""
"Never","2005","Not Working","lower secondary degree","","","",""
"Never","2005","Not Working","secondary school degree","","","",""
"Never","2005","Not Working","college entrance qualification","","","",""
"Never","2005","Not Working","Other degree","","","",""
"Never","2005","Not Working","no degree/no degree yet","","","",""
"Very often","2006","Full Time","lower secondary degree","","","",""
"Very often","2006","Full Time","secondary school degree","","","",""
"Very often","2006","Full Time","college entrance qualification","","","",""
"Very often","2006","Full Time","Other degree","","","",""
"Very often","2006","Full Time","no degree/no degree yet","","","",""
"Very often","2006","Part Time","lower secondary degree","","","",""
"Very often","2006","Part Time","secondary school degree","","","",""
"Very often","2006","Part Time","college entrance qualification","","","",""
"Very often","2006","Part Time","Other degree","","","",""
"Very often","2006","Part Time","no degree/no degree yet","","","",""
"Very often","2006","Not Working","lower secondary degree","","","",""
"Very often","2006","Not Working","secondary school degree","","","",""
"Very often","2006","Not Working","college entrance qualification","","","",""
"Very often","2006","Not Working","Other degree","","","",""
"Very often","2006","Not Working","no degree/no degree yet","","","",""
"Often","2006","Full Time","lower secondary degree","","","",""
"Often","2006","Full Time","secondary school degree","","","",""
"Often","2006","Full Time","college entrance qualification","","","",""
"Often","2006","Full Time","Other degree","","","",""
"Often","2006","Full Time","no degree/no degree yet","","","",""
"Often","2006","Part Time","lower secondary degree","","","",""
"Often","2006","Part Time","secondary school degree","","","",""
"Often","2006","Part Time","college entrance qualification","","","",""
"Often","2006","Part Time","Other degree","","","",""
"Often","2006","Part Time","no degree/no degree yet","","","",""
"Often","2006","Not Working","lower secondary degree","","","",""
"Often","2006","Not Working","secondary school degree","","","",""
"Often","2006","Not Working","college entrance qualification","","","",""
"Often","2006","Not Working","Other degree","","","",""
"Often","2006","Not Working","no degree/no degree yet","","","",""
"Sometimes","2006","Full Time","lower secondary degree","","","",""
"Sometimes","2006","Full Time","secondary school degree","","","",""
"Sometimes","2006","Full Time","college entrance qualification","","","",""
"Sometimes","2006","Full Time","Other degree","","","",""
"Sometimes","2006","Full Time","no degree/no degree yet","","","",""
"Sometimes","2006","Part Time","lower secondary degree","","","",""
"Sometimes","2006","Part Time","secondary school degree","","","",""
"Sometimes","2006","Part Time","college entrance qualification","","","",""
"Sometimes","2006","Part Time","Other degree","","","",""
"Sometimes","2006","Part Time","no degree/no degree yet","","","",""
"Sometimes","2006","Not Working","lower secondary degree","","","",""
"Sometimes","2006","Not Working","secondary school degree","","","",""
"Sometimes","2006","Not Working","college entrance qualification","","","",""
"Sometimes","2006","Not Working","Other degree","","","",""
"Sometimes","2006","Not Working","no degree/no degree yet","","","",""
"Rarely","2006","Full Time","lower secondary degree","","","",""
"Rarely","2006","Full Time","secondary school degree","","","",""
"Rarely","2006","Full Time","college entrance qualification","","","",""
"Rarely","2006","Full Time","Other degree","","","",""
"Rarely","2006","Full Time","no degree/no degree yet","","","",""
"Rarely","2006","Part Time","lower secondary degree","","","",""
"Rarely","2006","Part Time","secondary school degree","","","",""
"Rarely","2006","Part Time","college entrance qualification","","","",""
"Rarely","2006","Part Time","Other degree","","","",""
"Rarely","2006","Part Time","no degree/no degree yet","","","",""
"Rarely","2006","Not Working","lower secondary degree","","","",""
"Rarely","2006","Not Working","secondary school degree","","","",""
"Rarely","2006","Not Working","college entrance qualification","","","",""
"Rarely","2006","Not Working","Other degree","","","",""
"Rarely","2006","Not Working","no degree/no degree yet","","","",""
"Never","2006","Full Time","lower secondary degree","","","",""
"Never","2006","Full Time","secondary school degree","","","",""
"Never","2006","Full Time","college entrance qualification","","","",""
"Never","2006","Full Time","Other degree","","","",""
"Never","2006","Full Time","no degree/no degree yet","","","",""
"Never","2006","Part Time","lower secondary degree","","","",""
"Never","2006","Part Time","secondary school degree","","","",""
"Never","2006","Part Time","college entrance qualification","","","",""
"Never","2006","Part Time","Other degree","","","",""
"Never","2006","Part Time","no degree/no degree yet","","","",""
"Never","2006","Not Working","lower secondary degree","","","",""
"Never","2006","Not Working","secondary school degree","","","",""
"Never","2006","Not Working","college entrance qualification","","","",""
"Never","2006","Not Working","Other degree","","","",""
"Never","2006","Not Working","no degree/no degree yet","","","",""
"Very often","2007","Full Time","lower secondary degree","","","",""
"Very often","2007","Full Time","secondary school degree","","","",""
"Very often","2007","Full Time","college entrance qualification","","","",""
"Very often","2007","Full Time","Other degree","","","",""
"Very often","2007","Full Time","no degree/no degree yet","","","",""
"Very often","2007","Part Time","lower secondary degree","","","",""
"Very often","2007","Part Time","secondary school degree","","","",""
"Very often","2007","Part Time","college entrance qualification","","","",""
"Very often","2007","Part Time","Other degree","","","",""
"Very often","2007","Part Time","no degree/no degree yet","","","",""
"Very often","2007","Not Working","lower secondary degree","","","",""
"Very often","2007","Not Working","secondary school degree","","","",""
"Very often","2007","Not Working","college entrance qualification","","","",""
"Very often","2007","Not Working","Other degree","","","",""
"Very often","2007","Not Working","no degree/no degree yet","","","",""
"Often","2007","Full Time","lower secondary degree","","","",""
"Often","2007","Full Time","secondary school degree","","","",""
"Often","2007","Full Time","college entrance qualification","","","",""
"Often","2007","Full Time","Other degree","","","",""
"Often","2007","Full Time","no degree/no degree yet","","","",""
"Often","2007","Part Time","lower secondary degree","","","",""
"Often","2007","Part Time","secondary school degree","","","",""
"Often","2007","Part Time","college entrance qualification","","","",""
"Often","2007","Part Time","Other degree","","","",""
"Often","2007","Part Time","no degree/no degree yet","","","",""
"Often","2007","Not Working","lower secondary degree","","","",""
"Often","2007","Not Working","secondary school degree","","","",""
"Often","2007","Not Working","college entrance qualification","","","",""
"Often","2007","Not Working","Other degree","","","",""
"Often","2007","Not Working","no degree/no degree yet","","","",""
"Sometimes","2007","Full Time","lower secondary degree","","","",""
"Sometimes","2007","Full Time","secondary school degree","","","",""
"Sometimes","2007","Full Time","college entrance qualification","","","",""
"Sometimes","2007","Full Time","Other degree","","","",""
"Sometimes","2007","Full Time","no degree/no degree yet","","","",""
"Sometimes","2007","Part Time","lower secondary degree","","","",""
"Sometimes","2007","Part Time","secondary school degree","","","",""
"Sometimes","2007","Part Time","college entrance qualification","","","",""
"Sometimes","2007","Part Time","Other degree","","","",""
"Sometimes","2007","Part Time","no degree/no degree yet","","","",""
"Sometimes","2007","Not Working","lower secondary degree","","","",""
"Sometimes","2007","Not Working","secondary school degree","","","",""
"Sometimes","2007","Not Working","college entrance qualification","","","",""
"Sometimes","2007","Not Working","Other degree","","","",""
"Sometimes","2007","Not Working","no degree/no degree yet","","","",""
"Rarely","2007","Full Time","lower secondary degree","","","",""
"Rarely","2007","Full Time","secondary school degree","","","",""
"Rarely","2007","Full Time","college entrance qualification","","","",""
"Rarely","2007","Full Time","Other degree","","","",""
"Rarely","2007","Full Time","no degree/no degree yet","","","",""
"Rarely","2007","Part Time","lower secondary degree","","","",""
"Rarely","2007","Part Time","secondary school degree","","","",""
"Rarely","2007","Part Time","college entrance qualification","","","",""
"Rarely","2007","Part Time","Other degree","","","",""
"Rarely","2007","Part Time","no degree/no degree yet","","","",""
"Rarely","2007","Not Working","lower secondary degree","","","",""
"Rarely","2007","Not Working","secondary school degree","","","",""
"Rarely","2007","Not Working","college entrance qualification","","","",""
"Rarely","2007","Not Working","Other degree","","","",""
"Rarely","2007","Not Working","no degree/no degree yet","","","",""
"Never","2007","Full Time","lower secondary degree","","","",""
"Never","2007","Full Time","secondary school degree","","","",""
"Never","2007","Full Time","college entrance qualification","","","",""
"Never","2007","Full Time","Other degree","","","",""
"Never","2007","Full Time","no degree/no degree yet","","","",""
"Never","2007","Part Time","lower secondary degree","","","",""
"Never","2007","Part Time","secondary school degree","","","",""
"Never","2007","Part Time","college entrance qualification","","","",""
"Never","2007","Part Time","Other degree","","","",""
"Never","2007","Part Time","no degree/no degree yet","","","",""
"Never","2007","Not Working","lower secondary degree","","","",""
"Never","2007","Not Working","secondary school degree","","","",""
"Never","2007","Not Working","college entrance qualification","","","",""
"Never","2007","Not Working","Other degree","","","",""
"Never","2007","Not Working","no degree/no degree yet","","","",""
"Very often","2008","Full Time","lower secondary degree","9","","",""
"Very often","2008","Full Time","secondary school degree","9","","",""
"Very often","2008","Full Time","college entrance qualification","9","","",""
"Very often","2008","Full Time","Other degree","1","","",""
"Very often","2008","Full Time","no degree/no degree yet","","","",""
"Very often","2008","Part Time","lower secondary degree","5","","",""
"Very often","2008","Part Time","secondary school degree","4","","",""
"Very often","2008","Part Time","college entrance qualification","10","","",""
"Very often","2008","Part Time","Other degree","1","","",""
"Very often","2008","Part Time","no degree/no degree yet","9","","",""
"Very often","2008","Not Working","lower secondary degree","10","","",""
"Very often","2008","Not Working","secondary school degree","1","","",""
"Very often","2008","Not Working","college entrance qualification","5","","",""
"Very often","2008","Not Working","Other degree","1","","",""
"Very often","2008","Not Working","no degree/no degree yet","9","","",""
"Often","2008","Full Time","lower secondary degree","34","0.0302787683538317","0.0222710696108979","0.0382864670967655"
"Often","2008","Full Time","secondary school degree","42","0.0193294544570039","0.0141505900764764","0.0245083188375314"
"Often","2008","Full Time","college entrance qualification","48","0.019107954047486","0.0137143608193341","0.0245015472756379"
"Often","2008","Full Time","Other degree","9","","",""
"Often","2008","Full Time","no degree/no degree yet","3","","",""
"Often","2008","Part Time","lower secondary degree","23","","",""
"Often","2008","Part Time","secondary school degree","24","","",""
"Often","2008","Part Time","college entrance qualification","51","0.0450552886553676","0.0338356794495174","0.0562748978612177"
"Often","2008","Part Time","Other degree","7","","",""
"Often","2008","Part Time","no degree/no degree yet","19","","",""
"Often","2008","Not Working","lower secondary degree","31","0.0153602523974627","0.0113056088909574","0.0194148959039681"
"Often","2008","Not Working","secondary school degree","20","","",""
"Often","2008","Not Working","college entrance qualification","41","0.0290407408611112","0.0200465489071105","0.038034932815112"
"Often","2008","Not Working","Other degree","7","","",""
"Often","2008","Not Working","no degree/no degree yet","54","0.10148671611842","0.0720772303727815","0.130896201864059"
"Sometimes","2008","Full Time","lower secondary degree","221","0.132769666914382","0.116912272292556","0.148627061536208"
"Sometimes","2008","Full Time","secondary school degree","331","0.135689748381374","0.122808097499957","0.14857139926279"
"Sometimes","2008","Full Time","college entrance qualification","383","0.170972401420179","0.156140118887958","0.185804683952401"
"Sometimes","2008","Full Time","Other degree","55","0.199229922088479","0.153727612980986","0.244732231195972"
"Sometimes","2008","Full Time","no degree/no degree yet","9","","",""
"Sometimes","2008","Part Time","lower secondary degree","120","0.100617611951405","0.0832085418409293","0.11802668206188"
"Sometimes","2008","Part Time","secondary school degree","164","0.122270143562599","0.105529104822163","0.139011182303035"
"Sometimes","2008","Part Time","college entrance qualification","221","0.177470193405139","0.156804296351205","0.198136090459073"
"Sometimes","2008","Part Time","Other degree","38","0.162906341033136","0.115181972169592","0.21063070989668"
"Sometimes","2008","Part Time","no degree/no degree yet","26","","",""
"Sometimes","2008","Not Working","lower secondary degree","161","0.0468456763841087","0.0398789109804616","0.0538124417877557"
"Sometimes","2008","Not Working","secondary school degree","127","0.0851365488295575","0.0712562593788867","0.0990168382802283"
"Sometimes","2008","Not Working","college entrance qualification","167","0.129940062811076","0.111930468724484","0.147949656897667"
"Sometimes","2008","Not Working","Other degree","46","0.120135609813886","0.0888177792806879","0.151453440347085"
"Sometimes","2008","Not Working","no degree/no degree yet","113","0.268509625868289","0.225347302224057","0.311671949512522"
"Rarely","2008","Full Time","lower secondary degree","611","0.331887950620962","0.309882231460536","0.353893669781389"
"Rarely","2008","Full Time","secondary school degree","974","0.366368905474969","0.348245461971279","0.384492348978659"
"Rarely","2008","Full Time","college entrance qualification","1028","0.424870400518004","0.405395664154857","0.444345136881152"
"Rarely","2008","Full Time","Other degree","95","0.31208449319438","0.259300057841646","0.364868928547114"
"Rarely","2008","Full Time","no degree/no degree yet","10","","",""
"Rarely","2008","Part Time","lower secondary degree","357","0.306344902476447","0.279667502378646","0.333022302574248"
"Rarely","2008","Part Time","secondary school degree","505","0.367043990964119","0.342412677142647","0.391675304785591"
"Rarely","2008","Part Time","college entrance qualification","523","0.422439531940211","0.395721975580395","0.449157088300026"
"Rarely","2008","Part Time","Other degree","73","0.324485487917194","0.263979388874065","0.384991586960322"
"Rarely","2008","Part Time","no degree/no degree yet","19","","",""
"Rarely","2008","Not Working","lower secondary degree","670","0.188674164751169","0.175774789131788","0.201573540370551"
"Rarely","2008","Not Working","secondary school degree","393","0.242310817146976","0.221000284355283","0.26362134993867"
"Rarely","2008","Not Working","college entrance qualification","435","0.32921631737131","0.304045940190736","0.354386694551885"
"Rarely","2008","Not Working","Other degree","102","0.277011604007826","0.233903138403458","0.320120069612195"
"Rarely","2008","Not Working","no degree/no degree yet","98","0.222096897983213","0.181615586176309","0.262578209790117"
"Never","2008","Full Time","lower secondary degree","884","0.498896559306764","0.475530572989219","0.52226254562431"
"Never","2008","Full Time","secondary school degree","1359","0.475126420396901","0.456342115852404","0.493910724941398"
"Never","2008","Full Time","college entrance qualification","1007","0.380660139360982","0.361531075961707","0.399789202760258"
"Never","2008","Full Time","Other degree","136","0.445617905657448","0.388995521819288","0.502240289495608"
"Never","2008","Full Time","no degree/no degree yet","16","","",""
"Never","2008","Part Time","lower secondary degree","642","0.559445207664019","0.530714579203396","0.588175836124643"
"Never","2008","Part Time","secondary school degree","774","0.493157829679357","0.467608995244958","0.518706664113756"
"Never","2008","Part Time","college entrance qualification","508","0.340583990169136","0.314950509216109","0.366217471122163"
"Never","2008","Part Time","Other degree","111","0.450045657000704","0.385750867534939","0.51434044646647"
"Never","2008","Part Time","no degree/no degree yet","28","","",""
"Never","2008","Not Working","lower secondary degree","2662","0.746019128631209","0.731667859644283","0.760370397618135"
"Never","2008","Not Working","secondary school degree","1012","0.656012203259339","0.632386222810672","0.679638183708007"
"Never","2008","Not Working","college entrance qualification","691","0.506268188625325","0.47948923043812","0.53304714681253"
"Never","2008","Not Working","Other degree","258","0.581288530822981","0.533765817804115","0.628811243841847"
"Never","2008","Not Working","no degree/no degree yet","131","0.391994421023795","0.344448386146463","0.439540455901128"
"Very often","2009","Full Time","lower secondary degree","","","",""
