"pld0044","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Often","2003","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2003","Saxony","no migration background","28","","",""
"Often","2003","Saxony","direct migration background","","","",""
"Often","2003","Saxony","indirect migration background","","","",""
"Often","2003","Saxony-Anhalt","no migration background","15","","",""
"Often","2003","Saxony-Anhalt","direct migration background","","","",""
"Often","2003","Saxony-Anhalt","indirect migration background","2","","",""
"Often","2003","Thuringia","no migration background","11","","",""
"Often","2003","Thuringia","direct migration background","","","",""
"Often","2003","Thuringia","indirect migration background","","","",""
"Sometimes","2003","Schleswig-Holstein","no migration background","81","0.131162446963246","0.104015004862053","0.158309889064438"
"Sometimes","2003","Schleswig-Holstein","direct migration background","13","","",""
"Sometimes","2003","Schleswig-Holstein","indirect migration background","7","","",""
"Sometimes","2003","Hamburg","no migration background","37","0.135154200706249","0.093913100560783","0.176395300851716"
"Sometimes","2003","Hamburg","direct migration background","4","","",""
"Sometimes","2003","Hamburg","indirect migration background","1","","",""
"Sometimes","2003","Lower Saxony","no migration background","207","0.118044908055364","0.102499720828715","0.133590095282013"
"Sometimes","2003","Lower Saxony","direct migration background","47","0.265994513980375","0.20565518536204","0.326333842598709"
"Sometimes","2003","Lower Saxony","indirect migration background","11","","",""
"Sometimes","2003","Bremen","no migration background","22","","",""
"Sometimes","2003","Bremen","direct migration background","5","","",""
"Sometimes","2003","Bremen","indirect migration background","","","",""
"Sometimes","2003","North Rhine-Westphalia","no migration background","473","0.125645423637491","0.114991476697541","0.136299370577441"
"Sometimes","2003","North Rhine-Westphalia","direct migration background","143","0.188039286193666","0.159093131660732","0.2169854407266"
"Sometimes","2003","North Rhine-Westphalia","indirect migration background","63","0.257458075374875","0.200327239157085","0.314588911592664"
"Sometimes","2003","Hesse","no migration background","153","0.13199599833167","0.112707564527461","0.151284432135878"
"Sometimes","2003","Hesse","direct migration background","42","0.173040649262179","0.125576103723408","0.22050519480095"
"Sometimes","2003","Hesse","indirect migration background","19","","",""
"Sometimes","2003","Rhineland-Palatinate,Saarland","no migration background","127","0.106770784722821","0.0883867375010062","0.125154831944637"
"Sometimes","2003","Rhineland-Palatinate,Saarland","direct migration background","44","0.304501475567152","0.238366008328824","0.37063694280548"
"Sometimes","2003","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Sometimes","2003","Baden-Württemberg","no migration background","234","0.118494583132417","0.103973786659302","0.133015379605533"
"Sometimes","2003","Baden-Württemberg","direct migration background","68","0.115812399784741","0.0900785590381776","0.141546240531305"
"Sometimes","2003","Baden-Württemberg","indirect migration background","37","0.187986009896905","0.133565824539447","0.242406195254363"
"Sometimes","2003","Bavaria","no migration background","374","0.139498665630577","0.126216891200578","0.152780440060576"
"Sometimes","2003","Bavaria","direct migration background","70","0.208210032702684","0.168219579905806","0.248200485499562"
"Sometimes","2003","Bavaria","indirect migration background","28","","",""
"Sometimes","2003","Berlin","no migration background","121","0.153237644847192","0.126907869645678","0.179567420048705"
"Sometimes","2003","Berlin","direct migration background","23","","",""
"Sometimes","2003","Berlin","indirect migration background","16","","",""
"Sometimes","2003","Brandenburg","no migration background","86","0.0975362421688356","0.0784168043050241","0.116655680032647"
"Sometimes","2003","Brandenburg","direct migration background","1","","",""
"Sometimes","2003","Brandenburg","indirect migration background","2","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","no migration background","51","0.0965026360324852","0.0708505768612826","0.122154695203688"
"Sometimes","2003","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2003","Saxony","no migration background","159","0.104496048059521","0.0893789852968904","0.119613110822151"
"Sometimes","2003","Saxony","direct migration background","3","","",""
"Sometimes","2003","Saxony","indirect migration background","2","","",""
"Sometimes","2003","Saxony-Anhalt","no migration background","104","0.103347917533965","0.0834820439290584","0.123213791138872"
"Sometimes","2003","Saxony-Anhalt","direct migration background","1","","",""
"Sometimes","2003","Saxony-Anhalt","indirect migration background","1","","",""
"Sometimes","2003","Thuringia","no migration background","88","0.0887028366589048","0.0704789481813237","0.106926725136486"
"Sometimes","2003","Thuringia","direct migration background","1","","",""
"Sometimes","2003","Thuringia","indirect migration background","1","","",""
"Rarely","2003","Schleswig-Holstein","no migration background","304","0.503374242888885","0.463166010315898","0.543582475461873"
"Rarely","2003","Schleswig-Holstein","direct migration background","25","","",""
"Rarely","2003","Schleswig-Holstein","indirect migration background","2","","",""
"Rarely","2003","Hamburg","no migration background","108","0.432260221939809","0.372502583611185","0.492017860268434"
"Rarely","2003","Hamburg","direct migration background","15","","",""
"Rarely","2003","Hamburg","indirect migration background","2","","",""
"Rarely","2003","Lower Saxony","no migration background","502","0.284366852811757","0.262633146112042","0.306100559511472"
"Rarely","2003","Lower Saxony","direct migration background","63","0.268381602410169","0.207870765363109","0.328892439457229"
"Rarely","2003","Lower Saxony","indirect migration background","14","","",""
"Rarely","2003","Bremen","no migration background","42","0.220815787399538","0.153532563046778","0.288099011752299"
"Rarely","2003","Bremen","direct migration background","8","","",""
"Rarely","2003","Bremen","indirect migration background","1","","",""
"Rarely","2003","North Rhine-Westphalia","no migration background","1199","0.30695323284673","0.292127684166364","0.321778781527095"
"Rarely","2003","North Rhine-Westphalia","direct migration background","158","0.213048576992249","0.182715787410986","0.243381366573512"
"Rarely","2003","North Rhine-Westphalia","indirect migration background","65","0.281056604849535","0.222321049561912","0.339792160137158"
"Rarely","2003","Hesse","no migration background","375","0.293561551923593","0.267611246714701","0.319511857132484"
"Rarely","2003","Hesse","direct migration background","61","0.255216859960052","0.200512394745299","0.309921325174806"
"Rarely","2003","Hesse","indirect migration background","23","","",""
"Rarely","2003","Rhineland-Palatinate,Saarland","no migration background","309","0.302803776418416","0.275451617786879","0.330155935049954"
"Rarely","2003","Rhineland-Palatinate,Saarland","direct migration background","44","0.297492704453662","0.231794243159307","0.363191165748018"
"Rarely","2003","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"Rarely","2003","Baden-Württemberg","no migration background","685","0.361603496398679","0.340016597510901","0.383190395286458"
"Rarely","2003","Baden-Württemberg","direct migration background","175","0.313992110823389","0.27666891771634","0.351315303930438"
"Rarely","2003","Baden-Württemberg","indirect migration background","78","0.403478077640557","0.335143789947553","0.471812365333562"
"Rarely","2003","Bavaria","no migration background","843","0.294281911173365","0.276811919097869","0.311751903248862"
"Rarely","2003","Bavaria","direct migration background","111","0.247331753621907","0.204836323084048","0.289827184159767"
"Rarely","2003","Bavaria","indirect migration background","54","0.425847310854191","0.338815523101467","0.512879098606915"
"Rarely","2003","Berlin","no migration background","231","0.301293999224867","0.267756851532461","0.334831146917272"
"Rarely","2003","Berlin","direct migration background","22","","",""
"Rarely","2003","Berlin","indirect migration background","13","","",""
"Rarely","2003","Brandenburg","no migration background","306","0.314588334350616","0.284664015229065","0.344512653472167"
"Rarely","2003","Brandenburg","direct migration background","6","","",""
"Rarely","2003","Brandenburg","indirect migration background","","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","no migration background","176","0.290114856017751","0.250690171393932","0.329539540641571"
"Rarely","2003","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Rarely","2003","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","2003","Saxony","no migration background","449","0.270220562244764","0.248275402951037","0.292165721538492"
"Rarely","2003","Saxony","direct migration background","8","","",""
"Rarely","2003","Saxony","indirect migration background","3","","",""
"Rarely","2003","Saxony-Anhalt","no migration background","261","0.27279274450515","0.243726405701875","0.301859083308426"
"Rarely","2003","Saxony-Anhalt","direct migration background","5","","",""
"Rarely","2003","Saxony-Anhalt","indirect migration background","2","","",""
"Rarely","2003","Thuringia","no migration background","296","0.279981259275387","0.251202062604687","0.308760455946087"
"Rarely","2003","Thuringia","direct migration background","6","","",""
"Rarely","2003","Thuringia","indirect migration background","2","","",""
"Never","2003","Schleswig-Holstein","no migration background","194","0.340588265338285","0.302477467159517","0.378699063517052"
"Never","2003","Schleswig-Holstein","direct migration background","24","","",""
"Never","2003","Schleswig-Holstein","indirect migration background","2","","",""
"Never","2003","Hamburg","no migration background","110","0.403532629567702","0.344352106186275","0.46271315294913"
"Never","2003","Hamburg","direct migration background","4","","",""
"Never","2003","Hamburg","indirect migration background","2","","",""
"Never","2003","Lower Saxony","no migration background","885","0.558901550999162","0.534980265480339","0.582822836517984"
"Never","2003","Lower Saxony","direct migration background","76","0.386367539895132","0.319875606732648","0.452859473057617"
"Never","2003","Lower Saxony","indirect migration background","14","","",""
"Never","2003","Bremen","no migration background","78","0.612330087235105","0.533299445030143","0.691360729440067"
"Never","2003","Bremen","direct migration background","11","","",""
"Never","2003","Bremen","indirect migration background","3","","",""
"Never","2003","North Rhine-Westphalia","no migration background","1908","0.531975737974123","0.515936878040612","0.548014597907635"
"Never","2003","North Rhine-Westphalia","direct migration background","357","0.525104426970175","0.488111306105339","0.56209754783501"
"Never","2003","North Rhine-Westphalia","indirect migration background","69","0.341684386153286","0.279713675488836","0.403655096817735"
"Never","2003","Hesse","no migration background","612","0.538087105971202","0.50967770646311","0.566496505479294"
"Never","2003","Hesse","direct migration background","125","0.512625910725574","0.44990899781361","0.575342823637539"
"Never","2003","Hesse","indirect migration background","18","","",""
"Never","2003","Rhineland-Palatinate,Saarland","no migration background","631","0.579424306486967","0.550037398740467","0.608811214233467"
"Never","2003","Rhineland-Palatinate,Saarland","direct migration background","84","0.332726064708612","0.265010717266321","0.400441412150903"
"Never","2003","Rhineland-Palatinate,Saarland","indirect migration background","15","","",""
"Never","2003","Baden-Württemberg","no migration background","929","0.498079895966408","0.475615461034082","0.520544330898734"
"Never","2003","Baden-Württemberg","direct migration background","338","0.548401628253869","0.508381320868404","0.588421935639334"
"Never","2003","Baden-Württemberg","indirect migration background","68","0.332134161645758","0.266532191179328","0.397736132112188"
"Never","2003","Bavaria","no migration background","1311","0.533041176143514","0.513915580400325","0.552166771886703"
"Never","2003","Bavaria","direct migration background","197","0.485878547884949","0.436652244579786","0.535104851190113"
"Never","2003","Bavaria","indirect migration background","29","","",""
"Never","2003","Berlin","no migration background","330","0.50408218012003","0.467536236882564","0.540628123357496"
"Never","2003","Berlin","direct migration background","21","","",""
"Never","2003","Berlin","indirect migration background","5","","",""
"Never","2003","Brandenburg","no migration background","516","0.57256577941559","0.540685320591318","0.604446238239863"
"Never","2003","Brandenburg","direct migration background","7","","",""
"Never","2003","Brandenburg","indirect migration background","1","","",""
"Never","2003","Mecklenburg-Western Pomerania","no migration background","267","0.580960283540821","0.538096548153197","0.623824018928444"
"Never","2003","Mecklenburg-Western Pomerania","direct migration background","10","","",""
"Never","2003","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Never","2003","Saxony","no migration background","936","0.609585362083045","0.585477203432216","0.633693520733873"
"Never","2003","Saxony","direct migration background","17","","",""
"Never","2003","Saxony","indirect migration background","2","","",""
"Never","2003","Saxony-Anhalt","no migration background","521","0.611157535037069","0.57934426943423","0.642970800639908"
"Never","2003","Saxony-Anhalt","direct migration background","19","","",""
"Never","2003","Saxony-Anhalt","indirect migration background","1","","",""
"Never","2003","Thuringia","no migration background","538","0.619213791964442","0.58808923336737","0.650338350561515"
"Never","2003","Thuringia","direct migration background","9","","",""
"Never","2003","Thuringia","indirect migration background","3","","",""
"Very often","2004","Schleswig-Holstein","no migration background","","","",""
"Very often","2004","Schleswig-Holstein","direct migration background","","","",""
"Very often","2004","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2004","Hamburg","no migration background","","","",""
"Very often","2004","Hamburg","direct migration background","","","",""
"Very often","2004","Hamburg","indirect migration background","","","",""
"Very often","2004","Lower Saxony","no migration background","","","",""
"Very often","2004","Lower Saxony","direct migration background","","","",""
"Very often","2004","Lower Saxony","indirect migration background","","","",""
"Very often","2004","Bremen","no migration background","","","",""
"Very often","2004","Bremen","direct migration background","","","",""
"Very often","2004","Bremen","indirect migration background","","","",""
"Very often","2004","North Rhine-Westphalia","no migration background","","","",""
"Very often","2004","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2004","Hesse","no migration background","","","",""
"Very often","2004","Hesse","direct migration background","","","",""
"Very often","2004","Hesse","indirect migration background","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2004","Baden-Württemberg","no migration background","","","",""
"Very often","2004","Baden-Württemberg","direct migration background","","","",""
"Very often","2004","Baden-Württemberg","indirect migration background","","","",""
"Very often","2004","Bavaria","no migration background","","","",""
"Very often","2004","Bavaria","direct migration background","","","",""
"Very often","2004","Bavaria","indirect migration background","","","",""
"Very often","2004","Berlin","no migration background","","","",""
"Very often","2004","Berlin","direct migration background","","","",""
"Very often","2004","Berlin","indirect migration background","","","",""
"Very often","2004","Brandenburg","no migration background","","","",""
"Very often","2004","Brandenburg","direct migration background","","","",""
"Very often","2004","Brandenburg","indirect migration background","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2004","Saxony","no migration background","","","",""
"Very often","2004","Saxony","direct migration background","","","",""
"Very often","2004","Saxony","indirect migration background","","","",""
"Very often","2004","Saxony-Anhalt","no migration background","","","",""
"Very often","2004","Saxony-Anhalt","direct migration background","","","",""
"Very often","2004","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2004","Thuringia","no migration background","","","",""
"Very often","2004","Thuringia","direct migration background","","","",""
"Very often","2004","Thuringia","indirect migration background","","","",""
"Often","2004","Schleswig-Holstein","no migration background","","","",""
"Often","2004","Schleswig-Holstein","direct migration background","","","",""
"Often","2004","Schleswig-Holstein","indirect migration background","","","",""
"Often","2004","Hamburg","no migration background","","","",""
"Often","2004","Hamburg","direct migration background","","","",""
"Often","2004","Hamburg","indirect migration background","","","",""
"Often","2004","Lower Saxony","no migration background","","","",""
"Often","2004","Lower Saxony","direct migration background","","","",""
"Often","2004","Lower Saxony","indirect migration background","","","",""
"Often","2004","Bremen","no migration background","","","",""
"Often","2004","Bremen","direct migration background","","","",""
"Often","2004","Bremen","indirect migration background","","","",""
"Often","2004","North Rhine-Westphalia","no migration background","","","",""
"Often","2004","North Rhine-Westphalia","direct migration background","","","",""
"Often","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2004","Hesse","no migration background","","","",""
"Often","2004","Hesse","direct migration background","","","",""
"Often","2004","Hesse","indirect migration background","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2004","Baden-Württemberg","no migration background","","","",""
"Often","2004","Baden-Württemberg","direct migration background","","","",""
"Often","2004","Baden-Württemberg","indirect migration background","","","",""
"Often","2004","Bavaria","no migration background","","","",""
"Often","2004","Bavaria","direct migration background","","","",""
"Often","2004","Bavaria","indirect migration background","","","",""
"Often","2004","Berlin","no migration background","","","",""
"Often","2004","Berlin","direct migration background","","","",""
"Often","2004","Berlin","indirect migration background","","","",""
"Often","2004","Brandenburg","no migration background","","","",""
"Often","2004","Brandenburg","direct migration background","","","",""
"Often","2004","Brandenburg","indirect migration background","","","",""
"Often","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2004","Saxony","no migration background","","","",""
"Often","2004","Saxony","direct migration background","","","",""
"Often","2004","Saxony","indirect migration background","","","",""
"Often","2004","Saxony-Anhalt","no migration background","","","",""
"Often","2004","Saxony-Anhalt","direct migration background","","","",""
"Often","2004","Saxony-Anhalt","indirect migration background","","","",""
"Often","2004","Thuringia","no migration background","","","",""
"Often","2004","Thuringia","direct migration background","","","",""
"Often","2004","Thuringia","indirect migration background","","","",""
"Sometimes","2004","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2004","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2004","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2004","Hamburg","no migration background","","","",""
"Sometimes","2004","Hamburg","direct migration background","","","",""
"Sometimes","2004","Hamburg","indirect migration background","","","",""
"Sometimes","2004","Lower Saxony","no migration background","","","",""
"Sometimes","2004","Lower Saxony","direct migration background","","","",""
"Sometimes","2004","Lower Saxony","indirect migration background","","","",""
"Sometimes","2004","Bremen","no migration background","","","",""
"Sometimes","2004","Bremen","direct migration background","","","",""
"Sometimes","2004","Bremen","indirect migration background","","","",""
"Sometimes","2004","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2004","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2004","Hesse","no migration background","","","",""
"Sometimes","2004","Hesse","direct migration background","","","",""
"Sometimes","2004","Hesse","indirect migration background","","","",""
"Sometimes","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2004","Baden-Württemberg","no migration background","","","",""
"Sometimes","2004","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2004","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2004","Bavaria","no migration background","","","",""
"Sometimes","2004","Bavaria","direct migration background","","","",""
"Sometimes","2004","Bavaria","indirect migration background","","","",""
"Sometimes","2004","Berlin","no migration background","","","",""
"Sometimes","2004","Berlin","direct migration background","","","",""
"Sometimes","2004","Berlin","indirect migration background","","","",""
"Sometimes","2004","Brandenburg","no migration background","","","",""
"Sometimes","2004","Brandenburg","direct migration background","","","",""
"Sometimes","2004","Brandenburg","indirect migration background","","","",""
"Sometimes","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2004","Saxony","no migration background","","","",""
"Sometimes","2004","Saxony","direct migration background","","","",""
"Sometimes","2004","Saxony","indirect migration background","","","",""
"Sometimes","2004","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2004","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2004","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2004","Thuringia","no migration background","","","",""
"Sometimes","2004","Thuringia","direct migration background","","","",""
"Sometimes","2004","Thuringia","indirect migration background","","","",""
"Rarely","2004","Schleswig-Holstein","no migration background","","","",""
"Rarely","2004","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2004","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2004","Hamburg","no migration background","","","",""
"Rarely","2004","Hamburg","direct migration background","","","",""
"Rarely","2004","Hamburg","indirect migration background","","","",""
"Rarely","2004","Lower Saxony","no migration background","","","",""
"Rarely","2004","Lower Saxony","direct migration background","","","",""
"Rarely","2004","Lower Saxony","indirect migration background","","","",""
"Rarely","2004","Bremen","no migration background","","","",""
"Rarely","2004","Bremen","direct migration background","","","",""
"Rarely","2004","Bremen","indirect migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2004","Hesse","no migration background","","","",""
"Rarely","2004","Hesse","direct migration background","","","",""
"Rarely","2004","Hesse","indirect migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2004","Baden-Württemberg","no migration background","","","",""
"Rarely","2004","Baden-Württemberg","direct migration background","","","",""
"Rarely","2004","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2004","Bavaria","no migration background","","","",""
"Rarely","2004","Bavaria","direct migration background","","","",""
"Rarely","2004","Bavaria","indirect migration background","","","",""
"Rarely","2004","Berlin","no migration background","","","",""
"Rarely","2004","Berlin","direct migration background","","","",""
"Rarely","2004","Berlin","indirect migration background","","","",""
"Rarely","2004","Brandenburg","no migration background","","","",""
"Rarely","2004","Brandenburg","direct migration background","","","",""
"Rarely","2004","Brandenburg","indirect migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2004","Saxony","no migration background","","","",""
"Rarely","2004","Saxony","direct migration background","","","",""
"Rarely","2004","Saxony","indirect migration background","","","",""
"Rarely","2004","Saxony-Anhalt","no migration background","","","",""
"Rarely","2004","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2004","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2004","Thuringia","no migration background","","","",""
"Rarely","2004","Thuringia","direct migration background","","","",""
"Rarely","2004","Thuringia","indirect migration background","","","",""
"Never","2004","Schleswig-Holstein","no migration background","","","",""
"Never","2004","Schleswig-Holstein","direct migration background","","","",""
"Never","2004","Schleswig-Holstein","indirect migration background","","","",""
"Never","2004","Hamburg","no migration background","","","",""
"Never","2004","Hamburg","direct migration background","","","",""
"Never","2004","Hamburg","indirect migration background","","","",""
"Never","2004","Lower Saxony","no migration background","","","",""
"Never","2004","Lower Saxony","direct migration background","","","",""
"Never","2004","Lower Saxony","indirect migration background","","","",""
"Never","2004","Bremen","no migration background","","","",""
"Never","2004","Bremen","direct migration background","","","",""
"Never","2004","Bremen","indirect migration background","","","",""
"Never","2004","North Rhine-Westphalia","no migration background","","","",""
"Never","2004","North Rhine-Westphalia","direct migration background","","","",""
"Never","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2004","Hesse","no migration background","","","",""
"Never","2004","Hesse","direct migration background","","","",""
"Never","2004","Hesse","indirect migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2004","Baden-Württemberg","no migration background","","","",""
"Never","2004","Baden-Württemberg","direct migration background","","","",""
"Never","2004","Baden-Württemberg","indirect migration background","","","",""
"Never","2004","Bavaria","no migration background","","","",""
"Never","2004","Bavaria","direct migration background","","","",""
"Never","2004","Bavaria","indirect migration background","","","",""
"Never","2004","Berlin","no migration background","","","",""
"Never","2004","Berlin","direct migration background","","","",""
