"pld0044","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","higher vocational","185","0.124441669253076","0.108657602588858","0.140225735917294","3"
"Very often","2003","in school","24","","","","1"
"Very often","2003","inadequately","","","","","1"
"Very often","2003","general elemantary","28","","","","1"
"Very often","2003","middle vocational","50","0.00550269764967858","0.00412608037637349","0.00687931492298367","1"
"Very often","2003","vocational + Abi","6","","","","1"
"Very often","2003","higher vocational","4","","","","1"
"Very often","2003","higher education","12","","","","1"
"Never","2004","middle vocational","","","","","5"
"Never","2004","vocational + Abi","","","","","5"
"Never","2004","higher education","","","","","5"
"Never","2004","higher vocational","","","","","5"
"Never","2004","in school","","","","","5"
"Never","2004","inadequately","","","","","5"
"Never","2004","general elemantary","","","","","5"
"Often","2004","vocational + Abi","","","","","2"
"Often","2004","higher education","","","","","2"
"Often","2004","middle vocational","","","","","2"
"Often","2004","higher vocational","","","","","2"
"Often","2004","inadequately","","","","","2"
"Often","2004","general elemantary","","","","","2"
"Often","2004","in school","","","","","2"
"Rarely","2004","higher education","","","","","4"
"Rarely","2004","in school","","","","","4"
"Rarely","2004","vocational + Abi","","","","","4"
"Rarely","2004","higher vocational","","","","","4"
"Rarely","2004","inadequately","","","","","4"
"Rarely","2004","middle vocational","","","","","4"
"Rarely","2004","general elemantary","","","","","4"
"Sometimes","2004","higher education","","","","","3"
"Sometimes","2004","middle vocational","","","","","3"
"Sometimes","2004","vocational + Abi","","","","","3"
"Sometimes","2004","in school","","","","","3"
"Sometimes","2004","inadequately","","","","","3"
"Sometimes","2004","general elemantary","","","","","3"
"Sometimes","2004","higher vocational","","","","","3"
"Very often","2004","in school","","","","","1"
"Very often","2004","inadequately","","","","","1"
"Very often","2004","general elemantary","","","","","1"
"Very often","2004","middle vocational","","","","","1"
"Very often","2004","vocational + Abi","","","","","1"
"Very often","2004","higher vocational","","","","","1"
"Very often","2004","higher education","","","","","1"
"Never","2005","middle vocational","","","","","5"
"Never","2005","vocational + Abi","","","","","5"
"Never","2005","higher vocational","","","","","5"
"Never","2005","in school","","","","","5"
"Never","2005","inadequately","","","","","5"
"Never","2005","general elemantary","","","","","5"
"Never","2005","higher education","","","","","5"
"Often","2005","higher vocational","","","","","2"
"Often","2005","middle vocational","","","","","2"
"Often","2005","vocational + Abi","","","","","2"
"Often","2005","in school","","","","","2"
"Often","2005","higher education","","","","","2"
"Often","2005","inadequately","","","","","2"
"Often","2005","general elemantary","","","","","2"
"Rarely","2005","in school","","","","","4"
"Rarely","2005","middle vocational","","","","","4"
"Rarely","2005","higher education","","","","","4"
"Rarely","2005","vocational + Abi","","","","","4"
"Rarely","2005","higher vocational","","","","","4"
"Rarely","2005","inadequately","","","","","4"
"Rarely","2005","general elemantary","","","","","4"
"Sometimes","2005","middle vocational","","","","","3"
"Sometimes","2005","inadequately","","","","","3"
"Sometimes","2005","general elemantary","","","","","3"
"Sometimes","2005","vocational + Abi","","","","","3"
"Sometimes","2005","in school","","","","","3"
"Sometimes","2005","higher education","","","","","3"
"Sometimes","2005","higher vocational","","","","","3"
"Very often","2005","in school","","","","","1"
"Very often","2005","inadequately","","","","","1"
"Very often","2005","general elemantary","","","","","1"
"Very often","2005","middle vocational","","","","","1"
"Very often","2005","vocational + Abi","","","","","1"
"Very often","2005","higher vocational","","","","","1"
"Very often","2005","higher education","","","","","1"
"Never","2006","middle vocational","","","","","5"
"Never","2006","vocational + Abi","","","","","5"
"Never","2006","higher vocational","","","","","5"
"Never","2006","higher education","","","","","5"
"Never","2006","in school","","","","","5"
"Never","2006","inadequately","","","","","5"
"Never","2006","general elemantary","","","","","5"
"Often","2006","higher education","","","","","2"
"Often","2006","middle vocational","","","","","2"
"Often","2006","vocational + Abi","","","","","2"
"Often","2006","higher vocational","","","","","2"
"Often","2006","in school","","","","","2"
"Often","2006","inadequately","","","","","2"
"Often","2006","general elemantary","","","","","2"
"Rarely","2006","in school","","","","","4"
"Rarely","2006","middle vocational","","","","","4"
"Rarely","2006","vocational + Abi","","","","","4"
"Rarely","2006","higher vocational","","","","","4"
"Rarely","2006","higher education","","","","","4"
"Rarely","2006","inadequately","","","","","4"
"Rarely","2006","general elemantary","","","","","4"
"Sometimes","2006","middle vocational","","","","","3"
"Sometimes","2006","in school","","","","","3"
"Sometimes","2006","vocational + Abi","","","","","3"
"Sometimes","2006","inadequately","","","","","3"
"Sometimes","2006","general elemantary","","","","","3"
"Sometimes","2006","higher vocational","","","","","3"
"Sometimes","2006","higher education","","","","","3"
"Very often","2006","vocational + Abi","","","","","1"
"Very often","2006","in school","","","","","1"
"Very often","2006","inadequately","","","","","1"
"Very often","2006","general elemantary","","","","","1"
"Very often","2006","middle vocational","","","","","1"
"Very often","2006","higher vocational","","","","","1"
"Very often","2006","higher education","","","","","1"
"Never","2007","higher education","","","","","5"
"Never","2007","middle vocational","","","","","5"
"Never","2007","vocational + Abi","","","","","5"
"Never","2007","higher vocational","","","","","5"
"Never","2007","in school","","","","","5"
"Never","2007","inadequately","","","","","5"
"Never","2007","general elemantary","","","","","5"
"Often","2007","middle vocational","","","","","2"
"Often","2007","in school","","","","","2"
"Often","2007","inadequately","","","","","2"
"Often","2007","vocational + Abi","","","","","2"
"Often","2007","higher vocational","","","","","2"
"Often","2007","higher education","","","","","2"
"Often","2007","general elemantary","","","","","2"
"Rarely","2007","in school","","","","","4"
"Rarely","2007","vocational + Abi","","","","","4"
"Rarely","2007","higher vocational","","","","","4"
"Rarely","2007","higher education","","","","","4"
"Rarely","2007","inadequately","","","","","4"
"Rarely","2007","middle vocational","","","","","4"
"Rarely","2007","general elemantary","","","","","4"
"Sometimes","2007","in school","","","","","3"
"Sometimes","2007","vocational + Abi","","","","","3"
"Sometimes","2007","inadequately","","","","","3"
"Sometimes","2007","middle vocational","","","","","3"
"Sometimes","2007","general elemantary","","","","","3"
"Sometimes","2007","higher vocational","","","","","3"
"Sometimes","2007","higher education","","","","","3"
"Very often","2007","in school","","","","","1"
"Very often","2007","inadequately","","","","","1"
"Very often","2007","general elemantary","","","","","1"
"Very often","2007","middle vocational","","","","","1"
"Very often","2007","vocational + Abi","","","","","1"
"Very often","2007","higher vocational","","","","","1"
"Very often","2007","higher education","","","","","1"
"Never","2008","vocational + Abi","502","0.418085789973115","0.388897613594661","0.447273966351568","5"
"Never","2008","middle vocational","5603","0.56687990937279","0.55702520838115","0.57673461036443","5"
"Never","2008","higher vocational","774","0.525862208383677","0.499799064509189","0.551925352258166","5"
"Never","2008","in school","50","0.147715710581162","0.110701684743524","0.184729736418801","5"
"Never","2008","inadequately","122","0.63627872627438","0.56619505292988","0.706362399618879","5"
"Never","2008","general elemantary","1193","0.600556371556861","0.579176383136807","0.621936359976915","5"
"Never","2008","higher education","2017","0.455398849016342","0.440317918027799","0.470479780004885","5"
"Often","2008","higher education","64","0.0144066667504205","0.0107981930481764","0.0180151404526646","2"
"Often","2008","middle vocational","184","0.0234148813953056","0.020407456528505","0.0264223062621061","2"
"Often","2008","in school","71","0.181943522515722","0.141697711685039","0.222189333346405","2"
"Often","2008","vocational + Abi","31","0.0319666651963608","0.0215569559392313","0.0423763744534904","2"
"Often","2008","higher vocational","11","","","","2"
"Often","2008","inadequately","5","","","","2"
"Often","2008","general elemantary","61","0.0396524764414608","0.0311341908715068","0.0481707620114147","2"
"Rarely","2008","higher education","1589","0.394207458388932","0.379408972241029","0.409005944536835","4"
"Rarely","2008","middle vocational","2860","0.29468830209869","0.285621257627107","0.303755346570274","4"
"Rarely","2008","vocational + Abi","398","0.383699872214188","0.354923454208893","0.412476290219484","4"
"Rarely","2008","higher vocational","501","0.36309069491294","0.337990049350594","0.388191340475287","4"
"Rarely","2008","in school","97","0.254589082341042","0.209144878329547","0.300033286352537","4"
"Rarely","2008","inadequately","30","0.193566525135297","0.136008192599838","0.251124857670755","4"
"Rarely","2008","general elemantary","490","0.228117474006054","0.209800332150332","0.246434615861776","4"
"Sometimes","2008","inadequately","24","","","","3"
"Sometimes","2008","middle vocational","1027","0.110238359990178","0.10400966642792","0.116467053552436","3"
"Sometimes","2008","vocational + Abi","162","0.159351126513088","0.137692562257131","0.181009690769045","3"
"Sometimes","2008","in school","118","0.367550008803037","0.317254170340243","0.417845847265831","3"
"Sometimes","2008","general elemantary","264","0.129802361190994","0.115131585610362","0.144473136771626","3"
"Sometimes","2008","higher vocational","118","0.0926084621937993","0.0774776850971078","0.107739239290491","3"
"Sometimes","2008","higher education","507","0.131327521229023","0.121099330553033","0.141555711905013","3"
"Very often","2008","in school","17","","","","1"
"Very often","2008","inadequately","","","","","1"
"Very often","2008","general elemantary","8","","","","1"
"Very often","2008","middle vocational","38","0.00477854714303595","0.00340702900277217","0.00615006528329973","1"
"Very often","2008","vocational + Abi","4","","","","1"
"Very often","2008","higher vocational","6","","","","1"
"Very often","2008","higher education","12","","","","1"
"Never","2009","higher education","","","","","5"
"Never","2009","vocational + Abi","","","","","5"
"Never","2009","higher vocational","","","","","5"
"Never","2009","middle vocational","","","","","5"
"Never","2009","in school","","","","","5"
"Never","2009","inadequately","","","","","5"
"Never","2009","general elemantary","","","","","5"
"Often","2009","higher education","","","","","2"
"Often","2009","middle vocational","","","","","2"
"Often","2009","vocational + Abi","","","","","2"
"Often","2009","higher vocational","","","","","2"
"Often","2009","in school","","","","","2"
"Often","2009","inadequately","","","","","2"
"Often","2009","general elemantary","","","","","2"
"Rarely","2009","middle vocational","","","","","4"
"Rarely","2009","vocational + Abi","","","","","4"
"Rarely","2009","higher education","","","","","4"
"Rarely","2009","inadequately","","","","","4"
"Rarely","2009","general elemantary","","","","","4"
"Rarely","2009","higher vocational","","","","","4"
"Rarely","2009","in school","","","","","4"
"Sometimes","2009","inadequately","","","","","3"
"Sometimes","2009","vocational + Abi","","","","","3"
"Sometimes","2009","middle vocational","","","","","3"
"Sometimes","2009","in school","","","","","3"
"Sometimes","2009","higher vocational","","","","","3"
"Sometimes","2009","higher education","","","","","3"
"Sometimes","2009","general elemantary","","","","","3"
"Very often","2009","vocational + Abi","","","","","1"
"Very often","2009","in school","","","","","1"
"Very often","2009","inadequately","","","","","1"
"Very often","2009","general elemantary","","","","","1"
"Very often","2009","middle vocational","","","","","1"
"Very often","2009","higher vocational","","","","","1"
"Very often","2009","higher education","","","","","1"
"Never","2010","higher education","","","","","5"
"Never","2010","middle vocational","","","","","5"
"Never","2010","vocational + Abi","","","","","5"
"Never","2010","higher vocational","","","","","5"
"Never","2010","in school","","","","","5"
"Never","2010","inadequately","","","","","5"
"Never","2010","general elemantary","","","","","5"
"Often","2010","vocational + Abi","","","","","2"
"Often","2010","higher vocational","","","","","2"
"Often","2010","higher education","","","","","2"
"Often","2010","middle vocational","","","","","2"
"Often","2010","in school","","","","","2"
"Often","2010","inadequately","","","","","2"
"Often","2010","general elemantary","","","","","2"
"Rarely","2010","vocational + Abi","","","","","4"
"Rarely","2010","higher vocational","","","","","4"
"Rarely","2010","middle vocational","","","","","4"
"Rarely","2010","higher education","","","","","4"
"Rarely","2010","inadequately","","","","","4"
"Rarely","2010","general elemantary","","","","","4"
"Rarely","2010","in school","","","","","4"
"Sometimes","2010","vocational + Abi","","","","","3"
"Sometimes","2010","in school","","","","","3"
"Sometimes","2010","inadequately","","","","","3"
"Sometimes","2010","middle vocational","","","","","3"
"Sometimes","2010","higher vocational","","","","","3"
"Sometimes","2010","higher education","","","","","3"
"Sometimes","2010","general elemantary","","","","","3"
"Very often","2010","vocational + Abi","","","","","1"
"Very often","2010","higher vocational","","","","","1"
"Very often","2010","higher education","","","","","1"
"Very often","2010","in school","","","","","1"
"Very often","2010","inadequately","","","","","1"
"Very often","2010","general elemantary","","","","","1"
"Very often","2010","middle vocational","","","","","1"
"Never","2011","middle vocational","","","","","5"
"Never","2011","vocational + Abi","","","","","5"
"Never","2011","higher vocational","","","","","5"
"Never","2011","higher education","","","","","5"
"Never","2011","in school","","","","","5"
"Never","2011","inadequately","","","","","5"
"Never","2011","general elemantary","","","","","5"
"Often","2011","higher education","","","","","2"
"Often","2011","vocational + Abi","","","","","2"
"Often","2011","higher vocational","","","","","2"
"Often","2011","in school","","","","","2"
"Often","2011","middle vocational","","","","","2"
"Often","2011","inadequately","","","","","2"
"Often","2011","general elemantary","","","","","2"
"Rarely","2011","vocational + Abi","","","","","4"
"Rarely","2011","higher vocational","","","","","4"
"Rarely","2011","higher education","","","","","4"
"Rarely","2011","middle vocational","","","","","4"
"Rarely","2011","in school","","","","","4"
"Rarely","2011","inadequately","","","","","4"
"Rarely","2011","general elemantary","","","","","4"
"Sometimes","2011","vocational + Abi","","","","","3"
"Sometimes","2011","in school","","","","","3"
"Sometimes","2011","inadequately","","","","","3"
"Sometimes","2011","middle vocational","","","","","3"
"Sometimes","2011","higher vocational","","","","","3"
"Sometimes","2011","higher education","","","","","3"
"Sometimes","2011","general elemantary","","","","","3"
"Very often","2011","vocational + Abi","","","","","1"
"Very often","2011","higher vocational","","","","","1"
"Very often","2011","higher education","","","","","1"
"Very often","2011","inadequately","","","","","1"
"Very often","2011","general elemantary","","","","","1"
"Very often","2011","middle vocational","","","","","1"
"Very often","2011","in school","","","","","1"
"Never","2012","in school","","","","","5"
"Never","2012","inadequately","","","","","5"
"Never","2012","middle vocational","","","","","5"
"Never","2012","vocational + Abi","","","","","5"
"Never","2012","higher vocational","","","","","5"
"Never","2012","higher education","","","","","5"
"Never","2012","general elemantary","","","","","5"
"Often","2012","higher education","","","","","2"
"Often","2012","inadequately","","","","","2"
"Often","2012","vocational + Abi","","","","","2"
"Often","2012","higher vocational","","","","","2"
"Often","2012","in school","","","","","2"
"Often","2012","general elemantary","","","","","2"
"Often","2012","middle vocational","","","","","2"
"Rarely","2012","vocational + Abi","","","","","4"
"Rarely","2012","higher vocational","","","","","4"
"Rarely","2012","higher education","","","","","4"
"Rarely","2012","inadequately","","","","","4"
"Rarely","2012","general elemantary","","","","","4"
"Rarely","2012","middle vocational","","","","","4"
"Rarely","2012","in school","","","","","4"
"Sometimes","2012","vocational + Abi","","","","","3"
"Sometimes","2012","in school","","","","","3"
"Sometimes","2012","inadequately","","","","","3"
"Sometimes","2012","higher education","","","","","3"
"Sometimes","2012","middle vocational","","","","","3"
"Sometimes","2012","general elemantary","","","","","3"
"Sometimes","2012","higher vocational","","","","","3"
"Very often","2012","vocational + Abi","","","","","1"
"Very often","2012","higher vocational","","","","","1"
"Very often","2012","higher education","","","","","1"
"Very often","2012","middle vocational","","","","","1"
"Very often","2012","inadequately","","","","","1"
"Very often","2012","general elemantary","","","","","1"
"Very often","2012","in school","","","","","1"
"Never","2013","in school","78","0.148431742967323","0.115324779187405","0.18153870674724","5"
"Never","2013","inadequately","179","0.591621308125348","0.538427067967409","0.644815548283287","5"
"Never","2013","general elemantary","1430","0.605373576198381","0.586509860987436","0.624237291409325","5"
"Never","2013","middle vocational","7125","0.574344019173685","0.565645203572696","0.583042834774673","5"
"Never","2013","vocational + Abi","860","0.444994356681456","0.421848952899106","0.468139760463806","5"
"Never","2013","higher vocational","931","0.52926373320671","0.505374266385384","0.553153200028037","5"
"Never","2013","higher education","2754","0.452386344520707","0.439597956923658","0.465174732117755","5"
"Often","2013","vocational + Abi","43","0.034349008226146","0.0258668570831436","0.0428311593691484","2"
"Often","2013","higher vocational","22","","","","2"
"Often","2013","higher education","100","0.0198581768284576","0.0162735986239708","0.0234427550329445","2"
"Often","2013","inadequately","21","","","","2"
"Often","2013","general elemantary","127","0.0332406941960281","0.0263221193583017","0.0401592690337546","2"
"Often","2013","middle vocational","287","0.0242578060430925","0.0215511192390332","0.0269644928471518","2"
"Often","2013","in school","74","0.186172941670319","0.149926066592732","0.222419816747906","2"
"Rarely","2013","vocational + Abi","651","0.392928124057348","0.370181579888153","0.415674668226542","4"
"Rarely","2013","higher vocational","564","0.360018611138013","0.337045082397056","0.38299213987897","4"
"Rarely","2013","inadequately","67","0.249083016344246","0.202279423700247","0.295886608988245","4"
"Rarely","2013","general elemantary","625","0.234526611388252","0.218174134919287","0.250879087857216","4"
"Rarely","2013","higher education","2198","0.387844470844532","0.37532506832578","0.400363873363283","4"
"Rarely","2013","middle vocational","3579","0.286631702391844","0.27867627131783","0.294587133465858","4"
"Rarely","2013","in school","124","0.298160865206325","0.255562754450607","0.340758975962044","4"
"Sometimes","2013","in school","158","0.345336664558096","0.30105982820093","0.389613500915261","3"
"Sometimes","2013","inadequately","55","0.130854722335451","0.0943581518347627","0.16735129283614","3"
"Sometimes","2013","vocational + Abi","213","0.126995169156066","0.111487706845481","0.14250263146665","3"
"Sometimes","2013","higher education","759","0.139085459179382","0.130194578162529","0.147976340196236","3"
"Sometimes","2013","general elemantary","376","0.122966346899416","0.110292055596223","0.135640638202608","3"
"Sometimes","2013","middle vocational","1384","0.112224841756766","0.106671675215916","0.117778008297615","3"
"Sometimes","2013","higher vocational","153","0.099151489569052","0.0848475039890509","0.113455475149053","3"
"Very often","2013","in school","9","","","","1"
"Very often","2013","vocational + Abi","4","","","","1"
"Very often","2013","higher vocational","7","","","","1"
"Very often","2013","higher education","8","","","","1"
"Very often","2013","inadequately","6","","","","1"
"Very often","2013","middle vocational","36","0.00254163063461301","0.00165580486382056","0.00342745640540547","1"
"Very often","2013","general elemantary","21","","","","1"
"Never","2014","in school","","","","","5"
"Never","2014","inadequately","","","","","5"
"Never","2014","general elemantary","","","","","5"
"Never","2014","middle vocational","","","","","5"
"Never","2014","vocational + Abi","","","","","5"
"Never","2014","higher vocational","","","","","5"
"Never","2014","higher education","","","","","5"
"Often","2014","vocational + Abi","","","","","2"
"Often","2014","middle vocational","","","","","2"
"Often","2014","higher vocational","","","","","2"
"Often","2014","in school","","","","","2"
"Often","2014","inadequately","","","","","2"
"Often","2014","general elemantary","","","","","2"
"Often","2014","higher education","","","","","2"
"Rarely","2014","vocational + Abi","","","","","4"
"Rarely","2014","in school","","","","","4"
"Rarely","2014","inadequately","","","","","4"
"Rarely","2014","general elemantary","","","","","4"
"Rarely","2014","higher vocational","","","","","4"
"Rarely","2014","higher education","","","","","4"
"Rarely","2014","middle vocational","","","","","4"
"Sometimes","2014","in school","","","","","3"
"Sometimes","2014","inadequately","","","","","3"
"Sometimes","2014","vocational + Abi","","","","","3"
"Sometimes","2014","middle vocational","","","","","3"
"Sometimes","2014","higher vocational","","","","","3"
"Sometimes","2014","general elemantary","","","","","3"
"Sometimes","2014","higher education","","","","","3"
"Very often","2014","vocational + Abi","","","","","1"
"Very often","2014","higher vocational","","","","","1"
"Very often","2014","higher education","","","","","1"
"Very often","2014","inadequately","","","","","1"
"Very often","2014","general elemantary","","","","","1"
"Very often","2014","middle vocational","","","","","1"
"Very often","2014","in school","","","","","1"
"Never","2015","in school","","","","","5"
"Never","2015","inadequately","","","","","5"
"Never","2015","middle vocational","","","","","5"
"Never","2015","vocational + Abi","","","","","5"
"Never","2015","higher vocational","","","","","5"
"Never","2015","higher education","","","","","5"
"Never","2015","general elemantary","","","","","5"
"Often","2015","vocational + Abi","","","","","2"
"Often","2015","higher vocational","","","","","2"
"Often","2015","in school","","","","","2"
"Often","2015","inadequately","","","","","2"
"Often","2015","general elemantary","","","","","2"
"Often","2015","middle vocational","","","","","2"
"Often","2015","higher education","","","","","2"
"Rarely","2015","vocational + Abi","","","","","4"
"Rarely","2015","higher vocational","","","","","4"
"Rarely","2015","higher education","","","","","4"
"Rarely","2015","inadequately","","","","","4"
"Rarely","2015","general elemantary","","","","","4"
"Rarely","2015","middle vocational","","","","","4"
"Rarely","2015","in school","","","","","4"
"Sometimes","2015","in school","","","","","3"
"Sometimes","2015","inadequately","","","","","3"
"Sometimes","2015","vocational + Abi","","","","","3"
"Sometimes","2015","higher vocational","","","","","3"
"Sometimes","2015","general elemantary","","","","","3"
"Sometimes","2015","higher education","","","","","3"
"Sometimes","2015","middle vocational","","","","","3"
"Very often","2015","vocational + Abi","","","","","1"
"Very often","2015","higher vocational","","","","","1"
"Very often","2015","higher education","","","","","1"
"Very often","2015","in school","","","","","1"
"Very often","2015","inadequately","","","","","1"
"Very often","2015","general elemantary","","","","","1"
"Very often","2015","middle vocational","","","","","1"
"Never","2016","in school","","","","","5"
"Never","2016","inadequately","","","","","5"
"Never","2016","general elemantary","","","","","5"
"Never","2016","middle vocational","","","","","5"
"Never","2016","vocational + Abi","","","","","5"
"Never","2016","higher vocational","","","","","5"
"Never","2016","higher education","","","","","5"
"Often","2016","vocational + Abi","","","","","2"
"Often","2016","higher vocational","","","","","2"
"Often","2016","inadequately","","","","","2"
"Often","2016","general elemantary","","","","","2"
"Often","2016","in school","","","","","2"
"Often","2016","middle vocational","","","","","2"
"Often","2016","higher education","","","","","2"
"Rarely","2016","vocational + Abi","","","","","4"
"Rarely","2016","higher vocational","","","","","4"
"Rarely","2016","in school","","","","","4"
"Rarely","2016","higher education","","","","","4"
"Rarely","2016","general elemantary","","","","","4"
"Rarely","2016","middle vocational","","","","","4"
"Rarely","2016","inadequately","","","","","4"
"Sometimes","2016","inadequately","","","","","3"
"Sometimes","2016","in school","","","","","3"
"Sometimes","2016","higher education","","","","","3"
"Sometimes","2016","general elemantary","","","","","3"
"Sometimes","2016","vocational + Abi","","","","","3"
"Sometimes","2016","higher vocational","","","","","3"
"Sometimes","2016","middle vocational","","","","","3"
"Very often","2016","in school","","","","","1"
"Very often","2016","vocational + Abi","","","","","1"
"Very often","2016","higher vocational","","","","","1"
"Very often","2016","higher education","","","","","1"
"Very often","2016","inadequately","","","","","1"
"Very often","2016","general elemantary","","","","","1"
"Very often","2016","middle vocational","","","","","1"
"Never","2017","in school","","","","","5"
"Never","2017","inadequately","","","","","5"
"Never","2017","general elemantary","","","","","5"
"Never","2017","middle vocational","","","","","5"
"Never","2017","vocational + Abi","","","","","5"
"Never","2017","higher vocational","","","","","5"
"Never","2017","higher education","","","","","5"
"Often","2017","vocational + Abi","","","","","2"
"Often","2017","middle vocational","","","","","2"
"Often","2017","higher vocational","","","","","2"
"Often","2017","inadequately","","","","","2"
"Often","2017","general elemantary","","","","","2"
"Often","2017","higher education","","","","","2"
"Often","2017","in school","","","","","2"
"Rarely","2017","higher education","","","","","4"
"Rarely","2017","vocational + Abi","","","","","4"
"Rarely","2017","higher vocational","","","","","4"
"Rarely","2017","inadequately","","","","","4"
"Rarely","2017","middle vocational","","","","","4"
"Rarely","2017","in school","","","","","4"
"Rarely","2017","general elemantary","","","","","4"
"Sometimes","2017","inadequately","","","","","3"
"Sometimes","2017","vocational + Abi","","","","","3"
"Sometimes","2017","higher vocational","","","","","3"
"Sometimes","2017","higher education","","","","","3"
"Sometimes","2017","general elemantary","","","","","3"
"Sometimes","2017","middle vocational","","","","","3"
"Sometimes","2017","in school","","","","","3"
"Very often","2017","vocational + Abi","","","","","1"
"Very often","2017","higher vocational","","","","","1"
"Very often","2017","higher education","","","","","1"
"Very often","2017","inadequately","","","","","1"
"Very often","2017","in school","","","","","1"
"Very often","2017","general elemantary","","","","","1"
"Very often","2017","middle vocational","","","","","1"
"Never","2018","in school","59","0.213194403199572","0.170039349478562","0.256349456920581","5"
"Never","2018","inadequately","238","0.496567528081458","0.451838728503004","0.541296327659912","5"
"Never","2018","general elemantary","1261","0.505891447761522","0.486898869716325","0.524884025806718","5"
"Never","2018","middle vocational","5776","0.506730199545084","0.497580706326377","0.51587969276379","5"
"Never","2018","vocational + Abi","849","0.383557318442479","0.362804777063397","0.404309859821561","5"
"Never","2018","higher vocational","727","0.496240485848048","0.470523355255338","0.521957616440758","5"
"Never","2018","higher education","2450","0.37259582368642","0.360680371725281","0.38451127564756","5"
"Often","2018","vocational + Abi","98","0.0598362431161893","0.0497136049611445","0.0699588812712342","2"
"Often","2018","higher vocational","29","","","","2"
"Often","2018","inadequately","30","0.0634070831756045","0.0416063151102006","0.0852078512410084","2"
"Often","2018","general elemantary","126","0.0403041039459715","0.0328329872602729","0.0477752206316701","2"
"Often","2018","middle vocational","414","0.0352771294778001","0.0319010373536121","0.038653221601988","2"
"Often","2018","higher education","230","0.0426216400746095","0.0376434129352316","0.0475998672139873","2"
"Often","2018","in school","62","0.18216794836347","0.141497581615466","0.222838315111474","2"
"Rarely","2018","vocational + Abi","772","0.371831473196909","0.351205190709067","0.39245775568475","4"
"Rarely","2018","higher vocational","520","0.351642498695195","0.327082817134496","0.376202180255893","4"
"Rarely","2018","higher education","2454","0.378859830902555","0.366904766648886","0.390814895156225","4"
"Rarely","2018","inadequately","101","0.182831199687316","0.1482525113545","0.217409888020132","4"
"Rarely","2018","general elemantary","722","0.263124147254125","0.246397011529088","0.279851282979162","4"
"Rarely","2018","middle vocational","3509","0.307878456395753","0.299430586511414","0.316326326280093","4"
"Rarely","2018","in school","70","0.202946230452967","0.160567850911936","0.245324609993998","4"
"Sometimes","2018","inadequately","98","0.248419405757003","0.209764198097946","0.287074613416061","3"
"Sometimes","2018","vocational + Abi","375","0.17975041868901","0.163362727738261","0.196138109639758","3"
"Sometimes","2018","higher vocational","171","0.125683514665171","0.108632969286135","0.142734060044206","3"
"Sometimes","2018","higher education","1164","0.202315522427286","0.192415230538687","0.212215814315886","3"
"Sometimes","2018","middle vocational","1687","0.14489476349727","0.138453033608962","0.151336493385577","3"
"Sometimes","2018","general elemantary","511","0.178142199340152","0.163606838715387","0.192677559964917","3"
"Sometimes","2018","in school","138","0.338412957949252","0.288555856202323","0.388270059696181","3"
"Very often","2018","vocational + Abi","15","","","","1"
"Very often","2018","higher vocational","5","","","","1"
"Very often","2018","higher education","27","","","","1"
