"pld0044","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2004","Employed","higher education","","","","","5"
"Never","2004","Employed","middle vocational","","","","","5"
"Never","2004","Employed","vocational + Abi","","","","","5"
"Never","2004","Employed","higher vocational","","","","","5"
"Never","2004","Not Employed","in school","","","","","5"
"Never","2004","Not Employed","inadequately","","","","","5"
"Never","2004","Not Employed","general elemantary","","","","","5"
"Never","2004","Not Employed","middle vocational","","","","","5"
"Never","2004","Not Employed","vocational + Abi","","","","","5"
"Never","2004","Not Employed","higher vocational","","","","","5"
"Never","2004","Not Employed","higher education","","","","","5"
"Never","2004","Employed","in school","","","","","5"
"Never","2004","Employed","inadequately","","","","","5"
"Never","2004","Employed","general elemantary","","","","","5"
"Often","2004","Employed","general elemantary","","","","","2"
"Often","2004","Employed","middle vocational","","","","","2"
"Often","2004","Employed","vocational + Abi","","","","","2"
"Often","2004","Employed","higher vocational","","","","","2"
"Often","2004","Not Employed","in school","","","","","2"
"Often","2004","Not Employed","inadequately","","","","","2"
"Often","2004","Not Employed","general elemantary","","","","","2"
"Often","2004","Not Employed","middle vocational","","","","","2"
"Often","2004","Not Employed","vocational + Abi","","","","","2"
"Often","2004","Not Employed","higher vocational","","","","","2"
"Often","2004","Not Employed","higher education","","","","","2"
"Often","2004","Employed","in school","","","","","2"
"Often","2004","Employed","inadequately","","","","","2"
"Often","2004","Employed","higher education","","","","","2"
"Rarely","2004","Employed","vocational + Abi","","","","","4"
"Rarely","2004","Employed","higher vocational","","","","","4"
"Rarely","2004","Employed","higher education","","","","","4"
"Rarely","2004","Not Employed","higher vocational","","","","","4"
"Rarely","2004","Not Employed","higher education","","","","","4"
"Rarely","2004","Employed","in school","","","","","4"
"Rarely","2004","Employed","inadequately","","","","","4"
"Rarely","2004","Employed","general elemantary","","","","","4"
"Rarely","2004","Employed","middle vocational","","","","","4"
"Rarely","2004","Not Employed","in school","","","","","4"
"Rarely","2004","Not Employed","inadequately","","","","","4"
"Rarely","2004","Not Employed","general elemantary","","","","","4"
"Rarely","2004","Not Employed","middle vocational","","","","","4"
"Rarely","2004","Not Employed","vocational + Abi","","","","","4"
"Sometimes","2004","Not Employed","higher education","","","","","3"
"Sometimes","2004","Employed","in school","","","","","3"
"Sometimes","2004","Employed","vocational + Abi","","","","","3"
"Sometimes","2004","Employed","higher vocational","","","","","3"
"Sometimes","2004","Employed","higher education","","","","","3"
"Sometimes","2004","Employed","inadequately","","","","","3"
"Sometimes","2004","Employed","general elemantary","","","","","3"
"Sometimes","2004","Employed","middle vocational","","","","","3"
"Sometimes","2004","Not Employed","in school","","","","","3"
"Sometimes","2004","Not Employed","inadequately","","","","","3"
"Sometimes","2004","Not Employed","general elemantary","","","","","3"
"Sometimes","2004","Not Employed","middle vocational","","","","","3"
"Sometimes","2004","Not Employed","vocational + Abi","","","","","3"
"Sometimes","2004","Not Employed","higher vocational","","","","","3"
"Very often","2004","Not Employed","in school","","","","","1"
"Very often","2004","Not Employed","inadequately","","","","","1"
"Very often","2004","Not Employed","general elemantary","","","","","1"
"Very often","2004","Not Employed","middle vocational","","","","","1"
"Very often","2004","Not Employed","vocational + Abi","","","","","1"
"Very often","2004","Not Employed","higher vocational","","","","","1"
"Very often","2004","Not Employed","higher education","","","","","1"
"Very often","2004","Employed","in school","","","","","1"
"Very often","2004","Employed","inadequately","","","","","1"
"Very often","2004","Employed","general elemantary","","","","","1"
"Very often","2004","Employed","middle vocational","","","","","1"
"Very often","2004","Employed","vocational + Abi","","","","","1"
"Very often","2004","Employed","higher vocational","","","","","1"
"Very often","2004","Employed","higher education","","","","","1"
"Never","2005","Not Employed","general elemantary","","","","","5"
"Never","2005","Not Employed","middle vocational","","","","","5"
"Never","2005","Not Employed","vocational + Abi","","","","","5"
"Never","2005","Not Employed","higher vocational","","","","","5"
"Never","2005","Not Employed","higher education","","","","","5"
"Never","2005","Employed","in school","","","","","5"
"Never","2005","Employed","inadequately","","","","","5"
"Never","2005","Employed","general elemantary","","","","","5"
"Never","2005","Employed","middle vocational","","","","","5"
"Never","2005","Employed","vocational + Abi","","","","","5"
"Never","2005","Employed","higher vocational","","","","","5"
"Never","2005","Employed","higher education","","","","","5"
"Never","2005","Not Employed","in school","","","","","5"
"Never","2005","Not Employed","inadequately","","","","","5"
"Often","2005","Not Employed","in school","","","","","2"
"Often","2005","Not Employed","inadequately","","","","","2"
"Often","2005","Not Employed","general elemantary","","","","","2"
"Often","2005","Not Employed","middle vocational","","","","","2"
"Often","2005","Not Employed","vocational + Abi","","","","","2"
"Often","2005","Not Employed","higher education","","","","","2"
"Often","2005","Employed","in school","","","","","2"
"Often","2005","Not Employed","higher vocational","","","","","2"
"Often","2005","Employed","inadequately","","","","","2"
"Often","2005","Employed","vocational + Abi","","","","","2"
"Often","2005","Employed","higher vocational","","","","","2"
"Often","2005","Employed","higher education","","","","","2"
"Often","2005","Employed","general elemantary","","","","","2"
"Often","2005","Employed","middle vocational","","","","","2"
"Rarely","2005","Not Employed","higher vocational","","","","","4"
"Rarely","2005","Employed","general elemantary","","","","","4"
"Rarely","2005","Not Employed","middle vocational","","","","","4"
"Rarely","2005","Not Employed","higher education","","","","","4"
"Rarely","2005","Employed","in school","","","","","4"
"Rarely","2005","Employed","inadequately","","","","","4"
"Rarely","2005","Not Employed","in school","","","","","4"
"Rarely","2005","Not Employed","inadequately","","","","","4"
"Rarely","2005","Not Employed","general elemantary","","","","","4"
"Rarely","2005","Not Employed","vocational + Abi","","","","","4"
"Rarely","2005","Employed","middle vocational","","","","","4"
"Rarely","2005","Employed","vocational + Abi","","","","","4"
"Rarely","2005","Employed","higher vocational","","","","","4"
"Rarely","2005","Employed","higher education","","","","","4"
"Sometimes","2005","Not Employed","in school","","","","","3"
"Sometimes","2005","Not Employed","higher education","","","","","3"
"Sometimes","2005","Employed","in school","","","","","3"
"Sometimes","2005","Employed","general elemantary","","","","","3"
"Sometimes","2005","Employed","inadequately","","","","","3"
"Sometimes","2005","Employed","higher vocational","","","","","3"
"Sometimes","2005","Employed","higher education","","","","","3"
"Sometimes","2005","Not Employed","inadequately","","","","","3"
"Sometimes","2005","Not Employed","general elemantary","","","","","3"
"Sometimes","2005","Not Employed","middle vocational","","","","","3"
"Sometimes","2005","Not Employed","vocational + Abi","","","","","3"
"Sometimes","2005","Not Employed","higher vocational","","","","","3"
"Sometimes","2005","Employed","middle vocational","","","","","3"
"Sometimes","2005","Employed","vocational + Abi","","","","","3"
"Very often","2005","Not Employed","in school","","","","","1"
"Very often","2005","Not Employed","inadequately","","","","","1"
"Very often","2005","Not Employed","general elemantary","","","","","1"
"Very often","2005","Not Employed","middle vocational","","","","","1"
"Very often","2005","Not Employed","vocational + Abi","","","","","1"
"Very often","2005","Not Employed","higher vocational","","","","","1"
"Very often","2005","Not Employed","higher education","","","","","1"
"Very often","2005","Employed","in school","","","","","1"
"Very often","2005","Employed","inadequately","","","","","1"
"Very often","2005","Employed","general elemantary","","","","","1"
"Very often","2005","Employed","middle vocational","","","","","1"
"Very often","2005","Employed","vocational + Abi","","","","","1"
"Very often","2005","Employed","higher vocational","","","","","1"
"Very often","2005","Employed","higher education","","","","","1"
"Never","2006","Not Employed","in school","","","","","5"
"Never","2006","Not Employed","inadequately","","","","","5"
"Never","2006","Not Employed","general elemantary","","","","","5"
"Never","2006","Not Employed","middle vocational","","","","","5"
"Never","2006","Not Employed","vocational + Abi","","","","","5"
"Never","2006","Not Employed","higher vocational","","","","","5"
"Never","2006","Not Employed","higher education","","","","","5"
"Never","2006","Employed","in school","","","","","5"
"Never","2006","Employed","inadequately","","","","","5"
"Never","2006","Employed","general elemantary","","","","","5"
"Never","2006","Employed","middle vocational","","","","","5"
"Never","2006","Employed","vocational + Abi","","","","","5"
"Never","2006","Employed","higher vocational","","","","","5"
"Never","2006","Employed","higher education","","","","","5"
"Often","2006","Not Employed","in school","","","","","2"
"Often","2006","Not Employed","inadequately","","","","","2"
"Often","2006","Not Employed","middle vocational","","","","","2"
"Often","2006","Not Employed","vocational + Abi","","","","","2"
"Often","2006","Not Employed","general elemantary","","","","","2"
"Often","2006","Not Employed","higher vocational","","","","","2"
"Often","2006","Not Employed","higher education","","","","","2"
"Often","2006","Employed","in school","","","","","2"
"Often","2006","Employed","inadequately","","","","","2"
"Often","2006","Employed","general elemantary","","","","","2"
"Often","2006","Employed","middle vocational","","","","","2"
"Often","2006","Employed","vocational + Abi","","","","","2"
"Often","2006","Employed","higher vocational","","","","","2"
"Often","2006","Employed","higher education","","","","","2"
"Rarely","2006","Employed","general elemantary","","","","","4"
"Rarely","2006","Not Employed","higher vocational","","","","","4"
"Rarely","2006","Not Employed","higher education","","","","","4"
"Rarely","2006","Employed","in school","","","","","4"
"Rarely","2006","Employed","inadequately","","","","","4"
"Rarely","2006","Not Employed","in school","","","","","4"
"Rarely","2006","Not Employed","inadequately","","","","","4"
"Rarely","2006","Not Employed","general elemantary","","","","","4"
"Rarely","2006","Not Employed","middle vocational","","","","","4"
"Rarely","2006","Employed","middle vocational","","","","","4"
"Rarely","2006","Employed","vocational + Abi","","","","","4"
"Rarely","2006","Employed","higher vocational","","","","","4"
"Rarely","2006","Employed","higher education","","","","","4"
"Rarely","2006","Not Employed","vocational + Abi","","","","","4"
"Sometimes","2006","Not Employed","in school","","","","","3"
"Sometimes","2006","Not Employed","inadequately","","","","","3"
"Sometimes","2006","Not Employed","general elemantary","","","","","3"
"Sometimes","2006","Not Employed","middle vocational","","","","","3"
"Sometimes","2006","Not Employed","higher education","","","","","3"
"Sometimes","2006","Employed","in school","","","","","3"
"Sometimes","2006","Employed","inadequately","","","","","3"
"Sometimes","2006","Employed","general elemantary","","","","","3"
"Sometimes","2006","Employed","middle vocational","","","","","3"
"Sometimes","2006","Employed","vocational + Abi","","","","","3"
"Sometimes","2006","Employed","higher vocational","","","","","3"
"Sometimes","2006","Employed","higher education","","","","","3"
"Sometimes","2006","Not Employed","vocational + Abi","","","","","3"
"Sometimes","2006","Not Employed","higher vocational","","","","","3"
"Very often","2006","Not Employed","in school","","","","","1"
"Very often","2006","Not Employed","inadequately","","","","","1"
"Very often","2006","Not Employed","general elemantary","","","","","1"
"Very often","2006","Not Employed","middle vocational","","","","","1"
"Very often","2006","Not Employed","vocational + Abi","","","","","1"
"Very often","2006","Not Employed","higher vocational","","","","","1"
"Very often","2006","Not Employed","higher education","","","","","1"
"Very often","2006","Employed","in school","","","","","1"
"Very often","2006","Employed","inadequately","","","","","1"
"Very often","2006","Employed","general elemantary","","","","","1"
"Very often","2006","Employed","middle vocational","","","","","1"
"Very often","2006","Employed","vocational + Abi","","","","","1"
"Very often","2006","Employed","higher vocational","","","","","1"
"Very often","2006","Employed","higher education","","","","","1"
"Never","2007","Not Employed","in school","","","","","5"
"Never","2007","Not Employed","inadequately","","","","","5"
"Never","2007","Not Employed","general elemantary","","","","","5"
"Never","2007","Not Employed","middle vocational","","","","","5"
"Never","2007","Not Employed","vocational + Abi","","","","","5"
"Never","2007","Not Employed","higher vocational","","","","","5"
"Never","2007","Not Employed","higher education","","","","","5"
"Never","2007","Employed","in school","","","","","5"
"Never","2007","Employed","inadequately","","","","","5"
"Never","2007","Employed","general elemantary","","","","","5"
"Never","2007","Employed","middle vocational","","","","","5"
"Never","2007","Employed","vocational + Abi","","","","","5"
"Never","2007","Employed","higher vocational","","","","","5"
"Never","2007","Employed","higher education","","","","","5"
"Often","2007","Employed","inadequately","","","","","2"
"Often","2007","Not Employed","middle vocational","","","","","2"
"Often","2007","Not Employed","vocational + Abi","","","","","2"
"Often","2007","Not Employed","higher vocational","","","","","2"
"Often","2007","Not Employed","higher education","","","","","2"
"Often","2007","Employed","in school","","","","","2"
"Often","2007","Not Employed","in school","","","","","2"
"Often","2007","Not Employed","inadequately","","","","","2"
"Often","2007","Not Employed","general elemantary","","","","","2"
"Often","2007","Employed","general elemantary","","","","","2"
"Often","2007","Employed","middle vocational","","","","","2"
"Often","2007","Employed","vocational + Abi","","","","","2"
"Often","2007","Employed","higher vocational","","","","","2"
"Often","2007","Employed","higher education","","","","","2"
"Rarely","2007","Not Employed","higher vocational","","","","","4"
"Rarely","2007","Not Employed","higher education","","","","","4"
"Rarely","2007","Employed","in school","","","","","4"
"Rarely","2007","Employed","inadequately","","","","","4"
"Rarely","2007","Employed","general elemantary","","","","","4"
"Rarely","2007","Not Employed","in school","","","","","4"
"Rarely","2007","Not Employed","inadequately","","","","","4"
"Rarely","2007","Not Employed","general elemantary","","","","","4"
"Rarely","2007","Not Employed","middle vocational","","","","","4"
"Rarely","2007","Not Employed","vocational + Abi","","","","","4"
"Rarely","2007","Employed","middle vocational","","","","","4"
"Rarely","2007","Employed","vocational + Abi","","","","","4"
"Rarely","2007","Employed","higher vocational","","","","","4"
"Rarely","2007","Employed","higher education","","","","","4"
"Sometimes","2007","Not Employed","middle vocational","","","","","3"
"Sometimes","2007","Not Employed","vocational + Abi","","","","","3"
"Sometimes","2007","Not Employed","higher vocational","","","","","3"
"Sometimes","2007","Not Employed","in school","","","","","3"
"Sometimes","2007","Not Employed","inadequately","","","","","3"
"Sometimes","2007","Not Employed","general elemantary","","","","","3"
"Sometimes","2007","Not Employed","higher education","","","","","3"
"Sometimes","2007","Employed","in school","","","","","3"
"Sometimes","2007","Employed","inadequately","","","","","3"
"Sometimes","2007","Employed","general elemantary","","","","","3"
"Sometimes","2007","Employed","middle vocational","","","","","3"
"Sometimes","2007","Employed","vocational + Abi","","","","","3"
"Sometimes","2007","Employed","higher vocational","","","","","3"
"Sometimes","2007","Employed","higher education","","","","","3"
"Very often","2007","Not Employed","in school","","","","","1"
"Very often","2007","Not Employed","inadequately","","","","","1"
"Very often","2007","Not Employed","general elemantary","","","","","1"
"Very often","2007","Not Employed","middle vocational","","","","","1"
"Very often","2007","Not Employed","vocational + Abi","","","","","1"
"Very often","2007","Not Employed","higher vocational","","","","","1"
"Very often","2007","Not Employed","higher education","","","","","1"
"Very often","2007","Employed","in school","","","","","1"
"Very often","2007","Employed","inadequately","","","","","1"
"Very often","2007","Employed","general elemantary","","","","","1"
"Very often","2007","Employed","middle vocational","","","","","1"
"Very often","2007","Employed","vocational + Abi","","","","","1"
"Very often","2007","Employed","higher vocational","","","","","1"
"Very often","2007","Employed","higher education","","","","","1"
"Never","2008","Not Employed","higher vocational","311","0.668917496696132","0.625676391480649","0.712158601911614","5"
"Never","2008","Not Employed","higher education","684","0.582393844433844","0.553952577870503","0.610835110997185","5"
"Never","2008","Employed","in school","4","","","","5"
"Never","2008","Employed","inadequately","36","0.511998667236563","0.393192618050934","0.630804716422191","5"
"Never","2008","Employed","general elemantary","339","0.449287745913991","0.415365646368202","0.48320984545978","5"
"Never","2008","Employed","middle vocational","2976","0.489359170414213","0.476597290333564","0.502121050494863","5"
"Never","2008","Employed","vocational + Abi","342","0.356863080700628","0.324504119154444","0.389222042246813","5"
"Never","2008","Employed","higher vocational","463","0.451976288004956","0.420411425218913","0.483541150790999","5"
"Never","2008","Employed","higher education","1333","0.405787742912495","0.388315020871301","0.42326046495369","5"
"Never","2008","Not Employed","in school","46","0.175392001343177","0.131470162858921","0.219313839827434","5"
"Never","2008","Not Employed","inadequately","86","0.725975443194149","0.643738951117757","0.80821193527054","5"
"Never","2008","Not Employed","general elemantary","854","0.703784436624922","0.677842740002514","0.729726133247329","5"
"Never","2008","Not Employed","middle vocational","2627","0.68812703027348","0.673432581280422","0.702821479266538","5"
"Never","2008","Not Employed","vocational + Abi","160","0.608389851997495","0.548480316799071","0.668299387195918","5"
"Often","2008","Not Employed","middle vocational","59","0.017198205432051","0.0130743382871834","0.0213220725769185","2"
"Often","2008","Not Employed","vocational + Abi","1","","","","2"
"Often","2008","Not Employed","higher vocational","2","","","","2"
"Often","2008","Not Employed","higher education","11","","","","2"
"Often","2008","Employed","in school","18","","","","2"
"Often","2008","Employed","inadequately","4","","","","2"
"Often","2008","Not Employed","in school","53","0.168434420792042","0.125211359467386","0.211657482116698","2"
"Often","2008","Not Employed","inadequately","1","","","","2"
"Often","2008","Not Employed","general elemantary","26","","","","2"
"Often","2008","Employed","vocational + Abi","30","0.0411782813358364","0.0277569658570928","0.05459959681458","2"
"Often","2008","Employed","higher vocational","9","","","","2"
"Often","2008","Employed","higher education","53","0.0160460857505854","0.0115750078573221","0.0205171636438488","2"
"Often","2008","Employed","general elemantary","35","0.0514765736712825","0.0364074875768919","0.066545659765673","2"
"Often","2008","Employed","middle vocational","125","0.027389584554915","0.0232227600867701","0.0315564090230598","2"
"Rarely","2008","Not Employed","higher education","360","0.309042466848241","0.282392795481899","0.335692138214583","4"
"Rarely","2008","Employed","general elemantary","282","0.306789742313608","0.275340442922562","0.338239041704653","4"
"Rarely","2008","Employed","middle vocational","1994","0.33960517695377","0.327515018122687","0.351695335784853","4"
"Rarely","2008","Employed","in school","14","","","","4"
"Rarely","2008","Employed","inadequately","18","","","","4"
"Rarely","2008","Not Employed","in school","83","0.271859662235892","0.220475204340993","0.323244120130792","4"
"Rarely","2008","Not Employed","inadequately","12","","","","4"
"Rarely","2008","Not Employed","general elemantary","208","0.174430293353819","0.152869614032497","0.195990972675142","4"
"Rarely","2008","Not Employed","middle vocational","866","0.224435595156034","0.211201784046321","0.237669406265747","4"
"Rarely","2008","Not Employed","vocational + Abi","66","0.288563205431061","0.232951445553832","0.34417496530829","4"
"Rarely","2008","Not Employed","higher vocational","117","0.277583445355109","0.236436934059297","0.318729956650921","4"
"Rarely","2008","Employed","vocational + Abi","332","0.414306284025149","0.381033580692731","0.447578987357567","4"
"Rarely","2008","Employed","higher vocational","384","0.4072539125553","0.376092769085016","0.438415056025583","4"
"Rarely","2008","Employed","higher education","1229","0.427477505116113","0.409874240663793","0.445080769568432","4"
"Sometimes","2008","Not Employed","middle vocational","255","0.0665010367308983","0.0585978679493819","0.0744042055124146","3"
"Sometimes","2008","Not Employed","vocational + Abi","27","","","","3"
"Sometimes","2008","Not Employed","higher vocational","24","","","","3"
"Sometimes","2008","Not Employed","higher education","98","0.0962676141375184","0.0792571123046256","0.113278115970411","3"
"Sometimes","2008","Employed","in school","20","","","","3"
"Sometimes","2008","Employed","inadequately","10","","","","3"
"Sometimes","2008","Employed","general elemantary","165","0.191066559093909","0.164255942425767","0.217877175762051","3"
"Sometimes","2008","Not Employed","in school","98","0.36344422090464","0.307893594109434","0.418994847699845","3"
"Sometimes","2008","Not Employed","inadequately","14","","","","3"
"Sometimes","2008","Not Employed","general elemantary","99","0.0879947187893542","0.0718993255849129","0.104090111993795","3"
"Sometimes","2008","Employed","vocational + Abi","135","0.180380735117982","0.154409464329166","0.206352005906798","3"
"Sometimes","2008","Employed","higher vocational","94","0.116187697643325","0.0958638233801191","0.136511571906531","3"
"Sometimes","2008","Employed","higher education","409","0.145023815047448","0.132494221744058","0.157553408350838","3"
"Sometimes","2008","Employed","middle vocational","772","0.138202319826442","0.129391763091625","0.147012876561259","3"
"Very often","2008","Not Employed","in school","8","","","","1"
"Very often","2008","Not Employed","inadequately","","","","","1"
"Very often","2008","Not Employed","general elemantary","3","","","","1"
"Very often","2008","Not Employed","middle vocational","11","","","","1"
"Very often","2008","Not Employed","higher vocational","1","","","","1"
"Very often","2008","Not Employed","higher education","2","","","","1"
"Very often","2008","Employed","in school","9","","","","1"
"Very often","2008","Employed","inadequately","","","","","1"
"Very often","2008","Employed","general elemantary","5","","","","1"
"Very often","2008","Employed","middle vocational","27","","","","1"
"Very often","2008","Employed","vocational + Abi","3","","","","1"
"Very often","2008","Employed","higher vocational","5","","","","1"
"Very often","2008","Employed","higher education","10","","","","1"
"Very often","2008","Not Employed","vocational + Abi","1","","","","1"
"Never","2009","Not Employed","higher vocational","","","","","5"
"Never","2009","Not Employed","higher education","","","","","5"
"Never","2009","Employed","in school","","","","","5"
"Never","2009","Employed","inadequately","","","","","5"
"Never","2009","Employed","general elemantary","","","","","5"
"Never","2009","Employed","middle vocational","","","","","5"
"Never","2009","Employed","vocational + Abi","","","","","5"
"Never","2009","Employed","higher vocational","","","","","5"
"Never","2009","Employed","higher education","","","","","5"
"Never","2009","Not Employed","in school","","","","","5"
"Never","2009","Not Employed","inadequately","","","","","5"
"Never","2009","Not Employed","general elemantary","","","","","5"
"Never","2009","Not Employed","middle vocational","","","","","5"
"Never","2009","Not Employed","vocational + Abi","","","","","5"
"Often","2009","Not Employed","in school","","","","","2"
"Often","2009","Not Employed","inadequately","","","","","2"
"Often","2009","Not Employed","general elemantary","","","","","2"
"Often","2009","Not Employed","middle vocational","","","","","2"
"Often","2009","Not Employed","vocational + Abi","","","","","2"
"Often","2009","Not Employed","higher vocational","","","","","2"
"Often","2009","Not Employed","higher education","","","","","2"
"Often","2009","Employed","in school","","","","","2"
"Often","2009","Employed","inadequately","","","","","2"
"Often","2009","Employed","general elemantary","","","","","2"
"Often","2009","Employed","middle vocational","","","","","2"
"Often","2009","Employed","vocational + Abi","","","","","2"
"Often","2009","Employed","higher vocational","","","","","2"
"Often","2009","Employed","higher education","","","","","2"
"Rarely","2009","Not Employed","higher education","","","","","4"
"Rarely","2009","Employed","in school","","","","","4"
"Rarely","2009","Employed","inadequately","","","","","4"
"Rarely","2009","Employed","general elemantary","","","","","4"
"Rarely","2009","Employed","middle vocational","","","","","4"
"Rarely","2009","Employed","vocational + Abi","","","","","4"
"Rarely","2009","Employed","higher vocational","","","","","4"
"Rarely","2009","Not Employed","in school","","","","","4"
"Rarely","2009","Not Employed","inadequately","","","","","4"
"Rarely","2009","Not Employed","general elemantary","","","","","4"
"Rarely","2009","Not Employed","middle vocational","","","","","4"
"Rarely","2009","Not Employed","vocational + Abi","","","","","4"
"Rarely","2009","Not Employed","higher vocational","","","","","4"
"Rarely","2009","Employed","higher education","","","","","4"
"Sometimes","2009","Employed","general elemantary","","","","","3"
"Sometimes","2009","Not Employed","in school","","","","","3"
"Sometimes","2009","Not Employed","inadequately","","","","","3"
"Sometimes","2009","Not Employed","general elemantary","","","","","3"
"Sometimes","2009","Not Employed","middle vocational","","","","","3"
