"pld0044","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very often","2007","vocational + Abi","Rural Area","","","",""
"Very often","2007","higher vocational","Urban Area","","","",""
"Very often","2007","higher vocational","Rural Area","","","",""
"Very often","2007","higher education","Urban Area","","","",""
"Very often","2007","higher education","Rural Area","","","",""
"Often","2007","in school","Urban Area","","","",""
"Often","2007","in school","Rural Area","","","",""
"Often","2007","inadequately","Urban Area","","","",""
"Often","2007","inadequately","Rural Area","","","",""
"Often","2007","general elemantary","Urban Area","","","",""
"Often","2007","general elemantary","Rural Area","","","",""
"Often","2007","middle vocational","Urban Area","","","",""
"Often","2007","middle vocational","Rural Area","","","",""
"Often","2007","vocational + Abi","Urban Area","","","",""
"Often","2007","vocational + Abi","Rural Area","","","",""
"Often","2007","higher vocational","Urban Area","","","",""
"Often","2007","higher vocational","Rural Area","","","",""
"Often","2007","higher education","Urban Area","","","",""
"Often","2007","higher education","Rural Area","","","",""
"Sometimes","2007","in school","Urban Area","","","",""
"Sometimes","2007","in school","Rural Area","","","",""
"Sometimes","2007","inadequately","Urban Area","","","",""
"Sometimes","2007","inadequately","Rural Area","","","",""
"Sometimes","2007","general elemantary","Urban Area","","","",""
"Sometimes","2007","general elemantary","Rural Area","","","",""
"Sometimes","2007","middle vocational","Urban Area","","","",""
"Sometimes","2007","middle vocational","Rural Area","","","",""
"Sometimes","2007","vocational + Abi","Urban Area","","","",""
"Sometimes","2007","vocational + Abi","Rural Area","","","",""
"Sometimes","2007","higher vocational","Urban Area","","","",""
"Sometimes","2007","higher vocational","Rural Area","","","",""
"Sometimes","2007","higher education","Urban Area","","","",""
"Sometimes","2007","higher education","Rural Area","","","",""
"Rarely","2007","in school","Urban Area","","","",""
"Rarely","2007","in school","Rural Area","","","",""
"Rarely","2007","inadequately","Urban Area","","","",""
"Rarely","2007","inadequately","Rural Area","","","",""
"Rarely","2007","general elemantary","Urban Area","","","",""
"Rarely","2007","general elemantary","Rural Area","","","",""
"Rarely","2007","middle vocational","Urban Area","","","",""
"Rarely","2007","middle vocational","Rural Area","","","",""
"Rarely","2007","vocational + Abi","Urban Area","","","",""
"Rarely","2007","vocational + Abi","Rural Area","","","",""
"Rarely","2007","higher vocational","Urban Area","","","",""
"Rarely","2007","higher vocational","Rural Area","","","",""
"Rarely","2007","higher education","Urban Area","","","",""
"Rarely","2007","higher education","Rural Area","","","",""
"Never","2007","in school","Urban Area","","","",""
"Never","2007","in school","Rural Area","","","",""
"Never","2007","inadequately","Urban Area","","","",""
"Never","2007","inadequately","Rural Area","","","",""
"Never","2007","general elemantary","Urban Area","","","",""
"Never","2007","general elemantary","Rural Area","","","",""
"Never","2007","middle vocational","Urban Area","","","",""
"Never","2007","middle vocational","Rural Area","","","",""
"Never","2007","vocational + Abi","Urban Area","","","",""
"Never","2007","vocational + Abi","Rural Area","","","",""
"Never","2007","higher vocational","Urban Area","","","",""
"Never","2007","higher vocational","Rural Area","","","",""
"Never","2007","higher education","Urban Area","","","",""
"Never","2007","higher education","Rural Area","","","",""
"Very often","2008","in school","Urban Area","9","","",""
"Very often","2008","in school","Rural Area","8","","",""
"Very often","2008","inadequately","Urban Area","","","",""
"Very often","2008","inadequately","Rural Area","","","",""
"Very often","2008","general elemantary","Urban Area","6","","",""
"Very often","2008","general elemantary","Rural Area","2","","",""
"Very often","2008","middle vocational","Urban Area","30","0.00567960911024393","0.00380053078128111","0.00755868743920676"
"Very often","2008","middle vocational","Rural Area","8","","",""
"Very often","2008","vocational + Abi","Urban Area","2","","",""
"Very often","2008","vocational + Abi","Rural Area","2","","",""
"Very often","2008","higher vocational","Urban Area","4","","",""
"Very often","2008","higher vocational","Rural Area","2","","",""
"Very often","2008","higher education","Urban Area","10","","",""
"Very often","2008","higher education","Rural Area","2","","",""
"Often","2008","in school","Urban Area","53","0.212872817767503","0.16064827466447","0.265097360870537"
"Often","2008","in school","Rural Area","18","","",""
"Often","2008","inadequately","Urban Area","4","","",""
"Often","2008","inadequately","Rural Area","1","","",""
"Often","2008","general elemantary","Urban Area","40","0.0404675484109051","0.029885268137846","0.0510498286839641"
"Often","2008","general elemantary","Rural Area","21","","",""
"Often","2008","middle vocational","Urban Area","138","0.0279710830589811","0.0238480509077261","0.0320941152102361"
"Often","2008","middle vocational","Rural Area","46","0.0147528302831921","0.010796924502403","0.0187087360639811"
"Often","2008","vocational + Abi","Urban Area","25","","",""
"Often","2008","vocational + Abi","Rural Area","6","","",""
"Often","2008","higher vocational","Urban Area","9","","",""
"Often","2008","higher vocational","Rural Area","2","","",""
"Often","2008","higher education","Urban Area","53","0.0164806193692781","0.011916433109396","0.0210448056291602"
"Often","2008","higher education","Rural Area","11","","",""
"Sometimes","2008","in school","Urban Area","81","0.394931598295998","0.332564538881155","0.45729865771084"
"Sometimes","2008","in school","Rural Area","37","0.307681313555174","0.224051958494673","0.391310668615675"
"Sometimes","2008","inadequately","Urban Area","21","","",""
"Sometimes","2008","inadequately","Rural Area","3","","",""
"Sometimes","2008","general elemantary","Urban Area","193","0.132870049925634","0.114641521028714","0.151098578822553"
"Sometimes","2008","general elemantary","Rural Area","71","0.123470111199663","0.0988162853062347","0.148123937093092"
"Sometimes","2008","middle vocational","Urban Area","692","0.115291122370047","0.107305282204178","0.123276962535915"
"Sometimes","2008","middle vocational","Rural Area","335","0.100632269386086","0.0907610011800558","0.110503537592115"
"Sometimes","2008","vocational + Abi","Urban Area","131","0.171652276227544","0.14589029268676","0.197414259768329"
"Sometimes","2008","vocational + Abi","Rural Area","31","0.119020394662796","0.0806791303339807","0.15736165899161"
"Sometimes","2008","higher vocational","Urban Area","81","0.0884741325397752","0.0697325416301659","0.107215723449384"
"Sometimes","2008","higher vocational","Rural Area","37","0.100929293963692","0.0752350010285524","0.126623586898831"
"Sometimes","2008","higher education","Urban Area","393","0.139369321072388","0.126953451624095","0.15178519052068"
"Sometimes","2008","higher education","Rural Area","114","0.106878488664542","0.0893978258873727","0.124359151441711"
"Rarely","2008","in school","Urban Area","63","0.246937651401041","0.191920105634942","0.301955197167141"
"Rarely","2008","in school","Rural Area","34","0.271318614688853","0.190750390156884","0.351886839220822"
"Rarely","2008","inadequately","Urban Area","22","","",""
"Rarely","2008","inadequately","Rural Area","8","","",""
"Rarely","2008","general elemantary","Urban Area","327","0.23802743055762","0.215156746655336","0.260898114459903"
"Rarely","2008","general elemantary","Rural Area","163","0.207661577819732","0.17726298549791","0.238060170141553"
"Rarely","2008","middle vocational","Urban Area","1863","0.295498074687018","0.284089249978003","0.306906899396032"
"Rarely","2008","middle vocational","Rural Area","997","0.293148797909224","0.278212473852434","0.308085121966015"
"Rarely","2008","vocational + Abi","Urban Area","305","0.393870081567179","0.360488452229858","0.4272517109045"
"Rarely","2008","vocational + Abi","Rural Area","93","0.350355673029719","0.293866500669512","0.406844845389926"
"Rarely","2008","higher vocational","Urban Area","328","0.381356082676671","0.349300807385742","0.4134113579676"
"Rarely","2008","higher vocational","Rural Area","173","0.326329422466773","0.286336509692292","0.366322335241254"
"Rarely","2008","higher education","Urban Area","1155","0.396705954448966","0.379167795066037","0.414244113831895"
"Rarely","2008","higher education","Rural Area","434","0.386611421093325","0.359058817087136","0.414164025099514"
"Never","2008","in school","Urban Area","30","0.105231006532782","0.0660821199691504","0.144379893096414"
"Never","2008","in school","Rural Area","20","","",""
"Never","2008","inadequately","Urban Area","85","0.623246212904213","0.540581575944463","0.705910849863964"
"Never","2008","inadequately","Rural Area","37","0.670996777933814","0.539440873712387","0.802552682155242"
"Never","2008","general elemantary","Urban Area","766","0.586784184091391","0.560340397336451","0.613227970846331"
"Never","2008","general elemantary","Rural Area","427","0.628984592769166","0.592782304989751","0.665186880548581"
"Never","2008","middle vocational","Urban Area","3421","0.555560110773711","0.54313516417751","0.567985057369911"
"Never","2008","middle vocational","Rural Area","2182","0.588400614837999","0.572252955235554","0.604548274440444"
"Never","2008","vocational + Abi","Urban Area","360","0.397160019013167","0.363730359091699","0.430589678934635"
"Never","2008","vocational + Abi","Rural Area","142","0.486693332921273","0.427511425173108","0.545875240669439"
"Never","2008","higher vocational","Urban Area","460","0.508242046505943","0.475248819863676","0.54123527314821"
"Never","2008","higher vocational","Rural Area","314","0.561324886740782","0.518998638288039","0.603651135193525"
"Never","2008","higher education","Urban Area","1378","0.442366175874995","0.424560820581195","0.460171531168794"
"Never","2008","higher education","Rural Area","639","0.495021353460785","0.466733112569975","0.523309594351596"
"Very often","2009","in school","Urban Area","","","",""
"Very often","2009","in school","Rural Area","","","",""
"Very often","2009","inadequately","Urban Area","","","",""
"Very often","2009","inadequately","Rural Area","","","",""
"Very often","2009","general elemantary","Urban Area","","","",""
"Very often","2009","general elemantary","Rural Area","","","",""
"Very often","2009","middle vocational","Urban Area","","","",""
"Very often","2009","middle vocational","Rural Area","","","",""
"Very often","2009","vocational + Abi","Urban Area","","","",""
"Very often","2009","vocational + Abi","Rural Area","","","",""
"Very often","2009","higher vocational","Urban Area","","","",""
"Very often","2009","higher vocational","Rural Area","","","",""
"Very often","2009","higher education","Urban Area","","","",""
"Very often","2009","higher education","Rural Area","","","",""
"Often","2009","in school","Urban Area","","","",""
"Often","2009","in school","Rural Area","","","",""
"Often","2009","inadequately","Urban Area","","","",""
"Often","2009","inadequately","Rural Area","","","",""
"Often","2009","general elemantary","Urban Area","","","",""
"Often","2009","general elemantary","Rural Area","","","",""
"Often","2009","middle vocational","Urban Area","","","",""
"Often","2009","middle vocational","Rural Area","","","",""
"Often","2009","vocational + Abi","Urban Area","","","",""
"Often","2009","vocational + Abi","Rural Area","","","",""
"Often","2009","higher vocational","Urban Area","","","",""
"Often","2009","higher vocational","Rural Area","","","",""
"Often","2009","higher education","Urban Area","","","",""
"Often","2009","higher education","Rural Area","","","",""
"Sometimes","2009","in school","Urban Area","","","",""
"Sometimes","2009","in school","Rural Area","","","",""
"Sometimes","2009","inadequately","Urban Area","","","",""
"Sometimes","2009","inadequately","Rural Area","","","",""
"Sometimes","2009","general elemantary","Urban Area","","","",""
"Sometimes","2009","general elemantary","Rural Area","","","",""
"Sometimes","2009","middle vocational","Urban Area","","","",""
"Sometimes","2009","middle vocational","Rural Area","","","",""
"Sometimes","2009","vocational + Abi","Urban Area","","","",""
"Sometimes","2009","vocational + Abi","Rural Area","","","",""
"Sometimes","2009","higher vocational","Urban Area","","","",""
"Sometimes","2009","higher vocational","Rural Area","","","",""
"Sometimes","2009","higher education","Urban Area","","","",""
"Sometimes","2009","higher education","Rural Area","","","",""
"Rarely","2009","in school","Urban Area","","","",""
"Rarely","2009","in school","Rural Area","","","",""
"Rarely","2009","inadequately","Urban Area","","","",""
"Rarely","2009","inadequately","Rural Area","","","",""
"Rarely","2009","general elemantary","Urban Area","","","",""
"Rarely","2009","general elemantary","Rural Area","","","",""
"Rarely","2009","middle vocational","Urban Area","","","",""
"Rarely","2009","middle vocational","Rural Area","","","",""
"Rarely","2009","vocational + Abi","Urban Area","","","",""
"Rarely","2009","vocational + Abi","Rural Area","","","",""
"Rarely","2009","higher vocational","Urban Area","","","",""
"Rarely","2009","higher vocational","Rural Area","","","",""
"Rarely","2009","higher education","Urban Area","","","",""
"Rarely","2009","higher education","Rural Area","","","",""
"Never","2009","in school","Urban Area","","","",""
"Never","2009","in school","Rural Area","","","",""
"Never","2009","inadequately","Urban Area","","","",""
"Never","2009","inadequately","Rural Area","","","",""
"Never","2009","general elemantary","Urban Area","","","",""
