"pld0044","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","no migration background","higher education","487","0.134670575295084","0.123967763044972","0.145373387545196"
"Sometimes","2003","direct migration background","in school","13","","",""
"Sometimes","2003","direct migration background","inadequately","23","","",""
"Sometimes","2003","direct migration background","general elemantary","109","0.181815367813834","0.152187626085614","0.211443109542053"
"Sometimes","2003","direct migration background","middle vocational","183","0.22009923492336","0.193999304355029","0.246199165491691"
"Sometimes","2003","direct migration background","vocational + Abi","42","0.215977994309935","0.162797416562916","0.269158572056954"
"Sometimes","2003","direct migration background","higher vocational","17","","",""
"Sometimes","2003","direct migration background","higher education","68","0.172734802801071","0.134060066589716","0.211409539012427"
"Sometimes","2003","indirect migration background","in school","22","","",""
"Sometimes","2003","indirect migration background","inadequately","2","","",""
"Sometimes","2003","indirect migration background","general elemantary","36","0.217419628213033","0.158298714476453","0.276540541949613"
"Sometimes","2003","indirect migration background","middle vocational","81","0.239055960958434","0.192828465663203","0.285283456253665"
"Sometimes","2003","indirect migration background","vocational + Abi","14","","",""
"Sometimes","2003","indirect migration background","higher vocational","11","","",""
"Sometimes","2003","indirect migration background","higher education","19","","",""
"Rarely","2003","no migration background","in school","149","0.297448047471063","0.257177245787648","0.337718849154479"
"Rarely","2003","no migration background","inadequately","13","","",""
"Rarely","2003","no migration background","general elemantary","470","0.236835942538781","0.217684321292624","0.255987563784938"
"Rarely","2003","no migration background","middle vocational","3024","0.297547936367803","0.288495485192897","0.306600387542709"
"Rarely","2003","no migration background","vocational + Abi","356","0.383121033800744","0.351073845097346","0.415168222504142"
"Rarely","2003","no migration background","higher vocational","531","0.350833298684916","0.326650263090139","0.375016334279693"
"Rarely","2003","no migration background","higher education","1483","0.387271198210988","0.371998612866388","0.402543783555588"
"Rarely","2003","direct migration background","in school","12","","",""
"Rarely","2003","direct migration background","inadequately","38","0.222029604691157","0.158226580092173","0.285832629290141"
"Rarely","2003","direct migration background","general elemantary","151","0.219131605923113","0.187355620325711","0.250907591520516"
"Rarely","2003","direct migration background","middle vocational","265","0.266791055688657","0.238929207455278","0.294652903922036"
"Rarely","2003","direct migration background","vocational + Abi","74","0.300261608565202","0.241023398479652","0.359499818650752"
"Rarely","2003","direct migration background","higher vocational","46","0.323490068048401","0.246816153520389","0.400163982576414"
"Rarely","2003","direct migration background","higher education","116","0.332974403441052","0.284758341807117","0.381190465074986"
"Rarely","2003","indirect migration background","in school","18","","",""
"Rarely","2003","indirect migration background","inadequately","1","","",""
"Rarely","2003","indirect migration background","general elemantary","58","0.263955241199467","0.200780343839687","0.327130138559247"
"Rarely","2003","indirect migration background","middle vocational","129","0.373578108849684","0.321145871804772","0.426010345894595"
"Rarely","2003","indirect migration background","vocational + Abi","16","","",""
"Rarely","2003","indirect migration background","higher vocational","20","","",""
"Rarely","2003","indirect migration background","higher education","22","","",""
"Never","2003","no migration background","in school","77","0.148891555656615","0.117531777985132","0.180251333328097"
"Never","2003","no migration background","inadequately","55","0.670728716050156","0.571978320606789","0.769479111493523"
"Never","2003","no migration background","general elemantary","1108","0.624948676197481","0.60313944725022","0.646757905144742"
"Never","2003","no migration background","middle vocational","5470","0.569761496835008","0.559958010246011","0.579564983424004"
"Never","2003","no migration background","vocational + Abi","367","0.422312095955742","0.389752024001603","0.454872167909881"
"Never","2003","no migration background","higher vocational","788","0.516598735600787","0.491275869725901","0.541921601475673"
"Never","2003","no migration background","higher education","1861","0.455323012691825","0.439709517739411","0.47093650764424"
"Never","2003","direct migration background","in school","20","","",""
"Never","2003","direct migration background","inadequately","98","0.629104081765326","0.554948889158382","0.70325927437227"
"Never","2003","direct migration background","general elemantary","358","0.54927863462104","0.51105710859512","0.58750016064696"
"Never","2003","direct migration background","middle vocational","478","0.467132173035501","0.435702486325601","0.498561859745401"
"Never","2003","direct migration background","vocational + Abi","101","0.405458710671203","0.342006245290531","0.468911176051874"
"Never","2003","direct migration background","higher vocational","72","0.453669169702224","0.372071536829254","0.535266802575194"
"Never","2003","direct migration background","higher education","164","0.439125900912422","0.388351795739911","0.489900006084934"
"Never","2003","indirect migration background","in school","11","","",""
"Never","2003","indirect migration background","inadequately","7","","",""
"Never","2003","indirect migration background","general elemantary","62","0.308600182383363","0.242395301688962","0.374805063077764"
"Never","2003","indirect migration background","middle vocational","98","0.319206740107002","0.268680397232855","0.369733082981149"
"Never","2003","indirect migration background","vocational + Abi","12","","",""
"Never","2003","indirect migration background","higher vocational","8","","",""
"Never","2003","indirect migration background","higher education","19","","",""
"Very often","2004","no migration background","in school","","","",""
"Very often","2004","no migration background","inadequately","","","",""
"Very often","2004","no migration background","general elemantary","","","",""
"Very often","2004","no migration background","middle vocational","","","",""
"Very often","2004","no migration background","vocational + Abi","","","",""
"Very often","2004","no migration background","higher vocational","","","",""
"Very often","2004","no migration background","higher education","","","",""
"Very often","2004","direct migration background","in school","","","",""
"Very often","2004","direct migration background","inadequately","","","",""
"Very often","2004","direct migration background","general elemantary","","","",""
"Very often","2004","direct migration background","middle vocational","","","",""
"Very often","2004","direct migration background","vocational + Abi","","","",""
"Very often","2004","direct migration background","higher vocational","","","",""
"Very often","2004","direct migration background","higher education","","","",""
"Very often","2004","indirect migration background","in school","","","",""
"Very often","2004","indirect migration background","inadequately","","","",""
"Very often","2004","indirect migration background","general elemantary","","","",""
"Very often","2004","indirect migration background","middle vocational","","","",""
"Very often","2004","indirect migration background","vocational + Abi","","","",""
"Very often","2004","indirect migration background","higher vocational","","","",""
"Very often","2004","indirect migration background","higher education","","","",""
"Often","2004","no migration background","in school","","","",""
"Often","2004","no migration background","inadequately","","","",""
"Often","2004","no migration background","general elemantary","","","",""
"Often","2004","no migration background","middle vocational","","","",""
"Often","2004","no migration background","vocational + Abi","","","",""
"Often","2004","no migration background","higher vocational","","","",""
"Often","2004","no migration background","higher education","","","",""
"Often","2004","direct migration background","in school","","","",""
"Often","2004","direct migration background","inadequately","","","",""
"Often","2004","direct migration background","general elemantary","","","",""
"Often","2004","direct migration background","middle vocational","","","",""
"Often","2004","direct migration background","vocational + Abi","","","",""
"Often","2004","direct migration background","higher vocational","","","",""
"Often","2004","direct migration background","higher education","","","",""
"Often","2004","indirect migration background","in school","","","",""
"Often","2004","indirect migration background","inadequately","","","",""
"Often","2004","indirect migration background","general elemantary","","","",""
"Often","2004","indirect migration background","middle vocational","","","",""
"Often","2004","indirect migration background","vocational + Abi","","","",""
"Often","2004","indirect migration background","higher vocational","","","",""
"Often","2004","indirect migration background","higher education","","","",""
"Sometimes","2004","no migration background","in school","","","",""
"Sometimes","2004","no migration background","inadequately","","","",""
"Sometimes","2004","no migration background","general elemantary","","","",""
"Sometimes","2004","no migration background","middle vocational","","","",""
"Sometimes","2004","no migration background","vocational + Abi","","","",""
"Sometimes","2004","no migration background","higher vocational","","","",""
"Sometimes","2004","no migration background","higher education","","","",""
"Sometimes","2004","direct migration background","in school","","","",""
"Sometimes","2004","direct migration background","inadequately","","","",""
"Sometimes","2004","direct migration background","general elemantary","","","",""
"Sometimes","2004","direct migration background","middle vocational","","","",""
"Sometimes","2004","direct migration background","vocational + Abi","","","",""
"Sometimes","2004","direct migration background","higher vocational","","","",""
"Sometimes","2004","direct migration background","higher education","","","",""
"Sometimes","2004","indirect migration background","in school","","","",""
"Sometimes","2004","indirect migration background","inadequately","","","",""
"Sometimes","2004","indirect migration background","general elemantary","","","",""
"Sometimes","2004","indirect migration background","middle vocational","","","",""
"Sometimes","2004","indirect migration background","vocational + Abi","","","",""
"Sometimes","2004","indirect migration background","higher vocational","","","",""
"Sometimes","2004","indirect migration background","higher education","","","",""
"Rarely","2004","no migration background","in school","","","",""
"Rarely","2004","no migration background","inadequately","","","",""
"Rarely","2004","no migration background","general elemantary","","","",""
"Rarely","2004","no migration background","middle vocational","","","",""
"Rarely","2004","no migration background","vocational + Abi","","","",""
"Rarely","2004","no migration background","higher vocational","","","",""
"Rarely","2004","no migration background","higher education","","","",""
"Rarely","2004","direct migration background","in school","","","",""
"Rarely","2004","direct migration background","inadequately","","","",""
"Rarely","2004","direct migration background","general elemantary","","","",""
"Rarely","2004","direct migration background","middle vocational","","","",""
"Rarely","2004","direct migration background","vocational + Abi","","","",""
"Rarely","2004","direct migration background","higher vocational","","","",""
"Rarely","2004","direct migration background","higher education","","","",""
"Rarely","2004","indirect migration background","in school","","","",""
"Rarely","2004","indirect migration background","inadequately","","","",""
"Rarely","2004","indirect migration background","general elemantary","","","",""
"Rarely","2004","indirect migration background","middle vocational","","","",""
"Rarely","2004","indirect migration background","vocational + Abi","","","",""
"Rarely","2004","indirect migration background","higher vocational","","","",""
"Rarely","2004","indirect migration background","higher education","","","",""
"Never","2004","no migration background","in school","","","",""
"Never","2004","no migration background","inadequately","","","",""
"Never","2004","no migration background","general elemantary","","","",""
"Never","2004","no migration background","middle vocational","","","",""
"Never","2004","no migration background","vocational + Abi","","","",""
"Never","2004","no migration background","higher vocational","","","",""
"Never","2004","no migration background","higher education","","","",""
"Never","2004","direct migration background","in school","","","",""
"Never","2004","direct migration background","inadequately","","","",""
"Never","2004","direct migration background","general elemantary","","","",""
"Never","2004","direct migration background","middle vocational","","","",""
"Never","2004","direct migration background","vocational + Abi","","","",""
"Never","2004","direct migration background","higher vocational","","","",""
"Never","2004","direct migration background","higher education","","","",""
"Never","2004","indirect migration background","in school","","","",""
"Never","2004","indirect migration background","inadequately","","","",""
"Never","2004","indirect migration background","general elemantary","","","",""
"Never","2004","indirect migration background","middle vocational","","","",""
"Never","2004","indirect migration background","vocational + Abi","","","",""
"Never","2004","indirect migration background","higher vocational","","","",""
"Never","2004","indirect migration background","higher education","","","",""
"Very often","2005","no migration background","in school","","","",""
"Very often","2005","no migration background","inadequately","","","",""
"Very often","2005","no migration background","general elemantary","","","",""
"Very often","2005","no migration background","middle vocational","","","",""
"Very often","2005","no migration background","vocational + Abi","","","",""
"Very often","2005","no migration background","higher vocational","","","",""
"Very often","2005","no migration background","higher education","","","",""
"Very often","2005","direct migration background","in school","","","",""
"Very often","2005","direct migration background","inadequately","","","",""
"Very often","2005","direct migration background","general elemantary","","","",""
"Very often","2005","direct migration background","middle vocational","","","",""
"Very often","2005","direct migration background","vocational + Abi","","","",""
"Very often","2005","direct migration background","higher vocational","","","",""
"Very often","2005","direct migration background","higher education","","","",""
"Very often","2005","indirect migration background","in school","","","",""
"Very often","2005","indirect migration background","inadequately","","","",""
"Very often","2005","indirect migration background","general elemantary","","","",""
"Very often","2005","indirect migration background","middle vocational","","","",""
"Very often","2005","indirect migration background","vocational + Abi","","","",""
"Very often","2005","indirect migration background","higher vocational","","","",""
"Very often","2005","indirect migration background","higher education","","","",""
"Often","2005","no migration background","in school","","","",""
"Often","2005","no migration background","inadequately","","","",""
"Often","2005","no migration background","general elemantary","","","",""
"Often","2005","no migration background","middle vocational","","","",""
"Often","2005","no migration background","vocational + Abi","","","",""
"Often","2005","no migration background","higher vocational","","","",""
"Often","2005","no migration background","higher education","","","",""
"Often","2005","direct migration background","in school","","","",""
"Often","2005","direct migration background","inadequately","","","",""
"Often","2005","direct migration background","general elemantary","","","",""
"Often","2005","direct migration background","middle vocational","","","",""
"Often","2005","direct migration background","vocational + Abi","","","",""
"Often","2005","direct migration background","higher vocational","","","",""
"Often","2005","direct migration background","higher education","","","",""
"Often","2005","indirect migration background","in school","","","",""
"Often","2005","indirect migration background","inadequately","","","",""
"Often","2005","indirect migration background","general elemantary","","","",""
"Often","2005","indirect migration background","middle vocational","","","",""
"Often","2005","indirect migration background","vocational + Abi","","","",""
"Often","2005","indirect migration background","higher vocational","","","",""
"Often","2005","indirect migration background","higher education","","","",""
"Sometimes","2005","no migration background","in school","","","",""
"Sometimes","2005","no migration background","inadequately","","","",""
"Sometimes","2005","no migration background","general elemantary","","","",""
"Sometimes","2005","no migration background","middle vocational","","","",""
"Sometimes","2005","no migration background","vocational + Abi","","","",""
"Sometimes","2005","no migration background","higher vocational","","","",""
"Sometimes","2005","no migration background","higher education","","","",""
"Sometimes","2005","direct migration background","in school","","","",""
"Sometimes","2005","direct migration background","inadequately","","","",""
"Sometimes","2005","direct migration background","general elemantary","","","",""
"Sometimes","2005","direct migration background","middle vocational","","","",""
"Sometimes","2005","direct migration background","vocational + Abi","","","",""
"Sometimes","2005","direct migration background","higher vocational","","","",""
"Sometimes","2005","direct migration background","higher education","","","",""
"Sometimes","2005","indirect migration background","in school","","","",""
"Sometimes","2005","indirect migration background","inadequately","","","",""
"Sometimes","2005","indirect migration background","general elemantary","","","",""
"Sometimes","2005","indirect migration background","middle vocational","","","",""
"Sometimes","2005","indirect migration background","vocational + Abi","","","",""
"Sometimes","2005","indirect migration background","higher vocational","","","",""
"Sometimes","2005","indirect migration background","higher education","","","",""
"Rarely","2005","no migration background","in school","","","",""
"Rarely","2005","no migration background","inadequately","","","",""
"Rarely","2005","no migration background","general elemantary","","","",""
"Rarely","2005","no migration background","middle vocational","","","",""
"Rarely","2005","no migration background","vocational + Abi","","","",""
"Rarely","2005","no migration background","higher vocational","","","",""
"Rarely","2005","no migration background","higher education","","","",""
"Rarely","2005","direct migration background","in school","","","",""
"Rarely","2005","direct migration background","inadequately","","","",""
"Rarely","2005","direct migration background","general elemantary","","","",""
"Rarely","2005","direct migration background","middle vocational","","","",""
"Rarely","2005","direct migration background","vocational + Abi","","","",""
"Rarely","2005","direct migration background","higher vocational","","","",""
"Rarely","2005","direct migration background","higher education","","","",""
"Rarely","2005","indirect migration background","in school","","","",""
"Rarely","2005","indirect migration background","inadequately","","","",""
"Rarely","2005","indirect migration background","general elemantary","","","",""
"Rarely","2005","indirect migration background","middle vocational","","","",""
"Rarely","2005","indirect migration background","vocational + Abi","","","",""
"Rarely","2005","indirect migration background","higher vocational","","","",""
"Rarely","2005","indirect migration background","higher education","","","",""
"Never","2005","no migration background","in school","","","",""
"Never","2005","no migration background","inadequately","","","",""
"Never","2005","no migration background","general elemantary","","","",""
"Never","2005","no migration background","middle vocational","","","",""
"Never","2005","no migration background","vocational + Abi","","","",""
"Never","2005","no migration background","higher vocational","","","",""
"Never","2005","no migration background","higher education","","","",""
"Never","2005","direct migration background","in school","","","",""
"Never","2005","direct migration background","inadequately","","","",""
"Never","2005","direct migration background","general elemantary","","","",""
"Never","2005","direct migration background","middle vocational","","","",""
"Never","2005","direct migration background","vocational + Abi","","","",""
"Never","2005","direct migration background","higher vocational","","","",""
"Never","2005","direct migration background","higher education","","","",""
"Never","2005","indirect migration background","in school","","","",""
"Never","2005","indirect migration background","inadequately","","","",""
"Never","2005","indirect migration background","general elemantary","","","",""
"Never","2005","indirect migration background","middle vocational","","","",""
"Never","2005","indirect migration background","vocational + Abi","","","",""
"Never","2005","indirect migration background","higher vocational","","","",""
"Never","2005","indirect migration background","higher education","","","",""
"Very often","2006","no migration background","in school","","","",""
"Very often","2006","no migration background","inadequately","","","",""
"Very often","2006","no migration background","general elemantary","","","",""
"Very often","2006","no migration background","middle vocational","","","",""
"Very often","2006","no migration background","vocational + Abi","","","",""
"Very often","2006","no migration background","higher vocational","","","",""
"Very often","2006","no migration background","higher education","","","",""
"Very often","2006","direct migration background","in school","","","",""
"Very often","2006","direct migration background","inadequately","","","",""
"Very often","2006","direct migration background","general elemantary","","","",""
"Very often","2006","direct migration background","middle vocational","","","",""
"Very often","2006","direct migration background","vocational + Abi","","","",""
"Very often","2006","direct migration background","higher vocational","","","",""
"Very often","2006","direct migration background","higher education","","","",""
"Very often","2006","indirect migration background","in school","","","",""
"Very often","2006","indirect migration background","inadequately","","","",""
"Very often","2006","indirect migration background","general elemantary","","","",""
"Very often","2006","indirect migration background","middle vocational","","","",""
"Very often","2006","indirect migration background","vocational + Abi","","","",""
"Very often","2006","indirect migration background","higher vocational","","","",""
"Very often","2006","indirect migration background","higher education","","","",""
"Often","2006","no migration background","in school","","","",""
"Often","2006","no migration background","inadequately","","","",""
"Often","2006","no migration background","general elemantary","","","",""
"Often","2006","no migration background","middle vocational","","","",""
"Often","2006","no migration background","vocational + Abi","","","",""
"Often","2006","no migration background","higher vocational","","","",""
"Often","2006","no migration background","higher education","","","",""
"Often","2006","direct migration background","in school","","","",""
"Often","2006","direct migration background","inadequately","","","",""
"Often","2006","direct migration background","general elemantary","","","",""
"Often","2006","direct migration background","middle vocational","","","",""
"Often","2006","direct migration background","vocational + Abi","","","",""
"Often","2006","direct migration background","higher vocational","","","",""
"Often","2006","direct migration background","higher education","","","",""
"Often","2006","indirect migration background","in school","","","",""
"Often","2006","indirect migration background","inadequately","","","",""
"Often","2006","indirect migration background","general elemantary","","","",""
"Often","2006","indirect migration background","middle vocational","","","",""
"Often","2006","indirect migration background","vocational + Abi","","","",""
"Often","2006","indirect migration background","higher vocational","","","",""
"Often","2006","indirect migration background","higher education","","","",""
"Sometimes","2006","no migration background","in school","","","",""
"Sometimes","2006","no migration background","inadequately","","","",""
"Sometimes","2006","no migration background","general elemantary","","","",""
"Sometimes","2006","no migration background","middle vocational","","","",""
"Sometimes","2006","no migration background","vocational + Abi","","","",""
"Sometimes","2006","no migration background","higher vocational","","","",""
"Sometimes","2006","no migration background","higher education","","","",""
"Sometimes","2006","direct migration background","in school","","","",""
"Sometimes","2006","direct migration background","inadequately","","","",""
"Sometimes","2006","direct migration background","general elemantary","","","",""
"Sometimes","2006","direct migration background","middle vocational","","","",""
"Sometimes","2006","direct migration background","vocational + Abi","","","",""
"Sometimes","2006","direct migration background","higher vocational","","","",""
"Sometimes","2006","direct migration background","higher education","","","",""
"Sometimes","2006","indirect migration background","in school","","","",""
"Sometimes","2006","indirect migration background","inadequately","","","",""
"Sometimes","2006","indirect migration background","general elemantary","","","",""
"Sometimes","2006","indirect migration background","middle vocational","","","",""
"Sometimes","2006","indirect migration background","vocational + Abi","","","",""
"Sometimes","2006","indirect migration background","higher vocational","","","",""
"Sometimes","2006","indirect migration background","higher education","","","",""
"Rarely","2006","no migration background","in school","","","",""
"Rarely","2006","no migration background","inadequately","","","",""
"Rarely","2006","no migration background","general elemantary","","","",""
"Rarely","2006","no migration background","middle vocational","","","",""
"Rarely","2006","no migration background","vocational + Abi","","","",""
"Rarely","2006","no migration background","higher vocational","","","",""
"Rarely","2006","no migration background","higher education","","","",""
"Rarely","2006","direct migration background","in school","","","",""
"Rarely","2006","direct migration background","inadequately","","","",""
"Rarely","2006","direct migration background","general elemantary","","","",""
"Rarely","2006","direct migration background","middle vocational","","","",""
"Rarely","2006","direct migration background","vocational + Abi","","","",""
"Rarely","2006","direct migration background","higher vocational","","","",""
"Rarely","2006","direct migration background","higher education","","","",""
"Rarely","2006","indirect migration background","in school","","","",""
"Rarely","2006","indirect migration background","inadequately","","","",""
"Rarely","2006","indirect migration background","general elemantary","","","",""
"Rarely","2006","indirect migration background","middle vocational","","","",""
"Rarely","2006","indirect migration background","vocational + Abi","","","",""
"Rarely","2006","indirect migration background","higher vocational","","","",""
"Rarely","2006","indirect migration background","higher education","","","",""
"Never","2006","no migration background","in school","","","",""
"Never","2006","no migration background","inadequately","","","",""
"Never","2006","no migration background","general elemantary","","","",""
"Never","2006","no migration background","middle vocational","","","",""
"Never","2006","no migration background","vocational + Abi","","","",""
"Never","2006","no migration background","higher vocational","","","",""
"Never","2006","no migration background","higher education","","","",""
"Never","2006","direct migration background","in school","","","",""
"Never","2006","direct migration background","inadequately","","","",""
"Never","2006","direct migration background","general elemantary","","","",""
"Never","2006","direct migration background","middle vocational","","","",""
"Never","2006","direct migration background","vocational + Abi","","","",""
"Never","2006","direct migration background","higher vocational","","","",""
"Never","2006","direct migration background","higher education","","","",""
"Never","2006","indirect migration background","in school","","","",""
"Never","2006","indirect migration background","inadequately","","","",""
"Never","2006","indirect migration background","general elemantary","","","",""
"Never","2006","indirect migration background","middle vocational","","","",""
"Never","2006","indirect migration background","vocational + Abi","","","",""
"Never","2006","indirect migration background","higher vocational","","","",""
"Never","2006","indirect migration background","higher education","","","",""
"Very often","2007","no migration background","in school","","","",""
"Very often","2007","no migration background","inadequately","","","",""
"Very often","2007","no migration background","general elemantary","","","",""
"Very often","2007","no migration background","middle vocational","","","",""
"Very often","2007","no migration background","vocational + Abi","","","",""
"Very often","2007","no migration background","higher vocational","","","",""
"Very often","2007","no migration background","higher education","","","",""
"Very often","2007","direct migration background","in school","","","",""
"Very often","2007","direct migration background","inadequately","","","",""
"Very often","2007","direct migration background","general elemantary","","","",""
"Very often","2007","direct migration background","middle vocational","","","",""
"Very often","2007","direct migration background","vocational + Abi","","","",""
"Very often","2007","direct migration background","higher vocational","","","",""
"Very often","2007","direct migration background","higher education","","","",""
"Very often","2007","indirect migration background","in school","","","",""
"Very often","2007","indirect migration background","inadequately","","","",""
"Very often","2007","indirect migration background","general elemantary","","","",""
"Very often","2007","indirect migration background","middle vocational","","","",""
"Very often","2007","indirect migration background","vocational + Abi","","","",""
"Very often","2007","indirect migration background","higher vocational","","","",""
"Very often","2007","indirect migration background","higher education","","","",""
"Often","2007","no migration background","in school","","","",""
"Often","2007","no migration background","inadequately","","","",""
"Often","2007","no migration background","general elemantary","","","",""
"Often","2007","no migration background","middle vocational","","","",""
"Often","2007","no migration background","vocational + Abi","","","",""
"Often","2007","no migration background","higher vocational","","","",""
"Often","2007","no migration background","higher education","","","",""
"Often","2007","direct migration background","in school","","","",""
"Often","2007","direct migration background","inadequately","","","",""
"Often","2007","direct migration background","general elemantary","","","",""
"Often","2007","direct migration background","middle vocational","","","",""
"Often","2007","direct migration background","vocational + Abi","","","",""
"Often","2007","direct migration background","higher vocational","","","",""
"Often","2007","direct migration background","higher education","","","",""
"Often","2007","indirect migration background","in school","","","",""
"Often","2007","indirect migration background","inadequately","","","",""
"Often","2007","indirect migration background","general elemantary","","","",""
"Often","2007","indirect migration background","middle vocational","","","",""
"Often","2007","indirect migration background","vocational + Abi","","","",""
"Often","2007","indirect migration background","higher vocational","","","",""
"Often","2007","indirect migration background","higher education","","","",""
"Sometimes","2007","no migration background","in school","","","",""
"Sometimes","2007","no migration background","inadequately","","","",""
"Sometimes","2007","no migration background","general elemantary","","","",""
"Sometimes","2007","no migration background","middle vocational","","","",""
"Sometimes","2007","no migration background","vocational + Abi","","","",""
"Sometimes","2007","no migration background","higher vocational","","","",""
"Sometimes","2007","no migration background","higher education","","","",""
"Sometimes","2007","direct migration background","in school","","","",""
"Sometimes","2007","direct migration background","inadequately","","","",""
"Sometimes","2007","direct migration background","general elemantary","","","",""
"Sometimes","2007","direct migration background","middle vocational","","","",""
"Sometimes","2007","direct migration background","vocational + Abi","","","",""
"Sometimes","2007","direct migration background","higher vocational","","","",""
"Sometimes","2007","direct migration background","higher education","","","",""
"Sometimes","2007","indirect migration background","in school","","","",""
"Sometimes","2007","indirect migration background","inadequately","","","",""
"Sometimes","2007","indirect migration background","general elemantary","","","",""
"Sometimes","2007","indirect migration background","middle vocational","","","",""
"Sometimes","2007","indirect migration background","vocational + Abi","","","",""
"Sometimes","2007","indirect migration background","higher vocational","","","",""
"Sometimes","2007","indirect migration background","higher education","","","",""
"Rarely","2007","no migration background","in school","","","",""
"Rarely","2007","no migration background","inadequately","","","",""
"Rarely","2007","no migration background","general elemantary","","","",""
"Rarely","2007","no migration background","middle vocational","","","",""
"Rarely","2007","no migration background","vocational + Abi","","","",""
"Rarely","2007","no migration background","higher vocational","","","",""
"Rarely","2007","no migration background","higher education","","","",""
"Rarely","2007","direct migration background","in school","","","",""
"Rarely","2007","direct migration background","inadequately","","","",""
"Rarely","2007","direct migration background","general elemantary","","","",""
"Rarely","2007","direct migration background","middle vocational","","","",""
"Rarely","2007","direct migration background","vocational + Abi","","","",""
"Rarely","2007","direct migration background","higher vocational","","","",""
"Rarely","2007","direct migration background","higher education","","","",""
"Rarely","2007","indirect migration background","in school","","","",""
"Rarely","2007","indirect migration background","inadequately","","","",""
"Rarely","2007","indirect migration background","general elemantary","","","",""
"Rarely","2007","indirect migration background","middle vocational","","","",""
"Rarely","2007","indirect migration background","vocational + Abi","","","",""
"Rarely","2007","indirect migration background","higher vocational","","","",""
"Rarely","2007","indirect migration background","higher education","","","",""
"Never","2007","no migration background","in school","","","",""
"Never","2007","no migration background","inadequately","","","",""
"Never","2007","no migration background","general elemantary","","","",""
"Never","2007","no migration background","middle vocational","","","",""
"Never","2007","no migration background","vocational + Abi","","","",""
"Never","2007","no migration background","higher vocational","","","",""
"Never","2007","no migration background","higher education","","","",""
"Never","2007","direct migration background","in school","","","",""
"Never","2007","direct migration background","inadequately","","","",""
"Never","2007","direct migration background","general elemantary","","","",""
"Never","2007","direct migration background","middle vocational","","","",""
"Never","2007","direct migration background","vocational + Abi","","","",""
"Never","2007","direct migration background","higher vocational","","","",""
"Never","2007","direct migration background","higher education","","","",""
"Never","2007","indirect migration background","in school","","","",""
"Never","2007","indirect migration background","inadequately","","","",""
