"pld0044","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2004","Not Employed","lower secondary degree","","","",""
"Rarely","2004","Not Employed","secondary school degree","","","",""
"Rarely","2004","Not Employed","college entrance qualification","","","",""
"Rarely","2004","Not Employed","Other degree","","","",""
"Rarely","2004","Not Employed","no degree/no degree yet","","","",""
"Rarely","2004","Employed","lower secondary degree","","","",""
"Rarely","2004","Employed","secondary school degree","","","",""
"Rarely","2004","Employed","college entrance qualification","","","",""
"Rarely","2004","Employed","Other degree","","","",""
"Rarely","2004","Employed","no degree/no degree yet","","","",""
"Never","2004","Not Employed","lower secondary degree","","","",""
"Never","2004","Not Employed","secondary school degree","","","",""
"Never","2004","Not Employed","college entrance qualification","","","",""
"Never","2004","Not Employed","Other degree","","","",""
"Never","2004","Not Employed","no degree/no degree yet","","","",""
"Never","2004","Employed","lower secondary degree","","","",""
"Never","2004","Employed","secondary school degree","","","",""
"Never","2004","Employed","college entrance qualification","","","",""
"Never","2004","Employed","Other degree","","","",""
"Never","2004","Employed","no degree/no degree yet","","","",""
"Very often","2005","Not Employed","lower secondary degree","","","",""
"Very often","2005","Not Employed","secondary school degree","","","",""
"Very often","2005","Not Employed","college entrance qualification","","","",""
"Very often","2005","Not Employed","Other degree","","","",""
"Very often","2005","Not Employed","no degree/no degree yet","","","",""
"Very often","2005","Employed","lower secondary degree","","","",""
"Very often","2005","Employed","secondary school degree","","","",""
"Very often","2005","Employed","college entrance qualification","","","",""
"Very often","2005","Employed","Other degree","","","",""
"Very often","2005","Employed","no degree/no degree yet","","","",""
"Often","2005","Not Employed","lower secondary degree","","","",""
"Often","2005","Not Employed","secondary school degree","","","",""
"Often","2005","Not Employed","college entrance qualification","","","",""
"Often","2005","Not Employed","Other degree","","","",""
"Often","2005","Not Employed","no degree/no degree yet","","","",""
"Often","2005","Employed","lower secondary degree","","","",""
"Often","2005","Employed","secondary school degree","","","",""
"Often","2005","Employed","college entrance qualification","","","",""
"Often","2005","Employed","Other degree","","","",""
"Often","2005","Employed","no degree/no degree yet","","","",""
"Sometimes","2005","Not Employed","lower secondary degree","","","",""
"Sometimes","2005","Not Employed","secondary school degree","","","",""
"Sometimes","2005","Not Employed","college entrance qualification","","","",""
"Sometimes","2005","Not Employed","Other degree","","","",""
"Sometimes","2005","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2005","Employed","lower secondary degree","","","",""
"Sometimes","2005","Employed","secondary school degree","","","",""
"Sometimes","2005","Employed","college entrance qualification","","","",""
"Sometimes","2005","Employed","Other degree","","","",""
"Sometimes","2005","Employed","no degree/no degree yet","","","",""
"Rarely","2005","Not Employed","lower secondary degree","","","",""
"Rarely","2005","Not Employed","secondary school degree","","","",""
"Rarely","2005","Not Employed","college entrance qualification","","","",""
"Rarely","2005","Not Employed","Other degree","","","",""
"Rarely","2005","Not Employed","no degree/no degree yet","","","",""
"Rarely","2005","Employed","lower secondary degree","","","",""
"Rarely","2005","Employed","secondary school degree","","","",""
"Rarely","2005","Employed","college entrance qualification","","","",""
"Rarely","2005","Employed","Other degree","","","",""
"Rarely","2005","Employed","no degree/no degree yet","","","",""
"Never","2005","Not Employed","lower secondary degree","","","",""
"Never","2005","Not Employed","secondary school degree","","","",""
"Never","2005","Not Employed","college entrance qualification","","","",""
"Never","2005","Not Employed","Other degree","","","",""
"Never","2005","Not Employed","no degree/no degree yet","","","",""
"Never","2005","Employed","lower secondary degree","","","",""
"Never","2005","Employed","secondary school degree","","","",""
"Never","2005","Employed","college entrance qualification","","","",""
"Never","2005","Employed","Other degree","","","",""
"Never","2005","Employed","no degree/no degree yet","","","",""
"Very often","2006","Not Employed","lower secondary degree","","","",""
"Very often","2006","Not Employed","secondary school degree","","","",""
"Very often","2006","Not Employed","college entrance qualification","","","",""
"Very often","2006","Not Employed","Other degree","","","",""
"Very often","2006","Not Employed","no degree/no degree yet","","","",""
"Very often","2006","Employed","lower secondary degree","","","",""
"Very often","2006","Employed","secondary school degree","","","",""
"Very often","2006","Employed","college entrance qualification","","","",""
"Very often","2006","Employed","Other degree","","","",""
"Very often","2006","Employed","no degree/no degree yet","","","",""
"Often","2006","Not Employed","lower secondary degree","","","",""
"Often","2006","Not Employed","secondary school degree","","","",""
"Often","2006","Not Employed","college entrance qualification","","","",""
"Often","2006","Not Employed","Other degree","","","",""
"Often","2006","Not Employed","no degree/no degree yet","","","",""
"Often","2006","Employed","lower secondary degree","","","",""
"Often","2006","Employed","secondary school degree","","","",""
"Often","2006","Employed","college entrance qualification","","","",""
"Often","2006","Employed","Other degree","","","",""
"Often","2006","Employed","no degree/no degree yet","","","",""
"Sometimes","2006","Not Employed","lower secondary degree","","","",""
"Sometimes","2006","Not Employed","secondary school degree","","","",""
"Sometimes","2006","Not Employed","college entrance qualification","","","",""
"Sometimes","2006","Not Employed","Other degree","","","",""
"Sometimes","2006","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2006","Employed","lower secondary degree","","","",""
"Sometimes","2006","Employed","secondary school degree","","","",""
"Sometimes","2006","Employed","college entrance qualification","","","",""
"Sometimes","2006","Employed","Other degree","","","",""
"Sometimes","2006","Employed","no degree/no degree yet","","","",""
"Rarely","2006","Not Employed","lower secondary degree","","","",""
"Rarely","2006","Not Employed","secondary school degree","","","",""
"Rarely","2006","Not Employed","college entrance qualification","","","",""
"Rarely","2006","Not Employed","Other degree","","","",""
"Rarely","2006","Not Employed","no degree/no degree yet","","","",""
"Rarely","2006","Employed","lower secondary degree","","","",""
"Rarely","2006","Employed","secondary school degree","","","",""
"Rarely","2006","Employed","college entrance qualification","","","",""
"Rarely","2006","Employed","Other degree","","","",""
"Rarely","2006","Employed","no degree/no degree yet","","","",""
"Never","2006","Not Employed","lower secondary degree","","","",""
"Never","2006","Not Employed","secondary school degree","","","",""
"Never","2006","Not Employed","college entrance qualification","","","",""
"Never","2006","Not Employed","Other degree","","","",""
"Never","2006","Not Employed","no degree/no degree yet","","","",""
"Never","2006","Employed","lower secondary degree","","","",""
"Never","2006","Employed","secondary school degree","","","",""
"Never","2006","Employed","college entrance qualification","","","",""
"Never","2006","Employed","Other degree","","","",""
"Never","2006","Employed","no degree/no degree yet","","","",""
"Very often","2007","Not Employed","lower secondary degree","","","",""
"Very often","2007","Not Employed","secondary school degree","","","",""
"Very often","2007","Not Employed","college entrance qualification","","","",""
"Very often","2007","Not Employed","Other degree","","","",""
"Very often","2007","Not Employed","no degree/no degree yet","","","",""
"Very often","2007","Employed","lower secondary degree","","","",""
"Very often","2007","Employed","secondary school degree","","","",""
"Very often","2007","Employed","college entrance qualification","","","",""
"Very often","2007","Employed","Other degree","","","",""
"Very often","2007","Employed","no degree/no degree yet","","","",""
"Often","2007","Not Employed","lower secondary degree","","","",""
"Often","2007","Not Employed","secondary school degree","","","",""
"Often","2007","Not Employed","college entrance qualification","","","",""
"Often","2007","Not Employed","Other degree","","","",""
"Often","2007","Not Employed","no degree/no degree yet","","","",""
"Often","2007","Employed","lower secondary degree","","","",""
"Often","2007","Employed","secondary school degree","","","",""
"Often","2007","Employed","college entrance qualification","","","",""
"Often","2007","Employed","Other degree","","","",""
"Often","2007","Employed","no degree/no degree yet","","","",""
"Sometimes","2007","Not Employed","lower secondary degree","","","",""
"Sometimes","2007","Not Employed","secondary school degree","","","",""
"Sometimes","2007","Not Employed","college entrance qualification","","","",""
"Sometimes","2007","Not Employed","Other degree","","","",""
"Sometimes","2007","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2007","Employed","lower secondary degree","","","",""
"Sometimes","2007","Employed","secondary school degree","","","",""
"Sometimes","2007","Employed","college entrance qualification","","","",""
"Sometimes","2007","Employed","Other degree","","","",""
"Sometimes","2007","Employed","no degree/no degree yet","","","",""
"Rarely","2007","Not Employed","lower secondary degree","","","",""
"Rarely","2007","Not Employed","secondary school degree","","","",""
"Rarely","2007","Not Employed","college entrance qualification","","","",""
"Rarely","2007","Not Employed","Other degree","","","",""
"Rarely","2007","Not Employed","no degree/no degree yet","","","",""
"Rarely","2007","Employed","lower secondary degree","","","",""
"Rarely","2007","Employed","secondary school degree","","","",""
"Rarely","2007","Employed","college entrance qualification","","","",""
"Rarely","2007","Employed","Other degree","","","",""
"Rarely","2007","Employed","no degree/no degree yet","","","",""
"Never","2007","Not Employed","lower secondary degree","","","",""
"Never","2007","Not Employed","secondary school degree","","","",""
"Never","2007","Not Employed","college entrance qualification","","","",""
"Never","2007","Not Employed","Other degree","","","",""
"Never","2007","Not Employed","no degree/no degree yet","","","",""
"Never","2007","Employed","lower secondary degree","","","",""
"Never","2007","Employed","secondary school degree","","","",""
"Never","2007","Employed","college entrance qualification","","","",""
"Never","2007","Employed","Other degree","","","",""
"Never","2007","Employed","no degree/no degree yet","","","",""
"Very often","2008","Not Employed","lower secondary degree","10","","",""
"Very often","2008","Not Employed","secondary school degree","1","","",""
"Very often","2008","Not Employed","college entrance qualification","5","","",""
"Very often","2008","Not Employed","Other degree","1","","",""
"Very often","2008","Not Employed","no degree/no degree yet","9","","",""
"Very often","2008","Employed","lower secondary degree","14","","",""
"Very often","2008","Employed","secondary school degree","13","","",""
"Very often","2008","Employed","college entrance qualification","19","","",""
"Very often","2008","Employed","Other degree","2","","",""
"Very often","2008","Employed","no degree/no degree yet","9","","",""
"Often","2008","Not Employed","lower secondary degree","31","0.0153602523974627","0.0113056088909574","0.0194148959039681"
"Often","2008","Not Employed","secondary school degree","20","","",""
"Often","2008","Not Employed","college entrance qualification","41","0.0290407408611112","0.0200465489071105","0.038034932815112"
"Often","2008","Not Employed","Other degree","7","","",""
"Often","2008","Not Employed","no degree/no degree yet","54","0.10148671611842","0.0720772303727815","0.130896201864059"
"Often","2008","Employed","lower secondary degree","57","0.0304291047245591","0.0241840728604023","0.0366741365887159"
"Often","2008","Employed","secondary school degree","66","0.018482409687687","0.0144022532098915","0.0225625661654825"
"Often","2008","Employed","college entrance qualification","99","0.0280871661142322","0.0228256521700853","0.0333486800583791"
"Often","2008","Employed","Other degree","16","","",""
"Often","2008","Employed","no degree/no degree yet","22","","",""
"Sometimes","2008","Not Employed","lower secondary degree","161","0.0468456763841087","0.0398789109804616","0.0538124417877557"
"Sometimes","2008","Not Employed","secondary school degree","127","0.0851365488295575","0.0712562593788867","0.0990168382802283"
"Sometimes","2008","Not Employed","college entrance qualification","167","0.129940062811076","0.111930468724484","0.147949656897667"
"Sometimes","2008","Not Employed","Other degree","46","0.120135609813886","0.0888177792806879","0.151453440347085"
"Sometimes","2008","Not Employed","no degree/no degree yet","113","0.268509625868289","0.225347302224057","0.311671949512522"
"Sometimes","2008","Employed","lower secondary degree","341","0.120462908905623","0.108628296510482","0.132297521300764"
"Sometimes","2008","Employed","secondary school degree","495","0.13122561922117","0.120997134584512","0.141454103857827"
"Sometimes","2008","Employed","college entrance qualification","604","0.173220996625825","0.161169580243741","0.185272413007908"
"Sometimes","2008","Employed","Other degree","93","0.182781672060727","0.149753039700696","0.215810304420758"
"Sometimes","2008","Employed","no degree/no degree yet","35","0.23442865186143","0.164001703331919","0.30485560039094"
"Rarely","2008","Not Employed","lower secondary degree","670","0.188674164751169","0.175774789131788","0.201573540370551"
"Rarely","2008","Not Employed","secondary school degree","393","0.242310817146976","0.221000284355283","0.26362134993867"
"Rarely","2008","Not Employed","college entrance qualification","435","0.32921631737131","0.304045940190736","0.354386694551885"
"Rarely","2008","Not Employed","Other degree","102","0.277011604007826","0.233903138403458","0.320120069612195"
"Rarely","2008","Not Employed","no degree/no degree yet","98","0.222096897983213","0.181615586176309","0.262578209790117"
"Rarely","2008","Employed","lower secondary degree","968","0.322110904871239","0.305121337350061","0.339100472392417"
"Rarely","2008","Employed","secondary school degree","1479","0.366593477573659","0.351995855644369","0.38119109950295"
"Rarely","2008","Employed","college entrance qualification","1551","0.424029185618815","0.408291487172129","0.4397668840655"
"Rarely","2008","Employed","Other degree","168","0.317699981972397","0.277912037294899","0.357487926649895"
"Rarely","2008","Employed","no degree/no degree yet","29","","",""
"Never","2008","Not Employed","lower secondary degree","2662","0.746019128631209","0.731667859644283","0.760370397618135"
"Never","2008","Not Employed","secondary school degree","1012","0.656012203259339","0.632386222810672","0.679638183708007"
"Never","2008","Not Employed","college entrance qualification","691","0.506268188625325","0.47948923043812","0.53304714681253"
"Never","2008","Not Employed","Other degree","258","0.581288530822981","0.533765817804115","0.628811243841847"
"Never","2008","Not Employed","no degree/no degree yet","131","0.391994421023795","0.344448386146463","0.439540455901128"
"Never","2008","Employed","lower secondary degree","1526","0.522072607119205","0.503911316798791","0.54023389743962"
"Never","2008","Employed","secondary school degree","2133","0.481124699859257","0.46598878052905","0.496260619189463"
"Never","2008","Employed","college entrance qualification","1515","0.366791576448827","0.351444483467233","0.382138669430421"
"Never","2008","Employed","Other degree","247","0.447622905138188","0.405128749860164","0.490117060416213"
"Never","2008","Employed","no degree/no degree yet","44","0.375567185116297","0.295061348164773","0.456073022067821"
"Very often","2009","Not Employed","lower secondary degree","","","",""
"Very often","2009","Not Employed","secondary school degree","","","",""
"Very often","2009","Not Employed","college entrance qualification","","","",""
"Very often","2009","Not Employed","Other degree","","","",""
"Very often","2009","Not Employed","no degree/no degree yet","","","",""
"Very often","2009","Employed","lower secondary degree","","","",""
"Very often","2009","Employed","secondary school degree","","","",""
"Very often","2009","Employed","college entrance qualification","","","",""
"Very often","2009","Employed","Other degree","","","",""
"Very often","2009","Employed","no degree/no degree yet","","","",""
"Often","2009","Not Employed","lower secondary degree","","","",""
"Often","2009","Not Employed","secondary school degree","","","",""
"Often","2009","Not Employed","college entrance qualification","","","",""
"Often","2009","Not Employed","Other degree","","","",""
"Often","2009","Not Employed","no degree/no degree yet","","","",""
"Often","2009","Employed","lower secondary degree","","","",""
"Often","2009","Employed","secondary school degree","","","",""
"Often","2009","Employed","college entrance qualification","","","",""
"Often","2009","Employed","Other degree","","","",""
"Often","2009","Employed","no degree/no degree yet","","","",""
"Sometimes","2009","Not Employed","lower secondary degree","","","",""
"Sometimes","2009","Not Employed","secondary school degree","","","",""
"Sometimes","2009","Not Employed","college entrance qualification","","","",""
"Sometimes","2009","Not Employed","Other degree","","","",""
"Sometimes","2009","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2009","Employed","lower secondary degree","","","",""
"Sometimes","2009","Employed","secondary school degree","","","",""
"Sometimes","2009","Employed","college entrance qualification","","","",""
"Sometimes","2009","Employed","Other degree","","","",""
"Sometimes","2009","Employed","no degree/no degree yet","","","",""
"Rarely","2009","Not Employed","lower secondary degree","","","",""
"Rarely","2009","Not Employed","secondary school degree","","","",""
"Rarely","2009","Not Employed","college entrance qualification","","","",""
"Rarely","2009","Not Employed","Other degree","","","",""
"Rarely","2009","Not Employed","no degree/no degree yet","","","",""
"Rarely","2009","Employed","lower secondary degree","","","",""
"Rarely","2009","Employed","secondary school degree","","","",""
"Rarely","2009","Employed","college entrance qualification","","","",""
"Rarely","2009","Employed","Other degree","","","",""
"Rarely","2009","Employed","no degree/no degree yet","","","",""
"Never","2009","Not Employed","lower secondary degree","","","",""
"Never","2009","Not Employed","secondary school degree","","","",""
"Never","2009","Not Employed","college entrance qualification","","","",""
"Never","2009","Not Employed","Other degree","","","",""
"Never","2009","Not Employed","no degree/no degree yet","","","",""
"Never","2009","Employed","lower secondary degree","","","",""
"Never","2009","Employed","secondary school degree","","","",""
"Never","2009","Employed","college entrance qualification","","","",""
"Never","2009","Employed","Other degree","","","",""
"Never","2009","Employed","no degree/no degree yet","","","",""
"Very often","2010","Not Employed","lower secondary degree","","","",""
"Very often","2010","Not Employed","secondary school degree","","","",""
"Very often","2010","Not Employed","college entrance qualification","","","",""
"Very often","2010","Not Employed","Other degree","","","",""
"Very often","2010","Not Employed","no degree/no degree yet","","","",""
"Very often","2010","Employed","lower secondary degree","","","",""
"Very often","2010","Employed","secondary school degree","","","",""
"Very often","2010","Employed","college entrance qualification","","","",""
"Very often","2010","Employed","Other degree","","","",""
"Very often","2010","Employed","no degree/no degree yet","","","",""
"Often","2010","Not Employed","lower secondary degree","","","",""
"Often","2010","Not Employed","secondary school degree","","","",""
"Often","2010","Not Employed","college entrance qualification","","","",""
"Often","2010","Not Employed","Other degree","","","",""
"Often","2010","Not Employed","no degree/no degree yet","","","",""
"Often","2010","Employed","lower secondary degree","","","",""
"Often","2010","Employed","secondary school degree","","","",""
"Often","2010","Employed","college entrance qualification","","","",""
"Often","2010","Employed","Other degree","","","",""
"Often","2010","Employed","no degree/no degree yet","","","",""
"Sometimes","2010","Not Employed","lower secondary degree","","","",""
"Sometimes","2010","Not Employed","secondary school degree","","","",""
"Sometimes","2010","Not Employed","college entrance qualification","","","",""
"Sometimes","2010","Not Employed","Other degree","","","",""
"Sometimes","2010","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2010","Employed","lower secondary degree","","","",""
"Sometimes","2010","Employed","secondary school degree","","","",""
"Sometimes","2010","Employed","college entrance qualification","","","",""
"Sometimes","2010","Employed","Other degree","","","",""
"Sometimes","2010","Employed","no degree/no degree yet","","","",""
"Rarely","2010","Not Employed","lower secondary degree","","","",""
"Rarely","2010","Not Employed","secondary school degree","","","",""
"Rarely","2010","Not Employed","college entrance qualification","","","",""
"Rarely","2010","Not Employed","Other degree","","","",""
"Rarely","2010","Not Employed","no degree/no degree yet","","","",""
"Rarely","2010","Employed","lower secondary degree","","","",""
"Rarely","2010","Employed","secondary school degree","","","",""
"Rarely","2010","Employed","college entrance qualification","","","",""
"Rarely","2010","Employed","Other degree","","","",""
"Rarely","2010","Employed","no degree/no degree yet","","","",""
"Never","2010","Not Employed","lower secondary degree","","","",""
"Never","2010","Not Employed","secondary school degree","","","",""
"Never","2010","Not Employed","college entrance qualification","","","",""
"Never","2010","Not Employed","Other degree","","","",""
"Never","2010","Not Employed","no degree/no degree yet","","","",""
"Never","2010","Employed","lower secondary degree","","","",""
"Never","2010","Employed","secondary school degree","","","",""
"Never","2010","Employed","college entrance qualification","","","",""
"Never","2010","Employed","Other degree","","","",""
"Never","2010","Employed","no degree/no degree yet","","","",""
"Very often","2011","Not Employed","lower secondary degree","","","",""
"Very often","2011","Not Employed","secondary school degree","","","",""
"Very often","2011","Not Employed","college entrance qualification","","","",""
"Very often","2011","Not Employed","Other degree","","","",""
"Very often","2011","Not Employed","no degree/no degree yet","","","",""
"Very often","2011","Employed","lower secondary degree","","","",""
"Very often","2011","Employed","secondary school degree","","","",""
"Very often","2011","Employed","college entrance qualification","","","",""
"Very often","2011","Employed","Other degree","","","",""
"Very often","2011","Employed","no degree/no degree yet","","","",""
"Often","2011","Not Employed","lower secondary degree","","","",""
"Often","2011","Not Employed","secondary school degree","","","",""
"Often","2011","Not Employed","college entrance qualification","","","",""
"Often","2011","Not Employed","Other degree","","","",""
"Often","2011","Not Employed","no degree/no degree yet","","","",""
"Often","2011","Employed","lower secondary degree","","","",""
"Often","2011","Employed","secondary school degree","","","",""
"Often","2011","Employed","college entrance qualification","","","",""
"Often","2011","Employed","Other degree","","","",""
"Often","2011","Employed","no degree/no degree yet","","","",""
"Sometimes","2011","Not Employed","lower secondary degree","","","",""
"Sometimes","2011","Not Employed","secondary school degree","","","",""
"Sometimes","2011","Not Employed","college entrance qualification","","","",""
"Sometimes","2011","Not Employed","Other degree","","","",""
"Sometimes","2011","Not Employed","no degree/no degree yet","","","",""
"Sometimes","2011","Employed","lower secondary degree","","","",""
"Sometimes","2011","Employed","secondary school degree","","","",""
"Sometimes","2011","Employed","college entrance qualification","","","",""
"Sometimes","2011","Employed","Other degree","","","",""
"Sometimes","2011","Employed","no degree/no degree yet","","","",""
"Rarely","2011","Not Employed","lower secondary degree","","","",""
"Rarely","2011","Not Employed","secondary school degree","","","",""
"Rarely","2011","Not Employed","college entrance qualification","","","",""
"Rarely","2011","Not Employed","Other degree","","","",""
"Rarely","2011","Not Employed","no degree/no degree yet","","","",""
"Rarely","2011","Employed","lower secondary degree","","","",""
"Rarely","2011","Employed","secondary school degree","","","",""
"Rarely","2011","Employed","college entrance qualification","","","",""
"Rarely","2011","Employed","Other degree","","","",""
"Rarely","2011","Employed","no degree/no degree yet","","","",""
"Never","2011","Not Employed","lower secondary degree","","","",""
"Never","2011","Not Employed","secondary school degree","","","",""
"Never","2011","Not Employed","college entrance qualification","","","",""
"Never","2011","Not Employed","Other degree","","","",""
"Never","2011","Not Employed","no degree/no degree yet","","","",""
"Never","2011","Employed","lower secondary degree","","","",""
"Never","2011","Employed","secondary school degree","","","",""
"Never","2011","Employed","college entrance qualification","","","",""
"Never","2011","Employed","Other degree","","","",""
"Never","2011","Employed","no degree/no degree yet","","","",""
"Very often","2012","Not Employed","lower secondary degree","","","",""
"Very often","2012","Not Employed","secondary school degree","","","",""
"Very often","2012","Not Employed","college entrance qualification","","","",""
"Very often","2012","Not Employed","Other degree","","","",""
"Very often","2012","Not Employed","no degree/no degree yet","","","",""
"Very often","2012","Employed","lower secondary degree","","","",""
"Very often","2012","Employed","secondary school degree","","","",""
"Very often","2012","Employed","college entrance qualification","","","",""
"Very often","2012","Employed","Other degree","","","",""
"Very often","2012","Employed","no degree/no degree yet","","","",""
"Often","2012","Not Employed","lower secondary degree","","","",""
"Often","2012","Not Employed","secondary school degree","","","",""
"Often","2012","Not Employed","college entrance qualification","","","",""
"Often","2012","Not Employed","Other degree","","","",""
"Often","2012","Not Employed","no degree/no degree yet","","","",""
"Often","2012","Employed","lower secondary degree","","","",""
"Often","2012","Employed","secondary school degree","","","",""
"Often","2012","Employed","college entrance qualification","","","",""
"Often","2012","Employed","Other degree","","","",""
"Often","2012","Employed","no degree/no degree yet","","","",""
"Sometimes","2012","Not Employed","lower secondary degree","","","",""
"Sometimes","2012","Not Employed","secondary school degree","","","",""
"Sometimes","2012","Not Employed","college entrance qualification","","","",""
"Sometimes","2012","Not Employed","Other degree","","","",""
"Sometimes","2012","Not Employed","no degree/no degree yet","","","",""
