"pld0044","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2004","35-65 y.","higher education","","","","","5"
"Never","2004","16-34 y.","in school","","","","","5"
"Never","2004","16-34 y.","inadequately","","","","","5"
"Never","2004","16-34 y.","general elemantary","","","","","5"
"Never","2004","16-34 y.","middle vocational","","","","","5"
"Never","2004","16-34 y.","vocational + Abi","","","","","5"
"Never","2004","16-34 y.","higher vocational","","","","","5"
"Never","2004","16-34 y.","higher education","","","","","5"
"Often","2004","66 and older","vocational + Abi","","","","","2"
"Often","2004","66 and older","in school","","","","","2"
"Often","2004","66 and older","inadequately","","","","","2"
"Often","2004","66 and older","general elemantary","","","","","2"
"Often","2004","66 and older","middle vocational","","","","","2"
"Often","2004","66 and older","higher vocational","","","","","2"
"Often","2004","66 and older","higher education","","","","","2"
"Often","2004","35-65 y.","in school","","","","","2"
"Often","2004","35-65 y.","inadequately","","","","","2"
"Often","2004","35-65 y.","general elemantary","","","","","2"
"Often","2004","35-65 y.","vocational + Abi","","","","","2"
"Often","2004","35-65 y.","higher vocational","","","","","2"
"Often","2004","35-65 y.","higher education","","","","","2"
"Often","2004","16-34 y.","in school","","","","","2"
"Often","2004","16-34 y.","vocational + Abi","","","","","2"
"Often","2004","16-34 y.","higher vocational","","","","","2"
"Often","2004","16-34 y.","higher education","","","","","2"
"Often","2004","35-65 y.","middle vocational","","","","","2"
"Often","2004","16-34 y.","general elemantary","","","","","2"
"Often","2004","16-34 y.","middle vocational","","","","","2"
"Often","2004","16-34 y.","inadequately","","","","","2"
"Rarely","2004","66 and older","in school","","","","","4"
"Rarely","2004","66 and older","inadequately","","","","","4"
"Rarely","2004","66 and older","general elemantary","","","","","4"
"Rarely","2004","66 and older","middle vocational","","","","","4"
"Rarely","2004","66 and older","vocational + Abi","","","","","4"
"Rarely","2004","66 and older","higher vocational","","","","","4"
"Rarely","2004","66 and older","higher education","","","","","4"
"Rarely","2004","35-65 y.","in school","","","","","4"
"Rarely","2004","35-65 y.","inadequately","","","","","4"
"Rarely","2004","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2004","35-65 y.","higher vocational","","","","","4"
"Rarely","2004","35-65 y.","higher education","","","","","4"
"Rarely","2004","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2004","16-34 y.","higher vocational","","","","","4"
"Rarely","2004","16-34 y.","higher education","","","","","4"
"Rarely","2004","35-65 y.","general elemantary","","","","","4"
"Rarely","2004","35-65 y.","middle vocational","","","","","4"
"Rarely","2004","16-34 y.","general elemantary","","","","","4"
"Rarely","2004","16-34 y.","middle vocational","","","","","4"
"Rarely","2004","16-34 y.","inadequately","","","","","4"
"Rarely","2004","16-34 y.","in school","","","","","4"
"Sometimes","2004","66 and older","middle vocational","","","","","3"
"Sometimes","2004","66 and older","higher education","","","","","3"
"Sometimes","2004","66 and older","higher vocational","","","","","3"
"Sometimes","2004","66 and older","vocational + Abi","","","","","3"
"Sometimes","2004","35-65 y.","in school","","","","","3"
"Sometimes","2004","35-65 y.","inadequately","","","","","3"
"Sometimes","2004","35-65 y.","general elemantary","","","","","3"
"Sometimes","2004","35-65 y.","middle vocational","","","","","3"
"Sometimes","2004","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2004","35-65 y.","higher vocational","","","","","3"
"Sometimes","2004","35-65 y.","higher education","","","","","3"
"Sometimes","2004","66 and older","in school","","","","","3"
"Sometimes","2004","66 and older","inadequately","","","","","3"
"Sometimes","2004","66 and older","general elemantary","","","","","3"
"Sometimes","2004","16-34 y.","in school","","","","","3"
"Sometimes","2004","16-34 y.","inadequately","","","","","3"
"Sometimes","2004","16-34 y.","general elemantary","","","","","3"
"Sometimes","2004","16-34 y.","middle vocational","","","","","3"
"Sometimes","2004","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2004","16-34 y.","higher vocational","","","","","3"
"Sometimes","2004","16-34 y.","higher education","","","","","3"
"Very often","2004","16-34 y.","in school","","","","","1"
"Very often","2004","16-34 y.","inadequately","","","","","1"
"Very often","2004","16-34 y.","general elemantary","","","","","1"
"Very often","2004","16-34 y.","middle vocational","","","","","1"
"Very often","2004","16-34 y.","vocational + Abi","","","","","1"
"Very often","2004","16-34 y.","higher vocational","","","","","1"
"Very often","2004","16-34 y.","higher education","","","","","1"
"Very often","2004","35-65 y.","in school","","","","","1"
"Very often","2004","35-65 y.","inadequately","","","","","1"
"Very often","2004","35-65 y.","general elemantary","","","","","1"
"Very often","2004","35-65 y.","middle vocational","","","","","1"
"Very often","2004","35-65 y.","vocational + Abi","","","","","1"
"Very often","2004","35-65 y.","higher vocational","","","","","1"
"Very often","2004","35-65 y.","higher education","","","","","1"
"Very often","2004","66 and older","in school","","","","","1"
"Very often","2004","66 and older","inadequately","","","","","1"
"Very often","2004","66 and older","general elemantary","","","","","1"
"Very often","2004","66 and older","middle vocational","","","","","1"
"Very often","2004","66 and older","vocational + Abi","","","","","1"
"Very often","2004","66 and older","higher vocational","","","","","1"
"Very often","2004","66 and older","higher education","","","","","1"
"Never","2005","35-65 y.","in school","","","","","5"
"Never","2005","35-65 y.","general elemantary","","","","","5"
"Never","2005","35-65 y.","middle vocational","","","","","5"
"Never","2005","35-65 y.","vocational + Abi","","","","","5"
"Never","2005","35-65 y.","higher vocational","","","","","5"
"Never","2005","66 and older","vocational + Abi","","","","","5"
"Never","2005","66 and older","higher vocational","","","","","5"
"Never","2005","66 and older","higher education","","","","","5"
"Never","2005","35-65 y.","inadequately","","","","","5"
"Never","2005","16-34 y.","in school","","","","","5"
"Never","2005","16-34 y.","inadequately","","","","","5"
"Never","2005","16-34 y.","general elemantary","","","","","5"
"Never","2005","16-34 y.","middle vocational","","","","","5"
"Never","2005","16-34 y.","vocational + Abi","","","","","5"
"Never","2005","16-34 y.","higher vocational","","","","","5"
"Never","2005","16-34 y.","higher education","","","","","5"
"Never","2005","35-65 y.","higher education","","","","","5"
"Never","2005","66 and older","in school","","","","","5"
"Never","2005","66 and older","inadequately","","","","","5"
"Never","2005","66 and older","general elemantary","","","","","5"
"Never","2005","66 and older","middle vocational","","","","","5"
"Often","2005","35-65 y.","general elemantary","","","","","2"
"Often","2005","35-65 y.","middle vocational","","","","","2"
"Often","2005","66 and older","vocational + Abi","","","","","2"
"Often","2005","35-65 y.","in school","","","","","2"
"Often","2005","35-65 y.","inadequately","","","","","2"
"Often","2005","16-34 y.","in school","","","","","2"
"Often","2005","16-34 y.","inadequately","","","","","2"
"Often","2005","35-65 y.","vocational + Abi","","","","","2"
"Often","2005","35-65 y.","higher vocational","","","","","2"
"Often","2005","35-65 y.","higher education","","","","","2"
"Often","2005","66 and older","in school","","","","","2"
"Often","2005","66 and older","inadequately","","","","","2"
"Often","2005","66 and older","general elemantary","","","","","2"
"Often","2005","66 and older","middle vocational","","","","","2"
"Often","2005","66 and older","higher vocational","","","","","2"
"Often","2005","66 and older","higher education","","","","","2"
"Often","2005","16-34 y.","general elemantary","","","","","2"
"Often","2005","16-34 y.","middle vocational","","","","","2"
"Often","2005","16-34 y.","vocational + Abi","","","","","2"
"Often","2005","16-34 y.","higher vocational","","","","","2"
"Often","2005","16-34 y.","higher education","","","","","2"
"Rarely","2005","35-65 y.","general elemantary","","","","","4"
"Rarely","2005","35-65 y.","in school","","","","","4"
"Rarely","2005","35-65 y.","inadequately","","","","","4"
"Rarely","2005","35-65 y.","middle vocational","","","","","4"
"Rarely","2005","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2005","35-65 y.","higher vocational","","","","","4"
"Rarely","2005","35-65 y.","higher education","","","","","4"
"Rarely","2005","66 and older","in school","","","","","4"
"Rarely","2005","66 and older","inadequately","","","","","4"
"Rarely","2005","66 and older","general elemantary","","","","","4"
"Rarely","2005","66 and older","middle vocational","","","","","4"
"Rarely","2005","66 and older","vocational + Abi","","","","","4"
"Rarely","2005","66 and older","higher vocational","","","","","4"
"Rarely","2005","66 and older","higher education","","","","","4"
"Rarely","2005","16-34 y.","in school","","","","","4"
"Rarely","2005","16-34 y.","inadequately","","","","","4"
"Rarely","2005","16-34 y.","general elemantary","","","","","4"
"Rarely","2005","16-34 y.","middle vocational","","","","","4"
"Rarely","2005","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2005","16-34 y.","higher vocational","","","","","4"
"Rarely","2005","16-34 y.","higher education","","","","","4"
"Sometimes","2005","16-34 y.","in school","","","","","3"
"Sometimes","2005","16-34 y.","inadequately","","","","","3"
"Sometimes","2005","16-34 y.","general elemantary","","","","","3"
"Sometimes","2005","16-34 y.","middle vocational","","","","","3"
"Sometimes","2005","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2005","35-65 y.","in school","","","","","3"
"Sometimes","2005","35-65 y.","inadequately","","","","","3"
"Sometimes","2005","35-65 y.","general elemantary","","","","","3"
"Sometimes","2005","35-65 y.","middle vocational","","","","","3"
"Sometimes","2005","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2005","35-65 y.","higher vocational","","","","","3"
"Sometimes","2005","35-65 y.","higher education","","","","","3"
"Sometimes","2005","66 and older","middle vocational","","","","","3"
"Sometimes","2005","66 and older","vocational + Abi","","","","","3"
"Sometimes","2005","66 and older","higher vocational","","","","","3"
"Sometimes","2005","66 and older","higher education","","","","","3"
"Sometimes","2005","16-34 y.","higher vocational","","","","","3"
"Sometimes","2005","16-34 y.","higher education","","","","","3"
"Sometimes","2005","66 and older","in school","","","","","3"
"Sometimes","2005","66 and older","inadequately","","","","","3"
"Sometimes","2005","66 and older","general elemantary","","","","","3"
"Very often","2005","16-34 y.","in school","","","","","1"
"Very often","2005","16-34 y.","inadequately","","","","","1"
"Very often","2005","16-34 y.","general elemantary","","","","","1"
"Very often","2005","16-34 y.","middle vocational","","","","","1"
"Very often","2005","16-34 y.","vocational + Abi","","","","","1"
"Very often","2005","16-34 y.","higher vocational","","","","","1"
"Very often","2005","16-34 y.","higher education","","","","","1"
"Very often","2005","35-65 y.","in school","","","","","1"
"Very often","2005","35-65 y.","inadequately","","","","","1"
"Very often","2005","35-65 y.","general elemantary","","","","","1"
"Very often","2005","35-65 y.","middle vocational","","","","","1"
"Very often","2005","35-65 y.","vocational + Abi","","","","","1"
"Very often","2005","35-65 y.","higher vocational","","","","","1"
"Very often","2005","35-65 y.","higher education","","","","","1"
"Very often","2005","66 and older","in school","","","","","1"
"Very often","2005","66 and older","inadequately","","","","","1"
"Very often","2005","66 and older","general elemantary","","","","","1"
"Very often","2005","66 and older","middle vocational","","","","","1"
"Very often","2005","66 and older","vocational + Abi","","","","","1"
"Very often","2005","66 and older","higher vocational","","","","","1"
"Very often","2005","66 and older","higher education","","","","","1"
"Never","2006","35-65 y.","in school","","","","","5"
"Never","2006","35-65 y.","inadequately","","","","","5"
"Never","2006","35-65 y.","general elemantary","","","","","5"
"Never","2006","35-65 y.","middle vocational","","","","","5"
"Never","2006","35-65 y.","higher vocational","","","","","5"
"Never","2006","66 and older","vocational + Abi","","","","","5"
"Never","2006","66 and older","higher education","","","","","5"
"Never","2006","35-65 y.","vocational + Abi","","","","","5"
"Never","2006","66 and older","middle vocational","","","","","5"
"Never","2006","66 and older","higher vocational","","","","","5"
"Never","2006","16-34 y.","in school","","","","","5"
"Never","2006","16-34 y.","inadequately","","","","","5"
"Never","2006","16-34 y.","general elemantary","","","","","5"
"Never","2006","16-34 y.","middle vocational","","","","","5"
"Never","2006","16-34 y.","vocational + Abi","","","","","5"
"Never","2006","16-34 y.","higher vocational","","","","","5"
"Never","2006","16-34 y.","higher education","","","","","5"
"Never","2006","35-65 y.","higher education","","","","","5"
"Never","2006","66 and older","in school","","","","","5"
"Never","2006","66 and older","inadequately","","","","","5"
"Never","2006","66 and older","general elemantary","","","","","5"
"Often","2006","66 and older","middle vocational","","","","","2"
"Often","2006","66 and older","vocational + Abi","","","","","2"
"Often","2006","35-65 y.","in school","","","","","2"
"Often","2006","35-65 y.","inadequately","","","","","2"
"Often","2006","35-65 y.","general elemantary","","","","","2"
"Often","2006","35-65 y.","middle vocational","","","","","2"
"Often","2006","35-65 y.","vocational + Abi","","","","","2"
"Often","2006","35-65 y.","higher vocational","","","","","2"
"Often","2006","35-65 y.","higher education","","","","","2"
"Often","2006","66 and older","in school","","","","","2"
"Often","2006","66 and older","inadequately","","","","","2"
"Often","2006","66 and older","general elemantary","","","","","2"
"Often","2006","66 and older","higher vocational","","","","","2"
"Often","2006","66 and older","higher education","","","","","2"
"Often","2006","16-34 y.","in school","","","","","2"
"Often","2006","16-34 y.","inadequately","","","","","2"
"Often","2006","16-34 y.","vocational + Abi","","","","","2"
"Often","2006","16-34 y.","higher vocational","","","","","2"
"Often","2006","16-34 y.","higher education","","","","","2"
"Often","2006","16-34 y.","general elemantary","","","","","2"
"Often","2006","16-34 y.","middle vocational","","","","","2"
"Rarely","2006","35-65 y.","inadequately","","","","","4"
"Rarely","2006","35-65 y.","in school","","","","","4"
"Rarely","2006","35-65 y.","general elemantary","","","","","4"
"Rarely","2006","35-65 y.","middle vocational","","","","","4"
"Rarely","2006","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2006","35-65 y.","higher vocational","","","","","4"
"Rarely","2006","35-65 y.","higher education","","","","","4"
"Rarely","2006","66 and older","in school","","","","","4"
"Rarely","2006","66 and older","inadequately","","","","","4"
"Rarely","2006","66 and older","general elemantary","","","","","4"
"Rarely","2006","66 and older","middle vocational","","","","","4"
"Rarely","2006","66 and older","vocational + Abi","","","","","4"
"Rarely","2006","66 and older","higher vocational","","","","","4"
"Rarely","2006","66 and older","higher education","","","","","4"
"Rarely","2006","16-34 y.","in school","","","","","4"
"Rarely","2006","16-34 y.","inadequately","","","","","4"
"Rarely","2006","16-34 y.","general elemantary","","","","","4"
"Rarely","2006","16-34 y.","middle vocational","","","","","4"
"Rarely","2006","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2006","16-34 y.","higher vocational","","","","","4"
"Rarely","2006","16-34 y.","higher education","","","","","4"
"Sometimes","2006","16-34 y.","in school","","","","","3"
"Sometimes","2006","16-34 y.","inadequately","","","","","3"
"Sometimes","2006","16-34 y.","general elemantary","","","","","3"
"Sometimes","2006","16-34 y.","middle vocational","","","","","3"
"Sometimes","2006","16-34 y.","vocational + Abi","","","","","3"
"Sometimes","2006","35-65 y.","in school","","","","","3"
"Sometimes","2006","35-65 y.","inadequately","","","","","3"
"Sometimes","2006","35-65 y.","general elemantary","","","","","3"
"Sometimes","2006","35-65 y.","middle vocational","","","","","3"
"Sometimes","2006","35-65 y.","vocational + Abi","","","","","3"
"Sometimes","2006","35-65 y.","higher vocational","","","","","3"
"Sometimes","2006","35-65 y.","higher education","","","","","3"
"Sometimes","2006","16-34 y.","higher vocational","","","","","3"
"Sometimes","2006","16-34 y.","higher education","","","","","3"
"Sometimes","2006","66 and older","in school","","","","","3"
"Sometimes","2006","66 and older","inadequately","","","","","3"
"Sometimes","2006","66 and older","general elemantary","","","","","3"
"Sometimes","2006","66 and older","middle vocational","","","","","3"
"Sometimes","2006","66 and older","vocational + Abi","","","","","3"
"Sometimes","2006","66 and older","higher vocational","","","","","3"
"Sometimes","2006","66 and older","higher education","","","","","3"
"Very often","2006","35-65 y.","vocational + Abi","","","","","1"
"Very often","2006","35-65 y.","higher vocational","","","","","1"
"Very often","2006","35-65 y.","higher education","","","","","1"
"Very often","2006","66 and older","in school","","","","","1"
"Very often","2006","66 and older","inadequately","","","","","1"
"Very often","2006","16-34 y.","in school","","","","","1"
"Very often","2006","16-34 y.","inadequately","","","","","1"
"Very often","2006","16-34 y.","general elemantary","","","","","1"
"Very often","2006","16-34 y.","middle vocational","","","","","1"
"Very often","2006","16-34 y.","vocational + Abi","","","","","1"
"Very often","2006","16-34 y.","higher vocational","","","","","1"
"Very often","2006","16-34 y.","higher education","","","","","1"
"Very often","2006","35-65 y.","in school","","","","","1"
"Very often","2006","35-65 y.","inadequately","","","","","1"
"Very often","2006","35-65 y.","general elemantary","","","","","1"
"Very often","2006","35-65 y.","middle vocational","","","","","1"
"Very often","2006","66 and older","general elemantary","","","","","1"
"Very often","2006","66 and older","middle vocational","","","","","1"
"Very often","2006","66 and older","vocational + Abi","","","","","1"
"Very often","2006","66 and older","higher vocational","","","","","1"
"Very often","2006","66 and older","higher education","","","","","1"
"Never","2007","35-65 y.","middle vocational","","","","","5"
"Never","2007","35-65 y.","vocational + Abi","","","","","5"
"Never","2007","66 and older","middle vocational","","","","","5"
"Never","2007","66 and older","vocational + Abi","","","","","5"
"Never","2007","66 and older","higher vocational","","","","","5"
"Never","2007","66 and older","higher education","","","","","5"
"Never","2007","35-65 y.","in school","","","","","5"
"Never","2007","35-65 y.","general elemantary","","","","","5"
"Never","2007","35-65 y.","inadequately","","","","","5"
"Never","2007","35-65 y.","higher vocational","","","","","5"
"Never","2007","35-65 y.","higher education","","","","","5"
"Never","2007","66 and older","in school","","","","","5"
"Never","2007","66 and older","inadequately","","","","","5"
"Never","2007","66 and older","general elemantary","","","","","5"
"Never","2007","16-34 y.","in school","","","","","5"
"Never","2007","16-34 y.","inadequately","","","","","5"
"Never","2007","16-34 y.","general elemantary","","","","","5"
"Never","2007","16-34 y.","middle vocational","","","","","5"
"Never","2007","16-34 y.","vocational + Abi","","","","","5"
"Never","2007","16-34 y.","higher vocational","","","","","5"
"Never","2007","16-34 y.","higher education","","","","","5"
"Often","2007","66 and older","vocational + Abi","","","","","2"
"Often","2007","35-65 y.","vocational + Abi","","","","","2"
"Often","2007","66 and older","higher vocational","","","","","2"
"Often","2007","35-65 y.","middle vocational","","","","","2"
"Often","2007","35-65 y.","in school","","","","","2"
"Often","2007","35-65 y.","inadequately","","","","","2"
"Often","2007","35-65 y.","general elemantary","","","","","2"
"Often","2007","16-34 y.","in school","","","","","2"
"Often","2007","16-34 y.","inadequately","","","","","2"
"Often","2007","16-34 y.","general elemantary","","","","","2"
"Often","2007","35-65 y.","higher vocational","","","","","2"
"Often","2007","35-65 y.","higher education","","","","","2"
"Often","2007","66 and older","in school","","","","","2"
"Often","2007","66 and older","inadequately","","","","","2"
"Often","2007","66 and older","general elemantary","","","","","2"
"Often","2007","66 and older","middle vocational","","","","","2"
"Often","2007","66 and older","higher education","","","","","2"
"Often","2007","16-34 y.","middle vocational","","","","","2"
"Often","2007","16-34 y.","vocational + Abi","","","","","2"
"Often","2007","16-34 y.","higher vocational","","","","","2"
"Often","2007","16-34 y.","higher education","","","","","2"
"Rarely","2007","35-65 y.","in school","","","","","4"
"Rarely","2007","35-65 y.","inadequately","","","","","4"
"Rarely","2007","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2007","35-65 y.","higher vocational","","","","","4"
"Rarely","2007","35-65 y.","higher education","","","","","4"
"Rarely","2007","66 and older","in school","","","","","4"
"Rarely","2007","66 and older","inadequately","","","","","4"
"Rarely","2007","66 and older","general elemantary","","","","","4"
"Rarely","2007","66 and older","middle vocational","","","","","4"
"Rarely","2007","66 and older","vocational + Abi","","","","","4"
