"pld0044","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Often","2003","college entrance qualification","(0) in school","","","",""
"Often","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2003","college entrance qualification","(1b) general elementary school","","","",""
"Often","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2003","college entrance qualification","(2c_gen) general maturity certificate","86","0.118626183486924","0.0960497500861928","0.141202616887656"
"Often","2003","college entrance qualification","(2c_voc) vocational maturity certificate","21","","",""
"Often","2003","college entrance qualification","(3a) lower tertiary education","14","","",""
"Often","2003","college entrance qualification","(3b) higher tertiary education","58","0.0347167987713851","0.0272158311436826","0.0422177663990876"
"Often","2003","Other degree","(0) in school","","","",""
"Often","2003","Other degree","(1a) inadequately completed","","","",""
"Often","2003","Other degree","(1b) general elementary school","13","","",""
"Often","2003","Other degree","(1c) basic vocational qualification","10","","",""
"Often","2003","Other degree","(2b) intermediate general qualification","","","",""
"Often","2003","Other degree","(2a) intermediate vocational","","","",""
"Often","2003","Other degree","(2c_gen) general maturity certificate","4","","",""
"Often","2003","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Often","2003","Other degree","(3a) lower tertiary education","","","",""
"Often","2003","Other degree","(3b) higher tertiary education","5","","",""
"Often","2003","no degree/no degree yet","(0) in school","114","0.151047038626875","0.122768585040891","0.179325492212859"
"Often","2003","no degree/no degree yet","(1a) inadequately completed","5","","",""
"Often","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2003","lower secondary degree","(0) in school","","","",""
"Sometimes","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2003","lower secondary degree","(1b) general elementary school","163","0.0918596091977384","0.0782572906917326","0.105461927703744"
"Sometimes","2003","lower secondary degree","(1c) basic vocational qualification","554","0.0980993180965302","0.0904984881049311","0.105700148088129"
"Sometimes","2003","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2003","lower secondary degree","(2a) intermediate vocational","5","","",""
"Sometimes","2003","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2003","lower secondary degree","(2c_voc) vocational maturity certificate","3","","",""
"Sometimes","2003","lower secondary degree","(3a) lower tertiary education","7","","",""
"Sometimes","2003","lower secondary degree","(3b) higher tertiary education","3","","",""
"Sometimes","2003","secondary school degree","(0) in school","","","",""
"Sometimes","2003","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2003","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2003","secondary school degree","(2b) intermediate general qualification","150","0.218080482477438","0.18580949945917","0.250351465495705"
"Sometimes","2003","secondary school degree","(2a) intermediate vocational","577","0.120054006921605","0.111140697450045","0.128967316393164"
"Sometimes","2003","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Sometimes","2003","secondary school degree","(2c_voc) vocational maturity certificate","6","","",""
"Sometimes","2003","secondary school degree","(3a) lower tertiary education","35","0.0522467526093066","0.0333199121156474","0.0711735931029659"
"Sometimes","2003","secondary school degree","(3b) higher tertiary education","14","","",""
"Sometimes","2003","college entrance qualification","(0) in school","","","",""
"Sometimes","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2003","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2003","college entrance qualification","(2c_gen) general maturity certificate","239","0.307291821109715","0.275078489701802","0.339505152517628"
"Sometimes","2003","college entrance qualification","(2c_voc) vocational maturity certificate","225","0.176907797046128","0.156430722689642","0.197384871402614"
"Sometimes","2003","college entrance qualification","(3a) lower tertiary education","158","0.169055498791296","0.145940809289929","0.192170188292663"
"Sometimes","2003","college entrance qualification","(3b) higher tertiary education","319","0.155122166217621","0.140288313268767","0.169956019166476"
"Sometimes","2003","Other degree","(0) in school","","","",""
"Sometimes","2003","Other degree","(1a) inadequately completed","","","",""
"Sometimes","2003","Other degree","(1b) general elementary school","58","0.134155861250293","0.100880693429629","0.167431029070957"
"Sometimes","2003","Other degree","(1c) basic vocational qualification","70","0.178537057732274","0.141331393595257","0.21574272186929"
"Sometimes","2003","Other degree","(2b) intermediate general qualification","","","",""
"Sometimes","2003","Other degree","(2a) intermediate vocational","","","",""
"Sometimes","2003","Other degree","(2c_gen) general maturity certificate","12","","",""
"Sometimes","2003","Other degree","(2c_voc) vocational maturity certificate","30","0.245202272831974","0.178954982191259","0.311449563472689"
"Sometimes","2003","Other degree","(3a) lower tertiary education","6","","",""
"Sometimes","2003","Other degree","(3b) higher tertiary education","31","0.15923985382561","0.104557674951356","0.213922032699864"
"Sometimes","2003","no degree/no degree yet","(0) in school","191","0.335037065020955","0.297763332710408","0.372310797331502"
"Sometimes","2003","no degree/no degree yet","(1a) inadequately completed","45","0.160195835291576","0.116606699200834","0.203784971382319"
"Sometimes","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Sometimes","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Sometimes","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Sometimes","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Sometimes","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Sometimes","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Sometimes","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2003","lower secondary degree","(0) in school","","","",""
"Rarely","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2003","lower secondary degree","(1b) general elementary school","406","0.221570686703291","0.20201199100074","0.241129382405843"
"Rarely","2003","lower secondary degree","(1c) basic vocational qualification","1572","0.260745943141244","0.249526939082513","0.271964947199975"
"Rarely","2003","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Rarely","2003","lower secondary degree","(2a) intermediate vocational","6","","",""
"Rarely","2003","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"Rarely","2003","lower secondary degree","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","2003","lower secondary degree","(3a) lower tertiary education","40","0.25778008157342","0.187546318581292","0.328013844565547"
"Rarely","2003","lower secondary degree","(3b) higher tertiary education","10","","",""
"Rarely","2003","secondary school degree","(0) in school","","","",""
"Rarely","2003","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2003","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2003","secondary school degree","(2b) intermediate general qualification","201","0.315260546945791","0.278951047954473","0.351570045937108"
"Rarely","2003","secondary school degree","(2a) intermediate vocational","1847","0.361681014986397","0.348504383992569","0.374857645980225"
"Rarely","2003","secondary school degree","(2c_gen) general maturity certificate","3","","",""
"Rarely","2003","secondary school degree","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","2003","secondary school degree","(3a) lower tertiary education","189","0.364288225586635","0.323357115304312","0.405219335868958"
"Rarely","2003","secondary school degree","(3b) higher tertiary education","42","0.32514882282943","0.238395887639376","0.411901758019483"
"Rarely","2003","college entrance qualification","(0) in school","","","",""
"Rarely","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2003","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2003","college entrance qualification","(2c_gen) general maturity certificate","295","0.343662245302017","0.310502240299967","0.376822250304068"
"Rarely","2003","college entrance qualification","(2c_voc) vocational maturity certificate","530","0.386440433883474","0.360310409043254","0.412570458723693"
"Rarely","2003","college entrance qualification","(3a) lower tertiary education","363","0.368529621818783","0.338778722630393","0.398280521007173"
"Rarely","2003","college entrance qualification","(3b) higher tertiary education","917","0.416384106388853","0.396185067367866","0.436583145409841"
"Rarely","2003","Other degree","(0) in school","","","",""
"Rarely","2003","Other degree","(1a) inadequately completed","","","",""
"Rarely","2003","Other degree","(1b) general elementary school","77","0.168266296250944","0.131741627501384","0.204790965000504"
"Rarely","2003","Other degree","(1c) basic vocational qualification","99","0.259227928082096","0.216654945115021","0.30180091104917"
"Rarely","2003","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2003","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2003","Other degree","(2c_gen) general maturity certificate","16","","",""
"Rarely","2003","Other degree","(2c_voc) vocational maturity certificate","49","0.262807987376631","0.19502820432004","0.330587770433222"
"Rarely","2003","Other degree","(3a) lower tertiary education","7","","",""
"Rarely","2003","Other degree","(3b) higher tertiary education","49","0.293429087345997","0.2253814068181","0.361476767873894"
"Rarely","2003","no degree/no degree yet","(0) in school","179","0.284826708181615","0.249185391966494","0.320468024396735"
"Rarely","2003","no degree/no degree yet","(1a) inadequately completed","57","0.180970224518444","0.135217490935112","0.226722958101777"
"Rarely","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2003","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"Rarely","2003","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","2003","lower secondary degree","(0) in school","","","",""
"Never","2003","lower secondary degree","(1a) inadequately completed","","","",""
"Never","2003","lower secondary degree","(1b) general elementary school","1094","0.649826524140866","0.62736110696366","0.672291941318072"
"Never","2003","lower secondary degree","(1c) basic vocational qualification","3667","0.624498626599389","0.612124339855338","0.636872913343441"
"Never","2003","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Never","2003","lower secondary degree","(2a) intermediate vocational","10","","",""
"Never","2003","lower secondary degree","(2c_gen) general maturity certificate","5","","",""
"Never","2003","lower secondary degree","(2c_voc) vocational maturity certificate","15","","",""
"Never","2003","lower secondary degree","(3a) lower tertiary education","99","0.667278111621312","0.59162111752261","0.742935105720014"
"Never","2003","lower secondary degree","(3b) higher tertiary education","30","0.664800379583813","0.525318066368505","0.804282692799122"
"Never","2003","secondary school degree","(0) in school","","","",""
"Never","2003","secondary school degree","(1a) inadequately completed","","","",""
"Never","2003","secondary school degree","(1b) general elementary school","","","",""
"Never","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","2003","secondary school degree","(2b) intermediate general qualification","204","0.346240292517515","0.309059328434321","0.38342125660071"
"Never","2003","secondary school degree","(2a) intermediate vocational","2599","0.497552063121275","0.483840484883623","0.511263641358926"
"Never","2003","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","2003","secondary school degree","(2c_voc) vocational maturity certificate","24","","",""
"Never","2003","secondary school degree","(3a) lower tertiary education","301","0.560860247613588","0.518648868984436","0.603071626242741"
"Never","2003","secondary school degree","(3b) higher tertiary education","55","0.515101670921255","0.422544322854441","0.60765901898807"
"Never","2003","college entrance qualification","(0) in school","","","",""
"Never","2003","college entrance qualification","(1a) inadequately completed","","","",""
"Never","2003","college entrance qualification","(1b) general elementary school","","","",""
"Never","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","2003","college entrance qualification","(2c_gen) general maturity certificate","152","0.210310162677322","0.181856158793997","0.238764166560648"
"Never","2003","college entrance qualification","(2c_voc) vocational maturity certificate","552","0.409982750024275","0.383589958770083","0.436375541278468"
"Never","2003","college entrance qualification","(3a) lower tertiary education","471","0.449705954509065","0.419026394286343","0.480385514731787"
"Never","2003","college entrance qualification","(3b) higher tertiary education","989","0.39080051489169","0.370807540561421","0.410793489221959"
"Never","2003","Other degree","(0) in school","","","",""
"Never","2003","Other degree","(1a) inadequately completed","","","",""
"Never","2003","Other degree","(1b) general elementary school","251","0.649188378041766","0.602595673287876","0.695781082795656"
"Never","2003","Other degree","(1c) basic vocational qualification","223","0.518728468632602","0.470186653222646","0.567270284042559"
"Never","2003","Other degree","(2b) intermediate general qualification","","","",""
"Never","2003","Other degree","(2a) intermediate vocational","","","",""
"Never","2003","Other degree","(2c_gen) general maturity certificate","31","0.470501673202491","0.348217293141042","0.592786053263941"
"Never","2003","Other degree","(2c_voc) vocational maturity certificate","77","0.459143524875504","0.382406345383858","0.53588070436715"
"Never","2003","Other degree","(3a) lower tertiary education","10","","",""
"Never","2003","Other degree","(3b) higher tertiary education","85","0.50833692479149","0.433624386258726","0.583049463324254"
"Never","2003","no degree/no degree yet","(0) in school","108","0.197641126540963","0.166194017595593","0.229088235486334"
"Never","2003","no degree/no degree yet","(1a) inadequately completed","165","0.641051979356237","0.584045260738033","0.698058697974442"
"Never","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","2003","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Very often","2004","lower secondary degree","(0) in school","","","",""
"Very often","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Very often","2004","lower secondary degree","(1b) general elementary school","","","",""
"Very often","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Very often","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very often","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Very often","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Very often","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Very often","2004","secondary school degree","(0) in school","","","",""
"Very often","2004","secondary school degree","(1a) inadequately completed","","","",""
"Very often","2004","secondary school degree","(1b) general elementary school","","","",""
"Very often","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Very often","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Very often","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Very often","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Very often","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Very often","2004","college entrance qualification","(0) in school","","","",""
"Very often","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Very often","2004","college entrance qualification","(1b) general elementary school","","","",""
"Very often","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very often","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very often","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"Very often","2004","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Very often","2004","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","college entrance qualification","(3a) lower tertiary education","","","",""
"Very often","2004","college entrance qualification","(3b) higher tertiary education","","","",""
"Very often","2004","Other degree","(0) in school","","","",""
"Very often","2004","Other degree","(1a) inadequately completed","","","",""
"Very often","2004","Other degree","(1b) general elementary school","","","",""
"Very often","2004","Other degree","(1c) basic vocational qualification","","","",""
"Very often","2004","Other degree","(2b) intermediate general qualification","","","",""
"Very often","2004","Other degree","(2a) intermediate vocational","","","",""
"Very often","2004","Other degree","(2c_gen) general maturity certificate","","","",""
"Very often","2004","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","Other degree","(3a) lower tertiary education","","","",""
"Very often","2004","Other degree","(3b) higher tertiary education","","","",""
"Very often","2004","no degree/no degree yet","(0) in school","","","",""
"Very often","2004","no degree/no degree yet","(1a) inadequately completed","","","",""
"Very often","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"Very often","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Very often","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Very often","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Very often","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Very often","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Very often","2004","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Very often","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Often","2004","lower secondary degree","(0) in school","","","",""
"Often","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Often","2004","lower secondary degree","(1b) general elementary school","","","",""
"Often","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Often","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Often","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Often","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Often","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Often","2004","secondary school degree","(0) in school","","","",""
"Often","2004","secondary school degree","(1a) inadequately completed","","","",""
"Often","2004","secondary school degree","(1b) general elementary school","","","",""
"Often","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Often","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Often","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Often","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Often","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Often","2004","college entrance qualification","(0) in school","","","",""
"Often","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Often","2004","college entrance qualification","(1b) general elementary school","","","",""
"Often","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"Often","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"Often","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"Often","2004","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Often","2004","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","college entrance qualification","(3a) lower tertiary education","","","",""
"Often","2004","college entrance qualification","(3b) higher tertiary education","","","",""
"Often","2004","Other degree","(0) in school","","","",""
"Often","2004","Other degree","(1a) inadequately completed","","","",""
"Often","2004","Other degree","(1b) general elementary school","","","",""
"Often","2004","Other degree","(1c) basic vocational qualification","","","",""
"Often","2004","Other degree","(2b) intermediate general qualification","","","",""
"Often","2004","Other degree","(2a) intermediate vocational","","","",""
"Often","2004","Other degree","(2c_gen) general maturity certificate","","","",""
"Often","2004","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","Other degree","(3a) lower tertiary education","","","",""
"Often","2004","Other degree","(3b) higher tertiary education","","","",""
"Often","2004","no degree/no degree yet","(0) in school","","","",""
"Often","2004","no degree/no degree yet","(1a) inadequately completed","","","",""
"Often","2004","no degree/no degree yet","(1b) general elementary school","","","",""
"Often","2004","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Often","2004","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Often","2004","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Often","2004","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Often","2004","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Often","2004","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Often","2004","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Sometimes","2004","lower secondary degree","(0) in school","","","",""
"Sometimes","2004","lower secondary degree","(1a) inadequately completed","","","",""
"Sometimes","2004","lower secondary degree","(1b) general elementary school","","","",""
"Sometimes","2004","lower secondary degree","(1c) basic vocational qualification","","","",""
"Sometimes","2004","lower secondary degree","(2b) intermediate general qualification","","","",""
"Sometimes","2004","lower secondary degree","(2a) intermediate vocational","","","",""
"Sometimes","2004","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","lower secondary degree","(3a) lower tertiary education","","","",""
"Sometimes","2004","lower secondary degree","(3b) higher tertiary education","","","",""
"Sometimes","2004","secondary school degree","(0) in school","","","",""
"Sometimes","2004","secondary school degree","(1a) inadequately completed","","","",""
"Sometimes","2004","secondary school degree","(1b) general elementary school","","","",""
"Sometimes","2004","secondary school degree","(1c) basic vocational qualification","","","",""
"Sometimes","2004","secondary school degree","(2b) intermediate general qualification","","","",""
"Sometimes","2004","secondary school degree","(2a) intermediate vocational","","","",""
"Sometimes","2004","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","secondary school degree","(3a) lower tertiary education","","","",""
"Sometimes","2004","secondary school degree","(3b) higher tertiary education","","","",""
"Sometimes","2004","college entrance qualification","(0) in school","","","",""
"Sometimes","2004","college entrance qualification","(1a) inadequately completed","","","",""
"Sometimes","2004","college entrance qualification","(1b) general elementary school","","","",""
"Sometimes","2004","college entrance qualification","(1c) basic vocational qualification","","","",""
"Sometimes","2004","college entrance qualification","(2b) intermediate general qualification","","","",""
"Sometimes","2004","college entrance qualification","(2a) intermediate vocational","","","",""
"Sometimes","2004","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Sometimes","2004","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2004","college entrance qualification","(3a) lower tertiary education","","","",""
"Sometimes","2004","college entrance qualification","(3b) higher tertiary education","","","",""
"Sometimes","2004","Other degree","(0) in school","","","",""
"Sometimes","2004","Other degree","(1a) inadequately completed","","","",""
