"pld0044","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2003","general elemantary","Female","428","0.225163390320689","0.205989567387326","0.244337213254052"
"Rarely","2003","middle vocational","Male","1641","0.306874075475485","0.294463510038263","0.319284640912706"
"Rarely","2003","middle vocational","Female","1777","0.286700848236346","0.275050627003545","0.298351069469146"
"Rarely","2003","vocational + Abi","Male","178","0.354391092829925","0.311777165011503","0.397005020648346"
"Rarely","2003","vocational + Abi","Female","268","0.379876677651738","0.343261887224317","0.416491468079159"
"Rarely","2003","higher vocational","Male","344","0.366286622188651","0.33596732079838","0.396605923578922"
"Rarely","2003","higher vocational","Female","253","0.33183202395501","0.29719656928624","0.366467478623779"
"Rarely","2003","higher education","Male","938","0.383857404399995","0.364580635655516","0.403134173144475"
"Rarely","2003","higher education","Female","683","0.373944257260679","0.352153714915944","0.395734799605414"
"Never","2003","in school","Male","43","0.17429094209816","0.131434533272056","0.217147350924264"
"Never","2003","in school","Female","65","0.223422202653839","0.177423194906875","0.269421210400804"
"Never","2003","inadequately","Male","62","0.616598499075487","0.524899551938518","0.708297446212457"
"Never","2003","inadequately","Female","98","0.674950085822446","0.60073140481698","0.749168766827912"
"Never","2003","general elemantary","Male","406","0.503640460164031","0.471119477535341","0.53616144279272"
"Never","2003","general elemantary","Female","1122","0.632914686290178","0.610788281762289","0.655041090818068"
"Never","2003","middle vocational","Male","2754","0.519795584333664","0.506351390527863","0.533239778139465"
"Never","2003","middle vocational","Female","3292","0.587823270817511","0.575142403700952","0.600504137934069"
"Never","2003","vocational + Abi","Male","195","0.39627609099343","0.352700475207043","0.439851706779817"
"Never","2003","vocational + Abi","Female","285","0.426205999005694","0.388899543770647","0.463512454240741"
"Never","2003","higher vocational","Male","511","0.495616689075706","0.464152572750663","0.527080805400748"
"Never","2003","higher vocational","Female","357","0.514358710265526","0.477595809841772","0.55112161068928"
"Never","2003","higher education","Male","1156","0.457502769057205","0.437755625396778","0.477249912717632"
"Never","2003","higher education","Female","888","0.442215429128652","0.419848400286819","0.464582457970485"
"Very often","2004","in school","Male","","","",""
"Very often","2004","in school","Female","","","",""
"Very often","2004","inadequately","Male","","","",""
"Very often","2004","inadequately","Female","","","",""
"Very often","2004","general elemantary","Male","","","",""
"Very often","2004","general elemantary","Female","","","",""
"Very often","2004","middle vocational","Male","","","",""
"Very often","2004","middle vocational","Female","","","",""
"Very often","2004","vocational + Abi","Male","","","",""
"Very often","2004","vocational + Abi","Female","","","",""
"Very often","2004","higher vocational","Male","","","",""
"Very often","2004","higher vocational","Female","","","",""
"Very often","2004","higher education","Male","","","",""
"Very often","2004","higher education","Female","","","",""
"Often","2004","in school","Male","","","",""
"Often","2004","in school","Female","","","",""
"Often","2004","inadequately","Male","","","",""
"Often","2004","inadequately","Female","","","",""
"Often","2004","general elemantary","Male","","","",""
"Often","2004","general elemantary","Female","","","",""
"Often","2004","middle vocational","Male","","","",""
"Often","2004","middle vocational","Female","","","",""
"Often","2004","vocational + Abi","Male","","","",""
"Often","2004","vocational + Abi","Female","","","",""
"Often","2004","higher vocational","Male","","","",""
"Often","2004","higher vocational","Female","","","",""
"Often","2004","higher education","Male","","","",""
"Often","2004","higher education","Female","","","",""
"Sometimes","2004","in school","Male","","","",""
"Sometimes","2004","in school","Female","","","",""
"Sometimes","2004","inadequately","Male","","","",""
"Sometimes","2004","inadequately","Female","","","",""
"Sometimes","2004","general elemantary","Male","","","",""
"Sometimes","2004","general elemantary","Female","","","",""
"Sometimes","2004","middle vocational","Male","","","",""
"Sometimes","2004","middle vocational","Female","","","",""
"Sometimes","2004","vocational + Abi","Male","","","",""
"Sometimes","2004","vocational + Abi","Female","","","",""
"Sometimes","2004","higher vocational","Male","","","",""
"Sometimes","2004","higher vocational","Female","","","",""
"Sometimes","2004","higher education","Male","","","",""
"Sometimes","2004","higher education","Female","","","",""
"Rarely","2004","in school","Male","","","",""
"Rarely","2004","in school","Female","","","",""
"Rarely","2004","inadequately","Male","","","",""
"Rarely","2004","inadequately","Female","","","",""
"Rarely","2004","general elemantary","Male","","","",""
"Rarely","2004","general elemantary","Female","","","",""
"Rarely","2004","middle vocational","Male","","","",""
"Rarely","2004","middle vocational","Female","","","",""
"Rarely","2004","vocational + Abi","Male","","","",""
"Rarely","2004","vocational + Abi","Female","","","",""
"Rarely","2004","higher vocational","Male","","","",""
"Rarely","2004","higher vocational","Female","","","",""
"Rarely","2004","higher education","Male","","","",""
"Rarely","2004","higher education","Female","","","",""
"Never","2004","in school","Male","","","",""
"Never","2004","in school","Female","","","",""
"Never","2004","inadequately","Male","","","",""
"Never","2004","inadequately","Female","","","",""
"Never","2004","general elemantary","Male","","","",""
"Never","2004","general elemantary","Female","","","",""
"Never","2004","middle vocational","Male","","","",""
"Never","2004","middle vocational","Female","","","",""
"Never","2004","vocational + Abi","Male","","","",""
"Never","2004","vocational + Abi","Female","","","",""
"Never","2004","higher vocational","Male","","","",""
"Never","2004","higher vocational","Female","","","",""
"Never","2004","higher education","Male","","","",""
"Never","2004","higher education","Female","","","",""
"Very often","2005","in school","Male","","","",""
"Very often","2005","in school","Female","","","",""
"Very often","2005","inadequately","Male","","","",""
"Very often","2005","inadequately","Female","","","",""
"Very often","2005","general elemantary","Male","","","",""
"Very often","2005","general elemantary","Female","","","",""
"Very often","2005","middle vocational","Male","","","",""
"Very often","2005","middle vocational","Female","","","",""
"Very often","2005","vocational + Abi","Male","","","",""
"Very often","2005","vocational + Abi","Female","","","",""
"Very often","2005","higher vocational","Male","","","",""
"Very often","2005","higher vocational","Female","","","",""
"Very often","2005","higher education","Male","","","",""
"Very often","2005","higher education","Female","","","",""
"Often","2005","in school","Male","","","",""
"Often","2005","in school","Female","","","",""
"Often","2005","inadequately","Male","","","",""
"Often","2005","inadequately","Female","","","",""
"Often","2005","general elemantary","Male","","","",""
"Often","2005","general elemantary","Female","","","",""
"Often","2005","middle vocational","Male","","","",""
"Often","2005","middle vocational","Female","","","",""
"Often","2005","vocational + Abi","Male","","","",""
"Often","2005","vocational + Abi","Female","","","",""
"Often","2005","higher vocational","Male","","","",""
"Often","2005","higher vocational","Female","","","",""
"Often","2005","higher education","Male","","","",""
"Often","2005","higher education","Female","","","",""
"Sometimes","2005","in school","Male","","","",""
"Sometimes","2005","in school","Female","","","",""
"Sometimes","2005","inadequately","Male","","","",""
"Sometimes","2005","inadequately","Female","","","",""
"Sometimes","2005","general elemantary","Male","","","",""
"Sometimes","2005","general elemantary","Female","","","",""
"Sometimes","2005","middle vocational","Male","","","",""
"Sometimes","2005","middle vocational","Female","","","",""
"Sometimes","2005","vocational + Abi","Male","","","",""
"Sometimes","2005","vocational + Abi","Female","","","",""
"Sometimes","2005","higher vocational","Male","","","",""
"Sometimes","2005","higher vocational","Female","","","",""
"Sometimes","2005","higher education","Male","","","",""
"Sometimes","2005","higher education","Female","","","",""
"Rarely","2005","in school","Male","","","",""
"Rarely","2005","in school","Female","","","",""
"Rarely","2005","inadequately","Male","","","",""
"Rarely","2005","inadequately","Female","","","",""
"Rarely","2005","general elemantary","Male","","","",""
"Rarely","2005","general elemantary","Female","","","",""
"Rarely","2005","middle vocational","Male","","","",""
"Rarely","2005","middle vocational","Female","","","",""
"Rarely","2005","vocational + Abi","Male","","","",""
"Rarely","2005","vocational + Abi","Female","","","",""
"Rarely","2005","higher vocational","Male","","","",""
"Rarely","2005","higher vocational","Female","","","",""
"Rarely","2005","higher education","Male","","","",""
"Rarely","2005","higher education","Female","","","",""
"Never","2005","in school","Male","","","",""
"Never","2005","in school","Female","","","",""
"Never","2005","inadequately","Male","","","",""
"Never","2005","inadequately","Female","","","",""
"Never","2005","general elemantary","Male","","","",""
"Never","2005","general elemantary","Female","","","",""
"Never","2005","middle vocational","Male","","","",""
"Never","2005","middle vocational","Female","","","",""
"Never","2005","vocational + Abi","Male","","","",""
"Never","2005","vocational + Abi","Female","","","",""
"Never","2005","higher vocational","Male","","","",""
"Never","2005","higher vocational","Female","","","",""
"Never","2005","higher education","Male","","","",""
"Never","2005","higher education","Female","","","",""
"Very often","2006","in school","Male","","","",""
"Very often","2006","in school","Female","","","",""
"Very often","2006","inadequately","Male","","","",""
"Very often","2006","inadequately","Female","","","",""
"Very often","2006","general elemantary","Male","","","",""
"Very often","2006","general elemantary","Female","","","",""
"Very often","2006","middle vocational","Male","","","",""
"Very often","2006","middle vocational","Female","","","",""
"Very often","2006","vocational + Abi","Male","","","",""
"Very often","2006","vocational + Abi","Female","","","",""
"Very often","2006","higher vocational","Male","","","",""
"Very often","2006","higher vocational","Female","","","",""
"Very often","2006","higher education","Male","","","",""
"Very often","2006","higher education","Female","","","",""
"Often","2006","in school","Male","","","",""
"Often","2006","in school","Female","","","",""
"Often","2006","inadequately","Male","","","",""
"Often","2006","inadequately","Female","","","",""
"Often","2006","general elemantary","Male","","","",""
"Often","2006","general elemantary","Female","","","",""
"Often","2006","middle vocational","Male","","","",""
"Often","2006","middle vocational","Female","","","",""
"Often","2006","vocational + Abi","Male","","","",""
"Often","2006","vocational + Abi","Female","","","",""
"Often","2006","higher vocational","Male","","","",""
"Often","2006","higher vocational","Female","","","",""
"Often","2006","higher education","Male","","","",""
"Often","2006","higher education","Female","","","",""
"Sometimes","2006","in school","Male","","","",""
"Sometimes","2006","in school","Female","","","",""
"Sometimes","2006","inadequately","Male","","","",""
"Sometimes","2006","inadequately","Female","","","",""
"Sometimes","2006","general elemantary","Male","","","",""
"Sometimes","2006","general elemantary","Female","","","",""
"Sometimes","2006","middle vocational","Male","","","",""
"Sometimes","2006","middle vocational","Female","","","",""
"Sometimes","2006","vocational + Abi","Male","","","",""
"Sometimes","2006","vocational + Abi","Female","","","",""
"Sometimes","2006","higher vocational","Male","","","",""
"Sometimes","2006","higher vocational","Female","","","",""
"Sometimes","2006","higher education","Male","","","",""
"Sometimes","2006","higher education","Female","","","",""
"Rarely","2006","in school","Male","","","",""
"Rarely","2006","in school","Female","","","",""
"Rarely","2006","inadequately","Male","","","",""
"Rarely","2006","inadequately","Female","","","",""
"Rarely","2006","general elemantary","Male","","","",""
"Rarely","2006","general elemantary","Female","","","",""
"Rarely","2006","middle vocational","Male","","","",""
"Rarely","2006","middle vocational","Female","","","",""
"Rarely","2006","vocational + Abi","Male","","","",""
"Rarely","2006","vocational + Abi","Female","","","",""
"Rarely","2006","higher vocational","Male","","","",""
"Rarely","2006","higher vocational","Female","","","",""
"Rarely","2006","higher education","Male","","","",""
"Rarely","2006","higher education","Female","","","",""
"Never","2006","in school","Male","","","",""
"Never","2006","in school","Female","","","",""
"Never","2006","inadequately","Male","","","",""
"Never","2006","inadequately","Female","","","",""
"Never","2006","general elemantary","Male","","","",""
"Never","2006","general elemantary","Female","","","",""
"Never","2006","middle vocational","Male","","","",""
"Never","2006","middle vocational","Female","","","",""
"Never","2006","vocational + Abi","Male","","","",""
"Never","2006","vocational + Abi","Female","","","",""
"Never","2006","higher vocational","Male","","","",""
"Never","2006","higher vocational","Female","","","",""
"Never","2006","higher education","Male","","","",""
"Never","2006","higher education","Female","","","",""
"Very often","2007","in school","Male","","","",""
"Very often","2007","in school","Female","","","",""
"Very often","2007","inadequately","Male","","","",""
"Very often","2007","inadequately","Female","","","",""
"Very often","2007","general elemantary","Male","","","",""
"Very often","2007","general elemantary","Female","","","",""
"Very often","2007","middle vocational","Male","","","",""
"Very often","2007","middle vocational","Female","","","",""
"Very often","2007","vocational + Abi","Male","","","",""
"Very often","2007","vocational + Abi","Female","","","",""
"Very often","2007","higher vocational","Male","","","",""
"Very often","2007","higher vocational","Female","","","",""
"Very often","2007","higher education","Male","","","",""
"Very often","2007","higher education","Female","","","",""
"Often","2007","in school","Male","","","",""
"Often","2007","in school","Female","","","",""
"Often","2007","inadequately","Male","","","",""
"Often","2007","inadequately","Female","","","",""
"Often","2007","general elemantary","Male","","","",""
"Often","2007","general elemantary","Female","","","",""
"Often","2007","middle vocational","Male","","","",""
"Often","2007","middle vocational","Female","","","",""
"Often","2007","vocational + Abi","Male","","","",""
"Often","2007","vocational + Abi","Female","","","",""
"Often","2007","higher vocational","Male","","","",""
"Often","2007","higher vocational","Female","","","",""
"Often","2007","higher education","Male","","","",""
"Often","2007","higher education","Female","","","",""
"Sometimes","2007","in school","Male","","","",""
"Sometimes","2007","in school","Female","","","",""
"Sometimes","2007","inadequately","Male","","","",""
"Sometimes","2007","inadequately","Female","","","",""
"Sometimes","2007","general elemantary","Male","","","",""
"Sometimes","2007","general elemantary","Female","","","",""
"Sometimes","2007","middle vocational","Male","","","",""
"Sometimes","2007","middle vocational","Female","","","",""
"Sometimes","2007","vocational + Abi","Male","","","",""
"Sometimes","2007","vocational + Abi","Female","","","",""
"Sometimes","2007","higher vocational","Male","","","",""
"Sometimes","2007","higher vocational","Female","","","",""
"Sometimes","2007","higher education","Male","","","",""
"Sometimes","2007","higher education","Female","","","",""
"Rarely","2007","in school","Male","","","",""
"Rarely","2007","in school","Female","","","",""
"Rarely","2007","inadequately","Male","","","",""
"Rarely","2007","inadequately","Female","","","",""
"Rarely","2007","general elemantary","Male","","","",""
"Rarely","2007","general elemantary","Female","","","",""
"Rarely","2007","middle vocational","Male","","","",""
"Rarely","2007","middle vocational","Female","","","",""
"Rarely","2007","vocational + Abi","Male","","","",""
"Rarely","2007","vocational + Abi","Female","","","",""
"Rarely","2007","higher vocational","Male","","","",""
"Rarely","2007","higher vocational","Female","","","",""
"Rarely","2007","higher education","Male","","","",""
"Rarely","2007","higher education","Female","","","",""
"Never","2007","in school","Male","","","",""
"Never","2007","in school","Female","","","",""
"Never","2007","inadequately","Male","","","",""
"Never","2007","inadequately","Female","","","",""
"Never","2007","general elemantary","Male","","","",""
"Never","2007","general elemantary","Female","","","",""
"Never","2007","middle vocational","Male","","","",""
"Never","2007","middle vocational","Female","","","",""
"Never","2007","vocational + Abi","Male","","","",""
"Never","2007","vocational + Abi","Female","","","",""
"Never","2007","higher vocational","Male","","","",""
"Never","2007","higher vocational","Female","","","",""
"Never","2007","higher education","Male","","","",""
"Never","2007","higher education","Female","","","",""
"Very often","2008","in school","Male","8","","",""
"Very often","2008","in school","Female","9","","",""
"Very often","2008","inadequately","Male","","","",""
"Very often","2008","inadequately","Female","","","",""
"Very often","2008","general elemantary","Male","5","","",""
"Very often","2008","general elemantary","Female","3","","",""
"Very often","2008","middle vocational","Male","25","","",""
"Very often","2008","middle vocational","Female","13","","",""
"Very often","2008","vocational + Abi","Male","1","","",""
"Very often","2008","vocational + Abi","Female","3","","",""
"Very often","2008","higher vocational","Male","3","","",""
"Very often","2008","higher vocational","Female","3","","",""
"Very often","2008","higher education","Male","4","","",""
"Very often","2008","higher education","Female","8","","",""
"Often","2008","in school","Male","39","0.215542431385557","0.15373015357192","0.277354709199195"
"Often","2008","in school","Female","32","0.148634376506729","0.0970948725795234","0.200173880433935"
"Often","2008","inadequately","Male","2","","",""
"Often","2008","inadequately","Female","3","","",""
"Often","2008","general elemantary","Male","32","0.0607747117985219","0.042162731735476","0.0793866918615678"
"Often","2008","general elemantary","Female","29","","",""
"Often","2008","middle vocational","Male","110","0.0314830668924858","0.0264330597375227","0.0365330740474489"
"Often","2008","middle vocational","Female","74","0.0157129313617307","0.0123061440375099","0.0191197186859515"
"Often","2008","vocational + Abi","Male","17","","",""
"Often","2008","vocational + Abi","Female","14","","",""
"Often","2008","higher vocational","Male","6","","",""
"Often","2008","higher vocational","Female","5","","",""
"Often","2008","higher education","Male","31","0.0113606252085736","0.00702191291622567","0.0156993375009215"
"Often","2008","higher education","Female","33","0.0183684382666392","0.0123258250140985","0.0244110515191799"
"Sometimes","2008","in school","Male","58","0.343432621911643","0.272051387596693","0.414813856226593"
"Sometimes","2008","in school","Female","60","0.39145940313584","0.320744542629998","0.462174263641682"
"Sometimes","2008","inadequately","Male","9","","",""
"Sometimes","2008","inadequately","Female","15","","",""
"Sometimes","2008","general elemantary","Male","117","0.189848091176106","0.159296587981562","0.220399594370651"
"Sometimes","2008","general elemantary","Female","147","0.102108264127096","0.0861502283390006","0.118066299915191"
"Sometimes","2008","middle vocational","Male","535","0.127335703390618","0.11769522538512","0.136976181396116"
"Sometimes","2008","middle vocational","Female","492","0.0939171084989872","0.0859259112995637","0.101908305698411"
"Sometimes","2008","vocational + Abi","Male","66","0.157094487519163","0.123170501442673","0.191018473595654"
"Sometimes","2008","vocational + Abi","Female","96","0.161151314352931","0.132994327295695","0.189308301410166"
"Sometimes","2008","higher vocational","Male","68","0.094044608524119","0.0741749142819806","0.113914302766258"
"Sometimes","2008","higher vocational","Female","50","0.0905112898710835","0.0671815413175503","0.113841038424617"
"Sometimes","2008","higher education","Male","267","0.119728510906657","0.106437809753109","0.133019212060205"
"Sometimes","2008","higher education","Female","240","0.146413536334258","0.130505052154739","0.162322020513777"
"Rarely","2008","in school","Male","38","0.230319337454898","0.167028022414815","0.293610652494981"
"Rarely","2008","in school","Female","59","0.278649520706627","0.213692685288477","0.343606356124776"
"Rarely","2008","inadequately","Male","17","","",""
"Rarely","2008","inadequately","Female","13","","",""
"Rarely","2008","general elemantary","Male","189","0.269664045825519","0.235092476058346","0.304235615592691"
"Rarely","2008","general elemantary","Female","301","0.208955498742772","0.187528351150202","0.230382646335341"
"Rarely","2008","middle vocational","Male","1393","0.300045143448328","0.286791716619479","0.313298570277177"
"Rarely","2008","middle vocational","Female","1467","0.28957462140467","0.277149661139327","0.301999581670014"
"Rarely","2008","vocational + Abi","Male","160","0.382988476666126","0.33766988058778","0.428307072744471"
"Rarely","2008","vocational + Abi","Female","238","0.384267373537345","0.347016172442097","0.421518574632593"
"Rarely","2008","higher vocational","Male","308","0.374467090644371","0.341521087505578","0.407413093783165"
"Rarely","2008","higher vocational","Female","193","0.346477999008263","0.307785394658292","0.385170603358233"
"Rarely","2008","higher education","Male","895","0.411720496230099","0.391572406012191","0.431868586448006"
"Rarely","2008","higher education","Female","694","0.371429484573274","0.349685976390216","0.393172992756332"
"Never","2008","in school","Male","27","","",""
"Never","2008","in school","Female","23","","",""
"Never","2008","inadequately","Male","43","0.530334418399563","0.414246188030107","0.64642264876902"
"Never","2008","inadequately","Female","79","0.725480228385486","0.642083050726896","0.808877406044075"
"Never","2008","general elemantary","Male","290","0.477940559042065","0.43902769858894","0.51685341949519"
"Never","2008","general elemantary","Female","903","0.657108839387553","0.632091921653175","0.682125757121931"
"Never","2008","middle vocational","Male","2530","0.534093725173864","0.519667327955918","0.548520122391809"
"Never","2008","middle vocational","Female","3073","0.598177845269277","0.584747486095474","0.61160820444308"
"Never","2008","vocational + Abi","Male","198","0.421609325174558","0.375572782424007","0.46764586792511"
"Never","2008","vocational + Abi","Female","304","0.415274961462231","0.377537632305211","0.453012290619251"
"Never","2008","higher vocational","Male","444","0.510362351628666","0.476333480474049","0.544391222783283"
"Never","2008","higher vocational","Female","330","0.548496302073444","0.508031489549977","0.588961114596912"
"Never","2008","higher education","Male","1095","0.456546685921701","0.436154466176497","0.476938905666905"
"Never","2008","higher education","Female","922","0.453905938465241","0.431501653659225","0.476310223271256"
"Very often","2009","in school","Male","","","",""
"Very often","2009","in school","Female","","","",""
"Very often","2009","inadequately","Male","","","",""
"Very often","2009","inadequately","Female","","","",""
"Very often","2009","general elemantary","Male","","","",""
"Very often","2009","general elemantary","Female","","","",""
"Very often","2009","middle vocational","Male","","","",""
"Very often","2009","middle vocational","Female","","","",""
"Very often","2009","vocational + Abi","Male","","","",""
"Very often","2009","vocational + Abi","Female","","","",""
"Very often","2009","higher vocational","Male","","","",""
"Very often","2009","higher vocational","Female","","","",""
"Very often","2009","higher education","Male","","","",""
"Very often","2009","higher education","Female","","","",""
"Often","2009","in school","Male","","","",""
"Often","2009","in school","Female","","","",""
"Often","2009","inadequately","Male","","","",""
"Often","2009","inadequately","Female","","","",""
"Often","2009","general elemantary","Male","","","",""
"Often","2009","general elemantary","Female","","","",""
"Often","2009","middle vocational","Male","","","",""
"Often","2009","middle vocational","Female","","","",""
"Often","2009","vocational + Abi","Male","","","",""
"Often","2009","vocational + Abi","Female","","","",""
"Often","2009","higher vocational","Male","","","",""
"Often","2009","higher vocational","Female","","","",""
"Often","2009","higher education","Male","","","",""
"Often","2009","higher education","Female","","","",""
"Sometimes","2009","in school","Male","","","",""
"Sometimes","2009","in school","Female","","","",""
"Sometimes","2009","inadequately","Male","","","",""
"Sometimes","2009","inadequately","Female","","","",""
"Sometimes","2009","general elemantary","Male","","","",""
"Sometimes","2009","general elemantary","Female","","","",""
"Sometimes","2009","middle vocational","Male","","","",""
"Sometimes","2009","middle vocational","Female","","","",""
"Sometimes","2009","vocational + Abi","Male","","","",""
"Sometimes","2009","vocational + Abi","Female","","","",""
"Sometimes","2009","higher vocational","Male","","","",""
"Sometimes","2009","higher vocational","Female","","","",""
"Sometimes","2009","higher education","Male","","","",""
"Sometimes","2009","higher education","Female","","","",""
"Rarely","2009","in school","Male","","","",""
"Rarely","2009","in school","Female","","","",""
"Rarely","2009","inadequately","Male","","","",""
"Rarely","2009","inadequately","Female","","","",""
"Rarely","2009","general elemantary","Male","","","",""
"Rarely","2009","general elemantary","Female","","","",""
"Rarely","2009","middle vocational","Male","","","",""
"Rarely","2009","middle vocational","Female","","","",""
"Rarely","2009","vocational + Abi","Male","","","",""
"Rarely","2009","vocational + Abi","Female","","","",""
"Rarely","2009","higher vocational","Male","","","",""
"Rarely","2009","higher vocational","Female","","","",""
"Rarely","2009","higher education","Male","","","",""
"Rarely","2009","higher education","Female","","","",""
"Never","2009","in school","Male","","","",""
"Never","2009","in school","Female","","","",""
"Never","2009","inadequately","Male","","","",""
"Never","2009","inadequately","Female","","","",""
"Never","2009","general elemantary","Male","","","",""
"Never","2009","general elemantary","Female","","","",""
"Never","2009","middle vocational","Male","","","",""
"Never","2009","middle vocational","Female","","","",""
"Never","2009","vocational + Abi","Male","","","",""
"Never","2009","vocational + Abi","Female","","","",""
"Never","2009","higher vocational","Male","","","",""
"Never","2009","higher vocational","Female","","","",""
"Never","2009","higher education","Male","","","",""
"Never","2009","higher education","Female","","","",""
"Very often","2010","in school","Male","","","",""
"Very often","2010","in school","Female","","","",""
"Very often","2010","inadequately","Male","","","",""
"Very often","2010","inadequately","Female","","","",""
"Very often","2010","general elemantary","Male","","","",""
"Very often","2010","general elemantary","Female","","","",""
"Very often","2010","middle vocational","Male","","","",""
"Very often","2010","middle vocational","Female","","","",""
"Very often","2010","vocational + Abi","Male","","","",""
"Very often","2010","vocational + Abi","Female","","","",""
"Very often","2010","higher vocational","Male","","","",""
"Very often","2010","higher vocational","Female","","","",""
"Very often","2010","higher education","Male","","","",""
"Very often","2010","higher education","Female","","","",""
"Often","2010","in school","Male","","","",""
"Often","2010","in school","Female","","","",""
"Often","2010","inadequately","Male","","","",""
"Often","2010","inadequately","Female","","","",""
"Often","2010","general elemantary","Male","","","",""
"Often","2010","general elemantary","Female","","","",""
"Often","2010","middle vocational","Male","","","",""
"Often","2010","middle vocational","Female","","","",""
"Often","2010","vocational + Abi","Male","","","",""
"Often","2010","vocational + Abi","Female","","","",""
"Often","2010","higher vocational","Male","","","",""
"Often","2010","higher vocational","Female","","","",""
"Often","2010","higher education","Male","","","",""
"Often","2010","higher education","Female","","","",""
"Sometimes","2010","in school","Male","","","",""
"Sometimes","2010","in school","Female","","","",""
"Sometimes","2010","inadequately","Male","","","",""
"Sometimes","2010","inadequately","Female","","","",""
"Sometimes","2010","general elemantary","Male","","","",""
"Sometimes","2010","general elemantary","Female","","","",""
"Sometimes","2010","middle vocational","Male","","","",""
"Sometimes","2010","middle vocational","Female","","","",""
"Sometimes","2010","vocational + Abi","Male","","","",""
"Sometimes","2010","vocational + Abi","Female","","","",""
"Sometimes","2010","higher vocational","Male","","","",""
"Sometimes","2010","higher vocational","Female","","","",""
"Sometimes","2010","higher education","Male","","","",""
"Sometimes","2010","higher education","Female","","","",""
"Rarely","2010","in school","Male","","","",""
"Rarely","2010","in school","Female","","","",""
"Rarely","2010","inadequately","Male","","","",""
"Rarely","2010","inadequately","Female","","","",""
"Rarely","2010","general elemantary","Male","","","",""
"Rarely","2010","general elemantary","Female","","","",""
"Rarely","2010","middle vocational","Male","","","",""
"Rarely","2010","middle vocational","Female","","","",""
"Rarely","2010","vocational + Abi","Male","","","",""
"Rarely","2010","vocational + Abi","Female","","","",""
"Rarely","2010","higher vocational","Male","","","",""
"Rarely","2010","higher vocational","Female","","","",""
"Rarely","2010","higher education","Male","","","",""
"Rarely","2010","higher education","Female","","","",""
"Never","2010","in school","Male","","","",""
