"pld0044","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","35-65 y.","Other degree","143","0.171475888111547","0.146210897568483","0.196740878654612"
"Sometimes","2003","35-65 y.","no degree/no degree yet","23","","",""
"Sometimes","2003","66 and older","lower secondary degree","87","0.0370185956871906","0.0294490805686451","0.0445881108057361"
"Sometimes","2003","66 and older","secondary school degree","20","","",""
"Sometimes","2003","66 and older","college entrance qualification","39","0.0638005076899005","0.0422923347059845","0.0853086806738165"
"Sometimes","2003","66 and older","Other degree","14","","",""
"Sometimes","2003","66 and older","no degree/no degree yet","7","","",""
"Rarely","2003","16-34 y.","lower secondary degree","410","0.37039831399627","0.342536292153098","0.398260335839443"
"Rarely","2003","16-34 y.","secondary school degree","745","0.391677900761074","0.369832746251998","0.413523055270149"
"Rarely","2003","16-34 y.","college entrance qualification","694","0.395572785578562","0.372232588768293","0.418912982388831"
"Rarely","2003","16-34 y.","Other degree","54","0.249649976878818","0.190831450618603","0.308468503139033"
"Rarely","2003","16-34 y.","no degree/no degree yet","192","0.278352251207816","0.244339232834524","0.312365269581108"
"Rarely","2003","35-65 y.","lower secondary degree","1238","0.283492567300905","0.270070012443977","0.296915122157832"
"Rarely","2003","35-65 y.","secondary school degree","1421","0.354672394029192","0.339840902364403","0.369503885693982"
"Rarely","2003","35-65 y.","college entrance qualification","1283","0.408740302369358","0.391807745682215","0.425672859056501"
"Rarely","2003","35-65 y.","Other degree","215","0.242678856186144","0.213943204923663","0.271414507448624"
"Rarely","2003","35-65 y.","no degree/no degree yet","37","0.209397396015193","0.146548173211558","0.272246618818828"
"Rarely","2003","66 and older","lower secondary degree","401","0.159276799752199","0.144606063240003","0.173947536264395"
"Rarely","2003","66 and older","secondary school degree","124","0.267013588636921","0.228618325657151","0.30540885161669"
"Rarely","2003","66 and older","college entrance qualification","128","0.273871215590148","0.234625949867546","0.313116481312751"
"Rarely","2003","66 and older","Other degree","28","","",""
"Rarely","2003","66 and older","no degree/no degree yet","8","","",""
"Never","2003","16-34 y.","lower secondary degree","412","0.348712523717046","0.321216789401795","0.376208258032296"
"Never","2003","16-34 y.","secondary school degree","637","0.312927915802599","0.292176530458165","0.333679301147034"
"Never","2003","16-34 y.","college entrance qualification","402","0.236952879192004","0.216656153611477","0.257249604772531"
"Never","2003","16-34 y.","Other degree","93","0.417193907157693","0.350182699640171","0.484205114675216"
"Never","2003","16-34 y.","no degree/no degree yet","129","0.221073251508641","0.189581154368098","0.252565348649185"
"Never","2003","35-65 y.","lower secondary degree","2622","0.591134688278048","0.576493128168237","0.605776248387859"
"Never","2003","35-65 y.","secondary school degree","2182","0.536624207110308","0.521165156539809","0.552083257680808"
"Never","2003","35-65 y.","college entrance qualification","1434","0.410791756300956","0.393846234915777","0.427737277686136"
"Never","2003","35-65 y.","Other degree","460","0.533036423217148","0.499594982440972","0.566477863993324"
"Never","2003","35-65 y.","no degree/no degree yet","98","0.617335793616572","0.542259157950846","0.692412429282298"
"Never","2003","66 and older","lower secondary degree","1887","0.795857590682787","0.77969788524933","0.812017296116244"
"Never","2003","66 and older","secondary school degree","364","0.693484493457721","0.653470895390694","0.733498091524748"
"Never","2003","66 and older","college entrance qualification","328","0.661478662831917","0.61983411063164","0.703123215032193"
"Never","2003","66 and older","Other degree","124","0.738972775773644","0.672560162109351","0.805385389437936"
"Never","2003","66 and older","no degree/no degree yet","47","0.867393954867848","0.782974585567728","0.951813324167968"
"Very often","2004","16-34 y.","lower secondary degree","","","",""
"Very often","2004","16-34 y.","secondary school degree","","","",""
"Very often","2004","16-34 y.","college entrance qualification","","","",""
"Very often","2004","16-34 y.","Other degree","","","",""
"Very often","2004","16-34 y.","no degree/no degree yet","","","",""
"Very often","2004","35-65 y.","lower secondary degree","","","",""
"Very often","2004","35-65 y.","secondary school degree","","","",""
"Very often","2004","35-65 y.","college entrance qualification","","","",""
"Very often","2004","35-65 y.","Other degree","","","",""
"Very often","2004","35-65 y.","no degree/no degree yet","","","",""
"Very often","2004","66 and older","lower secondary degree","","","",""
"Very often","2004","66 and older","secondary school degree","","","",""
"Very often","2004","66 and older","college entrance qualification","","","",""
"Very often","2004","66 and older","Other degree","","","",""
"Very often","2004","66 and older","no degree/no degree yet","","","",""
"Often","2004","16-34 y.","lower secondary degree","","","",""
"Often","2004","16-34 y.","secondary school degree","","","",""
"Often","2004","16-34 y.","college entrance qualification","","","",""
"Often","2004","16-34 y.","Other degree","","","",""
"Often","2004","16-34 y.","no degree/no degree yet","","","",""
"Often","2004","35-65 y.","lower secondary degree","","","",""
"Often","2004","35-65 y.","secondary school degree","","","",""
"Often","2004","35-65 y.","college entrance qualification","","","",""
"Often","2004","35-65 y.","Other degree","","","",""
"Often","2004","35-65 y.","no degree/no degree yet","","","",""
"Often","2004","66 and older","lower secondary degree","","","",""
"Often","2004","66 and older","secondary school degree","","","",""
"Often","2004","66 and older","college entrance qualification","","","",""
"Often","2004","66 and older","Other degree","","","",""
"Often","2004","66 and older","no degree/no degree yet","","","",""
"Sometimes","2004","16-34 y.","lower secondary degree","","","",""
"Sometimes","2004","16-34 y.","secondary school degree","","","",""
"Sometimes","2004","16-34 y.","college entrance qualification","","","",""
"Sometimes","2004","16-34 y.","Other degree","","","",""
"Sometimes","2004","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2004","35-65 y.","lower secondary degree","","","",""
"Sometimes","2004","35-65 y.","secondary school degree","","","",""
"Sometimes","2004","35-65 y.","college entrance qualification","","","",""
"Sometimes","2004","35-65 y.","Other degree","","","",""
"Sometimes","2004","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2004","66 and older","lower secondary degree","","","",""
"Sometimes","2004","66 and older","secondary school degree","","","",""
"Sometimes","2004","66 and older","college entrance qualification","","","",""
"Sometimes","2004","66 and older","Other degree","","","",""
"Sometimes","2004","66 and older","no degree/no degree yet","","","",""
"Rarely","2004","16-34 y.","lower secondary degree","","","",""
"Rarely","2004","16-34 y.","secondary school degree","","","",""
"Rarely","2004","16-34 y.","college entrance qualification","","","",""
"Rarely","2004","16-34 y.","Other degree","","","",""
"Rarely","2004","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2004","35-65 y.","lower secondary degree","","","",""
"Rarely","2004","35-65 y.","secondary school degree","","","",""
"Rarely","2004","35-65 y.","college entrance qualification","","","",""
"Rarely","2004","35-65 y.","Other degree","","","",""
"Rarely","2004","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2004","66 and older","lower secondary degree","","","",""
"Rarely","2004","66 and older","secondary school degree","","","",""
"Rarely","2004","66 and older","college entrance qualification","","","",""
"Rarely","2004","66 and older","Other degree","","","",""
"Rarely","2004","66 and older","no degree/no degree yet","","","",""
"Never","2004","16-34 y.","lower secondary degree","","","",""
"Never","2004","16-34 y.","secondary school degree","","","",""
"Never","2004","16-34 y.","college entrance qualification","","","",""
"Never","2004","16-34 y.","Other degree","","","",""
"Never","2004","16-34 y.","no degree/no degree yet","","","",""
"Never","2004","35-65 y.","lower secondary degree","","","",""
"Never","2004","35-65 y.","secondary school degree","","","",""
"Never","2004","35-65 y.","college entrance qualification","","","",""
"Never","2004","35-65 y.","Other degree","","","",""
"Never","2004","35-65 y.","no degree/no degree yet","","","",""
"Never","2004","66 and older","lower secondary degree","","","",""
"Never","2004","66 and older","secondary school degree","","","",""
"Never","2004","66 and older","college entrance qualification","","","",""
"Never","2004","66 and older","Other degree","","","",""
"Never","2004","66 and older","no degree/no degree yet","","","",""
"Very often","2005","16-34 y.","lower secondary degree","","","",""
"Very often","2005","16-34 y.","secondary school degree","","","",""
"Very often","2005","16-34 y.","college entrance qualification","","","",""
"Very often","2005","16-34 y.","Other degree","","","",""
"Very often","2005","16-34 y.","no degree/no degree yet","","","",""
"Very often","2005","35-65 y.","lower secondary degree","","","",""
"Very often","2005","35-65 y.","secondary school degree","","","",""
"Very often","2005","35-65 y.","college entrance qualification","","","",""
"Very often","2005","35-65 y.","Other degree","","","",""
"Very often","2005","35-65 y.","no degree/no degree yet","","","",""
"Very often","2005","66 and older","lower secondary degree","","","",""
"Very often","2005","66 and older","secondary school degree","","","",""
"Very often","2005","66 and older","college entrance qualification","","","",""
"Very often","2005","66 and older","Other degree","","","",""
"Very often","2005","66 and older","no degree/no degree yet","","","",""
"Often","2005","16-34 y.","lower secondary degree","","","",""
"Often","2005","16-34 y.","secondary school degree","","","",""
"Often","2005","16-34 y.","college entrance qualification","","","",""
"Often","2005","16-34 y.","Other degree","","","",""
"Often","2005","16-34 y.","no degree/no degree yet","","","",""
"Often","2005","35-65 y.","lower secondary degree","","","",""
"Often","2005","35-65 y.","secondary school degree","","","",""
"Often","2005","35-65 y.","college entrance qualification","","","",""
"Often","2005","35-65 y.","Other degree","","","",""
"Often","2005","35-65 y.","no degree/no degree yet","","","",""
"Often","2005","66 and older","lower secondary degree","","","",""
"Often","2005","66 and older","secondary school degree","","","",""
"Often","2005","66 and older","college entrance qualification","","","",""
"Often","2005","66 and older","Other degree","","","",""
"Often","2005","66 and older","no degree/no degree yet","","","",""
"Sometimes","2005","16-34 y.","lower secondary degree","","","",""
"Sometimes","2005","16-34 y.","secondary school degree","","","",""
"Sometimes","2005","16-34 y.","college entrance qualification","","","",""
"Sometimes","2005","16-34 y.","Other degree","","","",""
"Sometimes","2005","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2005","35-65 y.","lower secondary degree","","","",""
"Sometimes","2005","35-65 y.","secondary school degree","","","",""
"Sometimes","2005","35-65 y.","college entrance qualification","","","",""
"Sometimes","2005","35-65 y.","Other degree","","","",""
"Sometimes","2005","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2005","66 and older","lower secondary degree","","","",""
"Sometimes","2005","66 and older","secondary school degree","","","",""
"Sometimes","2005","66 and older","college entrance qualification","","","",""
"Sometimes","2005","66 and older","Other degree","","","",""
"Sometimes","2005","66 and older","no degree/no degree yet","","","",""
"Rarely","2005","16-34 y.","lower secondary degree","","","",""
"Rarely","2005","16-34 y.","secondary school degree","","","",""
"Rarely","2005","16-34 y.","college entrance qualification","","","",""
"Rarely","2005","16-34 y.","Other degree","","","",""
"Rarely","2005","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2005","35-65 y.","lower secondary degree","","","",""
"Rarely","2005","35-65 y.","secondary school degree","","","",""
"Rarely","2005","35-65 y.","college entrance qualification","","","",""
"Rarely","2005","35-65 y.","Other degree","","","",""
"Rarely","2005","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2005","66 and older","lower secondary degree","","","",""
"Rarely","2005","66 and older","secondary school degree","","","",""
"Rarely","2005","66 and older","college entrance qualification","","","",""
"Rarely","2005","66 and older","Other degree","","","",""
"Rarely","2005","66 and older","no degree/no degree yet","","","",""
"Never","2005","16-34 y.","lower secondary degree","","","",""
"Never","2005","16-34 y.","secondary school degree","","","",""
"Never","2005","16-34 y.","college entrance qualification","","","",""
"Never","2005","16-34 y.","Other degree","","","",""
"Never","2005","16-34 y.","no degree/no degree yet","","","",""
"Never","2005","35-65 y.","lower secondary degree","","","",""
"Never","2005","35-65 y.","secondary school degree","","","",""
"Never","2005","35-65 y.","college entrance qualification","","","",""
"Never","2005","35-65 y.","Other degree","","","",""
"Never","2005","35-65 y.","no degree/no degree yet","","","",""
"Never","2005","66 and older","lower secondary degree","","","",""
"Never","2005","66 and older","secondary school degree","","","",""
"Never","2005","66 and older","college entrance qualification","","","",""
"Never","2005","66 and older","Other degree","","","",""
"Never","2005","66 and older","no degree/no degree yet","","","",""
"Very often","2006","16-34 y.","lower secondary degree","","","",""
"Very often","2006","16-34 y.","secondary school degree","","","",""
"Very often","2006","16-34 y.","college entrance qualification","","","",""
"Very often","2006","16-34 y.","Other degree","","","",""
"Very often","2006","16-34 y.","no degree/no degree yet","","","",""
"Very often","2006","35-65 y.","lower secondary degree","","","",""
"Very often","2006","35-65 y.","secondary school degree","","","",""
"Very often","2006","35-65 y.","college entrance qualification","","","",""
"Very often","2006","35-65 y.","Other degree","","","",""
"Very often","2006","35-65 y.","no degree/no degree yet","","","",""
"Very often","2006","66 and older","lower secondary degree","","","",""
"Very often","2006","66 and older","secondary school degree","","","",""
"Very often","2006","66 and older","college entrance qualification","","","",""
"Very often","2006","66 and older","Other degree","","","",""
"Very often","2006","66 and older","no degree/no degree yet","","","",""
"Often","2006","16-34 y.","lower secondary degree","","","",""
"Often","2006","16-34 y.","secondary school degree","","","",""
"Often","2006","16-34 y.","college entrance qualification","","","",""
"Often","2006","16-34 y.","Other degree","","","",""
"Often","2006","16-34 y.","no degree/no degree yet","","","",""
"Often","2006","35-65 y.","lower secondary degree","","","",""
"Often","2006","35-65 y.","secondary school degree","","","",""
"Often","2006","35-65 y.","college entrance qualification","","","",""
"Often","2006","35-65 y.","Other degree","","","",""
"Often","2006","35-65 y.","no degree/no degree yet","","","",""
"Often","2006","66 and older","lower secondary degree","","","",""
"Often","2006","66 and older","secondary school degree","","","",""
"Often","2006","66 and older","college entrance qualification","","","",""
"Often","2006","66 and older","Other degree","","","",""
"Often","2006","66 and older","no degree/no degree yet","","","",""
"Sometimes","2006","16-34 y.","lower secondary degree","","","",""
"Sometimes","2006","16-34 y.","secondary school degree","","","",""
"Sometimes","2006","16-34 y.","college entrance qualification","","","",""
"Sometimes","2006","16-34 y.","Other degree","","","",""
"Sometimes","2006","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2006","35-65 y.","lower secondary degree","","","",""
"Sometimes","2006","35-65 y.","secondary school degree","","","",""
"Sometimes","2006","35-65 y.","college entrance qualification","","","",""
"Sometimes","2006","35-65 y.","Other degree","","","",""
"Sometimes","2006","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2006","66 and older","lower secondary degree","","","",""
"Sometimes","2006","66 and older","secondary school degree","","","",""
"Sometimes","2006","66 and older","college entrance qualification","","","",""
"Sometimes","2006","66 and older","Other degree","","","",""
"Sometimes","2006","66 and older","no degree/no degree yet","","","",""
"Rarely","2006","16-34 y.","lower secondary degree","","","",""
"Rarely","2006","16-34 y.","secondary school degree","","","",""
"Rarely","2006","16-34 y.","college entrance qualification","","","",""
"Rarely","2006","16-34 y.","Other degree","","","",""
"Rarely","2006","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2006","35-65 y.","lower secondary degree","","","",""
"Rarely","2006","35-65 y.","secondary school degree","","","",""
"Rarely","2006","35-65 y.","college entrance qualification","","","",""
"Rarely","2006","35-65 y.","Other degree","","","",""
"Rarely","2006","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2006","66 and older","lower secondary degree","","","",""
"Rarely","2006","66 and older","secondary school degree","","","",""
"Rarely","2006","66 and older","college entrance qualification","","","",""
"Rarely","2006","66 and older","Other degree","","","",""
"Rarely","2006","66 and older","no degree/no degree yet","","","",""
"Never","2006","16-34 y.","lower secondary degree","","","",""
"Never","2006","16-34 y.","secondary school degree","","","",""
"Never","2006","16-34 y.","college entrance qualification","","","",""
"Never","2006","16-34 y.","Other degree","","","",""
"Never","2006","16-34 y.","no degree/no degree yet","","","",""
"Never","2006","35-65 y.","lower secondary degree","","","",""
"Never","2006","35-65 y.","secondary school degree","","","",""
"Never","2006","35-65 y.","college entrance qualification","","","",""
"Never","2006","35-65 y.","Other degree","","","",""
"Never","2006","35-65 y.","no degree/no degree yet","","","",""
"Never","2006","66 and older","lower secondary degree","","","",""
"Never","2006","66 and older","secondary school degree","","","",""
"Never","2006","66 and older","college entrance qualification","","","",""
"Never","2006","66 and older","Other degree","","","",""
"Never","2006","66 and older","no degree/no degree yet","","","",""
"Very often","2007","16-34 y.","lower secondary degree","","","",""
"Very often","2007","16-34 y.","secondary school degree","","","",""
"Very often","2007","16-34 y.","college entrance qualification","","","",""
"Very often","2007","16-34 y.","Other degree","","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","","","",""
"Very often","2007","35-65 y.","lower secondary degree","","","",""
"Very often","2007","35-65 y.","secondary school degree","","","",""
"Very often","2007","35-65 y.","college entrance qualification","","","",""
"Very often","2007","35-65 y.","Other degree","","","",""
"Very often","2007","35-65 y.","no degree/no degree yet","","","",""
"Very often","2007","66 and older","lower secondary degree","","","",""
"Very often","2007","66 and older","secondary school degree","","","",""
"Very often","2007","66 and older","college entrance qualification","","","",""
"Very often","2007","66 and older","Other degree","","","",""
"Very often","2007","66 and older","no degree/no degree yet","","","",""
"Often","2007","16-34 y.","lower secondary degree","","","",""
"Often","2007","16-34 y.","secondary school degree","","","",""
"Often","2007","16-34 y.","college entrance qualification","","","",""
"Often","2007","16-34 y.","Other degree","","","",""
"Often","2007","16-34 y.","no degree/no degree yet","","","",""
"Often","2007","35-65 y.","lower secondary degree","","","",""
"Often","2007","35-65 y.","secondary school degree","","","",""
"Often","2007","35-65 y.","college entrance qualification","","","",""
"Often","2007","35-65 y.","Other degree","","","",""
"Often","2007","35-65 y.","no degree/no degree yet","","","",""
"Often","2007","66 and older","lower secondary degree","","","",""
"Often","2007","66 and older","secondary school degree","","","",""
"Often","2007","66 and older","college entrance qualification","","","",""
"Often","2007","66 and older","Other degree","","","",""
"Often","2007","66 and older","no degree/no degree yet","","","",""
"Sometimes","2007","16-34 y.","lower secondary degree","","","",""
"Sometimes","2007","16-34 y.","secondary school degree","","","",""
"Sometimes","2007","16-34 y.","college entrance qualification","","","",""
"Sometimes","2007","16-34 y.","Other degree","","","",""
"Sometimes","2007","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2007","35-65 y.","lower secondary degree","","","",""
"Sometimes","2007","35-65 y.","secondary school degree","","","",""
"Sometimes","2007","35-65 y.","college entrance qualification","","","",""
"Sometimes","2007","35-65 y.","Other degree","","","",""
"Sometimes","2007","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2007","66 and older","lower secondary degree","","","",""
"Sometimes","2007","66 and older","secondary school degree","","","",""
"Sometimes","2007","66 and older","college entrance qualification","","","",""
"Sometimes","2007","66 and older","Other degree","","","",""
"Sometimes","2007","66 and older","no degree/no degree yet","","","",""
"Rarely","2007","16-34 y.","lower secondary degree","","","",""
"Rarely","2007","16-34 y.","secondary school degree","","","",""
"Rarely","2007","16-34 y.","college entrance qualification","","","",""
"Rarely","2007","16-34 y.","Other degree","","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2007","35-65 y.","lower secondary degree","","","",""
"Rarely","2007","35-65 y.","secondary school degree","","","",""
"Rarely","2007","35-65 y.","college entrance qualification","","","",""
"Rarely","2007","35-65 y.","Other degree","","","",""
"Rarely","2007","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2007","66 and older","lower secondary degree","","","",""
"Rarely","2007","66 and older","secondary school degree","","","",""
"Rarely","2007","66 and older","college entrance qualification","","","",""
"Rarely","2007","66 and older","Other degree","","","",""
"Rarely","2007","66 and older","no degree/no degree yet","","","",""
"Never","2007","16-34 y.","lower secondary degree","","","",""
"Never","2007","16-34 y.","secondary school degree","","","",""
"Never","2007","16-34 y.","college entrance qualification","","","",""
"Never","2007","16-34 y.","Other degree","","","",""
"Never","2007","16-34 y.","no degree/no degree yet","","","",""
"Never","2007","35-65 y.","lower secondary degree","","","",""
"Never","2007","35-65 y.","secondary school degree","","","",""
"Never","2007","35-65 y.","college entrance qualification","","","",""
"Never","2007","35-65 y.","Other degree","","","",""
"Never","2007","35-65 y.","no degree/no degree yet","","","",""
"Never","2007","66 and older","lower secondary degree","","","",""
"Never","2007","66 and older","secondary school degree","","","",""
"Never","2007","66 and older","college entrance qualification","","","",""
"Never","2007","66 and older","Other degree","","","",""
"Never","2007","66 and older","no degree/no degree yet","","","",""
"Very often","2008","16-34 y.","lower secondary degree","8","","",""
"Very often","2008","16-34 y.","secondary school degree","7","","",""
"Very often","2008","16-34 y.","college entrance qualification","14","","",""
"Very often","2008","16-34 y.","Other degree","1","","",""
"Very often","2008","16-34 y.","no degree/no degree yet","18","","",""
"Very often","2008","35-65 y.","lower secondary degree","10","","",""
"Very often","2008","35-65 y.","secondary school degree","7","","",""
"Very often","2008","35-65 y.","college entrance qualification","10","","",""
"Very often","2008","35-65 y.","Other degree","1","","",""
"Very often","2008","35-65 y.","no degree/no degree yet","","","",""
"Very often","2008","66 and older","lower secondary degree","6","","",""
"Very often","2008","66 and older","secondary school degree","","","",""
"Very often","2008","66 and older","college entrance qualification","","","",""
"Very often","2008","66 and older","Other degree","1","","",""
"Very often","2008","66 and older","no degree/no degree yet","","","",""
"Often","2008","16-34 y.","lower secondary degree","34","0.0954337175733779","0.0732027712739786","0.117664663872777"
"Often","2008","16-34 y.","secondary school degree","57","0.051709496876302","0.0396535466315094","0.0637654471210947"
"Often","2008","16-34 y.","college entrance qualification","90","0.0575618649485302","0.0455445130340417","0.0695792168630187"
"Often","2008","16-34 y.","Other degree","6","","",""
"Often","2008","16-34 y.","no degree/no degree yet","74","0.167204426673666","0.130217112022422","0.20419174132491"
"Often","2008","35-65 y.","lower secondary degree","39","0.0179754730718715","0.0133408744102302","0.0226100717335129"
"Often","2008","35-65 y.","secondary school degree","28","","",""
"Often","2008","35-65 y.","college entrance qualification","44","0.0158083348960188","0.0113125519658814","0.0203041178261561"
"Often","2008","35-65 y.","Other degree","15","","",""
"Often","2008","35-65 y.","no degree/no degree yet","2","","",""
"Often","2008","66 and older","lower secondary degree","15","","",""
"Often","2008","66 and older","secondary school degree","1","","",""
"Often","2008","66 and older","college entrance qualification","6","","",""
"Often","2008","66 and older","Other degree","2","","",""
"Often","2008","66 and older","no degree/no degree yet","","","",""
"Sometimes","2008","16-34 y.","lower secondary degree","130","0.186871136192739","0.157376867469564","0.216365404915914"
"Sometimes","2008","16-34 y.","secondary school degree","254","0.211953313974563","0.189702716896827","0.234203911052299"
"Sometimes","2008","16-34 y.","college entrance qualification","350","0.242375645643314","0.220265766002955","0.264485525283674"
"Sometimes","2008","16-34 y.","Other degree","17","","",""
"Sometimes","2008","16-34 y.","no degree/no degree yet","129","0.34072277077174","0.293744791745784","0.387700749797696"
"Sometimes","2008","35-65 y.","lower secondary degree","273","0.0899659785348497","0.0799848702237781","0.0999470868459212"
"Sometimes","2008","35-65 y.","secondary school degree","332","0.0961770406172239","0.0867430798540252","0.105611001380423"
"Sometimes","2008","35-65 y.","college entrance qualification","366","0.136338242160367","0.12397013843508","0.148706345885655"
"Sometimes","2008","35-65 y.","Other degree","101","0.169437002179123","0.139884572981614","0.198989431376633"
"Sometimes","2008","35-65 y.","no degree/no degree yet","16","","",""
"Sometimes","2008","66 and older","lower secondary degree","99","0.0396115431284863","0.0321316421053323","0.0470914441516403"
"Sometimes","2008","66 and older","secondary school degree","36","0.0489557058175388","0.0328673709323586","0.0650440407027191"
"Sometimes","2008","66 and older","college entrance qualification","55","0.079282437865248","0.0596428397271351","0.098922036003361"
"Sometimes","2008","66 and older","Other degree","21","","",""
"Sometimes","2008","66 and older","no degree/no degree yet","3","","",""
"Rarely","2008","16-34 y.","lower secondary degree","254","0.358198667346769","0.321920184136154","0.394477150557384"
"Rarely","2008","16-34 y.","secondary school degree","494","0.382008140534272","0.355555241378413","0.40846103969013"
"Rarely","2008","16-34 y.","college entrance qualification","634","0.460446457505808","0.434729370887103","0.486163544124514"
"Rarely","2008","16-34 y.","Other degree","46","0.427480750204729","0.338220024055085","0.516741476354374"
"Rarely","2008","16-34 y.","no degree/no degree yet","105","0.262164059143051","0.218570112141701","0.305758006144401"
"Rarely","2008","35-65 y.","lower secondary degree","915","0.282644235585247","0.266937057683995","0.298351413486499"
"Rarely","2008","35-65 y.","secondary school degree","1230","0.337387453438174","0.322258427488395","0.352516479387954"
"Rarely","2008","35-65 y.","college entrance qualification","1149","0.397004828754159","0.3793697566182","0.414639900890117"
"Rarely","2008","35-65 y.","Other degree","178","0.286694316912871","0.251069704285258","0.322318929540484"
"Rarely","2008","35-65 y.","no degree/no degree yet","13","","",""
"Rarely","2008","66 and older","lower secondary degree","469","0.181312303828982","0.166537072994378","0.196087534663586"
"Rarely","2008","66 and older","secondary school degree","148","0.214541152833201","0.183933777430776","0.245148528235627"
"Rarely","2008","66 and older","college entrance qualification","203","0.27253138553979","0.240164845343532","0.304897925736048"
"Rarely","2008","66 and older","Other degree","46","0.242152083718602","0.183222251074171","0.301081916363032"
"Rarely","2008","66 and older","no degree/no degree yet","9","","",""
"Never","2008","16-34 y.","lower secondary degree","245","0.345196757040564","0.30922384504149","0.381169669039638"
"Never","2008","16-34 y.","secondary school degree","484","0.35183475053581","0.325835679657389","0.377833821414231"
"Never","2008","16-34 y.","college entrance qualification","355","0.224356199726365","0.202832589152307","0.245879810300423"
"Never","2008","16-34 y.","Other degree","48","0.340545718287128","0.255041577802105","0.426049858772151"
"Never","2008","16-34 y.","no degree/no degree yet","65","0.185716292658665","0.147170889920568","0.224261695396762"
"Never","2008","35-65 y.","lower secondary degree","1920","0.606747663493282","0.589708412031159","0.623786914955405"
