"pld0044","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2003","Bremen","in school","1","","","","2"
"Often","2003","Bremen","inadequately","","","","","2"
"Often","2003","Bremen","general elemantary","1","","","","2"
"Often","2003","Bremen","middle vocational","1","","","","2"
"Often","2003","Bremen","vocational + Abi","","","","","2"
"Often","2003","Bremen","higher vocational","1","","","","2"
"Often","2003","Bremen","higher education","","","","","2"
"Often","2003","North Rhine-Westphalia","in school","30","0.163099546164187","0.101900119837627","0.224298972490747","2"
"Often","2003","North Rhine-Westphalia","inadequately","6","","","","2"
"Often","2003","North Rhine-Westphalia","general elemantary","33","0.0571248412726721","0.0383182642029501","0.0759314183423941","2"
"Often","2003","North Rhine-Westphalia","middle vocational","60","0.0262419681940025","0.0196412495095442","0.0328426868784609","2"
"Often","2003","North Rhine-Westphalia","vocational + Abi","8","","","","2"
"Often","2003","North Rhine-Westphalia","higher vocational","7","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"Often","2003","Rhineland-Palatinate,Saarland","higher education","5","","","","2"
"Often","2003","Baden-Württemberg","in school","14","","","","2"
"Often","2003","Baden-Württemberg","inadequately","","","","","2"
"Often","2003","Baden-Württemberg","general elemantary","16","","","","2"
"Often","2003","Baden-Württemberg","middle vocational","23","","","","2"
"Often","2003","Baden-Württemberg","vocational + Abi","3","","","","2"
"Often","2003","Baden-Württemberg","higher vocational","1","","","","2"
"Often","2003","Baden-Württemberg","higher education","9","","","","2"
"Often","2003","Bavaria","in school","15","","","","2"
"Often","2003","Bavaria","inadequately","","","","","2"
"Often","2003","Berlin","middle vocational","12","","","","2"
"Often","2003","Berlin","vocational + Abi","1","","","","2"
"Often","2003","Berlin","higher vocational","4","","","","2"
"Often","2003","Berlin","higher education","6","","","","2"
"Often","2003","Brandenburg","in school","2","","","","2"
"Often","2003","Brandenburg","inadequately","","","","","2"
"Often","2003","Brandenburg","general elemantary","","","","","2"
"Often","2003","Brandenburg","middle vocational","9","","","","2"
"Often","2003","Brandenburg","vocational + Abi","","","","","2"
"Often","2003","Brandenburg","higher vocational","2","","","","2"
"Often","2003","Brandenburg","higher education","2","","","","2"
"Often","2003","Saxony","higher education","3","","","","2"
"Often","2003","Saxony-Anhalt","in school","7","","","","2"
"Often","2003","Saxony-Anhalt","inadequately","","","","","2"
"Often","2003","Saxony-Anhalt","general elemantary","4","","","","2"
"Often","2003","Saxony-Anhalt","middle vocational","4","","","","2"
"Often","2003","Saxony-Anhalt","vocational + Abi","1","","","","2"
"Often","2003","Saxony-Anhalt","higher vocational","","","","","2"
"Often","2003","Saxony-Anhalt","higher education","1","","","","2"
"Often","2003","Thuringia","in school","3","","","","2"
"Often","2003","Thuringia","inadequately","","","","","2"
"Often","2003","Thuringia","general elemantary","3","","","","2"
"Often","2003","Thuringia","middle vocational","4","","","","2"
"Often","2003","Thuringia","vocational + Abi","","","","","2"
"Often","2003","Thuringia","higher vocational","","","","","2"
"Often","2003","Thuringia","higher education","","","","","2"
"Often","2003","Bavaria","general elemantary","24","","","","2"
"Often","2003","Bavaria","middle vocational","31","0.0189337450450103","0.012341566735347","0.0255259233546736","2"
"Often","2003","Bavaria","vocational + Abi","3","","","","2"
"Often","2003","Bavaria","higher vocational","7","","","","2"
"Often","2003","Bavaria","higher education","14","","","","2"
"Often","2003","Berlin","in school","7","","","","2"
"Often","2003","Berlin","inadequately","","","","","2"
"Often","2003","Berlin","general elemantary","3","","","","2"
"Rarely","2003","Schleswig-Holstein","middle vocational","181","0.506715914530833","0.455070987870647","0.558360841191018","4"
"Rarely","2003","Schleswig-Holstein","vocational + Abi","16","","","","4"
"Rarely","2003","Schleswig-Holstein","higher vocational","29","","","","4"
"Rarely","2003","Schleswig-Holstein","higher education","63","0.565810171345643","0.471895941783418","0.659724400907867","4"
"Rarely","2003","Hamburg","in school","1","","","","4"
"Rarely","2003","Schleswig-Holstein","inadequately","2","","","","4"
"Rarely","2003","Schleswig-Holstein","general elemantary","32","0.399697698761318","0.297354830823611","0.502040566699026","4"
"Rarely","2003","North Rhine-Westphalia","vocational + Abi","127","0.337040227261316","0.286795199506849","0.387285255015784","4"
"Rarely","2003","North Rhine-Westphalia","higher vocational","117","0.367480862437296","0.315776277500523","0.419185447374069","4"
"Rarely","2003","North Rhine-Westphalia","higher education","313","0.371896230068926","0.339289784740638","0.404502675397213","4"
"Rarely","2003","Hesse","in school","10","","","","4"
"Rarely","2003","Hesse","inadequately","4","","","","4"
"Rarely","2003","Schleswig-Holstein","in school","4","","","","4"
"Rarely","2003","Hamburg","inadequately","1","","","","4"
"Rarely","2003","Hamburg","general elemantary","10","","","","4"
"Rarely","2003","Hesse","general elemantary","44","0.216090551374669","0.159611961405554","0.272569141343785","4"
"Rarely","2003","Hamburg","middle vocational","59","0.364655616889732","0.284924082058528","0.444387151720935","4"
"Rarely","2003","Hamburg","vocational + Abi","9","","","","4"
"Rarely","2003","Hamburg","higher vocational","10","","","","4"
"Rarely","2003","Hamburg","higher education","35","0.573490416311645","0.461560819644085","0.685420012979205","4"
"Rarely","2003","Lower Saxony","in school","18","","","","4"
"Rarely","2003","Lower Saxony","inadequately","9","","","","4"
"Rarely","2003","Lower Saxony","general elemantary","54","0.147143177257243","0.104888543894364","0.189397810620122","4"
"Rarely","2003","Lower Saxony","middle vocational","295","0.283121758555486","0.255086692867895","0.311156824243077","4"
"Rarely","2003","Lower Saxony","vocational + Abi","50","0.416015782278916","0.327827085152168","0.504204479405665","4"
"Rarely","2003","Lower Saxony","higher vocational","47","0.365937513519726","0.280810963770887","0.451064063268564","4"
"Rarely","2003","Lower Saxony","higher education","101","0.345297713688164","0.291404848034668","0.399190579341661","4"
"Rarely","2003","Bremen","in school","2","","","","4"
"Rarely","2003","Bremen","inadequately","","","","","4"
"Rarely","2003","Bremen","general elemantary","6","","","","4"
"Rarely","2003","Bremen","middle vocational","21","","","","4"
"Rarely","2003","Bremen","vocational + Abi","6","","","","4"
"Rarely","2003","Bremen","higher vocational","1","","","","4"
"Rarely","2003","Bremen","higher education","15","","","","4"
"Rarely","2003","North Rhine-Westphalia","in school","34","0.236137025605195","0.165785446945927","0.306488604264462","4"
"Rarely","2003","North Rhine-Westphalia","inadequately","15","","","","4"
"Rarely","2003","North Rhine-Westphalia","general elemantary","136","0.208507003644029","0.175587443800701","0.241426563487357","4"
"Rarely","2003","North Rhine-Westphalia","middle vocational","668","0.284205662958434","0.265581447472804","0.302829878444064","4"
"Rarely","2003","Berlin","middle vocational","100","0.269674341399447","0.222980301882298","0.316368380916596","4"
"Rarely","2003","Berlin","vocational + Abi","12","","","","4"
"Rarely","2003","Berlin","higher vocational","22","","","","4"
"Rarely","2003","Berlin","higher education","96","0.385521523589069","0.324699874681232","0.446343172496906","4"
"Rarely","2003","Brandenburg","in school","12","","","","4"
"Rarely","2003","Brandenburg","inadequately","","","","","4"
"Rarely","2003","Brandenburg","general elemantary","19","","","","4"
"Rarely","2003","Brandenburg","middle vocational","140","0.289748604589941","0.248337734778851","0.33115947440103","4"
"Rarely","2003","Brandenburg","vocational + Abi","11","","","","4"
"Rarely","2003","Brandenburg","higher vocational","29","","","","4"
"Rarely","2003","Brandenburg","higher education","95","0.380433060924597","0.321306658852633","0.439559462996561","4"
"Rarely","2003","Mecklenburg-Western Pomerania","in school","3","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","inadequately","1","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","general elemantary","12","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","middle vocational","86","0.273408497301619","0.220537448111836","0.326279546491402","4"
"Rarely","2003","Hesse","middle vocational","192","0.254907642927128","0.222507108656571","0.287308177197685","4"
"Rarely","2003","Hesse","vocational + Abi","46","0.354718551563333","0.266894755227375","0.442542347899291","4"
"Rarely","2003","Hesse","higher vocational","33","0.345066800492594","0.250946101312837","0.439187499672351","4"
"Rarely","2003","Hesse","higher education","126","0.378482574718235","0.325589790398913","0.431375359037557","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","in school","13","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","inadequately","4","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","general elemantary","41","0.230489428987018","0.175337985602336","0.2856408723717","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","middle vocational","189","0.29353616138612","0.259258670995174","0.327813651777067","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","vocational + Abi","21","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","higher vocational","27","","","","4"
"Rarely","2003","Rhineland-Palatinate,Saarland","higher education","64","0.441146941472593","0.369208173054018","0.513085709891167","4"
"Rarely","2003","Baden-Württemberg","in school","26","","","","4"
"Rarely","2003","Baden-Württemberg","inadequately","8","","","","4"
"Rarely","2003","Baden-Württemberg","general elemantary","133","0.279303099722836","0.238168791699289","0.320437407746382","4"
"Rarely","2003","Baden-Württemberg","middle vocational","434","0.343115714376752","0.316860352291136","0.369371076462368","4"
"Rarely","2003","Baden-Württemberg","vocational + Abi","50","0.34640364957703","0.268415949826244","0.424391349327816","4"
"Rarely","2003","Baden-Württemberg","higher vocational","95","0.445891381414973","0.37850270296421","0.513280059865737","4"
"Rarely","2003","Baden-Württemberg","higher education","181","0.431867626813893","0.387086062991491","0.476649190636296","4"
"Rarely","2003","Bavaria","in school","14","","","","4"
"Rarely","2003","Bavaria","inadequately","5","","","","4"
"Rarely","2003","Bavaria","general elemantary","95","0.234067483955251","0.192258869325548","0.275876098584954","4"
"Rarely","2003","Bavaria","middle vocational","537","0.300447559703878","0.278272949565368","0.322622169842388","4"
"Rarely","2003","Bavaria","vocational + Abi","52","0.373948098797138","0.295463851544608","0.452432346049669","4"
"Rarely","2003","Bavaria","higher vocational","84","0.297561380198911","0.240545991812145","0.354576768585678","4"
"Rarely","2003","Bavaria","higher education","211","0.310736253323259","0.273265884861845","0.348206621784673","4"
"Rarely","2003","Berlin","in school","7","","","","4"
"Rarely","2003","Berlin","inadequately","","","","","4"
"Rarely","2003","Berlin","general elemantary","25","","","","4"
"Rarely","2003","Saxony-Anhalt","general elemantary","21","","","","4"
"Rarely","2003","Saxony-Anhalt","middle vocational","121","0.250988893442685","0.211323375554193","0.290654411331178","4"
"Rarely","2003","Saxony-Anhalt","vocational + Abi","13","","","","4"
"Rarely","2003","Saxony-Anhalt","higher vocational","25","","","","4"
"Rarely","2003","Saxony-Anhalt","higher education","75","0.341049260014785","0.278968201588001","0.403130318441568","4"
"Rarely","2003","Thuringia","in school","11","","","","4"
"Rarely","2003","Thuringia","inadequately","1","","","","4"
"Rarely","2003","Thuringia","general elemantary","22","","","","4"
"Rarely","2003","Thuringia","middle vocational","165","0.268881532681746","0.232609949733225","0.305153115630267","4"
"Rarely","2003","Thuringia","vocational + Abi","11","","","","4"
"Rarely","2003","Thuringia","higher vocational","21","","","","4"
"Rarely","2003","Thuringia","higher education","68","0.378838348572151","0.307171048684118","0.450505648460184","4"
"Rarely","2003","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","higher vocational","15","","","","4"
"Rarely","2003","Mecklenburg-Western Pomerania","higher education","58","0.38598577105423","0.304761950607326","0.467209591501133","4"
"Rarely","2003","Saxony","in school","15","","","","4"
"Rarely","2003","Saxony","inadequately","","","","","4"
"Rarely","2003","Saxony","general elemantary","29","","","","4"
"Rarely","2003","Saxony","middle vocational","230","0.246223676406154","0.217727474135378","0.27471987867693","4"
"Rarely","2003","Saxony","vocational + Abi","20","","","","4"
"Rarely","2003","Saxony","higher vocational","42","0.277384730860964","0.20158100814218","0.353188453579748","4"
"Rarely","2003","Saxony","higher education","120","0.333567874339124","0.285591082135891","0.381544666542358","4"
"Rarely","2003","Saxony-Anhalt","in school","9","","","","4"
"Rarely","2003","Saxony-Anhalt","inadequately","2","","","","4"
"Sometimes","2003","Schleswig-Holstein","vocational + Abi","7","","","","3"
"Sometimes","2003","Schleswig-Holstein","middle vocational","47","0.118402175374361","0.085027892978742","0.15177645776998","3"
"Sometimes","2003","Schleswig-Holstein","higher vocational","7","","","","3"
"Sometimes","2003","Schleswig-Holstein","higher education","18","","","","3"
"Sometimes","2003","Hamburg","in school","5","","","","3"
"Sometimes","2003","Hamburg","inadequately","1","","","","3"
"Sometimes","2003","Schleswig-Holstein","in school","6","","","","3"
"Sometimes","2003","Schleswig-Holstein","inadequately","","","","","3"
"Sometimes","2003","Schleswig-Holstein","general elemantary","13","","","","3"
"Sometimes","2003","Hamburg","general elemantary","6","","","","3"
"Sometimes","2003","Hamburg","middle vocational","17","","","","3"
"Sometimes","2003","Hamburg","vocational + Abi","3","","","","3"
"Sometimes","2003","Hamburg","higher vocational","4","","","","3"
"Sometimes","2003","Hamburg","higher education","5","","","","3"
"Sometimes","2003","Lower Saxony","in school","19","","","","3"
"Sometimes","2003","Lower Saxony","inadequately","3","","","","3"
"Sometimes","2003","Lower Saxony","general elemantary","39","0.151295958402723","0.108553646663341","0.194038270142105","3"
"Sometimes","2003","Lower Saxony","middle vocational","125","0.12272135924986","0.102302987284151","0.14313973121557","3"
"Sometimes","2003","Lower Saxony","higher vocational","12","","","","3"
"Sometimes","2003","Lower Saxony","higher education","42","0.140736473574694","0.101319886479785","0.180153060669602","3"
"Sometimes","2003","Bremen","in school","2","","","","3"
"Sometimes","2003","Bremen","inadequately","","","","","3"
"Sometimes","2003","Bremen","general elemantary","2","","","","3"
"Sometimes","2003","Lower Saxony","vocational + Abi","18","","","","3"
"Sometimes","2003","North Rhine-Westphalia","higher education","136","0.17881657108009","0.152964172827199","0.204668969332982","3"
"Sometimes","2003","Hesse","in school","9","","","","3"
"Sometimes","2003","Hesse","inadequately","4","","","","3"
"Sometimes","2003","Hesse","general elemantary","20","","","","3"
"Sometimes","2003","Hesse","middle vocational","96","0.141164756056","0.115278230814298","0.167051281297701","3"
"Sometimes","2003","Hesse","vocational + Abi","16","","","","3"
"Sometimes","2003","Hesse","higher vocational","16","","","","3"
"Sometimes","2003","Hesse","higher education","47","0.133586816912003","0.0964853435459917","0.170688290278015","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","in school","11","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","inadequately","3","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","general elemantary","33","0.114945586537227","0.0731764768573169","0.156714696217137","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","middle vocational","80","0.140308125918112","0.114165689111702","0.166450562724523","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","vocational + Abi","10","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","higher vocational","13","","","","3"
"Sometimes","2003","Rhineland-Palatinate,Saarland","higher education","26","","","","3"
"Sometimes","2003","Baden-Württemberg","in school","20","","","","3"
"Sometimes","2003","Baden-Württemberg","inadequately","3","","","","3"
"Sometimes","2003","Baden-Württemberg","general elemantary","49","0.0880740361777847","0.062090770675924","0.114057301679645","3"
"Sometimes","2003","Baden-Württemberg","middle vocational","139","0.094563728361941","0.0783812696043048","0.110746187119577","3"
"Sometimes","2003","Baden-Württemberg","vocational + Abi","26","","","","3"
"Sometimes","2003","Baden-Württemberg","higher vocational","25","","","","3"
"Sometimes","2003","Baden-Württemberg","higher education","66","0.152352417386169","0.119863779710272","0.184841055062066","3"
"Sometimes","2003","Bavaria","in school","22","","","","3"
"Sometimes","2003","Berlin","middle vocational","74","0.199028156436398","0.157018489478619","0.241037823394177","3"
"Sometimes","2003","Berlin","vocational + Abi","12","","","","3"
"Sometimes","2003","Berlin","higher vocational","6","","","","3"
"Sometimes","2003","Berlin","higher education","32","0.132747038155465","0.0903470384786701","0.17514703783226","3"
"Sometimes","2003","Brandenburg","in school","10","","","","3"
"Sometimes","2003","Brandenburg","higher vocational","3","","","","3"
"Sometimes","2003","Brandenburg","higher education","20","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","in school","6","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","general elemantary","6","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","middle vocational","24","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","higher vocational","2","","","","3"
"Sometimes","2003","Mecklenburg-Western Pomerania","higher education","12","","","","3"
