"pld0044","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Couple + C. GT 16 ","higher education","338","0.506508439051744","0.4683947866158","0.544622091487689","5"
"Never","2003","Couple + C. LE and GT 16","in school","42","0.195007614526193","0.144565232255873","0.245449996796512","5"
"Never","2003","1-pers.-HH","higher education","206","0.385092479277668","0.343858179787147","0.426326778768189","5"
"Never","2003","(Married) couple without C. ","inadequately","43","0.600855233525376","0.484457699796451","0.7172527672543","5"
"Never","2003","Single parent ","inadequately","10","","","","5"
"Never","2003","Couple + C. LE 16 ","in school","","","","","5"
"Never","2003","1-pers.-HH","in school","3","","","","5"
"Never","2003","1-pers.-HH","inadequately","19","","","","5"
"Never","2003","1-pers.-HH","general elemantary","311","0.703638376398276","0.66062635190453","0.746650400892023","5"
"Never","2003","Couple + C. LE 16 ","general elemantary","133","0.406051136698415","0.351818876176389","0.460283397220441","5"
"Never","2003","(Married) couple without C. ","higher vocational","335","0.596813804077727","0.556719154165514","0.63690845398994","5"
"Often","2003","(Married) couple without C. ","higher education","24","","","","2"
"Often","2003","Couple + C. LE 16 ","higher vocational","10","","","","2"
"Often","2003","1-pers.-HH","in school","1","","","","2"
"Often","2003","1-pers.-HH","inadequately","","","","","2"
"Often","2003","1-pers.-HH","general elemantary","16","","","","2"
"Often","2003","1-pers.-HH","middle vocational","42","0.0289834852855375","0.0206825843368229","0.037284386234252","2"
"Often","2003","1-pers.-HH","vocational + Abi","7","","","","2"
"Often","2003","1-pers.-HH","higher vocational","2","","","","2"
"Often","2003","1-pers.-HH","higher education","18","","","","2"
"Often","2003","(Married) couple without C. ","in school","","","","","2"
"Often","2003","(Married) couple without C. ","inadequately","3","","","","2"
"Often","2003","(Married) couple without C. ","general elemantary","15","","","","2"
"Often","2003","(Married) couple without C. ","middle vocational","37","0.00891901820848897","0.00593989335497769","0.0118981430620002","2"
"Often","2003","(Married) couple without C. ","vocational + Abi","5","","","","2"
"Often","2003","(Married) couple without C. ","higher vocational","5","","","","2"
"Often","2003","Single parent ","in school","16","","","","2"
"Often","2003","Single parent ","inadequately","1","","","","2"
"Often","2003","Single parent ","general elemantary","11","","","","2"
"Often","2003","Single parent ","middle vocational","13","","","","2"
"Often","2003","Single parent ","vocational + Abi","","","","","2"
"Often","2003","Single parent ","higher vocational","1","","","","2"
"Often","2003","Single parent ","higher education","2","","","","2"
"Often","2003","Couple + C. LE 16 ","in school","","","","","2"
"Often","2003","Couple + C. LE 16 ","inadequately","","","","","2"
"Often","2003","Couple + C. LE 16 ","general elemantary","16","","","","2"
"Often","2003","Couple + C. LE 16 ","middle vocational","35","0.0172229395818066","0.0117678295512805","0.0226780496123327","2"
"Often","2003","Couple + C. LE 16 ","vocational + Abi","8","","","","2"
"Often","2003","Couple + C. LE 16 ","higher education","24","","","","2"
"Often","2003","Couple + C. GT 16 ","in school","55","0.152589006814527","0.111485100622265","0.193692913006788","2"
"Often","2003","Couple + C. GT 16 ","inadequately","2","","","","2"
"Often","2003","Couple + C. GT 16 ","general elemantary","35","0.0661613832284068","0.045098908224395","0.0872238582324186","2"
"Often","2003","Couple + C. GT 16 ","middle vocational","66","0.0334467273684759","0.0254084847152161","0.0414849700217357","2"
"Often","2003","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"Often","2003","Couple + C. GT 16 ","higher vocational","6","","","","2"
"Often","2003","Couple + C. GT 16 ","higher education","12","","","","2"
"Often","2003","Couple + C. LE and GT 16","in school","41","0.12801827804121","0.0854815971259897","0.17055495895643","2"
"Often","2003","Couple + C. LE and GT 16","inadequately","1","","","","2"
"Often","2003","Couple + C. LE and GT 16","general elemantary","31","0.080399715291558","0.0495275733075078","0.111271857275608","2"
"Often","2003","Couple + C. LE and GT 16","middle vocational","28","","","","2"
"Often","2003","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"Often","2003","Couple + C. LE and GT 16","higher vocational","2","","","","2"
"Often","2003","Couple + C. LE and GT 16","higher education","4","","","","2"
"Rarely","2003","(Married) couple without C. ","higher education","567","0.343196031969093","0.320245846620542","0.366146217317644","4"
"Rarely","2003","Couple + C. LE and GT 16","higher vocational","42","0.360231551429748","0.272106791133791","0.448356311725704","4"
"Rarely","2003","Couple + C. LE 16 ","higher education","426","0.432301013841703","0.401809337596845","0.462792690086561","4"
"Rarely","2003","Single parent ","in school","15","","","","4"
"Rarely","2003","Couple + C. GT 16 ","general elemantary","159","0.252003047950293","0.21521353732405","0.288792558576535","4"
"Rarely","2003","Couple + C. GT 16 ","middle vocational","639","0.311303903163275","0.290603562476333","0.332004243850216","4"
"Rarely","2003","Couple + C. GT 16 ","vocational + Abi","67","0.321748222307963","0.25110882282998","0.392387621785946","4"
"Rarely","2003","Couple + C. LE and GT 16","vocational + Abi","22","","","","4"
"Rarely","2003","Couple + C. GT 16 ","in school","83","0.26169307484058","0.211448518948899","0.311937630732262","4"
"Rarely","2003","Couple + C. GT 16 ","inadequately","11","","","","4"
"Rarely","2003","Couple + C. LE and GT 16","general elemantary","96","0.289997895715821","0.238478922339645","0.341516869091998","4"
"Rarely","2003","Couple + C. LE and GT 16","middle vocational","266","0.355722776964243","0.321392285857393","0.390053268071092","4"
"Rarely","2003","Single parent ","inadequately","9","","","","4"
"Rarely","2003","Single parent ","general elemantary","65","0.305331190798951","0.246068879698894","0.364593501899009","4"
"Rarely","2003","Single parent ","middle vocational","176","0.314350945399143","0.275193934021308","0.353507956776979","4"
"Rarely","2003","Single parent ","vocational + Abi","16","","","","4"
"Rarely","2003","Single parent ","higher vocational","24","","","","4"
"Rarely","2003","Couple + C. GT 16 ","higher vocational","86","0.381906999198406","0.319788653456436","0.444025344940375","4"
"Rarely","2003","Single parent ","higher education","44","0.308114830880915","0.225847251639466","0.390382410122365","4"
"Rarely","2003","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2003","Couple + C. LE 16 ","middle vocational","777","0.355016218441682","0.334952063897735","0.375080372985628","4"
"Rarely","2003","Couple + C. LE 16 ","vocational + Abi","139","0.384246221416865","0.332769678046284","0.435722764787447","4"
"Rarely","2003","Couple + C. LE 16 ","higher vocational","177","0.401981087228673","0.356830930751037","0.447131243706308","4"
"Rarely","2003","Couple + C. GT 16 ","higher education","236","0.341208526016102","0.305064936311657","0.377352115720546","4"
"Rarely","2003","Couple + C. LE and GT 16","in school","73","0.334331751628665","0.274270877188945","0.394392626068385","4"
"Rarely","2003","Couple + C. LE and GT 16","inadequately","3","","","","4"
"Rarely","2003","Couple + C. LE 16 ","inadequately","9","","","","4"
"Rarely","2003","Couple + C. LE 16 ","general elemantary","100","0.34579406590631","0.293269941442444","0.398318190370177","4"
"Rarely","2003","1-pers.-HH","in school","","","","","4"
"Rarely","2003","1-pers.-HH","inadequately","3","","","","4"
"Rarely","2003","1-pers.-HH","general elemantary","85","0.196345654602315","0.158930336786903","0.233760972417726","4"
"Rarely","2003","1-pers.-HH","middle vocational","441","0.277809634488349","0.255646248197464","0.299973020779233","4"
"Rarely","2003","1-pers.-HH","vocational + Abi","58","0.349250987213418","0.278415799839197","0.42008617458764","4"
"Rarely","2003","1-pers.-HH","higher vocational","68","0.323996064938137","0.261871362154467","0.386120767721807","4"
"Rarely","2003","1-pers.-HH","higher education","205","0.397800306475198","0.356326488068771","0.439274124881625","4"
"Rarely","2003","(Married) couple without C. ","in school","","","","","4"
"Rarely","2003","(Married) couple without C. ","inadequately","15","","","","4"
"Rarely","2003","(Married) couple without C. ","general elemantary","147","0.184660953172304","0.15734263889911","0.211979267445498","4"
"Rarely","2003","(Married) couple without C. ","middle vocational","1026","0.260182747843496","0.246280754266844","0.274084741420148","4"
"Rarely","2003","(Married) couple without C. ","vocational + Abi","138","0.417129593596694","0.364484894872498","0.469774292320891","4"
"Rarely","2003","(Married) couple without C. ","higher vocational","186","0.308288631456571","0.270543983387439","0.346033279525703","4"
"Rarely","2003","Couple + C. LE and GT 16","higher education","116","0.422932474944801","0.365170269704909","0.480694680184693","4"
"Sometimes","2003","Couple + C. GT 16 ","in school","95","0.353809965569162","0.299153746615603","0.408466184522722","3"
"Sometimes","2003","Couple + C. LE 16 ","higher education","132","0.119025395888566","0.0990943253840235","0.138956466393108","3"
"Sometimes","2003","Single parent ","general elemantary","38","0.188911933079499","0.138542414433818","0.23928145172518","3"
"Sometimes","2003","Single parent ","middle vocational","87","0.188322433643051","0.155346734552622","0.22129813273348","3"
"Sometimes","2003","Single parent ","in school","24","","","","3"
"Sometimes","2003","Single parent ","vocational + Abi","10","","","","3"
"Sometimes","2003","Couple + C. LE 16 ","middle vocational","274","0.139265660296737","0.124748590776965","0.153782729816508","3"
"Sometimes","2003","Couple + C. LE 16 ","vocational + Abi","42","0.153768455681431","0.115593436633156","0.191943474729707","3"
"Sometimes","2003","Couple + C. LE 16 ","higher vocational","53","0.110875658294494","0.0819623127992761","0.139789003789713","3"
"Sometimes","2003","Single parent ","inadequately","5","","","","3"
"Sometimes","2003","Couple + C. GT 16 ","inadequately","9","","","","3"
"Sometimes","2003","Couple + C. GT 16 ","general elemantary","105","0.187129794835925","0.154081179108474","0.220178410563377","3"
"Sometimes","2003","Couple + C. GT 16 ","middle vocational","280","0.134824342789529","0.119555444536867","0.150093241042191","3"
"Sometimes","2003","Single parent ","higher vocational","7","","","","3"
"Sometimes","2003","Single parent ","higher education","23","","","","3"
"Sometimes","2003","Couple + C. LE 16 ","in school","","","","","3"
"Sometimes","2003","Couple + C. LE 16 ","inadequately","8","","","","3"
"Sometimes","2003","Couple + C. LE 16 ","general elemantary","62","0.186566737906352","0.143546690292868","0.229586785519837","3"
"Sometimes","2003","Couple + C. GT 16 ","vocational + Abi","44","0.245144895070121","0.180096486584451","0.310193303555791","3"
"Sometimes","2003","Couple + C. GT 16 ","higher vocational","24","","","","3"
"Sometimes","2003","Couple + C. GT 16 ","higher education","73","0.126057635967181","0.10075455900317","0.151360712931193","3"
"Sometimes","2003","Couple + C. LE and GT 16","in school","72","0.305716254133044","0.247061707564228","0.364370800701859","3"
"Sometimes","2003","Couple + C. LE and GT 16","inadequately","7","","","","3"
"Sometimes","2003","Couple + C. LE and GT 16","general elemantary","60","0.216668837846553","0.169894151083623","0.263443524609483","3"
"Sometimes","2003","Couple + C. LE and GT 16","middle vocational","89","0.119872036966258","0.0965793471956402","0.143164726736875","3"
"Sometimes","2003","Couple + C. LE and GT 16","vocational + Abi","17","","","","3"
"Sometimes","2003","1-pers.-HH","in school","","","","","3"
"Sometimes","2003","1-pers.-HH","inadequately","2","","","","3"
"Sometimes","2003","1-pers.-HH","general elemantary","18","","","","3"
"Sometimes","2003","1-pers.-HH","middle vocational","241","0.14083835913816","0.123626232334728","0.158050485941593","3"
"Sometimes","2003","1-pers.-HH","vocational + Abi","36","0.230004768890661","0.167475132258175","0.292534405523148","3"
"Sometimes","2003","1-pers.-HH","higher vocational","42","0.195222440351526","0.142605857234222","0.247839023468831","3"
"Sometimes","2003","1-pers.-HH","higher education","104","0.186923046983448","0.153888492709379","0.219957601257518","3"
"Sometimes","2003","(Married) couple without C. ","in school","","","","","3"
"Sometimes","2003","(Married) couple without C. ","inadequately","7","","","","3"
"Sometimes","2003","(Married) couple without C. ","general elemantary","60","0.07242220473104","0.0541744984195094","0.0906699110425705","3"
"Sometimes","2003","(Married) couple without C. ","middle vocational","334","0.0817046178893523","0.0730252097714569","0.0903840260072477","3"
"Sometimes","2003","(Married) couple without C. ","vocational + Abi","48","0.157219890419577","0.118356201263642","0.196083579575511","3"
"Sometimes","2003","(Married) couple without C. ","higher vocational","49","0.079760936744777","0.057616755674875","0.101905117814679","3"
"Sometimes","2003","(Married) couple without C. ","higher education","185","0.118996850316245","0.103345433833456","0.134648266799035","3"
"Sometimes","2003","Couple + C. LE and GT 16","higher vocational","8","","","","3"
"Sometimes","2003","Couple + C. LE and GT 16","higher education","36","0.133752173132654","0.093953697901895","0.173550648363413","3"
"Very often","2003","1-pers.-HH","in school","","","","","1"
"Very often","2003","1-pers.-HH","inadequately","","","","","1"
"Very often","2003","1-pers.-HH","general elemantary","3","","","","1"
"Very often","2003","1-pers.-HH","middle vocational","9","","","","1"
"Very often","2003","1-pers.-HH","vocational + Abi","","","","","1"
"Very often","2003","1-pers.-HH","higher vocational","3","","","","1"
"Very often","2003","1-pers.-HH","higher education","2","","","","1"
"Very often","2003","(Married) couple without C. ","in school","","","","","1"
"Very often","2003","(Married) couple without C. ","inadequately","","","","","1"
"Very often","2003","(Married) couple without C. ","general elemantary","1","","","","1"
"Very often","2003","(Married) couple without C. ","middle vocational","12","","","","1"
"Very often","2003","(Married) couple without C. ","vocational + Abi","3","","","","1"
"Very often","2003","(Married) couple without C. ","higher vocational","","","","","1"
"Very often","2003","(Married) couple without C. ","higher education","3","","","","1"
"Very often","2003","Single parent ","in school","2","","","","1"
"Very often","2003","Single parent ","inadequately","","","","","1"
"Very often","2003","Single parent ","general elemantary","2","","","","1"
"Very often","2003","Single parent ","middle vocational","3","","","","1"
"Very often","2003","Single parent ","vocational + Abi","","","","","1"
"Very often","2003","Single parent ","higher vocational","","","","","1"
"Very often","2003","Single parent ","higher education","2","","","","1"
"Very often","2003","Couple + C. LE 16 ","in school","","","","","1"
"Very often","2003","Couple + C. LE 16 ","inadequately","","","","","1"
"Very often","2003","Couple + C. LE 16 ","general elemantary","4","","","","1"
"Very often","2003","Couple + C. LE 16 ","middle vocational","8","","","","1"
"Very often","2003","Couple + C. LE 16 ","vocational + Abi","1","","","","1"
"Very often","2003","Couple + C. LE 16 ","higher vocational","1","","","","1"
"Very often","2003","Couple + C. LE 16 ","higher education","3","","","","1"
"Very often","2003","Couple + C. GT 16 ","in school","13","","","","1"
"Very often","2003","Couple + C. GT 16 ","inadequately","","","","","1"
"Very often","2003","Couple + C. GT 16 ","general elemantary","9","","","","1"
"Very often","2003","Couple + C. GT 16 ","middle vocational","13","","","","1"
"Very often","2003","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"Very often","2003","Couple + C. GT 16 ","higher vocational","","","","","1"
"Very often","2003","Couple + C. GT 16 ","higher education","2","","","","1"
"Very often","2003","Couple + C. LE and GT 16","in school","9","","","","1"
"Very often","2003","Couple + C. LE and GT 16","inadequately","","","","","1"
"Very often","2003","Couple + C. LE and GT 16","general elemantary","8","","","","1"
"Very often","2003","Couple + C. LE and GT 16","middle vocational","5","","","","1"
"Very often","2003","Couple + C. LE and GT 16","vocational + Abi","1","","","","1"
"Very often","2003","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Very often","2003","Couple + C. LE and GT 16","higher education","","","","","1"
"Never","2004","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","2004","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Never","2004","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","2004","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","2004","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","2004","Couple + C. LE 16 ","higher education","","","","","5"
"Never","2004","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","2004","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","2004","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","2004","Couple + C. GT 16 ","higher education","","","","","5"
"Never","2004","Couple + C. LE and GT 16","in school","","","","","5"
"Never","2004","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","2004","Couple + C. GT 16 ","in school","","","","","5"
"Never","2004","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","2004","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","2004","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","2004","1-pers.-HH","in school","","","","","5"
"Never","2004","1-pers.-HH","inadequately","","","","","5"
"Never","2004","1-pers.-HH","general elemantary","","","","","5"
"Never","2004","1-pers.-HH","middle vocational","","","","","5"
"Never","2004","1-pers.-HH","vocational + Abi","","","","","5"
"Never","2004","1-pers.-HH","higher vocational","","","","","5"
"Never","2004","1-pers.-HH","higher education","","","","","5"
"Never","2004","(Married) couple without C. ","in school","","","","","5"
"Never","2004","(Married) couple without C. ","inadequately","","","","","5"
"Never","2004","(Married) couple without C. ","general elemantary","","","","","5"
"Never","2004","(Married) couple without C. ","middle vocational","","","","","5"
"Never","2004","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","2004","(Married) couple without C. ","higher education","","","","","5"
"Never","2004","Single parent ","in school","","","","","5"
"Never","2004","Single parent ","inadequately","","","","","5"
"Never","2004","Single parent ","general elemantary","","","","","5"
"Never","2004","Single parent ","middle vocational","","","","","5"
"Never","2004","Single parent ","vocational + Abi","","","","","5"
"Never","2004","Single parent ","higher vocational","","","","","5"
"Never","2004","Single parent ","higher education","","","","","5"
"Never","2004","Couple + C. LE 16 ","in school","","","","","5"
"Never","2004","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","2004","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","2004","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","2004","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","2004","(Married) couple without C. ","higher vocational","","","","","5"
"Often","2004","(Married) couple without C. ","higher education","","","","","2"
"Often","2004","Couple + C. LE 16 ","higher vocational","","","","","2"
"Often","2004","Couple + C. LE 16 ","general elemantary","","","","","2"
"Often","2004","Couple + C. LE 16 ","middle vocational","","","","","2"
"Often","2004","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Often","2004","Couple + C. LE 16 ","higher education","","","","","2"
"Often","2004","Couple + C. GT 16 ","in school","","","","","2"
"Often","2004","Couple + C. GT 16 ","inadequately","","","","","2"
"Often","2004","Couple + C. GT 16 ","general elemantary","","","","","2"
"Often","2004","Couple + C. GT 16 ","middle vocational","","","","","2"
"Often","2004","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Often","2004","Couple + C. GT 16 ","higher vocational","","","","","2"
"Often","2004","Couple + C. GT 16 ","higher education","","","","","2"
"Often","2004","Couple + C. LE and GT 16","in school","","","","","2"
"Often","2004","Couple + C. LE and GT 16","inadequately","","","","","2"
"Often","2004","1-pers.-HH","in school","","","","","2"
"Often","2004","1-pers.-HH","inadequately","","","","","2"
"Often","2004","1-pers.-HH","general elemantary","","","","","2"
"Often","2004","1-pers.-HH","middle vocational","","","","","2"
"Often","2004","1-pers.-HH","vocational + Abi","","","","","2"
"Often","2004","1-pers.-HH","higher vocational","","","","","2"
"Often","2004","1-pers.-HH","higher education","","","","","2"
"Often","2004","(Married) couple without C. ","in school","","","","","2"
"Often","2004","(Married) couple without C. ","inadequately","","","","","2"
"Often","2004","(Married) couple without C. ","general elemantary","","","","","2"
"Often","2004","(Married) couple without C. ","middle vocational","","","","","2"
"Often","2004","(Married) couple without C. ","vocational + Abi","","","","","2"
"Often","2004","(Married) couple without C. ","higher vocational","","","","","2"
"Often","2004","Single parent ","in school","","","","","2"
"Often","2004","Single parent ","inadequately","","","","","2"
"Often","2004","Single parent ","general elemantary","","","","","2"
"Often","2004","Single parent ","middle vocational","","","","","2"
"Often","2004","Single parent ","vocational + Abi","","","","","2"
"Often","2004","Single parent ","higher vocational","","","","","2"
"Often","2004","Single parent ","higher education","","","","","2"
"Often","2004","Couple + C. LE 16 ","in school","","","","","2"
"Often","2004","Couple + C. LE 16 ","inadequately","","","","","2"
"Often","2004","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Often","2004","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Often","2004","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Often","2004","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Often","2004","Couple + C. LE and GT 16","higher education","","","","","2"
"Rarely","2004","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","higher education","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","in school","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","general elemantary","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","middle vocational","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","higher education","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","in school","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","2004","(Married) couple without C. ","higher education","","","","","4"
"Rarely","2004","Single parent ","in school","","","","","4"
"Rarely","2004","Single parent ","inadequately","","","","","4"
"Rarely","2004","Single parent ","general elemantary","","","","","4"
"Rarely","2004","Single parent ","middle vocational","","","","","4"
"Rarely","2004","Single parent ","vocational + Abi","","","","","4"
"Rarely","2004","Single parent ","higher vocational","","","","","4"
"Rarely","2004","Single parent ","higher education","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","middle vocational","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","higher vocational","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Rarely","2004","Couple + C. GT 16 ","higher vocational","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","2004","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","2004","1-pers.-HH","in school","","","","","4"
"Rarely","2004","1-pers.-HH","inadequately","","","","","4"
"Rarely","2004","1-pers.-HH","general elemantary","","","","","4"
"Rarely","2004","1-pers.-HH","middle vocational","","","","","4"
"Rarely","2004","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","2004","1-pers.-HH","higher vocational","","","","","4"
"Rarely","2004","1-pers.-HH","higher education","","","","","4"
"Rarely","2004","(Married) couple without C. ","in school","","","","","4"
"Rarely","2004","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","2004","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","2004","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","2004","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","2004","(Married) couple without C. ","higher vocational","","","","","4"
"Rarely","2004","Couple + C. LE and GT 16","higher education","","","","","4"
"Sometimes","2004","Couple + C. LE 16 ","higher education","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","in school","","","","","3"
"Sometimes","2004","Single parent ","in school","","","","","3"
"Sometimes","2004","Single parent ","inadequately","","","","","3"
"Sometimes","2004","Single parent ","general elemantary","","","","","3"
"Sometimes","2004","Single parent ","middle vocational","","","","","3"
"Sometimes","2004","Single parent ","vocational + Abi","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","higher vocational","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","higher education","","","","","3"
"Sometimes","2004","Couple + C. LE and GT 16","in school","","","","","3"
"Sometimes","2004","Couple + C. LE and GT 16","inadequately","","","","","3"
"Sometimes","2004","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Sometimes","2004","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Sometimes","2004","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Sometimes","2004","Single parent ","higher vocational","","","","","3"
"Sometimes","2004","Single parent ","higher education","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","in school","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","inadequately","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","general elemantary","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","middle vocational","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Sometimes","2004","Couple + C. LE 16 ","higher vocational","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","inadequately","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","general elemantary","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","middle vocational","","","","","3"
"Sometimes","2004","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Sometimes","2004","1-pers.-HH","in school","","","","","3"
"Sometimes","2004","1-pers.-HH","inadequately","","","","","3"
"Sometimes","2004","1-pers.-HH","general elemantary","","","","","3"
"Sometimes","2004","1-pers.-HH","middle vocational","","","","","3"
"Sometimes","2004","1-pers.-HH","vocational + Abi","","","","","3"
"Sometimes","2004","1-pers.-HH","higher vocational","","","","","3"
"Sometimes","2004","1-pers.-HH","higher education","","","","","3"
"Sometimes","2004","(Married) couple without C. ","in school","","","","","3"
"Sometimes","2004","(Married) couple without C. ","inadequately","","","","","3"
