"pld0044","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2013","Not Employed","direct migration background","216","0.221742131568014","0.195185680701708","0.24829858243432","4"
"Rarely","2013","Not Employed","indirect migration background","109","0.40451248499327","0.349965570166101","0.459059399820439","4"
"Rarely","2013","Employed","no migration background","4992","0.367107157116624","0.359166251879322","0.375048062353925","4"
"Rarely","2013","Employed","indirect migration background","309","0.377547770338535","0.345390443660278","0.409705097016791","4"
"Rarely","2013","Employed","direct migration background","532","0.325424084063417","0.303204065405173","0.34764410272166","4"
"Sometimes","2013","Not Employed","no migration background","691","0.080907228627337","0.0747398379446582","0.0870746193100157","3"
"Sometimes","2013","Not Employed","direct migration background","137","0.105528037268399","0.0858875860670253","0.125168488469773","3"
"Sometimes","2013","Not Employed","indirect migration background","62","0.195381015462207","0.151314956078065","0.23944707484635","3"
"Sometimes","2013","Employed","no migration background","1823","0.139220618554394","0.133517581377093","0.144923655731695","3"
"Sometimes","2013","Employed","direct migration background","331","0.207121453182074","0.18790292903779","0.226339977326359","3"
"Sometimes","2013","Employed","indirect migration background","178","0.198345444343793","0.171894223798512","0.224796664889075","3"
"Very often","2013","Not Employed","no migration background","31","0.00258497891827979","0.0014365752329722","0.00373338260358737","1"
"Very often","2013","Not Employed","direct migration background","1","","","","1"
"Very often","2013","Not Employed","indirect migration background","3","","","","1"
"Very often","2013","Employed","no migration background","38","0.00227891944065127","0.00149336270603973","0.00306447617526281","1"
"Very often","2013","Employed","direct migration background","15","","","","1"
"Very often","2013","Employed","indirect migration background","10","","","","1"
"Never","2014","Not Employed","direct migration background","","","","","5"
"Never","2014","Not Employed","indirect migration background","","","","","5"
"Never","2014","Employed","direct migration background","","","","","5"
"Never","2014","Employed","indirect migration background","","","","","5"
"Never","2014","Not Employed","no migration background","","","","","5"
"Never","2014","Employed","no migration background","","","","","5"
"Often","2014","Not Employed","no migration background","","","","","2"
"Often","2014","Not Employed","direct migration background","","","","","2"
"Often","2014","Not Employed","indirect migration background","","","","","2"
"Often","2014","Employed","no migration background","","","","","2"
"Often","2014","Employed","direct migration background","","","","","2"
"Often","2014","Employed","indirect migration background","","","","","2"
"Rarely","2014","Not Employed","no migration background","","","","","4"
"Rarely","2014","Not Employed","direct migration background","","","","","4"
"Rarely","2014","Not Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","no migration background","","","","","4"
"Rarely","2014","Employed","indirect migration background","","","","","4"
"Rarely","2014","Employed","direct migration background","","","","","4"
"Sometimes","2014","Not Employed","no migration background","","","","","3"
"Sometimes","2014","Not Employed","direct migration background","","","","","3"
"Sometimes","2014","Not Employed","indirect migration background","","","","","3"
"Sometimes","2014","Employed","no migration background","","","","","3"
"Sometimes","2014","Employed","direct migration background","","","","","3"
"Sometimes","2014","Employed","indirect migration background","","","","","3"
"Very often","2014","Not Employed","no migration background","","","","","1"
"Very often","2014","Not Employed","direct migration background","","","","","1"
"Very often","2014","Not Employed","indirect migration background","","","","","1"
"Very often","2014","Employed","direct migration background","","","","","1"
"Very often","2014","Employed","no migration background","","","","","1"
"Very often","2014","Employed","indirect migration background","","","","","1"
"Never","2015","Not Employed","no migration background","","","","","5"
"Never","2015","Not Employed","direct migration background","","","","","5"
"Never","2015","Not Employed","indirect migration background","","","","","5"
"Never","2015","Employed","no migration background","","","","","5"
"Never","2015","Employed","direct migration background","","","","","5"
"Never","2015","Employed","indirect migration background","","","","","5"
"Often","2015","Not Employed","no migration background","","","","","2"
"Often","2015","Not Employed","indirect migration background","","","","","2"
"Often","2015","Not Employed","direct migration background","","","","","2"
"Often","2015","Employed","direct migration background","","","","","2"
"Often","2015","Employed","no migration background","","","","","2"
"Often","2015","Employed","indirect migration background","","","","","2"
"Rarely","2015","Not Employed","no migration background","","","","","4"
"Rarely","2015","Not Employed","indirect migration background","","","","","4"
"Rarely","2015","Not Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","direct migration background","","","","","4"
"Rarely","2015","Employed","no migration background","","","","","4"
"Rarely","2015","Employed","indirect migration background","","","","","4"
"Sometimes","2015","Not Employed","no migration background","","","","","3"
"Sometimes","2015","Not Employed","direct migration background","","","","","3"
"Sometimes","2015","Not Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","direct migration background","","","","","3"
"Sometimes","2015","Employed","indirect migration background","","","","","3"
"Sometimes","2015","Employed","no migration background","","","","","3"
"Very often","2015","Not Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","direct migration background","","","","","1"
"Very often","2015","Employed","no migration background","","","","","1"
"Very often","2015","Not Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","indirect migration background","","","","","1"
"Very often","2015","Employed","direct migration background","","","","","1"
"Never","2016","Not Employed","no migration background","","","","","5"
"Never","2016","Not Employed","direct migration background","","","","","5"
"Never","2016","Not Employed","indirect migration background","","","","","5"
"Never","2016","Employed","no migration background","","","","","5"
"Never","2016","Employed","direct migration background","","","","","5"
"Never","2016","Employed","indirect migration background","","","","","5"
"Often","2016","Not Employed","no migration background","","","","","2"
"Often","2016","Not Employed","direct migration background","","","","","2"
"Often","2016","Not Employed","indirect migration background","","","","","2"
"Often","2016","Employed","no migration background","","","","","2"
"Often","2016","Employed","indirect migration background","","","","","2"
"Often","2016","Employed","direct migration background","","","","","2"
"Rarely","2016","Not Employed","no migration background","","","","","4"
"Rarely","2016","Not Employed","indirect migration background","","","","","4"
"Rarely","2016","Not Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","no migration background","","","","","4"
"Rarely","2016","Employed","direct migration background","","","","","4"
"Rarely","2016","Employed","indirect migration background","","","","","4"
"Sometimes","2016","Not Employed","direct migration background","","","","","3"
"Sometimes","2016","Employed","direct migration background","","","","","3"
"Sometimes","2016","Not Employed","no migration background","","","","","3"
"Sometimes","2016","Not Employed","indirect migration background","","","","","3"
"Sometimes","2016","Employed","no migration background","","","","","3"
"Sometimes","2016","Employed","indirect migration background","","","","","3"
"Very often","2016","Not Employed","no migration background","","","","","1"
"Very often","2016","Not Employed","direct migration background","","","","","1"
"Very often","2016","Not Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","direct migration background","","","","","1"
"Very often","2016","Employed","indirect migration background","","","","","1"
"Very often","2016","Employed","no migration background","","","","","1"
"Never","2017","Not Employed","no migration background","","","","","5"
"Never","2017","Not Employed","direct migration background","","","","","5"
"Never","2017","Not Employed","indirect migration background","","","","","5"
"Never","2017","Employed","direct migration background","","","","","5"
"Never","2017","Employed","indirect migration background","","","","","5"
"Never","2017","Employed","no migration background","","","","","5"
"Often","2017","Not Employed","no migration background","","","","","2"
"Often","2017","Not Employed","indirect migration background","","","","","2"
"Often","2017","Not Employed","direct migration background","","","","","2"
"Often","2017","Employed","direct migration background","","","","","2"
"Often","2017","Employed","no migration background","","","","","2"
"Often","2017","Employed","indirect migration background","","","","","2"
"Rarely","2017","Not Employed","no migration background","","","","","4"
"Rarely","2017","Not Employed","direct migration background","","","","","4"
"Rarely","2017","Not Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","no migration background","","","","","4"
"Rarely","2017","Employed","indirect migration background","","","","","4"
"Rarely","2017","Employed","direct migration background","","","","","4"
"Sometimes","2017","Not Employed","no migration background","","","","","3"
"Sometimes","2017","Not Employed","indirect migration background","","","","","3"
"Sometimes","2017","Employed","no migration background","","","","","3"
"Sometimes","2017","Employed","indirect migration background","","","","","3"
"Sometimes","2017","Not Employed","direct migration background","","","","","3"
"Sometimes","2017","Employed","direct migration background","","","","","3"
"Very often","2017","Not Employed","no migration background","","","","","1"
"Very often","2017","Not Employed","direct migration background","","","","","1"
"Very often","2017","Not Employed","indirect migration background","","","","","1"
"Very often","2017","Employed","no migration background","","","","","1"
"Very often","2017","Employed","direct migration background","","","","","1"
"Very often","2017","Employed","indirect migration background","","","","","1"
"Never","2018","Not Employed","no migration background","3899","0.629580431064833","0.61783963907332","0.641321223056347","5"
"Never","2018","Not Employed","direct migration background","758","0.566704114941208","0.540201998970788","0.593206230911628","5"
"Never","2018","Not Employed","indirect migration background","131","0.30400261364714","0.259037310305351","0.34896791698893","5"
"Never","2018","Employed","no migration background","5265","0.384311634542476","0.375969724716066","0.392653544368886","5"
"Never","2018","Employed","direct migration background","1204","0.385032453875964","0.367825172812215","0.402239734939713","5"
"Never","2018","Employed","indirect migration background","389","0.279659599563204","0.255335992933143","0.303983206193264","5"
"Often","2018","Not Employed","no migration background","198","0.0232492371343976","0.0195855274231009","0.0269129468456944","2"
"Often","2018","Not Employed","indirect migration background","39","0.117905519007482","0.0863801859078257","0.149430852107139","2"
"Often","2018","Not Employed","direct migration background","65","0.035380315877317","0.0255000416719011","0.0452605900827329","2"
