"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","indirect migration background","Female","7.26","8","674","5","6","9","10","7.1","7.42","7","8"
"2012","indirect migration background","Male","7.41","8","553","4","6","9","10","7.24","7.58","8","8"
"2012","no migration background","Female","6.45","7","12207","3","5","8","9","6.41","6.49","7","7"
"2012","no migration background","Male","6.61","7","10169","3","5","8","9","6.57","6.65","7","7"
"2013","direct migration background","Female","6.77","7","3524","3","5","9","10","6.69","6.85","7","8"
"2013","direct migration background","Male","7.02","8","2881","4","5","9","10","6.94","7.1","8","8"
"2013","indirect migration background","Female","7.45","8","1113","4","7","9","10","7.33","7.57","8","8"
"2013","indirect migration background","Male","7.72","8","1021","5","7","9","10","7.6","7.84","8","8"
"2013","no migration background","Female","6.42","7","12060","3","5","8","9","6.38","6.46","7","7"
"2013","no migration background","Male","6.58","7","10123","3","5","8","9","6.54","6.62","7","7"
"2014","direct migration background","Female","6.64","7","2800","3","5","8","10","6.56","6.72","7","7"
"2014","direct migration background","Male","6.96","7","2331","4","5","8","10","6.87","7.05","7","8"
"2014","indirect migration background","Female","7.27","8","958","4","6","9","10","7.14","7.4","8","8"
"2014","indirect migration background","Male","7.54","8","837","5","7","9","10","7.4","7.68","8","8"
"2014","no migration background","Female","6.39","7","10951","3","5","8","9","6.35","6.43","7","7"
"2014","no migration background","Male","6.63","7","9311","3","5","8","9","6.59","6.67","7","7"
"2015","direct migration background","Female","6.7","7","2374","3","5","8","9","6.61","6.79","7","8"
"2015","direct migration background","Male","6.81","7","1943","3","5","8","10","6.71","6.91","7","8"
"2015","indirect migration background","Female","7.26","8","877","4","6","9","10","7.12","7.4","8","8"
"2015","indirect migration background","Male","7.69","8","751","5","7","9","10","7.55","7.83","8","8"
"2015","no migration background","Female","6.41","7","10383","3","5","8","9","6.37","6.45","7","7"
"2015","no migration background","Male","6.62","7","8802","3","5","8","9","6.58","6.66","7","7"
"2016","direct migration background","Female","6.78","7","4315","4","5","8","9","6.71","6.85","8","8"
"2016","direct migration background","Male","7.06","8","4928","4","6","9","10","6.99","7.13","8","8"
"2016","indirect migration background","Female","7.24","8","840","5","6","9","10","7.09","7.39","7","8"
"2016","indirect migration background","Male","7.52","8","708","5","7","9","10","7.37","7.67","8","8"
"2016","no migration background","Female","6.39","7","9692","3","5","8","9","6.35","6.43","7","7"
"2016","no migration background","Male","6.61","7","8228","3","5","8","9","6.56","6.66","7","7"
"2017","direct migration background","Female","6.64","7","4731","3","5","8","9","6.57","6.71","7","8"
"2017","direct migration background","Male","6.97","7","5400","4","6","9","10","6.91","7.03","8","8"
"2017","indirect migration background","Female","7.37","8","911","5","6","9","10","7.23","7.51","7","8"
"2017","indirect migration background","Male","7.39","8","778","5","6","9","10","7.25","7.53","8","8"
"2017","no migration background","Female","6.37","7","10855","3","5","8","9","6.33","6.41","7","7"
"2017","no migration background","Male","6.58","7","9444","3","5","8","9","6.54","6.62","7","7"
"2018","direct migration background","Female","6.55","7","4139","3","5","8","9","6.48","6.62","7","8"
"2018","direct migration background","Male","6.86","7","4571","4","5","8","10","6.79","6.93","8","8"
"2018","indirect migration background","Female","7.06","8","932","4","6","9","10","6.91","7.21","7","8"
"2018","indirect migration background","Male","7.67","8","768","5","7","9","10","7.53","7.81","8","8"
"2018","no migration background","Female","6.36","7","10508","3","5","8","9","6.32","6.4","7","7"
"2018","no migration background","Male","6.55","7","9095","3","5","8","9","6.51","6.59","7","7"
"2019","direct migration background","Female","6.69","7","3639","4","5","8","9","6.61","6.77","7","8"
"2019","direct migration background","Male","7.11","8","4068","4","6","9","10","7.04","7.18","8","8"
"2019","indirect migration background","Female","7.21","8","907","4","6","9","10","7.06","7.36","8","8"
"2019","indirect migration background","Male","7.49","8","803","5","7","9","10","7.35","7.63","8","8"
"2019","no migration background","Female","6.44","7","10484","3","5","8","9","6.4","6.48","7","7"
"2019","no migration background","Male","6.64","7","9800","3","5","8","9","6.6","6.68","7","7"
