"plh0183","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","1990","Saxony-Anhalt","Female","","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","Male","1","","","","1"
"1 on Scale 1 to 10","1990","Thuringia","Female","1","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","1"
"1 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","1"
"1 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","1"
"10 Completely satisfied","1990","Saxony-Anhalt","Female","71","0.182540055801583","0.145943641406374","0.219136470196792","10"
"10 Completely satisfied","1990","Saxony-Anhalt","Male","74","0.216465964454129","0.175003775207933","0.257928153700325","10"
"10 Completely satisfied","1990","Thuringia","Male","49","0.135841405383333","0.0998956025871991","0.171787208179466","10"
"10 Completely satisfied","1990","Saxony","Female","86","0.126352586469305","0.101809909714876","0.150895263223734","10"
"10 Completely satisfied","1990","Saxony","Male","74","0.123926968105024","0.098094782612065","0.149759153597983","10"
"10 Completely satisfied","1990","Thuringia","Female","62","0.156272985036553","0.120235147851049","0.192310822222057","10"
"10 Completely satisfied","1990","Brandenburg","Female","59","0.15643293106044","0.119666086651835","0.193199775469044","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","Male","37","0.165827949570528","0.119256288151288","0.212399610989769","10"
"10 Completely satisfied","1990","Mecklenburg-Western Pomerania","Female","45","0.183248623425481","0.136223849640272","0.230273397210689","10"
"10 Completely satisfied","1990","Hamburg","Female","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","Male","","","","","10"
"10 Completely satisfied","1990","Lower Saxony","Female","","","","","10"
"10 Completely satisfied","1990","Bremen","Male","","","","","10"
"10 Completely satisfied","1990","Bremen","Female","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","Male","","","","","10"
"10 Completely satisfied","1990","North Rhine-Westphalia","Female","","","","","10"
"10 Completely satisfied","1990","Hesse","Male","","","","","10"
"10 Completely satisfied","1990","Hesse","Female","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","Male","","","","","10"
"10 Completely satisfied","1990","Rhineland-Palatinate,Saarland","Female","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","Male","","","","","10"
"10 Completely satisfied","1990","Baden-Württemberg","Female","","","","","10"
"10 Completely satisfied","1990","Bavaria","Male","","","","","10"
"10 Completely satisfied","1990","Bavaria","Female","","","","","10"
"10 Completely satisfied","1990","Berlin","Male","12","","","","10"
"10 Completely satisfied","1990","Berlin","Female","16","","","","10"
"10 Completely satisfied","1990","Brandenburg","Male","47","0.131639928713258","0.0965681554335713","0.166711701992945","10"
"10 Completely satisfied","1990","Schleswig-Holstein","Male","","","","","10"
"10 Completely satisfied","1990","Schleswig-Holstein","Female","","","","","10"
"10 Completely satisfied","1990","Hamburg","Male","","","","","10"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","Male","5","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","Male","1","","","","2"
"2 on Scale 1 to 10","1990","Thuringia","Female","4","","","","2"
"2 on Scale 1 to 10","1990","Saxony","Female","10","","","","2"
"2 on Scale 1 to 10","1990","Saxony-Anhalt","Female","5","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","Male","","","","","2"
"2 on Scale 1 to 10","1990","Bremen","Female","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","2"
"2 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","Male","","","","","2"
"2 on Scale 1 to 10","1990","Hesse","Female","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","2"
"2 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","Female","5","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","2","","","","2"
"2 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","1","","","","2"
"2 on Scale 1 to 10","1990","Saxony","Male","8","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","Female","","","","","2"
"2 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","2"
"2 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","Male","","","","","2"
"2 on Scale 1 to 10","1990","Bavaria","Female","","","","","2"
"2 on Scale 1 to 10","1990","Berlin","Male","3","","","","2"
"2 on Scale 1 to 10","1990","Berlin","Female","4","","","","2"
"2 on Scale 1 to 10","1990","Brandenburg","Male","5","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","2"
"2 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","2"
"2 on Scale 1 to 10","1990","Hamburg","Male","","","","","2"
"3 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","3"
"3 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","3"
"3 on Scale 1 to 10","1990","Bavaria","Male","","","","","3"
"3 on Scale 1 to 10","1990","Brandenburg","Female","14","","","","3"
"3 on Scale 1 to 10","1990","Saxony","Male","10","","","","3"
"3 on Scale 1 to 10","1990","Saxony","Female","18","","","","3"
"3 on Scale 1 to 10","1990","Saxony-Anhalt","Male","9","","","","3"
"3 on Scale 1 to 10","1990","Saxony-Anhalt","Female","11","","","","3"
"3 on Scale 1 to 10","1990","Thuringia","Male","6","","","","3"
"3 on Scale 1 to 10","1990","Thuringia","Female","9","","","","3"
"3 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","3"
"3 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","3"
"3 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","4","","","","3"
"3 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","3"
"3 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","3"
"3 on Scale 1 to 10","1990","Hamburg","Male","","","","","3"
"3 on Scale 1 to 10","1990","Hamburg","Female","","","","","3"
"3 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","3"
"3 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","3"
"3 on Scale 1 to 10","1990","Bremen","Male","","","","","3"
"3 on Scale 1 to 10","1990","Bremen","Female","","","","","3"
"3 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","3"
"3 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","3"
"3 on Scale 1 to 10","1990","Hesse","Male","","","","","3"
"3 on Scale 1 to 10","1990","Hesse","Female","","","","","3"
"3 on Scale 1 to 10","1990","Bavaria","Female","","","","","3"
"3 on Scale 1 to 10","1990","Berlin","Male","6","","","","3"
"3 on Scale 1 to 10","1990","Berlin","Female","8","","","","3"
"3 on Scale 1 to 10","1990","Brandenburg","Male","16","","","","3"
"3 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","3","","","","3"
"4 on Scale 1 to 10","1990","Thuringia","Male","9","","","","4"
"4 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","4"
"4 on Scale 1 to 10","1990","Thuringia","Female","7","","","","4"
"4 on Scale 1 to 10","1990","Saxony","Male","8","","","","4"
"4 on Scale 1 to 10","1990","Bremen","Female","","","","","4"
"4 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","7","","","","4"
"4 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","7","","","","4"
"4 on Scale 1 to 10","1990","Hamburg","Male","","","","","4"
"4 on Scale 1 to 10","1990","Brandenburg","Female","9","","","","4"
"4 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","4"
"4 on Scale 1 to 10","1990","Hesse","Male","","","","","4"
"4 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","4"
"4 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","4"
"4 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","4"
"4 on Scale 1 to 10","1990","Bavaria","Male","","","","","4"
"4 on Scale 1 to 10","1990","Bavaria","Female","","","","","4"
"4 on Scale 1 to 10","1990","Berlin","Male","1","","","","4"
"4 on Scale 1 to 10","1990","Brandenburg","Male","7","","","","4"
"4 on Scale 1 to 10","1990","Saxony-Anhalt","Male","9","","","","4"
"4 on Scale 1 to 10","1990","Saxony-Anhalt","Female","12","","","","4"
"4 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","4"
"4 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","4"
"4 on Scale 1 to 10","1990","Hamburg","Female","","","","","4"
"4 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","4"
"4 on Scale 1 to 10","1990","Bremen","Male","","","","","4"
"4 on Scale 1 to 10","1990","Berlin","Female","4","","","","4"
"4 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","4"
"4 on Scale 1 to 10","1990","Hesse","Female","","","","","4"
"4 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","4"
"4 on Scale 1 to 10","1990","Saxony","Female","15","","","","4"
"5 on Scale 1 to 10","1990","Hesse","Female","","","","","5"
"5 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","5"
"5 on Scale 1 to 10","1990","Bremen","Female","","","","","5"
"5 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","5"
"5 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","5"
"5 on Scale 1 to 10","1990","Hesse","Male","","","","","5"
"5 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","5"
"5 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","5"
"5 on Scale 1 to 10","1990","Brandenburg","Female","37","0.099513761413236","0.0692158585935042","0.129811664232968","5"
"5 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","31","0.12060733300179","0.0798276988032405","0.161386967200339","5"
"5 on Scale 1 to 10","1990","Saxony-Anhalt","Female","66","0.162660061431424","0.12769634610064","0.197623776762208","5"
"5 on Scale 1 to 10","1990","Thuringia","Male","33","0.100180358950083","0.068680805031103","0.131679912869063","5"
"5 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","24","","","","5"
"5 on Scale 1 to 10","1990","Saxony","Male","68","0.112831516403718","0.0880272522681907","0.137635780539245","5"
"5 on Scale 1 to 10","1990","Saxony","Female","77","0.119887960517317","0.0958930834895346","0.1438828375451","5"
"5 on Scale 1 to 10","1990","Saxony-Anhalt","Male","50","0.143739406574912","0.108419512815949","0.179059300333875","5"
"5 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","5"
"5 on Scale 1 to 10","1990","Hamburg","Male","","","","","5"
"5 on Scale 1 to 10","1990","Hamburg","Female","","","","","5"
"5 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","5"
"5 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","5"
"5 on Scale 1 to 10","1990","Bremen","Male","","","","","5"
"5 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","5"
"5 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","5"
"5 on Scale 1 to 10","1990","Bavaria","Male","","","","","5"
"5 on Scale 1 to 10","1990","Bavaria","Female","","","","","5"
"5 on Scale 1 to 10","1990","Berlin","Male","19","","","","5"
"5 on Scale 1 to 10","1990","Berlin","Female","20","","","","5"
"5 on Scale 1 to 10","1990","Brandenburg","Male","42","0.116559140324378","0.0832720456151142","0.149846235033642","5"
"5 on Scale 1 to 10","1990","Thuringia","Female","47","0.119156203992092","0.0870030509948396","0.151309356989344","5"
"6 on Scale 1 to 10","1990","Saxony-Anhalt","Female","32","0.0810731322458089","0.0552145233588107","0.106931741132807","6"
"6 on Scale 1 to 10","1990","Saxony-Anhalt","Male","28","","","","6"
"6 on Scale 1 to 10","1990","Thuringia","Female","23","","","","6"
"6 on Scale 1 to 10","1990","Thuringia","Male","16","","","","6"
"6 on Scale 1 to 10","1990","Brandenburg","Female","35","0.0960154166160727","0.066197077158747","0.125833756073398","6"
"6 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","17","","","","6"
"6 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","18","","","","6"
"6 on Scale 1 to 10","1990","Saxony","Male","50","0.0875419937944271","0.0653843925588465","0.109699595030008","6"
"6 on Scale 1 to 10","1990","Saxony","Female","37","0.0485833383110749","0.0327018640739932","0.0644648125481567","6"
"6 on Scale 1 to 10","1990","Hesse","Female","","","","","6"
"6 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","6"
"6 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","6"
"6 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","6"
"6 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","6"
"6 on Scale 1 to 10","1990","Hamburg","Female","","","","","6"
"6 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","6"
"6 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","6"
"6 on Scale 1 to 10","1990","Bremen","Male","","","","","6"
"6 on Scale 1 to 10","1990","Bremen","Female","","","","","6"
"6 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","6"
"6 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","6"
"6 on Scale 1 to 10","1990","Hesse","Male","","","","","6"
"6 on Scale 1 to 10","1990","Bavaria","Male","","","","","6"
"6 on Scale 1 to 10","1990","Bavaria","Female","","","","","6"
"6 on Scale 1 to 10","1990","Berlin","Male","8","","","","6"
"6 on Scale 1 to 10","1990","Berlin","Female","14","","","","6"
"6 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","6"
"6 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","6"
"6 on Scale 1 to 10","1990","Hamburg","Male","","","","","6"
"6 on Scale 1 to 10","1990","Brandenburg","Male","28","","","","6"
"7 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","7"
"7 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","45","0.189617158472426","0.141969084248115","0.237265232696737","7"
"7 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","7"
"7 on Scale 1 to 10","1990","Hesse","Male","","","","","7"
"7 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","7"
"7 on Scale 1 to 10","1990","Bavaria","Male","","","","","7"
"7 on Scale 1 to 10","1990","Brandenburg","Female","60","0.15974931239452","0.122667889195276","0.196830735593765","7"
"7 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","34","0.138274229881684","0.0950507017472712","0.181497758016098","7"
"7 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","7"
"7 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","7"
"7 on Scale 1 to 10","1990","Hamburg","Male","","","","","7"
"7 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","7"
"7 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","7"
"7 on Scale 1 to 10","1990","Saxony","Male","86","0.128427142294386","0.102197743249559","0.154656541339214","7"
"7 on Scale 1 to 10","1990","Hesse","Female","","","","","7"
"7 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","7"
"7 on Scale 1 to 10","1990","Hamburg","Female","","","","","7"
"7 on Scale 1 to 10","1990","Bremen","Male","","","","","7"
"7 on Scale 1 to 10","1990","Bremen","Female","","","","","7"
"7 on Scale 1 to 10","1990","Saxony-Anhalt","Female","48","0.102014161824524","0.0733399702058151","0.130688353443233","7"
"7 on Scale 1 to 10","1990","Thuringia","Male","45","0.129105072634343","0.0939255524982669","0.164284592770419","7"
"7 on Scale 1 to 10","1990","Thuringia","Female","43","0.116979363364528","0.0850819225016957","0.148876804227361","7"
"7 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","7"
"7 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","7"
"7 on Scale 1 to 10","1990","Saxony","Female","107","0.160233698681002","0.133136904550237","0.187330492811767","7"
"7 on Scale 1 to 10","1990","Saxony-Anhalt","Male","42","0.104154408106439","0.0734016626062944","0.134907153606584","7"
"7 on Scale 1 to 10","1990","Bavaria","Female","","","","","7"
"7 on Scale 1 to 10","1990","Berlin","Male","25","","","","7"
"7 on Scale 1 to 10","1990","Berlin","Female","27","","","","7"
"7 on Scale 1 to 10","1990","Brandenburg","Male","42","0.117379756040064","0.0839912085395414","0.150768303540587","7"
"8 on Scale 1 to 10","1990","Bremen","Male","","","","","8"
"8 on Scale 1 to 10","1990","Bremen","Female","","","","","8"
"8 on Scale 1 to 10","1990","Brandenburg","Female","87","0.222242293291602","0.18016304492846","0.264321541654744","8"
"8 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","59","0.252500825947143","0.198100461533503","0.306901190360783","8"
"8 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","69","0.252938032580544","0.200099980483104","0.305776084677984","8"
"8 on Scale 1 to 10","1990","Saxony","Male","197","0.310317902641759","0.274048869827847","0.346586935455671","8"
"8 on Scale 1 to 10","1990","Saxony","Female","218","0.294133515787241","0.260474973817018","0.327792057757464","8"
"8 on Scale 1 to 10","1990","Saxony-Anhalt","Male","98","0.232978945254303","0.190420038222288","0.275537852286319","8"
"8 on Scale 1 to 10","1990","Saxony-Anhalt","Female","108","0.23984547396355","0.199393202492257","0.280297745434844","8"
"8 on Scale 1 to 10","1990","Thuringia","Male","114","0.321413078609499","0.272416033181471","0.370410124037527","8"
"8 on Scale 1 to 10","1990","Hamburg","Female","","","","","8"
"8 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","8"
"8 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","8"
"8 on Scale 1 to 10","1990","Hesse","Male","","","","","8"
"8 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","8"
"8 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","8"
"8 on Scale 1 to 10","1990","Hesse","Female","","","","","8"
"8 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","8"
"8 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","8"
"8 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","8"
"8 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","8"
"8 on Scale 1 to 10","1990","Bavaria","Male","","","","","8"
"8 on Scale 1 to 10","1990","Bavaria","Female","","","","","8"
"8 on Scale 1 to 10","1990","Berlin","Male","36","0.259605744809988","0.185922743699556","0.33328874592042","8"
"8 on Scale 1 to 10","1990","Berlin","Female","44","0.253516643208457","0.185898563751492","0.321134722665422","8"
"8 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","8"
"8 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","8"
"8 on Scale 1 to 10","1990","Hamburg","Male","","","","","8"
"8 on Scale 1 to 10","1990","Brandenburg","Male","102","0.275182997812014","0.228855486819678","0.32151050880435","8"
"8 on Scale 1 to 10","1990","Thuringia","Female","117","0.288985346129564","0.243997730715037","0.333972961544091","8"
"9 on Scale 1 to 10","1990","Saxony","Male","120","0.180711874772697","0.150545733665958","0.210878015879435","9"
"9 on Scale 1 to 10","1990","Saxony-Anhalt","Male","63","0.153601562089556","0.117300968323731","0.189902155855381","9"
"9 on Scale 1 to 10","1990","Saxony-Anhalt","Female","72","0.150134102785708","0.116293266708341","0.183974938863076","9"
"9 on Scale 1 to 10","1990","Saxony","Female","132","0.179926134027581","0.151551166591768","0.208301101463393","9"
"9 on Scale 1 to 10","1990","Brandenburg","Female","64","0.178465412471722","0.139710887905351","0.217219937038093","9"
"9 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Male","51","0.187844266355857","0.138935841303442","0.236752691408272","9"
"9 on Scale 1 to 10","1990","Mecklenburg-Western Pomerania","Female","42","0.146800161231325","0.103782176045336","0.189818146417313","9"
"9 on Scale 1 to 10","1990","Thuringia","Male","73","0.202677610739926","0.160502595783049","0.244852625696802","9"
"9 on Scale 1 to 10","1990","Thuringia","Female","75","0.190168733637685","0.151220962008812","0.229116505266559","9"
"9 on Scale 1 to 10","1990","Hamburg","Female","","","","","9"
"9 on Scale 1 to 10","1990","Lower Saxony","Male","","","","","9"
"9 on Scale 1 to 10","1990","Lower Saxony","Female","","","","","9"
"9 on Scale 1 to 10","1990","Bremen","Male","","","","","9"
"9 on Scale 1 to 10","1990","Bremen","Female","","","","","9"
"9 on Scale 1 to 10","1990","North Rhine-Westphalia","Male","","","","","9"
"9 on Scale 1 to 10","1990","North Rhine-Westphalia","Female","","","","","9"
"9 on Scale 1 to 10","1990","Hesse","Male","","","","","9"
"9 on Scale 1 to 10","1990","Bavaria","Male","","","","","9"
"9 on Scale 1 to 10","1990","Bavaria","Female","","","","","9"
"9 on Scale 1 to 10","1990","Berlin","Male","24","","","","9"
"9 on Scale 1 to 10","1990","Berlin","Female","17","","","","9"
"9 on Scale 1 to 10","1990","Brandenburg","Male","63","0.17465065072383","0.135266816599485","0.214034484848175","9"
"9 on Scale 1 to 10","1990","Hamburg","Male","","","","","9"
"9 on Scale 1 to 10","1990","Schleswig-Holstein","Male","","","","","9"
"9 on Scale 1 to 10","1990","Schleswig-Holstein","Female","","","","","9"
"9 on Scale 1 to 10","1990","Baden-Württemberg","Male","","","","","9"
"9 on Scale 1 to 10","1990","Baden-Württemberg","Female","","","","","9"
"9 on Scale 1 to 10","1990","Hesse","Female","","","","","9"
"9 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Male","","","","","9"
"9 on Scale 1 to 10","1990","Rhineland-Palatinate,Saarland","Female","","","","","9"
"0 Completely dissatisfied","1991","Schleswig-Holstein","Male","","","","","0"
"0 Completely dissatisfied","1991","Schleswig-Holstein","Female","1","","","","0"
"0 Completely dissatisfied","1991","Hamburg","Male","1","","","","0"
"0 Completely dissatisfied","1991","Hamburg","Female","1","","","","0"
"0 Completely dissatisfied","1991","Lower Saxony","Male","1","","","","0"
"0 Completely dissatisfied","1991","Lower Saxony","Female","2","","","","0"
"0 Completely dissatisfied","1991","Bremen","Male","","","","","0"
"0 Completely dissatisfied","1991","Bremen","Female","3","","","","0"
"0 Completely dissatisfied","1991","North Rhine-Westphalia","Male","1","","","","0"
"0 Completely dissatisfied","1991","North Rhine-Westphalia","Female","3","","","","0"
"0 Completely dissatisfied","1991","Hesse","Male","","","","","0"
"0 Completely dissatisfied","1991","Hesse","Female","1","","","","0"
"0 Completely dissatisfied","1991","Rhineland-Palatinate,Saarland","Male","1","","","","0"
"0 Completely dissatisfied","1991","Rhineland-Palatinate,Saarland","Female","2","","","","0"
"0 Completely dissatisfied","1991","Baden-Württemberg","Male","2","","","","0"
"0 Completely dissatisfied","1991","Baden-Württemberg","Female","4","","","","0"
"0 Completely dissatisfied","1991","Bavaria","Male","6","","","","0"
"0 Completely dissatisfied","1991","Bavaria","Female","2","","","","0"
"0 Completely dissatisfied","1991","Berlin","Male","1","","","","0"
"0 Completely dissatisfied","1991","Berlin","Female","6","","","","0"
"0 Completely dissatisfied","1991","Brandenburg","Male","3","","","","0"
"0 Completely dissatisfied","1991","Brandenburg","Female","1","","","","0"
"0 Completely dissatisfied","1991","Mecklenburg-Western Pomerania","Male","4","","","","0"
"0 Completely dissatisfied","1991","Mecklenburg-Western Pomerania","Female","1","","","","0"
"0 Completely dissatisfied","1991","Saxony","Male","","","","","0"
"0 Completely dissatisfied","1991","Saxony","Female","2","","","","0"
"0 Completely dissatisfied","1991","Saxony-Anhalt","Male","1","","","","0"
