"plh0183","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","1990","35-65 y.","Male","127","0.110959843150007","0.0925901535064945","0.129329532793519","7"
"7 on Scale 1 to 10","1990","35-65 y.","Female","158","0.14217941723836","0.122168280647597","0.162190553829123","7"
"7 on Scale 1 to 10","1990","66 and older","Male","16","","","","7"
"7 on Scale 1 to 10","1990","66 and older","Female","43","0.152892786335688","0.111037375542234","0.194748197129142","7"
"8 on Scale 1 to 10","1990","16-34 y.","Female","270","0.305435366752371","0.274687821279694","0.336182912225047","8"
"8 on Scale 1 to 10","1990","35-65 y.","Female","307","0.257768889543035","0.232705489425348","0.282832289660722","8"
"8 on Scale 1 to 10","1990","16-34 y.","Male","241","0.296338983308066","0.2652166983192","0.327461268296931","8"
"8 on Scale 1 to 10","1990","35-65 y.","Male","333","0.2876551409105","0.261179929903615","0.314130351917385","8"
"8 on Scale 1 to 10","1990","66 and older","Male","32","0.197825073606426","0.132072350397037","0.263577796815815","8"
"8 on Scale 1 to 10","1990","66 and older","Female","66","0.211934229665037","0.164403913194007","0.259464546136067","8"
"9 on Scale 1 to 10","1990","16-34 y.","Male","173","0.200188413835645","0.172916937372903","0.227459890298387","9"
"9 on Scale 1 to 10","1990","16-34 y.","Female","171","0.205249188662843","0.178287277549119","0.232211099776567","9"
"9 on Scale 1 to 10","1990","35-65 y.","Male","206","0.178486955281977","0.156091046731832","0.200882863832121","9"
"9 on Scale 1 to 10","1990","35-65 y.","Female","201","0.163328403755303","0.142146571142214","0.184510236368392","9"
"9 on Scale 1 to 10","1990","66 and older","Male","15","","","","9"
"9 on Scale 1 to 10","1990","66 and older","Female","30","0.111059553404866","0.0745166360393226","0.147602470770408","9"
"0 Completely dissatisfied","1991","16-34 y.","Male","8","","","","0"
"0 Completely dissatisfied","1991","16-34 y.","Female","5","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","Male","9","","","","0"
"0 Completely dissatisfied","1991","35-65 y.","Female","16","","","","0"
"0 Completely dissatisfied","1991","66 and older","Male","5","","","","0"
"0 Completely dissatisfied","1991","66 and older","Female","13","","","","0"
"1 on Scale 1 to 10","1991","35-65 y.","Male","11","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1991","16-34 y.","Female","3","","","","1"
"1 on Scale 1 to 10","1991","35-65 y.","Female","18","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Male","5","","","","1"
"1 on Scale 1 to 10","1991","66 and older","Female","10","","","","1"
"10 Completely satisfied","1991","16-34 y.","Male","244","0.0834770498795178","0.0727643603095443","0.0941897394494913","10"
"10 Completely satisfied","1991","16-34 y.","Female","226","0.086752108213488","0.0757428237689189","0.0977613926580572","10"
"10 Completely satisfied","1991","35-65 y.","Female","241","0.0684564952176263","0.0600079223761133","0.0769050680591394","10"
"10 Completely satisfied","1991","35-65 y.","Male","252","0.0696730153936994","0.061176289533942","0.0781697412534569","10"
"10 Completely satisfied","1991","66 and older","Male","60","0.103973678088473","0.0778894909956263","0.13005786518132","10"
"10 Completely satisfied","1991","66 and older","Female","94","0.0982192815122423","0.0784205631670034","0.118017999857481","10"
"2 on Scale 1 to 10","1991","16-34 y.","Male","17","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Male","31","0.00824606427270238","0.0052280115801241","0.0112641169652807","2"
"2 on Scale 1 to 10","1991","16-34 y.","Female","18","","","","2"
"2 on Scale 1 to 10","1991","35-65 y.","Female","39","0.013345654517691","0.00950657677430662","0.0171847322610753","2"
"2 on Scale 1 to 10","1991","66 and older","Male","15","","","","2"
"2 on Scale 1 to 10","1991","66 and older","Female","21","","","","2"
"3 on Scale 1 to 10","1991","16-34 y.","Male","29","","","","3"
"3 on Scale 1 to 10","1991","16-34 y.","Female","26","","","","3"
"3 on Scale 1 to 10","1991","35-65 y.","Male","79","0.0227572626599187","0.0177803189291847","0.0277342063906526","3"
"3 on Scale 1 to 10","1991","35-65 y.","Female","93","0.027511580631302","0.022039223375629","0.032983937886975","3"
"3 on Scale 1 to 10","1991","66 and older","Male","23","","","","3"
"3 on Scale 1 to 10","1991","66 and older","Female","38","0.04736788656507","0.0332362375879793","0.0614995355421607","3"
"4 on Scale 1 to 10","1991","16-34 y.","Female","39","0.0147058799285966","0.00999769852037136","0.0194140613368218","4"
"4 on Scale 1 to 10","1991","35-65 y.","Male","144","0.0434944028788779","0.0366873058964544","0.0503014998613014","4"
"4 on Scale 1 to 10","1991","35-65 y.","Female","116","0.0334572163448624","0.0274409106502736","0.0394735220394512","4"
"4 on Scale 1 to 10","1991","66 and older","Male","22","","","","4"
"4 on Scale 1 to 10","1991","16-34 y.","Male","51","0.0207740968792502","0.015250196665478","0.0262979970930225","4"
"4 on Scale 1 to 10","1991","66 and older","Female","42","0.0552013535674968","0.0400087318953829","0.0703939752396107","4"
"5 on Scale 1 to 10","1991","16-34 y.","Male","155","0.0562095948973797","0.0472891542414671","0.0651300355532923","5"
"5 on Scale 1 to 10","1991","16-34 y.","Female","178","0.069425117823152","0.0594834623097546","0.0793667733365494","5"
"5 on Scale 1 to 10","1991","35-65 y.","Male","389","0.125410912773557","0.114358141437511","0.136463684109603","5"
"5 on Scale 1 to 10","1991","35-65 y.","Female","417","0.127783400261412","0.11661415453897","0.138952645983853","5"
"5 on Scale 1 to 10","1991","66 and older","Male","79","0.148000968457269","0.117654577533806","0.178347359380733","5"
"5 on Scale 1 to 10","1991","66 and older","Female","139","0.174105077695873","0.148878615700702","0.199331539691044","5"
"6 on Scale 1 to 10","1991","35-65 y.","Female","335","0.0941540386611038","0.0843834415778228","0.103924635744385","6"
"6 on Scale 1 to 10","1991","66 and older","Male","58","0.119742376797223","0.0919974199600372","0.147487333634409","6"
"6 on Scale 1 to 10","1991","66 and older","Female","112","0.133700341893877","0.11105970921182","0.156340974575934","6"
"6 on Scale 1 to 10","1991","35-65 y.","Male","353","0.105631134885434","0.0953732976712703","0.115888972099599","6"
"6 on Scale 1 to 10","1991","16-34 y.","Male","190","0.0697799165915517","0.0599125473360608","0.0796472858470426","6"
"6 on Scale 1 to 10","1991","16-34 y.","Female","189","0.0736601250055985","0.0634430603914743","0.0838771896197226","6"
"7 on Scale 1 to 10","1991","35-65 y.","Male","687","0.191034857340069","0.177915193500005","0.204154521180133","7"
"7 on Scale 1 to 10","1991","16-34 y.","Male","402","0.165145322516662","0.150764561043473","0.17952608398985","7"
"7 on Scale 1 to 10","1991","16-34 y.","Female","416","0.164856252112266","0.150343223118142","0.179369281106391","7"
"7 on Scale 1 to 10","1991","35-65 y.","Female","651","0.190659124848641","0.177516897180692","0.203801352516591","7"
"7 on Scale 1 to 10","1991","66 and older","Male","81","0.151193713237729","0.120579269036292","0.181808157439167","7"
"7 on Scale 1 to 10","1991","66 and older","Female","137","0.160495786867266","0.136076583789286","0.184914989945245","7"
"8 on Scale 1 to 10","1991","16-34 y.","Male","851","0.350098536800761","0.331624482874761","0.368572590726761","8"
"8 on Scale 1 to 10","1991","16-34 y.","Female","854","0.348782065496958","0.330141246754261","0.367422884239654","8"
"8 on Scale 1 to 10","1991","35-65 y.","Male","1015","0.29166552426218","0.276496304872228","0.306834743652133","8"
"8 on Scale 1 to 10","1991","35-65 y.","Female","1041","0.304473172906762","0.289077243509676","0.319869102303848","8"
"8 on Scale 1 to 10","1991","66 and older","Female","182","0.206103536552401","0.179193586971559","0.233013486133243","8"
"8 on Scale 1 to 10","1991","66 and older","Male","119","0.237172919661496","0.200823220579633","0.273522618743358","8"
"9 on Scale 1 to 10","1991","16-34 y.","Male","607","0.228719915965158","0.21245314500436","0.244986686925957","9"
"9 on Scale 1 to 10","1991","66 and older","Male","59","0.101461540892506","0.0756582985667608","0.12726478321825","9"
"9 on Scale 1 to 10","1991","16-34 y.","Female","557","0.223442101247826","0.207149360057538","0.239734842438115","9"
"9 on Scale 1 to 10","1991","35-65 y.","Male","479","0.137116627926131","0.125637137610295","0.148596118241967","9"
"9 on Scale 1 to 10","1991","35-65 y.","Female","465","0.125716691477747","0.114625019522631","0.136808363432864","9"
"9 on Scale 1 to 10","1991","66 and older","Female","80","0.0691428595975496","0.0522655423432408","0.0860201768518585","9"
"0 Completely dissatisfied","1992","16-34 y.","Male","6","","","","0"
"0 Completely dissatisfied","1992","16-34 y.","Female","10","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Male","15","","","","0"
"0 Completely dissatisfied","1992","35-65 y.","Female","24","","","","0"
"0 Completely dissatisfied","1992","66 and older","Male","6","","","","0"
"0 Completely dissatisfied","1992","66 and older","Female","11","","","","0"
"1 on Scale 1 to 10","1992","16-34 y.","Male","8","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Male","23","","","","1"
"1 on Scale 1 to 10","1992","35-65 y.","Female","20","","","","1"
"1 on Scale 1 to 10","1992","16-34 y.","Female","6","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Male","9","","","","1"
"1 on Scale 1 to 10","1992","66 and older","Female","13","","","","1"
"10 Completely satisfied","1992","16-34 y.","Male","205","0.0803114319082436","0.0695761576154682","0.091046706201019","10"
"10 Completely satisfied","1992","16-34 y.","Female","224","0.0860407737683678","0.0749773110252666","0.097104236511469","10"
"10 Completely satisfied","1992","35-65 y.","Male","175","0.0537865793093326","0.0461811934085926","0.0613919652100727","10"
"10 Completely satisfied","1992","35-65 y.","Female","200","0.061757992265381","0.0536786701627736","0.0698373143679884","10"
"10 Completely satisfied","1992","66 and older","Male","39","0.0666517344051178","0.0454573959774891","0.0878460728327465","10"
"10 Completely satisfied","1992","66 and older","Female","65","0.0678839428308379","0.0511109815661055","0.0846569040955703","10"
"2 on Scale 1 to 10","1992","16-34 y.","Male","16","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","Male","46","0.0145875520674864","0.0105456110427434","0.0186294930922294","2"
"2 on Scale 1 to 10","1992","16-34 y.","Female","18","","","","2"
"2 on Scale 1 to 10","1992","35-65 y.","Female","47","0.0205472712547751","0.0157858158741323","0.0253087266354179","2"
"2 on Scale 1 to 10","1992","66 and older","Male","13","","","","2"
"2 on Scale 1 to 10","1992","66 and older","Female","26","","","","2"
"3 on Scale 1 to 10","1992","16-34 y.","Female","24","","","","3"
"3 on Scale 1 to 10","1992","16-34 y.","Male","33","0.0132033891139531","0.00869459294331115","0.0177121852845951","3"
"3 on Scale 1 to 10","1992","35-65 y.","Male","132","0.0407697561641415","0.0341029131385997","0.0474365991896833","3"
"3 on Scale 1 to 10","1992","35-65 y.","Female","114","0.0339710452209931","0.0278908093375252","0.0400512811044611","3"
"3 on Scale 1 to 10","1992","66 and older","Male","25","","","","3"
"3 on Scale 1 to 10","1992","66 and older","Female","44","0.0547015598151139","0.0395388946147867","0.069864225015441","3"
"4 on Scale 1 to 10","1992","35-65 y.","Male","155","0.0472717383013525","0.0401173080945903","0.0544261685081147","4"
"4 on Scale 1 to 10","1992","35-65 y.","Female","160","0.0503729318818618","0.0430320868055723","0.0577137769581512","4"
"4 on Scale 1 to 10","1992","66 and older","Male","26","","","","4"
"4 on Scale 1 to 10","1992","16-34 y.","Male","66","0.0321752286972481","0.0252047395593881","0.0391457178351081","4"
"4 on Scale 1 to 10","1992","16-34 y.","Female","60","0.0228019560659427","0.016912802758405","0.0286911093734803","4"
"4 on Scale 1 to 10","1992","66 and older","Female","65","0.0833632763807864","0.064931073854498","0.101795478907075","4"
"5 on Scale 1 to 10","1992","16-34 y.","Female","184","0.0679334734197366","0.0580059509367562","0.0778609959027169","5"
"5 on Scale 1 to 10","1992","16-34 y.","Male","178","0.0640474638839706","0.0543762286192469","0.0737186991486943","5"
"5 on Scale 1 to 10","1992","35-65 y.","Male","399","0.122984595077694","0.11191278290482","0.134056407250569","5"
"5 on Scale 1 to 10","1992","35-65 y.","Female","453","0.13773915602127","0.126172203771763","0.149306108270778","5"
"5 on Scale 1 to 10","1992","66 and older","Male","91","0.182594491685417","0.149765700546983","0.21542328282385","5"
"5 on Scale 1 to 10","1992","66 and older","Female","138","0.176048893149941","0.150653286600696","0.201444499699186","5"
"6 on Scale 1 to 10","1992","35-65 y.","Male","412","0.119606236095698","0.108666543171646","0.130545929019751","6"
"6 on Scale 1 to 10","1992","16-34 y.","Male","204","0.0827308432810747","0.071849407894812","0.0936122786673374","6"
"6 on Scale 1 to 10","1992","66 and older","Female","120","0.143450640147191","0.120077413923629","0.166823866370754","6"
"6 on Scale 1 to 10","1992","16-34 y.","Female","193","0.0744776662298791","0.0641195210291929","0.0848358114305652","6"
"6 on Scale 1 to 10","1992","35-65 y.","Female","434","0.118889705916316","0.108026496156228","0.129752915676404","6"
"6 on Scale 1 to 10","1992","66 and older","Male","75","0.146024558513737","0.116017189670296","0.176031927357179","6"
"7 on Scale 1 to 10","1992","16-34 y.","Female","427","0.175493382253158","0.160486068638068","0.190500695868248","7"
"7 on Scale 1 to 10","1992","35-65 y.","Female","646","0.185054393686336","0.172020177700328","0.198088609672345","7"
"7 on Scale 1 to 10","1992","16-34 y.","Male","428","0.17298343086367","0.158042989573364","0.187923872153975","7"
"7 on Scale 1 to 10","1992","35-65 y.","Male","658","0.181368262131819","0.168378096886647","0.194358427376992","7"
"7 on Scale 1 to 10","1992","66 and older","Male","99","0.179349361733551","0.14674908036627","0.211949643100831","7"
"7 on Scale 1 to 10","1992","66 and older","Female","131","0.134007285414768","0.111292295733067","0.156722275096469","7"
"8 on Scale 1 to 10","1992","16-34 y.","Female","804","0.329781162748945","0.311233177117044","0.348329148380845","8"
"8 on Scale 1 to 10","1992","16-34 y.","Male","797","0.32148331211439","0.303034706344866","0.339931917883915","8"
"8 on Scale 1 to 10","1992","35-65 y.","Male","935","0.276490985821884","0.261412691977694","0.291569279666074","8"
"8 on Scale 1 to 10","1992","66 and older","Female","177","0.203020888253391","0.176199265425831","0.229842511080952","8"
"8 on Scale 1 to 10","1992","66 and older","Male","105","0.201537874438239","0.167450168706997","0.235625580169481","8"
"8 on Scale 1 to 10","1992","35-65 y.","Female","908","0.262278850814953","0.247515033773025","0.277042667856881","8"
"9 on Scale 1 to 10","1992","16-34 y.","Male","521","0.217590773372357","0.201292511699231","0.233889035045484","9"
"9 on Scale 1 to 10","1992","16-34 y.","Female","518","0.215792041575001","0.199562403018703","0.232021680131299","9"
"9 on Scale 1 to 10","1992","35-65 y.","Male","430","0.12960022871505","0.118277476354494","0.140922981075606","9"
"9 on Scale 1 to 10","1992","35-65 y.","Female","404","0.116148613708269","0.105394675404524","0.126902552012014","9"
"9 on Scale 1 to 10","1992","66 and older","Male","44","0.0703936285676804","0.0486561835333975","0.0921310736019632","9"
"9 on Scale 1 to 10","1992","66 and older","Female","74","0.0686270400286607","0.0517692489920922","0.0854848310652291","9"
"0 Completely dissatisfied","1993","16-34 y.","Female","8","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","Male","29","","","","0"
"0 Completely dissatisfied","1993","35-65 y.","Female","30","0.0114373812515318","0.00783664692794111","0.0150381155751225","0"
"0 Completely dissatisfied","1993","16-34 y.","Male","9","","","","0"
"0 Completely dissatisfied","1993","66 and older","Male","7","","","","0"
"0 Completely dissatisfied","1993","66 and older","Female","10","","","","0"
"1 on Scale 1 to 10","1993","16-34 y.","Male","12","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","Male","28","","","","1"
"1 on Scale 1 to 10","1993","35-65 y.","Female","27","","","","1"
"1 on Scale 1 to 10","1993","16-34 y.","Female","3","","","","1"
"1 on Scale 1 to 10","1993","66 and older","Male","11","","","","1"
"1 on Scale 1 to 10","1993","66 and older","Female","18","","","","1"
"10 Completely satisfied","1993","16-34 y.","Male","193","0.0685343428577214","0.0585112500571355","0.0785574356583072","10"
"10 Completely satisfied","1993","16-34 y.","Female","202","0.0820761386548032","0.0711289825415192","0.0930232947680872","10"
"10 Completely satisfied","1993","35-65 y.","Female","178","0.0551466684849723","0.0474168814745103","0.0628764554954343","10"
"10 Completely satisfied","1993","35-65 y.","Male","153","0.0516389293015371","0.0441181569658807","0.0591597016371936","10"
"10 Completely satisfied","1993","66 and older","Male","35","0.0539055166181381","0.0348757562346536","0.0729352770016227","10"
"10 Completely satisfied","1993","66 and older","Female","59","0.0628516706879152","0.0469248810227975","0.078778460353033","10"
"2 on Scale 1 to 10","1993","16-34 y.","Male","22","","","","2"
"2 on Scale 1 to 10","1993","16-34 y.","Female","17","","","","2"
"2 on Scale 1 to 10","1993","35-65 y.","Male","67","0.0233516256871587","0.0182192948408804","0.028483956533437","2"
"2 on Scale 1 to 10","1993","35-65 y.","Female","59","0.0199771403479355","0.015238972396595","0.024715308299276","2"
"2 on Scale 1 to 10","1993","66 and older","Male","18","","","","2"
"2 on Scale 1 to 10","1993","66 and older","Female","33","0.032974830265156","0.0212562273828096","0.0446934331475024","2"
"3 on Scale 1 to 10","1993","35-65 y.","Male","146","0.0413102118718794","0.0345469729403433","0.0480734508034155","3"
"3 on Scale 1 to 10","1993","35-65 y.","Female","129","0.0351348421496144","0.0288999635335182","0.0413697207657105","3"
"3 on Scale 1 to 10","1993","16-34 y.","Male","29","","","","3"
"3 on Scale 1 to 10","1993","16-34 y.","Female","50","0.021880279634307","0.016045667847421","0.0277148914211929","3"
"3 on Scale 1 to 10","1993","66 and older","Male","23","","","","3"
"3 on Scale 1 to 10","1993","66 and older","Female","47","0.0609924407879811","0.0452874308815982","0.076697450694364","3"
"4 on Scale 1 to 10","1993","16-34 y.","Female","57","0.0208476409634062","0.0151493696931995","0.0265459122336128","4"
"4 on Scale 1 to 10","1993","35-65 y.","Female","193","0.0550729820183455","0.0473480597640556","0.0627979042726354","4"
"4 on Scale 1 to 10","1993","66 and older","Female","65","0.0820695464321133","0.0640575617210733","0.100081531143153","4"
"4 on Scale 1 to 10","1993","66 and older","Male","35","0.0650727494532696","0.0442883277133042","0.085857171193235","4"
"4 on Scale 1 to 10","1993","16-34 y.","Male","66","0.0226562882883302","0.0167531596955394","0.0285594168811211","4"
"4 on Scale 1 to 10","1993","35-65 y.","Male","173","0.0527266225293984","0.0451314155930018","0.0603218294657951","4"
"5 on Scale 1 to 10","1993","16-34 y.","Male","212","0.0825521388909786","0.0716347429124603","0.0934695348694968","5"
"5 on Scale 1 to 10","1993","35-65 y.","Male","491","0.142971825921639","0.131075585023858","0.15486806681942","5"
"5 on Scale 1 to 10","1993","35-65 y.","Female","527","0.157595950263022","0.145257561867371","0.169934338658673","5"
"5 on Scale 1 to 10","1993","66 and older","Male","94","0.164433107854847","0.133198597451703","0.195667618257992","5"
"5 on Scale 1 to 10","1993","66 and older","Female","156","0.180863144682404","0.155603982818004","0.206122306546804","5"
"5 on Scale 1 to 10","1993","16-34 y.","Female","237","0.0963448089311925","0.0845767439656646","0.10811287389672","5"
"6 on Scale 1 to 10","1993","16-34 y.","Male","214","0.0940579858896617","0.082477887771014","0.105638084008309","6"
"6 on Scale 1 to 10","1993","16-34 y.","Female","196","0.0788991896239577","0.0681474341932196","0.0896509450546957","6"
"6 on Scale 1 to 10","1993","35-65 y.","Male","443","0.136495674048889","0.124828150901853","0.148163197195924","6"
"6 on Scale 1 to 10","1993","35-65 y.","Female","449","0.138458311992344","0.126762689220032","0.150153934764656","6"
"6 on Scale 1 to 10","1993","66 and older","Male","74","0.140702593739522","0.111402280679721","0.170002906799323","6"
"6 on Scale 1 to 10","1993","66 and older","Female","120","0.130019400261392","0.107948272379311","0.152090528143474","6"
"7 on Scale 1 to 10","1993","16-34 y.","Male","457","0.18761700382087","0.172129525490386","0.203104482151353","7"
"7 on Scale 1 to 10","1993","66 and older","Female","137","0.153668624485149","0.130002426875072","0.177334822095227","7"
"7 on Scale 1 to 10","1993","16-34 y.","Female","430","0.181222140210951","0.165859063598342","0.19658521682356","7"
"7 on Scale 1 to 10","1993","35-65 y.","Male","632","0.187024737232243","0.173772928445265","0.200276546019221","7"
"7 on Scale 1 to 10","1993","66 and older","Male","88","0.158078378182653","0.127337127972692","0.188819628392614","7"
"7 on Scale 1 to 10","1993","35-65 y.","Female","591","0.169255192593651","0.156557333429995","0.181953051757306","7"
"8 on Scale 1 to 10","1993","16-34 y.","Male","745","0.312038338775171","0.293658136007763","0.330418541542579","8"
"8 on Scale 1 to 10","1993","16-34 y.","Female","750","0.316215457387027","0.297669864976534","0.33476104979752","8"
"8 on Scale 1 to 10","1993","35-65 y.","Male","794","0.230979268973087","0.21665598858556","0.245302549360613","8"
"8 on Scale 1 to 10","1993","66 and older","Female","180","0.197265373353317","0.171151151355161","0.223379595351472","8"
"8 on Scale 1 to 10","1993","35-65 y.","Female","791","0.238575273285263","0.22414243018101","0.253008116389516","8"
"8 on Scale 1 to 10","1993","66 and older","Male","114","0.228566743616484","0.193182887725451","0.263950599507517","8"
"9 on Scale 1 to 10","1993","16-34 y.","Female","465","0.192005071630199","0.176296011898918","0.207714131361479","9"
"9 on Scale 1 to 10","1993","35-65 y.","Male","370","0.111182339422778","0.100498897087612","0.121865781757945","9"
"9 on Scale 1 to 10","1993","16-34 y.","Male","482","0.200902837853426","0.185007965990101","0.21679770971675","9"
"9 on Scale 1 to 10","1993","66 and older","Male","42","0.0743846944807892","0.0522737897216478","0.0964955992399306","9"
"9 on Scale 1 to 10","1993","66 and older","Female","67","0.0632866868877415","0.0473085848425237","0.0792647889329593","9"
"9 on Scale 1 to 10","1993","35-65 y.","Female","376","0.108574184477348","0.0980392563029649","0.11910911265173","9"
"0 Completely dissatisfied","1994","16-34 y.","Male","5","","","","0"
"0 Completely dissatisfied","1994","16-34 y.","Female","6","","","","0"
"0 Completely dissatisfied","1994","35-65 y.","Male","27","","","","0"
"0 Completely dissatisfied","1994","35-65 y.","Female","24","","","","0"
"0 Completely dissatisfied","1994","66 and older","Male","13","","","","0"
"0 Completely dissatisfied","1994","66 and older","Female","13","","","","0"
"1 on Scale 1 to 10","1994","16-34 y.","Male","4","","","","1"
"1 on Scale 1 to 10","1994","16-34 y.","Female","6","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Male","20","","","","1"
"1 on Scale 1 to 10","1994","35-65 y.","Female","19","","","","1"
"1 on Scale 1 to 10","1994","66 and older","Male","7","","","","1"
"1 on Scale 1 to 10","1994","66 and older","Female","14","","","","1"
"10 Completely satisfied","1994","16-34 y.","Male","183","0.072292890943929","0.0618201630168809","0.082765618870977","10"
"10 Completely satisfied","1994","16-34 y.","Female","190","0.0789256742964039","0.0681454525442165","0.0897058960485912","10"
"10 Completely satisfied","1994","35-65 y.","Male","133","0.0430389933134798","0.0360735162757621","0.0500044703511975","10"
"10 Completely satisfied","1994","35-65 y.","Female","135","0.0475678741979489","0.040275835278329","0.0548599131175688","10"
"10 Completely satisfied","1994","66 and older","Male","35","0.0618372334707028","0.0416157057995268","0.0820587611418789","10"
"10 Completely satisfied","1994","66 and older","Female","69","0.0733156480606344","0.0563336786173808","0.0902976175038879","10"
"2 on Scale 1 to 10","1994","16-34 y.","Female","17","","","","2"
"2 on Scale 1 to 10","1994","35-65 y.","Male","50","0.0136785643639821","0.00969196873146608","0.017665159996498","2"
"2 on Scale 1 to 10","1994","35-65 y.","Female","58","0.0171993633200888","0.0127452220395604","0.0216535046006172","2"
"2 on Scale 1 to 10","1994","66 and older","Male","17","","","","2"
"2 on Scale 1 to 10","1994","66 and older","Female","42","0.0539928918711951","0.0392684346122526","0.0687173491301375","2"
"2 on Scale 1 to 10","1994","16-34 y.","Male","14","","","","2"
"3 on Scale 1 to 10","1994","16-34 y.","Male","29","","","","3"
