"ple0015","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Not Employed","in school","1","","",""
"Yes","2013","Not Employed","inadequately","7","","",""
"Yes","2013","Not Employed","general elemantary","77","0.0794743902297663","0.0632906175366772","0.0956581629228555"
"Yes","2013","Not Employed","middle vocational","366","0.102831584283444","0.0932508578033066","0.112412310763581"
"Yes","2013","Not Employed","vocational + Abi","21","","",""
"Yes","2013","Not Employed","higher vocational","53","0.121360321166177","0.0911223360806204","0.151598306251734"
"Yes","2013","Not Employed","higher education","163","0.136092760968502","0.117733856547367","0.154451665389637"
"Yes","2013","Employed","in school","","","",""
"Yes","2013","Employed","inadequately","1","","",""
"Yes","2013","Employed","general elemantary","21","","",""
"Yes","2013","Employed","middle vocational","169","0.037132419505154","0.0321791546547121","0.0420856843555959"
"Yes","2013","Employed","vocational + Abi","25","","",""
"Yes","2013","Employed","higher vocational","28","","",""
"Yes","2013","Employed","higher education","114","0.0285864574166811","0.0227559833555574","0.0344169314778049"
"No","2013","Not Employed","in school","193","0.992851163741077","0.980996015864423","1.00470631161773"
"No","2013","Not Employed","inadequately","108","0.933509892971298","0.887975751843694","0.979044034098903"
"No","2013","Not Employed","general elemantary","996","0.920525609770234","0.904341837077145","0.936709382463323"
"No","2013","Not Employed","middle vocational","3495","0.897168415716556","0.887587689236419","0.906749142196693"
"No","2013","Not Employed","vocational + Abi","214","0.91520734949088","0.879590703892793","0.950823995088968"
"No","2013","Not Employed","higher vocational","395","0.878639678833823","0.848401693748266","0.90887766391938"
"No","2013","Not Employed","higher education","1177","0.863907239031498","0.845548334610363","0.882266143452633"
"No","2013","Employed","in school","66","1","1","1"
"No","2013","Employed","inadequately","79","0.988855059129786","0.965850797313379","1.01185932094619"
"No","2013","Employed","general elemantary","772","0.971508948821815","0.95992946670203","0.983088430941599"
"No","2013","Employed","middle vocational","5429","0.962867580494846","0.957914315644404","0.967820845345288"
"No","2013","Employed","vocational + Abi","843","0.965436810049524","0.953284549728182","0.977589070370866"
"No","2013","Employed","higher vocational","857","0.966016789352412","0.954079629855363","0.977953948849461"
"No","2013","Employed","higher education","3024","0.971413542583319","0.965583068522195","0.977244016644443"
"Yes","2014","Not Employed","in school","","","",""
"Yes","2014","Not Employed","inadequately","","","",""
"Yes","2014","Not Employed","general elemantary","","","",""
"Yes","2014","Not Employed","middle vocational","","","",""
"Yes","2014","Not Employed","vocational + Abi","","","",""
"Yes","2014","Not Employed","higher vocational","","","",""
"Yes","2014","Not Employed","higher education","","","",""
"Yes","2014","Employed","in school","","","",""
"Yes","2014","Employed","inadequately","","","",""
"Yes","2014","Employed","general elemantary","","","",""
"Yes","2014","Employed","middle vocational","","","",""
"Yes","2014","Employed","vocational + Abi","","","",""
"Yes","2014","Employed","higher vocational","","","",""
"Yes","2014","Employed","higher education","","","",""
"No","2014","Not Employed","in school","","","",""
"No","2014","Not Employed","inadequately","","","",""
"No","2014","Not Employed","general elemantary","","","",""
"No","2014","Not Employed","middle vocational","","","",""
"No","2014","Not Employed","vocational + Abi","","","",""
"No","2014","Not Employed","higher vocational","","","",""
"No","2014","Not Employed","higher education","","","",""
"No","2014","Employed","in school","","","",""
"No","2014","Employed","inadequately","","","",""
"No","2014","Employed","general elemantary","","","",""
"No","2014","Employed","middle vocational","","","",""
"No","2014","Employed","vocational + Abi","","","",""
"No","2014","Employed","higher vocational","","","",""
"No","2014","Employed","higher education","","","",""
"Yes","2015","Not Employed","in school","","","",""
"Yes","2015","Not Employed","inadequately","10","","",""
"Yes","2015","Not Employed","general elemantary","74","0.0664593466540148","0.0530273265380242","0.0798913667700054"
"Yes","2015","Not Employed","middle vocational","390","0.110151922209783","0.100622042571365","0.119681801848202"
"Yes","2015","Not Employed","vocational + Abi","29","","",""
"Yes","2015","Not Employed","higher vocational","57","0.155395804175945","0.121311888067273","0.189479720284616"
"Yes","2015","Not Employed","higher education","182","0.133155084404245","0.11585797352319","0.150452195285301"
"Yes","2015","Employed","in school","","","",""
"Yes","2015","Employed","inadequately","5","","",""
"Yes","2015","Employed","general elemantary","23","","",""
"Yes","2015","Employed","middle vocational","201","0.0327153578892387","0.0287067220141877","0.0367239937642898"
"Yes","2015","Employed","vocational + Abi","31","0.0270729340698186","0.0191575930019691","0.034988275137668"
"Yes","2015","Employed","higher vocational","35","0.0270401830241864","0.0174461946784547","0.0366341713699181"
"Yes","2015","Employed","higher education","125","0.0282622162233128","0.0233716717313733","0.0331527607152524"
"No","2015","Not Employed","in school","277","1","1","1"
"No","2015","Not Employed","inadequately","228","0.921805492966195","0.887696619073562","0.955914366858828"
"No","2015","Not Employed","general elemantary","1247","0.933540653345985","0.920108633229995","0.946972673461976"
"No","2015","Not Employed","middle vocational","3756","0.889848077790216","0.880318198151798","0.899377957428635"
"No","2015","Not Employed","vocational + Abi","317","0.903577528393324","0.87247598921682","0.934679067569829"
"No","2015","Not Employed","higher vocational","377","0.844604195824055","0.810520279715384","0.878688111932727"
"No","2015","Not Employed","higher education","1300","0.866844915595754","0.849547804714699","0.88414202647681"
"No","2015","Employed","in school","75","1","1","1"
"No","2015","Employed","inadequately","169","0.975042374154044","0.951863793051246","0.998220955256842"
"No","2015","Employed","general elemantary","1344","0.980299590863479","0.972932757144585","0.987666424582372"
"No","2015","Employed","middle vocational","7364","0.967284642110761","0.96327600623571","0.971293277985812"
"No","2015","Employed","vocational + Abi","1584","0.972927065930181","0.965011724862332","0.980842406998031"
"No","2015","Employed","higher vocational","1063","0.972959816975814","0.963365828630082","0.982553805321545"
"No","2015","Employed","higher education","4286","0.971737783776687","0.966847239284748","0.976628328268627"
"Yes","2016","Not Employed","in school","","","",""
"Yes","2016","Not Employed","inadequately","","","",""
"Yes","2016","Not Employed","general elemantary","","","",""
"Yes","2016","Not Employed","middle vocational","","","",""
"Yes","2016","Not Employed","vocational + Abi","","","",""
"Yes","2016","Not Employed","higher vocational","","","",""
"Yes","2016","Not Employed","higher education","","","",""
"Yes","2016","Employed","in school","","","",""
"Yes","2016","Employed","inadequately","","","",""
"Yes","2016","Employed","general elemantary","","","",""
"Yes","2016","Employed","middle vocational","","","",""
"Yes","2016","Employed","vocational + Abi","","","",""
"Yes","2016","Employed","higher vocational","","","",""
"Yes","2016","Employed","higher education","","","",""
"No","2016","Not Employed","in school","","","",""
"No","2016","Not Employed","inadequately","","","",""
"No","2016","Not Employed","general elemantary","","","",""
"No","2016","Not Employed","middle vocational","","","",""
"No","2016","Not Employed","vocational + Abi","","","",""
"No","2016","Not Employed","higher vocational","","","",""
"No","2016","Not Employed","higher education","","","",""
"No","2016","Employed","in school","","","",""
"No","2016","Employed","inadequately","","","",""
"No","2016","Employed","general elemantary","","","",""
"No","2016","Employed","middle vocational","","","",""
"No","2016","Employed","vocational + Abi","","","",""
"No","2016","Employed","higher vocational","","","",""
"No","2016","Employed","higher education","","","",""
"Yes","2017","Not Employed","in school","1","","",""
"Yes","2017","Not Employed","inadequately","11","","",""
"Yes","2017","Not Employed","general elemantary","73","0.0630229182291227","0.0498537617630792","0.0761920746951663"
"Yes","2017","Not Employed","middle vocational","395","0.108906907876777","0.0993421597779306","0.118471655975622"
"Yes","2017","Not Employed","vocational + Abi","28","","",""
"Yes","2017","Not Employed","higher vocational","72","0.156847430136377","0.122233018785065","0.19146184148769"
"Yes","2017","Not Employed","higher education","205","0.141408162916451","0.124259624241584","0.158556701591318"
"Yes","2017","Employed","in school","","","",""
"Yes","2017","Employed","inadequately","3","","",""
"Yes","2017","Employed","general elemantary","22","","",""
"Yes","2017","Employed","middle vocational","234","0.0331167678177751","0.0292107188805415","0.0370228167550087"
"Yes","2017","Employed","vocational + Abi","52","0.035374447495934","0.0269202451323652","0.0438286498595029"
"Yes","2017","Employed","higher vocational","34","0.0265256677016779","0.0171230868320784","0.0359282485712773"
"Yes","2017","Employed","higher education","155","0.0304804090855479","0.0257002099634699","0.035260608207626"
"No","2017","Not Employed","in school","328","0.997979382627471","0.993127023141994","1.00283174211295"
"No","2017","Not Employed","inadequately","236","0.944155727689112","0.915519833532048","0.972791621846175"
"No","2017","Not Employed","general elemantary","1235","0.936977081770877","0.923807925304834","0.950146238236921"
"No","2017","Not Employed","middle vocational","3680","0.891093092123224","0.881528344024378","0.900657840222069"
"No","2017","Not Employed","vocational + Abi","364","0.922269372431439","0.895764236383708","0.948774508479171"
"No","2017","Not Employed","higher vocational","352","0.843152569863623","0.80853815851231","0.877766981214935"
"No","2017","Not Employed","higher education","1381","0.858591837083549","0.841443298408682","0.875740375758416"
"No","2017","Employed","in school","83","1","1","1"
"No","2017","Employed","inadequately","207","0.990292010523636","0.977030752361428","1.00355326868584"
"No","2017","Employed","general elemantary","1436","0.983798159115734","0.97731771882963","0.990278599401838"
"No","2017","Employed","middle vocational","7828","0.966883232182225","0.962977183244991","0.970789281119459"
"No","2017","Employed","vocational + Abi","1782","0.964625552504066","0.956171350140497","0.973079754867635"
"No","2017","Employed","higher vocational","1088","0.973474332298322","0.964071751428723","0.982876913167922"
"No","2017","Employed","higher education","4813","0.969519590914452","0.964739391792374","0.97429979003653"
"Yes","2018","Not Employed","in school","","","",""
"Yes","2018","Not Employed","inadequately","","","",""
"Yes","2018","Not Employed","general elemantary","","","",""
"Yes","2018","Not Employed","middle vocational","","","",""
"Yes","2018","Not Employed","vocational + Abi","","","",""
"Yes","2018","Not Employed","higher vocational","","","",""
"Yes","2018","Not Employed","higher education","","","",""
"Yes","2018","Employed","in school","","","",""
"Yes","2018","Employed","inadequately","","","",""
"Yes","2018","Employed","general elemantary","","","",""
"Yes","2018","Employed","middle vocational","","","",""
"Yes","2018","Employed","vocational + Abi","","","",""
"Yes","2018","Employed","higher vocational","","","",""
"Yes","2018","Employed","higher education","","","",""
"No","2018","Not Employed","in school","","","",""
"No","2018","Not Employed","inadequately","","","",""
"No","2018","Not Employed","general elemantary","","","",""
"No","2018","Not Employed","middle vocational","","","",""
"No","2018","Not Employed","vocational + Abi","","","",""
"No","2018","Not Employed","higher vocational","","","",""
"No","2018","Not Employed","higher education","","","",""
"No","2018","Employed","in school","","","",""
"No","2018","Employed","inadequately","","","",""
"No","2018","Employed","general elemantary","","","",""
"No","2018","Employed","middle vocational","","","",""
"No","2018","Employed","vocational + Abi","","","",""
"No","2018","Employed","higher vocational","","","",""
"No","2018","Employed","higher education","","","",""
"Yes","2019","Not Employed","in school","","","",""
"Yes","2019","Not Employed","inadequately","7","","",""
"Yes","2019","Not Employed","general elemantary","76","0.083051166692431","0.0668895612620005","0.0992127721228616"
"Yes","2019","Not Employed","middle vocational","383","0.109939027135078","0.100025728363302","0.119852325906855"
"Yes","2019","Not Employed","vocational + Abi","31","0.0992216959840046","0.0690836929127088","0.129359699055301"
"Yes","2019","Not Employed","higher vocational","64","0.147801485894301","0.114373213743497","0.181229758045105"
"Yes","2019","Not Employed","higher education","207","0.148224775263461","0.1309540441575","0.165495506369421"
"Yes","2019","Employed","in school","","","",""
"Yes","2019","Employed","inadequately","4","","",""
"Yes","2019","Employed","general elemantary","22","","",""
"Yes","2019","Employed","middle vocational","260","0.0402539751709222","0.0357484829181504","0.0447594674236939"
"Yes","2019","Employed","vocational + Abi","47","0.0228311324646754","0.0159213495638874","0.0297409153654634"
"Yes","2019","Employed","higher vocational","50","0.042216256382192","0.031019659871023","0.0534128528933609"
"Yes","2019","Employed","higher education","225","0.0317712531007785","0.0270919837982605","0.0364505224032965"
"No","2019","Not Employed","in school","263","1","1","1"
"No","2019","Not Employed","inadequately","195","0.958583814325456","0.931106612633509","0.986061016017403"
"No","2019","Not Employed","general elemantary","1044","0.916948833307569","0.900787227877138","0.933110438737999"
"No","2019","Not Employed","middle vocational","3442","0.890060972864922","0.880147674093145","0.899974271636698"
"No","2019","Not Employed","vocational + Abi","347","0.900778304015995","0.8706403009447","0.930916307087291"
"No","2019","Not Employed","higher vocational","369","0.852198514105699","0.818770241954895","0.885626786256503"
"No","2019","Not Employed","higher education","1419","0.851775224736539","0.834504493630579","0.8690459558425"
"No","2019","Employed","in school","68","1","1","1"
"No","2019","Employed","inadequately","185","0.985919992089175","0.969122692238959","1.00271729193939"
"No","2019","Employed","general elemantary","1280","0.988458210352371","0.982656469410004","0.994259951294739"
"No","2019","Employed","middle vocational","7051","0.959746024829078","0.955240532576306","0.96425151708185"
"No","2019","Employed","vocational + Abi","1748","0.977168867535325","0.970259084634537","0.984078650436113"
"No","2019","Employed","higher vocational","1189","0.957783743617808","0.946587147106639","0.968980340128977"
"No","2019","Employed","higher education","5172","0.968228746899221","0.963549477596704","0.972908016201739"
