"ple0015","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Full Time","Couple + C. LE 16 ","18","","",""
"Yes","2011","Full Time","Couple + C. GT 16 ","25","","",""
"Yes","2011","Full Time","Couple + C. LE and GT 16","5","","",""
"Yes","2011","Part Time","1-pers.-HH","32","0.0585808485539259","0.0393357818713525","0.0778259152364993"
"Yes","2011","Part Time","(Married) couple without C. ","70","0.0566980629214617","0.0446054708478857","0.0687906549950377"
"Yes","2011","Part Time","Single parent ","11","","",""
"Yes","2011","Part Time","Couple + C. LE 16 ","24","","",""
"Yes","2011","Part Time","Couple + C. GT 16 ","15","","",""
"Yes","2011","Part Time","Couple + C. LE and GT 16","5","","",""
"Yes","2011","Not Working","1-pers.-HH","150","0.0721410135269424","0.0603801149413235","0.0839019121125614"
"Yes","2011","Not Working","(Married) couple without C. ","401","0.0931166151321028","0.0842753715552671","0.101957858708938"
"Yes","2011","Not Working","Single parent ","10","","",""
"Yes","2011","Not Working","Couple + C. LE 16 ","7","","",""
"Yes","2011","Not Working","Couple + C. GT 16 ","34","0.036084650469707","0.0235321321350741","0.0486371688043398"
"Yes","2011","Not Working","Couple + C. LE and GT 16","4","","",""
"No","2011","Full Time","1-pers.-HH","1116","0.976665794984803","0.967914053725819","0.985417536243786"
"No","2011","Full Time","(Married) couple without C. ","2506","0.971147094829132","0.964700424068454","0.97759376558981"
"No","2011","Full Time","Single parent ","408","0.961307705143882","0.942796976280021","0.979818434007742"
"No","2011","Full Time","Couple + C. LE 16 ","1525","0.992546695581105","0.98825513713246","0.99683825402975"
"No","2011","Full Time","Couple + C. GT 16 ","1433","0.985243524550271","0.979054354099014","0.991432695001529"
"No","2011","Full Time","Couple + C. LE and GT 16","511","0.990645069147403","0.982338865548555","0.998951272746251"
"No","2011","Part Time","1-pers.-HH","540","0.941419151446074","0.922174084763501","0.960664218128647"
"No","2011","Part Time","(Married) couple without C. ","1335","0.943301937078538","0.931209345004962","0.955394529152114"
"No","2011","Part Time","Single parent ","376","0.98236883344808","0.969256788771901","0.995480878124259"
"No","2011","Part Time","Couple + C. LE 16 ","1108","0.967158266725039","0.956776131371416","0.977540402078662"
"No","2011","Part Time","Couple + C. GT 16 ","880","0.975059927101779","0.964843451863158","0.9852764023404"
"No","2011","Part Time","Couple + C. LE and GT 16","414","0.99103992125375","0.982017095564472","1.00006274694303"
"No","2011","Not Working","1-pers.-HH","1709","0.927858986473058","0.916098087887439","0.939619885058676"
"No","2011","Not Working","(Married) couple without C. ","3749","0.906883384867897","0.898042141291062","0.915724628444733"
"No","2011","Not Working","Single parent ","360","0.975018748626328","0.959116416957081","0.990921080295574"
"No","2011","Not Working","Couple + C. LE 16 ","435","0.97443253840124","0.959717660891054","0.989147415911426"
"No","2011","Not Working","Couple + C. GT 16 ","814","0.963915349530293","0.95136283119566","0.976467867864926"
"No","2011","Not Working","Couple + C. LE and GT 16","295","0.980504995353347","0.964833910084744","0.99617608062195"
"Yes","2012","Full Time","1-pers.-HH","","","",""
"Yes","2012","Full Time","(Married) couple without C. ","","","",""
"Yes","2012","Full Time","Single parent ","","","",""
"Yes","2012","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Part Time","1-pers.-HH","","","",""
"Yes","2012","Part Time","(Married) couple without C. ","","","",""
"Yes","2012","Part Time","Single parent ","","","",""
"Yes","2012","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2012","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2012","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2012","Not Working","1-pers.-HH","","","",""
"Yes","2012","Not Working","(Married) couple without C. ","","","",""
"Yes","2012","Not Working","Single parent ","","","",""
"Yes","2012","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2012","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2012","Not Working","Couple + C. LE and GT 16","","","",""
"No","2012","Full Time","1-pers.-HH","","","",""
"No","2012","Full Time","(Married) couple without C. ","","","",""
"No","2012","Full Time","Single parent ","","","",""
"No","2012","Full Time","Couple + C. LE 16 ","","","",""
"No","2012","Full Time","Couple + C. GT 16 ","","","",""
"No","2012","Full Time","Couple + C. LE and GT 16","","","",""
"No","2012","Part Time","1-pers.-HH","","","",""
"No","2012","Part Time","(Married) couple without C. ","","","",""
"No","2012","Part Time","Single parent ","","","",""
"No","2012","Part Time","Couple + C. LE 16 ","","","",""
"No","2012","Part Time","Couple + C. GT 16 ","","","",""
"No","2012","Part Time","Couple + C. LE and GT 16","","","",""
"No","2012","Not Working","1-pers.-HH","","","",""
"No","2012","Not Working","(Married) couple without C. ","","","",""
"No","2012","Not Working","Single parent ","","","",""
"No","2012","Not Working","Couple + C. LE 16 ","","","",""
"No","2012","Not Working","Couple + C. GT 16 ","","","",""
"No","2012","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2013","Full Time","1-pers.-HH","31","0.0275085245825229","0.0180347750624909","0.0369822741025549"
"Yes","2013","Full Time","(Married) couple without C. ","84","0.0340234210572915","0.0267216278330727","0.0413252142815103"
"Yes","2013","Full Time","Single parent ","14","","",""
"Yes","2013","Full Time","Couple + C. LE 16 ","16","","",""
"Yes","2013","Full Time","Couple + C. GT 16 ","23","","",""
"Yes","2013","Full Time","Couple + C. LE and GT 16","8","","",""
"Yes","2013","Part Time","1-pers.-HH","27","","",""
"Yes","2013","Part Time","(Married) couple without C. ","91","0.0677206384312197","0.0542723424451382","0.0811689344173012"
"Yes","2013","Part Time","Single parent ","12","","",""
"Yes","2013","Part Time","Couple + C. LE 16 ","15","","",""
"Yes","2013","Part Time","Couple + C. GT 16 ","27","","",""
"Yes","2013","Part Time","Couple + C. LE and GT 16","3","","",""
"Yes","2013","Not Working","1-pers.-HH","171","0.100676684036824","0.0866109942935497","0.114742373780097"
"Yes","2013","Not Working","(Married) couple without C. ","454","0.12107050727346","0.110892429845014","0.131248584701905"
"Yes","2013","Not Working","Single parent ","12","","",""
"Yes","2013","Not Working","Couple + C. LE 16 ","7","","",""
"Yes","2013","Not Working","Couple + C. GT 16 ","32","0.0533413441140174","0.0356103048450735","0.0710723833829613"
"Yes","2013","Not Working","Couple + C. LE and GT 16","2","","",""
"No","2013","Full Time","1-pers.-HH","1114","0.972491475417477","0.963017725897445","0.981965224937509"
"No","2013","Full Time","(Married) couple without C. ","2284","0.965976578942708","0.95867478571849","0.973278372166927"
"No","2013","Full Time","Single parent ","399","0.933036526525073","0.908929626068102","0.957143426982044"
"No","2013","Full Time","Couple + C. LE 16 ","1356","0.990735321754124","0.985665822898653","0.995804820609595"
"No","2013","Full Time","Couple + C. GT 16 ","1163","0.986270754876156","0.979648175782576","0.992893333969737"
"No","2013","Full Time","Couple + C. LE and GT 16","381","0.979504359421194","0.965424211246213","0.993584507596175"
"No","2013","Part Time","1-pers.-HH","543","0.945855409777311","0.927277340635381","0.964433478919241"
"No","2013","Part Time","(Married) couple without C. ","1250","0.93227936156878","0.918831065582699","0.945727657554862"
"No","2013","Part Time","Single parent ","379","0.9725322927228","0.956331997346502","0.988732588099099"
"No","2013","Part Time","Couple + C. LE 16 ","1002","0.973922269486031","0.964127715613925","0.983716823358137"
"No","2013","Part Time","Couple + C. GT 16 ","804","0.967532926126951","0.955482510384903","0.979583341868999"
"No","2013","Part Time","Couple + C. LE and GT 16","341","0.997062843293591","0.991344190953781","1.0027814956334"
"No","2013","Not Working","1-pers.-HH","1587","0.899323315963176","0.885257626219903","0.91338900570645"
"No","2013","Not Working","(Married) couple without C. ","3492","0.87892949272654","0.868751415298095","0.889107570154986"
"No","2013","Not Working","Single parent ","300","0.958304508255337","0.936124223893558","0.980484792617116"
"No","2013","Not Working","Couple + C. LE 16 ","377","0.987657956823454","0.976615154626901","0.998700759020007"
"No","2013","Not Working","Couple + C. GT 16 ","585","0.946658655885983","0.928927616617039","0.964389695154927"
"No","2013","Not Working","Couple + C. LE and GT 16","207","0.981761232454774","0.963619630598829","0.999902834310718"
"Yes","2014","Full Time","1-pers.-HH","","","",""
"Yes","2014","Full Time","(Married) couple without C. ","","","",""
"Yes","2014","Full Time","Single parent ","","","",""
"Yes","2014","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Part Time","1-pers.-HH","","","",""
"Yes","2014","Part Time","(Married) couple without C. ","","","",""
"Yes","2014","Part Time","Single parent ","","","",""
"Yes","2014","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2014","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2014","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2014","Not Working","1-pers.-HH","","","",""
"Yes","2014","Not Working","(Married) couple without C. ","","","",""
"Yes","2014","Not Working","Single parent ","","","",""
"Yes","2014","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2014","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2014","Not Working","Couple + C. LE and GT 16","","","",""
"No","2014","Full Time","1-pers.-HH","","","",""
"No","2014","Full Time","(Married) couple without C. ","","","",""
"No","2014","Full Time","Single parent ","","","",""
"No","2014","Full Time","Couple + C. LE 16 ","","","",""
"No","2014","Full Time","Couple + C. GT 16 ","","","",""
"No","2014","Full Time","Couple + C. LE and GT 16","","","",""
"No","2014","Part Time","1-pers.-HH","","","",""
"No","2014","Part Time","(Married) couple without C. ","","","",""
"No","2014","Part Time","Single parent ","","","",""
"No","2014","Part Time","Couple + C. LE 16 ","","","",""
"No","2014","Part Time","Couple + C. GT 16 ","","","",""
"No","2014","Part Time","Couple + C. LE and GT 16","","","",""
"No","2014","Not Working","1-pers.-HH","","","",""
"No","2014","Not Working","(Married) couple without C. ","","","",""
"No","2014","Not Working","Single parent ","","","",""
"No","2014","Not Working","Couple + C. LE 16 ","","","",""
"No","2014","Not Working","Couple + C. GT 16 ","","","",""
"No","2014","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2015","Full Time","1-pers.-HH","32","0.0290732331433966","0.0193416107250665","0.0388048555617266"
"Yes","2015","Full Time","(Married) couple without C. ","85","0.0381433850557973","0.0304351396493596","0.045851630462235"
"Yes","2015","Full Time","Single parent ","14","","",""
"Yes","2015","Full Time","Couple + C. LE 16 ","27","","",""
"Yes","2015","Full Time","Couple + C. GT 16 ","25","","",""
"Yes","2015","Full Time","Couple + C. LE and GT 16","8","","",""
"Yes","2015","Part Time","1-pers.-HH","32","0.0544284553771038","0.0373395612677291","0.0715173494864784"
"Yes","2015","Part Time","(Married) couple without C. ","89","0.0548088355242651","0.0430855612896594","0.0665321097588708"
"Yes","2015","Part Time","Single parent ","29","","",""
"Yes","2015","Part Time","Couple + C. LE 16 ","26","","",""
"Yes","2015","Part Time","Couple + C. GT 16 ","25","","",""
"Yes","2015","Part Time","Couple + C. LE and GT 16","19","","",""
"Yes","2015","Not Working","1-pers.-HH","198","0.12283157396562","0.1072281419108","0.138435006020439"
"Yes","2015","Not Working","(Married) couple without C. ","454","0.125282702651013","0.114590046208164","0.135975359093862"
"Yes","2015","Not Working","Single parent ","22","","",""
"Yes","2015","Not Working","Couple + C. LE 16 ","18","","",""
"Yes","2015","Not Working","Couple + C. GT 16 ","40","0.0507122403693654","0.0347850318461723","0.0666394488925585"
"Yes","2015","Not Working","Couple + C. LE and GT 16","6","","",""
"No","2015","Full Time","1-pers.-HH","1113","0.970926766856604","0.961195144438273","0.980658389274934"
"No","2015","Full Time","(Married) couple without C. ","2287","0.961856614944203","0.954148369537765","0.96956486035064"
"No","2015","Full Time","Single parent ","730","0.976540399606372","0.965664453778666","0.987416345434079"
"No","2015","Full Time","Couple + C. LE 16 ","2897","0.992596188621337","0.989488958762992","0.995703418479682"
"No","2015","Full Time","Couple + C. GT 16 ","1225","0.986276530175889","0.979827054640922","0.992726005710855"
"No","2015","Full Time","Couple + C. LE and GT 16","854","0.992682451872858","0.986992842843333","0.998372060902383"
"No","2015","Part Time","1-pers.-HH","645","0.945571544622896","0.928482650513522","0.962660438732271"
"No","2015","Part Time","(Married) couple without C. ","1359","0.945191164475735","0.933467890241129","0.956914438710341"
"No","2015","Part Time","Single parent ","859","0.977689460570659","0.96797548268728","0.987403438454038"
"No","2015","Part Time","Couple + C. LE 16 ","2224","0.982613695083893","0.977212972318151","0.988014417849636"
"No","2015","Part Time","Couple + C. GT 16 ","900","0.975012458653168","0.964953707361842","0.985071209944495"
"No","2015","Part Time","Couple + C. LE and GT 16","751","0.984136786258409","0.975311555920407","0.992962016596412"
"No","2015","Not Working","1-pers.-HH","1502","0.87716842603438","0.861564993979561","0.8927718580892"
"No","2015","Not Working","(Married) couple without C. ","3228","0.874717297348987","0.864024640906138","0.885409953791836"
"No","2015","Not Working","Single parent ","676","0.967191573601566","0.953976507733243","0.980406639469889"
"No","2015","Not Working","Couple + C. LE 16 ","892","0.965909998657544","0.954120122726726","0.977699874588363"
"No","2015","Not Working","Couple + C. GT 16 ","689","0.949287759630634","0.933360551107441","0.965214968153828"
"No","2015","Not Working","Couple + C. LE and GT 16","520","0.993873438936793","0.98720492375348","1.00054195412011"
"Yes","2016","Full Time","1-pers.-HH","","","",""
"Yes","2016","Full Time","(Married) couple without C. ","","","",""
"Yes","2016","Full Time","Single parent ","","","",""
"Yes","2016","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2016","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2016","Part Time","1-pers.-HH","","","",""
"Yes","2016","Part Time","(Married) couple without C. ","","","",""
"Yes","2016","Part Time","Single parent ","","","",""
"Yes","2016","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2016","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2016","Not Working","1-pers.-HH","","","",""
"Yes","2016","Not Working","(Married) couple without C. ","","","",""
"Yes","2016","Not Working","Single parent ","","","",""
"Yes","2016","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2016","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2016","Not Working","Couple + C. LE and GT 16","","","",""
"No","2016","Full Time","1-pers.-HH","","","",""
"No","2016","Full Time","(Married) couple without C. ","","","",""
"No","2016","Full Time","Single parent ","","","",""
"No","2016","Full Time","Couple + C. LE 16 ","","","",""
"No","2016","Full Time","Couple + C. GT 16 ","","","",""
"No","2016","Full Time","Couple + C. LE and GT 16","","","",""
"No","2016","Part Time","1-pers.-HH","","","",""
"No","2016","Part Time","(Married) couple without C. ","","","",""
"No","2016","Part Time","Single parent ","","","",""
"No","2016","Part Time","Couple + C. LE 16 ","","","",""
"No","2016","Part Time","Couple + C. GT 16 ","","","",""
"No","2016","Part Time","Couple + C. LE and GT 16","","","",""
"No","2016","Not Working","1-pers.-HH","","","",""
"No","2016","Not Working","(Married) couple without C. ","","","",""
"No","2016","Not Working","Single parent ","","","",""
"No","2016","Not Working","Couple + C. LE 16 ","","","",""
"No","2016","Not Working","Couple + C. GT 16 ","","","",""
"No","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2017","Full Time","1-pers.-HH","39","0.0277631213916438","0.0191043316837151","0.0364219110995724"
"Yes","2017","Full Time","(Married) couple without C. ","90","0.0269817038370485","0.0210183556644246","0.0329450520096724"
"Yes","2017","Full Time","Single parent ","22","","",""
"Yes","2017","Full Time","Couple + C. LE 16 ","39","0.0162794143748151","0.0116325806232168","0.0209262481264134"
"Yes","2017","Full Time","Couple + C. GT 16 ","43","0.021235369924946","0.0136916022616181","0.028779137588274"
"Yes","2017","Full Time","Couple + C. LE and GT 16","16","","",""
"Yes","2017","Part Time","1-pers.-HH","44","0.0606556373709737","0.0444847681805545","0.0768265065613929"
"Yes","2017","Part Time","(Married) couple without C. ","101","0.055361423032355","0.0444906584340509","0.0662321876306591"
"Yes","2017","Part Time","Single parent ","25","","",""
"Yes","2017","Part Time","Couple + C. LE 16 ","30","0.0167764780147492","0.0114743811082149","0.0220785749212835"
"Yes","2017","Part Time","Couple + C. GT 16 ","28","","",""
"Yes","2017","Part Time","Couple + C. LE and GT 16","15","","",""
"Yes","2017","Not Working","1-pers.-HH","189","0.107268409034735","0.0926946857718324","0.121842132297637"
"Yes","2017","Not Working","(Married) couple without C. ","503","0.136714672808179","0.125677835262762","0.147751510353595"
"Yes","2017","Not Working","Single parent ","30","0.0350131120162561","0.0209791128474226","0.0490471111850896"
"Yes","2017","Not Working","Couple + C. LE 16 ","17","","",""
"Yes","2017","Not Working","Couple + C. GT 16 ","38","0.0485337668906247","0.0336891552299046","0.0633783785513449"
"Yes","2017","Not Working","Couple + C. LE and GT 16","9","","",""
"No","2017","Full Time","1-pers.-HH","1344","0.972236878608356","0.963578088900428","0.980895668316285"
"No","2017","Full Time","(Married) couple without C. ","2746","0.973018296162952","0.967054947990328","0.978981644335575"
"No","2017","Full Time","Single parent ","709","0.963780488309542","0.950236400433592","0.977324576185492"
"No","2017","Full Time","Couple + C. LE 16 ","2810","0.983720585625185","0.979073751873586","0.988367419376783"
"No","2017","Full Time","Couple + C. GT 16 ","1360","0.978764630075054","0.971220862411726","0.986308397738382"
"No","2017","Full Time","Couple + C. LE and GT 16","903","0.989608854853131","0.983052630188931","0.996165079517331"
"No","2017","Part Time","1-pers.-HH","793","0.939344362629026","0.923173493438607","0.955515231819446"
"No","2017","Part Time","(Married) couple without C. ","1599","0.944638576967645","0.933767812369341","0.955509341565949"
"No","2017","Part Time","Single parent ","829","0.976784778930236","0.96668515949903","0.986884398361442"
"No","2017","Part Time","Couple + C. LE 16 ","2224","0.983223521985251","0.977921425078717","0.988525618891785"
"No","2017","Part Time","Couple + C. GT 16 ","1034","0.964118425361914","0.952932117415539","0.975304733308288"
"No","2017","Part Time","Couple + C. LE and GT 16","762","0.984704370151567","0.976075097387446","0.993333642915687"
"No","2017","Not Working","1-pers.-HH","1543","0.892731590965265","0.878157867702363","0.907305314228168"
"No","2017","Not Working","(Married) couple without C. ","3219","0.863285327191821","0.852248489646405","0.874322164737238"
"No","2017","Not Working","Single parent ","629","0.964986887983744","0.95095288881491","0.979020887152577"
"No","2017","Not Working","Couple + C. LE 16 ","837","0.98029524074591","0.9709737972927","0.98961668419912"
"No","2017","Not Working","Couple + C. GT 16 ","767","0.951466233109375","0.936621621448655","0.966310844770095"
"No","2017","Not Working","Couple + C. LE and GT 16","542","0.989340944258337","0.980766526291459","0.997915362225214"
"Yes","2018","Full Time","1-pers.-HH","","","",""
"Yes","2018","Full Time","(Married) couple without C. ","","","",""
"Yes","2018","Full Time","Single parent ","","","",""
"Yes","2018","Full Time","Couple + C. LE 16 ","","","",""
"Yes","2018","Full Time","Couple + C. GT 16 ","","","",""
"Yes","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","2018","Part Time","1-pers.-HH","","","",""
"Yes","2018","Part Time","(Married) couple without C. ","","","",""
"Yes","2018","Part Time","Single parent ","","","",""
"Yes","2018","Part Time","Couple + C. LE 16 ","","","",""
"Yes","2018","Part Time","Couple + C. GT 16 ","","","",""
"Yes","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","2018","Not Working","1-pers.-HH","","","",""
"Yes","2018","Not Working","(Married) couple without C. ","","","",""
"Yes","2018","Not Working","Single parent ","","","",""
"Yes","2018","Not Working","Couple + C. LE 16 ","","","",""
"Yes","2018","Not Working","Couple + C. GT 16 ","","","",""
"Yes","2018","Not Working","Couple + C. LE and GT 16","","","",""
"No","2018","Full Time","1-pers.-HH","","","",""
"No","2018","Full Time","(Married) couple without C. ","","","",""
"No","2018","Full Time","Single parent ","","","",""
"No","2018","Full Time","Couple + C. LE 16 ","","","",""
"No","2018","Full Time","Couple + C. GT 16 ","","","",""
"No","2018","Full Time","Couple + C. LE and GT 16","","","",""
"No","2018","Part Time","1-pers.-HH","","","",""
"No","2018","Part Time","(Married) couple without C. ","","","",""
"No","2018","Part Time","Single parent ","","","",""
"No","2018","Part Time","Couple + C. LE 16 ","","","",""
"No","2018","Part Time","Couple + C. GT 16 ","","","",""
"No","2018","Part Time","Couple + C. LE and GT 16","","","",""
"No","2018","Not Working","1-pers.-HH","","","",""
"No","2018","Not Working","(Married) couple without C. ","","","",""
"No","2018","Not Working","Single parent ","","","",""
"No","2018","Not Working","Couple + C. LE 16 ","","","",""
"No","2018","Not Working","Couple + C. GT 16 ","","","",""
"No","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","2019","Full Time","1-pers.-HH","60","0.0344361522265704","0.0253407428540552","0.0435315615990856"
"Yes","2019","Full Time","(Married) couple without C. ","137","0.0373695179731442","0.0307175423091146","0.0440214936371738"
"Yes","2019","Full Time","Single parent ","24","","",""
"Yes","2019","Full Time","Couple + C. LE 16 ","49","0.0149844143116746","0.0103753237487541","0.0195935048745952"
"Yes","2019","Full Time","Couple + C. GT 16 ","38","0.0147936063584154","0.00831029888601196","0.0212769138308189"
"Yes","2019","Full Time","Couple + C. LE and GT 16","21","","",""
"Yes","2019","Part Time","1-pers.-HH","41","0.0483496462071931","0.0341772882842412","0.0625220041301449"
"Yes","2019","Part Time","(Married) couple without C. ","125","0.0621386431704713","0.0509925953609238","0.0732846909800188"
"Yes","2019","Part Time","Single parent ","20","","",""
"Yes","2019","Part Time","Couple + C. LE 16 ","37","0.0179045768223251","0.0119451881829881","0.0238639654616622"
"Yes","2019","Part Time","Couple + C. GT 16 ","35","0.0435463816239153","0.030541376813133","0.0565513864346976"
"Yes","2019","Part Time","Couple + C. LE and GT 16","17","","",""
"Yes","2019","Not Working","1-pers.-HH","195","0.109967098867382","0.0956607791208095","0.124273418613954"
"Yes","2019","Not Working","(Married) couple without C. ","480","0.135227397811955","0.124101427076064","0.146353368547846"
"Yes","2019","Not Working","Single parent ","28","","",""
"Yes","2019","Not Working","Couple + C. LE 16 ","18","","",""
"Yes","2019","Not Working","Couple + C. GT 16 ","36","0.0687700234727847","0.050023224122671","0.0875168228228983"
"Yes","2019","Not Working","Couple + C. LE and GT 16","9","","",""
"No","2019","Full Time","1-pers.-HH","1484","0.96556384777343","0.956468438400914","0.974659257145945"
"No","2019","Full Time","(Married) couple without C. ","2986","0.962630482026856","0.955978506362826","0.969282457690886"
