"ple0015","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2013","higher education","East Germany","88","0.0815713988720954","0.0661555418252734","0.0969872559189173"
"No","2013","in school","West Germany","226","0.994495650727027","0.984870897607756","1.0041204038463"
"No","2013","in school","East Germany","33","1","1","1"
"No","2013","inadequately","West Germany","158","0.956762132225186","0.925633481930694","0.987890782519678"
"No","2013","inadequately","East Germany","29","","",""
"No","2013","general elemantary","West Germany","1530","0.93672856317953","0.924866245174986","0.948590881184075"
"No","2013","general elemantary","East Germany","238","0.972850471734395","0.952623706140698","0.993077237328093"
"No","2013","middle vocational","West Germany","6683","0.935389550890303","0.929666417429355","0.94111268435125"
"No","2013","middle vocational","East Germany","2241","0.935501303860257","0.925613952213144","0.945388655507369"
"No","2013","vocational + Abi","West Germany","888","0.948024080476714","0.933772897705594","0.962275263247835"
"No","2013","vocational + Abi","East Germany","169","0.997853401859518","0.990916608118541","1.00479019560049"
"No","2013","higher vocational","West Germany","902","0.942291822504796","0.927517638192208","0.957066006817384"
"No","2013","higher vocational","East Germany","350","0.91877385018928","0.89116130653799","0.946386393840569"
"No","2013","higher education","West Germany","3078","0.945906478056221","0.93814989846941","0.953663057643032"
"No","2013","higher education","East Germany","1123","0.918428601127905","0.903012744081083","0.933844458174726"
"Yes","2014","in school","West Germany","","","",""
"Yes","2014","in school","East Germany","","","",""
"Yes","2014","inadequately","West Germany","","","",""
"Yes","2014","inadequately","East Germany","","","",""
"Yes","2014","general elemantary","West Germany","","","",""
"Yes","2014","general elemantary","East Germany","","","",""
"Yes","2014","middle vocational","West Germany","","","",""
"Yes","2014","middle vocational","East Germany","","","",""
"Yes","2014","vocational + Abi","West Germany","","","",""
"Yes","2014","vocational + Abi","East Germany","","","",""
"Yes","2014","higher vocational","West Germany","","","",""
"Yes","2014","higher vocational","East Germany","","","",""
"Yes","2014","higher education","West Germany","","","",""
"Yes","2014","higher education","East Germany","","","",""
"No","2014","in school","West Germany","","","",""
"No","2014","in school","East Germany","","","",""
"No","2014","inadequately","West Germany","","","",""
"No","2014","inadequately","East Germany","","","",""
"No","2014","general elemantary","West Germany","","","",""
"No","2014","general elemantary","East Germany","","","",""
"No","2014","middle vocational","West Germany","","","",""
"No","2014","middle vocational","East Germany","","","",""
"No","2014","vocational + Abi","West Germany","","","",""
"No","2014","vocational + Abi","East Germany","","","",""
"No","2014","higher vocational","West Germany","","","",""
"No","2014","higher vocational","East Germany","","","",""
"No","2014","higher education","West Germany","","","",""
"No","2014","higher education","East Germany","","","",""
"Yes","2015","in school","West Germany","","","",""
"Yes","2015","in school","East Germany","","","",""
"Yes","2015","inadequately","West Germany","14","","",""
"Yes","2015","inadequately","East Germany","1","","",""
"Yes","2015","general elemantary","West Germany","87","0.0474314844723677","0.0388283217458641","0.0560346471988712"
"Yes","2015","general elemantary","East Germany","10","","",""
"Yes","2015","middle vocational","West Germany","458","0.0626723938914479","0.0576661247525911","0.0676786630303047"
"Yes","2015","middle vocational","East Germany","133","0.0660845199667122","0.0567259903303494","0.075443049603075"
"Yes","2015","vocational + Abi","West Germany","53","0.0444757485203919","0.0346297551859287","0.0543217418548551"
"Yes","2015","vocational + Abi","East Germany","7","","",""
"Yes","2015","higher vocational","West Germany","62","0.0626165793509872","0.0485095217507705","0.076723636951204"
"Yes","2015","higher vocational","East Germany","30","0.0832221330267435","0.0561193976656125","0.110324868387874"
"Yes","2015","higher education","West Germany","214","0.0515106876449437","0.0450661492577336","0.0579552260321539"
"Yes","2015","higher education","East Germany","93","0.0739487812787432","0.0601119151572204","0.087785647400266"
"No","2015","in school","West Germany","296","1","1","1"
"No","2015","in school","East Germany","56","1","1","1"
"No","2015","inadequately","West Germany","350","0.939398859097045","0.914887758429569","0.963909959764521"
"No","2015","inadequately","East Germany","47","0.987659650231283","0.956428005001101","1.01889129546146"
"No","2015","general elemantary","West Germany","2258","0.952568515527632","0.943965352801129","0.961171678254136"
"No","2015","general elemantary","East Germany","333","0.972678316795766","0.95542631979503","0.989930313796502"
"No","2015","middle vocational","West Germany","8546","0.937327606108552","0.932321336969695","0.942333875247409"
"No","2015","middle vocational","East Germany","2574","0.933915480033288","0.924556950396925","0.943274009669651"
"No","2015","vocational + Abi","West Germany","1631","0.955524251479608","0.945678258145145","0.965370244814071"
"No","2015","vocational + Abi","East Germany","270","0.987015885036705","0.973684463722492","1.00034730635092"
"No","2015","higher vocational","West Germany","1071","0.937383420649013","0.923276363048796","0.95149047824923"
"No","2015","higher vocational","East Germany","369","0.916777866973256","0.889675131612126","0.943880602334387"
"No","2015","higher education","West Germany","4305","0.948489312355056","0.942044773967846","0.954933850742266"
"No","2015","higher education","East Germany","1281","0.926051218721257","0.912214352599734","0.93988808484278"
"Yes","2016","in school","West Germany","","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","","","",""
"Yes","2016","inadequately","East Germany","","","",""
"Yes","2016","general elemantary","West Germany","","","",""
"Yes","2016","general elemantary","East Germany","","","",""
"Yes","2016","middle vocational","West Germany","","","",""
"Yes","2016","middle vocational","East Germany","","","",""
"Yes","2016","vocational + Abi","West Germany","","","",""
"Yes","2016","vocational + Abi","East Germany","","","",""
"Yes","2016","higher vocational","West Germany","","","",""
"Yes","2016","higher vocational","East Germany","","","",""
"Yes","2016","higher education","West Germany","","","",""
"Yes","2016","higher education","East Germany","","","",""
"No","2016","in school","West Germany","","","",""
"No","2016","in school","East Germany","","","",""
"No","2016","inadequately","West Germany","","","",""
"No","2016","inadequately","East Germany","","","",""
"No","2016","general elemantary","West Germany","","","",""
"No","2016","general elemantary","East Germany","","","",""
"No","2016","middle vocational","West Germany","","","",""
"No","2016","middle vocational","East Germany","","","",""
"No","2016","vocational + Abi","West Germany","","","",""
"No","2016","vocational + Abi","East Germany","","","",""
"No","2016","higher vocational","West Germany","","","",""
"No","2016","higher vocational","East Germany","","","",""
"No","2016","higher education","West Germany","","","",""
"No","2016","higher education","East Germany","","","",""
"Yes","2017","in school","West Germany","1","","",""
"Yes","2017","in school","East Germany","","","",""
"Yes","2017","inadequately","West Germany","10","","",""
"Yes","2017","inadequately","East Germany","4","","",""
"Yes","2017","general elemantary","West Germany","81","0.0418343961309357","0.0338009865140728","0.0498678057477985"
"Yes","2017","general elemantary","East Germany","14","","",""
"Yes","2017","middle vocational","West Germany","497","0.0612977621686223","0.0564159915595673","0.0661795327776773"
"Yes","2017","middle vocational","East Germany","132","0.063067971346321","0.0541621957080929","0.0719737469845491"
"Yes","2017","vocational + Abi","West Germany","72","0.0468740925875735","0.03736243955631","0.0563857456188371"
"Yes","2017","vocational + Abi","East Germany","8","","",""
"Yes","2017","higher vocational","West Germany","75","0.062714216458753","0.0486710720144269","0.0767573609030791"
"Yes","2017","higher vocational","East Germany","31","0.0744920559048858","0.0487927756532791","0.100191336156492"
"Yes","2017","higher education","West Germany","264","0.0565556092267607","0.0502185355841869","0.0628926828693344"
"Yes","2017","higher education","East Germany","96","0.0728783973836567","0.0594991449742983","0.0862576497930151"
"No","2017","in school","West Germany","344","0.998033724029106","0.993359243149311","1.0027082049089"
"No","2017","in school","East Germany","67","1","1","1"
"No","2017","inadequately","West Germany","396","0.965820808928266","0.948147647543379","0.983493970313153"
"No","2017","inadequately","East Germany","47","0.950395985514179","0.890805940651564","1.00998603037679"
"No","2017","general elemantary","West Germany","2305","0.958165603869064","0.950132194252202","0.966199013485927"
"No","2017","general elemantary","East Germany","366","0.967042007271171","0.949092218618737","0.984991795923604"
"No","2017","middle vocational","West Germany","8778","0.938702237831378","0.933820467222323","0.943584008440433"
"No","2017","middle vocational","East Germany","2730","0.936932028653679","0.928026253015451","0.945837804291907"
"No","2017","vocational + Abi","West Germany","1825","0.953125907412427","0.943614254381163","0.96263756044369"
"No","2017","vocational + Abi","East Germany","321","0.977025561419632","0.960836355064419","0.993214767774844"
"No","2017","higher vocational","West Germany","1070","0.937285783541247","0.923242639096921","0.951328927985573"
"No","2017","higher vocational","East Germany","370","0.925507944095114","0.899808663843508","0.951207224346721"
"No","2017","higher education","West Germany","4840","0.943444390773239","0.937107317130666","0.949781464415813"
"No","2017","higher education","East Germany","1354","0.927121602616343","0.913742350206985","0.940500855025702"
"Yes","2018","in school","West Germany","","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","","","",""
"Yes","2018","inadequately","East Germany","","","",""
"Yes","2018","general elemantary","West Germany","","","",""
"Yes","2018","general elemantary","East Germany","","","",""
"Yes","2018","middle vocational","West Germany","","","",""
"Yes","2018","middle vocational","East Germany","","","",""
"Yes","2018","vocational + Abi","West Germany","","","",""
"Yes","2018","vocational + Abi","East Germany","","","",""
"Yes","2018","higher vocational","West Germany","","","",""
"Yes","2018","higher vocational","East Germany","","","",""
"Yes","2018","higher education","West Germany","","","",""
"Yes","2018","higher education","East Germany","","","",""
"No","2018","in school","West Germany","","","",""
"No","2018","in school","East Germany","","","",""
"No","2018","inadequately","West Germany","","","",""
"No","2018","inadequately","East Germany","","","",""
"No","2018","general elemantary","West Germany","","","",""
"No","2018","general elemantary","East Germany","","","",""
"No","2018","middle vocational","West Germany","","","",""
"No","2018","middle vocational","East Germany","","","",""
"No","2018","vocational + Abi","West Germany","","","",""
"No","2018","vocational + Abi","East Germany","","","",""
"No","2018","higher vocational","West Germany","","","",""
"No","2018","higher vocational","East Germany","","","",""
"No","2018","higher education","West Germany","","","",""
"No","2018","higher education","East Germany","","","",""
"Yes","2019","in school","West Germany","","","",""
"Yes","2019","in school","East Germany","","","",""
"Yes","2019","inadequately","West Germany","9","","",""
"Yes","2019","inadequately","East Germany","2","","",""
"Yes","2019","general elemantary","West Germany","82","0.0478783872703655","0.0386269066218685","0.0571298679188624"
"Yes","2019","general elemantary","East Germany","16","","",""
"Yes","2019","middle vocational","West Germany","503","0.0678451771278927","0.0624964971490565","0.0731938571067289"
"Yes","2019","middle vocational","East Germany","138","0.063016438010424","0.0537013232237898","0.0723315527970583"
"Yes","2019","vocational + Abi","West Germany","67","0.0420038267143249","0.0328455926356133","0.0511620607930364"
"Yes","2019","vocational + Abi","East Germany","11","","",""
"Yes","2019","higher vocational","West Germany","82","0.0680845128761023","0.0540018565315429","0.0821671692206618"
"Yes","2019","higher vocational","East Germany","32","0.0849695848106639","0.0589453295926355","0.110993840028692"
"Yes","2019","higher education","West Germany","312","0.0630686455846006","0.0565839097433054","0.0695533814258958"
"Yes","2019","higher education","East Germany","116","0.060185034373443","0.0485023674768778","0.0718677012700083"
"No","2019","in school","West Germany","278","1","1","1"
"No","2019","in school","East Germany","53","1","1","1"
"No","2019","inadequately","West Germany","333","0.97661783847144","0.960602368314972","0.992633308627908"
"No","2019","inadequately","East Germany","45","0.915318383151235","0.835724475802015","0.994912290500455"
"No","2019","general elemantary","West Germany","1964","0.952121612729634","0.942870132081137","0.961373093378131"
"No","2019","general elemantary","East Germany","356","0.962084528640122","0.942676051241045","0.981493006039199"
"No","2019","middle vocational","West Germany","7989","0.932154822872107","0.926806142893271","0.937503502850943"
"No","2019","middle vocational","East Germany","2476","0.936983561989576","0.927668447202942","0.94629867677621"
"No","2019","vocational + Abi","West Germany","1776","0.957996173285675","0.948837939206964","0.967154407364387"
"No","2019","vocational + Abi","East Germany","311","0.989738190976262","0.978730600000348","1.00074578195218"
"No","2019","higher vocational","West Germany","1147","0.931915487123898","0.917832830779338","0.945998143468457"
"No","2019","higher vocational","East Germany","409","0.915030415189336","0.889006159971308","0.941054670407365"
"No","2019","higher education","West Germany","5086","0.936931354415399","0.930446618574104","0.943416090256694"
"No","2019","higher education","East Germany","1476","0.939814965626557","0.928132298729992","0.951497632523122"
