"ple0015","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","direct migration background","Male","29","","",""
"Yes","2013","direct migration background","Female","42","0.0529234322550132","0.0387686581173337","0.0670782063926927"
"Yes","2013","indirect migration background","Male","1","","",""
"Yes","2013","indirect migration background","Female","7","","",""
"No","2013","no migration background","Male","7350","0.944089079237027","0.938988462407827","0.949189696066228"
"No","2013","no migration background","Female","8239","0.930887315110097","0.925577253385694","0.936197376834499"
"No","2013","direct migration background","Male","706","0.952570641935162","0.937204082464174","0.967937201406151"
"No","2013","direct migration background","Female","919","0.947076567744987","0.932921793607307","0.961231341882666"
"No","2013","indirect migration background","Male","344","0.993227220081019","0.984572633403991","1.00188180675805"
"No","2013","indirect migration background","Female","364","0.981313938708819","0.967534738685116","0.995093138732522"
"Yes","2014","no migration background","Male","","","",""
"Yes","2014","no migration background","Female","","","",""
"Yes","2014","direct migration background","Male","","","",""
"Yes","2014","direct migration background","Female","","","",""
"Yes","2014","indirect migration background","Male","","","",""
"Yes","2014","indirect migration background","Female","","","",""
"No","2014","no migration background","Male","","","",""
"No","2014","no migration background","Female","","","",""
"No","2014","direct migration background","Male","","","",""
"No","2014","direct migration background","Female","","","",""
"No","2014","indirect migration background","Male","","","",""
"No","2014","indirect migration background","Female","","","",""
"Yes","2015","no migration background","Male","438","0.0548582961776319","0.0501056808478643","0.0596109115073996"
"Yes","2015","no migration background","Female","601","0.0710363468963779","0.06609878156358","0.0759739122291759"
"Yes","2015","direct migration background","Male","45","0.032718329242823","0.0248142968507863","0.0406223616348597"
"Yes","2015","direct migration background","Female","67","0.0331715807770345","0.0259692332687384","0.0403739282853306"
"Yes","2015","indirect migration background","Male","5","","",""
"Yes","2015","indirect migration background","Female","16","","",""
"No","2015","no migration background","Male","8380","0.945141703822368","0.9403890884926","0.949894319152136"
"No","2015","no migration background","Female","9797","0.928963653103622","0.924026087770824","0.93390121843642"
"No","2015","direct migration background","Male","1901","0.967281670757177","0.95937763836514","0.975185703149214"
"No","2015","direct migration background","Female","2308","0.966828419222965","0.959626071714669","0.974030766731262"
"No","2015","indirect migration background","Male","748","0.991676627532654","0.985187514987215","0.998165740078093"
"No","2015","indirect migration background","Female","864","0.981783037638511","0.972947102937671","0.99061897233935"
"Yes","2016","no migration background","Male","","","",""
"Yes","2016","no migration background","Female","","","",""
"Yes","2016","direct migration background","Male","","","",""
"Yes","2016","direct migration background","Female","","","",""
"Yes","2016","indirect migration background","Male","","","",""
"Yes","2016","indirect migration background","Female","","","",""
"No","2016","no migration background","Male","","","",""
"No","2016","no migration background","Female","","","",""
"No","2016","direct migration background","Male","","","",""
"No","2016","direct migration background","Female","","","",""
"No","2016","indirect migration background","Male","","","",""
"No","2016","indirect migration background","Female","","","",""
"Yes","2017","no migration background","Male","500","0.0534962685909763","0.0489634867950448","0.0580290503869078"
"Yes","2017","no migration background","Female","656","0.0721470933769258","0.067283890549518","0.0770102962043337"
"Yes","2017","direct migration background","Male","48","0.0329305916264928","0.0252670054506857","0.0405941778022999"
"Yes","2017","direct migration background","Female","72","0.0374307440322713","0.0301134915532135","0.0447479965113292"
"Yes","2017","indirect migration background","Male","5","","",""
"Yes","2017","indirect migration background","Female","17","","",""
"No","2017","no migration background","Male","8967","0.946503731409024","0.941970949613092","0.951036513204955"
"No","2017","no migration background","Female","10217","0.927852906623074","0.922989703795666","0.932716109450482"
"No","2017","direct migration background","Male","2035","0.967069408373507","0.9594058221977","0.974732994549314"
"No","2017","direct migration background","Female","2513","0.962569255967729","0.955252003488671","0.969886508446787"
"No","2017","indirect migration background","Male","784","0.994434489461978","0.989243499569282","0.999625479354673"
"No","2017","indirect migration background","Female","909","0.984176148869384","0.976138387473466","0.992213910265302"
"Yes","2018","no migration background","Male","","","",""
"Yes","2018","no migration background","Female","","","",""
"Yes","2018","direct migration background","Male","","","",""
"Yes","2018","direct migration background","Female","","","",""
"Yes","2018","indirect migration background","Male","","","",""
"Yes","2018","indirect migration background","Female","","","",""
"No","2018","no migration background","Male","","","",""
"No","2018","no migration background","Female","","","",""
"No","2018","direct migration background","Male","","","",""
"No","2018","direct migration background","Female","","","",""
"No","2018","indirect migration background","Male","","","",""
"No","2018","indirect migration background","Female","","","",""
"Yes","2019","no migration background","Male","557","0.0546819172795964","0.0501814533086414","0.0591823812505514"
"Yes","2019","no migration background","Female","683","0.0774586395884151","0.0723450877563057","0.0825721914205245"
"Yes","2019","direct migration background","Male","53","0.0342767685955827","0.025742776287896","0.0428107609032695"
"Yes","2019","direct migration background","Female","76","0.0500923899425705","0.040791491499474","0.0593932883856671"
"Yes","2019","indirect migration background","Male","10","","",""
"Yes","2019","indirect migration background","Female","16","","",""
"No","2019","no migration background","Male","9247","0.945318082720404","0.940817618749448","0.949818546691359"
"No","2019","no migration background","Female","9815","0.922541360411585","0.917427808579476","0.927654912243694"
"No","2019","direct migration background","Male","1693","0.965723231404417","0.957189239096731","0.974257223712104"
"No","2019","direct migration background","Female","2037","0.94990761005743","0.940606711614333","0.959208508500526"
"No","2019","indirect migration background","Male","793","0.988364637778502","0.980947456872746","0.995781818684257"
"No","2019","indirect migration background","Female","891","0.98666776325322","0.979203594913492","0.994131931592947"
