"ple0015","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","(1c) basic vocational qualification","Male","176","1","1","1"
"Yes","2017","(1c) basic vocational qualification","Female","201","1","1","1"
"Yes","2017","(2b) intermediate general qualification","Male","6","","",""
"Yes","2017","(2b) intermediate general qualification","Female","13","","",""
"Yes","2017","(2a) intermediate vocational","Male","106","1","1","1"
"Yes","2017","(2a) intermediate vocational","Female","200","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","Male","4","","",""
"Yes","2017","(2c_gen) general maturity certificate","Female","15","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","Male","35","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","69","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","72","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","59","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","121","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","108","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","","","",""
"Yes","2019","(0) in school","Female","","","",""
"Yes","2019","(1a) inadequately completed","Male","3","","",""
"Yes","2019","(1a) inadequately completed","Female","7","","",""
"Yes","2019","(1b) general elementary school","Male","23","","",""
"Yes","2019","(1b) general elementary school","Female","54","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","172","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","179","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","8","","",""
"Yes","2019","(2b) intermediate general qualification","Female","17","","",""
"Yes","2019","(2a) intermediate vocational","Male","130","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","215","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","7","","",""
"Yes","2019","(2c_gen) general maturity certificate","Female","16","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","Male","41","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","65","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","71","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","73","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","155","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","133","1","1","1"
