"ple0015","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2015","1-pers.-HH","Male","82","0.052925341568132","0.0416067459644487","0.0642439371718153"
"Yes","2015","1-pers.-HH","Female","180","0.0992848848759707","0.0862407516673726","0.112329018084569"
"Yes","2015","(Married) couple without C. ","Male","313","0.0859923362515946","0.0769844467802936","0.0950002257228956"
"Yes","2015","(Married) couple without C. ","Female","315","0.0767003034694272","0.0682179837143777","0.0851826232244767"
"Yes","2015","Single parent ","Male","11","","",""
"Yes","2015","Single parent ","Female","54","0.0280116476298733","0.020386778975358","0.0356365162843886"
"Yes","2015","Couple + C. LE 16 ","Male","26","","",""
"Yes","2015","Couple + C. LE 16 ","Female","45","0.018634671062304","0.0139485102088652","0.0233208319157427"
"Yes","2015","Couple + C. GT 16 ","Male","38","0.0175484735945344","0.0109037380561168","0.024193209132952"
"Yes","2015","Couple + C. GT 16 ","Female","52","0.0366456924447547","0.0268176047012254","0.0464737801882839"
"Yes","2015","Couple + C. LE and GT 16","Male","10","","",""
"Yes","2015","Couple + C. LE and GT 16","Female","23","","",""
"No","2015","1-pers.-HH","Male","1421","0.947074658431868","0.935756062828185","0.958393254035551"
"No","2015","1-pers.-HH","Female","1839","0.900715115124029","0.887670981915431","0.913759248332627"
"No","2015","(Married) couple without C. ","Male","3408","0.914007663748405","0.904999774277104","0.923015553219707"
"No","2015","(Married) couple without C. ","Female","3466","0.923299696530573","0.914817376775523","0.931782016285622"
"No","2015","Single parent ","Male","520","0.978459535057166","0.966111444609789","0.990807625504542"
"No","2015","Single parent ","Female","1745","0.971988352370127","0.964363483715611","0.979613221024642"
"No","2015","Couple + C. LE 16 ","Male","2859","0.9895630139964","0.98585463203269","0.99327139596011"
"No","2015","Couple + C. LE 16 ","Female","3154","0.981365328937696","0.976679168084257","0.986051489791135"
"No","2015","Couple + C. GT 16 ","Male","1462","0.982451526405466","0.975806790867048","0.989096261943883"
"No","2015","Couple + C. GT 16 ","Female","1352","0.963354307555245","0.953526219811716","0.973182395298775"
"No","2015","Couple + C. LE and GT 16","Male","1057","0.994305616146864","0.989790705111463","0.998820527182265"
"No","2015","Couple + C. LE and GT 16","Female","1068","0.985362073210201","0.978235620260448","0.992488526159954"
"Yes","2016","1-pers.-HH","Male","","","",""
"Yes","2016","1-pers.-HH","Female","","","",""
"Yes","2016","(Married) couple without C. ","Male","","","",""
"Yes","2016","(Married) couple without C. ","Female","","","",""
"Yes","2016","Single parent ","Male","","","",""
"Yes","2016","Single parent ","Female","","","",""
"Yes","2016","Couple + C. LE 16 ","Male","","","",""
"Yes","2016","Couple + C. LE 16 ","Female","","","",""
"Yes","2016","Couple + C. GT 16 ","Male","","","",""
"Yes","2016","Couple + C. GT 16 ","Female","","","",""
"Yes","2016","Couple + C. LE and GT 16","Male","","","",""
"Yes","2016","Couple + C. LE and GT 16","Female","","","",""
"No","2016","1-pers.-HH","Male","","","",""
"No","2016","1-pers.-HH","Female","","","",""
"No","2016","(Married) couple without C. ","Male","","","",""
"No","2016","(Married) couple without C. ","Female","","","",""
"No","2016","Single parent ","Male","","","",""
"No","2016","Single parent ","Female","","","",""
"No","2016","Couple + C. LE 16 ","Male","","","",""
"No","2016","Couple + C. LE 16 ","Female","","","",""
"No","2016","Couple + C. GT 16 ","Male","","","",""
"No","2016","Couple + C. GT 16 ","Female","","","",""
"No","2016","Couple + C. LE and GT 16","Male","","","",""
"No","2016","Couple + C. LE and GT 16","Female","","","",""
"Yes","2017","1-pers.-HH","Male","85","0.0477159234694528","0.0376653428901022","0.0577665040488035"
"Yes","2017","1-pers.-HH","Female","187","0.0901547496120023","0.0782516855356838","0.102057813688321"
"Yes","2017","(Married) couple without C. ","Male","350","0.0824515532356875","0.0740251712723886","0.0908779351989864"
"Yes","2017","(Married) couple without C. ","Female","344","0.0786188517038619","0.0704450594128816","0.0867926439948423"
"Yes","2017","Single parent ","Male","8","","",""
"Yes","2017","Single parent ","Female","69","0.0406523010507333","0.0312258136471576","0.050078788454309"
"Yes","2017","Couple + C. LE 16 ","Male","34","0.0135663882179392","0.00928460044410828","0.01784817599177"
"Yes","2017","Couple + C. LE 16 ","Female","52","0.0203095144683289","0.0153859421497624","0.0252330867868953"
"Yes","2017","Couple + C. GT 16 ","Male","51","0.0203908150411172","0.0136204188883049","0.0271612111939294"
"Yes","2017","Couple + C. GT 16 ","Female","58","0.0473065108809284","0.0368912847189321","0.0577217370429246"
"Yes","2017","Couple + C. LE and GT 16","Male","15","","",""
"Yes","2017","Couple + C. LE and GT 16","Female","25","","",""
"No","2017","1-pers.-HH","Male","1643","0.952284076530547","0.942233495951197","0.962334657109898"
"No","2017","1-pers.-HH","Female","2037","0.909845250387998","0.897942186311679","0.921748314464316"
"No","2017","(Married) couple without C. ","Male","3743","0.917548446764312","0.909122064801014","0.925974828727611"
"No","2017","(Married) couple without C. ","Female","3821","0.921381148296138","0.913207356005158","0.929554940587119"
"No","2017","Single parent ","Male","550","0.988452294111123","0.979587743875679","0.997316844346567"
"No","2017","Single parent ","Female","1617","0.959347698949267","0.949921211545691","0.968774186352842"
"No","2017","Couple + C. LE 16 ","Male","2770","0.986433611782061","0.98215182400823","0.990715399555892"
"No","2017","Couple + C. LE 16 ","Female","3101","0.979690485531671","0.974766913213104","0.984614057850238"
"No","2017","Couple + C. GT 16 ","Male","1623","0.979609184958883","0.97283878880607","0.986379581111695"
"No","2017","Couple + C. GT 16 ","Female","1538","0.952693489119072","0.942278262957075","0.963108715281068"
"No","2017","Couple + C. LE and GT 16","Male","1087","0.993726029428607","0.989064141109493","0.998387917747721"
"No","2017","Couple + C. LE and GT 16","Female","1120","0.981805573620693","0.974064035114475","0.989547112126911"
"Yes","2018","1-pers.-HH","Male","","","",""
"Yes","2018","1-pers.-HH","Female","","","",""
"Yes","2018","(Married) couple without C. ","Male","","","",""
"Yes","2018","(Married) couple without C. ","Female","","","",""
"Yes","2018","Single parent ","Male","","","",""
"Yes","2018","Single parent ","Female","","","",""
"Yes","2018","Couple + C. LE 16 ","Male","","","",""
"Yes","2018","Couple + C. LE 16 ","Female","","","",""
"Yes","2018","Couple + C. GT 16 ","Male","","","",""
"Yes","2018","Couple + C. GT 16 ","Female","","","",""
"Yes","2018","Couple + C. LE and GT 16","Male","","","",""
"Yes","2018","Couple + C. LE and GT 16","Female","","","",""
"No","2018","1-pers.-HH","Male","","","",""
"No","2018","1-pers.-HH","Female","","","",""
"No","2018","(Married) couple without C. ","Male","","","",""
"No","2018","(Married) couple without C. ","Female","","","",""
"No","2018","Single parent ","Male","","","",""
"No","2018","Single parent ","Female","","","",""
"No","2018","Couple + C. LE 16 ","Male","","","",""
"No","2018","Couple + C. LE 16 ","Female","","","",""
"No","2018","Couple + C. GT 16 ","Male","","","",""
"No","2018","Couple + C. GT 16 ","Female","","","",""
"No","2018","Couple + C. LE and GT 16","Male","","","",""
"No","2018","Couple + C. LE and GT 16","Female","","","",""
"Yes","2019","1-pers.-HH","Male","105","0.0470347025252089","0.0376137466466678","0.05645565840375"
"Yes","2019","1-pers.-HH","Female","191","0.0934278842994954","0.0815725984783116","0.105283170120679"
"Yes","2019","(Married) couple without C. ","Male","384","0.0816997104569046","0.0735768424630346","0.0898225784507746"
"Yes","2019","(Married) couple without C. ","Female","358","0.0877329274241924","0.0791617068766251","0.0963041479717596"
"Yes","2019","Single parent ","Male","8","","",""
"Yes","2019","Single parent ","Female","64","0.0519680873609727","0.0406940209903118","0.0632421537316337"
"Yes","2019","Couple + C. LE 16 ","Male","43","0.0130556528356892","0.00864380485530317","0.0174675008160752"
"Yes","2019","Couple + C. LE 16 ","Female","61","0.0228149377451245","0.0171417950483759","0.028488080441873"
"Yes","2019","Couple + C. GT 16 ","Male","52","0.0294419749320404","0.0210292553329748","0.037854694531106"
"Yes","2019","Couple + C. GT 16 ","Female","57","0.0475364668132859","0.0364963483739835","0.0585765852525884"
"Yes","2019","Couple + C. LE and GT 16","Male","19","","",""
"Yes","2019","Couple + C. LE and GT 16","Female","28","","",""
"No","2019","1-pers.-HH","Male","1835","0.952965297474791","0.94354434159625","0.962386253353332"
"No","2019","1-pers.-HH","Female","2124","0.906572115700505","0.894716829879321","0.918427401521688"
"No","2019","(Married) couple without C. ","Male","3984","0.918300289543096","0.910177421549226","0.926423157536965"
"No","2019","(Married) couple without C. ","Female","3827","0.912267072575808","0.90369585202824","0.920838293123375"
"No","2019","Single parent ","Male","571","0.988877492361306","0.980335062698655","0.997419922023956"
"No","2019","Single parent ","Female","1425","0.948031912639027","0.936757846268366","0.959305979009688"
"No","2019","Couple + C. LE 16 ","Male","2500","0.986944347164311","0.982532499183925","0.991356195144697"
"No","2019","Couple + C. LE 16 ","Female","2600","0.977185062254875","0.971511919558127","0.982858204951624"
"No","2019","Couple + C. GT 16 ","Male","1499","0.97055802506796","0.962145305468894","0.978970744667025"
"No","2019","Couple + C. GT 16 ","Female","1370","0.952463533186714","0.941423414747412","0.963503651626016"
"No","2019","Couple + C. LE and GT 16","Male","1058","0.972923231635398","0.963229791309923","0.982616671960874"
"No","2019","Couple + C. LE and GT 16","Female","1084","0.974764372704798","0.965546035860636","0.98398270954896"
