"ple0015","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2013","16-34 y.","lower secondary degree","2","","",""
"Yes","2013","16-34 y.","secondary school degree","7","","",""
"Yes","2013","16-34 y.","college entrance qualification","7","","",""
"Yes","2013","16-34 y.","Other degree","","","",""
"Yes","2013","16-34 y.","no degree/no degree yet","1","","",""
"Yes","2013","35-65 y.","lower secondary degree","143","1","1","1"
"Yes","2013","35-65 y.","secondary school degree","154","1","1","1"
"Yes","2013","35-65 y.","college entrance qualification","125","1","1","1"
"Yes","2013","35-65 y.","Other degree","23","","",""
"Yes","2013","35-65 y.","no degree/no degree yet","5","","",""
"Yes","2013","66 and older","lower secondary degree","280","1","1","1"
"Yes","2013","66 and older","secondary school degree","132","1","1","1"
"Yes","2013","66 and older","college entrance qualification","127","1","1","1"
"Yes","2013","66 and older","Other degree","29","","",""
"Yes","2013","66 and older","no degree/no degree yet","8","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","8","","",""
"Yes","2015","16-34 y.","secondary school degree","15","","",""
"Yes","2015","16-34 y.","college entrance qualification","5","","",""
"Yes","2015","16-34 y.","Other degree","1","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","1","","",""
"Yes","2015","35-65 y.","lower secondary degree","142","1","1","1"
"Yes","2015","35-65 y.","secondary school degree","186","1","1","1"
"Yes","2015","35-65 y.","college entrance qualification","138","1","1","1"
"Yes","2015","35-65 y.","Other degree","39","1","1","1"
"Yes","2015","35-65 y.","no degree/no degree yet","9","","",""
"Yes","2015","66 and older","lower secondary degree","278","1","1","1"
"Yes","2015","66 and older","secondary school degree","141","1","1","1"
"Yes","2015","66 and older","college entrance qualification","149","1","1","1"
"Yes","2015","66 and older","Other degree","38","1","1","1"
"Yes","2015","66 and older","no degree/no degree yet","9","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","6","","",""
"Yes","2017","16-34 y.","secondary school degree","15","","",""
"Yes","2017","16-34 y.","college entrance qualification","11","","",""
"Yes","2017","16-34 y.","Other degree","1","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","2","","",""
"Yes","2017","35-65 y.","lower secondary degree","154","1","1","1"
"Yes","2017","35-65 y.","secondary school degree","208","1","1","1"
"Yes","2017","35-65 y.","college entrance qualification","178","1","1","1"
"Yes","2017","35-65 y.","Other degree","48","1","1","1"
"Yes","2017","35-65 y.","no degree/no degree yet","10","","",""
"Yes","2017","66 and older","lower secondary degree","280","1","1","1"
"Yes","2017","66 and older","secondary school degree","155","1","1","1"
"Yes","2017","66 and older","college entrance qualification","163","1","1","1"
"Yes","2017","66 and older","Other degree","40","1","1","1"
"Yes","2017","66 and older","no degree/no degree yet","6","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","7","","",""
"Yes","2019","16-34 y.","secondary school degree","7","","",""
"Yes","2019","16-34 y.","college entrance qualification","5","","",""
"Yes","2019","16-34 y.","Other degree","3","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","","","",""
"Yes","2019","35-65 y.","lower secondary degree","126","1","1","1"
"Yes","2019","35-65 y.","secondary school degree","249","1","1","1"
"Yes","2019","35-65 y.","college entrance qualification","238","1","1","1"
"Yes","2019","35-65 y.","Other degree","52","1","1","1"
"Yes","2019","35-65 y.","no degree/no degree yet","7","","",""
"Yes","2019","66 and older","lower secondary degree","276","1","1","1"
"Yes","2019","66 and older","secondary school degree","177","1","1","1"
"Yes","2019","66 and older","college entrance qualification","171","1","1","1"
"Yes","2019","66 and older","Other degree","44","1","1","1"
"Yes","2019","66 and older","no degree/no degree yet","4","","",""
