"ple0015","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2010","35-65 y.","1-pers.-HH","","","","","2"
"No","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2010","35-65 y.","Single parent ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes","2010","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","16-34 y.","Single parent ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","35-65 y.","Single parent ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","66 and older","1-pers.-HH","","","","","1"
"Yes","2010","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2010","66 and older","Single parent ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2011","16-34 y.","1-pers.-HH","633","0.994281094585065","0.988429842627426","1.0001323465427","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1871","0.96841886673576","0.960606579546251","0.976231153925269","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","833","0.984548521004579","0.976237268066514","0.992859773942645","2"
"No","2011","66 and older","1-pers.-HH","1321","0.914092815663128","0.899644272563501","0.928541358762754","2"
"No","2011","66 and older","(Married) couple without C. ","3032","0.901777997043798","0.891711880473595","0.911844113614001","2"
"No","2011","66 and older","Single parent ","77","0.966788760355793","0.927766365314832","1.00581115539675","2"
"No","2011","66 and older","Couple + C. LE 16 ","5","","","","2"
"No","2011","66 and older","Couple + C. GT 16 ","188","0.916826302465863","0.878932381610674","0.954720223321052","2"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2011","16-34 y.","(Married) couple without C. ","830","0.996017082527613","0.991745007211371","1.00028915784386","2"
"No","2011","16-34 y.","Single parent ","448","0.999501476867076","0.997436765739273","1.00156618799488","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","808","0.993469289282112","0.987918799891453","0.999019778672771","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","1068","0.997774017384814","0.99495285764381","1.00059517712582","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","386","0.996451296200129","0.990526744106629","1.00237584829363","2"
"No","2011","35-65 y.","1-pers.-HH","1411","0.955227348830428","0.944730255728955","0.9657244419319","2"
"No","2011","35-65 y.","(Married) couple without C. ","3728","0.947789031825229","0.940853554827831","0.954724508822626","2"
"No","2011","35-65 y.","Single parent ","619","0.9431211975705","0.925233100936156","0.961009294204844","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","2255","0.978242109448252","0.972281078832564","0.984203140063939","2"
"Yes","2011","16-34 y.","1-pers.-HH","5","","","","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","5","","","","1"
"Yes","2011","16-34 y.","Single parent ","1","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","4","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"Yes","2011","35-65 y.","1-pers.-HH","80","0.0447726511695722","0.0342755580680997","0.0552697442710447","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","224","0.0522109681747715","0.0452754911773744","0.0591464451721686","1"
"Yes","2011","35-65 y.","Single parent ","25","","","","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","46","0.0217578905517484","0.0157968599360606","0.0277189211674363","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","54","0.0315811332642401","0.0237688460747308","0.0393934204537495","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","13","","","","1"
"Yes","2011","66 and older","1-pers.-HH","124","0.0859071843368724","0.0714586412372459","0.100355727436499","1"
"Yes","2011","66 and older","(Married) couple without C. ","326","0.0982220029562024","0.0881558863859995","0.108288119526405","1"
"Yes","2011","66 and older","Single parent ","4","","","","1"
"Yes","2011","66 and older","Couple + C. LE 16 ","2","","","","1"
"Yes","2011","66 and older","Couple + C. GT 16 ","16","","","","1"
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2012","16-34 y.","1-pers.-HH","","","","","2"
"No","2012","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2012","16-34 y.","Single parent ","","","","","2"
"No","2012","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2012","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","66 and older","1-pers.-HH","","","","","2"
"No","2012","66 and older","(Married) couple without C. ","","","","","2"
"No","2012","66 and older","Single parent ","","","","","2"
"No","2012","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2012","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2012","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","35-65 y.","1-pers.-HH","","","","","2"
"No","2012","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2012","35-65 y.","Single parent ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes","2012","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2012","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","16-34 y.","Single parent ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2012","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","35-65 y.","Single parent ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","66 and older","1-pers.-HH","","","","","1"
"Yes","2012","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2012","66 and older","Single parent ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2013","16-34 y.","1-pers.-HH","607","0.99193559914269","0.98484381876214","0.999027379523241","2"
"No","2013","16-34 y.","(Married) couple without C. ","728","0.993234239450175","0.98730787201317","0.99916060688718","2"
"No","2013","16-34 y.","Single parent ","402","1","1","1","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","698","0.997038051667255","0.993020929546916","1.00105517378759","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","840","0.997494146016613","0.994117192337436","1.00087109969579","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","303","1","1","1","2"
"No","2013","35-65 y.","1-pers.-HH","1389","0.94592564218613","0.934344444813103","0.957506839559156","2"
"No","2013","35-65 y.","(Married) couple without C. ","3391","0.940139572959694","0.932409566052854","0.947869579866534","2"
"No","2013","35-65 y.","Single parent ","617","0.919913525969479","0.899015095189425","0.940811956749533","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","2030","0.980317296089631","0.974320285615254","0.986314306564009","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","1577","0.961854495796786","0.952586834144779","0.971122157448793","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","626","0.979856362737024","0.968963354886834","0.990749370587214","2"
"No","2013","66 and older","1-pers.-HH","1248","0.891685794764561","0.87538913792401","0.907982451605112","2"
"No","2013","66 and older","(Married) couple without C. ","2907","0.87063995971224","0.859193295956361","0.882086623468118","2"
"No","2013","66 and older","Single parent ","59","0.894429786758249","0.820295357295808","0.968564216220691","2"
"No","2013","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2013","66 and older","Couple + C. GT 16 ","135","0.897191562532685","0.848750173591272","0.945632951474098","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2013","16-34 y.","1-pers.-HH","4","","","","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","7","","","","1"
"Yes","2013","16-34 y.","Single parent ","","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","5","","","","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","2","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","35-65 y.","1-pers.-HH","76","0.0540743578138703","0.0424931604408441","0.0656555551868966","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","227","0.0598604270403055","0.0521304201334655","0.0675904339471454","1"
"Yes","2013","35-65 y.","Single parent ","31","0.0800864740305209","0.0591880432504669","0.100984904810575","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","31","0.0196827039103687","0.0136856934359915","0.0256797143847459","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","64","0.0381455042032141","0.0288778425512072","0.0474131658552209","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","13","","","","1"
"Yes","2013","66 and older","1-pers.-HH","149","0.108314205235439","0.0920175483948884","0.12461086207599","1"
"Yes","2013","66 and older","(Married) couple without C. ","395","0.12936004028776","0.117913376531882","0.140806704043639","1"
"Yes","2013","66 and older","Single parent ","7","","","","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","2","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","16","","","","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","1-pers.-HH","","","","","2"
"No","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2014","16-34 y.","Single parent ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","35-65 y.","1-pers.-HH","","","","","2"
"No","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2014","35-65 y.","Single parent ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","66 and older","1-pers.-HH","","","","","2"
"No","2014","66 and older","(Married) couple without C. ","","","","","2"
"No","2014","66 and older","Single parent ","","","","","2"
"No","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","16-34 y.","Single parent ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","35-65 y.","Single parent ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","66 and older","1-pers.-HH","","","","","1"
"Yes","2014","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2014","66 and older","Single parent ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","1-pers.-HH","666","0.986851593581952","0.978226314167038","0.995476872996866","2"
"No","2015","16-34 y.","(Married) couple without C. ","847","0.995090521332797","0.990397232556892","0.999783810108702","2"
"No","2015","16-34 y.","Single parent ","803","0.992584956362268","0.986669570070053","0.998500342654483","2"
"No","2015","16-34 y.","Couple + C. LE 16 ","1466","0.99053766246605","0.985601998450052","0.995473326482047","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","956","0.998671469121557","0.996364921187912","1.0009780170552","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","714","0.998559525807263","0.99578153182683","1.0013375197877","2"
"No","2015","35-65 y.","1-pers.-HH","1377","0.934895456756497","0.922262167166422","0.947528746346573","2"
"No","2015","35-65 y.","(Married) couple without C. ","3248","0.937211729994245","0.929125305837839","0.945298154150651","2"
"No","2015","35-65 y.","Single parent ","1396","0.96868880567097","0.959715431387453","0.977662179954486","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","4538","0.983850088894527","0.980205843499261","0.987494334289792","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","1679","0.96347419981393","0.95468249494902","0.972265904678841","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","1408","0.985824874886967","0.979717128006037","0.991932621767896","2"
"No","2015","66 and older","1-pers.-HH","1217","0.877765228342867","0.860526849150284","0.89500360753545","2"
"No","2015","66 and older","(Married) couple without C. ","2779","0.871154391441146","0.859533725749172","0.882775057133121","2"
"No","2015","66 and older","Single parent ","66","0.893162094467367","0.823251131571674","0.96307305736306","2"
"No","2015","66 and older","Couple + C. LE 16 ","9","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","179","0.920033568826886","0.882156996360779","0.957910141292994","2"
"No","2015","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2015","16-34 y.","1-pers.-HH","4","","","","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","5","","","","1"
"Yes","2015","16-34 y.","Single parent ","5","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","12","","","","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","2","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","2","","","","1"
"Yes","2015","35-65 y.","1-pers.-HH","88","0.0651045432435029","0.0524712536534274","0.0777378328335784","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","209","0.062788270005755","0.0547018458493489","0.0708746941621611","1"
"Yes","2015","35-65 y.","Single parent ","51","0.0313111943290302","0.0223378200455138","0.0402845686125466","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","58","0.0161499111054735","0.0125056657102077","0.0197941565007393","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","70","0.0365258001860698","0.0277340953211592","0.0453175050509805","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","31","0.0141751251130335","0.00806737823210354","0.0202828719939634","1"
"Yes","2015","66 and older","1-pers.-HH","170","0.122234771657133","0.10499639246455","0.139473150849716","1"
"Yes","2015","66 and older","(Married) couple without C. ","414","0.128845608558854","0.11722494286688","0.140466274250828","1"
"Yes","2015","66 and older","Single parent ","9","","","","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","18","","","","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2016","16-34 y.","1-pers.-HH","","","","","2"
"No","2016","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2016","16-34 y.","Single parent ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","35-65 y.","1-pers.-HH","","","","","2"
"No","2016","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2016","35-65 y.","Single parent ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","66 and older","1-pers.-HH","","","","","2"
"No","2016","66 and older","(Married) couple without C. ","","","","","2"
"No","2016","66 and older","Single parent ","","","","","2"
"No","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","35-65 y.","Single parent ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","66 and older","1-pers.-HH","","","","","1"
"Yes","2016","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","16-34 y.","Single parent ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2016","66 and older","Single parent ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2017","16-34 y.","1-pers.-HH","862","0.993092051148297","0.987575616792818","0.998608485503776","2"
"No","2017","16-34 y.","(Married) couple without C. ","1076","0.995124521600598","0.990976116160545","0.99927292704065","2"
"No","2017","16-34 y.","Single parent ","809","0.992282159221386","0.986281450288723","0.998282868154048","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","1320","0.988873895218809","0.98324514204036","0.994502648397258","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","1094","0.998419897324062","0.996070555615337","1.00076923903279","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","709","1","1","1","2"
"No","2017","35-65 y.","1-pers.-HH","1606","0.941666059993793","0.930547707348663","0.952784412638922","2"
"No","2017","35-65 y.","(Married) couple without C. ","3667","0.945636907066263","0.938523738492922","0.952750075639604","2"
"No","2017","35-65 y.","Single parent ","1294","0.954490236590338","0.943397050962257","0.96558342221842","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","4545","0.981233672138121","0.977319039053368","0.985148305222874","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","1886","0.954506338781679","0.945302053181041","0.963710624382317","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","1496","0.982122814415756","0.975496302895653","0.98874932593586","2"
"No","2017","66 and older","1-pers.-HH","1212","0.881094019267746","0.864010437359967","0.898177601175525","2"
"No","2017","66 and older","(Married) couple without C. ","2821","0.858389145516695","0.846442889332987","0.870335401700402","2"
"No","2017","66 and older","Single parent ","64","0.93360396197967","0.875691591465687","0.991516332493653","2"
"No","2017","66 and older","Couple + C. LE 16 ","6","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","181","0.907691188235972","0.867872154959449","0.947510221512495","2"
"No","2017","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2017","35-65 y.","Single parent ","62","0.0455097634096616","0.0344165777815799","0.0566029490377433","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","71","0.0187663278618791","0.0148516947771259","0.0226809609466323","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","83","0.0454936612183209","0.0362893756176831","0.0546979468189588","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","40","0.0178771855842435","0.0112506740641401","0.024503697104347","1"
"Yes","2017","66 and older","1-pers.-HH","167","0.118905980732254","0.101822398824475","0.135989562640033","1"
"Yes","2017","66 and older","(Married) couple without C. ","451","0.141610854483306","0.129664598299598","0.153557110667013","1"
"Yes","2017","66 and older","Single parent ","7","","","","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","22","","","","1"
"Yes","2017","16-34 y.","1-pers.-HH","4","","","","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","7","","","","1"
"Yes","2017","16-34 y.","Single parent ","8","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","14","","","","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","4","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","35-65 y.","1-pers.-HH","101","0.0583339400062072","0.0472155873610778","0.0694522926513366","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","236","0.0543630929337373","0.0472499243603963","0.0614762615070782","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2018","16-34 y.","1-pers.-HH","","","","","2"
"No","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2018","16-34 y.","Single parent ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","35-65 y.","1-pers.-HH","","","","","2"
"No","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2018","35-65 y.","Single parent ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","66 and older","1-pers.-HH","","","","","2"
"No","2018","66 and older","(Married) couple without C. ","","","","","2"
"No","2018","66 and older","Single parent ","","","","","2"
"No","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","35-65 y.","Single parent ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","66 and older","1-pers.-HH","","","","","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2018","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2018","16-34 y.","Single parent ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2018","66 and older","Single parent ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","","","","","1"
