"ple0015","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2016","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2017","no migration background","(0) in school","1","","",""
"Yes","2017","no migration background","(1a) inadequately completed","9","","",""
"Yes","2017","no migration background","(1b) general elementary school","59","1","1","1"
"Yes","2017","no migration background","(1c) basic vocational qualification","347","1","1","1"
"Yes","2017","no migration background","(2b) intermediate general qualification","19","","",""
"Yes","2017","no migration background","(2a) intermediate vocational","290","1","1","1"
"Yes","2017","no migration background","(2c_gen) general maturity certificate","11","","",""
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","86","1","1","1"
"Yes","2017","no migration background","(3a) lower tertiary education","126","1","1","1"
"Yes","2017","no migration background","(3b) higher tertiary education","192","1","1","1"
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2017","direct migration background","(1b) general elementary school","15","","",""
"Yes","2017","direct migration background","(1c) basic vocational qualification","28","","",""
"Yes","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","9","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2017","direct migration background","(3a) lower tertiary education","3","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","33","1","1","1"
"Yes","2017","indirect migration background","(0) in school","","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","2","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","7","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","4","","",""
"Yes","2018","no migration background","(0) in school","","","",""
"Yes","2018","no migration background","(1a) inadequately completed","","","",""
"Yes","2018","no migration background","(1b) general elementary school","","","",""
"Yes","2018","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","no migration background","(2a) intermediate vocational","","","",""
"Yes","2018","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","no migration background","(3a) lower tertiary education","","","",""
"Yes","2018","no migration background","(3b) higher tertiary education","","","",""
"Yes","2018","direct migration background","(0) in school","","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","","","",""
"Yes","2018","direct migration background","(1b) general elementary school","","","",""
"Yes","2018","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2018","indirect migration background","(0) in school","","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","","","",""
"Yes","2018","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2018","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2018","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2019","no migration background","(0) in school","","","",""
"Yes","2019","no migration background","(1a) inadequately completed","5","","",""
"Yes","2019","no migration background","(1b) general elementary school","57","1","1","1"
"Yes","2019","no migration background","(1c) basic vocational qualification","328","1","1","1"
"Yes","2019","no migration background","(2b) intermediate general qualification","25","","",""
"Yes","2019","no migration background","(2a) intermediate vocational","328","1","1","1"
"Yes","2019","no migration background","(2c_gen) general maturity certificate","13","","",""
"Yes","2019","no migration background","(2c_voc) vocational maturity certificate","87","1","1","1"
"Yes","2019","no migration background","(3a) lower tertiary education","139","1","1","1"
"Yes","2019","no migration background","(3b) higher tertiary education","236","1","1","1"
"Yes","2019","direct migration background","(0) in school","","","",""
"Yes","2019","direct migration background","(1a) inadequately completed","4","","",""
"Yes","2019","direct migration background","(1b) general elementary school","17","","",""
"Yes","2019","direct migration background","(1c) basic vocational qualification","20","","",""
"Yes","2019","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2019","direct migration background","(2a) intermediate vocational","8","","",""
"Yes","2019","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Yes","2019","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Yes","2019","direct migration background","(3a) lower tertiary education","2","","",""
"Yes","2019","direct migration background","(3b) higher tertiary education","48","1","1","1"
"Yes","2019","indirect migration background","(0) in school","","","",""
"Yes","2019","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2019","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2019","indirect migration background","(1c) basic vocational qualification","3","","",""
"Yes","2019","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2019","indirect migration background","(2a) intermediate vocational","9","","",""
"Yes","2019","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","2019","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2019","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2019","indirect migration background","(3b) higher tertiary education","4","","",""
