"ple0015","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","35-65 y.","general elemantary","","","",""
"Yes","2010","35-65 y.","middle vocational","","","",""
"Yes","2010","35-65 y.","vocational + Abi","","","",""
"Yes","2010","35-65 y.","higher vocational","","","",""
"Yes","2010","35-65 y.","higher education","","","",""
"Yes","2010","66 and older","in school","","","",""
"Yes","2010","66 and older","inadequately","","","",""
"Yes","2010","66 and older","general elemantary","","","",""
"Yes","2010","66 and older","middle vocational","","","",""
"Yes","2010","66 and older","vocational + Abi","","","",""
"Yes","2010","66 and older","higher vocational","","","",""
"Yes","2010","66 and older","higher education","","","",""
"No","2010","16-34 y.","in school","","","",""
"No","2010","16-34 y.","inadequately","","","",""
"No","2010","16-34 y.","general elemantary","","","",""
"No","2010","16-34 y.","middle vocational","","","",""
"No","2010","16-34 y.","vocational + Abi","","","",""
"No","2010","16-34 y.","higher vocational","","","",""
"No","2010","16-34 y.","higher education","","","",""
"No","2010","35-65 y.","in school","","","",""
"No","2010","35-65 y.","inadequately","","","",""
"No","2010","35-65 y.","general elemantary","","","",""
"No","2010","35-65 y.","middle vocational","","","",""
"No","2010","35-65 y.","vocational + Abi","","","",""
"No","2010","35-65 y.","higher vocational","","","",""
"No","2010","35-65 y.","higher education","","","",""
"No","2010","66 and older","in school","","","",""
"No","2010","66 and older","inadequately","","","",""
"No","2010","66 and older","general elemantary","","","",""
"No","2010","66 and older","middle vocational","","","",""
"No","2010","66 and older","vocational + Abi","","","",""
"No","2010","66 and older","higher vocational","","","",""
"No","2010","66 and older","higher education","","","",""
"Yes","2011","16-34 y.","in school","2","","",""
"Yes","2011","16-34 y.","inadequately","2","","",""
"Yes","2011","16-34 y.","general elemantary","1","","",""
"Yes","2011","16-34 y.","middle vocational","9","","",""
"Yes","2011","16-34 y.","vocational + Abi","","","",""
"Yes","2011","16-34 y.","higher vocational","","","",""
"Yes","2011","16-34 y.","higher education","4","","",""
"Yes","2011","35-65 y.","in school","","","",""
"Yes","2011","35-65 y.","inadequately","7","","",""
"Yes","2011","35-65 y.","general elemantary","35","0.0505242510260533","0.0351634290993874","0.0658850729527193"
"Yes","2011","35-65 y.","middle vocational","233","0.0418350486284677","0.0367422694461135","0.0469278278108219"
"Yes","2011","35-65 y.","vocational + Abi","28","","",""
"Yes","2011","35-65 y.","higher vocational","33","0.0332962987663712","0.0218757073902695","0.044716890142473"
"Yes","2011","35-65 y.","higher education","112","0.0331591721278001","0.026594752896212","0.0397235913593881"
"Yes","2011","66 and older","in school","","","",""
"Yes","2011","66 and older","inadequately","2","","",""
"Yes","2011","66 and older","general elemantary","54","0.059345933559157","0.043339454393226","0.075352412725088"
"Yes","2011","66 and older","middle vocational","248","0.0991867273670109","0.0878529668195318","0.11052048791449"
"Yes","2011","66 and older","vocational + Abi","14","","",""
"Yes","2011","66 and older","higher vocational","40","0.0837171229784102","0.0559431286525438","0.111491117304277"
"Yes","2011","66 and older","higher education","124","0.118118858409853","0.0990024773191886","0.137235239500518"
"No","2011","16-34 y.","in school","311","0.992459578348124","0.982875945842078","1.00204321085417"
"No","2011","16-34 y.","inadequately","52","0.987478488664558","0.95782038297816","1.01713659435096"
"No","2011","16-34 y.","general elemantary","569","0.998294273547144","0.994906653880563","1.00168189321373"
"No","2011","16-34 y.","middle vocational","1930","0.994978830501156","0.991832759295854","0.998124901706457"
"No","2011","16-34 y.","vocational + Abi","390","1","1","1"
"No","2011","16-34 y.","higher vocational","124","1","1","1"
"No","2011","16-34 y.","higher education","643","0.995688900102765","0.990640522552939","1.00073727765259"
"No","2011","35-65 y.","in school","","","",""
"No","2011","35-65 y.","inadequately","111","0.927522878387481","0.880741838505709","0.974303918269253"
"No","2011","35-65 y.","general elemantary","746","0.949475748973947","0.934114927047281","0.964836570900613"
"No","2011","35-65 y.","middle vocational","5704","0.958164951371532","0.953072172189178","0.963257730553886"
"No","2011","35-65 y.","vocational + Abi","663","0.953928382715512","0.938297493621326","0.969559271809698"
"No","2011","35-65 y.","higher vocational","915","0.966703701233629","0.955283109857527","0.97812429260973"
"No","2011","35-65 y.","higher education","2746","0.9668408278722","0.960276408640612","0.973405247103788"
"No","2011","66 and older","in school","","","",""
"No","2011","66 and older","inadequately","59","0.951561485188919","0.897685278473488","1.00543769190435"
"No","2011","66 and older","general elemantary","783","0.940654066440843","0.924647587274912","0.956660545606774"
"No","2011","66 and older","middle vocational","2424","0.900813272632989","0.88947951208551","0.912147033180468"
"No","2011","66 and older","vocational + Abi","114","0.916377864810338","0.868422077257619","0.964333652363056"
"No","2011","66 and older","higher vocational","342","0.91628287702159","0.888508882695723","0.944056871347456"
"No","2011","66 and older","higher education","971","0.881881141590147","0.862764760499482","0.900997522680811"
"Yes","2012","16-34 y.","in school","","","",""
"Yes","2012","16-34 y.","inadequately","","","",""
"Yes","2012","16-34 y.","general elemantary","","","",""
"Yes","2012","16-34 y.","middle vocational","","","",""
"Yes","2012","16-34 y.","vocational + Abi","","","",""
"Yes","2012","16-34 y.","higher vocational","","","",""
"Yes","2012","16-34 y.","higher education","","","",""
"Yes","2012","35-65 y.","in school","","","",""
"Yes","2012","35-65 y.","inadequately","","","",""
"Yes","2012","35-65 y.","general elemantary","","","",""
"Yes","2012","35-65 y.","middle vocational","","","",""
"Yes","2012","35-65 y.","vocational + Abi","","","",""
"Yes","2012","35-65 y.","higher vocational","","","",""
"Yes","2012","35-65 y.","higher education","","","",""
"Yes","2012","66 and older","in school","","","",""
"Yes","2012","66 and older","inadequately","","","",""
"Yes","2012","66 and older","general elemantary","","","",""
"Yes","2012","66 and older","middle vocational","","","",""
"Yes","2012","66 and older","vocational + Abi","","","",""
"Yes","2012","66 and older","higher vocational","","","",""
"Yes","2012","66 and older","higher education","","","",""
"No","2012","16-34 y.","in school","","","",""
"No","2012","16-34 y.","inadequately","","","",""
"No","2012","16-34 y.","general elemantary","","","",""
"No","2012","16-34 y.","middle vocational","","","",""
"No","2012","16-34 y.","vocational + Abi","","","",""
"No","2012","16-34 y.","higher vocational","","","",""
"No","2012","16-34 y.","higher education","","","",""
"No","2012","35-65 y.","in school","","","",""
"No","2012","35-65 y.","inadequately","","","",""
"No","2012","35-65 y.","general elemantary","","","",""
"No","2012","35-65 y.","middle vocational","","","",""
"No","2012","35-65 y.","vocational + Abi","","","",""
"No","2012","35-65 y.","higher vocational","","","",""
"No","2012","35-65 y.","higher education","","","",""
"No","2012","66 and older","in school","","","",""
"No","2012","66 and older","inadequately","","","",""
"No","2012","66 and older","general elemantary","","","",""
"No","2012","66 and older","middle vocational","","","",""
"No","2012","66 and older","vocational + Abi","","","",""
"No","2012","66 and older","higher vocational","","","",""
"No","2012","66 and older","higher education","","","",""
"Yes","2013","16-34 y.","in school","1","","",""
"Yes","2013","16-34 y.","inadequately","","","",""
"Yes","2013","16-34 y.","general elemantary","2","","",""
"Yes","2013","16-34 y.","middle vocational","7","","",""
"Yes","2013","16-34 y.","vocational + Abi","2","","",""
"Yes","2013","16-34 y.","higher vocational","1","","",""
"Yes","2013","16-34 y.","higher education","5","","",""
"Yes","2013","35-65 y.","in school","","","",""
"Yes","2013","35-65 y.","inadequately","3","","",""
"Yes","2013","35-65 y.","general elemantary","31","0.0495332387967342","0.0329670649902625","0.0660994126032058"
"Yes","2013","35-65 y.","middle vocational","231","0.0524448633143202","0.0464296723195595","0.0584600543090809"
"Yes","2013","35-65 y.","vocational + Abi","26","","",""
"Yes","2013","35-65 y.","higher vocational","41","0.0475869307708717","0.0334971312115321","0.0616767303302114"
"Yes","2013","35-65 y.","higher education","119","0.0392362579890118","0.0318356149194119","0.0466369010586118"
"Yes","2013","66 and older","in school","","","",""
"Yes","2013","66 and older","inadequately","5","","",""
"Yes","2013","66 and older","general elemantary","65","0.0961697384619139","0.0749277637415838","0.117411713182244"
"Yes","2013","66 and older","middle vocational","297","0.122322491707872","0.109642322457862","0.135002660957882"
"Yes","2013","66 and older","vocational + Abi","18","","",""
"Yes","2013","66 and older","higher vocational","39","0.112464113150416","0.0795061259295008","0.145422100371331"
"Yes","2013","66 and older","higher education","153","0.143605682344164","0.123398576677079","0.163812788011248"
"No","2013","16-34 y.","in school","259","0.995003959946092","0.986433842425453","1.00357407746673"
"No","2013","16-34 y.","inadequately","47","1","1","1"
"No","2013","16-34 y.","general elemantary","465","0.999580308953978","0.997722661277299","1.00143795663066"
"No","2013","16-34 y.","middle vocational","1611","0.995267478029746","0.991923410351019","0.998611545708474"
"No","2013","16-34 y.","vocational + Abi","289","0.995442832212984","0.98770432364398","1.00318134078199"
"No","2013","16-34 y.","higher vocational","102","0.987125262889362","0.965353941096298","1.00889658468243"
"No","2013","16-34 y.","higher education","672","0.993834088511016","0.987937384287805","0.999730792734226"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","96","0.98038319553756","0.953065594720131","1.00770079635499"
"No","2013","35-65 y.","general elemantary","628","0.950466761203266","0.933900587396794","0.967032935009737"
"No","2013","35-65 y.","middle vocational","5045","0.94755513668568","0.941539945690919","0.95357032768044"
"No","2013","35-65 y.","vocational + Abi","666","0.950029184041202","0.933795326236259","0.966263041846145"
"No","2013","35-65 y.","higher vocational","836","0.952413069229128","0.938323269669789","0.966502868788468"
"No","2013","35-65 y.","higher education","2525","0.960763742010988","0.953363098941388","0.968164385080588"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","44","0.888409796853941","0.800250167702275","0.976569426005608"
"No","2013","66 and older","general elemantary","675","0.903830261538086","0.882588286817756","0.925072236258416"
"No","2013","66 and older","middle vocational","2268","0.877677508292128","0.864997339042118","0.890357677542138"
"No","2013","66 and older","vocational + Abi","102","0.882453010618505","0.824828265459739","0.940077755777271"
"No","2013","66 and older","higher vocational","314","0.887535886849584","0.854577899628669","0.920493874070499"
"No","2013","66 and older","higher education","1004","0.856394317655836","0.836187211988752","0.876601423322921"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","","","",""
"Yes","2015","16-34 y.","inadequately","1","","",""
"Yes","2015","16-34 y.","general elemantary","5","","",""
"Yes","2015","16-34 y.","middle vocational","21","","",""
"Yes","2015","16-34 y.","vocational + Abi","","","",""
"Yes","2015","16-34 y.","higher vocational","1","","",""
"Yes","2015","16-34 y.","higher education","3","","",""
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","9","","",""
"Yes","2015","35-65 y.","general elemantary","43","0.0492118161028643","0.0360716967374008","0.0623519354683279"
"Yes","2015","35-65 y.","middle vocational","257","0.0506389934893031","0.0454329804230012","0.055845006555605"
"Yes","2015","35-65 y.","vocational + Abi","38","0.0458596477647291","0.0348071518494307","0.0569121436800276"
"Yes","2015","35-65 y.","higher vocational","44","0.0408988915282986","0.0289871901329564","0.0528105929236407"
"Yes","2015","35-65 y.","higher education","125","0.0359673696239428","0.0300762775318723","0.0418584617160133"
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","5","","",""
"Yes","2015","66 and older","general elemantary","49","0.073354856736913","0.0535093363976302","0.0932003770761958"
"Yes","2015","66 and older","middle vocational","313","0.124010119738402","0.111220107216474","0.13680013226033"
"Yes","2015","66 and older","vocational + Abi","22","","",""
"Yes","2015","66 and older","higher vocational","47","0.152204627311215","0.114408891682532","0.190000362939898"
"Yes","2015","66 and older","higher education","179","0.151850309021971","0.131443083458153","0.172257534585789"
"No","2015","16-34 y.","in school","352","1","1","1"
"No","2015","16-34 y.","inadequately","127","0.997544791269013","0.988971382738313","1.00611819979971"
"No","2015","16-34 y.","general elemantary","979","0.994354259799436","0.989672797225124","0.999035722373748"
"No","2015","16-34 y.","middle vocational","2325","0.990601280954876","0.986696759051191","0.99450580285856"
"No","2015","16-34 y.","vocational + Abi","446","1","1","1"
"No","2015","16-34 y.","higher vocational","122","0.994232766078919","0.980850694312747","1.00761483784509"
"No","2015","16-34 y.","higher education","864","0.996379009548324","0.992380809528445","1.0003772095682"
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","232","0.970569806239716","0.949232012206096","0.991907600273336"
"No","2015","35-65 y.","general elemantary","998","0.950788183897136","0.937648064531672","0.963928303262599"
"No","2015","35-65 y.","middle vocational","6557","0.949361006510697","0.944154993444395","0.954567019576999"
"No","2015","35-65 y.","vocational + Abi","1338","0.954140352235271","0.943087856319972","0.965192848150569"
"No","2015","35-65 y.","higher vocational","1018","0.959101108471701","0.947189407076359","0.971012809867044"
"No","2015","35-65 y.","higher education","3713","0.964032630376057","0.958141538283987","0.969923722468128"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","38","0.795461779814104","0.674899692524012","0.916023867104197"
"No","2015","66 and older","general elemantary","614","0.926645143263087","0.906799622923804","0.94649066360237"
"No","2015","66 and older","middle vocational","2238","0.875989880261598","0.86319986773967","0.888779892783526"
"No","2015","66 and older","vocational + Abi","117","0.889104356910087","0.83690390028875","0.941304813531425"
"No","2015","66 and older","higher vocational","300","0.847795372688785","0.809999637060102","0.885591108317468"
"No","2015","66 and older","higher education","1009","0.848149690978029","0.827742465414211","0.868556916541847"
"Yes","2016","16-34 y.","in school","","","",""
"Yes","2016","16-34 y.","inadequately","","","",""
"Yes","2016","16-34 y.","general elemantary","","","",""
"Yes","2016","16-34 y.","middle vocational","","","",""
"Yes","2016","16-34 y.","vocational + Abi","","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","","","",""
"Yes","2016","35-65 y.","in school","","","",""
"Yes","2016","35-65 y.","inadequately","","","",""
"Yes","2016","35-65 y.","general elemantary","","","",""
"Yes","2016","35-65 y.","middle vocational","","","",""
"Yes","2016","35-65 y.","vocational + Abi","","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","","","",""
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","","","",""
"Yes","2016","66 and older","general elemantary","","","",""
"Yes","2016","66 and older","middle vocational","","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","","","",""
"No","2016","16-34 y.","in school","","","",""
"No","2016","16-34 y.","inadequately","","","",""
"No","2016","16-34 y.","general elemantary","","","",""
"No","2016","16-34 y.","middle vocational","","","",""
"No","2016","16-34 y.","vocational + Abi","","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","","","",""
"No","2016","35-65 y.","general elemantary","","","",""
"No","2016","35-65 y.","middle vocational","","","",""
"No","2016","35-65 y.","vocational + Abi","","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","1","","",""
"Yes","2017","16-34 y.","inadequately","2","","",""
"Yes","2017","16-34 y.","general elemantary","5","","",""
"Yes","2017","16-34 y.","middle vocational","20","","",""
"Yes","2017","16-34 y.","vocational + Abi","3","","",""
"Yes","2017","16-34 y.","higher vocational","","","",""
"Yes","2017","16-34 y.","higher education","4","","",""
"Yes","2017","35-65 y.","in school","","","",""
"Yes","2017","35-65 y.","inadequately","9","","",""
"Yes","2017","35-65 y.","general elemantary","41","0.0302306135427277","0.0203346773427287","0.0401265497427266"
"Yes","2017","35-65 y.","middle vocational","290","0.049576145639824","0.0445167025420813","0.0546355887375668"
"Yes","2017","35-65 y.","vocational + Abi","55","0.0467967107387021","0.036282354865122","0.0573110666122822"
"Yes","2017","35-65 y.","higher vocational","45","0.0382819767968562","0.0267797932447044","0.0497841603490079"
"Yes","2017","35-65 y.","higher education","164","0.0404383095109843","0.0345006738119103","0.0463759452100582"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","3","","",""
"Yes","2017","66 and older","general elemantary","49","0.0820543190485108","0.0605207999222193","0.103587838174802"
"Yes","2017","66 and older","middle vocational","319","0.124875424576592","0.112114561068877","0.137636288084306"
"Yes","2017","66 and older","vocational + Abi","22","","",""
"Yes","2017","66 and older","higher vocational","61","0.155297932805053","0.117299123039624","0.193296742570483"
"Yes","2017","66 and older","higher education","192","0.165553656002349","0.145112058787696","0.185995253217002"
"No","2017","16-34 y.","in school","410","0.998324976800794","0.994371551278219","1.00227840232337"
"No","2017","16-34 y.","inadequately","130","0.987066396287257","0.967791409726375","1.00634138284814"
"No","2017","16-34 y.","general elemantary","987","0.992210687647831","0.986739976748232","0.997681398547431"
"No","2017","16-34 y.","middle vocational","2468","0.995331314358212","0.992652737865801","0.998009890850624"
"No","2017","16-34 y.","vocational + Abi","533","0.994994777930137","0.989020467676613","1.00096908818366"
"No","2017","16-34 y.","higher vocational","128","1","1","1"
"No","2017","16-34 y.","higher education","1052","0.996564155746382","0.993034880763112","1.00009343072965"
"No","2017","35-65 y.","in school","1","","",""
"No","2017","35-65 y.","inadequately","273","0.980846241609506","0.964848782622674","0.996843700596338"
"No","2017","35-65 y.","general elemantary","1109","0.969769386457272","0.959873450257273","0.979665322657271"
"No","2017","35-65 y.","middle vocational","6781","0.950423854360176","0.945364411262433","0.955483297457919"
"No","2017","35-65 y.","vocational + Abi","1495","0.953203289261298","0.942688933387718","0.963717645134878"
"No","2017","35-65 y.","higher vocational","1024","0.961718023203144","0.950215839650992","0.973220206755296"
"No","2017","35-65 y.","higher education","4064","0.959561690489016","0.953624054789942","0.96549932618809"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","40","0.870764132707405","0.770497677792253","0.971030587622556"
"No","2017","66 and older","general elemantary","575","0.917945680951489","0.896412161825198","0.939479200077781"
"No","2017","66 and older","middle vocational","2259","0.875124575423408","0.862363711915694","0.887885438931123"
"No","2017","66 and older","vocational + Abi","118","0.873370718334302","0.818283548778427","0.928457887890176"
"No","2017","66 and older","higher vocational","288","0.844702067194947","0.806703257429517","0.882700876960376"
"No","2017","66 and older","higher education","1078","0.834446343997651","0.814004746782998","0.854887941212304"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","","","",""
"Yes","2018","16-34 y.","general elemantary","","","",""
"Yes","2018","16-34 y.","middle vocational","","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","","","",""
"Yes","2018","35-65 y.","in school","","","",""
"Yes","2018","35-65 y.","inadequately","","","",""
"Yes","2018","35-65 y.","general elemantary","","","",""
"Yes","2018","35-65 y.","middle vocational","","","",""
"Yes","2018","35-65 y.","vocational + Abi","","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","","","",""
"No","2018","16-34 y.","general elemantary","","","",""
"No","2018","16-34 y.","middle vocational","","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","","","",""
"No","2018","35-65 y.","general elemantary","","","",""
"No","2018","35-65 y.","middle vocational","","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","","","",""
"Yes","2019","16-34 y.","inadequately","1","","",""
"Yes","2019","16-34 y.","general elemantary","7","","",""
"Yes","2019","16-34 y.","middle vocational","9","","",""
"Yes","2019","16-34 y.","vocational + Abi","1","","",""
"Yes","2019","16-34 y.","higher vocational","1","","",""
"Yes","2019","16-34 y.","higher education","3","","",""
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","6","","",""
"Yes","2019","35-65 y.","general elemantary","39","0.0327059352991688","0.0217958594956751","0.0436160111026625"
"Yes","2019","35-65 y.","middle vocational","308","0.056396382989794","0.0507740432559769","0.0620187227236111"
"Yes","2019","35-65 y.","vocational + Abi","56","0.0385469436629521","0.0289413514685886","0.0481525358573156"
"Yes","2019","35-65 y.","higher vocational","49","0.0513714645745217","0.038596036889991","0.0641468922590525"
"Yes","2019","35-65 y.","higher education","221","0.0434684504513889","0.037545528704266","0.0493913721985119"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","4","","",""
"Yes","2019","66 and older","general elemantary","52","0.0861695812378675","0.0628655909936649","0.10947357148207"
"Yes","2019","66 and older","middle vocational","326","0.128509761291515","0.115621405072734","0.141398117510297"
"Yes","2019","66 and older","vocational + Abi","21","","",""
"Yes","2019","66 and older","higher vocational","64","0.155632545288834","0.119654982454321","0.191610108123347"
"Yes","2019","66 and older","higher education","208","0.167737325888766","0.148585090487835","0.186889561289696"
"No","2019","16-34 y.","in school","331","1","1","1"
"No","2019","16-34 y.","inadequately","106","0.982747976996545","0.958076378105666","1.00741957588742"
"No","2019","16-34 y.","general elemantary","837","0.980540834593869","0.971221780883069","0.98985988830467"
"No","2019","16-34 y.","middle vocational","2070","0.995961948308168","0.993235933840198","0.998687962776138"
"No","2019","16-34 y.","vocational + Abi","460","0.997823851840801","0.993570132822599","1.002077570859"
"No","2019","16-34 y.","higher vocational","134","0.998221731645185","0.991114616249306","1.00532884704106"
