"ple0015","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2013","Not Employed","Single parent ","300","0.958304508255337","0.936124223893558","0.980484792617116","2"
"No","2013","Employed","Single parent ","778","0.950497961441063","0.935504317144933","0.965491605737193","2"
"No","2013","Employed","Couple + C. LE 16 ","2358","0.983747725211732","0.978677363235137","0.988818087188328","2"
"No","2013","Employed","Couple + C. GT 16 ","1967","0.978648422148669","0.97233996032566","0.984956883971678","2"
"No","2013","Not Employed","Couple + C. GT 16 ","585","0.946658655885983","0.928927616617039","0.964389695154927","2"
"No","2013","Not Employed","Couple + C. LE and GT 16","207","0.981761232454774","0.963619630598829","0.999902834310718","2"
"No","2013","Employed","1-pers.-HH","1657","0.964536197964363","0.955782976003789","0.973289419924937","2"
"No","2013","Employed","(Married) couple without C. ","3534","0.954702952282037","0.948010446488654","0.96139545807542","2"
"Yes","2013","Not Employed","Couple + C. GT 16 ","32","0.0533413441140174","0.0356103048450735","0.0710723833829613","1"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","2","","","","1"
"Yes","2013","Employed","1-pers.-HH","58","0.0354638020356372","0.0267105800750634","0.044217023996211","1"
"Yes","2013","Employed","(Married) couple without C. ","175","0.0452970477179632","0.0386045419245804","0.0519895535113461","1"
"Yes","2013","Not Employed","1-pers.-HH","171","0.100676684036824","0.0866109942935497","0.114742373780097","1"
"Yes","2013","Not Employed","(Married) couple without C. ","454","0.12107050727346","0.110892429845014","0.131248584701905","1"
"Yes","2013","Not Employed","Single parent ","12","","","","1"
"Yes","2013","Not Employed","Couple + C. LE 16 ","7","","","","1"
"Yes","2013","Employed","Single parent ","26","","","","1"
"Yes","2013","Employed","Couple + C. LE 16 ","31","0.0162522747882676","0.0111819128116718","0.0213226367648634","1"
"Yes","2013","Employed","Couple + C. GT 16 ","50","0.0213515778513307","0.0150431160283215","0.0276600396743398","1"
"Yes","2013","Employed","Couple + C. LE and GT 16","11","","","","1"
"No","2014","Not Employed","1-pers.-HH","","","","","2"
"No","2014","Not Employed","(Married) couple without C. ","","","","","2"
"No","2014","Not Employed","Single parent ","","","","","2"
"No","2014","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2014","Employed","Single parent ","","","","","2"
"No","2014","Employed","Couple + C. LE 16 ","","","","","2"
"No","2014","Employed","Couple + C. GT 16 ","","","","","2"
"No","2014","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2014","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2014","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2014","Employed","1-pers.-HH","","","","","2"
"No","2014","Employed","(Married) couple without C. ","","","","","2"
"Yes","2014","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","Employed","1-pers.-HH","","","","","1"
"Yes","2014","Employed","(Married) couple without C. ","","","","","1"
"Yes","2014","Not Employed","1-pers.-HH","","","","","1"
"Yes","2014","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2014","Not Employed","Single parent ","","","","","1"
"Yes","2014","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Employed","Single parent ","","","","","1"
"Yes","2014","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2014","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2014","Employed","Couple + C. LE and GT 16","","","","","1"
"No","2015","Not Employed","1-pers.-HH","1502","0.87716842603438","0.861564993979561","0.8927718580892","2"
"No","2015","Not Employed","(Married) couple without C. ","3228","0.874717297348987","0.864024640906138","0.885409953791836","2"
"No","2015","Not Employed","Single parent ","676","0.967191573601566","0.953976507733243","0.980406639469889","2"
"No","2015","Not Employed","Couple + C. LE 16 ","892","0.965909998657544","0.954120122726726","0.977699874588363","2"
"No","2015","Employed","Single parent ","1589","0.977162064819333","0.969914372787298","0.984409756851369","2"
"No","2015","Employed","Couple + C. LE 16 ","5121","0.988402421022729","0.985485091759175","0.991319750286284","2"
"No","2015","Employed","Couple + C. GT 16 ","2125","0.98184873513483","0.976238330303022","0.987459139966639","2"
"No","2015","Employed","Couple + C. LE and GT 16","1605","0.988816886374077","0.983715040672794","0.99391873207536","2"
"No","2015","Not Employed","Couple + C. GT 16 ","689","0.949287759630634","0.933360551107441","0.965214968153828","2"
"No","2015","Not Employed","Couple + C. LE and GT 16","520","0.993873438936793","0.98720492375348","1.00054195412011","2"
"No","2015","Employed","1-pers.-HH","1758","0.962082491238858","0.953312483872892","0.970852498604824","2"
"No","2015","Employed","(Married) couple without C. ","3646","0.955983035647995","0.949477972058152","0.962488099237837","2"
"Yes","2015","Not Employed","Couple + C. GT 16 ","40","0.0507122403693654","0.0347850318461723","0.0666394488925585","1"
"Yes","2015","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Yes","2015","Employed","1-pers.-HH","64","0.0379175087611419","0.0291475013951758","0.046687516127108","1"
"Yes","2015","Employed","(Married) couple without C. ","174","0.0440169643520054","0.0375119007621632","0.0505220279418477","1"
"Yes","2015","Not Employed","(Married) couple without C. ","454","0.125282702651013","0.114590046208164","0.135975359093862","1"
"Yes","2015","Not Employed","Single parent ","22","","","","1"
"Yes","2015","Not Employed","Couple + C. LE 16 ","18","","","","1"
"Yes","2015","Employed","Couple + C. LE 16 ","53","0.0115975789772705","0.00868024971371631","0.0145149082408248","1"
"Yes","2015","Employed","Couple + C. GT 16 ","50","0.0181512648651696","0.0125408600333614","0.0237616696969777","1"
"Yes","2015","Employed","Couple + C. LE and GT 16","27","","","","1"
"Yes","2015","Not Employed","1-pers.-HH","198","0.12283157396562","0.1072281419108","0.138435006020439","1"
"Yes","2015","Employed","Single parent ","43","0.0228379351806666","0.0155902431486308","0.0300856272127024","1"
"No","2016","Employed","Single parent ","","","","","2"
"No","2016","Employed","Couple + C. LE 16 ","","","","","2"
"No","2016","Employed","Couple + C. GT 16 ","","","","","2"
"No","2016","Employed","Couple + C. LE and GT 16","","","","","2"
"No","2016","Not Employed","1-pers.-HH","","","","","2"
"No","2016","Not Employed","(Married) couple without C. ","","","","","2"
"No","2016","Not Employed","Single parent ","","","","","2"
"No","2016","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2016","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2016","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2016","Employed","1-pers.-HH","","","","","2"
"No","2016","Employed","(Married) couple without C. ","","","","","2"
"Yes","2016","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2016","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","Employed","1-pers.-HH","","","","","1"
"Yes","2016","Employed","(Married) couple without C. ","","","","","1"
"Yes","2016","Employed","Single parent ","","","","","1"
"Yes","2016","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2016","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2016","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2016","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2016","Not Employed","1-pers.-HH","","","","","1"
"Yes","2016","Not Employed","Single parent ","","","","","1"
"No","2017","Employed","Single parent ","1538","0.970360076179174","0.962010999316296","0.978709153042053","2"
"No","2017","Employed","Couple + C. LE 16 ","5034","0.983509799557749","0.980015681135674","0.987003917979823","2"
"No","2017","Employed","Couple + C. GT 16 ","2394","0.972818238156246","0.966398840449534","0.979237635862959","2"
"No","2017","Employed","Couple + C. LE and GT 16","1665","0.987440634979998","0.982140651620033","0.992740618339964","2"
"No","2017","Not Employed","1-pers.-HH","1543","0.892731590965265","0.878157867702363","0.907305314228168","2"
"No","2017","Not Employed","(Married) couple without C. ","3219","0.863285327191821","0.852248489646405","0.874322164737238","2"
"No","2017","Not Employed","Single parent ","629","0.964986887983744","0.95095288881491","0.979020887152577","2"
"No","2017","Not Employed","Couple + C. LE 16 ","837","0.98029524074591","0.9709737972927","0.98961668419912","2"
"No","2017","Not Employed","Couple + C. GT 16 ","767","0.951466233109375","0.936621621448655","0.966310844770095","2"
"No","2017","Not Employed","Couple + C. LE and GT 16","542","0.989340944258337","0.980766526291459","0.997915362225214","2"
"No","2017","Employed","1-pers.-HH","2137","0.960337676475942","0.952219235005557","0.968456117946326","2"
"No","2017","Employed","(Married) couple without C. ","4345","0.962923806674681","0.957425169054016","0.968422444295347","2"
"Yes","2017","Not Employed","Couple + C. GT 16 ","38","0.0485337668906247","0.0336891552299046","0.0633783785513449","1"
"Yes","2017","Not Employed","Couple + C. LE and GT 16","9","","","","1"
"Yes","2017","Employed","1-pers.-HH","83","0.0396623235240584","0.0315438820536741","0.0477807649944427","1"
"Yes","2017","Employed","(Married) couple without C. ","191","0.0370761933253186","0.0315775557046533","0.0425748309459839","1"
"Yes","2017","Employed","Couple + C. LE 16 ","69","0.0164902004422513","0.012996082020177","0.0199843188643256","1"
"Yes","2017","Employed","Single parent ","47","0.0296399238208257","0.0212908469579469","0.0379890006837045","1"
"Yes","2017","Employed","Couple + C. GT 16 ","71","0.0271817618437535","0.0207623641370411","0.033601159550466","1"
"Yes","2017","Employed","Couple + C. LE and GT 16","31","0.0125593650200021","0.00725938166003648","0.0178593483799676","1"
"Yes","2017","Not Employed","(Married) couple without C. ","503","0.136714672808179","0.125677835262762","0.147751510353595","1"
"Yes","2017","Not Employed","Couple + C. LE 16 ","17","","","","1"
"Yes","2017","Not Employed","1-pers.-HH","189","0.107268409034735","0.0926946857718324","0.121842132297637","1"
"Yes","2017","Not Employed","Single parent ","30","0.0350131120162561","0.0209791128474226","0.0490471111850896","1"
"No","2018","Not Employed","1-pers.-HH","","","","","2"
"No","2018","Not Employed","(Married) couple without C. ","","","","","2"
"No","2018","Not Employed","Single parent ","","","","","2"
"No","2018","Not Employed","Couple + C. LE 16 ","","","","","2"
"No","2018","Not Employed","Couple + C. GT 16 ","","","","","2"
"No","2018","Not Employed","Couple + C. LE and GT 16","","","","","2"
"No","2018","Employed","1-pers.-HH","","","","","2"
"No","2018","Employed","(Married) couple without C. ","","","","","2"
"No","2018","Employed","Single parent ","","","","","2"
"No","2018","Employed","Couple + C. LE 16 ","","","","","2"
"No","2018","Employed","Couple + C. GT 16 ","","","","","2"
"No","2018","Employed","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","Not Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2018","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","Employed","1-pers.-HH","","","","","1"
"Yes","2018","Employed","(Married) couple without C. ","","","","","1"
"Yes","2018","Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2018","Employed","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","Not Employed","(Married) couple without C. ","","","","","1"
"Yes","2018","Not Employed","Couple + C. LE 16 ","","","","","1"
"Yes","2018","Employed","Single parent ","","","","","1"
"Yes","2018","Employed","Couple + C. GT 16 ","","","","","1"
"Yes","2018","Not Employed","1-pers.-HH","","","","","1"
"Yes","2018","Not Employed","Single parent ","","","","","1"
"No","2019","Not Employed","1-pers.-HH","1642","0.890032901132618","0.875726581386046","0.90433922087919","2"
"No","2019","Not Employed","(Married) couple without C. ","3149","0.864772602188045","0.853646631452154","0.875898572923936","2"
"No","2019","Not Employed","Single parent ","567","0.946980536860326","0.92897617232048","0.964984901400173","2"
"No","2019","Not Employed","Couple + C. LE 16 ","615","0.968562115859143","0.954968448774841","0.982155782943444","2"
"No","2019","Not Employed","Couple + C. GT 16 ","664","0.931229976527215","0.912483177177102","0.949976775877329","2"
"No","2019","Not Employed","Couple + C. LE and GT 16","495","0.981607121801006","0.969876351781982","0.993337891820031","2"
"No","2019","Employed","1-pers.-HH","2323","0.960724379920804","0.952991474217467","0.968457285624141","2"
"No","2019","Employed","(Married) couple without C. ","4663","0.953956195841777","0.948102976633394","0.959809415050159","2"
"No","2019","Employed","Single parent ","1430","0.968266797314493","0.959318223558832","0.977215371070155","2"
"No","2019","Employed","Couple + C. LE 16 ","4485","0.983750466417889","0.980085201197445","0.987415731638333","2"
"No","2019","Employed","Couple + C. GT 16 ","2205","0.973022864080895","0.966369662624861","0.979676065536929","2"
"No","2019","Employed","Couple + C. LE and GT 16","1647","0.97174376417162","0.96383185718703","0.97965567115621","2"
"Yes","2019","Not Employed","Couple + C. GT 16 ","36","0.0687700234727847","0.050023224122671","0.0875168228228983","1"
"Yes","2019","Not Employed","Couple + C. LE and GT 16","9","","","","1"
"Yes","2019","Employed","1-pers.-HH","101","0.0392756200791959","0.0315427143758586","0.0470085257825331","1"
"Yes","2019","Employed","(Married) couple without C. ","262","0.0460438041582234","0.0401905849498409","0.0518970233666058","1"
"Yes","2019","Employed","Couple + C. LE and GT 16","38","0.0282562358283797","0.0203443288437898","0.0361681428129696","1"
"Yes","2019","Not Employed","1-pers.-HH","195","0.109967098867382","0.0956607791208095","0.124273418613954","1"
"Yes","2019","Not Employed","(Married) couple without C. ","480","0.135227397811955","0.124101427076064","0.146353368547846","1"
"Yes","2019","Not Employed","Couple + C. LE 16 ","18","","","","1"
"Yes","2019","Employed","Couple + C. GT 16 ","73","0.0269771359191049","0.0203239344630708","0.033630337375139","1"
"Yes","2019","Employed","Single parent ","44","0.0317332026855068","0.0227846289298452","0.0406817764411683","1"
"Yes","2019","Employed","Couple + C. LE 16 ","86","0.0162495335821111","0.012584268361667","0.0199147988025552","1"
"Yes","2019","Not Employed","Single parent ","28","","","","1"
