"ple0015","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","no degree/no degree yet","in school","","","",""
"Yes","2010","no degree/no degree yet","inadequately","","","",""
"Yes","2010","no degree/no degree yet","general elemantary","","","",""
"Yes","2010","no degree/no degree yet","middle vocational","","","",""
"Yes","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2010","no degree/no degree yet","higher vocational","","","",""
"Yes","2010","no degree/no degree yet","higher education","","","",""
"Yes","2011","lower secondary degree","in school","","","",""
"Yes","2011","lower secondary degree","inadequately","","","",""
"Yes","2011","lower secondary degree","general elemantary","64","1","1","1"
"Yes","2011","lower secondary degree","middle vocational","288","1","1","1"
"Yes","2011","lower secondary degree","vocational + Abi","","","",""
"Yes","2011","lower secondary degree","higher vocational","27","","",""
"Yes","2011","lower secondary degree","higher education","14","","",""
"Yes","2011","secondary school degree","in school","","","",""
"Yes","2011","secondary school degree","inadequately","","","",""
"Yes","2011","secondary school degree","general elemantary","12","","",""
"Yes","2011","secondary school degree","middle vocational","180","1","1","1"
"Yes","2011","secondary school degree","vocational + Abi","1","","",""
"Yes","2011","secondary school degree","higher vocational","23","","",""
"Yes","2011","secondary school degree","higher education","46","1","1","1"
"Yes","2011","college entrance qualification","in school","","","",""
"Yes","2011","college entrance qualification","inadequately","","","",""
"Yes","2011","college entrance qualification","general elemantary","","","",""
"Yes","2011","college entrance qualification","middle vocational","6","","",""
"Yes","2011","college entrance qualification","vocational + Abi","37","1","1","1"
"Yes","2011","college entrance qualification","higher vocational","19","","",""
"Yes","2011","college entrance qualification","higher education","168","1","1","1"
"Yes","2011","Other degree","in school","","","",""
"Yes","2011","Other degree","inadequately","","","",""
"Yes","2011","Other degree","general elemantary","14","","",""
"Yes","2011","Other degree","middle vocational","12","","",""
"Yes","2011","Other degree","vocational + Abi","4","","",""
"Yes","2011","Other degree","higher vocational","4","","",""
"Yes","2011","Other degree","higher education","11","","",""
"Yes","2011","no degree/no degree yet","in school","2","","",""
"Yes","2011","no degree/no degree yet","inadequately","11","","",""
"Yes","2011","no degree/no degree yet","general elemantary","","","",""
"Yes","2011","no degree/no degree yet","middle vocational","4","","",""
"Yes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2011","no degree/no degree yet","higher vocational","","","",""
"Yes","2011","no degree/no degree yet","higher education","1","","",""
"Yes","2012","lower secondary degree","in school","","","",""
"Yes","2012","lower secondary degree","inadequately","","","",""
"Yes","2012","lower secondary degree","general elemantary","","","",""
"Yes","2012","lower secondary degree","middle vocational","","","",""
"Yes","2012","lower secondary degree","vocational + Abi","","","",""
"Yes","2012","lower secondary degree","higher vocational","","","",""
"Yes","2012","lower secondary degree","higher education","","","",""
"Yes","2012","secondary school degree","in school","","","",""
"Yes","2012","secondary school degree","inadequately","","","",""
"Yes","2012","secondary school degree","general elemantary","","","",""
"Yes","2012","secondary school degree","middle vocational","","","",""
"Yes","2012","secondary school degree","vocational + Abi","","","",""
"Yes","2012","secondary school degree","higher vocational","","","",""
"Yes","2012","secondary school degree","higher education","","","",""
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","","","",""
"Yes","2012","college entrance qualification","vocational + Abi","","","",""
"Yes","2012","college entrance qualification","higher vocational","","","",""
"Yes","2012","college entrance qualification","higher education","","","",""
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","","","",""
"Yes","2012","Other degree","general elemantary","","","",""
"Yes","2012","Other degree","middle vocational","","","",""
"Yes","2012","Other degree","vocational + Abi","","","",""
"Yes","2012","Other degree","higher vocational","","","",""
"Yes","2012","Other degree","higher education","","","",""
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","69","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","304","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","","","",""
"Yes","2013","lower secondary degree","higher vocational","34","1","1","1"
"Yes","2013","lower secondary degree","higher education","18","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","17","","",""
"Yes","2013","secondary school degree","middle vocational","199","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","1","","",""
"Yes","2013","secondary school degree","higher vocational","26","","",""
"Yes","2013","secondary school degree","higher education","50","1","1","1"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","6","","",""
"Yes","2013","college entrance qualification","vocational + Abi","39","1","1","1"
"Yes","2013","college entrance qualification","higher vocational","19","","",""
"Yes","2013","college entrance qualification","higher education","195","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","","","",""
"Yes","2013","Other degree","general elemantary","12","","",""
"Yes","2013","Other degree","middle vocational","20","","",""
"Yes","2013","Other degree","vocational + Abi","6","","",""
"Yes","2013","Other degree","higher vocational","2","","",""
"Yes","2013","Other degree","higher education","12","","",""
"Yes","2013","no degree/no degree yet","in school","1","","",""
"Yes","2013","no degree/no degree yet","inadequately","8","","",""
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","4","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","","","",""
"Yes","2013","no degree/no degree yet","higher education","1","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","61","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","315","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","","","",""
"Yes","2015","lower secondary degree","higher vocational","35","1","1","1"
"Yes","2015","lower secondary degree","higher education","17","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","19","","",""
"Yes","2015","secondary school degree","middle vocational","236","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","1","","",""
"Yes","2015","secondary school degree","higher vocational","37","1","1","1"
"Yes","2015","secondary school degree","higher education","49","1","1","1"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","10","","",""
"Yes","2015","college entrance qualification","vocational + Abi","48","1","1","1"
"Yes","2015","college entrance qualification","higher vocational","17","","",""
"Yes","2015","college entrance qualification","higher education","217","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","","","",""
"Yes","2015","Other degree","general elemantary","17","","",""
"Yes","2015","Other degree","middle vocational","24","","",""
"Yes","2015","Other degree","vocational + Abi","11","","",""
"Yes","2015","Other degree","higher vocational","3","","",""
"Yes","2015","Other degree","higher education","23","","",""
"Yes","2015","no degree/no degree yet","in school","","","",""
"Yes","2015","no degree/no degree yet","inadequately","15","","",""
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","3","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","","","",""
"Yes","2015","no degree/no degree yet","higher education","1","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","65","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","319","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","","","",""
"Yes","2017","lower secondary degree","higher vocational","38","1","1","1"
"Yes","2017","lower secondary degree","higher education","18","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","19","","",""
"Yes","2017","secondary school degree","middle vocational","262","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","1","","",""
"Yes","2017","secondary school degree","higher vocational","43","1","1","1"
"Yes","2017","secondary school degree","higher education","53","1","1","1"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","10","","",""
"Yes","2017","college entrance qualification","vocational + Abi","64","1","1","1"
"Yes","2017","college entrance qualification","higher vocational","24","","",""
"Yes","2017","college entrance qualification","higher education","254","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","1","","",""
"Yes","2017","Other degree","general elemantary","11","","",""
"Yes","2017","Other degree","middle vocational","29","","",""
"Yes","2017","Other degree","vocational + Abi","15","","",""
"Yes","2017","Other degree","higher vocational","1","","",""
"Yes","2017","Other degree","higher education","32","1","1","1"
"Yes","2017","no degree/no degree yet","in school","1","","",""
"Yes","2017","no degree/no degree yet","inadequately","13","","",""
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","3","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","","","",""
"Yes","2017","no degree/no degree yet","higher education","1","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","60","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","302","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","35","1","1","1"
"Yes","2019","lower secondary degree","higher education","12","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","25","","",""
"Yes","2019","secondary school degree","middle vocational","295","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","1","","",""
"Yes","2019","secondary school degree","higher vocational","49","1","1","1"
"Yes","2019","secondary school degree","higher education","63","1","1","1"
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","14","","",""
"Yes","2019","college entrance qualification","vocational + Abi","64","1","1","1"
"Yes","2019","college entrance qualification","higher vocational","28","","",""
"Yes","2019","college entrance qualification","higher education","308","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","4","","",""
"Yes","2019","Other degree","general elemantary","13","","",""
"Yes","2019","Other degree","middle vocational","23","","",""
"Yes","2019","Other degree","vocational + Abi","13","","",""
"Yes","2019","Other degree","higher vocational","1","","",""
"Yes","2019","Other degree","higher education","45","1","1","1"
"Yes","2019","no degree/no degree yet","in school","","","",""
"Yes","2019","no degree/no degree yet","inadequately","7","","",""
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","3","","",""
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","","","",""
"Yes","2019","no degree/no degree yet","higher education","1","","",""
