"ple0015","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Thuringia","higher vocational","49","0.955248295361748","0.899584465592912","1.01091212513058","2"
"No","2009","Hesse","higher vocational","69","0.958148702834038","0.911569737600229","1.00472766806785","2"
"No","2009","Hesse","higher education","307","0.979635676507181","0.964111741310418","0.995159611703945","2"
"No","2009","Rhineland-Palatinate,Saarland","in school","17","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","inadequately","13","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","general elemantary","154","0.976232797611308","0.952556419984248","0.999909175238368","2"
"No","2009","Rhineland-Palatinate,Saarland","middle vocational","503","0.957659343171474","0.940351986660488","0.974966699682459","2"
"No","2009","Rhineland-Palatinate,Saarland","vocational + Abi","50","1","1","1","2"
"No","2009","Baden-Württemberg","higher vocational","151","0.97035555942588","0.943568514297164","0.997142604554596","2"
"No","2009","Baden-Württemberg","higher education","425","0.973030013540483","0.957944860852295","0.988115166228672","2"
"No","2009","Berlin","in school","12","","","","2"
"No","2009","Berlin","inadequately","9","","","","2"
"No","2009","Berlin","general elemantary","41","0.928648601466286","0.852589935768709","1.00470726716386","2"
"No","2009","Berlin","middle vocational","259","0.96594949644828","0.944317072351167","0.987581920545393","2"
"No","2009","Berlin","vocational + Abi","38","1","1","1","2"
"No","2009","Berlin","higher vocational","47","0.853870084046359","0.758771155809316","0.948969012283403","2"
"No","2009","Berlin","higher education","232","0.933481255489299","0.902405303841657","0.96455720713694","2"
"No","2009","Hamburg","in school","8","","","","2"
"No","2009","Hamburg","inadequately","1","","","","2"
"No","2009","Hamburg","general elemantary","13","","","","2"
"No","2009","Hamburg","middle vocational","107","0.926960864502795","0.879812821417532","0.974108907588058","2"
"No","2009","Hamburg","vocational + Abi","24","","","","2"
"No","2009","Hamburg","higher vocational","20","","","","2"
"No","2009","Hamburg","higher education","78","0.972595367895764","0.93704176084763","1.0081489749439","2"
"Yes","2009","Schleswig-Holstein","in school","","","","","1"
"Yes","2009","Schleswig-Holstein","inadequately","","","","","1"
"Yes","2009","Schleswig-Holstein","general elemantary","1","","","","1"
"Yes","2009","Schleswig-Holstein","middle vocational","12","","","","1"
"Yes","2009","Schleswig-Holstein","vocational + Abi","4","","","","1"
"Yes","2009","Schleswig-Holstein","higher vocational","1","","","","1"
"Yes","2009","Schleswig-Holstein","higher education","3","","","","1"
"Yes","2009","Hamburg","in school","","","","","1"
"Yes","2009","Hamburg","inadequately","","","","","1"
"Yes","2009","Hamburg","general elemantary","1","","","","1"
"Yes","2009","Hamburg","middle vocational","10","","","","1"
"Yes","2009","Hamburg","vocational + Abi","1","","","","1"
"Yes","2009","Hamburg","higher vocational","1","","","","1"
"Yes","2009","Hamburg","higher education","3","","","","1"
"Yes","2009","Lower Saxony","in school","","","","","1"
"Yes","2009","Lower Saxony","inadequately","","","","","1"
"Yes","2009","Lower Saxony","general elemantary","6","","","","1"
"Yes","2009","Lower Saxony","middle vocational","43","0.0435364585073124","0.0299923442811356","0.0570805727334892","1"
"Yes","2009","Lower Saxony","vocational + Abi","1","","","","1"
"Yes","2009","Lower Saxony","higher vocational","4","","","","1"
"Yes","2009","Lower Saxony","higher education","16","","","","1"
"Yes","2009","Bremen","in school","","","","","1"
"Yes","2009","Bremen","inadequately","","","","","1"
"Yes","2009","Bremen","general elemantary","","","","","1"
"Yes","2009","Bremen","middle vocational","5","","","","1"
"Yes","2009","Bremen","vocational + Abi","","","","","1"
"Yes","2009","Bremen","higher vocational","1","","","","1"
"Yes","2009","Bremen","higher education","","","","","1"
"Yes","2009","North Rhine-Westphalia","in school","","","","","1"
"Yes","2009","North Rhine-Westphalia","inadequately","1","","","","1"
"Yes","2009","North Rhine-Westphalia","general elemantary","14","","","","1"
"Yes","2009","North Rhine-Westphalia","middle vocational","71","0.0408944196558489","0.0316445918792048","0.050144247432493","1"
"Yes","2009","North Rhine-Westphalia","vocational + Abi","10","","","","1"
"Yes","2009","North Rhine-Westphalia","higher vocational","11","","","","1"
"Yes","2009","North Rhine-Westphalia","higher education","25","","","","1"
"Yes","2009","Hesse","in school","","","","","1"
"Yes","2009","Hesse","inadequately","","","","","1"
"Yes","2009","Hesse","general elemantary","4","","","","1"
"Yes","2009","Hesse","middle vocational","25","","","","1"
"Yes","2009","Hesse","vocational + Abi","","","","","1"
"Yes","2009","Hesse","higher vocational","2","","","","1"
"Yes","2009","Hesse","higher education","11","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","general elemantary","5","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","middle vocational","17","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","higher vocational","4","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","higher education","10","","","","1"
"Yes","2009","Baden-Württemberg","in school","","","","","1"
"Yes","2009","Baden-Württemberg","inadequately","1","","","","1"
"Yes","2009","Baden-Württemberg","general elemantary","6","","","","1"
"Yes","2009","Baden-Württemberg","middle vocational","44","0.0400730917720797","0.0279713462492351","0.0521748372949243","1"
"Yes","2009","Baden-Württemberg","vocational + Abi","5","","","","1"
"Yes","2009","Baden-Württemberg","higher vocational","3","","","","1"
"Yes","2009","Baden-Württemberg","higher education","18","","","","1"
"Yes","2009","Bavaria","in school","","","","","1"
"Yes","2009","Bavaria","inadequately","","","","","1"
"Yes","2009","Bavaria","general elemantary","6","","","","1"
"Yes","2009","Bavaria","middle vocational","51","0.0452985155611505","0.0342785350510732","0.0563184960712279","1"
"Yes","2009","Bavaria","vocational + Abi","3","","","","1"
"Yes","2009","Bavaria","higher vocational","13","","","","1"
"Yes","2009","Bavaria","higher education","25","","","","1"
"Yes","2009","Berlin","in school","","","","","1"
"Yes","2009","Berlin","inadequately","","","","","1"
"Yes","2009","Berlin","general elemantary","3","","","","1"
"Yes","2009","Berlin","middle vocational","11","","","","1"
"Yes","2009","Berlin","vocational + Abi","","","","","1"
"Yes","2009","Berlin","higher vocational","6","","","","1"
"Yes","2009","Berlin","higher education","15","","","","1"
"Yes","2009","Brandenburg","in school","","","","","1"
"Yes","2009","Brandenburg","inadequately","","","","","1"
"Yes","2009","Brandenburg","general elemantary","1","","","","1"
"Yes","2009","Brandenburg","middle vocational","14","","","","1"
"Yes","2009","Brandenburg","vocational + Abi","","","","","1"
"Yes","2009","Brandenburg","higher vocational","3","","","","1"
"Yes","2009","Brandenburg","higher education","6","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","general elemantary","1","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","middle vocational","8","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","higher vocational","2","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","higher education","8","","","","1"
"Yes","2009","Saxony","in school","","","","","1"
"Yes","2009","Saxony","inadequately","","","","","1"
"Yes","2009","Saxony","general elemantary","2","","","","1"
"Yes","2009","Saxony","middle vocational","22","","","","1"
"Yes","2009","Saxony","vocational + Abi","2","","","","1"
"Yes","2009","Saxony","higher vocational","3","","","","1"
"Yes","2009","Saxony","higher education","20","","","","1"
"Yes","2009","Saxony-Anhalt","in school","","","","","1"
"Yes","2009","Saxony-Anhalt","inadequately","","","","","1"
"Yes","2009","Saxony-Anhalt","general elemantary","","","","","1"
"Yes","2009","Saxony-Anhalt","middle vocational","21","","","","1"
"Yes","2009","Saxony-Anhalt","vocational + Abi","1","","","","1"
"Yes","2009","Saxony-Anhalt","higher vocational","2","","","","1"
"Yes","2009","Saxony-Anhalt","higher education","5","","","","1"
"Yes","2009","Thuringia","in school","","","","","1"
"Yes","2009","Thuringia","inadequately","","","","","1"
"Yes","2009","Thuringia","general elemantary","1","","","","1"
"Yes","2009","Thuringia","middle vocational","13","","","","1"
"Yes","2009","Thuringia","vocational + Abi","1","","","","1"
"Yes","2009","Thuringia","higher vocational","4","","","","1"
"Yes","2009","Thuringia","higher education","9","","","","1"
"No","2010","Bavaria","higher education","","","","","2"
"No","2010","Brandenburg","in school","","","","","2"
"No","2010","Brandenburg","general elemantary","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"No","2010","Bavaria","in school","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","higher education","","","","","2"
"No","2010","Saxony","in school","","","","","2"
"No","2010","Saxony","inadequately","","","","","2"
"No","2010","Saxony","general elemantary","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"No","2010","Bavaria","inadequately","","","","","2"
"No","2010","Bavaria","general elemantary","","","","","2"
"No","2010","Bavaria","middle vocational","","","","","2"
"No","2010","Bavaria","vocational + Abi","","","","","2"
"No","2010","Bavaria","higher vocational","","","","","2"
"No","2010","Brandenburg","inadequately","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"No","2010","Brandenburg","middle vocational","","","","","2"
"No","2010","Brandenburg","vocational + Abi","","","","","2"
"No","2010","Brandenburg","higher vocational","","","","","2"
"No","2010","Brandenburg","higher education","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","in school","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"No","2010","Saxony","middle vocational","","","","","2"
"No","2010","Saxony","vocational + Abi","","","","","2"
"No","2010","Saxony","higher vocational","","","","","2"
"No","2010","Saxony","higher education","","","","","2"
"No","2010","Saxony-Anhalt","in school","","","","","2"
"No","2010","Saxony-Anhalt","inadequately","","","","","2"
"No","2010","Saxony-Anhalt","general elemantary","","","","","2"
"No","2010","Saxony-Anhalt","middle vocational","","","","","2"
"No","2010","Saxony-Anhalt","vocational + Abi","","","","","2"
"No","2010","Saxony-Anhalt","higher vocational","","","","","2"
"No","2010","Saxony-Anhalt","higher education","","","","","2"
"No","2010","Thuringia","in school","","","","","2"
"No","2010","Thuringia","inadequately","","","","","2"
"No","2010","Thuringia","general elemantary","","","","","2"
"No","2010","Thuringia","middle vocational","","","","","2"
"No","2010","Thuringia","vocational + Abi","","","","","2"
"No","2010","Thuringia","higher vocational","","","","","2"
"No","2010","Thuringia","higher education","","","","","2"
"No","2010","Schleswig-Holstein","in school","","","","","2"
"No","2010","Schleswig-Holstein","inadequately","","","","","2"
"No","2010","Schleswig-Holstein","general elemantary","","","","","2"
"No","2010","Schleswig-Holstein","middle vocational","","","","","2"
"No","2010","Schleswig-Holstein","vocational + Abi","","","","","2"
"No","2010","Schleswig-Holstein","higher vocational","","","","","2"
"No","2010","Schleswig-Holstein","higher education","","","","","2"
"No","2010","Lower Saxony","in school","","","","","2"
"No","2010","Lower Saxony","inadequately","","","","","2"
"No","2010","Lower Saxony","general elemantary","","","","","2"
"No","2010","Lower Saxony","middle vocational","","","","","2"
"No","2010","Lower Saxony","vocational + Abi","","","","","2"
"No","2010","Lower Saxony","higher vocational","","","","","2"
"No","2010","Lower Saxony","higher education","","","","","2"
"No","2010","Bremen","in school","","","","","2"
"No","2010","Bremen","inadequately","","","","","2"
"No","2010","Bremen","general elemantary","","","","","2"
"No","2010","Bremen","middle vocational","","","","","2"
"No","2010","Bremen","vocational + Abi","","","","","2"
"No","2010","Bremen","higher vocational","","","","","2"
"No","2010","Bremen","higher education","","","","","2"
"No","2010","North Rhine-Westphalia","in school","","","","","2"
"No","2010","North Rhine-Westphalia","inadequately","","","","","2"
"No","2010","North Rhine-Westphalia","general elemantary","","","","","2"
"No","2010","North Rhine-Westphalia","middle vocational","","","","","2"
"No","2010","North Rhine-Westphalia","vocational + Abi","","","","","2"
"No","2010","North Rhine-Westphalia","higher vocational","","","","","2"
"No","2010","North Rhine-Westphalia","higher education","","","","","2"
"No","2010","Hesse","in school","","","","","2"
"No","2010","Hesse","inadequately","","","","","2"
"No","2010","Hesse","general elemantary","","","","","2"
"No","2010","Hesse","middle vocational","","","","","2"
"No","2010","Hesse","vocational + Abi","","","","","2"
"No","2010","Hesse","higher vocational","","","","","2"
"No","2010","Hesse","higher education","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","in school","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","general elemantary","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"No","2010","Baden-Württemberg","in school","","","","","2"
"No","2010","Baden-Württemberg","inadequately","","","","","2"
"No","2010","Baden-Württemberg","general elemantary","","","","","2"
"No","2010","Baden-Württemberg","middle vocational","","","","","2"
"No","2010","Baden-Württemberg","vocational + Abi","","","","","2"
"No","2010","Baden-Württemberg","higher vocational","","","","","2"
"No","2010","Baden-Württemberg","higher education","","","","","2"
"No","2010","Berlin","in school","","","","","2"
"No","2010","Berlin","inadequately","","","","","2"
"No","2010","Berlin","general elemantary","","","","","2"
"No","2010","Berlin","middle vocational","","","","","2"
"No","2010","Berlin","vocational + Abi","","","","","2"
"No","2010","Berlin","higher vocational","","","","","2"
"No","2010","Berlin","higher education","","","","","2"
"No","2010","Hamburg","in school","","","","","2"
"No","2010","Hamburg","inadequately","","","","","2"
"No","2010","Hamburg","general elemantary","","","","","2"
"No","2010","Hamburg","middle vocational","","","","","2"
"No","2010","Hamburg","vocational + Abi","","","","","2"
"No","2010","Hamburg","higher vocational","","","","","2"
"No","2010","Hamburg","higher education","","","","","2"
"Yes","2010","Schleswig-Holstein","in school","","","","","1"
"Yes","2010","Schleswig-Holstein","inadequately","","","","","1"
"Yes","2010","Schleswig-Holstein","general elemantary","","","","","1"
"Yes","2010","Schleswig-Holstein","middle vocational","","","","","1"
"Yes","2010","Schleswig-Holstein","vocational + Abi","","","","","1"
"Yes","2010","Schleswig-Holstein","higher vocational","","","","","1"
"Yes","2010","Schleswig-Holstein","higher education","","","","","1"
"Yes","2010","Hamburg","in school","","","","","1"
"Yes","2010","Hamburg","inadequately","","","","","1"
"Yes","2010","Hamburg","general elemantary","","","","","1"
"Yes","2010","Hamburg","middle vocational","","","","","1"
"Yes","2010","Hamburg","vocational + Abi","","","","","1"
"Yes","2010","Hamburg","higher vocational","","","","","1"
"Yes","2010","Hamburg","higher education","","","","","1"
"Yes","2010","Lower Saxony","in school","","","","","1"
"Yes","2010","Lower Saxony","inadequately","","","","","1"
"Yes","2010","Lower Saxony","general elemantary","","","","","1"
"Yes","2010","Lower Saxony","middle vocational","","","","","1"
"Yes","2010","Lower Saxony","vocational + Abi","","","","","1"
"Yes","2010","Lower Saxony","higher vocational","","","","","1"
"Yes","2010","Lower Saxony","higher education","","","","","1"
"Yes","2010","Bremen","in school","","","","","1"
"Yes","2010","Bremen","inadequately","","","","","1"
"Yes","2010","Bremen","general elemantary","","","","","1"
"Yes","2010","Bremen","middle vocational","","","","","1"
"Yes","2010","Bremen","vocational + Abi","","","","","1"
"Yes","2010","Bremen","higher vocational","","","","","1"
"Yes","2010","Bremen","higher education","","","","","1"
"Yes","2010","North Rhine-Westphalia","in school","","","","","1"
"Yes","2010","North Rhine-Westphalia","inadequately","","","","","1"
"Yes","2010","North Rhine-Westphalia","general elemantary","","","","","1"
"Yes","2010","North Rhine-Westphalia","middle vocational","","","","","1"
"Yes","2010","North Rhine-Westphalia","vocational + Abi","","","","","1"
"Yes","2010","North Rhine-Westphalia","higher vocational","","","","","1"
"Yes","2010","North Rhine-Westphalia","higher education","","","","","1"
"Yes","2010","Hesse","in school","","","","","1"
"Yes","2010","Hesse","inadequately","","","","","1"
"Yes","2010","Hesse","general elemantary","","","","","1"
"Yes","2010","Hesse","middle vocational","","","","","1"
"Yes","2010","Hesse","vocational + Abi","","","","","1"
"Yes","2010","Hesse","higher vocational","","","","","1"
"Yes","2010","Hesse","higher education","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","inadequately","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","general elemantary","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","middle vocational","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","higher vocational","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","higher education","","","","","1"
"Yes","2010","Baden-Württemberg","in school","","","","","1"
"Yes","2010","Baden-Württemberg","inadequately","","","","","1"
"Yes","2010","Baden-Württemberg","general elemantary","","","","","1"
"Yes","2010","Baden-Württemberg","middle vocational","","","","","1"
"Yes","2010","Baden-Württemberg","vocational + Abi","","","","","1"
"Yes","2010","Baden-Württemberg","higher vocational","","","","","1"
"Yes","2010","Baden-Württemberg","higher education","","","","","1"
"Yes","2010","Bavaria","in school","","","","","1"
"Yes","2010","Bavaria","inadequately","","","","","1"
"Yes","2010","Bavaria","general elemantary","","","","","1"
"Yes","2010","Bavaria","middle vocational","","","","","1"
"Yes","2010","Bavaria","vocational + Abi","","","","","1"
"Yes","2010","Bavaria","higher vocational","","","","","1"
"Yes","2010","Bavaria","higher education","","","","","1"
"Yes","2010","Berlin","in school","","","","","1"
"Yes","2010","Berlin","inadequately","","","","","1"
"Yes","2010","Berlin","general elemantary","","","","","1"
"Yes","2010","Berlin","middle vocational","","","","","1"
"Yes","2010","Berlin","vocational + Abi","","","","","1"
"Yes","2010","Berlin","higher vocational","","","","","1"
"Yes","2010","Berlin","higher education","","","","","1"
"Yes","2010","Brandenburg","in school","","","","","1"
"Yes","2010","Brandenburg","inadequately","","","","","1"
"Yes","2010","Brandenburg","general elemantary","","","","","1"
"Yes","2010","Brandenburg","middle vocational","","","","","1"
"Yes","2010","Brandenburg","vocational + Abi","","","","","1"
"Yes","2010","Brandenburg","higher vocational","","","","","1"
"Yes","2010","Brandenburg","higher education","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","in school","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Yes","2010","Saxony","in school","","","","","1"
"Yes","2010","Saxony","inadequately","","","","","1"
"Yes","2010","Saxony","general elemantary","","","","","1"
"Yes","2010","Saxony","middle vocational","","","","","1"
"Yes","2010","Saxony","vocational + Abi","","","","","1"
"Yes","2010","Saxony","higher vocational","","","","","1"
"Yes","2010","Saxony","higher education","","","","","1"
"Yes","2010","Saxony-Anhalt","in school","","","","","1"
"Yes","2010","Saxony-Anhalt","inadequately","","","","","1"
"Yes","2010","Saxony-Anhalt","general elemantary","","","","","1"
"Yes","2010","Saxony-Anhalt","middle vocational","","","","","1"
"Yes","2010","Saxony-Anhalt","vocational + Abi","","","","","1"
"Yes","2010","Saxony-Anhalt","higher vocational","","","","","1"
"Yes","2010","Saxony-Anhalt","higher education","","","","","1"
"Yes","2010","Thuringia","in school","","","","","1"
"Yes","2010","Thuringia","inadequately","","","","","1"
"Yes","2010","Thuringia","general elemantary","","","","","1"
"Yes","2010","Thuringia","middle vocational","","","","","1"
"Yes","2010","Thuringia","vocational + Abi","","","","","1"
"Yes","2010","Thuringia","higher vocational","","","","","1"
"Yes","2010","Thuringia","higher education","","","","","1"
"No","2011","Bavaria","in school","38","0.956299748754852","0.892141164029836","1.02045833347987","2"
"No","2011","Bavaria","inadequately","27","","","","2"
"No","2011","Bavaria","general elemantary","333","0.9684767687691","0.950171587391279","0.986781950146921","2"
"No","2011","Bavaria","middle vocational","1620","0.952670014638081","0.94257007725847","0.962769952017691","2"
"No","2011","Bavaria","vocational + Abi","159","0.967953033945879","0.941079379915399","0.99482668797636","2"
"No","2011","Bavaria","higher vocational","217","0.975660389667861","0.955613762664124","0.995707016671597","2"
"No","2011","Bavaria","higher education","620","0.966318580528137","0.952449528705725","0.98018763235055","2"
"No","2011","North Rhine-Westphalia","higher vocational","236","0.908553357555372","0.873035486066553","0.94407122904419","2"
"No","2011","North Rhine-Westphalia","higher education","804","0.964824004428158","0.952336024233894","0.977311984622422","2"
"No","2011","Hesse","in school","34","1","1","1","2"
"No","2011","Hesse","inadequately","18","","","","2"
"No","2011","Hesse","general elemantary","145","0.937452836005161","0.899083798885161","0.975821873125161","2"
"No","2011","Hesse","middle vocational","597","0.959487360856788","0.943980739302498","0.974993982411079","2"
