"pgfamstd","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2016","Female","1091","0.121433732791591","0.116217938462921","0.126649527120261","5"
"Widowed","2016","Male","330","0.0345260015591462","0.0315157341494558","0.0375362689688367","5"
"Divorced","2017","Female","1696","0.112921209163076","0.108138880577277","0.117703537748876","4"
"Divorced","2017","Male","864","0.0872010547331303","0.0828194869489194","0.0915826225173413","4"
"Married","2017","Male","9168","0.506630526005822","0.498866036354918","0.514395015656727","1"
"Married","2017","Female","9343","0.481616326332371","0.474066328751767","0.489166323912975","1"
"Married, but separated","2017","Male","564","0.0286149628790309","0.0260257163713659","0.0312042093866959","2"
"Married, but separated","2017","Female","584","0.0241559908339783","0.0218360699054596","0.0264759117624969","2"
"Single","2017","Female","4049","0.260771073476454","0.254136855475666","0.267405291477242","3"
"Single","2017","Male","4996","0.34415835655515","0.336779998016344","0.351536715093955","3"
"Widowed","2017","Female","1153","0.12053540019412","0.115615718063841","0.1254550823244","5"
"Widowed","2017","Male","335","0.0333950998268669","0.030604825069343","0.0361853745843907","5"
"Divorced","2018","Female","1725","0.116848148287171","0.111843930033342","0.121852366541","4"
"Divorced","2018","Male","870","0.0867632511521892","0.0822210379200995","0.091305464384279","4"
"Married","2018","Female","8579","0.477662224568794","0.469881074351014","0.485443374786575","1"
"Married","2018","Male","8456","0.515406578009231","0.507342185535489","0.523470970482973","1"
"Married, but separated","2018","Female","541","0.0263321873721225","0.0238378424476532","0.0288265322965918","2"
"Married, but separated","2018","Male","474","0.0269843342031293","0.0243696232293694","0.0295990451768891","2"
"Single","2018","Female","3885","0.260789605804999","0.253949909715215","0.267629301894783","3"
"Single","2018","Male","4614","0.337200930671577","0.329572358714875","0.34482950262828","3"
"Widowed","2018","Female","1100","0.118367833966914","0.113335514574039","0.123400153359789","5"
"Widowed","2018","Male","339","0.0336449059638731","0.0307352881339332","0.036554523793813","5"
"Divorced","2019","Female","1689","0.12051289352213","0.115341069634958","0.125684717409303","4"
"Divorced","2019","Male","970","0.0855502199582476","0.0810539111677149","0.0900465287487803","4"
"Married","2019","Female","8397","0.48602683376765","0.478086978629481","0.49396668890582","1"
"Married","2019","Male","8840","0.522406254813113","0.514376558256683","0.530435951369542","1"
"Married, but separated","2019","Female","451","0.0221744025344322","0.0198351942317022","0.0245136108371622","2"
"Married, but separated","2019","Male","410","0.024309644761758","0.0218338710540076","0.0267854184695085","2"
"Single","2019","Male","4303","0.335127678326772","0.327539458387735","0.342715898265808","3"
"Single","2019","Female","3641","0.256398015051003","0.249461523976885","0.263334506125121","3"
"Widowed","2019","Female","1044","0.114887855124784","0.109822050420919","0.11995365982865","5"
"Widowed","2019","Male","342","0.0326062021401099","0.0297511279901879","0.0354612762900318","5"
