"pgfamstd","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Single","1984","Saxony-Anhalt","direct migration background","","","","","3"
"Single","1984","Saxony-Anhalt","indirect migration background","","","","","3"
"Single","1984","Thuringia","no migration background","","","","","3"
"Single","1984","Thuringia","direct migration background","","","","","3"
"Single","1984","Thuringia","indirect migration background","","","","","3"
"Single","1984","North Rhine-Westphalia","indirect migration background","25","","","","3"
"Single","1984","Hesse","no migration background","157","0.225164413492122","0.193677550183899","0.256651276800346","3"
"Single","1984","Hesse","direct migration background","70","0.143702853560693","0.109789391695989","0.177616315425396","3"
"Single","1984","Bavaria","no migration background","343","0.234253034705842","0.21233975432574","0.256166315085944","3"
"Single","1984","Bavaria","direct migration background","48","0.135568416263993","0.101417763199645","0.169719069328341","3"
"Single","1984","Bavaria","indirect migration background","16","","","","3"
"Single","1984","Berlin","no migration background","63","0.23877307689239","0.186750964144637","0.290795189640142","3"
"Single","1984","Saxony","indirect migration background","","","","","3"
"Widowed","1984","Saxony-Anhalt","direct migration background","","","","","5"
"Widowed","1984","Lower Saxony","indirect migration background","","","","","5"
"Widowed","1984","Saxony-Anhalt","indirect migration background","","","","","5"
"Widowed","1984","Schleswig-Holstein","direct migration background","4","","","","5"
"Widowed","1984","Brandenburg","indirect migration background","","","","","5"
"Widowed","1984","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"Widowed","1984","Thuringia","direct migration background","","","","","5"
"Widowed","1984","Lower Saxony","direct migration background","2","","","","5"
"Widowed","1984","Schleswig-Holstein","no migration background","24","","","","5"
"Widowed","1984","Hamburg","no migration background","19","","","","5"
"Widowed","1984","Hamburg","direct migration background","1","","","","5"
"Widowed","1984","Lower Saxony","no migration background","69","0.103858249157703","0.0840367613784843","0.123679736936922","5"
"Widowed","1984","Bremen","indirect migration background","","","","","5"
"Widowed","1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Widowed","1984","Saxony","no migration background","","","","","5"
"Widowed","1984","Saxony","direct migration background","","","","","5"
"Widowed","1984","Saxony","indirect migration background","","","","","5"
"Widowed","1984","Saxony-Anhalt","no migration background","","","","","5"
"Widowed","1984","Schleswig-Holstein","indirect migration background","","","","","5"
"Widowed","1984","Hamburg","indirect migration background","","","","","5"
"Widowed","1984","Bremen","no migration background","15","","","","5"
"Widowed","1984","Bremen","direct migration background","","","","","5"
"Widowed","1984","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"Widowed","1984","Thuringia","no migration background","","","","","5"
"Widowed","1984","North Rhine-Westphalia","no migration background","152","0.107200209442131","0.0937852685181197","0.120615150366142","5"
"Widowed","1984","North Rhine-Westphalia","direct migration background","15","","","","5"
"Widowed","1984","North Rhine-Westphalia","indirect migration background","","","","","5"
"Widowed","1984","Hesse","no migration background","52","0.110453482248044","0.0868242951452291","0.134082669350859","5"
"Widowed","1984","Hesse","direct migration background","8","","","","5"
"Widowed","1984","Hesse","indirect migration background","","","","","5"
"Widowed","1984","Rhineland-Palatinate,Saarland","no migration background","64","0.131627219269265","0.104950558677408","0.158303879861123","5"
"Widowed","1984","Rhineland-Palatinate,Saarland","direct migration background","4","","","","5"
"Widowed","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"Widowed","1984","Baden-Württemberg","no migration background","92","0.111018766296558","0.0928932794005759","0.12914425319254","5"
"Widowed","1984","Baden-Württemberg","direct migration background","21","","","","5"
"Widowed","1984","Baden-Württemberg","indirect migration background","","","","","5"
"Widowed","1984","Bavaria","no migration background","97","0.0962727339927859","0.0810114003909299","0.111534067594642","5"
"Widowed","1984","Bavaria","direct migration background","6","","","","5"
"Widowed","1984","Bavaria","indirect migration background","1","","","","5"
"Widowed","1984","Berlin","no migration background","28","","","","5"
"Widowed","1984","Berlin","direct migration background","3","","","","5"
"Widowed","1984","Berlin","indirect migration background","","","","","5"
"Widowed","1984","Brandenburg","no migration background","","","","","5"
"Widowed","1984","Brandenburg","direct migration background","","","","","5"
"Widowed","1984","Thuringia","indirect migration background","","","","","5"
"Divorced","1985","Bremen","indirect migration background","","","","","4"
"Divorced","1985","Saxony","no migration background","","","","","4"
"Divorced","1985","Bavaria","no migration background","37","0.0337177896556182","0.0240352563679791","0.0434003229432572","4"
"Divorced","1985","Baden-Württemberg","no migration background","43","0.0419145849869385","0.0302767839355763","0.0535523860383006","4"
"Divorced","1985","Baden-Württemberg","direct migration background","10","","","","4"
"Divorced","1985","Baden-Württemberg","indirect migration background","","","","","4"
"Divorced","1985","Thuringia","direct migration background","","","","","4"
"Divorced","1985","Thuringia","indirect migration background","","","","","4"
"Divorced","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Divorced","1985","Brandenburg","indirect migration background","","","","","4"
"Divorced","1985","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Divorced","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Divorced","1985","Schleswig-Holstein","no migration background","17","","","","4"
"Divorced","1985","Schleswig-Holstein","direct migration background","1","","","","4"
"Divorced","1985","Schleswig-Holstein","indirect migration background","","","","","4"
"Divorced","1985","Hamburg","no migration background","24","","","","4"
"Divorced","1985","North Rhine-Westphalia","no migration background","74","0.0426242119922638","0.0337330988773558","0.0515153251071718","4"
"Divorced","1985","North Rhine-Westphalia","direct migration background","16","","","","4"
"Divorced","1985","North Rhine-Westphalia","indirect migration background","1","","","","4"
"Divorced","1985","Hamburg","direct migration background","5","","","","4"
"Divorced","1985","Hamburg","indirect migration background","","","","","4"
"Divorced","1985","Lower Saxony","no migration background","25","","","","4"
"Divorced","1985","Lower Saxony","direct migration background","5","","","","4"
"Divorced","1985","Lower Saxony","indirect migration background","1","","","","4"
"Divorced","1985","Bremen","no migration background","2","","","","4"
"Divorced","1985","Bremen","direct migration background","","","","","4"
"Divorced","1985","Hesse","no migration background","20","","","","4"
"Divorced","1985","Hesse","direct migration background","8","","","","4"
"Divorced","1985","Hesse","indirect migration background","","","","","4"
"Divorced","1985","Rhineland-Palatinate,Saarland","no migration background","21","","","","4"
"Divorced","1985","Rhineland-Palatinate,Saarland","direct migration background","1","","","","4"
"Divorced","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Divorced","1985","Saxony","direct migration background","","","","","4"
"Divorced","1985","Saxony","indirect migration background","","","","","4"
"Divorced","1985","Saxony-Anhalt","no migration background","","","","","4"
"Divorced","1985","Saxony-Anhalt","direct migration background","","","","","4"
"Divorced","1985","Saxony-Anhalt","indirect migration background","","","","","4"
"Divorced","1985","Thuringia","no migration background","","","","","4"
"Divorced","1985","Bavaria","direct migration background","5","","","","4"
"Divorced","1985","Bavaria","indirect migration background","1","","","","4"
"Divorced","1985","Berlin","no migration background","20","","","","4"
"Divorced","1985","Berlin","direct migration background","4","","","","4"
"Divorced","1985","Berlin","indirect migration background","","","","","4"
"Divorced","1985","Brandenburg","no migration background","","","","","4"
"Divorced","1985","Brandenburg","direct migration background","","","","","4"
"Married","1985","Schleswig-Holstein","no migration background","172","0.549206192233534","0.491740514811744","0.606671869655325","1"
"Married","1985","Schleswig-Holstein","direct migration background","24","","","","1"
"Married","1985","Schleswig-Holstein","indirect migration background","","","","","1"
"Married","1985","Hamburg","no migration background","92","0.4440224168451","0.372425665707846","0.515619167982354","1"
"Married","1985","Hamburg","direct migration background","43","0.565473575434312","0.440047821735884","0.69089932913274","1"
"Married","1985","Hamburg","indirect migration background","1","","","","1"
"Married","1985","Lower Saxony","no migration background","545","0.584158658766849","0.5515391410978","0.616778176435897","1"
"Married","1985","Lower Saxony","direct migration background","98","0.659011479461904","0.580487836020879","0.737535122902928","1"
"Married","1985","Lower Saxony","indirect migration background","1","","","","1"
"Married","1985","Bremen","no migration background","46","0.486446021277631","0.377599147894354","0.595292894660909","1"
"Married","1985","Bremen","direct migration background","19","","","","1"
"Married","1985","Bremen","indirect migration background","","","","","1"
"Married","1985","North Rhine-Westphalia","no migration background","1234","0.576849140709733","0.555103837260284","0.598594444159182","1"
"Married","1985","North Rhine-Westphalia","direct migration background","531","0.658338518752663","0.624075010651726","0.6926020268536","1"
"Married","1985","North Rhine-Westphalia","indirect migration background","10","","","","1"
"Married","1985","Hesse","no migration background","398","0.584309263951218","0.546304469236472","0.622314058665965","1"
"Married","1985","Hesse","direct migration background","281","0.697338808410872","0.65090284556945","0.743774771252295","1"
"Married","1985","Hesse","indirect migration background","3","","","","1"
"Married","1985","Rhineland-Palatinate,Saarland","no migration background","382","0.605076092808154","0.566123881890919","0.64402830372539","1"
"Married","1985","Rhineland-Palatinate,Saarland","direct migration background","88","0.589550977338306","0.503997724751578","0.675104229925034","1"
"Married","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Married","1985","Baden-Württemberg","no migration background","690","0.563101438563999","0.534296307556669","0.59190656957133","1"
"Married","1985","Baden-Württemberg","direct migration background","553","0.687980407583037","0.65455329393104","0.721407521235034","1"
"Married","1985","Baden-Württemberg","indirect migration background","6","","","","1"
"Married","1985","Bavaria","no migration background","837","0.590356714914301","0.563977149776609","0.616736280051992","1"
"Married","1985","Bavaria","direct migration background","293","0.766254600893653","0.722837607844582","0.809671593942725","1"
"Married","1985","Bavaria","indirect migration background","7","","","","1"
"Married","1985","Berlin","no migration background","119","0.415957925593329","0.353470028469553","0.478445822717106","1"
"Married","1985","Berlin","direct migration background","69","0.630863560834628","0.534829917690627","0.72689720397863","1"
"Married","1985","Berlin","indirect migration background","","","","","1"
"Married","1985","Brandenburg","no migration background","","","","","1"
"Married","1985","Brandenburg","direct migration background","","","","","1"
"Married","1985","Brandenburg","indirect migration background","","","","","1"
"Married","1985","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Married","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Married","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Married","1985","Saxony","no migration background","","","","","1"
"Married","1985","Saxony","direct migration background","","","","","1"
"Married","1985","Saxony","indirect migration background","","","","","1"
"Married","1985","Saxony-Anhalt","no migration background","","","","","1"
"Married","1985","Saxony-Anhalt","direct migration background","","","","","1"
"Married","1985","Saxony-Anhalt","indirect migration background","","","","","1"
"Married","1985","Thuringia","no migration background","","","","","1"
"Married","1985","Thuringia","direct migration background","","","","","1"
"Married","1985","Thuringia","indirect migration background","","","","","1"
"Married, but separated","1985","Schleswig-Holstein","direct migration background","1","","","","2"
"Married, but separated","1985","Schleswig-Holstein","indirect migration background","","","","","2"
"Married, but separated","1985","Hamburg","no migration background","2","","","","2"
"Married, but separated","1985","Hamburg","direct migration background","4","","","","2"
"Married, but separated","1985","Hamburg","indirect migration background","","","","","2"
"Married, but separated","1985","Lower Saxony","direct migration background","7","","","","2"
"Married, but separated","1985","Bremen","indirect migration background","","","","","2"
"Married, but separated","1985","North Rhine-Westphalia","no migration background","31","0.0146245121706608","0.0093409319545833","0.0199080923867384","2"
"Married, but separated","1985","North Rhine-Westphalia","direct migration background","30","0.0571711927417446","0.0403980581441504","0.0739443273393388","2"
"Married, but separated","1985","North Rhine-Westphalia","indirect migration background","","","","","2"
"Married, but separated","1985","Hesse","no migration background","15","","","","2"
"Married, but separated","1985","Rhineland-Palatinate,Saarland","no migration background","5","","","","2"
"Married, but separated","1985","Brandenburg","indirect migration background","","","","","2"
"Married, but separated","1985","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Married, but separated","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Married, but separated","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Married, but separated","1985","Saxony","no migration background","","","","","2"
"Married, but separated","1985","Saxony","direct migration background","","","","","2"
"Married, but separated","1985","Saxony","indirect migration background","","","","","2"
"Married, but separated","1985","Saxony-Anhalt","no migration background","","","","","2"
"Married, but separated","1985","Saxony-Anhalt","direct migration background","","","","","2"
"Married, but separated","1985","Thuringia","direct migration background","","","","","2"
"Married, but separated","1985","Thuringia","indirect migration background","","","","","2"
"Married, but separated","1985","Schleswig-Holstein","no migration background","4","","","","2"
"Married, but separated","1985","Lower Saxony","no migration background","6","","","","2"
"Married, but separated","1985","Hesse","direct migration background","12","","","","2"
"Married, but separated","1985","Hesse","indirect migration background","","","","","2"
"Married, but separated","1985","Lower Saxony","indirect migration background","","","","","2"
"Married, but separated","1985","Bremen","no migration background","1","","","","2"
"Married, but separated","1985","Bremen","direct migration background","1","","","","2"
"Married, but separated","1985","Saxony-Anhalt","indirect migration background","","","","","2"
"Married, but separated","1985","Thuringia","no migration background","","","","","2"
"Married, but separated","1985","Rhineland-Palatinate,Saarland","direct migration background","5","","","","2"
"Married, but separated","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Married, but separated","1985","Baden-Württemberg","no migration background","18","","","","2"
"Married, but separated","1985","Baden-Württemberg","direct migration background","28","","","","2"
"Married, but separated","1985","Baden-Württemberg","indirect migration background","","","","","2"
"Married, but separated","1985","Bavaria","no migration background","12","","","","2"
"Married, but separated","1985","Bavaria","direct migration background","16","","","","2"
"Married, but separated","1985","Bavaria","indirect migration background","1","","","","2"
"Married, but separated","1985","Berlin","no migration background","6","","","","2"
"Married, but separated","1985","Berlin","direct migration background","4","","","","2"
"Married, but separated","1985","Berlin","indirect migration background","1","","","","2"
"Married, but separated","1985","Brandenburg","no migration background","","","","","2"
"Married, but separated","1985","Brandenburg","direct migration background","","","","","2"
"Single","1985","Schleswig-Holstein","direct migration background","7","","","","3"
"Single","1985","Schleswig-Holstein","indirect migration background","1","","","","3"
"Single","1985","Saxony","no migration background","","","","","3"
"Single","1985","Brandenburg","indirect migration background","","","","","3"
"Single","1985","Saxony","direct migration background","","","","","3"
"Single","1985","Schleswig-Holstein","no migration background","70","0.236563093374141","0.187482261166223","0.285643925582059","3"
"Single","1985","Hamburg","no migration background","49","0.270897736119501","0.206856583762032","0.33493888847697","3"
"Single","1985","Hamburg","direct migration background","7","","","","3"
"Single","1985","Hamburg","indirect migration background","","","","","3"
"Single","1985","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Single","1985","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Single","1985","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Single","1985","Lower Saxony","no migration background","235","0.27311905007976","0.243630329217406","0.302607770942113","3"
"Single","1985","Lower Saxony","direct migration background","28","","","","3"
"Single","1985","Lower Saxony","indirect migration background","5","","","","3"
"Single","1985","Bremen","no migration background","15","","","","3"
"Single","1985","Bremen","direct migration background","4","","","","3"
"Single","1985","Bremen","indirect migration background","","","","","3"
"Single","1985","North Rhine-Westphalia","no migration background","495","0.252363533482792","0.233245409583041","0.271481657382543","3"
"Single","1985","North Rhine-Westphalia","direct migration background","147","0.173474310471764","0.146118162317518","0.20083045862601","3"
"Single","1985","North Rhine-Westphalia","indirect migration background","30","0.620402252040158","0.471858407788601","0.768946096291716","3"
"Single","1985","Hesse","no migration background","165","0.243601612299677","0.210500147810457","0.276703076788898","3"
"Single","1985","Hesse","direct migration background","64","0.15354477343116","0.117105166555637","0.189984380306682","3"
"Single","1985","Hesse","indirect migration background","7","","","","3"
"Single","1985","Rhineland-Palatinate,Saarland","no migration background","134","0.212659551211197","0.180053805896736","0.245265296525658","3"
"Single","1985","Rhineland-Palatinate,Saarland","direct migration background","29","","","","3"
"Single","1985","Rhineland-Palatinate,Saarland","indirect migration background","8","","","","3"
"Single","1985","Baden-Württemberg","no migration background","300","0.266526344859032","0.240849091847996","0.292203597870067","3"
"Single","1985","Baden-Württemberg","direct migration background","129","0.164505508539154","0.137758086640003","0.191252930438306","3"
"Single","1985","Baden-Württemberg","indirect migration background","27","","","","3"
"Single","1985","Bavaria","no migration background","353","0.263343773359326","0.239717163100977","0.286970383617674","3"
"Single","1985","Bavaria","direct migration background","45","0.139633825048942","0.104075717412646","0.175191932685238","3"
"Single","1985","Bavaria","indirect migration background","21","","","","3"
"Single","1985","Berlin","no migration background","66","0.27096233741973","0.214614326773269","0.327310348066191","3"
"Single","1985","Berlin","direct migration background","18","","","","3"
"Single","1985","Berlin","indirect migration background","2","","","","3"
