"plh0224","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","higher education","West Germany","","","",""
"2 on scale 1-7 ","2006","higher education","East Germany","","","",""
"3 on scale 1-7 ","2006","in school","West Germany","","","",""
"3 on scale 1-7 ","2006","in school","East Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","higher education","West Germany","","","",""
"3 on scale 1-7 ","2006","higher education","East Germany","","","",""
"4 on scale 1-7","2006","in school","West Germany","","","",""
"4 on scale 1-7","2006","in school","East Germany","","","",""
"4 on scale 1-7","2006","inadequately","West Germany","","","",""
"4 on scale 1-7","2006","inadequately","East Germany","","","",""
"4 on scale 1-7","2006","general elemantary","West Germany","","","",""
"4 on scale 1-7","2006","general elemantary","East Germany","","","",""
"4 on scale 1-7","2006","middle vocational","West Germany","","","",""
"4 on scale 1-7","2006","middle vocational","East Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2006","higher vocational","West Germany","","","",""
"4 on scale 1-7","2006","higher vocational","East Germany","","","",""
"4 on scale 1-7","2006","higher education","West Germany","","","",""
"4 on scale 1-7","2006","higher education","East Germany","","","",""
"5 on scale 1-7","2006","in school","West Germany","","","",""
"5 on scale 1-7","2006","in school","East Germany","","","",""
"5 on scale 1-7","2006","inadequately","West Germany","","","",""
"5 on scale 1-7","2006","inadequately","East Germany","","","",""
"5 on scale 1-7","2006","general elemantary","West Germany","","","",""
"5 on scale 1-7","2006","general elemantary","East Germany","","","",""
"5 on scale 1-7","2006","middle vocational","West Germany","","","",""
"5 on scale 1-7","2006","middle vocational","East Germany","","","",""
"5 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2006","higher vocational","West Germany","","","",""
"5 on scale 1-7","2006","higher vocational","East Germany","","","",""
"5 on scale 1-7","2006","higher education","West Germany","","","",""
"5 on scale 1-7","2006","higher education","East Germany","","","",""
"6 on scale 1-7","2006","in school","West Germany","","","",""
"6 on scale 1-7","2006","in school","East Germany","","","",""
"6 on scale 1-7","2006","inadequately","West Germany","","","",""
"6 on scale 1-7","2006","inadequately","East Germany","","","",""
"6 on scale 1-7","2006","general elemantary","West Germany","","","",""
"6 on scale 1-7","2006","general elemantary","East Germany","","","",""
"6 on scale 1-7","2006","middle vocational","West Germany","","","",""
"6 on scale 1-7","2006","middle vocational","East Germany","","","",""
"6 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2006","higher vocational","West Germany","","","",""
"6 on scale 1-7","2006","higher vocational","East Germany","","","",""
"6 on scale 1-7","2006","higher education","West Germany","","","",""
"6 on scale 1-7","2006","higher education","East Germany","","","",""
"7 Strongly agree","2006","in school","West Germany","","","",""
"7 Strongly agree","2006","in school","East Germany","","","",""
"7 Strongly agree","2006","inadequately","West Germany","","","",""
"7 Strongly agree","2006","inadequately","East Germany","","","",""
"7 Strongly agree","2006","general elemantary","West Germany","","","",""
"7 Strongly agree","2006","general elemantary","East Germany","","","",""
"7 Strongly agree","2006","middle vocational","West Germany","","","",""
"7 Strongly agree","2006","middle vocational","East Germany","","","",""
"7 Strongly agree","2006","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2006","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2006","higher vocational","West Germany","","","",""
"7 Strongly agree","2006","higher vocational","East Germany","","","",""
"7 Strongly agree","2006","higher education","West Germany","","","",""
"7 Strongly agree","2006","higher education","East Germany","","","",""
"1 Strongly disagree","2007","in school","West Germany","","","",""
"1 Strongly disagree","2007","in school","East Germany","","","",""
"1 Strongly disagree","2007","inadequately","West Germany","","","",""
"1 Strongly disagree","2007","inadequately","East Germany","","","",""
"1 Strongly disagree","2007","general elemantary","West Germany","","","",""
"1 Strongly disagree","2007","general elemantary","East Germany","","","",""
"1 Strongly disagree","2007","middle vocational","West Germany","","","",""
"1 Strongly disagree","2007","middle vocational","East Germany","","","",""
"1 Strongly disagree","2007","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2007","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2007","higher vocational","West Germany","","","",""
"1 Strongly disagree","2007","higher vocational","East Germany","","","",""
"1 Strongly disagree","2007","higher education","West Germany","","","",""
"1 Strongly disagree","2007","higher education","East Germany","","","",""
"2 on scale 1-7 ","2007","in school","West Germany","","","",""
"2 on scale 1-7 ","2007","in school","East Germany","","","",""
"2 on scale 1-7 ","2007","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2007","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2007","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2007","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2007","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2007","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","higher education","West Germany","","","",""
"2 on scale 1-7 ","2007","higher education","East Germany","","","",""
"3 on scale 1-7 ","2007","in school","West Germany","","","",""
"3 on scale 1-7 ","2007","in school","East Germany","","","",""
"3 on scale 1-7 ","2007","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2007","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2007","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2007","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2007","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2007","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","higher education","West Germany","","","",""
"3 on scale 1-7 ","2007","higher education","East Germany","","","",""
"4 on scale 1-7","2007","in school","West Germany","","","",""
"4 on scale 1-7","2007","in school","East Germany","","","",""
"4 on scale 1-7","2007","inadequately","West Germany","","","",""
"4 on scale 1-7","2007","inadequately","East Germany","","","",""
"4 on scale 1-7","2007","general elemantary","West Germany","","","",""
"4 on scale 1-7","2007","general elemantary","East Germany","","","",""
"4 on scale 1-7","2007","middle vocational","West Germany","","","",""
"4 on scale 1-7","2007","middle vocational","East Germany","","","",""
"4 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2007","higher vocational","West Germany","","","",""
"4 on scale 1-7","2007","higher vocational","East Germany","","","",""
"4 on scale 1-7","2007","higher education","West Germany","","","",""
"4 on scale 1-7","2007","higher education","East Germany","","","",""
"5 on scale 1-7","2007","in school","West Germany","","","",""
"5 on scale 1-7","2007","in school","East Germany","","","",""
"5 on scale 1-7","2007","inadequately","West Germany","","","",""
"5 on scale 1-7","2007","inadequately","East Germany","","","",""
"5 on scale 1-7","2007","general elemantary","West Germany","","","",""
"5 on scale 1-7","2007","general elemantary","East Germany","","","",""
"5 on scale 1-7","2007","middle vocational","West Germany","","","",""
"5 on scale 1-7","2007","middle vocational","East Germany","","","",""
"5 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2007","higher vocational","West Germany","","","",""
"5 on scale 1-7","2007","higher vocational","East Germany","","","",""
"5 on scale 1-7","2007","higher education","West Germany","","","",""
"5 on scale 1-7","2007","higher education","East Germany","","","",""
"6 on scale 1-7","2007","in school","West Germany","","","",""
"6 on scale 1-7","2007","in school","East Germany","","","",""
"6 on scale 1-7","2007","inadequately","West Germany","","","",""
"6 on scale 1-7","2007","inadequately","East Germany","","","",""
"6 on scale 1-7","2007","general elemantary","West Germany","","","",""
"6 on scale 1-7","2007","general elemantary","East Germany","","","",""
"6 on scale 1-7","2007","middle vocational","West Germany","","","",""
"6 on scale 1-7","2007","middle vocational","East Germany","","","",""
"6 on scale 1-7","2007","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2007","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2007","higher vocational","West Germany","","","",""
"6 on scale 1-7","2007","higher vocational","East Germany","","","",""
"6 on scale 1-7","2007","higher education","West Germany","","","",""
"6 on scale 1-7","2007","higher education","East Germany","","","",""
"7 Strongly agree","2007","in school","West Germany","","","",""
"7 Strongly agree","2007","in school","East Germany","","","",""
"7 Strongly agree","2007","inadequately","West Germany","","","",""
"7 Strongly agree","2007","inadequately","East Germany","","","",""
"7 Strongly agree","2007","general elemantary","West Germany","","","",""
"7 Strongly agree","2007","general elemantary","East Germany","","","",""
"7 Strongly agree","2007","middle vocational","West Germany","","","",""
"7 Strongly agree","2007","middle vocational","East Germany","","","",""
"7 Strongly agree","2007","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2007","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2007","higher vocational","West Germany","","","",""
"7 Strongly agree","2007","higher vocational","East Germany","","","",""
"7 Strongly agree","2007","higher education","West Germany","","","",""
"7 Strongly agree","2007","higher education","East Germany","","","",""
"1 Strongly disagree","2008","in school","West Germany","","","",""
"1 Strongly disagree","2008","in school","East Germany","","","",""
"1 Strongly disagree","2008","inadequately","West Germany","","","",""
"1 Strongly disagree","2008","inadequately","East Germany","","","",""
"1 Strongly disagree","2008","general elemantary","West Germany","","","",""
"1 Strongly disagree","2008","general elemantary","East Germany","","","",""
"1 Strongly disagree","2008","middle vocational","West Germany","","","",""
"1 Strongly disagree","2008","middle vocational","East Germany","","","",""
"1 Strongly disagree","2008","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2008","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2008","higher vocational","West Germany","","","",""
"1 Strongly disagree","2008","higher vocational","East Germany","","","",""
"1 Strongly disagree","2008","higher education","West Germany","","","",""
"1 Strongly disagree","2008","higher education","East Germany","","","",""
"2 on scale 1-7 ","2008","in school","West Germany","","","",""
"2 on scale 1-7 ","2008","in school","East Germany","","","",""
"2 on scale 1-7 ","2008","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2008","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2008","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2008","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2008","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2008","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2008","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2008","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2008","higher education","West Germany","","","",""
"2 on scale 1-7 ","2008","higher education","East Germany","","","",""
"3 on scale 1-7 ","2008","in school","West Germany","","","",""
"3 on scale 1-7 ","2008","in school","East Germany","","","",""
"3 on scale 1-7 ","2008","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2008","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2008","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2008","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2008","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2008","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2008","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2008","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2008","higher education","West Germany","","","",""
"3 on scale 1-7 ","2008","higher education","East Germany","","","",""
"4 on scale 1-7","2008","in school","West Germany","","","",""
"4 on scale 1-7","2008","in school","East Germany","","","",""
"4 on scale 1-7","2008","inadequately","West Germany","","","",""
"4 on scale 1-7","2008","inadequately","East Germany","","","",""
"4 on scale 1-7","2008","general elemantary","West Germany","","","",""
"4 on scale 1-7","2008","general elemantary","East Germany","","","",""
"4 on scale 1-7","2008","middle vocational","West Germany","","","",""
"4 on scale 1-7","2008","middle vocational","East Germany","","","",""
"4 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2008","higher vocational","West Germany","","","",""
"4 on scale 1-7","2008","higher vocational","East Germany","","","",""
"4 on scale 1-7","2008","higher education","West Germany","","","",""
"4 on scale 1-7","2008","higher education","East Germany","","","",""
"5 on scale 1-7","2008","in school","West Germany","","","",""
"5 on scale 1-7","2008","in school","East Germany","","","",""
"5 on scale 1-7","2008","inadequately","West Germany","","","",""
"5 on scale 1-7","2008","inadequately","East Germany","","","",""
"5 on scale 1-7","2008","general elemantary","West Germany","","","",""
"5 on scale 1-7","2008","general elemantary","East Germany","","","",""
"5 on scale 1-7","2008","middle vocational","West Germany","","","",""
"5 on scale 1-7","2008","middle vocational","East Germany","","","",""
"5 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2008","higher vocational","West Germany","","","",""
"5 on scale 1-7","2008","higher vocational","East Germany","","","",""
"5 on scale 1-7","2008","higher education","West Germany","","","",""
"5 on scale 1-7","2008","higher education","East Germany","","","",""
"6 on scale 1-7","2008","in school","West Germany","","","",""
"6 on scale 1-7","2008","in school","East Germany","","","",""
"6 on scale 1-7","2008","inadequately","West Germany","","","",""
"6 on scale 1-7","2008","inadequately","East Germany","","","",""
"6 on scale 1-7","2008","general elemantary","West Germany","","","",""
"6 on scale 1-7","2008","general elemantary","East Germany","","","",""
"6 on scale 1-7","2008","middle vocational","West Germany","","","",""
"6 on scale 1-7","2008","middle vocational","East Germany","","","",""
"6 on scale 1-7","2008","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2008","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2008","higher vocational","West Germany","","","",""
"6 on scale 1-7","2008","higher vocational","East Germany","","","",""
"6 on scale 1-7","2008","higher education","West Germany","","","",""
"6 on scale 1-7","2008","higher education","East Germany","","","",""
"7 Strongly agree","2008","in school","West Germany","","","",""
"7 Strongly agree","2008","in school","East Germany","","","",""
"7 Strongly agree","2008","inadequately","West Germany","","","",""
"7 Strongly agree","2008","inadequately","East Germany","","","",""
"7 Strongly agree","2008","general elemantary","West Germany","","","",""
"7 Strongly agree","2008","general elemantary","East Germany","","","",""
"7 Strongly agree","2008","middle vocational","West Germany","","","",""
"7 Strongly agree","2008","middle vocational","East Germany","","","",""
"7 Strongly agree","2008","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2008","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2008","higher vocational","West Germany","","","",""
"7 Strongly agree","2008","higher vocational","East Germany","","","",""
"7 Strongly agree","2008","higher education","West Germany","","","",""
"7 Strongly agree","2008","higher education","East Germany","","","",""
"1 Strongly disagree","2009","in school","West Germany","","","",""
"1 Strongly disagree","2009","in school","East Germany","","","",""
"1 Strongly disagree","2009","inadequately","West Germany","2","","",""
"1 Strongly disagree","2009","inadequately","East Germany","","","",""
"1 Strongly disagree","2009","general elemantary","West Germany","6","","",""
"1 Strongly disagree","2009","general elemantary","East Germany","","","",""
"1 Strongly disagree","2009","middle vocational","West Germany","33","0.00616013334228778","0.00427998293648282","0.00804028374809275"
"1 Strongly disagree","2009","middle vocational","East Germany","16","","",""
"1 Strongly disagree","2009","vocational + Abi","West Germany","3","","",""
"1 Strongly disagree","2009","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2009","higher vocational","West Germany","3","","",""
"1 Strongly disagree","2009","higher vocational","East Germany","2","","",""
"1 Strongly disagree","2009","higher education","West Germany","4","","",""
"1 Strongly disagree","2009","higher education","East Germany","2","","",""
"2 on scale 1-7 ","2009","in school","West Germany","1","","",""
"2 on scale 1-7 ","2009","in school","East Germany","","","",""
"2 on scale 1-7 ","2009","inadequately","West Germany","1","","",""
"2 on scale 1-7 ","2009","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2009","general elemantary","West Germany","12","","",""
"2 on scale 1-7 ","2009","general elemantary","East Germany","3","","",""
"2 on scale 1-7 ","2009","middle vocational","West Germany","62","0.0100472929729017","0.00765082799713279","0.0124437579486706"
"2 on scale 1-7 ","2009","middle vocational","East Germany","21","","",""
"2 on scale 1-7 ","2009","vocational + Abi","West Germany","5","","",""
"2 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2009","higher vocational","West Germany","8","","",""
"2 on scale 1-7 ","2009","higher vocational","East Germany","4","","",""
"2 on scale 1-7 ","2009","higher education","West Germany","19","","",""
"2 on scale 1-7 ","2009","higher education","East Germany","6","","",""
"3 on scale 1-7 ","2009","in school","West Germany","8","","",""
"3 on scale 1-7 ","2009","in school","East Germany","1","","",""
