"plh0224","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2013","Urban Area","3318","0.267828255892018","0.259973961880126","0.275682549903909","7"
"7 Strongly agree","2013","Rural Area","1779","0.26651954678809","0.255889706779856","0.277149386796324","7"
"1 Strongly disagree","2014","Urban Area","","","","","1"
"1 Strongly disagree","2014","Rural Area","","","","","1"
"2 on scale 1-7 ","2014","Urban Area","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","","","","","2"
"3 on scale 1-7 ","2014","Rural Area","","","","","3"
"3 on scale 1-7 ","2014","Urban Area","","","","","3"
"4 on scale 1-7","2014","Rural Area","","","","","4"
"4 on scale 1-7","2014","Urban Area","","","","","4"
"5 on scale 1-7","2014","Rural Area","","","","","5"
"5 on scale 1-7","2014","Urban Area","","","","","5"
"6 on scale 1-7","2014","Urban Area","","","","","6"
"6 on scale 1-7","2014","Rural Area","","","","","6"
"7 Strongly agree","2014","Urban Area","","","","","7"
"7 Strongly agree","2014","Rural Area","","","","","7"
"1 Strongly disagree","2015","Urban Area","","","","","1"
"1 Strongly disagree","2015","Rural Area","","","","","1"
"2 on scale 1-7 ","2015","Rural Area","","","","","2"
"2 on scale 1-7 ","2015","Urban Area","","","","","2"
"3 on scale 1-7 ","2015","Rural Area","","","","","3"
"3 on scale 1-7 ","2015","Urban Area","","","","","3"
"4 on scale 1-7","2015","Rural Area","","","","","4"
"4 on scale 1-7","2015","Urban Area","","","","","4"
"5 on scale 1-7","2015","Urban Area","","","","","5"
"5 on scale 1-7","2015","Rural Area","","","","","5"
"6 on scale 1-7","2015","Rural Area","","","","","6"
"6 on scale 1-7","2015","Urban Area","","","","","6"
"7 Strongly agree","2015","Urban Area","","","","","7"
"7 Strongly agree","2015","Rural Area","","","","","7"
"1 Strongly disagree","2016","Urban Area","","","","","1"
"1 Strongly disagree","2016","Rural Area","","","","","1"
"2 on scale 1-7 ","2016","Rural Area","","","","","2"
"2 on scale 1-7 ","2016","Urban Area","","","","","2"
"3 on scale 1-7 ","2016","Rural Area","","","","","3"
"3 on scale 1-7 ","2016","Urban Area","","","","","3"
"4 on scale 1-7","2016","Urban Area","","","","","4"
"4 on scale 1-7","2016","Rural Area","","","","","4"
"5 on scale 1-7","2016","Rural Area","","","","","5"
"5 on scale 1-7","2016","Urban Area","","","","","5"
"6 on scale 1-7","2016","Urban Area","","","","","6"
"6 on scale 1-7","2016","Rural Area","","","","","6"
"7 Strongly agree","2016","Urban Area","","","","","7"
"7 Strongly agree","2016","Rural Area","","","","","7"
"1 Strongly disagree","2017","Urban Area","47","0.00252169913707797","0.00180976561978519","0.00323363265437074","1"
"1 Strongly disagree","2017","Rural Area","23","","","","1"
"2 on scale 1-7 ","2017","Rural Area","53","0.00457815549170611","0.00326904061396256","0.00588727036944967","2"
"2 on scale 1-7 ","2017","Urban Area","113","0.00680117200839514","0.00563449388363353","0.00796785013315674","2"
"3 on scale 1-7 ","2017","Rural Area","182","0.01691090697456","0.014410510978967","0.0194113029701529","3"
"3 on scale 1-7 ","2017","Urban Area","322","0.0193979951922316","0.0174402061725054","0.0213557842119578","3"
"4 on scale 1-7","2017","Rural Area","723","0.0775277821372249","0.0723417615881066","0.0827138026863432","4"
"4 on scale 1-7","2017","Urban Area","1354","0.0737805553508015","0.0700697430858502","0.0774913676157527","4"
"5 on scale 1-7","2017","Urban Area","3511","0.198385104994612","0.192724296064454","0.204045913924771","5"
"5 on scale 1-7","2017","Rural Area","1880","0.202665627255575","0.19487021302595","0.2104610414852","5"
"6 on scale 1-7","2017","Rural Area","4057","0.421125899689521","0.411551160762656","0.430700638616385","6"
"6 on scale 1-7","2017","Urban Area","7506","0.409737382316419","0.402756400442417","0.41671836419042","6"
"7 Strongly agree","2017","Urban Area","6211","0.289376091000463","0.282938960601543","0.295813221399384","7"
"7 Strongly agree","2017","Rural Area","3297","0.274373831349184","0.26572103031107","0.283026632387298","7"
"1 Strongly disagree","2018","Rural Area","","","","","1"
"1 Strongly disagree","2018","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Urban Area","","","","","2"
"3 on scale 1-7 ","2018","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Urban Area","","","","","3"
"4 on scale 1-7","2018","Urban Area","","","","","4"
"4 on scale 1-7","2018","Rural Area","","","","","4"
"5 on scale 1-7","2018","Rural Area","","","","","5"
"5 on scale 1-7","2018","Urban Area","","","","","5"
"6 on scale 1-7","2018","Urban Area","","","","","6"
"6 on scale 1-7","2018","Rural Area","","","","","6"
"7 Strongly agree","2018","Urban Area","","","","","7"
"7 Strongly agree","2018","Rural Area","","","","","7"
"1 Strongly disagree","2019","Rural Area","14","","","","1"
"1 Strongly disagree","2019","Urban Area","43","0.00283919806798634","0.00199899630445659","0.0036793998315161","1"
"2 on scale 1-7 ","2019","Rural Area","67","0.00727604524868829","0.00550547212702136","0.00904661837035522","2"
"2 on scale 1-7 ","2019","Urban Area","86","0.00582367015057347","0.00462214397046141","0.00702519633068553","2"
"3 on scale 1-7 ","2019","Urban Area","336","0.0217301618606532","0.0194278510291295","0.0240324726921769","3"
"3 on scale 1-7 ","2019","Rural Area","151","0.0168312589659313","0.014151324014647","0.0195111939172156","3"
"4 on scale 1-7","2019","Rural Area","729","0.0919968550693703","0.0859756684535437","0.098018041685197","4"
"4 on scale 1-7","2019","Urban Area","1236","0.0768904874655711","0.0726835499216369","0.0810974250095053","4"
"5 on scale 1-7","2019","Urban Area","3070","0.198867966425747","0.192565107169115","0.205170825682379","5"
"5 on scale 1-7","2019","Rural Area","1795","0.203744767526766","0.195353621047435","0.212135914006098","5"
"6 on scale 1-7","2019","Rural Area","3659","0.415329129684373","0.405063068575953","0.425595190792793","6"
"6 on scale 1-7","2019","Urban Area","6316","0.412551439278873","0.404777751036636","0.420325127521109","6"
"7 Strongly agree","2019","Urban Area","4319","0.281297076750596","0.27419704224429","0.288397111256903","7"
"7 Strongly agree","2019","Rural Area","2436","0.263210681421918","0.254036330754254","0.272385032089581","7"
