"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2016","general elemantary","Male","","","","","","","","","","",""
"2016","higher education","Female","","","","","","","","","","",""
"2016","higher education","Male","","","","","","","","","","",""
"2016","higher vocational","Female","","","","","","","","","","",""
"2016","higher vocational","Male","","","","","","","","","","",""
"2016","in school","Female","","","","","","","","","","",""
"2016","in school","Male","","","","","","","","","","",""
"2016","inadequately","Female","","","","","","","","","","",""
"2016","inadequately","Male","","","","","","","","","","",""
"2016","middle vocational","Female","","","","","","","","","","",""
"2016","middle vocational","Male","","","","","","","","","","",""
"2016","vocational + Abi","Female","","","","","","","","","","",""
"2016","vocational + Abi","Male","","","","","","","","","","",""
"2017","general elemantary","Female","4.26","4","1870","2","3","5","6","4.18","4.34","4","5"
"2017","general elemantary","Male","4.64","5","1407","2","4","6","7","4.55","4.73","5","5"
"2017","higher education","Female","4.39","5","3428","2","3","5","6","4.34","4.44","4","5"
"2017","higher education","Male","4.79","5","3588","3","4","6","6","4.74","4.84","5","5"
"2017","higher vocational","Female","4.43","5","596","2","3","6","6","4.31","4.55","4","5"
"2017","higher vocational","Male","4.84","5","947","3","4","6","6","4.75","4.93","5","5"
"2017","in school","Female","4.17","4","219","2","3","6","6","3.96","4.38","4","5"
"2017","in school","Male","5.08","5","193","4","4","6","7","4.88","5.28","5","5"
"2017","inadequately","Female","4.32","4","621","1","3","6","7","4.17","4.47","5","5"
"2017","inadequately","Male","4.84","5","737","3","4","6","7","4.72","4.96","6","6"
"2017","middle vocational","Female","4.45","5","6776","2","3","6","6","4.41","4.49","5","5"
"2017","middle vocational","Male","4.74","5","5788","3","4","6","7","4.7","4.78","5","5"
"2017","vocational + Abi","Female","4.39","5","1419","2","4","5","6","4.31","4.47","4","5"
"2017","vocational + Abi","Male","4.78","5","867","3","4","6","7","4.69","4.87","5","5"
"2018","general elemantary","Female","","","","","","","","","","",""
"2018","general elemantary","Male","","","","","","","","","","",""
"2018","higher education","Female","","","","","","","","","","",""
"2018","higher education","Male","","","","","","","","","","",""
"2018","higher vocational","Female","","","","","","","","","","",""
"2018","higher vocational","Male","","","","","","","","","","",""
"2018","in school","Female","","","","","","","","","","",""
"2018","in school","Male","","","","","","","","","","",""
"2018","inadequately","Female","","","","","","","","","","",""
"2018","inadequately","Male","","","","","","","","","","",""
"2018","middle vocational","Female","","","","","","","","","","",""
"2018","middle vocational","Male","","","","","","","","","","",""
"2018","vocational + Abi","Female","","","","","","","","","","",""
"2018","vocational + Abi","Male","","","","","","","","","","",""
"2019","general elemantary","Female","4.36","4","1418","2","3","6","6","4.28","4.44","4","5"
"2019","general elemantary","Male","4.6","5","983","2","4","6","6","4.5","4.7","5","5"
"2019","higher education","Female","4.4","4","3342","3","3","5","6","4.35","4.45","4","5"
"2019","higher education","Male","4.82","5","3658","3","4","6","6","4.78","4.86","5","5"
"2019","higher vocational","Female","4.43","4","588","2","3","6","6","4.31","4.55","4","5"
"2019","higher vocational","Male","4.91","5","1079","3","4","6","7","4.83","4.99","5","5"
"2019","in school","Female","4.1","4","161","2","3","5","6","3.86","4.34","4","5"
"2019","in school","Male","5.08","5","166","3","5","6","7","4.85","5.31","5","5"
"2019","inadequately","Female","4.61","5","215","2","4","6","7","4.37","4.85","4","5"
"2019","inadequately","Male","4.57","5","173","2","3","6","7","4.29","4.85","4","5"
"2019","middle vocational","Female","4.46","5","6037","2","3","6","6","4.42","4.5","4","5"
"2019","middle vocational","Male","4.76","5","5049","3","4","6","7","4.72","4.8","5","5"
"2019","vocational + Abi","Female","4.41","4","1338","2","3","5","6","4.33","4.49","4","5"
"2019","vocational + Abi","Male","4.72","5","830","3","4","6","6","4.62","4.82","5","5"
