"year","education","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2009","secondary school degree","Male","4.71","5","2286","4.65","4.77","3","4","6","6"
"2010","college entrance qualification","Female","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","",""
"2012","college entrance qualification","Female","4.31","4","1291","4.23","4.39","2","3","5","6"
"2012","college entrance qualification","Male","4.88","5","854","4.79","4.97","3","4","6","6"
"2012","lower secondary degree","Female","4.38","4","723","4.26","4.5","2","3","6","7"
"2012","lower secondary degree","Male","4.86","5","683","4.75","4.97","3","4","6","7"
"2012","no degree/no degree yet","Female","4.37","5","192","4.12","4.62","2","3","5","7"
"2012","no degree/no degree yet","Male","4.7","5","160","4.48","4.92","2","4","6","6"
"2012","Other degree","Female","4.29","5","367","4.11","4.47","2","3","6","6"
"2012","Other degree","Male","4.84","5","308","4.68","5","3","4","6","7"
"2012","secondary school degree","Female","4.44","5","1578","4.37","4.51","2","3","6","6"
"2012","secondary school degree","Male","4.82","5","808","4.72","4.92","3","4","6","7"
"2013","college entrance qualification","Female","4.39","5","2667","4.34","4.44","2","3","5","6"
"2013","college entrance qualification","Male","4.84","5","2721","4.79","4.89","3","4","6","6"
"2013","lower secondary degree","Female","4.38","4","2982","4.32","4.44","2","3","6","6"
"2013","lower secondary degree","Male","4.74","5","2832","4.69","4.79","3","4","6","7"
"2013","no degree/no degree yet","Female","3.97","4","256","3.77","4.17","2","3","5","6"
"2013","no degree/no degree yet","Male","4.61","5","231","4.42","4.8","3","4","6","7"
"2013","Other degree","Female","4.46","5","583","4.33","4.59","2","3","6","6"
"2013","Other degree","Male","4.81","5","434","4.66","4.96","3","4","6","7"
"2013","secondary school degree","Female","4.43","5","3275","4.38","4.48","2","4","6","6"
"2013","secondary school degree","Male","4.82","5","2359","4.76","4.88","3","4","6","6"
"2014","college entrance qualification","Female","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","",""
"2017","college entrance qualification","Female","4.35","4","4127","4.31","4.39","2","3","5","6"
"2017","college entrance qualification","Male","4.79","5","3819","4.75","4.83","3","4","6","6"
"2017","lower secondary degree","Female","4.44","5","3029","4.38","4.5","2","3","6","6"
"2017","lower secondary degree","Male","4.7","5","3063","4.65","4.75","3","4","6","7"
"2017","no degree/no degree yet","Female","4.33","4","875","4.21","4.45","2","3","6","7"
"2017","no degree/no degree yet","Male","4.86","5","972","4.76","4.96","3","4","6","7"
"2017","Other degree","Female","4.5","5","2216","4.43","4.57","2","3","6","7"
"2017","Other degree","Male","4.71","5","2345","4.64","4.78","3","4","6","7"
"2017","secondary school degree","Female","4.4","4","4477","4.36","4.44","2","3","6","6"
"2017","secondary school degree","Male","4.8","5","3138","4.75","4.85","3","4","6","6"
"2018","college entrance qualification","Female","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","",""
"2019","college entrance qualification","Female","4.37","4","4266","4.33","4.41","2","3","5","6"
"2019","college entrance qualification","Male","4.78","5","4274","4.74","4.82","3","4","6","6"
"2019","lower secondary degree","Female","4.48","5","2560","4.42","4.54","2","3","6","6"
"2019","lower secondary degree","Male","4.71","5","2734","4.65","4.77","3","4","6","7"
"2019","no degree/no degree yet","Female","4.43","5","404","4.26","4.6","2","3","6","6"
"2019","no degree/no degree yet","Male","4.8","5","373","4.63","4.97","2","4","6","7"
"2019","Other degree","Female","4.49","5","1398","4.41","4.57","2","4","6","6"
"2019","Other degree","Male","4.81","5","1153","4.72","4.9","2","4","6","7"
"2019","secondary school degree","Female","4.41","4","4239","4.36","4.46","2","3","6","6"
"2019","secondary school degree","Male","4.81","5","3184","4.76","4.86","3","4","6","7"
