"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","4.91","5","433","3","4","6","7","4.76","5.06","5","5"
"2017","college entrance qualification","indirect migration background","4.68","5","618","3","4","6","6","4.56","4.8","5","5"
"2017","college entrance qualification","no migration background","4.55","5","6895","3","4","6","6","4.52","4.58","5","5"
"2017","lower secondary degree","direct migration background","4.61","5","466","2","4","6","6","4.47","4.75","5","5"
"2017","lower secondary degree","indirect migration background","4.55","5","355","2","3","6","7","4.37","4.73","4","5"
"2017","lower secondary degree","no migration background","4.57","5","5271","2","4","6","6","4.53","4.61","5","5"
"2017","no degree/no degree yet","direct migration background","4.75","5","1240","2","4","6","7","4.65","4.85","5","6"
"2017","no degree/no degree yet","indirect migration background","4.26","4","122","1","3","6","6","3.96","4.56","4","5"
"2017","no degree/no degree yet","no migration background","4.5","5","485","2","4","6","6","4.36","4.64","4","5"
"2017","Other degree","direct migration background","4.63","5","4348","2","4","6","7","4.58","4.68","5","5"
"2017","Other degree","indirect migration background","4.89","5","50","3","4","6","6","4.44","5.34","4","6"
"2017","Other degree","no migration background","4.22","4","163","2","3","5","6","3.98","4.46","4","5"
"2017","secondary school degree","direct migration background","4.57","5","366","2","4","6","7","4.4","4.74","5","5"
"2017","secondary school degree","indirect migration background","4.73","5","423","3","4","6","7","4.58","4.88","4","5"
"2017","secondary school degree","no migration background","4.57","5","6826","2","4","6","6","4.54","4.6","5","5"
"2018","college entrance qualification","direct migration background","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2018","Other degree","direct migration background","","","","","","","","","","",""
"2018","Other degree","indirect migration background","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","4.81","5","386","3","4","6","7","4.66","4.96","5","5"
"2019","college entrance qualification","indirect migration background","4.71","5","649","3","4","6","6","4.6","4.82","5","5"
"2019","college entrance qualification","no migration background","4.56","5","7511","3","4","6","6","4.53","4.59","5","5"
"2019","lower secondary degree","direct migration background","4.73","5","358","3","4","6","6","4.57","4.89","5","5"
"2019","lower secondary degree","indirect migration background","4.75","5","304","3","4","6","7","4.56","4.94","5","5"
"2019","lower secondary degree","no migration background","4.58","5","4633","2","4","6","7","4.54","4.62","5","5"
"2019","no degree/no degree yet","direct migration background","4.73","5","278","2","4","6","7","4.53","4.93","4","5"
"2019","no degree/no degree yet","indirect migration background","4.45","5","114","2","4","6","7","4.13","4.77","4","5"
"2019","no degree/no degree yet","no migration background","4.52","5","385","2","4","6","6","4.35","4.69","4","5"
"2019","Other degree","direct migration background","4.64","5","2346","2","4","6","7","4.58","4.7","5","5"
"2019","Other degree","indirect migration background","5.05","5","47","4","4","6","7","4.54","5.56","4","6"
"2019","Other degree","no migration background","4.56","5","158","2","4","6","6","4.3","4.82","4","5"
"2019","secondary school degree","direct migration background","4.68","5","289","3","4","6","7","4.49","4.87","5","5"
"2019","secondary school degree","indirect migration background","4.78","5","414","2","4","6","7","4.63","4.93","5","5"
"2019","secondary school degree","no migration background","4.58","5","6721","2","4","6","6","4.54","4.62","5","5"
