"erwst","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1998","no migration background","East Germany","1622","0.499992325839971","0.483967906765621","0.516016744914321","5"
"Non-working","1998","no migration background","West Germany","3164","0.469222559271253","0.457974556245282","0.480470562297224","5"
"Non-working","1998","direct migration background","East Germany","83","0.743061857752366","0.66455612262475","0.821567592879983","5"
"Non-working","1998","direct migration background","West Germany","1054","0.471822209413923","0.451429511347867","0.492214907479979","5"
"Non-working","1998","indirect migration background","West Germany","233","0.45279529339946","0.412215480916684","0.493375105882235","5"
"Non-working","1998","indirect migration background","East Germany","13","","","","5"
"Other","1998","no migration background","West Germany","398","0.0439532789186401","0.0393330344880098","0.0485735233492704","6"
"Other","1998","no migration background","East Germany","212","0.0449708415849494","0.0383290367017327","0.0516126464681662","6"
"Other","1998","direct migration background","West Germany","83","0.038255723619172","0.0304201021563277","0.0460913450820162","6"
"Other","1998","direct migration background","East Germany","2","","","","6"
"Other","1998","indirect migration background","West Germany","98","0.153157603082307","0.123797691140757","0.182517515023856","6"
"Other","1998","indirect migration background","East Germany","8","","","","6"
"Part-time","1998","no migration background","East Germany","201","0.0508911962916069","0.0438476459849885","0.0579347465982252","2"
"Part-time","1998","no migration background","West Germany","719","0.0913357231533347","0.0848426272477053","0.0978288190589641","2"
"Part-time","1998","direct migration background","East Germany","4","","","","2"
"Part-time","1998","direct migration background","West Germany","158","0.0753335676414944","0.0645519917321749","0.0861151435508139","2"
"Part-time","1998","indirect migration background","West Germany","32","0.0604712861958362","0.0410394516693909","0.0799031207222816","2"
"Part-time","1998","indirect migration background","East Germany","","","","","2"
"Full-time","1999","no migration background","West Germany","3192","0.403113159775713","0.391831332179427","0.414394987371999","1"
"Full-time","1999","no migration background","East Germany","1687","0.410004725602598","0.394094563794328","0.425914887410868","1"
"Full-time","1999","direct migration background","East Germany","29","","","","1"
"Full-time","1999","direct migration background","West Germany","912","0.415323242800287","0.394312114465419","0.436334371135156","1"
"Full-time","1999","indirect migration background","East Germany","3","","","","1"
"Full-time","1999","indirect migration background","West Germany","238","0.358345184623717","0.319652968892145","0.397037400355289","1"
"Non-working","1999","no migration background","West Germany","2875","0.449313611757927","0.437873061127951","0.460754162387903","5"
"Non-working","1999","no migration background","East Germany","1542","0.486922416423476","0.470753634504278","0.503091198342673","5"
"Non-working","1999","direct migration background","West Germany","956","0.458123848426437","0.436879676300376","0.479368020552499","5"
"Non-working","1999","direct migration background","East Germany","75","0.697774935693323","0.611957670488948","0.783592200897698","5"
"Non-working","1999","indirect migration background","West Germany","220","0.411452544096436","0.371745029468193","0.451160058724679","5"
"Non-working","1999","indirect migration background","East Germany","11","","","","5"
"Other","1999","no migration background","West Germany","487","0.0608118915191478","0.0553153372867276","0.0663084457515679","6"
"Other","1999","no migration background","East Germany","214","0.0457376099950216","0.0389794800833054","0.0524957399067378","6"
"Other","1999","direct migration background","West Germany","94","0.0521758396399555","0.0426939050897185","0.0616577741901924","6"
"Other","1999","direct migration background","East Germany","3","","","","6"
"Other","1999","indirect migration background","West Germany","101","0.174679805280347","0.144042210291486","0.205317400269208","6"
"Other","1999","indirect migration background","East Germany","8","","","","6"
"Part-time","1999","no migration background","West Germany","708","0.0867613369472125","0.0802872991389288","0.0932353747554961","2"
"Part-time","1999","no migration background","East Germany","228","0.0573352479789047","0.0498147710977334","0.0648557248600759","2"
"Part-time","1999","direct migration background","East Germany","3","","","","2"
"Part-time","1999","direct migration background","West Germany","151","0.0743770691333197","0.0631895207794547","0.0855646174871847","2"
"Part-time","1999","indirect migration background","West Germany","31","0.0555224659995007","0.0370445803739047","0.0740003516250966","2"
"Part-time","1999","indirect migration background","East Germany","","","","","2"
"Full-time","2000","no migration background","West Germany","5958","0.404190088849475","0.396172119611343","0.412208058087607","1"
"Full-time","2000","no migration background","East Germany","2456","0.396564816986981","0.383866534766428","0.409263099207534","1"
"Full-time","2000","direct migration background","West Germany","1324","0.410072310044082","0.393012340761123","0.427132279327041","1"
"Full-time","2000","direct migration background","East Germany","36","0.221205442431892","0.155003767825749","0.287407117038035","1"
"Full-time","2000","indirect migration background","East Germany","5","","","","1"
"Full-time","2000","indirect migration background","West Germany","308","0.363681032304589","0.330449687936522","0.396912376672657","1"
"Non-working","2000","no migration background","West Germany","6009","0.440545639933277","0.432434246269627","0.448657033596927","5"
"Non-working","2000","no migration background","East Germany","2544","0.489508444911678","0.476532262384299","0.502484627439057","5"
"Non-working","2000","direct migration background","East Germany","105","0.719657063228919","0.648015142180957","0.791298984276881","5"
"Non-working","2000","direct migration background","West Germany","1430","0.442387156345886","0.425159893864292","0.45961441882748","5"
"Non-working","2000","indirect migration background","West Germany","320","0.412034792327616","0.378033696868543","0.446035887786689","5"
"Non-working","2000","indirect migration background","East Germany","13","","","","5"
"Other","2000","no migration background","East Germany","337","0.054424270132177","0.0485356025946315","0.0603129376697226","6"
"Other","2000","no migration background","West Germany","888","0.0575831625014642","0.0537770031319871","0.0613893218709414","6"
"Other","2000","direct migration background","West Germany","154","0.0517458247228207","0.0440625091674752","0.0594291402781663","6"
"Other","2000","direct migration background","East Germany","5","","","","6"
"Other","2000","indirect migration background","West Germany","126","0.152347657595423","0.127523362532157","0.177171952658688","6"
"Other","2000","indirect migration background","East Germany","8","","","","6"
"Part-time","2000","no migration background","West Germany","1535","0.0976811087157838","0.0928304244253516","0.102531793006216","2"
"Part-time","2000","no migration background","East Germany","364","0.0595024679691639","0.0533617536948003","0.0656431822435275","2"
"Part-time","2000","direct migration background","East Germany","5","","","","2"
"Part-time","2000","direct migration background","West Germany","285","0.0957947088872111","0.0855864208698538","0.106002996904568","2"
"Part-time","2000","indirect migration background","West Germany","51","0.0719365177723715","0.0540875256235194","0.0897855099212237","2"
"Part-time","2000","indirect migration background","East Germany","","","","","2"
"Full-time","2001","no migration background","West Germany","5328","0.399881517324715","0.391468662551581","0.40829437209785","1"
"Full-time","2001","no migration background","East Germany","2248","0.391026035853104","0.377908332508633","0.404143739197574","1"
"Full-time","2001","direct migration background","West Germany","1182","0.396042237413268","0.377994590557346","0.41408988426919","1"
"Full-time","2001","direct migration background","East Germany","23","","","","1"
"Full-time","2001","indirect migration background","East Germany","4","","","","1"
"Full-time","2001","indirect migration background","West Germany","297","0.39853318330803","0.363540499637176","0.433525866978883","1"
"Non-working","2001","no migration background","West Germany","5413","0.439443062999576","0.430919515272308","0.447966610726843","5"
"Non-working","2001","no migration background","East Germany","2390","0.49246904097413","0.479029750484003","0.505908331464258","5"
"Non-working","2001","direct migration background","West Germany","1230","0.450067697231725","0.431709075017164","0.468426319446287","5"
"Non-working","2001","direct migration background","East Germany","88","0.710115339470139","0.630258096383028","0.789972582557251","5"
"Non-working","2001","indirect migration background","West Germany","297","0.387351781118292","0.352534284908623","0.422169277327962","5"
"Non-working","2001","indirect migration background","East Germany","13","","","","5"
"Other","2001","no migration background","East Germany","326","0.0544074262580522","0.0483101380711465","0.0605047144449578","6"
"Other","2001","no migration background","West Germany","869","0.0613577419862631","0.0572363496359859","0.0654791343365403","6"
"Other","2001","direct migration background","West Germany","154","0.0598618165730413","0.0511075989273574","0.0686160342187253","6"
"Other","2001","direct migration background","East Germany","7","","","","6"
"Other","2001","indirect migration background","West Germany","120","0.162152905998261","0.135808772245733","0.188497039750788","6"
"Other","2001","indirect migration background","East Germany","7","","","","6"
"Part-time","2001","no migration background","West Germany","1415","0.0993176776894457","0.0941812837777347","0.104454071601157","2"
"Part-time","2001","no migration background","East Germany","352","0.0620974969147141","0.0556100846186773","0.0685849092107508","2"
"Part-time","2001","direct migration background","East Germany","6","","","","2"
"Part-time","2001","direct migration background","West Germany","255","0.0940282487819649","0.0832578185963891","0.104798678967541","2"
"Part-time","2001","indirect migration background","West Germany","38","0.0519621295754174","0.0360987584569799","0.067825500693855","2"
"Part-time","2001","indirect migration background","East Germany","1","","","","2"
"Full-time","2002","no migration background","West Germany","5922","0.387962317016498","0.379957466824658","0.395967167208339","1"
"Full-time","2002","no migration background","East Germany","2220","0.365368750396677","0.352426781520908","0.378310719272446","1"
"Full-time","2002","direct migration background","West Germany","1106","0.386522275800682","0.368168246940113","0.404876304661251","1"
"Full-time","2002","direct migration background","East Germany","22","","","","1"
"Full-time","2002","indirect migration background","East Germany","9","","","","1"
"Full-time","2002","indirect migration background","West Germany","292","0.363254292408398","0.329061884546364","0.397446700270432","1"
"Non-working","2002","no migration background","West Germany","5726","0.450999672425352","0.442825500454685","0.459173844396019","5"
"Non-working","2002","no migration background","East Germany","2419","0.515058058961067","0.501625866955606","0.528490250966529","5"
"Non-working","2002","direct migration background","East Germany","88","0.778425302488174","0.702848650143636","0.854001954832712","5"
"Non-working","2002","direct migration background","West Germany","1197","0.452026392442467","0.43326753147529","0.470785253409644","5"
"Non-working","2002","indirect migration background","West Germany","298","0.395892231471051","0.361123648170859","0.430660814771243","5"
"Non-working","2002","indirect migration background","East Germany","9","","","","5"
"Other","2002","no migration background","East Germany","331","0.0580450240750199","0.0517605130179347","0.0643295351321051","6"
"Other","2002","no migration background","West Germany","940","0.0618513710718189","0.0578942453818233","0.0658084967618145","6"
"Other","2002","direct migration background","West Germany","163","0.071978107530598","0.0622366471153796","0.0817195679458164","6"
"Other","2002","direct migration background","East Germany","1","","","","6"
"Other","2002","indirect migration background","West Germany","115","0.164474564541235","0.13811911033323","0.190830018749239","6"
"Other","2002","indirect migration background","East Germany","5","","","","6"
"Part-time","2002","no migration background","West Germany","1647","0.0991866394863305","0.0942762792654949","0.104096999707166","2"
"Part-time","2002","no migration background","East Germany","348","0.0615281665672357","0.0550698172271871","0.0679865159072843","2"
"Part-time","2002","direct migration background","West Germany","238","0.089473224226253","0.0787150728214999","0.100231375631006","2"
"Part-time","2002","direct migration background","East Germany","5","","","","2"
"Part-time","2002","indirect migration background","West Germany","55","0.0763789115793162","0.0574957396366373","0.0952620835219951","2"
"Part-time","2002","indirect migration background","East Germany","1","","","","2"
"Full-time","2003","no migration background","West Germany","5506","0.381800084038136","0.373643383666079","0.389956784410193","1"
"Full-time","2003","no migration background","East Germany","2071","0.350805625507255","0.337877014153958","0.363734236860552","1"
"Full-time","2003","direct migration background","West Germany","981","0.360766270202448","0.34208701544594","0.379445524958956","1"
"Full-time","2003","direct migration background","East Germany","19","","","","1"
"Full-time","2003","indirect migration background","East Germany","8","","","","1"
"Full-time","2003","indirect migration background","West Germany","286","0.374527452134261","0.340071881817343","0.408983022451179","1"
"Non-working","2003","no migration background","West Germany","5620","0.456821545799807","0.448458266792854","0.46518482480676","5"
"Non-working","2003","no migration background","East Germany","2459","0.528223478771874","0.514699382793103","0.541747574750645","5"
"Non-working","2003","direct migration background","East Germany","80","0.78130469051612","0.702613682525222","0.859995698507017","5"
"Non-working","2003","direct migration background","West Germany","1168","0.476952945144201","0.45752508857483","0.496380801713571","5"
"Non-working","2003","indirect migration background","West Germany","291","0.386512281424871","0.351846733122503","0.421177829727239","5"
"Non-working","2003","indirect migration background","East Germany","18","","","","5"
"Other","2003","no migration background","East Germany","319","0.0543993797072036","0.0482549429304403","0.0605438164839669","6"
"Other","2003","no migration background","West Germany","927","0.0630354012873522","0.0589551596751792","0.0671156428995251","6"
"Other","2003","direct migration background","West Germany","138","0.0622373820073001","0.0528403900146326","0.0716343739999676","6"
"Other","2003","direct migration background","East Germany","1","","","","6"
"Other","2003","indirect migration background","West Germany","119","0.168098093157231","0.141476690054719","0.194719496259743","6"
"Other","2003","indirect migration background","East Germany","4","","","","6"
"Part-time","2003","no migration background","West Germany","1575","0.0983429688747057","0.093343494197997","0.103342443551414","2"
"Part-time","2003","no migration background","East Germany","385","0.0665715160136677","0.0598182169862028","0.0733248150411325","2"
"Part-time","2003","direct migration background","East Germany","6","","","","2"
"Part-time","2003","direct migration background","West Germany","252","0.100043402646051","0.0883720349780936","0.111714770314008","2"
"Part-time","2003","indirect migration background","West Germany","62","0.0708621732836374","0.0525954439928595","0.0891289025744154","2"
"Part-time","2003","indirect migration background","East Germany","2","","","","2"
"Full-time","2004","no migration background","West Germany","5293","0.379225590459563","0.370965083282064","0.387486097637061","1"
"Full-time","2004","no migration background","East Germany","2009","0.336151207375926","0.323207988208762","0.34909442654309","1"
"Full-time","2004","direct migration background","West Germany","938","0.367689126469748","0.348592378479241","0.386785874460254","1"
"Full-time","2004","direct migration background","East Germany","16","","","","1"
"Full-time","2004","indirect migration background","West Germany","272","0.320542075677911","0.287706772027199","0.353377379328623","1"
"Full-time","2004","indirect migration background","East Germany","7","","","","1"
"Non-working","2004","no migration background","West Germany","5499","0.459952936160976","0.451467708590232","0.46843816373172","5"
"Non-working","2004","no migration background","East Germany","2395","0.526696238314069","0.513016100613079","0.540376376015059","5"
"Non-working","2004","direct migration background","East Germany","78","0.795192676609953","0.717256623987868","0.873128729232037","5"
"Non-working","2004","direct migration background","West Germany","1158","0.488056749488585","0.468259731813161","0.507853767164008","5"
"Non-working","2004","indirect migration background","West Germany","316","0.41974664150572","0.385023446705422","0.454469836306018","5"
"Non-working","2004","indirect migration background","East Germany","20","","","","5"
"Other","2004","no migration background","East Germany","322","0.064345991792925","0.0576230589446367","0.0710689246412134","6"
"Other","2004","no migration background","West Germany","962","0.0663656974814178","0.0621277924191743","0.0706036025436613","6"
"Other","2004","direct migration background","East Germany","5","","","","6"
"Other","2004","direct migration background","West Germany","124","0.0523650676606464","0.0435424986572618","0.0611876366640311","6"
"Other","2004","indirect migration background","West Germany","122","0.168971778021634","0.142606509198797","0.195337046844472","6"
"Other","2004","indirect migration background","East Germany","6","","","","6"
"Part-time","2004","no migration background","West Germany","1499","0.0944557758980435","0.089476570011928","0.099434981784159","2"
"Part-time","2004","no migration background","East Germany","391","0.0728065625170797","0.0656876964795395","0.07992542855462","2"
"Part-time","2004","direct migration background","West Germany","229","0.0918890563810214","0.080448291803021","0.103329820959022","2"
"Part-time","2004","direct migration background","East Germany","4","","","","2"
"Part-time","2004","indirect migration background","West Germany","66","0.0907395047947352","0.0705298174816169","0.110949192107853","2"
"Part-time","2004","indirect migration background","East Germany","2","","","","2"
"Full-time","2005","no migration background","West Germany","4981","0.380284050152326","0.371829728996325","0.388738371308326","1"
"Full-time","2005","no migration background","East Germany","1882","0.342763002084304","0.329509984308577","0.356016019860031","1"
"Full-time","2005","direct migration background","West Germany","826","0.344851351709038","0.325349485981366","0.364353217436709","1"
"Full-time","2005","direct migration background","East Germany","14","","","","1"
"Full-time","2005","indirect migration background","West Germany","289","0.340501781061813","0.307664317415915","0.37333924470771","1"
"Full-time","2005","indirect migration background","East Germany","9","","","","1"
"Non-working","2005","no migration background","West Germany","5315","0.449898401589108","0.441234629328964","0.458562173849252","5"
"Non-working","2005","no migration background","East Germany","2368","0.529086182156222","0.515148494216071","0.543023870096372","5"
"Non-working","2005","direct migration background","East Germany","80","0.830006460699339","0.757110250623919","0.902902670774758","5"
"Non-working","2005","direct migration background","West Germany","1086","0.481922900755095","0.461421843863588","0.502423957646602","5"
"Non-working","2005","indirect migration background","East Germany","16","","","","5"
"Non-working","2005","indirect migration background","West Germany","342","0.439223341455882","0.40483266110424","0.473614021807524","5"
"Other","2005","no migration background","East Germany","292","0.0555713594429031","0.0491744987223831","0.0619682201634232","6"
"Other","2005","no migration background","West Germany","941","0.072354248029946","0.0678424313404882","0.0768660647194038","6"
"Other","2005","direct migration background","East Germany","4","","","","6"
"Other","2005","direct migration background","West Germany","153","0.0734483414248362","0.0627450811489556","0.0841516017007169","6"
"Other","2005","indirect migration background","West Germany","111","0.14208107103138","0.117887814319888","0.166274327742872","6"
"Other","2005","indirect migration background","East Germany","7","","","","6"
"Part-time","2005","no migration background","West Germany","1429","0.0974633002286204","0.0922981692254161","0.102628431231825","2"
"Part-time","2005","no migration background","East Germany","385","0.0725794563165714","0.0653350630014018","0.079823849631741","2"
"Part-time","2005","direct migration background","East Germany","4","","","","2"
"Part-time","2005","direct migration background","West Germany","217","0.0997774061110313","0.0874809113218122","0.11207390090025","2"
"Part-time","2005","indirect migration background","East Germany","3","","","","2"
"Part-time","2005","indirect migration background","West Germany","58","0.0781938064509252","0.0595896884310289","0.0967979244708214","2"
"Full-time","2006","no migration background","West Germany","5265","0.376436867732572","0.368376782238056","0.384496953227089","1"
"Full-time","2006","no migration background","East Germany","1930","0.34082357365708","0.327987535757747","0.353659611556413","1"
"Full-time","2006","direct migration background","West Germany","821","0.348643979184209","0.329113391594302","0.368174566774116","1"
"Full-time","2006","direct migration background","East Germany","12","","","","1"
"Full-time","2006","indirect migration background","West Germany","291","0.3395485674688","0.307136065261177","0.371961069676422","1"
"Full-time","2006","indirect migration background","East Germany","11","","","","1"
"Non-working","2006","no migration background","West Germany","5995","0.452288541859029","0.444008413600959","0.460568670117099","5"
"Non-working","2006","no migration background","East Germany","2525","0.520605733226369","0.507076716454767","0.53413474999797","5"
"Non-working","2006","direct migration background","East Germany","86","0.778601987967551","0.701709539140278","0.855494436794824","5"
"Non-working","2006","direct migration background","West Germany","1064","0.482139579296491","0.461660625747658","0.502618532845324","5"
"Non-working","2006","indirect migration background","West Germany","342","0.418655957114036","0.384889428448677","0.452422485779394","5"
"Non-working","2006","indirect migration background","East Germany","25","","","","5"
"Other","2006","no migration background","East Germany","371","0.0718025002229187","0.0648112422984188","0.0787937581474185","6"
"Other","2006","no migration background","West Germany","1042","0.0737212368704785","0.06937392779289","0.0780685459480671","6"
"Other","2006","direct migration background","East Germany","5","","","","6"
"Other","2006","direct migration background","West Germany","161","0.0743612665772199","0.0636087738465135","0.0851137593079263","6"
"Other","2006","indirect migration background","West Germany","116","0.144865610852724","0.120775377780957","0.168955843924492","6"
"Other","2006","indirect migration background","East Germany","6","","","","6"
"Part-time","2006","no migration background","West Germany","1578","0.0975533535379199","0.0926172390127872","0.102489468063053","2"
"Part-time","2006","no migration background","East Germany","412","0.0667681928936322","0.0600082205188675","0.0735281652683969","2"
"Part-time","2006","direct migration background","West Germany","241","0.0948551749420804","0.0828462381272884","0.106864111756872","2"
"Part-time","2006","direct migration background","East Germany","9","","","","2"
"Part-time","2006","indirect migration background","West Germany","71","0.0969298645644403","0.0766795996994764","0.117180129429404","2"
"Part-time","2006","indirect migration background","East Germany","1","","","","2"
"Full-time","2007","no migration background","West Germany","4961","0.381934262344326","0.373581023794079","0.390287500894573","1"
"Full-time","2007","no migration background","East Germany","1870","0.356196816130947","0.342890031585294","0.3695036006766","1"
"Full-time","2007","direct migration background","West Germany","718","0.335519610057343","0.31510494699521","0.355934273119476","1"
"Full-time","2007","direct migration background","East Germany","12","","","","1"
"Full-time","2007","indirect migration background","West Germany","308","0.356242325045751","0.323036928613676","0.389447721477826","1"
"Full-time","2007","indirect migration background","East Germany","17","","","","1"
"Non-working","2007","no migration background","West Germany","5493","0.438318310950819","0.429787640212744","0.446848981688894","5"
"Non-working","2007","no migration background","East Germany","2354","0.5007938368778","0.486900038077601","0.514687635678","5"
"Non-working","2007","direct migration background","East Germany","71","0.781446323746978","0.697902798225164","0.864989849268791","5"
"Non-working","2007","direct migration background","West Germany","979","0.495367224111242","0.473750317852024","0.516984130370459","5"
"Non-working","2007","indirect migration background","East Germany","16","","","","5"
"Non-working","2007","indirect migration background","West Germany","310","0.383053564189016","0.349345936761666","0.416761191616365","5"
"Other","2007","no migration background","West Germany","984","0.0756181070122951","0.0710726049910571","0.0801636090335332","6"
"Other","2007","no migration background","East Germany","329","0.0664109825426174","0.0594918863510714","0.0733300787341634","6"
"Other","2007","direct migration background","West Germany","131","0.0676244310733564","0.0567679411727301","0.0784809209739828","6"
"Other","2007","direct migration background","East Germany","3","","","","6"
"Other","2007","indirect migration background","West Germany","106","0.141367911626177","0.117210317526544","0.165525505725809","6"
"Other","2007","indirect migration background","East Germany","8","","","","6"
"Part-time","2007","no migration background","West Germany","1558","0.10412931969256","0.0988781939627092","0.10938044542241","2"
"Part-time","2007","no migration background","East Germany","422","0.0765983644486354","0.0692081572222347","0.0839885716750361","2"
"Part-time","2007","direct migration background","East Germany","8","","","","2"
"Part-time","2007","direct migration background","West Germany","227","0.101488734758059","0.0884326530207293","0.114544816495389","2"
"Part-time","2007","indirect migration background","East Germany","4","","","","2"
"Part-time","2007","indirect migration background","West Germany","75","0.119336199139057","0.0968577743168902","0.141814623961224","2"
"Full-time","2008","no migration background","West Germany","4689","0.386264776625291","0.377635275367644","0.394894277882937","1"
"Full-time","2008","no migration background","East Germany","1852","0.379144222702378","0.365283892507719","0.393004552897037","1"
"Full-time","2008","direct migration background","West Germany","664","0.350758828274109","0.32894838168996","0.372569274858258","1"
"Full-time","2008","direct migration background","East Germany","13","","","","1"
"Full-time","2008","indirect migration background","West Germany","295","0.393933192008485","0.359752189183096","0.428114194833874","1"
"Full-time","2008","indirect migration background","East Germany","15","","","","1"
"Non-working","2008","no migration background","West Germany","5122","0.42918697502193","0.420414486220535","0.437959463823325","5"
"Non-working","2008","no migration background","East Germany","2186","0.485483574946829","0.471205722672465","0.499761427221194","5"
"Non-working","2008","direct migration background","East Germany","57","0.698013100343943","0.598028890205802","0.797997310482084","5"
"Non-working","2008","direct migration background","West Germany","832","0.462609647037394","0.439821474348463","0.485397819726326","5"
"Non-working","2008","indirect migration background","East Germany","15","","","","5"
"Non-working","2008","indirect migration background","West Germany","292","0.354421460961556","0.320959775640072","0.387883146283039","5"
"Other","2008","no migration background","East Germany","297","0.0620889913573225","0.0551951051436688","0.0689828775709763","6"
"Other","2008","no migration background","West Germany","948","0.079117915998093","0.0743339063151303","0.0839019256810557","6"
"Other","2008","direct migration background","East Germany","6","","","","6"
"Other","2008","direct migration background","West Germany","129","0.0784468118349402","0.0661581362729824","0.090735487396898","6"
"Other","2008","indirect migration background","West Germany","132","0.178714752864428","0.151914402237949","0.205515103490908","6"
"Other","2008","indirect migration background","East Germany","11","","","","6"
"Part-time","2008","no migration background","West Germany","1470","0.105430332354687","0.0999872802651652","0.110873384444208","2"
"Part-time","2008","no migration background","East Germany","372","0.0732832109934698","0.0658384329815863","0.0807279890053534","2"
"Part-time","2008","direct migration background","East Germany","5","","","","2"
"Part-time","2008","direct migration background","West Germany","214","0.108184712853556","0.0939883323539877","0.122381093353125","2"
"Part-time","2008","indirect migration background","East Germany","4","","","","2"
"Part-time","2008","indirect migration background","West Germany","66","0.0729305941655307","0.0547409474930454","0.091120240838016","2"
"Full-time","2009","no migration background","West Germany","4387","0.390178882721315","0.381246164094062","0.399111601348567","1"
"Full-time","2009","no migration background","East Germany","1743","0.374552208580366","0.36036815527559","0.388736261885141","1"
"Full-time","2009","direct migration background","West Germany","561","0.331430071413938","0.308364858164005","0.35449528466387","1"
"Full-time","2009","direct migration background","East Germany","13","","","","1"
"Full-time","2009","indirect migration background","East Germany","12","","","","1"
"Full-time","2009","indirect migration background","West Germany","272","0.405751241298937","0.369733783556803","0.44176869904107","1"
"Non-working","2009","no migration background","West Germany","4814","0.432928566278801","0.423855009714623","0.442002122842979","5"
"Non-working","2009","no migration background","East Germany","2070","0.474948569135187","0.460314238700607","0.489582899569768","5"
"Non-working","2009","direct migration background","East Germany","52","0.640454518321698","0.532569196961692","0.748339839681705","5"
"Non-working","2009","direct migration background","West Germany","731","0.454600844218264","0.4302024946535","0.478999193783027","5"
"Non-working","2009","indirect migration background","West Germany","260","0.323591854077135","0.289275417060484","0.357908291093785","5"
"Non-working","2009","indirect migration background","East Germany","21","","","","5"
"Other","2009","no migration background","West Germany","927","0.0789174174023599","0.07398015440859","0.0838546803961299","6"
"Other","2009","no migration background","East Germany","272","0.0703988167933672","0.062901952389544","0.0778956811971904","6"
"Other","2009","direct migration background","West Germany","110","0.0904992713453958","0.076441639461246","0.104556903229546","6"
"Other","2009","direct migration background","East Germany","3","","","","6"
"Other","2009","indirect migration background","West Germany","113","0.170270768919831","0.142700739536711","0.197840798302951","6"
"Other","2009","indirect migration background","East Germany","6","","","","6"
"Part-time","2009","no migration background","West Germany","1327","0.0979751335975244","0.0925311384246059","0.103419128770443","2"
"Part-time","2009","no migration background","East Germany","388","0.0801004054910801","0.0721454782283975","0.0880553327537626","2"
"Part-time","2009","direct migration background","East Germany","8","","","","2"
"Part-time","2009","direct migration background","West Germany","198","0.123469813022403","0.107350299398622","0.139589326646184","2"
"Part-time","2009","indirect migration background","West Germany","69","0.100386135704098","0.0783434796856834","0.122428791722513","2"
"Part-time","2009","indirect migration background","East Germany","4","","","","2"
"Full-time","2010","no migration background","West Germany","5564","0.38887008687267","0.38105593208566","0.396684241659681","1"
"Full-time","2010","no migration background","East Germany","2088","0.384813219488233","0.371751120361752","0.397875318614715","1"
"Full-time","2010","direct migration background","West Germany","940","0.318939316695055","0.301654707770934","0.336223925619175","1"
"Full-time","2010","direct migration background","East Germany","22","","","","1"
"Full-time","2010","indirect migration background","West Germany","380","0.366953464776482","0.339097225435132","0.394809704117832","1"
"Full-time","2010","indirect migration background","East Germany","29","","","","1"
"Non-working","2010","no migration background","West Germany","5972","0.427411597605707","0.419481885958629","0.435341309252784","5"
"Non-working","2010","no migration background","East Germany","2342","0.458413206682103","0.44503656543507","0.471789847929135","5"
"Non-working","2010","direct migration background","West Germany","1337","0.46559753079359","0.447098363261709","0.48409669832547","5"
"Non-working","2010","direct migration background","East Germany","87","0.721152036226126","0.643466483151267","0.798837589300985","5"
"Non-working","2010","indirect migration background","East Germany","35","0.474035409609094","0.363224011309016","0.584846807909171","5"
"Non-working","2010","indirect migration background","West Germany","500","0.365986640783461","0.338145886851208","0.393827394715713","5"
"Other","2010","no migration background","West Germany","1316","0.082032566813581","0.0776339132573217","0.0864312203698404","6"
"Other","2010","no migration background","East Germany","356","0.0661736482465903","0.0595000495392607","0.0728472469539199","6"
"Other","2010","direct migration background","West Germany","224","0.0984911534575265","0.0874402895288578","0.109542017386195","6"
"Other","2010","direct migration background","East Germany","6","","","","6"
"Other","2010","indirect migration background","West Germany","169","0.174740143827368","0.152792349832425","0.19668793782231","6"
"Other","2010","indirect migration background","East Germany","9","","","","6"
"Part-time","2010","no migration background","West Germany","2099","0.101685748708042","0.0968411572353627","0.106530340180721","2"
"Part-time","2010","no migration background","East Germany","544","0.0905999255830738","0.0828939806769182","0.0983058704892294","2"
"Part-time","2010","direct migration background","East Germany","13","","","","2"
"Part-time","2010","direct migration background","West Germany","292","0.116971999053829","0.105052971688892","0.128891026418767","2"
"Part-time","2010","indirect migration background","East Germany","5","","","","2"
"Part-time","2010","indirect migration background","West Germany","101","0.0923197506126894","0.0755890963391652","0.109050404886214","2"
"Full-time","2011","no migration background","West Germany","6752","0.391950684071326","0.38485040719516","0.399050960947491","1"
"Full-time","2011","direct migration background","West Germany","1104","0.357178402360187","0.340362188233364","0.373994616487011","1"
"Full-time","2011","no migration background","East Germany","2451","0.40226630275269","0.390025004684107","0.414507600821274","1"
"Full-time","2011","direct migration background","East Germany","28","","","","1"
"Full-time","2011","indirect migration background","West Germany","458","0.39166049824015","0.365328184536285","0.417992811944015","1"
"Full-time","2011","indirect migration background","East Germany","35","0.428354685712405","0.32612149361901","0.5305878778058","1"
"Non-working","2011","no migration background","West Germany","7225","0.430083910159889","0.422883251472966","0.437284568846811","5"
"Non-working","2011","no migration background","East Germany","2670","0.4501519426014","0.437732054362202","0.462571830840598","5"
"Non-working","2011","direct migration background","East Germany","110","0.712324573209419","0.64196229784276","0.782686848576078","5"
"Non-working","2011","direct migration background","West Germany","1380","0.447170661459281","0.42972157895481","0.464619743963753","5"
"Non-working","2011","indirect migration background","West Germany","514","0.349885499612296","0.32415672965283","0.375614269571762","5"
"Non-working","2011","indirect migration background","East Germany","34","0.285084433926693","0.19181465115379","0.378354216699596","5"
"Other","2011","no migration background","West Germany","1477","0.074307837322352","0.0704933096206242","0.0781223650240797","6"
