"erwst","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","1985","Other degree","no migration background","1","","",""
"Part-time","1985","Other degree","direct migration background","52","0.0416333571497097","0.0302362758050356","0.0530304384943837"
"Part-time","1985","Other degree","indirect migration background","","","",""
"Part-time","1985","no degree/no degree yet","no migration background","2","","",""
"Part-time","1985","no degree/no degree yet","direct migration background","26","","",""
"Part-time","1985","no degree/no degree yet","indirect migration background","","","",""
"Non-working","1985","lower secondary degree","no migration background","2255","0.509748564374522","0.495675164622832","0.523821964126212"
"Non-working","1985","lower secondary degree","direct migration background","201","0.436362598689705","0.395541919795491","0.477183277583919"
"Non-working","1985","lower secondary degree","indirect migration background","36","0.497556506043372","0.385878526891196","0.609234485195548"
"Non-working","1985","secondary school degree","no migration background","620","0.399671201548745","0.376454738740225","0.422887664357265"
"Non-working","1985","secondary school degree","direct migration background","54","0.408908374103712","0.328046402828208","0.489770345379216"
"Non-working","1985","secondary school degree","indirect migration background","14","","",""
"Non-working","1985","college entrance qualification","no migration background","381","0.355406672380949","0.327299886388553","0.383513458373345"
"Non-working","1985","college entrance qualification","direct migration background","49","0.471952304828054","0.379498516542593","0.564406093113514"
"Non-working","1985","college entrance qualification","indirect migration background","4","","",""
"Non-working","1985","Other degree","no migration background","16","","",""
"Non-working","1985","Other degree","direct migration background","284","0.246050829734174","0.221475998834526","0.270625660633821"
"Non-working","1985","Other degree","indirect migration background","5","","",""
"Non-working","1985","no degree/no degree yet","no migration background","198","0.873792551272483","0.830497273098453","0.917087829446514"
"Non-working","1985","no degree/no degree yet","direct migration background","359","0.464040254978658","0.430690286835708","0.497390223121608"
"Non-working","1985","no degree/no degree yet","indirect migration background","14","","",""
"Other","1985","lower secondary degree","no migration background","183","0.0347997153782236","0.0296402090700085","0.0399592216864388"
"Other","1985","lower secondary degree","direct migration background","40","0.0394933437632878","0.0234620451504634","0.0555246423761122"
"Other","1985","lower secondary degree","indirect migration background","10","","",""
"Other","1985","secondary school degree","no migration background","122","0.0684290719014432","0.056462263873143","0.0803958799297434"
"Other","1985","secondary school degree","direct migration background","20","","",""
"Other","1985","secondary school degree","indirect migration background","7","","",""
"Other","1985","college entrance qualification","no migration background","76","0.0663489417162733","0.0517334041823847","0.080964479250162"
"Other","1985","college entrance qualification","direct migration background","9","","",""
"Other","1985","college entrance qualification","indirect migration background","2","","",""
"Other","1985","Other degree","no migration background","6","","",""
"Other","1985","Other degree","direct migration background","13","","",""
"Other","1985","Other degree","indirect migration background","","","",""
"Other","1985","no degree/no degree yet","no migration background","9","","",""
"Other","1985","no degree/no degree yet","direct migration background","11","","",""
"Other","1985","no degree/no degree yet","indirect migration background","","","",""
"Full-time","1986","lower secondary degree","no migration background","1926","0.391187360887432","0.376955644418822","0.405419077356043"
"Full-time","1986","lower secondary degree","direct migration background","297","0.424813623846247","0.384859377640953","0.464767870051542"
"Full-time","1986","lower secondary degree","indirect migration background","33","0.306629044917291","0.207432050719794","0.405826039114787"
"Full-time","1986","secondary school degree","no migration background","788","0.446456625118709","0.422542223879634","0.470371026357785"
"Full-time","1986","secondary school degree","direct migration background","58","0.39920462287674","0.32109209557796","0.477317150175521"
"Full-time","1986","secondary school degree","indirect migration background","6","","",""
"Full-time","1986","college entrance qualification","no migration background","563","0.489622706968155","0.460514893478796","0.518730520457514"
"Full-time","1986","college entrance qualification","direct migration background","45","0.383831931956799","0.294559819779659","0.47310404413394"
"Full-time","1986","college entrance qualification","indirect migration background","3","","",""
"Full-time","1986","Other degree","no migration background","20","","",""
"Full-time","1986","Other degree","direct migration background","783","0.698858801162495","0.672051589913504","0.725666012411486"
"Full-time","1986","Other degree","indirect migration background","4","","",""
"Full-time","1986","no degree/no degree yet","no migration background","21","","",""
"Full-time","1986","no degree/no degree yet","direct migration background","418","0.494367066756139","0.459678281833518","0.529055851678759"
"Full-time","1986","no degree/no degree yet","indirect migration background","4","","",""
"Part-time","1986","lower secondary degree","no migration background","305","0.0597422602084279","0.0528305212278238","0.066653999189032"
"Part-time","1986","lower secondary degree","direct migration background","25","","",""
"Part-time","1986","lower secondary degree","indirect migration background","7","","",""
"Part-time","1986","secondary school degree","no migration background","120","0.0643978719607583","0.0525898974877762","0.0762058464337404"
"Part-time","1986","secondary school degree","direct migration background","9","","",""
"Part-time","1986","secondary school degree","indirect migration background","3","","",""
"Part-time","1986","college entrance qualification","no migration background","82","0.0631711232344299","0.0490059278220757","0.077336318646784"
"Part-time","1986","college entrance qualification","direct migration background","12","","",""
"Part-time","1986","college entrance qualification","indirect migration background","2","","",""
"Part-time","1986","Other degree","no migration background","","","",""
"Part-time","1986","Other degree","direct migration background","44","0.030745050347687","0.0206576688041936","0.0408324318911804"
"Part-time","1986","Other degree","indirect migration background","","","",""
"Part-time","1986","no degree/no degree yet","no migration background","2","","",""
"Part-time","1986","no degree/no degree yet","direct migration background","25","","",""
"Part-time","1986","no degree/no degree yet","indirect migration background","","","",""
"Non-working","1986","lower secondary degree","no migration background","2078","0.507218149271405","0.492638476040016","0.521797822502795"
"Non-working","1986","lower secondary degree","direct migration background","207","0.451787847362034","0.411562386394883","0.492013308329186"
"Non-working","1986","lower secondary degree","indirect migration background","29","","",""
"Non-working","1986","secondary school degree","no migration background","599","0.404747827868164","0.381135608748007","0.428360046988321"
"Non-working","1986","secondary school degree","direct migration background","64","0.445335047734019","0.366063302897707","0.524606792570332"
"Non-working","1986","secondary school degree","indirect migration background","13","","",""
"Non-working","1986","college entrance qualification","no migration background","398","0.370896655603973","0.342769838335548","0.399023472872397"
"Non-working","1986","college entrance qualification","direct migration background","49","0.463213020316778","0.371678052950694","0.554747987682862"
"Non-working","1986","college entrance qualification","indirect migration background","4","","",""
"Non-working","1986","Other degree","no migration background","14","","",""
"Non-working","1986","Other degree","direct migration background","279","0.251094553470616","0.225754707506461","0.276434399434771"
"Non-working","1986","Other degree","indirect migration background","1","","",""
"Non-working","1986","no degree/no degree yet","no migration background","191","0.843676919849486","0.795579069178873","0.8917747705201"
"Non-working","1986","no degree/no degree yet","direct migration background","340","0.455608466292358","0.421054475001547","0.49016245758317"
"Non-working","1986","no degree/no degree yet","indirect migration background","15","","",""
"Other","1986","lower secondary degree","no migration background","208","0.0418522296327344","0.0360124213173086","0.0476920379481601"
"Other","1986","lower secondary degree","direct migration background","59","0.0525241471529284","0.0344930145224829","0.0705552797833739"
"Other","1986","lower secondary degree","indirect migration background","14","","",""
"Other","1986","secondary school degree","no migration background","153","0.0843976750523684","0.0710251711926176","0.0977701789121193"
"Other","1986","secondary school degree","direct migration background","20","","",""
"Other","1986","secondary school degree","indirect migration background","9","","",""
"Other","1986","college entrance qualification","no migration background","90","0.0763095141934429","0.0608503604750773","0.0917686679118084"
"Other","1986","college entrance qualification","direct migration background","8","","",""
"Other","1986","college entrance qualification","indirect migration background","2","","",""
"Other","1986","Other degree","no migration background","7","","",""
"Other","1986","Other degree","direct migration background","19","","",""
"Other","1986","Other degree","indirect migration background","","","",""
"Other","1986","no degree/no degree yet","no migration background","5","","",""
"Other","1986","no degree/no degree yet","direct migration background","15","","",""
"Other","1986","no degree/no degree yet","indirect migration background","1","","",""
"Full-time","1987","lower secondary degree","no migration background","1874","0.391639807502205","0.377238400116841","0.406041214887569"
"Full-time","1987","lower secondary degree","direct migration background","311","0.431144430876802","0.39200424078456","0.470284620969045"
"Full-time","1987","lower secondary degree","indirect migration background","35","0.32034279001497","0.22499588102663","0.41568969900331"
"Full-time","1987","secondary school degree","no migration background","782","0.460243566557058","0.436150617552188","0.484336515561928"
"Full-time","1987","secondary school degree","direct migration background","59","0.387058288429067","0.310130100095318","0.463986476762816"
"Full-time","1987","secondary school degree","indirect migration background","8","","",""
"Full-time","1987","college entrance qualification","no migration background","567","0.493359079522475","0.463840939511931","0.52287721953302"
"Full-time","1987","college entrance qualification","direct migration background","46","0.421032421725993","0.330400631719349","0.511664211732636"
"Full-time","1987","college entrance qualification","indirect migration background","4","","",""
"Full-time","1987","Other degree","no migration background","23","","",""
"Full-time","1987","Other degree","direct migration background","766","0.695804489227076","0.668629183102219","0.722979795351933"
"Full-time","1987","Other degree","indirect migration background","2","","",""
"Full-time","1987","no degree/no degree yet","no migration background","19","","",""
"Full-time","1987","no degree/no degree yet","direct migration background","390","0.490935675397374","0.455762153342446","0.526109197452301"
"Full-time","1987","no degree/no degree yet","indirect migration background","4","","",""
"Part-time","1987","lower secondary degree","no migration background","345","0.0705904063132275","0.0630332649932418","0.0781475476332133"
"Part-time","1987","lower secondary degree","direct migration background","29","","",""
"Part-time","1987","lower secondary degree","indirect migration background","5","","",""
"Part-time","1987","secondary school degree","no migration background","128","0.0701080632899585","0.0577657260060503","0.0824504005738667"
"Part-time","1987","secondary school degree","direct migration background","14","","",""
"Part-time","1987","secondary school degree","indirect migration background","1","","",""
"Part-time","1987","college entrance qualification","no migration background","69","0.0588038578315346","0.0449139209436204","0.0726937947194488"
"Part-time","1987","college entrance qualification","direct migration background","9","","",""
"Part-time","1987","college entrance qualification","indirect migration background","1","","",""
"Part-time","1987","Other degree","no migration background","","","",""
"Part-time","1987","Other degree","direct migration background","40","0.0294944174581952","0.0195007852572663","0.0394880496591241"
"Part-time","1987","Other degree","indirect migration background","","","",""
"Part-time","1987","no degree/no degree yet","no migration background","4","","",""
"Part-time","1987","no degree/no degree yet","direct migration background","33","0.0415058643606929","0.0274723419774262","0.0555393867439595"
"Part-time","1987","no degree/no degree yet","indirect migration background","","","",""
"Non-working","1987","lower secondary degree","no migration background","2001","0.502909387982662","0.488157629980618","0.517661145984705"
"Non-working","1987","lower secondary degree","direct migration background","217","0.45385037919365","0.414502375572982","0.493198382814319"
"Non-working","1987","lower secondary degree","indirect migration background","41","0.515052090997202","0.412928212505538","0.617175969488865"
"Non-working","1987","secondary school degree","no migration background","567","0.380356510476992","0.356889187142904","0.40382383381108"
"Non-working","1987","secondary school degree","direct migration background","59","0.41592034431749","0.338075679628453","0.493765009006527"
"Non-working","1987","secondary school degree","indirect migration background","16","","",""
"Non-working","1987","college entrance qualification","no migration background","367","0.36091946085566","0.332563769522031","0.389275152189289"
"Non-working","1987","college entrance qualification","direct migration background","45","0.43155923317196","0.340639431429683","0.522479034914236"
"Non-working","1987","college entrance qualification","indirect migration background","7","","",""
"Non-working","1987","Other degree","no migration background","18","","",""
"Non-working","1987","Other degree","direct migration background","284","0.266715193576288","0.240592698684694","0.292837688467882"
"Non-working","1987","Other degree","indirect migration background","4","","",""
"Non-working","1987","no degree/no degree yet","no migration background","182","0.824155528173909","0.772910810075067","0.87540024627275"
"Non-working","1987","no degree/no degree yet","direct migration background","334","0.437386203498408","0.402483830195692","0.472288576801124"
"Non-working","1987","no degree/no degree yet","indirect migration background","15","","",""
"Other","1987","lower secondary degree","no migration background","193","0.034860398201906","0.0294485903660085","0.0402722060378035"
"Other","1987","lower secondary degree","direct migration background","58","0.0446277265175265","0.028308512754145","0.060946940280908"
"Other","1987","lower secondary degree","indirect migration background","11","","",""
"Other","1987","secondary school degree","no migration background","167","0.0892918596759914","0.0755073054008128","0.10307641395117"
"Other","1987","secondary school degree","direct migration background","22","","",""
"Other","1987","secondary school degree","indirect migration background","9","","",""
"Other","1987","college entrance qualification","no migration background","99","0.0869176017903302","0.0702847718715753","0.103550431709085"
"Other","1987","college entrance qualification","direct migration background","14","","",""
"Other","1987","college entrance qualification","indirect migration background","4","","",""
"Other","1987","Other degree","no migration background","6","","",""
"Other","1987","Other degree","direct migration background","11","","",""
"Other","1987","Other degree","indirect migration background","","","",""
"Other","1987","no degree/no degree yet","no migration background","7","","",""
"Other","1987","no degree/no degree yet","direct migration background","19","","",""
"Other","1987","no degree/no degree yet","indirect migration background","","","",""
"Full-time","1988","lower secondary degree","no migration background","1734","0.385876821435479","0.371105204666102","0.400648438204856"
"Full-time","1988","lower secondary degree","direct migration background","317","0.426146629730584","0.387095128638128","0.465198130823039"
"Full-time","1988","lower secondary degree","indirect migration background","42","0.312007831469563","0.22380761454945","0.400208048389675"
"Full-time","1988","secondary school degree","no migration background","759","0.470152769881711","0.445464361165767","0.494841178597656"
"Full-time","1988","secondary school degree","direct migration background","55","0.379968956635455","0.302806317648736","0.457131595622173"
"Full-time","1988","secondary school degree","indirect migration background","13","","",""
"Full-time","1988","college entrance qualification","no migration background","556","0.512128910843023","0.481880501950278","0.542377319735768"
"Full-time","1988","college entrance qualification","direct migration background","52","0.497250410114016","0.404236042202994","0.590264778025038"
"Full-time","1988","college entrance qualification","indirect migration background","4","","",""
"Full-time","1988","Other degree","no migration background","19","","",""
"Full-time","1988","Other degree","direct migration background","678","0.66366556417898","0.634699935926439","0.692631192431521"
"Full-time","1988","Other degree","indirect migration background","3","","",""
"Full-time","1988","no degree/no degree yet","no migration background","19","","",""
"Full-time","1988","no degree/no degree yet","direct migration background","339","0.459337405570649","0.422472883867498","0.496201927273799"
"Full-time","1988","no degree/no degree yet","indirect migration background","4","","",""
"Part-time","1988","lower secondary degree","no migration background","329","0.0700637653218775","0.0623182688076064","0.0778092618361486"
"Part-time","1988","lower secondary degree","direct migration background","29","","",""
"Part-time","1988","lower secondary degree","indirect migration background","6","","",""
"Part-time","1988","secondary school degree","no migration background","131","0.0765413503725609","0.0633904632071056","0.0896922375380162"
"Part-time","1988","secondary school degree","direct migration background","10","","",""
"Part-time","1988","secondary school degree","indirect migration background","2","","",""
"Part-time","1988","college entrance qualification","no migration background","68","0.0622715200658527","0.0476482791969159","0.0768947609347894"
"Part-time","1988","college entrance qualification","direct migration background","9","","",""
"Part-time","1988","college entrance qualification","indirect migration background","","","",""
"Part-time","1988","Other degree","no migration background","","","",""
"Part-time","1988","Other degree","direct migration background","46","0.0377558044022087","0.02607003917419","0.0494415696302275"
"Part-time","1988","Other degree","indirect migration background","1","","",""
"Part-time","1988","no degree/no degree yet","no migration background","3","","",""
"Part-time","1988","no degree/no degree yet","direct migration background","36","0.048179241737004","0.0323380773295177","0.0640204061444903"
"Part-time","1988","no degree/no degree yet","indirect migration background","1","","",""
"Non-working","1988","lower secondary degree","no migration background","1917","0.506487644892987","0.491316813422512","0.521658476363463"
"Non-working","1988","lower secondary degree","direct migration background","211","0.464120527937774","0.424737719395177","0.503503336480372"
"Non-working","1988","lower secondary degree","indirect migration background","40","0.476618425090288","0.381538290707752","0.571698559472823"
"Non-working","1988","secondary school degree","no migration background","527","0.374760635190714","0.35081654142158","0.398704728959847"
"Non-working","1988","secondary school degree","direct migration background","62","0.446341966714218","0.367313972159785","0.525369961268652"
"Non-working","1988","secondary school degree","indirect migration background","19","","",""
"Non-working","1988","college entrance qualification","no migration background","340","0.348341796195026","0.319509908750024","0.377173683640028"
"Non-working","1988","college entrance qualification","direct migration background","36","0.345759329752751","0.257279898049935","0.434238761455567"
"Non-working","1988","college entrance qualification","indirect migration background","13","","",""
"Non-working","1988","Other degree","no migration background","17","","",""
"Non-working","1988","Other degree","direct migration background","282","0.286410594931516","0.258693903973273","0.314127285889758"
"Non-working","1988","Other degree","indirect migration background","6","","",""
"Non-working","1988","no degree/no degree yet","no migration background","156","0.857142636932102","0.806304425716155","0.907980848148049"
"Non-working","1988","no degree/no degree yet","direct migration background","318","0.482408288948257","0.445444151877062","0.519372426019452"
"Non-working","1988","no degree/no degree yet","indirect migration background","22","","",""
"Other","1988","lower secondary degree","no migration background","192","0.0375717683496564","0.0318015674232514","0.0433419692760615"
"Other","1988","lower secondary degree","direct migration background","59","0.0472851872380092","0.0305241168343446","0.0640462576416738"
"Other","1988","lower secondary degree","indirect migration background","18","","",""
"Other","1988","secondary school degree","no migration background","153","0.0785452445550143","0.0652377829816198","0.0918527061284088"
"Other","1988","secondary school degree","direct migration background","25","","",""
"Other","1988","secondary school degree","indirect migration background","11","","",""
"Other","1988","college entrance qualification","no migration background","85","0.0772577728960986","0.0611003669328321","0.093415178859365"
"Other","1988","college entrance qualification","direct migration background","14","","",""
"Other","1988","college entrance qualification","indirect migration background","4","","",""
"Other","1988","Other degree","no migration background","6","","",""
"Other","1988","Other degree","direct migration background","16","","",""
"Other","1988","Other degree","indirect migration background","1","","",""
"Other","1988","no degree/no degree yet","no migration background","4","","",""
"Other","1988","no degree/no degree yet","direct migration background","9","","",""
"Other","1988","no degree/no degree yet","indirect migration background","1","","",""
"Full-time","1989","lower secondary degree","no migration background","1670","0.388221586705776","0.373035115743508","0.403408057668044"
"Full-time","1989","lower secondary degree","direct migration background","326","0.410413175208242","0.371053002272165","0.449773348144319"
"Full-time","1989","lower secondary degree","indirect migration background","48","0.289313904940608","0.208519931246506","0.37010787863471"
"Full-time","1989","secondary school degree","no migration background","769","0.494909186517608","0.469708075477448","0.520110297557769"
"Full-time","1989","secondary school degree","direct migration background","63","0.426442189700626","0.347297616238885","0.505586763162368"
"Full-time","1989","secondary school degree","indirect migration background","12","","",""
"Full-time","1989","college entrance qualification","no migration background","576","0.530675005224072","0.500631796377655","0.560718214070489"
"Full-time","1989","college entrance qualification","direct migration background","55","0.462524160341252","0.373685481572704","0.551362839109799"
"Full-time","1989","college entrance qualification","indirect migration background","6","","",""
"Full-time","1989","Other degree","no migration background","19","","",""
"Full-time","1989","Other degree","direct migration background","659","0.668137305880743","0.638715954296937","0.69755865746455"
"Full-time","1989","Other degree","indirect migration background","5","","",""
"Full-time","1989","no degree/no degree yet","no migration background","17","","",""
"Full-time","1989","no degree/no degree yet","direct migration background","319","0.454506646413335","0.416803678315175","0.492209614511496"
"Full-time","1989","no degree/no degree yet","indirect migration background","6","","",""
"Part-time","1989","lower secondary degree","no migration background","317","0.072196231398251","0.0641312145351437","0.0802612482613584"
"Part-time","1989","lower secondary degree","direct migration background","26","","",""
"Part-time","1989","lower secondary degree","indirect migration background","8","","",""
"Part-time","1989","secondary school degree","no migration background","127","0.0774465857719625","0.0639734373517224","0.0909197341922025"
"Part-time","1989","secondary school degree","direct migration background","11","","",""
"Part-time","1989","secondary school degree","indirect migration background","3","","",""
"Part-time","1989","college entrance qualification","no migration background","74","0.0648500068374891","0.0500251397287907","0.0796748739461875"
"Part-time","1989","college entrance qualification","direct migration background","9","","",""
"Part-time","1989","college entrance qualification","indirect migration background","1","","",""
"Part-time","1989","Other degree","no migration background","2","","",""
"Part-time","1989","Other degree","direct migration background","49","0.0437291086199544","0.0309521843042775","0.0565060329356313"
"Part-time","1989","Other degree","indirect migration background","1","","",""
"Part-time","1989","no degree/no degree yet","no migration background","4","","",""
"Part-time","1989","no degree/no degree yet","direct migration background","31","0.0458731213449912","0.0300317453947377","0.0617144972952446"
"Part-time","1989","no degree/no degree yet","indirect migration background","3","","",""
"Non-working","1989","lower secondary degree","no migration background","1785","0.501016078922356","0.485435303882052","0.51659685396266"
"Non-working","1989","lower secondary degree","direct migration background","194","0.491157109988418","0.451155770099273","0.531158449877562"
"Non-working","1989","lower secondary degree","indirect migration background","49","0.516380610085411","0.427339160544814","0.605422059626007"
"Non-working","1989","secondary school degree","no migration background","486","0.357364607547229","0.333209427165446","0.381519787929011"
"Non-working","1989","secondary school degree","direct migration background","57","0.43827067167449","0.358867615981117","0.517673727367863"
"Non-working","1989","secondary school degree","indirect migration background","22","","",""
"Non-working","1989","college entrance qualification","no migration background","333","0.332141647993524","0.303788648689925","0.360494647297124"
"Non-working","1989","college entrance qualification","direct migration background","47","0.406307797377339","0.318796593816169","0.49381900093851"
"Non-working","1989","college entrance qualification","indirect migration background","13","","",""
"Non-working","1989","Other degree","no migration background","13","","",""
"Non-working","1989","Other degree","direct migration background","266","0.275113501772408","0.247211105678426","0.303015897866389"
"Non-working","1989","Other degree","indirect migration background","5","","",""
"Non-working","1989","no degree/no degree yet","no migration background","148","0.83728329151803","0.783211113511457","0.891355469524604"
"Non-working","1989","no degree/no degree yet","direct migration background","312","0.490727016385856","0.452873520619771","0.528580512151941"
"Non-working","1989","no degree/no degree yet","indirect migration background","29","","",""
"Other","1989","lower secondary degree","no migration background","184","0.038566102973617","0.0325656706380674","0.0445665353091666"
"Other","1989","lower secondary degree","direct migration background","54","0.0421521817653038","0.02607422886234","0.0582301346682677"
"Other","1989","lower secondary degree","indirect migration background","16","","",""
"Other","1989","secondary school degree","no migration background","130","0.0702796201632006","0.0573952535516299","0.0831639867747712"
"Other","1989","secondary school degree","direct migration background","19","","",""
"Other","1989","secondary school degree","indirect migration background","14","","",""
"Other","1989","college entrance qualification","no migration background","77","0.0723333399449149","0.0567392371738451","0.0879274427159847"
"Other","1989","college entrance qualification","direct migration background","10","","",""
"Other","1989","college entrance qualification","indirect migration background","3","","",""
"Other","1989","Other degree","no migration background","5","","",""
"Other","1989","Other degree","direct migration background","10","","",""
"Other","1989","Other degree","indirect migration background","","","",""
"Other","1989","no degree/no degree yet","no migration background","10","","",""
"Other","1989","no degree/no degree yet","direct migration background","8","","",""
"Other","1989","no degree/no degree yet","indirect migration background","2","","",""
"Full-time","1990","lower secondary degree","no migration background","2517","0.404454771635654","0.391481841487593","0.417427701783714"
"Full-time","1990","lower secondary degree","direct migration background","374","0.42783435906935","0.390370767795815","0.465297950342886"
"Full-time","1990","lower secondary degree","indirect migration background","57","0.332345705389563","0.253753512471841","0.410937898307286"
"Full-time","1990","secondary school degree","no migration background","2201","0.568402727277034","0.55198906055637","0.584816393997698"
"Full-time","1990","secondary school degree","direct migration background","84","0.475729851775337","0.4025689007205","0.548890802830174"
