"erwst","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Part-time","1984","indirect migration background","in school","","","",""
"Part-time","1984","indirect migration background","inadequately","","","",""
"Part-time","1984","indirect migration background","general elemantary","2","","",""
"Part-time","1984","indirect migration background","middle vocational","3","","",""
"Part-time","1984","indirect migration background","vocational + Abi","","","",""
"Part-time","1984","indirect migration background","higher vocational","","","",""
"Part-time","1984","indirect migration background","higher education","1","","",""
"Non-working","1984","no migration background","in school","155","0.982252986429665","0.961665948380381","1.00284002447895"
"Non-working","1984","no migration background","inadequately","45","0.611012315400432","0.502120400215103","0.719904230585761"
"Non-working","1984","no migration background","general elemantary","1436","0.646953479092461","0.627606116017999","0.666300842166923"
"Non-working","1984","no migration background","middle vocational","1846","0.429511319219229","0.415265299485174","0.443757338953283"
"Non-working","1984","no migration background","vocational + Abi","69","0.388737687997237","0.3184944763012","0.458980899693274"
"Non-working","1984","no migration background","higher vocational","185","0.343759182227439","0.305881063992655","0.381637300462222"
"Non-working","1984","no migration background","higher education","140","0.238872133403521","0.206537241359999","0.271207025447042"
"Non-working","1984","direct migration background","in school","21","","",""
"Non-working","1984","direct migration background","inadequately","375","0.432709598332288","0.401003145787763","0.464416050876812"
"Non-working","1984","direct migration background","general elemantary","365","0.430977585939456","0.401319345301364","0.460635826577548"
"Non-working","1984","direct migration background","middle vocational","265","0.320887927864646","0.292420689030367","0.349355166698925"
"Non-working","1984","direct migration background","vocational + Abi","29","","",""
"Non-working","1984","direct migration background","higher vocational","19","","",""
"Non-working","1984","direct migration background","higher education","30","0.31479126354404","0.232379168088752","0.397203358999329"
"Non-working","1984","indirect migration background","in school","8","","",""
"Non-working","1984","indirect migration background","inadequately","1","","",""
"Non-working","1984","indirect migration background","general elemantary","23","","",""
"Non-working","1984","indirect migration background","middle vocational","25","","",""
"Non-working","1984","indirect migration background","vocational + Abi","1","","",""
"Non-working","1984","indirect migration background","higher vocational","1","","",""
"Non-working","1984","indirect migration background","higher education","","","",""
"Other","1984","no migration background","in school","1","","",""
"Other","1984","no migration background","inadequately","7","","",""
"Other","1984","no migration background","general elemantary","315","0.120303442643548","0.107133776630401","0.133473108656695"
"Other","1984","no migration background","middle vocational","222","0.04536236441427","0.0393734261479888","0.0513513026805512"
"Other","1984","no migration background","vocational + Abi","9","","",""
"Other","1984","no migration background","higher vocational","23","","",""
"Other","1984","no migration background","higher education","24","","",""
"Other","1984","direct migration background","in school","","","",""
"Other","1984","direct migration background","inadequately","18","","",""
"Other","1984","direct migration background","general elemantary","70","0.0583248705956909","0.0442892765750366","0.0723604646163452"
"Other","1984","direct migration background","middle vocational","58","0.0441313914484428","0.031606590275463","0.0566561926214226"
"Other","1984","direct migration background","vocational + Abi","","","",""
"Other","1984","direct migration background","higher vocational","1","","",""
"Other","1984","direct migration background","higher education","3","","",""
"Other","1984","indirect migration background","in school","","","",""
"Other","1984","indirect migration background","inadequately","1","","",""
"Other","1984","indirect migration background","general elemantary","18","","",""
"Other","1984","indirect migration background","middle vocational","6","","",""
"Other","1984","indirect migration background","vocational + Abi","","","",""
"Other","1984","indirect migration background","higher vocational","1","","",""
"Other","1984","indirect migration background","higher education","1","","",""
"Full-time","1985","no migration background","in school","","","",""
"Full-time","1985","no migration background","inadequately","20","","",""
"Full-time","1985","no migration background","general elemantary","489","0.211385834662161","0.193906589278267","0.228865080046056"
"Full-time","1985","no migration background","middle vocational","2090","0.468696110788018","0.453657937681895","0.483734283894141"
"Full-time","1985","no migration background","vocational + Abi","88","0.489208778877779","0.415357062982756","0.563060494772802"
"Full-time","1985","no migration background","higher vocational","329","0.552358603357034","0.511501493694388","0.593215713019679"
"Full-time","1985","no migration background","higher education","448","0.672178290754207","0.63589524798398","0.708461333524433"
"Full-time","1985","direct migration background","in school","","","",""
"Full-time","1985","direct migration background","inadequately","407","0.497047484607111","0.46150042132913","0.532594547885091"
"Full-time","1985","direct migration background","general elemantary","525","0.450120918656472","0.418025323153984","0.48221651415896"
"Full-time","1985","direct migration background","middle vocational","601","0.57596325690461","0.543871903216198","0.608054610593022"
"Full-time","1985","direct migration background","vocational + Abi","73","0.594355171412427","0.499986592278246","0.688723750546608"
"Full-time","1985","direct migration background","higher vocational","24","","",""
"Full-time","1985","direct migration background","higher education","72","0.573191601790474","0.481177797026313","0.665205406554634"
"Full-time","1985","indirect migration background","in school","","","",""
"Full-time","1985","indirect migration background","inadequately","2","","",""
"Full-time","1985","indirect migration background","general elemantary","14","","",""
"Full-time","1985","indirect migration background","middle vocational","21","","",""
"Full-time","1985","indirect migration background","vocational + Abi","","","",""
"Full-time","1985","indirect migration background","higher vocational","2","","",""
"Full-time","1985","indirect migration background","higher education","1","","",""
"Part-time","1985","no migration background","in school","","","",""
"Part-time","1985","no migration background","inadequately","3","","",""
"Part-time","1985","no migration background","general elemantary","159","0.0677455643751672","0.0569868565470253","0.0785042722033091"
"Part-time","1985","no migration background","middle vocational","344","0.0727012571383655","0.0648767191541204","0.0805257951226107"
"Part-time","1985","no migration background","vocational + Abi","12","","",""
"Part-time","1985","no migration background","higher vocational","51","0.0797018920121275","0.057448791069513","0.101954992954742"
"Part-time","1985","no migration background","higher education","46","0.0665169458857116","0.0472566934913764","0.0857771982800468"
"Part-time","1985","direct migration background","in school","1","","",""
"Part-time","1985","direct migration background","inadequately","24","","",""
"Part-time","1985","direct migration background","general elemantary","46","0.0710611854753177","0.0544860525663699","0.0876363183842655"
"Part-time","1985","direct migration background","middle vocational","42","0.0586002709753399","0.0433483077610135","0.0738522341896664"
"Part-time","1985","direct migration background","vocational + Abi","7","","",""
"Part-time","1985","direct migration background","higher vocational","4","","",""
"Part-time","1985","direct migration background","higher education","4","","",""
"Part-time","1985","indirect migration background","in school","","","",""
"Part-time","1985","indirect migration background","inadequately","","","",""
"Part-time","1985","indirect migration background","general elemantary","2","","",""
"Part-time","1985","indirect migration background","middle vocational","5","","",""
"Part-time","1985","indirect migration background","vocational + Abi","","","",""
"Part-time","1985","indirect migration background","higher vocational","","","",""
"Part-time","1985","indirect migration background","higher education","","","",""
"Non-working","1985","no migration background","in school","150","0.96488231940634","0.935903390569375","0.993861248243305"
"Non-working","1985","no migration background","inadequately","52","0.639704731551615","0.53703852654607","0.74237093655716"
"Non-working","1985","no migration background","general elemantary","1244","0.634171174504532","0.613550889570406","0.654791459438659"
"Non-working","1985","no migration background","middle vocational","1656","0.42678863928915","0.411883304774991","0.441693973803308"
"Non-working","1985","no migration background","vocational + Abi","68","0.415390050761651","0.342586442637963","0.488193658885338"
"Non-working","1985","no migration background","higher vocational","175","0.343981997193001","0.304950276843438","0.383013717542565"
"Non-working","1985","no migration background","higher education","132","0.236531509744919","0.203685496377635","0.269377523112203"
"Non-working","1985","direct migration background","in school","21","","",""
"Non-working","1985","direct migration background","inadequately","320","0.461451981384739","0.426010099929228","0.49689386284025"
"Non-working","1985","direct migration background","general elemantary","309","0.434776502189137","0.402795624619958","0.466757379758317"
"Non-working","1985","direct migration background","middle vocational","237","0.33747051641843","0.306765493528135","0.368175539308725"
"Non-working","1985","direct migration background","vocational + Abi","22","","",""
"Non-working","1985","direct migration background","higher vocational","16","","",""
"Non-working","1985","direct migration background","higher education","30","0.339105642335465","0.251037237182339","0.427174047488592"
"Non-working","1985","indirect migration background","in school","10","","",""
"Non-working","1985","indirect migration background","inadequately","3","","",""
"Non-working","1985","indirect migration background","general elemantary","34","0.549081045142084","0.42317692641023","0.674985163873938"
"Non-working","1985","indirect migration background","middle vocational","24","","",""
"Non-working","1985","indirect migration background","vocational + Abi","","","",""
"Non-working","1985","indirect migration background","higher vocational","1","","",""
"Non-working","1985","indirect migration background","higher education","2","","",""
"Other","1985","no migration background","in school","5","","",""
"Other","1985","no migration background","inadequately","9","","",""
"Other","1985","no migration background","general elemantary","204","0.0866974264581391","0.0746508706875346","0.0987439822287436"
"Other","1985","no migration background","middle vocational","140","0.0318139927844669","0.0265250800993881","0.0371029054695458"
"Other","1985","no migration background","vocational + Abi","8","","",""
"Other","1985","no migration background","higher vocational","14","","",""
"Other","1985","no migration background","higher education","17","","",""
"Other","1985","direct migration background","in school","","","",""
"Other","1985","direct migration background","inadequately","9","","",""
"Other","1985","direct migration background","general elemantary","43","0.0440413936790729","0.0308041577002588","0.0572786296578869"
"Other","1985","direct migration background","middle vocational","31","0.02796595570162","0.0172595308473675","0.0386723805558724"
"Other","1985","direct migration background","vocational + Abi","2","","",""
"Other","1985","direct migration background","higher vocational","4","","",""
"Other","1985","direct migration background","higher education","5","","",""
"Other","1985","indirect migration background","in school","","","",""
"Other","1985","indirect migration background","inadequately","","","",""
"Other","1985","indirect migration background","general elemantary","10","","",""
"Other","1985","indirect migration background","middle vocational","7","","",""
"Other","1985","indirect migration background","vocational + Abi","","","",""
"Other","1985","indirect migration background","higher vocational","1","","",""
"Other","1985","indirect migration background","higher education","1","","",""
"Full-time","1986","no migration background","in school","1","","",""
"Full-time","1986","no migration background","inadequately","25","","",""
"Full-time","1986","no migration background","general elemantary","447","0.207497980240321","0.18945308555412","0.225542874926523"
"Full-time","1986","no migration background","middle vocational","2039","0.470291524518296","0.454967024237982","0.485616024798611"
"Full-time","1986","no migration background","vocational + Abi","90","0.513573421911035","0.438878034171692","0.588268809650379"
"Full-time","1986","no migration background","higher vocational","301","0.539972002717984","0.497419947933531","0.582524057502437"
"Full-time","1986","no migration background","higher education","419","0.646933435068168","0.609819545641586","0.68404732449475"
"Full-time","1986","direct migration background","in school","","","",""
"Full-time","1986","direct migration background","inadequately","366","0.502564099124295","0.465471721430841","0.539656476817749"
"Full-time","1986","direct migration background","general elemantary","506","0.440515714763578","0.408505635125054","0.472525794402102"
"Full-time","1986","direct migration background","middle vocational","571","0.550316906642608","0.517412009271461","0.583221804013755"
"Full-time","1986","direct migration background","vocational + Abi","74","0.596909277116527","0.503086343677455","0.690732210555599"
"Full-time","1986","direct migration background","higher vocational","29","","",""
"Full-time","1986","direct migration background","higher education","65","0.501074555907465","0.407637154910631","0.594511956904299"
"Full-time","1986","indirect migration background","in school","","","",""
"Full-time","1986","indirect migration background","inadequately","3","","",""
"Full-time","1986","indirect migration background","general elemantary","14","","",""
"Full-time","1986","indirect migration background","middle vocational","28","","",""
"Full-time","1986","indirect migration background","vocational + Abi","1","","",""
"Full-time","1986","indirect migration background","higher vocational","3","","",""
"Full-time","1986","indirect migration background","higher education","1","","",""
"Part-time","1986","no migration background","in school","","","",""
"Part-time","1986","no migration background","inadequately","2","","",""
"Part-time","1986","no migration background","general elemantary","139","0.0636246553850183","0.0527632772807751","0.0744860334892615"
"Part-time","1986","no migration background","middle vocational","258","0.0566093562840373","0.0495140005357997","0.063704712032275"
"Part-time","1986","no migration background","vocational + Abi","10","","",""
"Part-time","1986","no migration background","higher vocational","40","0.0650247428933417","0.0439732856546398","0.0860762001320436"
"Part-time","1986","no migration background","higher education","61","0.0864455285219333","0.0646224072721231","0.108268649771743"
"Part-time","1986","direct migration background","in school","","","",""
"Part-time","1986","direct migration background","inadequately","20","","",""
"Part-time","1986","direct migration background","general elemantary","36","0.0381113279385122","0.0257660306916204","0.050456625185404"
"Part-time","1986","direct migration background","middle vocational","41","0.0722663672511715","0.0551393949426303","0.0893933395597127"
"Part-time","1986","direct migration background","vocational + Abi","3","","",""
"Part-time","1986","direct migration background","higher vocational","2","","",""
"Part-time","1986","direct migration background","higher education","14","","",""
"Part-time","1986","indirect migration background","in school","","","",""
"Part-time","1986","indirect migration background","inadequately","","","",""
"Part-time","1986","indirect migration background","general elemantary","3","","",""
"Part-time","1986","indirect migration background","middle vocational","7","","",""
"Part-time","1986","indirect migration background","vocational + Abi","","","",""
"Part-time","1986","indirect migration background","higher vocational","","","",""
"Part-time","1986","indirect migration background","higher education","2","","",""
"Non-working","1986","no migration background","in school","143","0.978122341058913","0.95439392895993","1.0018507531579"
"Non-working","1986","no migration background","inadequately","49","0.553785624927672","0.448108437555993","0.659462812299352"
"Non-working","1986","no migration background","general elemantary","1131","0.62688428054027","0.60536326856582","0.64840529251472"
"Non-working","1986","no migration background","middle vocational","1597","0.431967010976003","0.416758161754457","0.447175860197549"
"Non-working","1986","no migration background","vocational + Abi","63","0.395984981707866","0.322896810770169","0.469073152645563"
"Non-working","1986","no migration background","higher vocational","169","0.366383060121693","0.325246888983439","0.407519231259947"
"Non-working","1986","no migration background","higher education","135","0.239340828445155","0.206206221525023","0.272475435365287"
"Non-working","1986","direct migration background","in school","30","0.851013045334633","0.725667335403264","0.976358755266002"
"Non-working","1986","direct migration background","inadequately","298","0.460558351182574","0.423581072398337","0.497535629966811"
"Non-working","1986","direct migration background","general elemantary","318","0.463515817103502","0.431362717500112","0.495668916706891"
"Non-working","1986","direct migration background","middle vocational","231","0.332091787188639","0.30093961801647","0.363243956360809"
"Non-working","1986","direct migration background","vocational + Abi","24","","",""
"Non-working","1986","direct migration background","higher vocational","18","","",""
"Non-working","1986","direct migration background","higher education","28","","",""
"Non-working","1986","indirect migration background","in school","10","","",""
"Non-working","1986","indirect migration background","inadequately","4","","",""
"Non-working","1986","indirect migration background","general elemantary","29","","",""
"Non-working","1986","indirect migration background","middle vocational","18","","",""
"Non-working","1986","indirect migration background","vocational + Abi","","","",""
"Non-working","1986","indirect migration background","higher vocational","1","","",""
"Non-working","1986","indirect migration background","higher education","1","","",""
"Other","1986","no migration background","in school","2","","",""
"Other","1986","no migration background","inadequately","9","","",""
"Other","1986","no migration background","general elemantary","223","0.10199308383439","0.0885260352040169","0.115460132464763"
"Other","1986","no migration background","middle vocational","181","0.0411321082216638","0.0350345752481248","0.0472296411952027"
"Other","1986","no migration background","vocational + Abi","9","","",""
"Other","1986","no migration background","higher vocational","17","","",""
"Other","1986","no migration background","higher education","22","","",""
"Other","1986","direct migration background","in school","1","","",""
"Other","1986","direct migration background","inadequately","14","","",""
"Other","1986","direct migration background","general elemantary","64","0.0578571401944084","0.0428032422469161","0.0729110381419008"
"Other","1986","direct migration background","middle vocational","35","0.0453249389175812","0.0315656105376235","0.059084267297539"
"Other","1986","direct migration background","vocational + Abi","4","","",""
"Other","1986","direct migration background","higher vocational","1","","",""
"Other","1986","direct migration background","higher education","3","","",""
"Other","1986","indirect migration background","in school","1","","",""
"Other","1986","indirect migration background","inadequately","","","",""
"Other","1986","indirect migration background","general elemantary","14","","",""
"Other","1986","indirect migration background","middle vocational","9","","",""
"Other","1986","indirect migration background","vocational + Abi","","","",""
"Other","1986","indirect migration background","higher vocational","2","","",""
"Other","1986","indirect migration background","higher education","","","",""
"Full-time","1987","no migration background","in school","","","",""
"Full-time","1987","no migration background","inadequately","23","","",""
"Full-time","1987","no migration background","general elemantary","410","0.206009266336112","0.187564815121074","0.224453717551149"
"Full-time","1987","no migration background","middle vocational","2024","0.47207918892566","0.456689077808643","0.487469300042676"
"Full-time","1987","no migration background","vocational + Abi","89","0.478818946436246","0.404593393763845","0.553044499108647"
"Full-time","1987","no migration background","higher vocational","284","0.532511895499436","0.489081473384281","0.575942317614591"
"Full-time","1987","no migration background","higher education","443","0.659354196652279","0.622637042498305","0.696071350806254"
"Full-time","1987","direct migration background","in school","","","",""
"Full-time","1987","direct migration background","inadequately","337","0.487320938390987","0.449669282321769","0.524972594460205"
"Full-time","1987","direct migration background","general elemantary","495","0.426050046209894","0.394555132520586","0.457544959899203"
"Full-time","1987","direct migration background","middle vocational","582","0.566465953331979","0.533479391383655","0.599452515280303"
"Full-time","1987","direct migration background","vocational + Abi","71","0.570554452674445","0.474960134434104","0.666148770914786"
"Full-time","1987","direct migration background","higher vocational","31","0.469790968073755","0.337891623176859","0.60169031297065"
"Full-time","1987","direct migration background","higher education","68","0.593702221843148","0.49744027255477","0.689964171131525"
"Full-time","1987","indirect migration background","in school","","","",""
"Full-time","1987","indirect migration background","inadequately","3","","",""
"Full-time","1987","indirect migration background","general elemantary","11","","",""
"Full-time","1987","indirect migration background","middle vocational","33","0.337141886358469","0.231552717115588","0.44273105560135"
"Full-time","1987","indirect migration background","vocational + Abi","1","","",""
"Full-time","1987","indirect migration background","higher vocational","3","","",""
"Full-time","1987","indirect migration background","higher education","2","","",""
"Part-time","1987","no migration background","in school","2","","",""
"Part-time","1987","no migration background","inadequately","2","","",""
"Part-time","1987","no migration background","general elemantary","147","0.075052885422715","0.0630369719862967","0.0870687988591334"
"Part-time","1987","no migration background","middle vocational","296","0.0656557425275715","0.0580202025479472","0.0732912825071959"
"Part-time","1987","no migration background","vocational + Abi","11","","",""
"Part-time","1987","no migration background","higher vocational","44","0.0750312999668951","0.0520999899746452","0.0979626099591449"
"Part-time","1987","no migration background","higher education","45","0.0626995789014343","0.0439180984690714","0.0814810593337972"
"Part-time","1987","direct migration background","in school","1","","",""
"Part-time","1987","direct migration background","inadequately","31","0.0364626499800436","0.0223433830775374","0.0505819168825497"
"Part-time","1987","direct migration background","general elemantary","44","0.0626230270165562","0.047191913359783","0.0780541406733294"
"Part-time","1987","direct migration background","middle vocational","40","0.0662984671778798","0.0497371710788682","0.0828597632768913"
"Part-time","1987","direct migration background","vocational + Abi","4","","",""
"Part-time","1987","direct migration background","higher vocational","4","","",""
"Part-time","1987","direct migration background","higher education","3","","",""
"Part-time","1987","indirect migration background","in school","","","",""
"Part-time","1987","indirect migration background","inadequately","","","",""
"Part-time","1987","indirect migration background","general elemantary","2","","",""
"Part-time","1987","indirect migration background","middle vocational","4","","",""
"Part-time","1987","indirect migration background","vocational + Abi","","","",""
"Part-time","1987","indirect migration background","higher vocational","1","","",""
"Part-time","1987","indirect migration background","higher education","1","","",""
"Non-working","1987","no migration background","in school","143","0.942269325361002","0.904944885015651","0.979593765706354"
"Non-working","1987","no migration background","inadequately","43","0.564760933553399","0.452555543937486","0.676966323169311"
"Non-working","1987","no migration background","general elemantary","1043","0.612764369676282","0.590549229859151","0.634979509493413"
"Non-working","1987","no migration background","middle vocational","1549","0.424585976025275","0.409348151070414","0.439823800980135"
"Non-working","1987","no migration background","vocational + Abi","61","0.383202453518128","0.31096558247343","0.455439324562826"
"Non-working","1987","no migration background","higher vocational","167","0.36590638276416","0.323978223652044","0.407834541876276"
"Non-working","1987","no migration background","higher education","134","0.252042860618004","0.21840459000557","0.285681131230438"
"Non-working","1987","direct migration background","in school","30","0.806767295676574","0.669966834906094","0.943567756447053"
"Non-working","1987","direct migration background","inadequately","292","0.443490596650975","0.406068146535868","0.480913046766082"
"Non-working","1987","direct migration background","general elemantary","338","0.448212830357287","0.41653896672294","0.479886693991635"
"Non-working","1987","direct migration background","middle vocational","214","0.335640307453589","0.304207929703784","0.367072685203395"
"Non-working","1987","direct migration background","vocational + Abi","26","","",""
"Non-working","1987","direct migration background","higher vocational","20","","",""
"Non-working","1987","direct migration background","higher education","26","","",""
"Non-working","1987","indirect migration background","in school","9","","",""
"Non-working","1987","indirect migration background","inadequately","5","","",""
"Non-working","1987","indirect migration background","general elemantary","37","0.615840250316308","0.495733399136988","0.735947101495627"
"Non-working","1987","indirect migration background","middle vocational","29","","",""
"Non-working","1987","indirect migration background","vocational + Abi","","","",""
"Non-working","1987","indirect migration background","higher vocational","3","","",""
"Non-working","1987","indirect migration background","higher education","1","","",""
"Other","1987","no migration background","in school","5","","",""
"Other","1987","no migration background","inadequately","7","","",""
"Other","1987","no migration background","general elemantary","247","0.106173478564891","0.0921243532959731","0.120222603833808"
"Other","1987","no migration background","middle vocational","173","0.0376790925214943","0.0318087949803112","0.0435493900626775"
"Other","1987","no migration background","vocational + Abi","13","","",""
"Other","1987","no migration background","higher vocational","12","","",""
"Other","1987","no migration background","higher education","18","","",""
"Other","1987","direct migration background","in school","1","","",""
"Other","1987","direct migration background","inadequately","17","","",""
"Other","1987","direct migration background","general elemantary","70","0.0631140964162621","0.047626656366283","0.0786015364662411"
"Other","1987","direct migration background","middle vocational","31","0.0315952720365515","0.0199519196303008","0.0432386244428023"
"Other","1987","direct migration background","vocational + Abi","2","","",""
"Other","1987","direct migration background","higher vocational","","","",""
"Other","1987","direct migration background","higher education","3","","",""
"Other","1987","indirect migration background","in school","","","",""
"Other","1987","indirect migration background","inadequately","1","","",""
"Other","1987","indirect migration background","general elemantary","13","","",""
"Other","1987","indirect migration background","middle vocational","11","","",""
"Other","1987","indirect migration background","vocational + Abi","","","",""
"Other","1987","indirect migration background","higher vocational","","","",""
"Other","1987","indirect migration background","higher education","","","",""
"Full-time","1988","no migration background","in school","","","",""
"Full-time","1988","no migration background","inadequately","19","","",""
"Full-time","1988","no migration background","general elemantary","382","0.204513130375484","0.185555877384399","0.22347038336657"
"Full-time","1988","no migration background","middle vocational","1895","0.466361905308097","0.450577176027522","0.482146634588671"
"Full-time","1988","no migration background","vocational + Abi","90","0.489547810583153","0.414841212680686","0.564254408485619"
"Full-time","1988","no migration background","higher vocational","280","0.557628718673923","0.513196960265203","0.602060477082643"
"Full-time","1988","no migration background","higher education","428","0.67793232697431","0.64094230466141","0.714922349287211"
"Full-time","1988","direct migration background","in school","","","",""
"Full-time","1988","direct migration background","inadequately","297","0.467551693232324","0.428372308654956","0.506731077809691"
"Full-time","1988","direct migration background","general elemantary","475","0.409570805546199","0.377742623669057","0.441398987423341"
"Full-time","1988","direct migration background","middle vocational","530","0.534487066399167","0.500572829049404","0.56840130374893"
"Full-time","1988","direct migration background","vocational + Abi","60","0.573004093893469","0.474056966020102","0.671951221766835"
"Full-time","1988","direct migration background","higher vocational","33","0.569307168975475","0.437235897500002","0.701378440450947"
"Full-time","1988","direct migration background","higher education","58","0.627824923062603","0.525063159795865","0.730586686329341"
"Full-time","1988","indirect migration background","in school","","","",""
"Full-time","1988","indirect migration background","inadequately","5","","",""
"Full-time","1988","indirect migration background","general elemantary","19","","",""
"Full-time","1988","indirect migration background","middle vocational","38","0.338068372598044","0.239789101823517","0.43634764337257"
"Full-time","1988","indirect migration background","vocational + Abi","1","","",""
"Full-time","1988","indirect migration background","higher vocational","3","","",""
"Full-time","1988","indirect migration background","higher education","1","","",""
"Part-time","1988","no migration background","in school","2","","",""
"Part-time","1988","no migration background","inadequately","1","","",""
"Part-time","1988","no migration background","general elemantary","148","0.0759183521105074","0.0634695701886821","0.0883671340323327"
"Part-time","1988","no migration background","middle vocational","294","0.0694936287301603","0.0614475484427394","0.0775397090175811"
"Part-time","1988","no migration background","vocational + Abi","7","","",""
"Part-time","1988","no migration background","higher vocational","36","0.0659107447117886","0.0437134642226938","0.0881080252008833"
"Part-time","1988","no migration background","higher education","44","0.064603586399027","0.0451435334318504","0.0840636393662035"
"Part-time","1988","direct migration background","in school","","","",""
"Part-time","1988","direct migration background","inadequately","34","0.0531872225772965","0.0355658481709037","0.0708085969836892"
"Part-time","1988","direct migration background","general elemantary","44","0.0645726893302808","0.0486655207720622","0.0804798578884994"
"Part-time","1988","direct migration background","middle vocational","39","0.0589747095068198","0.0429577111129738","0.0749917079006658"
"Part-time","1988","direct migration background","vocational + Abi","6","","",""
"Part-time","1988","direct migration background","higher vocational","5","","",""
"Part-time","1988","direct migration background","higher education","4","","",""
"Part-time","1988","indirect migration background","in school","1","","",""
"Part-time","1988","indirect migration background","inadequately","","","",""
"Part-time","1988","indirect migration background","general elemantary","2","","",""
"Part-time","1988","indirect migration background","middle vocational","7","","",""
"Part-time","1988","indirect migration background","vocational + Abi","","","",""
"Part-time","1988","indirect migration background","higher vocational","","","",""
"Part-time","1988","indirect migration background","higher education","","","",""
"Non-working","1988","no migration background","in school","119","0.958086142522914","0.922956463635972","0.993215821409857"
"Non-working","1988","no migration background","inadequately","42","0.659495901332915","0.546026722471038","0.772965080194792"
"Non-working","1988","no migration background","general elemantary","973","0.614982309453497","0.592112109909197","0.637852508997796"
"Non-working","1988","no migration background","middle vocational","1492","0.428249419926201","0.412592587980375","0.443906251872027"
"Non-working","1988","no migration background","vocational + Abi","60","0.385400664835687","0.312666887886082","0.458134441785292"
"Non-working","1988","no migration background","higher vocational","152","0.351457680196957","0.308747328095317","0.394168032298597"
"Non-working","1988","no migration background","higher education","125","0.234956854717941","0.201394310300554","0.268519399135328"
"Non-working","1988","direct migration background","in school","20","","",""
"Non-working","1988","direct migration background","inadequately","282","0.466789942928634","0.427614494260159","0.50596539159711"
"Non-working","1988","direct migration background","general elemantary","321","0.455532231969654","0.423298613098432","0.487765850840875"
"Non-working","1988","direct migration background","middle vocational","232","0.373422076222409","0.340534253828522","0.406309898616296"
"Non-working","1988","direct migration background","vocational + Abi","27","","",""
"Non-working","1988","direct migration background","higher vocational","14","","",""
"Non-working","1988","direct migration background","higher education","20","","",""
"Non-working","1988","indirect migration background","in school","17","","",""
"Non-working","1988","indirect migration background","inadequately","5","","",""
"Non-working","1988","indirect migration background","general elemantary","41","0.560676311244292","0.453255215202667","0.668097407285917"
"Non-working","1988","indirect migration background","middle vocational","32","0.420489136090556","0.317933090080286","0.523045182100826"
"Non-working","1988","indirect migration background","vocational + Abi","1","","",""
"Non-working","1988","indirect migration background","higher vocational","3","","",""
"Non-working","1988","indirect migration background","higher education","2","","",""
"Other","1988","no migration background","in school","4","","",""
"Other","1988","no migration background","inadequately","5","","",""
"Other","1988","no migration background","general elemantary","236","0.104586208060512","0.0902032770145785","0.118969139106445"
