"erwst","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Part-time","1984","direct migration background","(3a) lower tertiary education","","","",""
"Part-time","1984","direct migration background","(3b) higher tertiary education","","","",""
"Part-time","1984","indirect migration background","(0) in school","","","",""
"Part-time","1984","indirect migration background","(1a) inadequately completed","","","",""
"Part-time","1984","indirect migration background","(1b) general elementary school","","","",""
"Part-time","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Part-time","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Part-time","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Part-time","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Part-time","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Non-working","1984","no migration background","(0) in school","155","0.981298093772501","0.960241266047042","1.00235492149796"
"Non-working","1984","no migration background","(1a) inadequately completed","42","0.649245658982552","0.535823035267491","0.762668282697613"
"Non-working","1984","no migration background","(1b) general elementary school","1233","0.666856573785785","0.645952601943915","0.687760545627655"
"Non-working","1984","no migration background","(1c) basic vocational qualification","1359","0.421406334702459","0.40506852722682","0.437744142178098"
"Non-working","1984","no migration background","(2b) intermediate general qualification","212","0.538230112382657","0.489914972948233","0.586545251817081"
"Non-working","1984","no migration background","(2a) intermediate vocational","423","0.35967937842488","0.333701525184647","0.385657231665113"
"Non-working","1984","no migration background","(2c_gen) general maturity certificate","196","0.699292819511456","0.645580920287576","0.753004718735335"
"Non-working","1984","no migration background","(2c_voc) vocational maturity certificate","111","0.383977117375345","0.329749572103657","0.438204662647033"
"Non-working","1984","no migration background","(3a) lower tertiary education","60","0.265754734688085","0.210214714035732","0.321294755340438"
"Non-working","1984","no migration background","(3b) higher tertiary education","80","0.223250997543273","0.1836605252998","0.262841469786746"
"Non-working","1984","direct migration background","(0) in school","","","",""
"Non-working","1984","direct migration background","(1a) inadequately completed","401","0.406835267732529","0.376993834073285","0.436676701391773"
"Non-working","1984","direct migration background","(1b) general elementary school","343","0.427623227091586","0.397336119348526","0.457910334834646"
"Non-working","1984","direct migration background","(1c) basic vocational qualification","149","0.272876858830232","0.240385578209894","0.30536813945057"
"Non-working","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Non-working","1984","direct migration background","(2a) intermediate vocational","36","0.447158195062403","0.343276795938222","0.551039594186585"
"Non-working","1984","direct migration background","(2c_gen) general maturity certificate","54","0.488108751458653","0.401850552611721","0.574366950305585"
"Non-working","1984","direct migration background","(2c_voc) vocational maturity certificate","39","0.4272197052048","0.346979628448379","0.507459781961221"
"Non-working","1984","direct migration background","(3a) lower tertiary education","","","",""
"Non-working","1984","direct migration background","(3b) higher tertiary education","","","",""
"Non-working","1984","indirect migration background","(0) in school","","","",""
"Non-working","1984","indirect migration background","(1a) inadequately completed","","","",""
"Non-working","1984","indirect migration background","(1b) general elementary school","","","",""
"Non-working","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Non-working","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Non-working","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Non-working","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Non-working","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Non-working","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Other","1984","no migration background","(0) in school","","","",""
"Other","1984","no migration background","(1a) inadequately completed","","","",""
"Other","1984","no migration background","(1b) general elementary school","189","0.0859690160163801","0.0735368040476429","0.0984012279851172"
"Other","1984","no migration background","(1c) basic vocational qualification","109","0.0295411027569998","0.0239389063380052","0.0351432991759945"
"Other","1984","no migration background","(2b) intermediate general qualification","128","0.297710174496287","0.253396122397954","0.342024226594621"
"Other","1984","no migration background","(2a) intermediate vocational","66","0.0477548453817943","0.0362115488418548","0.0592981419217338"
"Other","1984","no migration background","(2c_gen) general maturity certificate","63","0.22450255827814","0.175629456003817","0.273375660552462"
"Other","1984","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","no migration background","(3a) lower tertiary education","","","",""
"Other","1984","no migration background","(3b) higher tertiary education","","","",""
"Other","1984","direct migration background","(0) in school","","","",""
"Other","1984","direct migration background","(1a) inadequately completed","","","",""
"Other","1984","direct migration background","(1b) general elementary school","59","0.0513445798937227","0.0378335732697807","0.0648555865176647"
"Other","1984","direct migration background","(1c) basic vocational qualification","34","0.0345646802940613","0.021239982869749","0.0478893777183735"
"Other","1984","direct migration background","(2b) intermediate general qualification","","","",""
"Other","1984","direct migration background","(2a) intermediate vocational","","","",""
"Other","1984","direct migration background","(2c_gen) general maturity certificate","","","",""
"Other","1984","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","direct migration background","(3a) lower tertiary education","","","",""
"Other","1984","direct migration background","(3b) higher tertiary education","","","",""
"Other","1984","indirect migration background","(0) in school","","","",""
"Other","1984","indirect migration background","(1a) inadequately completed","","","",""
"Other","1984","indirect migration background","(1b) general elementary school","","","",""
"Other","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"Other","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"Other","1984","indirect migration background","(2a) intermediate vocational","","","",""
"Other","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Other","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1984","indirect migration background","(3a) lower tertiary education","","","",""
"Other","1984","indirect migration background","(3b) higher tertiary education","","","",""
"Full-time","1985","no migration background","(0) in school","","","",""
"Full-time","1985","no migration background","(1a) inadequately completed","","","",""
"Full-time","1985","no migration background","(1b) general elementary school","407","0.211664588689987","0.192337382926376","0.230991794453598"
"Full-time","1985","no migration background","(1c) basic vocational qualification","1624","0.483692517623116","0.466241059952296","0.501143975293936"
"Full-time","1985","no migration background","(2b) intermediate general qualification","88","0.211042566791754","0.171203662598559","0.250881470984949"
"Full-time","1985","no migration background","(2a) intermediate vocational","691","0.52889501830911","0.501189999405088","0.556600037213132"
"Full-time","1985","no migration background","(2c_gen) general maturity certificate","32","0.124058662524285","0.0839892960997588","0.16412802894881"
"Full-time","1985","no migration background","(2c_voc) vocational maturity certificate","154","0.511037429198415","0.4539945752496","0.56808028314723"
"Full-time","1985","no migration background","(3a) lower tertiary education","156","0.664096832730616","0.602383416806948","0.725810248654285"
"Full-time","1985","no migration background","(3b) higher tertiary education","292","0.676642795732347","0.631801211059106","0.721484380405587"
"Full-time","1985","direct migration background","(0) in school","","","",""
"Full-time","1985","direct migration background","(1a) inadequately completed","462","0.525597317194204","0.49180894661911","0.559385687769299"
"Full-time","1985","direct migration background","(1b) general elementary school","514","0.471142761032766","0.438087428844034","0.504198093221498"
"Full-time","1985","direct migration background","(1c) basic vocational qualification","465","0.627909941184438","0.59060718284866","0.665212699520215"
"Full-time","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Full-time","1985","direct migration background","(2a) intermediate vocational","39","0.439350970090749","0.333841859882298","0.5448600802992"
"Full-time","1985","direct migration background","(2c_gen) general maturity certificate","46","0.307131642933423","0.22207729593792","0.392185989928926"
"Full-time","1985","direct migration background","(2c_voc) vocational maturity certificate","82","0.535912600274839","0.446683946494502","0.625141254055177"
"Full-time","1985","direct migration background","(3a) lower tertiary education","","","",""
"Full-time","1985","direct migration background","(3b) higher tertiary education","57","0.558066536328084","0.454891525662896","0.661241546993272"
"Full-time","1985","indirect migration background","(0) in school","","","",""
"Full-time","1985","indirect migration background","(1a) inadequately completed","","","",""
"Full-time","1985","indirect migration background","(1b) general elementary school","","","",""
"Full-time","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Full-time","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Full-time","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Full-time","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Full-time","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Full-time","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Part-time","1985","no migration background","(0) in school","","","",""
"Part-time","1985","no migration background","(1a) inadequately completed","","","",""
"Part-time","1985","no migration background","(1b) general elementary school","143","0.0738801533302685","0.0615039641608307","0.0862563424997063"
"Part-time","1985","no migration background","(1c) basic vocational qualification","240","0.0688055475842296","0.0599661079992974","0.0776449871691617"
"Part-time","1985","no migration background","(2b) intermediate general qualification","","","",""
"Part-time","1985","no migration background","(2a) intermediate vocational","126","0.0877377409121517","0.0720352719974857","0.103440209826818"
"Part-time","1985","no migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","no migration background","(3a) lower tertiary education","","","",""
"Part-time","1985","no migration background","(3b) higher tertiary education","38","0.0826235415922566","0.0562307305138267","0.109016352670687"
"Part-time","1985","direct migration background","(0) in school","","","",""
"Part-time","1985","direct migration background","(1a) inadequately completed","","","",""
"Part-time","1985","direct migration background","(1b) general elementary school","40","0.053305772264199","0.0384297088072696","0.0681818357211284"
"Part-time","1985","direct migration background","(1c) basic vocational qualification","","","",""
"Part-time","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Part-time","1985","direct migration background","(2a) intermediate vocational","","","",""
"Part-time","1985","direct migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","direct migration background","(3a) lower tertiary education","","","",""
"Part-time","1985","direct migration background","(3b) higher tertiary education","","","",""
"Part-time","1985","indirect migration background","(0) in school","","","",""
"Part-time","1985","indirect migration background","(1a) inadequately completed","","","",""
"Part-time","1985","indirect migration background","(1b) general elementary school","","","",""
"Part-time","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Part-time","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Part-time","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Part-time","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Part-time","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Non-working","1985","no migration background","(0) in school","150","0.96488231940634","0.935903390569375","0.993861248243305"
"Non-working","1985","no migration background","(1a) inadequately completed","48","0.688646278292921","0.580939248484136","0.796353308101706"
"Non-working","1985","no migration background","(1b) general elementary school","1042","0.650369839212799","0.6278080212639","0.672931657161698"
"Non-working","1985","no migration background","(1c) basic vocational qualification","1221","0.428174622871899","0.410894971001001","0.445454274742797"
"Non-working","1985","no migration background","(2b) intermediate general qualification","213","0.554670953304444","0.506147266462558","0.603194640146331"
"Non-working","1985","no migration background","(2a) intermediate vocational","395","0.356030367161466","0.32945427755368","0.382606456769252"
"Non-working","1985","no migration background","(2c_gen) general maturity certificate","163","0.608712203527532","0.549390232424005","0.668034174631058"
"Non-working","1985","no migration background","(2c_voc) vocational maturity certificate","106","0.383782759350032","0.328288669112962","0.439276849587102"
"Non-working","1985","no migration background","(3a) lower tertiary education","54","0.265462094860622","0.207763505347131","0.323160684374113"
"Non-working","1985","no migration background","(3b) higher tertiary education","78","0.220549153480429","0.180801910085486","0.260296396875371"
"Non-working","1985","direct migration background","(0) in school","","","",""
"Non-working","1985","direct migration background","(1a) inadequately completed","341","0.43868152254756","0.405104169974623","0.472258875120498"
"Non-working","1985","direct migration background","(1b) general elementary school","292","0.446611626477612","0.413690395518833","0.479532857436391"
"Non-working","1985","direct migration background","(1c) basic vocational qualification","133","0.288376732557756","0.253416572538403","0.323336892577109"
"Non-working","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Non-working","1985","direct migration background","(2a) intermediate vocational","33","0.435419688562408","0.330016069183194","0.540823307941622"
"Non-working","1985","direct migration background","(2c_gen) general maturity certificate","53","0.559102171994199","0.467559530778937","0.650644813209461"
"Non-working","1985","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","direct migration background","(3a) lower tertiary education","","","",""
"Non-working","1985","direct migration background","(3b) higher tertiary education","","","",""
"Non-working","1985","indirect migration background","(0) in school","","","",""
"Non-working","1985","indirect migration background","(1a) inadequately completed","","","",""
"Non-working","1985","indirect migration background","(1b) general elementary school","","","",""
"Non-working","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Non-working","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Non-working","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Non-working","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Non-working","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Non-working","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Other","1985","no migration background","(0) in school","","","",""
"Other","1985","no migration background","(1a) inadequately completed","","","",""
"Other","1985","no migration background","(1b) general elementary school","124","0.0640854187669449","0.0524979875471971","0.0756728499866926"
"Other","1985","no migration background","(1c) basic vocational qualification","65","0.0193273119207554","0.0145195762501637","0.0241350475913471"
"Other","1985","no migration background","(2b) intermediate general qualification","85","0.195912399106325","0.157161818671578","0.234662979541071"
"Other","1985","no migration background","(2a) intermediate vocational","35","0.0273368736172723","0.0182864165445164","0.0363873306900282"
"Other","1985","no migration background","(2c_gen) general maturity certificate","47","0.196646230703062","0.14833393797358","0.244958523432543"
"Other","1985","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1985","no migration background","(3a) lower tertiary education","","","",""
"Other","1985","no migration background","(3b) higher tertiary education","","","",""
"Other","1985","direct migration background","(0) in school","","","",""
"Other","1985","direct migration background","(1a) inadequately completed","","","",""
"Other","1985","direct migration background","(1b) general elementary school","30","0.028939840225423","0.0178387106803076","0.0400409697705384"
"Other","1985","direct migration background","(1c) basic vocational qualification","","","",""
"Other","1985","direct migration background","(2b) intermediate general qualification","","","",""
"Other","1985","direct migration background","(2a) intermediate vocational","","","",""
"Other","1985","direct migration background","(2c_gen) general maturity certificate","","","",""
"Other","1985","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1985","direct migration background","(3a) lower tertiary education","","","",""
"Other","1985","direct migration background","(3b) higher tertiary education","","","",""
"Other","1985","indirect migration background","(0) in school","","","",""
"Other","1985","indirect migration background","(1a) inadequately completed","","","",""
"Other","1985","indirect migration background","(1b) general elementary school","","","",""
"Other","1985","indirect migration background","(1c) basic vocational qualification","","","",""
"Other","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Other","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Other","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Other","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Other","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Full-time","1986","no migration background","(0) in school","","","",""
"Full-time","1986","no migration background","(1a) inadequately completed","","","",""
"Full-time","1986","no migration background","(1b) general elementary school","375","0.210882738872943","0.190749041677036","0.23101643606885"
"Full-time","1986","no migration background","(1c) basic vocational qualification","1560","0.491006669641538","0.473003237528023","0.509010101755053"
"Full-time","1986","no migration background","(2b) intermediate general qualification","81","0.199232031353115","0.159437303742386","0.239026758963844"
"Full-time","1986","no migration background","(2a) intermediate vocational","671","0.519543140194793","0.491438582528889","0.547647697860698"
"Full-time","1986","no migration background","(2c_gen) general maturity certificate","38","0.123487319772203","0.0853583247675421","0.161616314776864"
"Full-time","1986","no migration background","(2c_voc) vocational maturity certificate","154","0.521313810636755","0.463819594647876","0.578808026625634"
"Full-time","1986","no migration background","(3a) lower tertiary education","148","0.649366495690242","0.586878624930059","0.711854366450424"
"Full-time","1986","no migration background","(3b) higher tertiary education","271","0.645523452900262","0.599389270190715","0.691657635609809"
"Full-time","1986","direct migration background","(0) in school","","","",""
"Full-time","1986","direct migration background","(1a) inadequately completed","419","0.52456216910396","0.489334428318642","0.559789909889278"
"Full-time","1986","direct migration background","(1b) general elementary school","493","0.459970024906505","0.426756594310148","0.493183455502862"
"Full-time","1986","direct migration background","(1c) basic vocational qualification","437","0.585008501595154","0.546441576955213","0.623575426235094"
"Full-time","1986","direct migration background","(2b) intermediate general qualification","","","",""
"Full-time","1986","direct migration background","(2a) intermediate vocational","40","0.450605584297156","0.342914048630459","0.558297119963852"
"Full-time","1986","direct migration background","(2c_gen) general maturity certificate","48","0.363061904859078","0.273602592631605","0.452521217086551"
"Full-time","1986","direct migration background","(2c_voc) vocational maturity certificate","85","0.560088935182708","0.472008568279033","0.648169302086383"
"Full-time","1986","direct migration background","(3a) lower tertiary education","","","",""
"Full-time","1986","direct migration background","(3b) higher tertiary education","52","0.51034005170751","0.405895961118382","0.614784142296637"
"Full-time","1986","indirect migration background","(0) in school","","","",""
"Full-time","1986","indirect migration background","(1a) inadequately completed","","","",""
"Full-time","1986","indirect migration background","(1b) general elementary school","","","",""
"Full-time","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Full-time","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Full-time","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Full-time","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Full-time","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Full-time","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Part-time","1986","no migration background","(0) in school","","","",""
"Part-time","1986","no migration background","(1a) inadequately completed","","","",""
"Part-time","1986","no migration background","(1b) general elementary school","127","0.0702706999743973","0.0576553982235767","0.0828860017252178"
"Part-time","1986","no migration background","(1c) basic vocational qualification","178","0.053526593290441","0.045420817744522","0.06163236883636"
"Part-time","1986","no migration background","(2b) intermediate general qualification","","","",""
"Part-time","1986","no migration background","(2a) intermediate vocational","103","0.07436828016026","0.0596094569318865","0.0891271033886335"
"Part-time","1986","no migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1986","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1986","no migration background","(3a) lower tertiary education","","","",""
"Part-time","1986","no migration background","(3b) higher tertiary education","49","0.107080987995041","0.0772590896817888","0.136902886308294"
"Part-time","1986","direct migration background","(0) in school","","","",""
"Part-time","1986","direct migration background","(1a) inadequately completed","","","",""
"Part-time","1986","direct migration background","(1b) general elementary school","34","0.0365864753591785","0.0240750527740537","0.0490978979443033"
"Part-time","1986","direct migration background","(1c) basic vocational qualification","","","",""
"Part-time","1986","direct migration background","(2b) intermediate general qualification","","","",""
"Part-time","1986","direct migration background","(2a) intermediate vocational","","","",""
"Part-time","1986","direct migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1986","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1986","direct migration background","(3a) lower tertiary education","","","",""
"Part-time","1986","direct migration background","(3b) higher tertiary education","","","",""
"Part-time","1986","indirect migration background","(0) in school","","","",""
"Part-time","1986","indirect migration background","(1a) inadequately completed","","","",""
"Part-time","1986","indirect migration background","(1b) general elementary school","","","",""
"Part-time","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Part-time","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Part-time","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Part-time","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Part-time","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Part-time","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Non-working","1986","no migration background","(0) in school","143","0.971932119973383","0.945232062465685","0.998632177481081"
"Non-working","1986","no migration background","(1a) inadequately completed","48","0.639224441429608","0.528300042810311","0.750148840048904"
"Non-working","1986","no migration background","(1b) general elementary school","951","0.647866738524203","0.624292991924774","0.671440485123632"
"Non-working","1986","no migration background","(1c) basic vocational qualification","1133","0.427320846735369","0.4095057456416","0.445135947829138"
"Non-working","1986","no migration background","(2b) intermediate general qualification","188","0.519124944119241","0.469346114424452","0.56890377381403"
"Non-working","1986","no migration background","(2a) intermediate vocational","396","0.373419111587339","0.346209296499444","0.400628926675234"
"Non-working","1986","no migration background","(2c_gen) general maturity certificate","179","0.626981391727853","0.57093371062875","0.683029072826956"
"Non-working","1986","no migration background","(2c_voc) vocational maturity certificate","108","0.398360238627149","0.342015243046428","0.45470523420787"
"Non-working","1986","no migration background","(3a) lower tertiary education","59","0.281434155602266","0.222543584147903","0.340324727056629"
"Non-working","1986","no migration background","(3b) higher tertiary education","76","0.214947338146997","0.175329707745452","0.254564968548542"
"Non-working","1986","direct migration background","(0) in school","30","0.851013045334633","0.725667335403264","0.976358755266002"
"Non-working","1986","direct migration background","(1a) inadequately completed","314","0.430514812109236","0.395586732654072","0.465442891564399"
"Non-working","1986","direct migration background","(1b) general elementary school","290","0.469233745852052","0.43597649796167","0.502490993742435"
"Non-working","1986","direct migration background","(1c) basic vocational qualification","140","0.293457691171366","0.2578161762357","0.329099206107033"
"Non-working","1986","direct migration background","(2b) intermediate general qualification","30","0.444907603060429","0.322193247931192","0.567621958189665"
"Non-working","1986","direct migration background","(2a) intermediate vocational","32","0.462194211103957","0.354283103047298","0.570105319160617"
"Non-working","1986","direct migration background","(2c_gen) general maturity certificate","50","0.480254188801998","0.387310975892773","0.573197401711223"
"Non-working","1986","direct migration background","(2c_voc) vocational maturity certificate","30","0.377139904552612","0.291136692206517","0.463143116898707"
"Non-working","1986","direct migration background","(3a) lower tertiary education","","","",""
"Non-working","1986","direct migration background","(3b) higher tertiary education","","","",""
"Non-working","1986","indirect migration background","(0) in school","","","",""
"Non-working","1986","indirect migration background","(1a) inadequately completed","","","",""
"Non-working","1986","indirect migration background","(1b) general elementary school","","","",""
"Non-working","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Non-working","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Non-working","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Non-working","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Non-working","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Non-working","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Other","1986","no migration background","(0) in school","","","",""
"Other","1986","no migration background","(1a) inadequately completed","","","",""
"Other","1986","no migration background","(1b) general elementary school","124","0.0709798226284563","0.0583058643685374","0.0836537808883751"
"Other","1986","no migration background","(1c) basic vocational qualification","91","0.0281458903326521","0.0221897681629405","0.0341020125023637"
"Other","1986","no migration background","(2b) intermediate general qualification","106","0.250474634911109","0.207306065957311","0.293643203864907"
"Other","1986","no migration background","(2a) intermediate vocational","44","0.0326694680576081","0.0226695319072049","0.0426694042080113"
"Other","1986","no migration background","(2c_gen) general maturity certificate","60","0.21863973397549","0.170737553696968","0.266541914254012"
"Other","1986","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1986","no migration background","(3a) lower tertiary education","","","",""
"Other","1986","no migration background","(3b) higher tertiary education","","","",""
"Other","1986","direct migration background","(0) in school","","","",""
"Other","1986","direct migration background","(1a) inadequately completed","","","",""
"Other","1986","direct migration background","(1b) general elementary school","48","0.0342097538822641","0.0220966227254437","0.0463228850390844"
"Other","1986","direct migration background","(1c) basic vocational qualification","","","",""
"Other","1986","direct migration background","(2b) intermediate general qualification","","","",""
"Other","1986","direct migration background","(2a) intermediate vocational","","","",""
"Other","1986","direct migration background","(2c_gen) general maturity certificate","","","",""
"Other","1986","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Other","1986","direct migration background","(3a) lower tertiary education","","","",""
