"ple0019","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2019","middle vocational","1121","0.102760047870824","0.0971204267205245","0.108399669021124"
"Yes","2019","vocational + Abi","205","0.0955967425851054","0.0832338289922222","0.107959656177989"
"Yes","2019","higher vocational","133","0.0788193501574303","0.0659036253577906","0.0917350749570699"
"Yes","2019","higher education","519","0.0821163701854972","0.0756954770640776","0.0885372633069167"
"No","2019","in school","314","0.937314012742809","0.911200705172123","0.963427320313496"
"No","2019","inadequately","333","0.850394870029674","0.815040486326172","0.885749253733176"
"No","2019","general elemantary","2168","0.889155602058932","0.876652816554393","0.901658387563472"
"No","2019","middle vocational","10015","0.897239952129176","0.891600330978876","0.902879573279475"
"No","2019","vocational + Abi","1968","0.904403257414895","0.892040343822011","0.916766171007778"
"No","2019","higher vocational","1539","0.92118064984257","0.90826492504293","0.934096374642209"
"No","2019","higher education","6504","0.917883629814503","0.911462736693083","0.924304522935922"
