"ple0019","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","(2c_voc) vocational maturity certificate","Male","56","1","1","1"
"Yes","2017","(2c_voc) vocational maturity certificate","Female","170","1","1","1"
"Yes","2017","(3a) lower tertiary education","Male","45","1","1","1"
"Yes","2017","(3a) lower tertiary education","Female","97","1","1","1"
"Yes","2017","(3b) higher tertiary education","Male","111","1","1","1"
"Yes","2017","(3b) higher tertiary education","Female","169","1","1","1"
"Yes","2018","(0) in school","Male","","","",""
"Yes","2018","(0) in school","Female","","","",""
"Yes","2018","(1a) inadequately completed","Male","","","",""
"Yes","2018","(1a) inadequately completed","Female","","","",""
"Yes","2018","(1b) general elementary school","Male","","","",""
"Yes","2018","(1b) general elementary school","Female","","","",""
"Yes","2018","(1c) basic vocational qualification","Male","","","",""
"Yes","2018","(1c) basic vocational qualification","Female","","","",""
"Yes","2018","(2b) intermediate general qualification","Male","","","",""
"Yes","2018","(2b) intermediate general qualification","Female","","","",""
"Yes","2018","(2a) intermediate vocational","Male","","","",""
"Yes","2018","(2a) intermediate vocational","Female","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","7","","",""
"Yes","2019","(0) in school","Female","10","","",""
"Yes","2019","(1a) inadequately completed","Male","17","","",""
"Yes","2019","(1a) inadequately completed","Female","50","1","1","1"
"Yes","2019","(1b) general elementary school","Male","61","1","1","1"
"Yes","2019","(1b) general elementary school","Female","114","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Male","175","1","1","1"
"Yes","2019","(1c) basic vocational qualification","Female","261","1","1","1"
"Yes","2019","(2b) intermediate general qualification","Male","17","","",""
"Yes","2019","(2b) intermediate general qualification","Female","66","1","1","1"
"Yes","2019","(2a) intermediate vocational","Male","194","1","1","1"
"Yes","2019","(2a) intermediate vocational","Female","429","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Male","46","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","Female","74","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Male","61","1","1","1"
"Yes","2019","(2c_voc) vocational maturity certificate","Female","182","1","1","1"
"Yes","2019","(3a) lower tertiary education","Male","57","1","1","1"
"Yes","2019","(3a) lower tertiary education","Female","100","1","1","1"
"Yes","2019","(3b) higher tertiary education","Male","145","1","1","1"
"Yes","2019","(3b) higher tertiary education","Female","216","1","1","1"
