"ple0019","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","secondary school degree","indirect migration background","12","","",""
"Yes","2011","college entrance qualification","no migration background","284","1","1","1"
"Yes","2011","college entrance qualification","direct migration background","13","","",""
"Yes","2011","college entrance qualification","indirect migration background","13","","",""
"Yes","2011","Other degree","no migration background","9","","",""
"Yes","2011","Other degree","direct migration background","56","1","1","1"
"Yes","2011","Other degree","indirect migration background","","","",""
"Yes","2011","no degree/no degree yet","no migration background","13","","",""
"Yes","2011","no degree/no degree yet","direct migration background","10","","",""
"Yes","2011","no degree/no degree yet","indirect migration background","2","","",""
"Yes","2012","lower secondary degree","no migration background","","","",""
"Yes","2012","lower secondary degree","direct migration background","","","",""
"Yes","2012","lower secondary degree","indirect migration background","","","",""
"Yes","2012","secondary school degree","no migration background","","","",""
"Yes","2012","secondary school degree","direct migration background","","","",""
"Yes","2012","secondary school degree","indirect migration background","","","",""
"Yes","2012","college entrance qualification","no migration background","","","",""
"Yes","2012","college entrance qualification","direct migration background","","","",""
"Yes","2012","college entrance qualification","indirect migration background","","","",""
"Yes","2012","Other degree","no migration background","","","",""
"Yes","2012","Other degree","direct migration background","","","",""
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","","","",""
"Yes","2012","no degree/no degree yet","direct migration background","","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes","2013","lower secondary degree","no migration background","407","1","1","1"
"Yes","2013","lower secondary degree","direct migration background","17","","",""
"Yes","2013","lower secondary degree","indirect migration background","19","","",""
"Yes","2013","secondary school degree","no migration background","421","1","1","1"
"Yes","2013","secondary school degree","direct migration background","7","","",""
"Yes","2013","secondary school degree","indirect migration background","15","","",""
"Yes","2013","college entrance qualification","no migration background","321","1","1","1"
"Yes","2013","college entrance qualification","direct migration background","12","","",""
"Yes","2013","college entrance qualification","indirect migration background","15","","",""
"Yes","2013","Other degree","no migration background","10","","",""
"Yes","2013","Other degree","direct migration background","62","1","1","1"
"Yes","2013","Other degree","indirect migration background","","","",""
"Yes","2013","no degree/no degree yet","no migration background","18","","",""
"Yes","2013","no degree/no degree yet","direct migration background","11","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","3","","",""
"Yes","2014","lower secondary degree","no migration background","","","",""
"Yes","2014","lower secondary degree","direct migration background","","","",""
"Yes","2014","lower secondary degree","indirect migration background","","","",""
"Yes","2014","secondary school degree","no migration background","","","",""
"Yes","2014","secondary school degree","direct migration background","","","",""
"Yes","2014","secondary school degree","indirect migration background","","","",""
"Yes","2014","college entrance qualification","no migration background","","","",""
"Yes","2014","college entrance qualification","direct migration background","","","",""
"Yes","2014","college entrance qualification","indirect migration background","","","",""
"Yes","2014","Other degree","no migration background","","","",""
"Yes","2014","Other degree","direct migration background","","","",""
"Yes","2014","Other degree","indirect migration background","","","",""
"Yes","2014","no degree/no degree yet","no migration background","","","",""
"Yes","2014","no degree/no degree yet","direct migration background","","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes","2015","lower secondary degree","no migration background","445","1","1","1"
"Yes","2015","lower secondary degree","direct migration background","31","1","1","1"
"Yes","2015","lower secondary degree","indirect migration background","29","","",""
"Yes","2015","secondary school degree","no migration background","581","1","1","1"
"Yes","2015","secondary school degree","direct migration background","20","","",""
"Yes","2015","secondary school degree","indirect migration background","22","","",""
"Yes","2015","college entrance qualification","no migration background","436","1","1","1"
"Yes","2015","college entrance qualification","direct migration background","16","","",""
"Yes","2015","college entrance qualification","indirect migration background","34","1","1","1"
"Yes","2015","Other degree","no migration background","15","","",""
"Yes","2015","Other degree","direct migration background","152","1","1","1"
"Yes","2015","Other degree","indirect migration background","5","","",""
"Yes","2015","no degree/no degree yet","no migration background","25","","",""
"Yes","2015","no degree/no degree yet","direct migration background","23","","",""
"Yes","2015","no degree/no degree yet","indirect migration background","6","","",""
"Yes","2016","lower secondary degree","no migration background","","","",""
"Yes","2016","lower secondary degree","direct migration background","","","",""
"Yes","2016","lower secondary degree","indirect migration background","","","",""
"Yes","2016","secondary school degree","no migration background","","","",""
"Yes","2016","secondary school degree","direct migration background","","","",""
"Yes","2016","secondary school degree","indirect migration background","","","",""
"Yes","2016","college entrance qualification","no migration background","","","",""
"Yes","2016","college entrance qualification","direct migration background","","","",""
"Yes","2016","college entrance qualification","indirect migration background","","","",""
"Yes","2016","Other degree","no migration background","","","",""
"Yes","2016","Other degree","direct migration background","","","",""
"Yes","2016","Other degree","indirect migration background","","","",""
"Yes","2016","no degree/no degree yet","no migration background","","","",""
"Yes","2016","no degree/no degree yet","direct migration background","","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","","","",""
"Yes","2017","lower secondary degree","no migration background","432","1","1","1"
"Yes","2017","lower secondary degree","direct migration background","35","1","1","1"
"Yes","2017","lower secondary degree","indirect migration background","31","1","1","1"
"Yes","2017","secondary school degree","no migration background","640","1","1","1"
"Yes","2017","secondary school degree","direct migration background","22","","",""
"Yes","2017","secondary school degree","indirect migration background","26","","",""
"Yes","2017","college entrance qualification","no migration background","480","1","1","1"
"Yes","2017","college entrance qualification","direct migration background","24","","",""
"Yes","2017","college entrance qualification","indirect migration background","36","1","1","1"
"Yes","2017","Other degree","no migration background","16","","",""
"Yes","2017","Other degree","direct migration background","184","1","1","1"
"Yes","2017","Other degree","indirect migration background","4","","",""
"Yes","2017","no degree/no degree yet","no migration background","41","1","1","1"
"Yes","2017","no degree/no degree yet","direct migration background","40","1","1","1"
"Yes","2017","no degree/no degree yet","indirect migration background","4","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","479","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","32","1","1","1"
"Yes","2019","lower secondary degree","indirect migration background","32","1","1","1"
"Yes","2019","secondary school degree","no migration background","706","1","1","1"
"Yes","2019","secondary school degree","direct migration background","20","","",""
"Yes","2019","secondary school degree","indirect migration background","39","1","1","1"
"Yes","2019","college entrance qualification","no migration background","612","1","1","1"
"Yes","2019","college entrance qualification","direct migration background","26","","",""
"Yes","2019","college entrance qualification","indirect migration background","63","1","1","1"
"Yes","2019","Other degree","no migration background","20","","",""
"Yes","2019","Other degree","direct migration background","159","1","1","1"
"Yes","2019","Other degree","indirect migration background","4","","",""
"Yes","2019","no degree/no degree yet","no migration background","45","1","1","1"
"Yes","2019","no degree/no degree yet","direct migration background","29","","",""
"Yes","2019","no degree/no degree yet","indirect migration background","10","","",""
