"ple0019","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2010","Other degree","higher education","","","",""
"Yes","2010","no degree/no degree yet","in school","","","",""
"Yes","2010","no degree/no degree yet","inadequately","","","",""
"Yes","2010","no degree/no degree yet","general elemantary","","","",""
"Yes","2010","no degree/no degree yet","middle vocational","","","",""
"Yes","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2010","no degree/no degree yet","higher vocational","","","",""
"Yes","2010","no degree/no degree yet","higher education","","","",""
"Yes","2011","lower secondary degree","in school","","","",""
"Yes","2011","lower secondary degree","inadequately","","","",""
"Yes","2011","lower secondary degree","general elemantary","116","1","1","1"
"Yes","2011","lower secondary degree","middle vocational","278","1","1","1"
"Yes","2011","lower secondary degree","vocational + Abi","","","",""
"Yes","2011","lower secondary degree","higher vocational","22","","",""
"Yes","2011","lower secondary degree","higher education","7","","",""
"Yes","2011","secondary school degree","in school","","","",""
"Yes","2011","secondary school degree","inadequately","","","",""
"Yes","2011","secondary school degree","general elemantary","27","","",""
"Yes","2011","secondary school degree","middle vocational","294","1","1","1"
"Yes","2011","secondary school degree","vocational + Abi","3","","",""
"Yes","2011","secondary school degree","higher vocational","35","1","1","1"
"Yes","2011","secondary school degree","higher education","41","1","1","1"
"Yes","2011","college entrance qualification","in school","","","",""
"Yes","2011","college entrance qualification","inadequately","","","",""
"Yes","2011","college entrance qualification","general elemantary","","","",""
"Yes","2011","college entrance qualification","middle vocational","35","1","1","1"
"Yes","2011","college entrance qualification","vocational + Abi","68","1","1","1"
"Yes","2011","college entrance qualification","higher vocational","14","","",""
"Yes","2011","college entrance qualification","higher education","193","1","1","1"
"Yes","2011","Other degree","in school","","","",""
"Yes","2011","Other degree","inadequately","2","","",""
"Yes","2011","Other degree","general elemantary","12","","",""
"Yes","2011","Other degree","middle vocational","25","","",""
"Yes","2011","Other degree","vocational + Abi","6","","",""
"Yes","2011","Other degree","higher vocational","7","","",""
"Yes","2011","Other degree","higher education","13","","",""
"Yes","2011","no degree/no degree yet","in school","5","","",""
"Yes","2011","no degree/no degree yet","inadequately","16","","",""
"Yes","2011","no degree/no degree yet","general elemantary","","","",""
"Yes","2011","no degree/no degree yet","middle vocational","4","","",""
"Yes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2011","no degree/no degree yet","higher vocational","","","",""
"Yes","2011","no degree/no degree yet","higher education","","","",""
"Yes","2012","lower secondary degree","in school","","","",""
"Yes","2012","lower secondary degree","inadequately","","","",""
"Yes","2012","lower secondary degree","general elemantary","","","",""
"Yes","2012","lower secondary degree","middle vocational","","","",""
"Yes","2012","lower secondary degree","vocational + Abi","","","",""
"Yes","2012","lower secondary degree","higher vocational","","","",""
"Yes","2012","lower secondary degree","higher education","","","",""
"Yes","2012","secondary school degree","in school","","","",""
"Yes","2012","secondary school degree","inadequately","","","",""
"Yes","2012","secondary school degree","general elemantary","","","",""
"Yes","2012","secondary school degree","middle vocational","","","",""
"Yes","2012","secondary school degree","vocational + Abi","","","",""
"Yes","2012","secondary school degree","higher vocational","","","",""
"Yes","2012","secondary school degree","higher education","","","",""
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","","","",""
"Yes","2012","college entrance qualification","vocational + Abi","","","",""
"Yes","2012","college entrance qualification","higher vocational","","","",""
"Yes","2012","college entrance qualification","higher education","","","",""
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","","","",""
"Yes","2012","Other degree","general elemantary","","","",""
"Yes","2012","Other degree","middle vocational","","","",""
"Yes","2012","Other degree","vocational + Abi","","","",""
"Yes","2012","Other degree","higher vocational","","","",""
"Yes","2012","Other degree","higher education","","","",""
"Yes","2012","no degree/no degree yet","in school","","","",""
"Yes","2012","no degree/no degree yet","inadequately","","","",""
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","","","",""
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","","","",""
"Yes","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","107","1","1","1"
"Yes","2013","lower secondary degree","middle vocational","305","1","1","1"
"Yes","2013","lower secondary degree","vocational + Abi","","","",""
"Yes","2013","lower secondary degree","higher vocational","21","","",""
"Yes","2013","lower secondary degree","higher education","10","","",""
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","35","1","1","1"
"Yes","2013","secondary school degree","middle vocational","314","1","1","1"
"Yes","2013","secondary school degree","vocational + Abi","2","","",""
"Yes","2013","secondary school degree","higher vocational","46","1","1","1"
"Yes","2013","secondary school degree","higher education","46","1","1","1"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
"Yes","2013","college entrance qualification","general elemantary","","","",""
"Yes","2013","college entrance qualification","middle vocational","33","1","1","1"
"Yes","2013","college entrance qualification","vocational + Abi","72","1","1","1"
"Yes","2013","college entrance qualification","higher vocational","29","","",""
"Yes","2013","college entrance qualification","higher education","214","1","1","1"
"Yes","2013","Other degree","in school","","","",""
"Yes","2013","Other degree","inadequately","3","","",""
"Yes","2013","Other degree","general elemantary","14","","",""
"Yes","2013","Other degree","middle vocational","26","","",""
"Yes","2013","Other degree","vocational + Abi","12","","",""
"Yes","2013","Other degree","higher vocational","2","","",""
"Yes","2013","Other degree","higher education","15","","",""
"Yes","2013","no degree/no degree yet","in school","3","","",""
"Yes","2013","no degree/no degree yet","inadequately","23","","",""
"Yes","2013","no degree/no degree yet","general elemantary","","","",""
"Yes","2013","no degree/no degree yet","middle vocational","6","","",""
"Yes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2013","no degree/no degree yet","higher vocational","","","",""
"Yes","2013","no degree/no degree yet","higher education","","","",""
"Yes","2014","lower secondary degree","in school","","","",""
"Yes","2014","lower secondary degree","inadequately","","","",""
"Yes","2014","lower secondary degree","general elemantary","","","",""
"Yes","2014","lower secondary degree","middle vocational","","","",""
"Yes","2014","lower secondary degree","vocational + Abi","","","",""
"Yes","2014","lower secondary degree","higher vocational","","","",""
"Yes","2014","lower secondary degree","higher education","","","",""
"Yes","2014","secondary school degree","in school","","","",""
"Yes","2014","secondary school degree","inadequately","","","",""
"Yes","2014","secondary school degree","general elemantary","","","",""
"Yes","2014","secondary school degree","middle vocational","","","",""
"Yes","2014","secondary school degree","vocational + Abi","","","",""
"Yes","2014","secondary school degree","higher vocational","","","",""
"Yes","2014","secondary school degree","higher education","","","",""
"Yes","2014","college entrance qualification","in school","","","",""
"Yes","2014","college entrance qualification","inadequately","","","",""
"Yes","2014","college entrance qualification","general elemantary","","","",""
"Yes","2014","college entrance qualification","middle vocational","","","",""
"Yes","2014","college entrance qualification","vocational + Abi","","","",""
"Yes","2014","college entrance qualification","higher vocational","","","",""
"Yes","2014","college entrance qualification","higher education","","","",""
"Yes","2014","Other degree","in school","","","",""
"Yes","2014","Other degree","inadequately","","","",""
"Yes","2014","Other degree","general elemantary","","","",""
"Yes","2014","Other degree","middle vocational","","","",""
"Yes","2014","Other degree","vocational + Abi","","","",""
"Yes","2014","Other degree","higher vocational","","","",""
"Yes","2014","Other degree","higher education","","","",""
"Yes","2014","no degree/no degree yet","in school","","","",""
"Yes","2014","no degree/no degree yet","inadequately","","","",""
"Yes","2014","no degree/no degree yet","general elemantary","","","",""
"Yes","2014","no degree/no degree yet","middle vocational","","","",""
"Yes","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2014","no degree/no degree yet","higher vocational","","","",""
"Yes","2014","no degree/no degree yet","higher education","","","",""
"Yes","2015","lower secondary degree","in school","","","",""
"Yes","2015","lower secondary degree","inadequately","","","",""
"Yes","2015","lower secondary degree","general elemantary","136","1","1","1"
"Yes","2015","lower secondary degree","middle vocational","343","1","1","1"
"Yes","2015","lower secondary degree","vocational + Abi","","","",""
"Yes","2015","lower secondary degree","higher vocational","19","","",""
"Yes","2015","lower secondary degree","higher education","7","","",""
"Yes","2015","secondary school degree","in school","","","",""
"Yes","2015","secondary school degree","inadequately","","","",""
"Yes","2015","secondary school degree","general elemantary","50","1","1","1"
"Yes","2015","secondary school degree","middle vocational","447","1","1","1"
"Yes","2015","secondary school degree","vocational + Abi","3","","",""
"Yes","2015","secondary school degree","higher vocational","63","1","1","1"
"Yes","2015","secondary school degree","higher education","60","1","1","1"
"Yes","2015","college entrance qualification","in school","","","",""
"Yes","2015","college entrance qualification","inadequately","","","",""
"Yes","2015","college entrance qualification","general elemantary","","","",""
"Yes","2015","college entrance qualification","middle vocational","55","1","1","1"
"Yes","2015","college entrance qualification","vocational + Abi","119","1","1","1"
"Yes","2015","college entrance qualification","higher vocational","33","1","1","1"
"Yes","2015","college entrance qualification","higher education","279","1","1","1"
"Yes","2015","Other degree","in school","","","",""
"Yes","2015","Other degree","inadequately","4","","",""
"Yes","2015","Other degree","general elemantary","33","1","1","1"
"Yes","2015","Other degree","middle vocational","57","1","1","1"
"Yes","2015","Other degree","vocational + Abi","38","1","1","1"
"Yes","2015","Other degree","higher vocational","2","","",""
"Yes","2015","Other degree","higher education","38","1","1","1"
"Yes","2015","no degree/no degree yet","in school","9","","",""
"Yes","2015","no degree/no degree yet","inadequately","37","1","1","1"
"Yes","2015","no degree/no degree yet","general elemantary","","","",""
"Yes","2015","no degree/no degree yet","middle vocational","7","","",""
"Yes","2015","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2015","no degree/no degree yet","higher vocational","1","","",""
"Yes","2015","no degree/no degree yet","higher education","","","",""
"Yes","2016","lower secondary degree","in school","","","",""
"Yes","2016","lower secondary degree","inadequately","","","",""
"Yes","2016","lower secondary degree","general elemantary","","","",""
"Yes","2016","lower secondary degree","middle vocational","","","",""
"Yes","2016","lower secondary degree","vocational + Abi","","","",""
"Yes","2016","lower secondary degree","higher vocational","","","",""
"Yes","2016","lower secondary degree","higher education","","","",""
"Yes","2016","secondary school degree","in school","","","",""
"Yes","2016","secondary school degree","inadequately","","","",""
"Yes","2016","secondary school degree","general elemantary","","","",""
"Yes","2016","secondary school degree","middle vocational","","","",""
"Yes","2016","secondary school degree","vocational + Abi","","","",""
"Yes","2016","secondary school degree","higher vocational","","","",""
"Yes","2016","secondary school degree","higher education","","","",""
"Yes","2016","college entrance qualification","in school","","","",""
"Yes","2016","college entrance qualification","inadequately","","","",""
"Yes","2016","college entrance qualification","general elemantary","","","",""
"Yes","2016","college entrance qualification","middle vocational","","","",""
"Yes","2016","college entrance qualification","vocational + Abi","","","",""
"Yes","2016","college entrance qualification","higher vocational","","","",""
"Yes","2016","college entrance qualification","higher education","","","",""
"Yes","2016","Other degree","in school","","","",""
"Yes","2016","Other degree","inadequately","","","",""
"Yes","2016","Other degree","general elemantary","","","",""
"Yes","2016","Other degree","middle vocational","","","",""
"Yes","2016","Other degree","vocational + Abi","","","",""
"Yes","2016","Other degree","higher vocational","","","",""
"Yes","2016","Other degree","higher education","","","",""
"Yes","2016","no degree/no degree yet","in school","","","",""
"Yes","2016","no degree/no degree yet","inadequately","","","",""
"Yes","2016","no degree/no degree yet","general elemantary","","","",""
"Yes","2016","no degree/no degree yet","middle vocational","","","",""
"Yes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2016","no degree/no degree yet","higher vocational","","","",""
"Yes","2016","no degree/no degree yet","higher education","","","",""
"Yes","2017","lower secondary degree","in school","","","",""
"Yes","2017","lower secondary degree","inadequately","","","",""
"Yes","2017","lower secondary degree","general elemantary","138","1","1","1"
"Yes","2017","lower secondary degree","middle vocational","324","1","1","1"
"Yes","2017","lower secondary degree","vocational + Abi","","","",""
"Yes","2017","lower secondary degree","higher vocational","27","","",""
"Yes","2017","lower secondary degree","higher education","9","","",""
"Yes","2017","secondary school degree","in school","","","",""
"Yes","2017","secondary school degree","inadequately","","","",""
"Yes","2017","secondary school degree","general elemantary","81","1","1","1"
"Yes","2017","secondary school degree","middle vocational","488","1","1","1"
"Yes","2017","secondary school degree","vocational + Abi","3","","",""
"Yes","2017","secondary school degree","higher vocational","59","1","1","1"
"Yes","2017","secondary school degree","higher education","57","1","1","1"
"Yes","2017","college entrance qualification","in school","","","",""
"Yes","2017","college entrance qualification","inadequately","","","",""
"Yes","2017","college entrance qualification","general elemantary","","","",""
"Yes","2017","college entrance qualification","middle vocational","71","1","1","1"
"Yes","2017","college entrance qualification","vocational + Abi","143","1","1","1"
"Yes","2017","college entrance qualification","higher vocational","33","1","1","1"
"Yes","2017","college entrance qualification","higher education","293","1","1","1"
"Yes","2017","Other degree","in school","","","",""
"Yes","2017","Other degree","inadequately","3","","",""
"Yes","2017","Other degree","general elemantary","37","1","1","1"
"Yes","2017","Other degree","middle vocational","60","1","1","1"
"Yes","2017","Other degree","vocational + Abi","47","1","1","1"
"Yes","2017","Other degree","higher vocational","2","","",""
"Yes","2017","Other degree","higher education","55","1","1","1"
"Yes","2017","no degree/no degree yet","in school","9","","",""
"Yes","2017","no degree/no degree yet","inadequately","61","1","1","1"
"Yes","2017","no degree/no degree yet","general elemantary","","","",""
"Yes","2017","no degree/no degree yet","middle vocational","13","","",""
"Yes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2017","no degree/no degree yet","higher vocational","2","","",""
"Yes","2017","no degree/no degree yet","higher education","","","",""
"Yes","2018","lower secondary degree","in school","","","",""
"Yes","2018","lower secondary degree","inadequately","","","",""
"Yes","2018","lower secondary degree","general elemantary","","","",""
"Yes","2018","lower secondary degree","middle vocational","","","",""
"Yes","2018","lower secondary degree","vocational + Abi","","","",""
"Yes","2018","lower secondary degree","higher vocational","","","",""
"Yes","2018","lower secondary degree","higher education","","","",""
"Yes","2018","secondary school degree","in school","","","",""
"Yes","2018","secondary school degree","inadequately","","","",""
"Yes","2018","secondary school degree","general elemantary","","","",""
"Yes","2018","secondary school degree","middle vocational","","","",""
"Yes","2018","secondary school degree","vocational + Abi","","","",""
"Yes","2018","secondary school degree","higher vocational","","","",""
"Yes","2018","secondary school degree","higher education","","","",""
"Yes","2018","college entrance qualification","in school","","","",""
"Yes","2018","college entrance qualification","inadequately","","","",""
"Yes","2018","college entrance qualification","general elemantary","","","",""
"Yes","2018","college entrance qualification","middle vocational","","","",""
"Yes","2018","college entrance qualification","vocational + Abi","","","",""
"Yes","2018","college entrance qualification","higher vocational","","","",""
"Yes","2018","college entrance qualification","higher education","","","",""
"Yes","2018","Other degree","in school","","","",""
"Yes","2018","Other degree","inadequately","","","",""
"Yes","2018","Other degree","general elemantary","","","",""
"Yes","2018","Other degree","middle vocational","","","",""
"Yes","2018","Other degree","vocational + Abi","","","",""
"Yes","2018","Other degree","higher vocational","","","",""
"Yes","2018","Other degree","higher education","","","",""
"Yes","2018","no degree/no degree yet","in school","","","",""
"Yes","2018","no degree/no degree yet","inadequately","","","",""
"Yes","2018","no degree/no degree yet","general elemantary","","","",""
"Yes","2018","no degree/no degree yet","middle vocational","","","",""
"Yes","2018","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2018","no degree/no degree yet","higher vocational","","","",""
"Yes","2018","no degree/no degree yet","higher education","","","",""
"Yes","2019","lower secondary degree","in school","","","",""
"Yes","2019","lower secondary degree","inadequately","","","",""
"Yes","2019","lower secondary degree","general elemantary","145","1","1","1"
"Yes","2019","lower secondary degree","middle vocational","361","1","1","1"
"Yes","2019","lower secondary degree","vocational + Abi","","","",""
"Yes","2019","lower secondary degree","higher vocational","30","1","1","1"
"Yes","2019","lower secondary degree","higher education","7","","",""
"Yes","2019","secondary school degree","in school","","","",""
"Yes","2019","secondary school degree","inadequately","","","",""
"Yes","2019","secondary school degree","general elemantary","84","1","1","1"
"Yes","2019","secondary school degree","middle vocational","560","1","1","1"
"Yes","2019","secondary school degree","vocational + Abi","2","","",""
"Yes","2019","secondary school degree","higher vocational","61","1","1","1"
"Yes","2019","secondary school degree","higher education","58","1","1","1"
"Yes","2019","college entrance qualification","in school","","","",""
"Yes","2019","college entrance qualification","inadequately","","","",""
"Yes","2019","college entrance qualification","general elemantary","","","",""
"Yes","2019","college entrance qualification","middle vocational","104","1","1","1"
"Yes","2019","college entrance qualification","vocational + Abi","173","1","1","1"
"Yes","2019","college entrance qualification","higher vocational","37","1","1","1"
"Yes","2019","college entrance qualification","higher education","387","1","1","1"
"Yes","2019","Other degree","in school","","","",""
"Yes","2019","Other degree","inadequately","5","","",""
"Yes","2019","Other degree","general elemantary","25","","",""
"Yes","2019","Other degree","middle vocational","63","1","1","1"
"Yes","2019","Other degree","vocational + Abi","30","1","1","1"
"Yes","2019","Other degree","higher vocational","3","","",""
"Yes","2019","Other degree","higher education","57","1","1","1"
"Yes","2019","no degree/no degree yet","in school","17","","",""
"Yes","2019","no degree/no degree yet","inadequately","53","1","1","1"
"Yes","2019","no degree/no degree yet","general elemantary","","","",""
"Yes","2019","no degree/no degree yet","middle vocational","14","","",""
"Yes","2019","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2019","no degree/no degree yet","higher vocational","","","",""
"Yes","2019","no degree/no degree yet","higher education","","","",""
