"ple0019","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2010","no migration background","inadequately","","","","","2"
"No","2010","no migration background","general elemantary","","","","","2"
"No","2010","no migration background","middle vocational","","","","","2"
"No","2010","no migration background","vocational + Abi","","","","","2"
"Yes","2010","direct migration background","general elemantary","","","","","1"
"Yes","2010","direct migration background","middle vocational","","","","","1"
"Yes","2010","direct migration background","vocational + Abi","","","","","1"
"Yes","2010","direct migration background","higher vocational","","","","","1"
"Yes","2010","no migration background","in school","","","","","1"
"Yes","2010","no migration background","inadequately","","","","","1"
"Yes","2010","no migration background","general elemantary","","","","","1"
"Yes","2010","no migration background","middle vocational","","","","","1"
"Yes","2010","no migration background","vocational + Abi","","","","","1"
"Yes","2010","no migration background","higher vocational","","","","","1"
"Yes","2010","no migration background","higher education","","","","","1"
"Yes","2010","direct migration background","in school","","","","","1"
"Yes","2010","direct migration background","inadequately","","","","","1"
"Yes","2010","direct migration background","higher education","","","","","1"
"Yes","2010","indirect migration background","in school","","","","","1"
"Yes","2010","indirect migration background","inadequately","","","","","1"
"Yes","2010","indirect migration background","general elemantary","","","","","1"
"Yes","2010","indirect migration background","middle vocational","","","","","1"
"Yes","2010","indirect migration background","vocational + Abi","","","","","1"
"Yes","2010","indirect migration background","higher vocational","","","","","1"
"Yes","2010","indirect migration background","higher education","","","","","1"
"No","2011","direct migration background","higher vocational","83","0.796059628397979","0.714606350317832","0.877512906478126","2"
"No","2011","direct migration background","middle vocational","737","0.954803508140159","0.940149757161115","0.969457259119203","2"
"No","2011","direct migration background","vocational + Abi","200","0.969762025754402","0.946656503107428","0.992867548401376","2"
"No","2011","direct migration background","higher education","349","0.946044442429152","0.923054652757485","0.969034232100819","2"
"No","2011","indirect migration background","in school","56","0.959051187494629","0.908050545393463","1.01005182959579","2"
"No","2011","no migration background","higher vocational","1258","0.953613867856501","0.942285053556659","0.964942682156343","2"
"No","2011","indirect migration background","inadequately","15","","","","2"
"No","2011","indirect migration background","general elemantary","119","0.901260638345601","0.850370751517075","0.952150525174126","2"
"No","2011","no migration background","higher education","3892","0.942825565431422","0.935736057425581","0.949915073437264","2"
"No","2011","direct migration background","in school","13","","","","2"
"No","2011","direct migration background","inadequately","88","0.846656916757759","0.77531892502399","0.917994908491527","2"
"No","2011","indirect migration background","middle vocational","316","0.945601834184234","0.921458651357016","0.969745017011451","2"
"No","2011","indirect migration background","vocational + Abi","45","0.957710109559812","0.899552775375893","1.01586744374373","2"
"No","2011","indirect migration background","higher vocational","35","0.986537517527496","0.94889174453907","1.02418329051592","2"
"No","2011","indirect migration background","higher education","103","0.954706717858552","0.915668792655483","0.993744643061621","2"
"No","2011","direct migration background","general elemantary","397","0.937495079789911","0.914316721031754","0.960673438548068","2"
"No","2011","no migration background","in school","239","0.989573434785919","0.976775642590073","1.00237122698177","2"
"No","2011","no migration background","inadequately","112","0.965007886740942","0.932129690368982","0.997886083112903","2"
"No","2011","no migration background","general elemantary","1517","0.937756692494121","0.926053208417399","0.949460176570843","2"
"No","2011","no migration background","middle vocational","8853","0.930932727582389","0.925816776120572","0.936048679044205","2"
"No","2011","no migration background","vocational + Abi","887","0.925189340896823","0.908477408596893","0.941901273196753","2"
"Yes","2011","no migration background","higher education","228","0.0571744345685774","0.0500849265627356","0.0642639425744193","1"
"Yes","2011","direct migration background","in school","","","","","1"
"Yes","2011","direct migration background","inadequately","10","","","","1"
"Yes","2011","direct migration background","general elemantary","22","","","","1"
"Yes","2011","no migration background","higher vocational","66","0.0463861321434991","0.0350573178436573","0.0577149464433409","1"
"Yes","2011","indirect migration background","higher vocational","1","","","","1"
"Yes","2011","indirect migration background","higher education","6","","","","1"
"Yes","2011","direct migration background","middle vocational","35","0.0451964918598408","0.0305427408807972","0.0598502428388844","1"
"Yes","2011","direct migration background","vocational + Abi","11","","","","1"
"Yes","2011","direct migration background","higher vocational","11","","","","1"
"Yes","2011","no migration background","in school","3","","","","1"
"Yes","2011","no migration background","inadequately","8","","","","1"
"Yes","2011","no migration background","general elemantary","120","0.062243307505879","0.0505398234291566","0.0739467915826014","1"
"Yes","2011","no migration background","middle vocational","584","0.0690672724176111","0.0639513209557946","0.0741832238794276","1"
"Yes","2011","no migration background","vocational + Abi","65","0.0748106591031772","0.0580987268032472","0.0915225914031072","1"
"Yes","2011","indirect migration background","vocational + Abi","1","","","","1"
"Yes","2011","direct migration background","higher education","22","","","","1"
"Yes","2011","indirect migration background","in school","2","","","","1"
"Yes","2011","indirect migration background","inadequately","","","","","1"
"Yes","2011","indirect migration background","general elemantary","13","","","","1"
"Yes","2011","indirect migration background","middle vocational","23","","","","1"
"No","2012","indirect migration background","higher vocational","","","","","2"
"No","2012","indirect migration background","higher education","","","","","2"
"No","2012","direct migration background","middle vocational","","","","","2"
"No","2012","indirect migration background","vocational + Abi","","","","","2"
"No","2012","direct migration background","vocational + Abi","","","","","2"
"No","2012","direct migration background","higher vocational","","","","","2"
"No","2012","direct migration background","higher education","","","","","2"
"No","2012","indirect migration background","in school","","","","","2"
"No","2012","indirect migration background","inadequately","","","","","2"
"No","2012","indirect migration background","general elemantary","","","","","2"
"No","2012","indirect migration background","middle vocational","","","","","2"
"No","2012","no migration background","higher vocational","","","","","2"
"No","2012","no migration background","higher education","","","","","2"
"No","2012","direct migration background","in school","","","","","2"
"No","2012","direct migration background","inadequately","","","","","2"
"No","2012","direct migration background","general elemantary","","","","","2"
"No","2012","no migration background","in school","","","","","2"
"No","2012","no migration background","inadequately","","","","","2"
"No","2012","no migration background","general elemantary","","","","","2"
"No","2012","no migration background","middle vocational","","","","","2"
"No","2012","no migration background","vocational + Abi","","","","","2"
"Yes","2012","indirect migration background","general elemantary","","","","","1"
"Yes","2012","indirect migration background","middle vocational","","","","","1"
"Yes","2012","indirect migration background","vocational + Abi","","","","","1"
"Yes","2012","indirect migration background","higher vocational","","","","","1"
"Yes","2012","indirect migration background","higher education","","","","","1"
"Yes","2012","no migration background","middle vocational","","","","","1"
"Yes","2012","no migration background","vocational + Abi","","","","","1"
"Yes","2012","no migration background","higher vocational","","","","","1"
"Yes","2012","no migration background","higher education","","","","","1"
"Yes","2012","no migration background","general elemantary","","","","","1"
"Yes","2012","direct migration background","in school","","","","","1"
"Yes","2012","direct migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","general elemantary","","","","","1"
"Yes","2012","indirect migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","middle vocational","","","","","1"
"Yes","2012","direct migration background","vocational + Abi","","","","","1"
"Yes","2012","direct migration background","higher vocational","","","","","1"
"Yes","2012","no migration background","in school","","","","","1"
"Yes","2012","no migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","higher education","","","","","1"
"Yes","2012","indirect migration background","in school","","","","","1"
"No","2013","indirect migration background","general elemantary","104","0.845342243183377","0.779824745875839","0.910859740490914","2"
"No","2013","indirect migration background","middle vocational","283","0.925687124487458","0.896348277097239","0.955025971877677","2"
"No","2013","indirect migration background","vocational + Abi","34","0.961028525963436","0.898671013131531","1.02338603879534","2"
"No","2013","indirect migration background","higher vocational","29","","","","2"
"No","2013","indirect migration background","inadequately","11","","","","2"
"No","2013","indirect migration background","higher education","106","0.945700056830587","0.904102094198943","0.98729801946223","2"
"No","2013","direct migration background","middle vocational","593","0.920806619340058","0.89981972428136","0.941793514398756","2"
"No","2013","direct migration background","vocational + Abi","176","0.947430410151536","0.915613489604145","0.979247330698928","2"
"No","2013","direct migration background","higher vocational","67","0.92138883307051","0.859223904840138","0.983553761300883","2"
"No","2013","direct migration background","higher education","333","0.946351603260607","0.922912631839754","0.969790574681459","2"
"No","2013","indirect migration background","in school","52","0.993723488881468","0.972461588197323","1.01498538956561","2"
"No","2013","no migration background","higher vocational","1139","0.925555638698607","0.910892186284119","0.940219091113095","2"
"No","2013","no migration background","higher education","3753","0.933473100675099","0.925759101147698","0.941187100202501","2"
"No","2013","direct migration background","in school","11","","","","2"
"No","2013","direct migration background","inadequately","57","0.80706091043501","0.712573497407357","0.901548323462664","2"
"No","2013","direct migration background","general elemantary","317","0.937637276842831","0.911819840876298","0.963454712809364","2"
"No","2013","no migration background","in school","194","0.993500518874652","0.98225075393952","1.00475028380978","2"
"No","2013","no migration background","inadequately","101","0.88653599147443","0.828569579649778","0.944502403299082","2"
"No","2013","no migration background","general elemantary","1289","0.909268050651853","0.894286497853441","0.924249603450265","2"
"No","2013","no migration background","middle vocational","7887","0.920768199839053","0.915031591733641","0.926504807944465","2"
"No","2013","no migration background","vocational + Abi","807","0.908746509697279","0.889687759644022","0.927805259750536","2"
"Yes","2013","indirect migration background","middle vocational","24","","","","1"
"Yes","2013","indirect migration background","vocational + Abi","3","","","","1"
"Yes","2013","indirect migration background","higher vocational","1","","","","1"
"Yes","2013","indirect migration background","higher education","8","","","","1"
"Yes","2013","indirect migration background","general elemantary","13","","","","1"
"Yes","2013","no migration background","in school","2","","","","1"
"Yes","2013","no migration background","inadequately","14","","","","1"
"Yes","2013","no migration background","general elemantary","123","0.0907319493481472","0.0757503965497355","0.105713502146559","1"
"Yes","2013","no migration background","middle vocational","629","0.0792318001609472","0.0734951920555353","0.0849684082663591","1"
"Yes","2013","direct migration background","higher vocational","5","","","","1"
"Yes","2013","direct migration background","higher education","22","","","","1"
"Yes","2013","indirect migration background","in school","1","","","","1"
"Yes","2013","indirect migration background","inadequately","2","","","","1"
"Yes","2013","no migration background","vocational + Abi","70","0.091253490302721","0.072194740249464","0.110312240355978","1"
"Yes","2013","no migration background","higher vocational","92","0.0744443613013931","0.0597809088869052","0.089107813715881","1"
"Yes","2013","no migration background","higher education","256","0.0665268993249005","0.0588128997974992","0.0742408988523018","1"
"Yes","2013","direct migration background","in school","","","","","1"
"Yes","2013","direct migration background","inadequately","10","","","","1"
"Yes","2013","direct migration background","general elemantary","20","","","","1"
"Yes","2013","direct migration background","middle vocational","43","0.0791933806599421","0.0582064856012442","0.10018027571864","1"
"Yes","2013","direct migration background","vocational + Abi","13","","","","1"
"No","2014","direct migration background","higher education","","","","","2"
"No","2014","direct migration background","higher vocational","","","","","2"
"No","2014","indirect migration background","in school","","","","","2"
"No","2014","indirect migration background","inadequately","","","","","2"
"No","2014","indirect migration background","general elemantary","","","","","2"
"No","2014","no migration background","higher vocational","","","","","2"
"No","2014","no migration background","higher education","","","","","2"
"No","2014","indirect migration background","middle vocational","","","","","2"
"No","2014","indirect migration background","vocational + Abi","","","","","2"
"No","2014","indirect migration background","higher vocational","","","","","2"
"No","2014","direct migration background","in school","","","","","2"
"No","2014","indirect migration background","higher education","","","","","2"
"No","2014","direct migration background","inadequately","","","","","2"
"No","2014","direct migration background","general elemantary","","","","","2"
"No","2014","direct migration background","middle vocational","","","","","2"
"No","2014","direct migration background","vocational + Abi","","","","","2"
"No","2014","no migration background","in school","","","","","2"
"No","2014","no migration background","inadequately","","","","","2"
"No","2014","no migration background","general elemantary","","","","","2"
"No","2014","no migration background","middle vocational","","","","","2"
"No","2014","no migration background","vocational + Abi","","","","","2"
"Yes","2014","indirect migration background","general elemantary","","","","","1"
"Yes","2014","indirect migration background","middle vocational","","","","","1"
"Yes","2014","indirect migration background","vocational + Abi","","","","","1"
"Yes","2014","indirect migration background","higher vocational","","","","","1"
"Yes","2014","indirect migration background","higher education","","","","","1"
"Yes","2014","direct migration background","general elemantary","","","","","1"
"Yes","2014","direct migration background","middle vocational","","","","","1"
"Yes","2014","direct migration background","vocational + Abi","","","","","1"
"Yes","2014","direct migration background","higher vocational","","","","","1"
"Yes","2014","no migration background","in school","","","","","1"
"Yes","2014","direct migration background","higher education","","","","","1"
"Yes","2014","no migration background","inadequately","","","","","1"
"Yes","2014","no migration background","general elemantary","","","","","1"
"Yes","2014","no migration background","middle vocational","","","","","1"
"Yes","2014","indirect migration background","in school","","","","","1"
"Yes","2014","indirect migration background","inadequately","","","","","1"
"Yes","2014","no migration background","vocational + Abi","","","","","1"
"Yes","2014","no migration background","higher vocational","","","","","1"
"Yes","2014","no migration background","higher education","","","","","1"
"Yes","2014","direct migration background","inadequately","","","","","1"
"Yes","2014","direct migration background","in school","","","","","1"
"No","2015","direct migration background","general elemantary","714","0.895233004261052","0.873601684559557","0.916864323962547","2"
"No","2015","direct migration background","middle vocational","1413","0.930196889421407","0.917254168949607","0.943139609893207","2"
"No","2015","direct migration background","vocational + Abi","580","0.930156533976205","0.910093659382695","0.950219408569714","2"
"No","2015","direct migration background","higher vocational","92","0.949614082322675","0.906306572481844","0.992921592163506","2"
"No","2015","direct migration background","higher education","930","0.952194278816819","0.938815898736012","0.965572658897626","2"
"No","2015","indirect migration background","in school","96","0.968101020318","0.933484833291552","1.00271720734445","2"
"No","2015","indirect migration background","inadequately","32","0.912045002357687","0.819525085195991","1.00456491951938","2"
"No","2015","indirect migration background","general elemantary","288","0.933531399001686","0.905712145838637","0.961350652164736","2"
"No","2015","no migration background","higher vocational","1268","0.9208010698145","0.906532467318357","0.935069672310643","2"
"No","2015","no migration background","higher education","4336","0.925639818495801","0.918108001236765","0.933171635754837","2"
"No","2015","direct migration background","in school","33","0.981632421036223","0.936497879316983","1.02676696275546","2"
"No","2015","direct migration background","inadequately","197","0.848389355726872","0.800671526755532","0.896107184698213","2"
"No","2015","indirect migration background","middle vocational","623","0.946140163240135","0.928944087395232","0.963336239085038","2"
"No","2015","indirect migration background","vocational + Abi","104","0.926332729969888","0.878167940991255","0.974497518948521","2"
"No","2015","indirect migration background","higher vocational","52","0.944411781531754","0.885445170259241","1.00337839280427","2"
"No","2015","indirect migration background","higher education","239","0.939765254410165","0.910563346101828","0.968967162718501","2"
"No","2015","no migration background","vocational + Abi","1117","0.908430709890645","0.892299396261718","0.924562023519571","2"
"No","2015","no migration background","in school","214","0.949973071240015","0.921100623648967","0.978845518831063","2"
"No","2015","no migration background","inadequately","142","0.902278652183765","0.856124094418324","0.948433209949207","2"
"No","2015","no migration background","general elemantary","1467","0.912565456829845","0.898767693593175","0.926363220066515","2"
"No","2015","no migration background","middle vocational","8749","0.910127040755178","0.904394004677407","0.91586007683295","2"
"Yes","2015","indirect migration background","general elemantary","20","","","","1"
"Yes","2015","indirect migration background","middle vocational","39","0.0538598367598651","0.0366637609149619","0.0710559126047683","1"
"Yes","2015","indirect migration background","vocational + Abi","9","","","","1"
"Yes","2015","indirect migration background","higher vocational","6","","","","1"
"Yes","2015","indirect migration background","higher education","16","","","","1"
"Yes","2015","direct migration background","vocational + Abi","40","0.0698434660237953","0.0497805914302855","0.0899063406173052","1"
"Yes","2015","direct migration background","higher vocational","6","","","","1"
"Yes","2015","direct migration background","higher education","47","0.0478057211831812","0.0344273411023744","0.0611841012639879","1"
"Yes","2015","indirect migration background","in school","3","","","","1"
"Yes","2015","indirect migration background","inadequately","4","","","","1"
"Yes","2015","no migration background","higher education","325","0.0743601815041993","0.0668283642451635","0.0818919987632351","1"
"Yes","2015","direct migration background","in school","1","","","","1"
"Yes","2015","direct migration background","inadequately","20","","","","1"
"Yes","2015","direct migration background","general elemantary","56","0.104766995738948","0.083135676037453","0.126398315440443","1"
"Yes","2015","direct migration background","middle vocational","76","0.0698031105785928","0.0568603901067928","0.0827458310503928","1"
"Yes","2015","no migration background","in school","5","","","","1"
"Yes","2015","no migration background","higher vocational","108","0.0791989301854998","0.0649303276893566","0.0934675326816429","1"
"Yes","2015","no migration background","inadequately","17","","","","1"
"Yes","2015","no migration background","general elemantary","143","0.0874345431701551","0.073636779933485","0.101232306406825","1"
"Yes","2015","no migration background","middle vocational","811","0.0898729592448215","0.0841399231670499","0.0956059953225932","1"
"Yes","2015","no migration background","vocational + Abi","111","0.0915692901093555","0.075437976480429","0.107700603738282","1"
"No","2016","no migration background","higher education","","","","","2"
"No","2016","direct migration background","in school","","","","","2"
"No","2016","indirect migration background","higher vocational","","","","","2"
"No","2016","indirect migration background","higher education","","","","","2"
"No","2016","direct migration background","inadequately","","","","","2"
"No","2016","direct migration background","general elemantary","","","","","2"
"No","2016","direct migration background","middle vocational","","","","","2"
"No","2016","no migration background","higher vocational","","","","","2"
"No","2016","direct migration background","vocational + Abi","","","","","2"
"No","2016","direct migration background","higher vocational","","","","","2"
"No","2016","direct migration background","higher education","","","","","2"
"No","2016","indirect migration background","vocational + Abi","","","","","2"
"No","2016","indirect migration background","in school","","","","","2"
"No","2016","indirect migration background","inadequately","","","","","2"
"No","2016","indirect migration background","general elemantary","","","","","2"
"No","2016","indirect migration background","middle vocational","","","","","2"
"No","2016","no migration background","in school","","","","","2"
"No","2016","no migration background","inadequately","","","","","2"
"No","2016","no migration background","general elemantary","","","","","2"
"No","2016","no migration background","middle vocational","","","","","2"
"No","2016","no migration background","vocational + Abi","","","","","2"
"Yes","2016","indirect migration background","general elemantary","","","","","1"
"Yes","2016","indirect migration background","middle vocational","","","","","1"
"Yes","2016","indirect migration background","vocational + Abi","","","","","1"
"Yes","2016","indirect migration background","higher vocational","","","","","1"
"Yes","2016","indirect migration background","higher education","","","","","1"
"Yes","2016","direct migration background","vocational + Abi","","","","","1"
"Yes","2016","direct migration background","higher vocational","","","","","1"
"Yes","2016","direct migration background","higher education","","","","","1"
"Yes","2016","indirect migration background","in school","","","","","1"
"Yes","2016","indirect migration background","inadequately","","","","","1"
"Yes","2016","no migration background","middle vocational","","","","","1"
"Yes","2016","no migration background","vocational + Abi","","","","","1"
"Yes","2016","no migration background","higher vocational","","","","","1"
"Yes","2016","no migration background","higher education","","","","","1"
"Yes","2016","direct migration background","in school","","","","","1"
"Yes","2016","direct migration background","inadequately","","","","","1"
"Yes","2016","direct migration background","general elemantary","","","","","1"
"Yes","2016","no migration background","general elemantary","","","","","1"
"Yes","2016","direct migration background","middle vocational","","","","","1"
"Yes","2016","no migration background","in school","","","","","1"
"Yes","2016","no migration background","inadequately","","","","","1"
"No","2017","no migration background","middle vocational","9028","0.911880537913357","0.906286770066213","0.9174743057605","2"
"No","2017","no migration background","vocational + Abi","1309","0.893913909200959","0.878019568010935","0.909808250390983","2"
"No","2017","no migration background","higher vocational","1290","0.924154291012489","0.910266181521257","0.93804240050372","2"
"No","2017","no migration background","higher education","4744","0.923611908237779","0.916305530830378","0.930918285645179","2"
"No","2017","direct migration background","in school","34","1","1","1","2"
"No","2017","no migration background","general elemantary","1539","0.895593769790345","0.881138410451926","0.910049129128765","2"
"No","2017","indirect migration background","general elemantary","261","0.931332229028018","0.901764108346616","0.96090034970942","2"
"No","2017","indirect migration background","middle vocational","678","0.928339633484298","0.9095260098886","0.947153257079996","2"
"No","2017","indirect migration background","vocational + Abi","123","0.976799167666836","0.950921159947594","1.00267717538608","2"
"No","2017","indirect migration background","higher vocational","51","0.960646862758809","0.91103407285352","1.0102596526641","2"
"No","2017","indirect migration background","higher education","264","0.933161334113914","0.904115679084019","0.962206989143808","2"
"No","2017","direct migration background","inadequately","215","0.791555929879497","0.741103278611508","0.842008581147487","2"
"No","2017","direct migration background","general elemantary","710","0.909964008704149","0.889694002151454","0.930234015256844","2"
"No","2017","direct migration background","middle vocational","1460","0.938306502398361","0.926328778408091","0.950284226388631","2"
"No","2017","no migration background","in school","281","0.963207706632698","0.941541269742913","0.984874143522482","2"
"No","2017","no migration background","inadequately","143","0.844512037349569","0.789878911770815","0.899145162928323","2"
"No","2017","indirect migration background","inadequately","35","0.930871051580068","0.851256853476565","1.01048524968357","2"
"No","2017","direct migration background","vocational + Abi","601","0.903993522265639","0.881415175206779","0.9265718693245","2"
"No","2017","direct migration background","higher vocational","82","0.893670848665672","0.830336054357093","0.957005642974252","2"
"No","2017","direct migration background","higher education","1124","0.937599633614678","0.923874071058222","0.951325196171134","2"
"No","2017","indirect migration background","in school","88","1","1","1","2"
"Yes","2017","indirect migration background","general elemantary","20","","","","1"
"Yes","2017","indirect migration background","middle vocational","44","0.0716603665157017","0.0528467429200037","0.0904739901113997","1"
"Yes","2017","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2017","indirect migration background","higher vocational","8","","","","1"
"Yes","2017","indirect migration background","higher education","20","","","","1"
"Yes","2017","direct migration background","vocational + Abi","53","0.0960064777343606","0.0734281306755004","0.118584824793221","1"
"Yes","2017","no migration background","in school","9","","","","1"
"Yes","2017","no migration background","inadequately","26","","","","1"
"Yes","2017","no migration background","general elemantary","180","0.104406230209655","0.0899508708712352","0.118861589548075","1"
"Yes","2017","no migration background","middle vocational","837","0.0881194620866432","0.0825256942395","0.0937132299337865","1"
"Yes","2017","direct migration background","higher vocational","9","","","","1"
"Yes","2017","direct migration background","higher education","69","0.062400366385322","0.0486748038288661","0.0761259289417779","1"
"Yes","2017","indirect migration background","in school","","","","","1"
"Yes","2017","no migration background","vocational + Abi","133","0.106086090799041","0.0901917496090172","0.121980431989065","1"
"Yes","2017","no migration background","higher vocational","106","0.0758457089875112","0.0619575994962799","0.0897338184787425","1"
"Yes","2017","indirect migration background","inadequately","4","","","","1"
"Yes","2017","no migration background","higher education","333","0.0763880917622214","0.0690817143548207","0.0836944691696221","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","direct migration background","general elemantary","56","0.090035991295851","0.0697659847431557","0.110305997848546","1"
"Yes","2017","direct migration background","middle vocational","90","0.0616934976016393","0.0497157736113694","0.0736712215919092","1"
"Yes","2017","direct migration background","inadequately","34","0.208444070120503","0.157991418852513","0.258896721388492","1"
"No","2018","no migration background","in school","","","","","2"
"No","2018","no migration background","inadequately","","","","","2"
"No","2018","no migration background","general elemantary","","","","","2"
"No","2018","no migration background","middle vocational","","","","","2"
"No","2018","no migration background","vocational + Abi","","","","","2"
"No","2018","no migration background","higher vocational","","","","","2"
"No","2018","no migration background","higher education","","","","","2"
"No","2018","direct migration background","in school","","","","","2"
"No","2018","direct migration background","higher vocational","","","","","2"
"No","2018","direct migration background","higher education","","","","","2"
"No","2018","indirect migration background","in school","","","","","2"
"No","2018","indirect migration background","inadequately","","","","","2"
"No","2018","indirect migration background","general elemantary","","","","","2"
"No","2018","indirect migration background","middle vocational","","","","","2"
"No","2018","indirect migration background","vocational + Abi","","","","","2"
"No","2018","indirect migration background","higher vocational","","","","","2"
"No","2018","indirect migration background","higher education","","","","","2"
"No","2018","direct migration background","inadequately","","","","","2"
"No","2018","direct migration background","general elemantary","","","","","2"
"No","2018","direct migration background","middle vocational","","","","","2"
"No","2018","direct migration background","vocational + Abi","","","","","2"
"Yes","2018","indirect migration background","general elemantary","","","","","1"
"Yes","2018","indirect migration background","middle vocational","","","","","1"
"Yes","2018","indirect migration background","vocational + Abi","","","","","1"
"Yes","2018","indirect migration background","higher vocational","","","","","1"
"Yes","2018","indirect migration background","higher education","","","","","1"
"Yes","2018","direct migration background","vocational + Abi","","","","","1"
"Yes","2018","direct migration background","higher vocational","","","","","1"
"Yes","2018","direct migration background","higher education","","","","","1"
"Yes","2018","indirect migration background","in school","","","","","1"
"Yes","2018","indirect migration background","inadequately","","","","","1"
"Yes","2018","no migration background","higher education","","","","","1"
"Yes","2018","direct migration background","in school","","","","","1"
"Yes","2018","no migration background","in school","","","","","1"
"Yes","2018","direct migration background","inadequately","","","","","1"
"Yes","2018","no migration background","inadequately","","","","","1"
"Yes","2018","direct migration background","general elemantary","","","","","1"
"Yes","2018","direct migration background","middle vocational","","","","","1"
"Yes","2018","no migration background","middle vocational","","","","","1"
"Yes","2018","no migration background","vocational + Abi","","","","","1"
"Yes","2018","no migration background","general elemantary","","","","","1"
"Yes","2018","no migration background","higher vocational","","","","","1"
"No","2019","no migration background","in school","190","0.918769501880308","0.881281192895472","0.956257810865144","2"
"No","2019","no migration background","inadequately","120","0.841611140580464","0.782789750062194","0.900432531098734","2"
